energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,Sc_p_up,Sc_d_up
-6.00000000,1.39117299,0.02439180,0.85048731,0.09707287,0.00160417,0.47489485,0.36621037
-5.99399700,1.42368435,0.02377191,0.87195233,0.09813884,0.00173382,0.48463956,0.37171598
-5.98799400,1.45873630,0.02313845,0.89496860,0.09941911,0.00187168,0.49455669,0.37779635
-5.98199100,1.49672828,0.02251369,0.91975045,0.10096988,0.00201713,0.50472480,0.38460366
-5.97598799,1.53795418,0.02191966,0.94644658,0.10284050,0.00216934,0.51520405,0.39226437
-5.96998499,1.58258591,0.02137759,0.97513057,0.10507197,0.00232719,0.52603404,0.40087366
-5.96398199,1.63066161,0.02090738,1.00579426,0.10769555,0.00248932,0.53723296,0.41049096
-5.95797899,1.68207912,0.02052712,1.03834427,0.11073182,0.00265410,0.54879795,0.42113673
-5.95197599,1.73659477,0.02025261,1.07260200,0.11419011,0.00281972,0.56070679,0.43279074
-5.94597299,1.79382777,0.02009698,1.10830681,0.11806827,0.00298415,0.57292059,0.44539171
-5.93996998,1.85326971,0.02007038,1.14512248,0.12235274,0.00314525,0.58538741,0.45883850
-5.93396698,1.91429889,0.02017969,1.18264661,0.12701910,0.00330077,0.59804658,0.47299269
-5.92796398,1.97619883,0.02042842,1.22042242,0.13203281,0.00344844,0.61083325,0.48768244
-5.92196098,2.03818007,0.02081653,1.25795264,0.13735027,0.00358602,0.62368304,0.50270751
-5.91595798,2.09940443,0.02134052,1.29471481,0.14292007,0.00371136,0.63653637,0.51784530
-5.90995498,2.15901061,0.02199347,1.33017731,0.14868443,0.00382246,0.64934216,0.53285754
-5.90395198,2.21614032,0.02276521,1.36381562,0.15458077,0.00391754,0.66206072,0.54749754
-5.89794897,2.26996362,0.02364261,1.39512806,0.16054328,0.00399508,0.67466551,0.56151769
-5.89194597,2.31970284,0.02460990,1.42365048,0.16650456,0.00405387,0.68714363,0.57467693
-5.88594297,2.36465395,0.02564909,1.44896931,0.17239717,0.00409306,0.69949518,0.58674795
-5.87993997,2.40420487,0.02674047,1.47073266,0.17815517,0.00411217,0.71173116,0.59752387
-5.87393697,2.43785000,0.02786308,1.48865886,0.18371544,0.00411109,0.72387032,0.60682425
-5.86793397,2.46520056,0.02899536,1.50254249,0.18901887,0.00409011,0.73593500,0.61450009
-5.86193097,2.48599066,0.03011566,1.51225754,0.19401141,0.00404989,0.74794620,0.62043774
-5.85592796,2.50007885,0.03120286,1.51775778,0.19864481,0.00399144,0.75991819,0.62456160
-5.84992496,2.50744535,0.03223694,1.51907442,0.20287720,0.00391611,0.77185311,0.62683552
-5.84392196,2.50818534,0.03319944,1.51631120,0.20667338,0.00382549,0.78373563,0.62726272
-5.83791896,2.50249859,0.03407398,1.50963727,0.21000490,0.00372143,0.79552838,0.62588450
-5.83191596,2.49067607,0.03484657,1.49927814,0.21284989,0.00360593,0.80716817,0.62277749
-5.82591296,2.47308424,0.03550594,1.48550521,0.21519270,0.00348110,0.81856345,0.61804986
-5.81990995,2.45014775,0.03604366,1.46862430,0.21702334,0.00334912,0.82959318,0.61183639
-5.81390695,2.42233124,0.03645426,1.44896368,0.21833679,0.00321216,0.84010725,0.60429273
-5.80790395,2.39012122,0.03673510,1.42686212,0.21913227,0.00307233,0.84992858,0.59558908
-5.80190095,2.35400863,0.03688631,1.40265748,0.21941236,0.00293163,0.85885677,0.58590358
-5.79589795,2.31447295,0.03691046,1.37667615,0.21918228,0.00279191,0.86667340,0.57541561
-5.78989495,2.27196831,0.03681230,1.34922399,0.21844915,0.00265482,0.87314851,0.56429937
-5.78389195,2.22691235,0.03659835,1.32057885,0.21722136,0.00252183,0.87804829,0.55271801
-5.77788894,2.17967797,0.03627649,1.29098502,0.21550818,0.00239413,0.88114353,0.54081850
-5.77188594,2.13058839,0.03585557,1.26064976,0.21331954,0.00227269,0.88221846,0.52872758
-5.76588294,2.07991540,0.03534497,1.22974203,0.21066596,0.00215824,0.88107962,0.51654880
-5.75987994,2.02788093,0.03475422,1.19839317,0.20755874,0.00205124,0.87756450,0.50436090
-5.75387694,1.97466147,0.03409273,1.16669964,0.20401040,0.00195194,0.87154930,0.49221751
-5.74787394,1.92039505,0.03336947,1.13472740,0.20003514,0.00186037,0.86295580,0.48014813
-5.74187094,1.86519037,0.03259282,1.10251775,0.19564962,0.00177638,0.85175675,0.46816038
-5.73586793,1.80913729,0.03177048,1.07009419,0.19087358,0.00169965,0.83797980,0.45624323
-5.72986493,1.75231824,0.03090939,1.03747007,0.18573071,0.00162974,0.82170958,0.44437125
-5.72386193,1.69481973,0.03001581,1.00465632,0.18024926,0.00156609,0.80308806,0.43250933
-5.71785893,1.63674347,0.02909539,0.97166925,0.17446267,0.00150810,0.78231297,0.42061785
-5.71185593,1.57821637,0.02815332,0.93853761,0.16840993,0.00145513,0.75963450,0.40865800
-5.70585293,1.51939888,0.02719448,0.90530896,0.16213586,0.00140651,0.73535036,0.39659676
-5.69984992,1.46049143,0.02622359,0.87205470,0.15569097,0.00136163,0.70979933,0.38441153
