energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.81990995,1.94395709,0.26089619,0.14621769,0.00078310,0.64374667,0.00401872,0.52399009,0.66618134,0.62126488
-5.81390695,1.98350957,0.25651940,0.14405809,0.00085416,0.67378977,0.00427141,0.51594296,0.69538593,0.63903285
-5.80790395,2.02978173,0.25474134,0.14340016,0.00093739,0.70328300,0.00458795,0.51292163,0.72676594,0.65658433
-5.80190095,2.08199181,0.25548677,0.14425375,0.00103295,0.73188262,0.00496485,0.51480696,0.75996307,0.67362797
-5.79589795,2.13925121,0.25862778,0.14659951,0.00114079,0.75926733,0.00539760,0.52138409,0.79456982,0.68989214
-5.78989495,2.20059272,0.26398834,0.15038954,0.00126062,0.78514833,0.00588072,0.53234950,0.83014217,0.70513434
-5.78389195,2.26499891,0.27134969,0.15554837,0.00139188,0.80927824,0.00640776,0.54731959,0.86621352,0.71914920
-5.77788894,2.33142988,0.28045665,0.16197441,0.00153375,0.83145859,0.00697136,0.56584052,0.90230951,0.73177466
-5.77188594,2.39885004,0.29102463,0.16954182,0.00168515,0.85154582,0.00756332,0.58739921,0.93796344,0.74289653
-5.76588294,2.46625349,0.30274714,0.17810281,0.00184470,0.86945549,0.00817472,0.61143542,0.97273167,0.75245097
-5.75987994,2.53268780,0.31530391,0.18749042,0.00201076,0.88516487,0.00879607,0.63735480,1.00620855,0.76042541
-5.75387694,2.59727584,0.32836910,0.19752175,0.00218142,0.89871373,0.00941750,0.66454263,1.03804042,0.76685759
-5.74787394,2.65923567,0.34161975,0.20800167,0.00235456,0.91020347,0.01002897,0.69237804,1.06793822,0.77183329
-5.74187094,2.71789806,0.35474395,0.21872693,0.00252784,0.91979473,0.01062052,0.72024857,1.09568811,0.77548267
-5.73586793,2.77272159,0.36744875,0.22949060,0.00269874,0.92770353,0.01118251,0.74756451,1.12115984,0.77797570
-5.72986493,2.82330488,0.37946740,0.24008683,0.00286466,0.93419603,0.01170593,0.77377291,1.14431234,0.77951668
-5.72386193,2.86939577,0.39056581,0.25031578,0.00302292,0.93958222,0.01218268,0.79837063,1.16519638,0.78033825
-5.71785893,2.91089701,0.40054795,0.25998851,0.00317085,0.94420850,0.01260579,0.82091621,1.18395399,0.78069504
-5.71185593,2.94786807,0.40926003,0.26893186,0.00330585,0.94844938,0.01296975,0.84104007,1.20081457,0.78085708
-5.70585293,2.98052297,0.41659333,0.27699296,0.00342547,0.95269845,0.01327069,0.85845273,1.21608776,0.78110309
-5.69984992,3.00922370,0.42248559,0.28404337,0.00352747,0.95735871,0.01350659,0.87295078,1.23015319,0.78171385
-5.69384692,3.03446934,0.42692093,0.28998264,0.00360986,0.96283249,0.01367742,0.88442034,1.24344750,0.78296565
-5.68784392,3.05688093,0.42992842,0.29474112,0.00367103,0.96951113,0.01378522,0.89283802,1.25644887,0.78512389
-5.68184092,3.07718244,0.43157929,0.29828200,0.00370971,0.97776458,0.01383419,0.89826925,1.26965989,0.78843694
-5.67583792,3.09617839,0.43198311,0.30060246,0.00372511,0.98793124,0.01383064,0.90086433,1.28358912,0.79313032
-5.66983492,3.11472884,0.43128300,0.30173388,0.00371686,1.00030815,0.01378293,0.90085226,1.29873235,0.79940124
-5.66383192,3.13372280,0.42965038,0.30174114,0.00368508,1.01514207,0.01370135,0.89853278,1.31555417,0.80741371
-5.65782891,3.15405108,0.42727927,0.30072106,0.00363037,1.03262146,0.01359800,0.89426710,1.33447072,0.81729419
-5.65182591,3.17657972,0.42438069,0.29880008,0.00355377,1.05286986,0.01348651,0.88846762,1.35583435,0.82912805
-5.64582291,3.20212536,0.42117725,0.29613108,0.00345679,1.07594092,0.01338186,0.88158737,1.37992090,0.84295690
-5.63981991,3.23143335,0.41789831,0.29288986,0.00334129,1.10181525,0.01330005,0.87410933,1.40692026,0.85877697
-5.63381691,3.26515983,0.41477573,0.28927091,0.00320950,1.13039945,0.01325783,0.86653626,1.43693054,0.87653857
-5.62781391,3.30385833,0.41204046,0.28548306,0.00306389,1.16152730,0.01327238,0.85938119,1.46995617,0.89614683
-5.62181091,3.34797121,0.40991985,0.28174476,0.00290717,1.19496325,0.01336089,0.85315884,1.50591003,0.91746367
-5.61580790,3.39782618,0.40863580,0.27827939,0.00274213,1.23040816,0.01354028,0.84837796,1.54461942,0.94031103
-5.60980490,3.45363738,0.40840336,0.27531040,0.00257166,1.26750711,0.01382674,0.84553458,1.58583553,0.96447525
-5.60380190,3.51551052,0.40942983,0.27305663,0.00239858,1.30585897,0.01423537,0.84510597,1.62924579,0.98971255
-5.59779890,3.58345097,0.41191394,0.27172760,0.00222565,1.34502751,0.01477974,0.84754498,1.67448841,1.01575529
-5.59179590,3.65737375,0.41604482,0.27151897,0.00205545,1.38455337,0.01547146,0.85327456,1.72116825,1.04231884
-5.58579290,3.73711388,0.42200064,0.27260806,0.00189034,1.42396661,0.01631979,0.86268192,1.76887294,1.06910872
-5.57978989,3.82243594,0.42994647,0.27514958,0.00173244,1.46279912,0.01733115,0.87611214,1.81718834,1.09582775
-5.57378689,3.91304133,0.44003130,0.27927148,0.00158355,1.50059631,0.01850879,0.89386092,1.86571239,1.12218282
-5.56778389,4.00857238,0.45238411,0.28507094,0.00144515,1.53692772,0.01985233,0.91616629,1.91406631,1.14789093
-5.56178089,4.10861240,0.46710882,0.29261075,0.00131839,1.57139582,0.02135751,0.94319942,1.96190276,1.17268433
-5.55577789,4.21268144,0.48427851,0.30191591,0.00120407,1.60364284,0.02301586,0.97505448,2.00891014,1.19631447
-5.54977489,4.32022784,0.50392885,0.31297077,0.00110266,1.63335523,0.02481457,1.01173810,2.05481315,1.21855456
-5.54377189,4.43061631,0.52605127,0.32571679,0.00101431,1.66026569,0.02673636,1.05315898,2.09936942,1.23920081
-5.53776888,4.54311361,0.55058624,0.34005106,0.00093889,1.68415285,0.02875962,1.09911816,2.14236277,1.25807225
-5.53176588,4.65687331,0.57741716,0.35582583,0.00087596,1.70483876,0.03085854,1.14930098,2.18359371,1.27500941
-5.52576288,4.77092174,0.60636544,0.37284913,0.00082489,1.72218450,0.03300347,1.20327142,2.22286808,1.28987188
-5.51975988,4.88414687,0.63718733,0.39088673,0.00078482,1.73608452,0.03516147,1.26046980,2.25998487,1.30253533
-5.51375688,4.99529250,0.66957296,0.40966555,0.00075473,1.74646016,0.03729693,1.32021460,2.29472455,1.31288809
-5.50775388,5.10295953,0.70314808,0.42887846,0.00073348,1.75325300,0.03937240,1.38170895,2.32683902,1.32082780
-5.50175088,5.20561586,0.73747872,0.44819064,0.00071986,1.75641869,0.04134951,1.44405236,2.35604422,1.32625856
-5.49574787,5.30161623,0.77207900,0.46724735,0.00071258,1.75592188,0.04319003,1.50625763,2.38201664,1.32908889
-5.48974487,5.38923220,0.80642197,0.48568284,0.00071036,1.75173257,0.04485694,1.56727301,2.40439412,1.32923069
-5.48374187,5.46669228,0.83995321,0.50313035,0.00071194,1.74382454,0.04631558,1.62600883,2.42278152,1.32659969
-5.47773887,5.53223092,0.87210691,0.51923262,0.00071610,1.73217577,0.04753470,1.68136798,2.43676119,1.32111717
-5.47173587,5.58414479,0.90232356,0.53365273,0.00072171,1.71677098,0.04848753,1.73227893,2.44590791,1.31271320
-5.46573287,5.62085371,0.93006863,0.54608472,0.00072773,1.69760623,0.04915263,1.77773003,2.44980747,1.30133101
-5.45972986,5.64096342,0.95485138,0.55626346,0.00073325,1.67469504,0.04951472,1.81680336,2.44807794,1.28693247
-5.45372686,5.64332652,0.97624268,0.56397342,0.00073751,1.64807559,0.04956517,1.84870665,2.44039216,1.26950406
-5.44772386,5.62709834,0.99389106,0.56905587,0.00073987,1.61781852,0.04930237,1.87280153,2.42650006,1.24906305
-5.44172086,5.59178413,1.00753602,0.57141406,0.00073988,1.58403438,0.04873180,1.88862650,2.40624914,1.22566330
-5.43571786,5.53727449,1.01701778,0.57101623,0.00073723,1.54688022,0.04786593,1.89591367,2.37960173,1.19940025
-5.42971486,5.46386653,1.02228306,0.56789616,0.00073176,1.50656463,0.04672378,1.89459785,2.34664755,1.17041448
-5.42371186,5.37226899,1.02338629,0.56215128,0.00072349,1.46335051,0.04533037,1.88481783,2.30761072,1.13889360
-5.41770885,5.26359037,1.02048625,0.55393838,0.00071258,1.41755533,0.04371590,1.86690942,2.26285024,1.10507203
-5.41170585,5.13931020,1.01383829,0.54346716,0.00069929,1.36954847,0.04191478,1.84139063,2.21285393,1.06922860
-5.40570285,5.00123457,1.00378241,0.53099191,0.00068405,1.31974568,0.03996462,1.80893983,2.15822579,1.03168185
-5.39969985,4.85143790,0.99072788,0.51680173,0.00066736,1.26860071,0.03790504,1.77036786,2.09966746,0.99278319
-5.39369685,4.69219383,0.97513526,0.50120989,0.00064980,1.21659461,0.03577658,1.72658564,2.03795465,0.95290824
-5.38769385,4.52589863,0.95749664,0.48454262,0.00063204,1.16422296,0.03361953,1.67856890,1.97390992,0.91244671
-5.38169085,4.35499115,0.93831525,0.46712822,0.00061479,1.11198202,0.03147291,1.62732197,1.90837334,0.87179128
-5.37568784,4.18187319,0.91808547,0.44928666,0.00059876,1.06035421,0.02937355,1.57384224,1.84217249,0.83132617
-5.36968484,4.00883432,0.89727421,0.43132041,0.00058473,1.00979392,0.02735522,1.51908723,1.77609368,0.79141595
-5.36368184,3.83798472,0.87630455,0.41350671,0.00057341,0.96071435,0.02544809,1.46394562,1.71085580,0.75239508
-5.35767884,3.67119912,0.85554253,0.39609167,0.00056554,0.91347603,0.02367814,1.40921364,1.64708807,0.71455899
-5.35167584,3.51007400,0.83528740,0.37928628,0.00056182,0.86837766,0.02206698,1.35557749,1.58531298,0.67815683
-5.34567284,3.35589968,0.81576580,0.36326447,0.00056288,0.82564967,0.02063161,1.30360250,1.52593481,0.64338650
-5.33966983,3.20964774,0.79712999,0.34816306,0.00056932,0.78545079,0.01938455,1.25372896,1.46923439,0.61039199
-5.33366683,3.07197350,0.77945988,0.33408345,0.00058169,0.74786765,0.01833391,1.20627439,1.41536981,0.57926322
-5.32766383,2.94323229,0.76276856,0.32109480,0.00060046,0.71291742,0.01748372,1.16144159,1.36438284,0.55003815
-5.32166083,2.82350782,0.74701089,0.30923836,0.00062602,0.68055313,0.01683427,1.11933155,1.31621029,0.52270714
-5.31565783,2.71265012,0.73209438,0.29853248,0.00065869,0.65067132,0.01638252,1.07995999,1.27069945,0.49721908
-5.30965483,2.61032029,0.71789176,0.28897800,0.00069871,0.62312151,0.01612259,1.04327643,1.22762645,0.47348889
-5.30365183,2.51603916,0.70425441,0.28056357,0.00074621,0.59771702,0.01604620,1.00918428,1.18671640,0.45140607
-5.29764882,2.42923704,0.69102585,0.27327058,0.00080125,0.57424631,0.01614308,0.97756092,1.14766415,0.43084359
-5.29164582,2.34930156,0.67805471,0.26707739,0.00086374,0.55248458,0.01640146,0.94827631,1.11015452,0.41166687
-5.28564282,2.27562160,0.66520651,0.26196254,0.00093352,0.53220477,0.01680836,0.92120955,1.07388115,0.39374213
-5.27963982,2.20762512,0.65237369,0.25790706,0.00101028,0.51318778,0.01734995,0.89626222,1.03856299,0.37694402
-5.27363682,2.14480958,0.63948364,0.25489548,0.00109358,0.49523126,0.01801177,0.87336837,1.00395803,0.36116192
-5.26763382,2.08676414,0.62650436,0.25291585,0.00118287,0.47815690,0.01877897,0.85250065,0.96987380,0.34630498
-5.26163082,2.03318330,0.61344779,0.25195874,0.00127741,0.46181596,0.01963638,0.83367267,0.93617453,0.33230543
-5.25562781,1.98387222,0.60037064,0.25201548,0.00137636,0.44609289,0.02056866,0.81693784,0.90278492,0.31912048
-5.24962481,1.93874438,0.58737306,0.25307578,0.00147872,0.43090721,0.02156032,0.80238497,0.86969084,0.30673253
-5.24362181,1.89781251,0.57459515,0.25512506,0.00158334,0.41621367,0.02259580,0.79013128,0.83693718,0.29514807
-5.23761881,1.86117421,0.56221178,0.25814174,0.00168894,0.40200085,0.02365946,0.78031340,0.80462333,0.28439526
-5.23161581,1.82899347,0.55042588,0.26209478,0.00179414,0.38828846,0.02473564,0.77307708,0.77289679,0.27452052
-5.22561281,1.80147982,0.53946076,0.26694166,0.00189746,0.37512354,0.02580871,0.76856632,0.74194525,0.26558442
-5.21960980,1.77886628,0.52955162,0.27262704,0.00199733,0.36257594,0.02686315,0.76691251,0.71198786,0.25765696
-5.21360680,1.76138776,0.52093682,0.27908223,0.00209216,0.35073316,0.02788369,0.76822440,0.68326594,0.25081277
-5.20760380,1.74926087,0.51384915,0.28622563,0.00218037,0.33969507,0.02885548,0.77257916,0.65603368,0.24512630
-5.20160080,1.74266622,0.50850744,0.29396399,0.00226038,0.32956846,0.02976425,0.78001517,0.63054908,0.24066720
-5.19559780,1.74173392,0.50510895,0.30219468,0.00233073,0.32046189,0.03059660,0.79052675,0.60706547,0.23749632
-5.18959480,1.74653290,0.50382255,0.31080866,0.00239004,0.31248090,0.03134025,0.80406108,0.58582384,0.23566223
-5.18359180,1.75706403,0.50478320,0.31969407,0.00243713,0.30572367,0.03198433,0.82051725,0.56704605,0.23519851
-5.17758879,1.77325733,0.50808759,0.32874035,0.00247101,0.30027739,0.03251966,0.83974761,0.55092915,0.23612185
-5.17158579,1.79497287,0.51379124,0.33784236,0.00249093,0.29621525,0.03293904,0.86156099,0.53764067,0.23843098
-5.16558279,1.82200492,0.52190707,0.34690463,0.00249641,0.29359421,0.03323748,0.88572777,0.52731505,0.24210642
-5.15957979,1.85408887,0.53240527,0.35584516,0.00248725,0.29245335,0.03341239,0.91198635,0.52005103,0.24711098
-5.15357679,1.89091014,0.54521452,0.36459870,0.00246357,0.29281307,0.03346374,0.94005063,0.51590998,0.25339085
-5.14757379,1.93211416,0.56022438,0.37311924,0.00242579,0.29467467,0.03339410,0.96961802,0.51491497,0.26087728
-5.14157079,1.97731687,0.57728854,0.38138162,0.00237461,0.29802061,0.03320859,1.00037761,0.51705053,0.26948860
-5.13556778,2.02611451,0.59622889,0.38938193,0.00231102,0.30281498,0.03291483,1.03201792,0.52226299,0.27913244
-5.12956478,2.07809239,0.61683992,0.39713691,0.00223627,0.30900445,0.03252265,1.06423388,0.53046107,0.28970798
-5.12356178,2.13283153,0.63889333,0.40468207,0.00215180,0.31651916,0.03204386,1.09673261,0.54151681,0.30110816
-5.11755878,2.18991311,0.66214255,0.41206883,0.00205924,0.32527386,0.03149186,1.12923767,0.55526665,0.31322153
-5.11155578,2.24892009,0.68632695,0.41936059,0.00196034,0.33516894,0.03088119,1.16149162,0.57151254,0.32593386
-5.10555278,2.30943619,0.71117558,0.42662807,0.00185689,0.34609135,0.03022709,1.19325681,0.59002314,0.33912925
-5.09954977,2.37104224,0.73641027,0.43394406,0.00175072,0.35791554,0.02954497,1.22431436,0.61053510,0.35269084
-5.09354677,2.43331037,0.76174814,0.44137784,0.00164363,0.37050420,0.02884993,1.25446156,0.63275444,0.36650102
-5.08754377,2.49579670,0.78690353,0.44898960,0.00153731,0.38370895,0.02815622,1.28350799,0.65635823,0.38044137
-5.08154077,2.55803326,0.81158945,0.45682515,0.00143333,0.39737112,0.02747682,1.31127067,0.68099657,0.39439219
-5.07553777,2.61952008,0.83551871,0.46491116,0.00133309,0.41132250,0.02682305,1.33756880,0.70629515,0.40823200
-5.06953477,2.67971849,0.85840505,0.47325125,0.00123779,0.42538641,0.02620421,1.36221860,0.73185852,0.42183695
-5.06353177,2.73804659,0.87996438,0.48182314,0.00114840,0.43937896,0.02562738,1.38502882,0.75727412,0.43508051
-5.05752876,2.79387763,0.89991642,0.49057704,0.00106567,0.45311075,0.02509723,1.40579726,0.78211734,0.44783336
-5.05152576,2.84654227,0.91798708,0.49943537,0.00099010,0.46638897,0.02461599,1.42430908,0.80595745,0.45996382
-5.04552276,2.89533488,0.93391142,0.50829391,0.00092196,0.47902006,0.02418350,1.44033686,0.82836463,0.47133878
-5.03951976,2.93952431,0.94743768,0.51702427,0.00086130,0.49081278,0.02379737,1.45364293,0.84891780,0.48182528
-5.03351676,2.97836888,0.95833197,0.52547768,0.00080795,0.50158176,0.02345316,1.46398379,0.86721312,0.49129269
-5.02751376,3.01113509,0.96638382,0.53348984,0.00076159,0.51115134,0.02314470,1.47111663,0.88287305,0.49961545
-5.02151076,3.03711940,0.97141216,0.54088665,0.00072171,0.51935970,0.02286445,1.47480768,0.89555544,0.50667627
-5.01550775,3.05567194,0.97327166,0.54749057,0.00068771,0.52606295,0.02260386,1.47484178,0.90496243,0.51236965
-5.00950475,3.06622105,0.97185878,0.55312724,0.00065888,0.53113914,0.02235385,1.47103296,0.91084866,0.51660547
-5.00350175,3.06829709,0.96711750,0.55763213,0.00063445,0.53449182,0.02210514,1.46323501,0.91302847,0.51931255
-4.99749875,3.06155449,0.95904397,0.56085690,0.00061364,0.53605314,0.02184872,1.45135176,0.91138169,0.52044184
-4.99149575,3.04579033,0.94769000,0.56267506,0.00059567,0.53578611,0.02157619,1.43534610,0.90585764,0.51996903
-4.98549275,3.02095868,0.93316480,0.56298694,0.00057976,0.53368607,0.02128011,1.41524740,0.89647717,0.51789651
-4.97948974,2.98717953,0.91563495,0.56172342,0.00056522,0.52978103,0.02095426,1.39115666,0.88333255,0.51425430
-4.97348674,2.94474180,0.89532229,0.55884870,0.00055141,0.52413104,0.02059386,1.36324907,0.86658515,0.50910015
-4.96748374,2.89410015,0.87249975,0.55436159,0.00053777,0.51682647,0.02019568,1.33177382,0.84646100,0.50251839
-4.96148074,2.83586558,0.84748532,0.54829566,0.00052384,0.50798522,0.01975817,1.29705099,0.82324439,0.49461789
-4.95547774,2.77079030,0.82063407,0.54071806,0.00050926,0.49774910,0.01928141,1.25946569,0.79726975,0.48552900
-4.94947474,2.69974744,0.79232894,0.53172731,0.00049377,0.48627944,0.01876706,1.21945972,0.76891221,0.47539963
-4.94347174,2.62370668,0.76297028,0.52144996,0.00047721,0.47375214,0.01821827,1.17752102,0.73857717,0.46439068
-4.93746873,2.54370682,0.73296494,0.51003652,0.00045951,0.46035243,0.01763945,1.13417148,0.70668936,0.45267113
-4.93146573,2.46082664,0.70271509,0.49765672,0.00044067,0.44626950,0.01703610,1.08995368,0.67368185,0.44041273
-4.92546273,2.37615523,0.67260751,0.48449442,0.00042080,0.43169130,0.01641455,1.04541695,0.63998533,0.42778499
-4.91945973,2.29076312,0.64300363,0.47074226,0.00040004,0.41679974,0.01578174,1.00110357,0.60601815,0.41495023
-4.91345673,2.20567540,0.61423081,0.45659637,0.00037859,0.40176642,0.01514490,0.95753545,0.57217739,0.40205929
-4.90745373,2.12184770,0.58657517,0.44225124,0.00035669,0.38674913,0.01451133,0.91520189,0.53883124,0.38924791
-4.90145073,2.04014607,0.56027622,0.42789499,0.00033458,0.37188919,0.01388815,0.87454877,0.50631281,0.37663396
-4.89544772,1.96133124,0.53552344,0.41370517,0.00031253,0.35730976,0.01328210,0.83596957,0.47491554,0.36431565
-4.88944472,1.88604761,0.51245488,0.39984509,0.00029081,0.34311510,0.01269934,0.79979837,0.44489023,0.35237077
-4.88344172,1.81481738,0.49115772,0.38646102,0.00026966,0.32939084,0.01214531,0.76630504,0.41644359,0.34085689
-4.87743872,1.74803945,0.47167067,0.37368002,0.00024931,0.31620508,0.01162462,0.73569264,0.38973825,0.32981266
-4.87143572,1.68599314,0.45398805,0.36160867,0.00022995,0.30361036,0.01114100,0.70809710,0.36489416,0.31925984
-4.86543272,1.62884616,0.43806522,0.35033253,0.00021176,0.29164630,0.01069731,0.68358894,0.34199109,0.30920623
-4.85942971,1.57666635,0.42382517,0.33991648,0.00019486,0.28034271,0.01029550,0.66217700,0.32107202,0.29964905
-4.85342671,1.52943647,0.41116573,0.33040569,0.00017935,0.26972305,0.00993677,0.64381398,0.30214742,0.29057878
-4.84742371,1.48707140,0.39996735,0.32182738,0.00016529,0.25980807,0.00962158,0.62840341,0.28519991,0.28198316
-4.84142071,1.44943678,0.39010087,0.31419306,0.00015271,0.25061933,0.00934986,0.61580798,0.27018933,0.27385117
-4.83541771,1.41636841,0.38143504,0.30750133,0.00014160,0.24218251,0.00912111,0.60585880,0.25705792,0.26617675
-4.82941471,1.38769155,0.37384358,0.30174096,0.00013194,0.23453023,0.00893461,0.59836517,0.24573537,0.25896212
-4.82341171,1.36323917,0.36721136,0.29689428,0.00012368,0.22770438,0.00878958,0.59312485,0.23614377,0.25222048
-4.81740870,1.34286861,0.36143966,0.29294059,0.00011676,0.22175753,0.00868532,0.58993407,0.22820201,0.24597792
-4.81140570,1.32647581,0.35645022,0.28985952,0.00011112,0.21675369,0.00862143,0.58859730,0.22182984,0.24027461
-4.80540270,1.31400657,0.35218809,0.28763419,0.00010670,0.21276799,0.00859792,0.58893625,0.21695112,0.23516490
-4.79939970,1.30546445,0.34862314,0.28625409,0.00010342,0.20988550,0.00861529,0.59079784,0.21349657,0.23071660
-4.79339670,1.30091483,0.34575028,0.28571739,0.00010125,0.20819911,0.00867466,0.59406094,0.21140554,0.22700927
-4.78739370,1.30048516,0.34358849,0.28603277,0.00010015,0.20780645,0.00877780,0.59864150,0.21062715,0.22413170
-4.78139070,1.30436125,0.34217859,0.28722066,0.00010009,0.20880617,0.00892707,0.60449605,0.21112056,0.22217857
-4.77538769,1.31277976,0.34158020,0.28931368,0.00010107,0.21129347,0.00912541,0.61162339,0.21285447,0.22124653
-4.76938469,1.32601738,0.34186770,0.29235649,0.00010312,0.21535527,0.00937620,0.62006431,0.21580596,0.22142984
-4.76338169,1.34437695,0.34312574,0.29640485,0.00010629,0.22106513,0.00968313,0.62989949,0.21995868,0.22281570
-4.75737869,1.36817130,0.34544418,0.30152408,0.00011064,0.22847812,0.01004999,0.64124563,0.22530055,0.22547962
-4.75137569,1.39770542,0.34891304,0.30778688,0.00011624,0.23762610,0.01048043,0.65424983,0.23182115,0.22948088
-4.74537269,1.43325781,0.35361729,0.31527064,0.00012320,0.24851338,0.01097770,0.66908256,0.23950886,0.23485842
-4.73936968,1.47506184,0.35963203,0.32405430,0.00013163,0.26111319,0.01154436,0.68592935,0.24834798,0.24162734
-4.73336668,1.52328781,0.36701800,0.33421490,0.00014164,0.27536521,0.01218205,0.70498155,0.25831600,0.24977606
-4.72736368,1.57802674,0.37581767,0.34582391,0.00015333,0.29117418,0.01289113,0.72642643,0.26938109,0.25926455
-4.72136068,1.63927631,0.38605198,0.35894350,0.00016681,0.30840988,0.01367049,0.75043696,0.28150011,0.27002344
-4.71535768,1.70692985,0.39771792,0.37362279,0.00018215,0.32690857,0.01451731,0.77716158,0.29461701,0.28195432
-4.70935468,1.78076864,0.41078680,0.38989427,0.00019941,0.34647579,0.01542692,0.80671433,0.30866197,0.29493110
-4.70335168,1.86045799,0.42520340,0.40777047,0.00021863,0.36689062,0.01639266,0.83916565,0.32355107,0.30880252
-4.69734867,1.94554729,0.44088592,0.42724100,0.00023977,0.38791126,0.01740590,0.87453415,0.33918674,0.32339564
-4.69134567,2.03547404,0.45772662,0.44827009,0.00026279,0.40928174,0.01845608,0.91277971,0.35545883,0.33852031
-4.68534267,2.12957191,0.47559322,0.47079466,0.00028756,0.43073954,0.01953083,0.95379809,0.37224624,0.35397430
-4.67933967,2.22708251,0.49433088,0.49472315,0.00031393,0.45202391,0.02061625,0.99741744,0.38941920,0.36954916
-4.67333667,2.32717065,0.51376478,0.51993509,0.00034165,0.47288451,0.02169715,1.04339681,0.40684190,0.38503632
-4.66733367,2.42894274,0.53370312,0.54628163,0.00037046,0.49309016,0.02275752,1.09142701,0.42437559,0.40023347
-4.66133067,2.53146783,0.55394063,0.57358693,0.00040001,0.51243723,0.02378092,1.14113373,0.44188189,0.41495077
-4.65532766,2.63380078,0.57426239,0.60165075,0.00042992,0.53075745,0.02475101,1.19208332,0.45922630,0.42901689
-4.64932466,2.73500712,0.59444799,0.63025196,0.00045976,0.54792488,0.02565206,1.24379095,0.47628187,0.44228447
-4.64332166,2.83418877,0.61427592,0.65915322,0.00048907,0.56386164,0.02646950,1.29573126,0.49293274,0.45463490
