energy_ev,total_up,P_s_up,P_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,8.42261008,0.01892808,1.20743824,4.40418800,5.08153959,0.03271722,1.73574645
-5.99399700,8.55527908,0.01884168,1.19794416,4.49145944,5.15412351,0.03105971,1.78644462
-5.98799400,8.69632068,0.01871671,1.19314994,4.59382154,5.23200789,0.02946227,1.83540664
-5.98199100,8.84338568,0.01855920,1.19244746,4.70901217,5.31380107,0.02793004,1.88238390
-5.97598799,8.99429686,0.01837608,1.19521663,4.83468337,5.39822229,0.02646832,1.92719815
-5.96998499,9.14711897,0.01817488,1.20084999,4.96846225,5.48414940,0.02508250,1.96974170
-5.96398199,9.30021280,0.01796354,1.20877473,5.10800537,5.57065661,0.02377804,2.00997456
-5.95797899,9.45227207,0.01775015,1.21847159,5.25104550,5.65704136,0.02256028,2.04791901
-5.95197599,9.60234301,0.01754275,1.22949004,5.39543024,5.74283974,0.02143429,2.08365180
-5.94597299,9.74982651,0.01734903,1.24145954,5.53915214,5.82783019,0.02040464,2.11729455
-5.93996998,9.89446381,0.01717620,1.25409656,5.68037029,5.91202574,0.01947521,2.14900276
-5.93396698,10.03630674,0.01703075,1.26720734,5.81742362,5.99565538,0.01864890,2.17895398
-5.92796398,10.17567442,0.01691830,1.28068656,5.94883628,6.07913539,0.01792748,2.20733553
-5.92196098,10.31309838,0.01684353,1.29451190,6.07331572,6.16303210,0.01731140,2.23433232
-5.91595798,10.44925872,0.01681003,1.30873524,6.18974436,6.24801761,0.01679965,2.26011523
-5.90995498,10.58491407,0.01682028,1.32347056,6.29716574,6.33482034,0.01638972,2.28483026
-5.90395198,10.72082851,0.01687562,1.33887952,6.39476638,6.42417272,0.01607756,2.30858907
-5.89794897,10.85769872,0.01697622,1.35515523,6.48185475,6.51675823,0.01585767,2.33146100
-5.89194597,10.99608483,0.01712113,1.37250507,6.55783872,6.61316030,0.01572323,2.35346699
-5.88594297,11.13634814,0.01730830,1.39113334,6.62220315,6.71381541,0.01566630,2.37457560
-5.87993997,11.27859896,0.01753460,1.41122464,6.67448920,6.81897279,0.01567811,2.39470132
-5.87393697,11.42265737,0.01779591,1.43292869,6.71427686,6.92866267,0.01574934,2.41370531
-5.86793397,11.56802909,0.01808719,1.45634736,6.74117222,7.04267474,0.01587052,2.43139861
-5.86193097,11.71389801,0.01840252,1.48152444,6.75480063,7.16054816,0.01603241,2.44754786
-5.85592796,11.85913627,0.01873523,1.50843874,6.75480651,7.28157352,0.01622643,2.46188337
-5.84992496,12.00233165,0.01907796,1.53700062,6.74086040,7.40480706,0.01644501,2.47410925
-5.84392196,12.14183122,0.01942284,1.56705217,6.71267312,7.52909621,0.01668203,2.48391538
-5.83791896,12.27579922,0.01976157,1.59837086,6.67001641,7.65311540,0.01693311,2.49099071
-5.83191596,12.40228635,0.02008560,1.63067649,6.61274908,7.77541023,0.01719593,2.49503729
-5.82591296,12.51930685,0.02038631,1.66364074,6.54084698,7.89444769,0.01747041,2.49578443
-5.81990995,12.62491929,0.02065516,1.69689904,6.45443476,8.00866983,0.01775885,2.49300239
-5.81390695,12.71730676,0.02088390,1.73006370,6.35381721,8.11654808,0.01806594,2.48651475
-5.80790395,12.79485201,0.02106480,1.76273785,6.23950765,8.21663541,0.01839868,2.47620895
-5.80190095,12.85620366,0.02119079,1.79452919,6.11225090,8.30761368,0.01876619,2.46204435
-5.79589795,12.90032982,0.02125569,1.82506289,5.97303871,8.38833407,0.01917947,2.44405735
-5.78989495,12.92655646,0.02125436,1.85399300,5.82311559,8.45784864,0.01965095,2.42236338
-5.78389195,12.93458883,0.02118287,1.88101172,5.66397383,8.51543194,0.02019406,2.39715551
-5.77788894,12.92451519,0.02103857,1.90585623,5.49733689,8.56059216,0.02082269,2.36869995
-5.77188594,12.89679330,0.02082019,1.92831276,5.32513124,8.59307193,0.02155063,2.33732855
-5.76588294,12.85222125,0.02052788,1.94821788,5.14944730,8.61283949,0.02239092,2.30342896
-5.75987994,12.79189490,0.02016318,1.96545713,4.97249099,8.62007174,0.02335529,2.26743306
-5.75387694,12.71715532,0.01972897,1.97996117,4.79652803,8.61513070,0.02445361,2.22980424
-5.74787394,12.62952974,0.01922940,1.99169993,4.62382342,8.59853560,0.02569331,2.19102460
-5.74187094,12.53067007,0.01866971,2.00067525,4.45657931,8.57093266,0.02707901,2.15158263
-5.73586793,12.42229278,0.01805613,2.00691259,4.29687405,8.53306481,0.02861217,2.11196224
-5.72986493,12.30612375,0.01739565,2.01045228,4.14660579,8.48574322,0.03029091,2.07263365
-5.72386193,12.18385114,0.01669585,2.01134119,4.00744313,8.42982231,0.03210989,2.03404665
-5.71785893,12.05708835,0.01596473,2.00962510,3.88078544,8.36617951,0.03406047,1.99662645
-5.71185593,11.92734869,0.01521047,2.00534234,3.76773442,8.29570039,0.03613082,1.96077199
-5.70585293,11.79603191,0.01444128,1.99851921,3.66907826,8.21926955,0.03830634,1.92685677
-5.69984992,11.66442229,0.01366525,1.98916719,3.58528847,8.13776679,0.04057010,1.89523155
-5.69384692,11.53369668,0.01289019,1.97728228,3.51652923,8.05206797,0.04290334,1.86622836
-5.68784392,11.40494050,0.01212353,1.96284634,3.46267799,7.96304939,0.04528613,1.84016531
-5.68184092,11.27916892,0.01137225,1.94583037,3.42335567,7.87159425,0.04769800,1.81735113
-5.67583792,11.15735020,0.01064279,1.92619931,3.39796421,7.77859961,0.05011852,1.79808889
-5.66983492,11.04042804,0.00994106,1.90391819,3.38572878,7.68498237,0.05252795,1.78267810
-5.66383192,10.92933998,0.00927240,1.87895900,3.38574222,7.59168257,0.05490773,1.77141456
-5.65782891,10.82502905,0.00864159,1.85130798,3.39700859,7.49966275,0.05724088,1.76458756
-5.65182591,10.72844676,0.00805288,1.82097259,3.41848368,7.40990247,0.05951231,1.76247422
-5.64582291,10.64054589,0.00751002,1.78798780,3.44911011,7.32338709,0.06170898,1.76533092
-5.63981991,10.56226248,0.00701626,1.75242134,3.48784536,7.24109087,0.06381991,1.77338212
-5.63381691,10.49448735,0.00657440,1.71437725,3.53368172,7.16395442,0.06583606,1.78680700
-5.62781391,10.43802823,0.00618681,1.67399771,3.58565747,7.09285725,0.06775011,1.80572458
