energy_ev,total_up,Nb_p_up,Nb_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-5.84992496,3.27453495,2.42377984,1.04829702,0.11593954,0.00024199,2.18270162,0.00000000
-5.84392196,3.29191191,2.41940475,1.05855761,0.11695752,0.00024939,2.18842855,0.00000000
-5.83791896,3.29536024,2.40355051,1.06511772,0.11743836,0.00025616,2.18454041,0.00000000
-5.83191596,3.28561685,2.37691389,1.06819729,0.11740597,0.00026229,2.17158426,0.00000000
-5.82591296,3.26364736,2.34037367,1.06807329,0.11689622,0.00026778,2.15026197,0.00000000
-5.81990995,3.23060632,2.29495825,1.06506712,0.11595570,0.00027264,2.12140253,0.00000000
-5.81390695,3.18779126,2.24180893,1.05953042,0.11464005,0.00027687,2.08593054,0.00000000
-5.80790395,3.13659254,2.18214054,1.05183000,0.11301194,0.00028051,2.04483207,0.00000000
-5.80190095,3.07844116,2.11720098,1.04233226,0.11113869,0.00028356,1.99911941,0.00000000
-5.79589795,3.01475692,2.04823152,1.03138821,0.10908978,0.00028605,1.94979628,0.00000000
-5.78989495,2.94689922,1.97642934,1.01931945,0.10693418,0.00028798,1.89782494,0.00000000
-5.78389195,2.87612261,1.90291391,1.00640598,0.10473776,0.00028936,1.84409666,0.00000000
-5.77788894,2.80353904,1.82869841,0.99287634,0.10256082,0.00029018,1.78940668,0.00000000
-5.77188594,2.73008841,1.75466727,0.97890053,0.10045582,0.00029043,1.73443465,0.00000000
-5.76588294,2.65651844,1.68156040,0.96458607,0.09846560,0.00029010,1.67973130,0.00000000
-5.75987994,2.58337447,1.60996443,0.94997731,0.09662185,0.00028915,1.62571154,0.00000000
-5.75387694,2.51099943,1.54031100,0.93505802,0.09494422,0.00028755,1.57265409,0.00000000
-5.74787394,2.43954330,1.47288167,0.91975702,0.09343995,0.00028526,1.52070734,0.00000000
-5.74187094,2.36898140,1.40781871,0.90395658,0.09210396,0.00028224,1.46990076,0.00000000
-5.73586793,2.29914000,1.34514097,0.88750297,0.09091965,0.00027846,1.42016105,0.00000000
-5.72986493,2.22972759,1.28476353,0.87021871,0.08986003,0.00027389,1.37133190,0.00000000
-5.72386193,2.16037012,1.22652008,0.85191576,0.08888941,0.00026849,1.32319616,0.00000000
-5.71785893,2.09064784,1.17018658,0.83240894,0.08796539,0.00026226,1.27549927,0.00000000
-5.71185593,2.02013212,1.11550503,0.81152885,0.08704112,0.00025520,1.22797248,0.00000000
-5.70585293,1.94842010,1.06220610,0.78913380,0.08606766,0.00024732,1.18035489,0.00000000
-5.69984992,1.87516555,1.01002974,0.76511990,0.08499643,0.00023866,1.13241321,0.00000000
-5.69384692,1.80010471,0.95874272,0.73942910,0.08378153,0.00022926,1.08395831,0.00000000
-5.68784392,1.72307591,0.90815273,0.71205469,0.08238181,0.00021919,1.03485815,0.00000000
-5.68184092,1.64403245,0.85811854,0.68304416,0.08076277,0.00020854,0.98504641,0.00000000
-5.67583792,1.56304856,0.80855610,0.65249936,0.07889799,0.00019739,0.93452707,0.00000000
-5.66983492,1.48031851,0.75944073,0.62057405,0.07677017,0.00018585,0.88337467,0.00000000
-5.66383192,1.39614950,0.71080563,0.58746917,0.07437173,0.00017404,0.83173085,0.00000000
-5.65782891,1.31094907,0.66273726,0.55342606,0.07170494,0.00016208,0.77979755,0.00000000
-5.65182591,1.22520815,0.61536804,0.51871814,0.06878163,0.00015008,0.72782739,0.00000000
-5.64582291,1.13948087,0.56886721,0.48364153,0.06562247,0.00013816,0.67611227,0.00000000
-5.63981991,1.05436248,0.52343030,0.44850516,0.06225595,0.00012645,0.62497049,0.00000000
-5.63381691,0.97046650,0.47926819,0.41362069,0.05871704,0.00011503,0.57473363,0.00000000
-5.62781391,0.88840244,0.43659612,0.37929299,0.05504567,0.00010402,0.52573344,0.00000000
-5.62181091,0.80875508,0.39562339,0.34581138,0.05128514,0.00009348,0.47828976,0.00000000
-5.61580790,0.73206608,0.35654416,0.31344198,0.04748046,0.00008350,0.43269965,0.00000000
-5.60980490,0.65881879,0.31952972,0.28242155,0.04367679,0.00007411,0.38922844,0.00000000
-5.60380190,0.58942648,0.28472243,0.25295285,0.03991794,0.00006538,0.34810270,0.00000000
-5.59779890,0.52422442,0.25223149,0.22520172,0.03624512,0.00005731,0.30950546,0.00000000
-5.59179590,0.46346566,0.22213056,0.19929565,0.03269588,0.00004993,0.27357358,0.00000000
-5.58579290,0.40732044,0.19445709,0.17532408,0.02930330,0.00004323,0.24039726,0.00000000
-5.57978989,0.35587891,0.16921328,0.15333994,0.02609548,0.00003720,0.21002145,0.00000000
-5.57378689,0.30915661,0.14636835,0.13336249,0.02309523,0.00003183,0.18244895,0.00000000
-5.56778389,0.26710238,0.12586201,0.11538110,0.02032012,0.00002708,0.15764483,0.00000000
-5.56178089,0.22960796,0.10760869,0.09935974,0.01778262,0.00002292,0.13554193,0.00000000
-5.55577789,0.19651873,0.09150236,0.08524195,0.01549052,0.00001932,0.11604711,0.00000000
-5.54977489,0.16764521,0.07742165,0.07295612,0.01344751,0.00001624,0.09904776,0.00000000
-5.54377189,0.14277447,0.06523502,0.06242061,0.01165379,0.00001363,0.08441853,0.00000000
-5.53776888,0.12168135,0.05480575,0.05354886,0.01010680,0.00001146,0.07202775,0.00000000
-5.53176588,0.10413882,0.04599666,0.04625401,0.00880198,0.00000970,0.06174353,0.00000000
-5.52576288,0.08992732,0.03867430,0.04045300,0.00773348,0.00000830,0.05343915,0.00000000
-5.51975988,0.07884272,0.03271264,0.03607016,0.00689481,0.00000724,0.04699779,0.00000000
-5.51375688,0.07070286,0.02799615,0.03303994,0.00627945,0.00000650,0.04231629,0.00000000
-5.50775388,0.06535243,0.02442221,0.03130899,0.00588129,0.00000605,0.03930809,0.00000000
-5.50175088,0.06266621,0.02190293,0.03083736,0.00569500,0.00000588,0.03790512,0.00000000
-5.49574787,0.06255061,0.02036625,0.03159894,0.00571626,0.00000598,0.03805868,0.00000000
-5.48974487,0.06494362,0.01975660,0.03358109,0.00594176,0.00000634,0.03973947,0.00000000
-5.48374187,0.06981316,0.02003482,0.03678351,0.00636918,0.00000696,0.04293656,0.00000000
-5.47773887,0.07715401,0.02117773,0.04121636,0.00699697,0.00000786,0.04765557,0.00000000
-5.47173587,0.08698334,0.02317709,0.04689778,0.00782399,0.00000902,0.05391597,0.00000000
-5.46573287,0.09933511,0.02603822,0.05385079,0.00884910,0.00001047,0.06174772,0.00000000
-5.45972986,0.11425355,0.02977817,0.06209977,0.01007063,0.00001222,0.07118725,0.00000000
-5.45372686,0.13178570,0.03442356,0.07166657,0.01148581,0.00001427,0.08227300,0.00000000
-5.44772386,0.15197364,0.04000812,0.08256646,0.01309015,0.00001666,0.09504053,0.00000000
-5.44172086,0.17484626,0.04656989,0.09480393,0.01487687,0.00001938,0.10951754,0.00000000
-5.43571786,0.20041124,0.05414834,0.10836879,0.01683638,0.00002245,0.12571878,0.00000000
-5.42971486,0.22864728,0.06278120,0.12323239,0.01895577,0.00002588,0.14364126,0.00000000
-5.42371186,0.25949711,0.07250126,0.13934449,0.02121852,0.00002968,0.16325973,0.00000000
-5.41770885,0.29286152,0.08333323,0.15663073,0.02360429,0.00003384,0.18452286,0.00000000
-5.41170585,0.32859470,0.09529060,0.17499096,0.02608888,0.00003837,0.20735016,0.00000000
-5.40570285,0.36650135,0.10837279,0.19429859,0.02864447,0.00004326,0.23162999,0.00000000
-5.39969985,0.40633568,0.12256263,0.21440106,0.03124002,0.00004848,0.25721864,0.00000000
-5.39369685,0.44780258,0.13782425,0.23512149,0.03384183,0.00005402,0.28394084,0.00000000
-5.38769385,0.49056105,0.15410165,0.25626159,0.03641445,0.00005984,0.31159167,0.00000000
-5.38169085,0.53423007,0.17131792,0.27760578,0.03892166,0.00006591,0.33993987,0.00000000
-5.37568784,0.57839664,0.18937533,0.29892639,0.04132767,0.00007219,0.36873273,0.00000000
-5.36968484,0.62262608,0.20815627,0.31998991,0.04359842,0.00007862,0.39770231,0.00000000
-5.36368184,0.66647409,0.22752520,0.34056400,0.04570297,0.00008515,0.42657278,0.00000000
-5.35767884,0.70950038,0.24733155,0.36042492,0.04761490,0.00009173,0.45506895,0.00000000
-5.35167584,0.75128322,0.26741356,0.37936537,0.04931365,0.00009829,0.48292532,0.00000000
-5.34567284,0.79143449,0.28760289,0.39720201,0.05078575,0.00010478,0.50989560,0.00000000
-5.33966983,0.82961449,0.30773001,0.41378263,0.05202586,0.00011115,0.53576210,0.00000000
-5.33366683,0.86554583,0.32763002,0.42899247,0.05303761,0.00011734,0.56034467,0.00000000
-5.32766383,0.89902574,0.34714870,0.44275933,0.05383412,0.00012330,0.58350867,0.00000000
-5.32166083,0.92993616,0.36614850,0.45505726,0.05443819,0.00012901,0.60517159,0.00000000
-5.31565783,0.95825082,0.38451424,0.46590846,0.05488210,0.00013443,0.62530784,0.00000000
-5.30965483,0.98403908,0.40215800,0.47538337,0.05520709,0.00013954,0.64395144,0.00000000
-5.30365183,1.00746576,0.41902311,0.48359862,0.05546242,0.00014435,0.66119626,0.00000000
-5.29764882,1.02878706,0.43508679,0.49071309,0.05570406,0.00014886,0.67719363,0.00000000
-5.29164582,1.04834228,0.45036134,0.49692190,0.05599309,0.00015309,0.69214737,0.00000000
-5.28564282,1.06654157,0.46489364,0.50244880,0.05639372,0.00015707,0.70630618,0.00000000
-5.27963982,1.08384998,0.47876291,0.50753693,0.05697123,0.00016084,0.71995364,0.00000000
-5.27363682,1.10076845,0.49207683,0.51243856,0.05778961,0.00016446,0.73339620,0.00000000
-5.26763382,1.11781240,0.50496605,0.51740415,0.05890921,0.00016797,0.74694961,0.00000000
-5.26163082,1.13548880,0.51757742,0.52267117,0.06038438,0.00017144,0.76092431,0.00000000
-5.25562781,1.15427279,0.53006625,0.52845327,0.06226121,0.00017493,0.77561061,0.00000000
-5.24962481,1.17458497,0.54258798,0.53493027,0.06457545,0.00017850,0.79126412,0.00000000
-5.24362181,1.19677035,0.55528980,0.54223953,0.06735078,0.00018219,0.80809251,0.00000000
-5.23761881,1.22108031,0.56830263,0.55046908,0.07059732,0.00018607,0.82624399,0.00000000
-5.23161581,1.24765826,0.58173398,0.55965290,0.07431067,0.00019017,0.84579840,0.00000000
-5.22561281,1.27653013,0.59566220,0.56976868,0.07847144,0.00019450,0.86676136,0.00000000
-5.21960980,1.30760008,0.61013235,0.58073820,0.08304520,0.00019910,0.88906185,0.00000000
-5.21360680,1.34065196,0.62515408,0.59243028,0.08798313,0.00020397,0.91255354,0.00000000
-5.20760380,1.37535653,0.64070160,0.60466640,0.09322310,0.00020908,0.93701984,0.00000000
-5.20160080,1.41128420,0.65671578,0.61722848,0.09869131,0.00021444,0.96218244,0.00000000
-5.19559780,1.44792273,0.67310817,0.62986878,0.10430441,0.00022001,0.98771306,0.00000000
-5.18959480,1.48469907,0.68976675,0.64232114,0.10997204,0.00022576,1.01324774,0.00000000
-5.18359180,1.52100432,0.70656292,0.65431322,0.11559964,0.00023165,1.03840297,0.00000000
-5.17758879,1.55622038,0.72335929,0.66557911,0.12109148,0.00023765,1.06279277,0.00000000
-5.17158579,1.58974706,0.74001764,0.67587152,0.12635380,0.00024371,1.08604581,0.00000000
-5.16558279,1.62102811,0.75640661,0.68497316,0.13129788,0.00024981,1.10782161,0.00000000
-5.15957979,1.64957486,0.77240838,0.69270659,0.13584292,0.00025591,1.12782493,0.00000000
-5.15357679,1.67498622,0.78792399,0.69894210,0.13991868,0.00026201,1.14581755,0.00000000
-5.14757379,1.69696396,0.80287686,0.70360328,0.14346764,0.00026809,1.16162685,0.00000000
-5.14157079,1.71532264,0.81721434,0.70667000,0.14644675,0.00027415,1.17515064,0.00000000
-5.13556778,1.72999368,0.83090704,0.70817873,0.14882854,0.00028021,1.18635821,0.00000000
-5.12956478,1.74102361,0.84394619,0.70822024,0.15060169,0.00028627,1.19528747,0.00000000
-5.12356178,1.74856664,0.85633925,0.70693490,0.15177101,0.00029237,1.20203863,0.00000000
-5.11755878,1.75287240,0.86810401,0.70450590,0.15235679,0.00029852,1.20676472,0.00000000
-5.11155578,1.75426955,0.87926187,0.70115073,0.15239372,0.00030476,1.20965983,0.00000000
-5.10555278,1.75314637,0.88983078,0.69711157,0.15192932,0.00031111,1.21094568,0.00000000
-5.09954977,1.74992977,0.89981845,0.69264496,0.15102204,0.00031759,1.21085762,0.00000000
-5.09354677,1.74506372,0.90921643,0.68801141,0.14973919,0.00032422,1.20963064,0.00000000
-5.08754377,1.73898852,0.91799562,0.68346528,0.14815470,0.00033101,1.20748658,0.00000000
-5.08154077,1.73212183,0.92610357,0.67924557,0.14634695,0.00033795,1.20462289,0.00000000
-5.07553777,1.72484256,0.93346377,0.67556777,0.14439667,0.00034503,1.20120376,0.00000000
-5.06953477,1.71747796,0.93997724,0.67261714,0.14238502,0.00035222,1.19735387,0.00000000
-5.06353177,1.71029448,0.94552611,0.67054347,0.14039192,0.00035949,1.19315493,0.00000000
-5.05752876,1.70349239,0.94997907,0.66945744,0.13849470,0.00036678,1.18864492,0.00000000
-5.05152576,1.69720393,0.95319825,0.66942844,0.13676693,0.00037405,1.18381989,0.00000000
-5.04552276,1.69149461,0.95504709,0.67048373,0.13527756,0.00038122,1.17863783,0.00000000
-5.03951976,1.68636699,0.95539848,0.67260882,0.13409028,0.00038822,1.17302418,0.00000000
-5.03351676,1.68176645,0.95414271,0.67574881,0.13326299,0.00039499,1.16687836,0.00000000
-5.02751376,1.67758796,0.95119451,0.67981048,0.13284737,0.00040143,1.16008079,0.00000000
-5.02151076,1.67368345,0.94649877,0.68466496,0.13288846,0.00040747,1.15249985,0.00000000
-5.01550775,1.66986906,0.94003443,0.69015085,0.13342417,0.00041302,1.14399839,0.00000000
-5.00950475,1.66593189,0.93181631,0.69607767,0.13448474,0.00041799,1.13443935,0.00000000
-5.00350175,1.66163599,0.92189483,0.70222963,0.13609203,0.00042231,1.12369045,0.00000000
-4.99749875,1.65672755,0.91035355,0.70836967,0.13825866,0.00042589,1.11162770,0.00000000
-4.99149575,1.65093929,0.89730481,0.71424382,0.14098713,0.00042864,1.09813800,0.00000000
-4.98549275,1.64399440,0.88288382,0.71958600,0.14426875,0.00043049,1.08312082,0.00000000
-4.97948974,1.63561015,0.86724162,0.72412320,0.14808271,0.00043135,1.06648929,0.00000000
-4.97348674,1.62550170,0.85053744,0.72758116,0.15239511,0.00043115,1.04817096,0.00000000
-4.96748374,1.61338627,0.83293098,0.72969050,0.15715827,0.00042982,1.02810843,0.00000000
-4.96148074,1.59898806,0.81457518,0.73019326,0.16231033,0.00042729,1.00626024,0.00000000
-4.95547774,1.58204404,0.79560993,0.72884970,0.16777522,0.00042350,0.98260198,0.00000000
-4.94947474,1.56231060,0.77615706,0.72544526,0.17346313,0.00041841,0.95712780,0.00000000
-4.94347174,1.53957107,0.75631702,0.71979724,0.17927153,0.00041199,0.92985238,0.00000000
-4.93746873,1.51364375,0.73616726,0.71176126,0.18508682,0.00040421,0.90081310,0.00000000
-4.93146573,1.48439012,0.71576240,0.70123683,0.19078652,0.00039508,0.87007230,0.00000000
-4.92546273,1.45172291,0.69513612,0.68817201,0.19624206,0.00038461,0.83771943,0.00000000
-4.91945973,1.41561330,0.67430448,0.67256668,0.20132215,0.00037286,0.80387278,0.00000000
-4.91345673,1.37609693,0.65327044,0.65447439,0.20589644,0.00035988,0.76868045,0.00000000
-4.90745373,1.33327826,0.63202922,0.63400240,0.20983953,0.00034576,0.73232046,0.00000000
-4.90145073,1.28733270,0.61057400,0.61130998,0.21303513,0.00033062,0.69499974,0.00000000
-4.89544772,1.23850651,0.58890180,0.58660501,0.21538008,0.00031459,0.65695186,0.00000000
-4.88944472,1.18711419,0.56701881,0.56013880,0.21678824,0.00029781,0.61843355,0.00000000
-4.88344172,1.13353331,0.54494523,0.53219956,0.21719395,0.00028045,0.57972010,0.00000000
-4.87743872,1.07819720,0.52271903,0.50310464,0.21655490,0.00026268,0.54109969,0.00000000
-4.87143572,1.02158558,0.50039866,0.47319192,0.21485437,0.00024469,0.50286708,0.00000000
-4.86543272,0.96421362,0.47806452,0.44281080,0.21210266,0.00022666,0.46531675,0.00000000
-4.85942971,0.90662005,0.45581913,0.41231310,0.20833763,0.00020877,0.42873606,0.00000000
-4.85342671,0.84935471,0.43378621,0.38204432,0.20362443,0.00019121,0.39339861,0.00000000
-4.84742371,0.79296632,0.41210857,0.35233563,0.19805432,0.00017414,0.35955814,0.00000000
-4.84142071,0.73799080,0.39094525,0.32349687,0.19174275,0.00015771,0.32744346,0.00000000
-4.83541771,0.68494082,0.37046789,0.29581081,0.18482667,0.00014208,0.29725435,0.00000000
-4.82941471,0.63429689,0.35085669,0.26952890,0.17746133,0.00012736,0.26915888,0.00000000
-4.82341171,0.58650026,0.33229620,0.24486850,0.16981661,0.00011366,0.24329208,0.00000000
-4.81740870,0.54194790,0.31497103,0.22201162,0.16207303,0.00010108,0.21975590,0.00000000
-4.81140570,0.50098942,0.29906180,0.20110514,0.15441770,0.00008967,0.19862063,0.00000000
-4.80540270,0.46392606,0.28474131,0.18226228,0.14704017,0.00007951,0.17992731,0.00000000
-4.79939970,0.43101126,0.27217119,0.16556515,0.14012845,0.00007062,0.16369116,0.00000000
-4.79339670,0.40245278,0.26149893,0.15106802,0.13386518,0.00006306,0.14990560,0.00000000
-4.78739370,0.37841572,0.25285525,0.13880126,0.12842411,0.00005683,0.13854666,0.00000000
-4.78139070,0.35902614,0.24635195,0.12877529,0.12396686,0.00005196,0.12957745,0.00000000
-4.77538769,0.34437486,0.24207993,0.12098463,0.12063996,0.00004845,0.12295234,0.00000000
-4.76938469,0.33452077,0.24010741,0.11541152,0.11857227,0.00004632,0.11862065,0.00000000
-4.76338169,0.32949353,0.24047824,0.11202890,0.11787260,0.00004558,0.11652958,0.00000000
-4.75737869,0.32929507,0.24321023,0.11080279,0.11862761,0.00004622,0.11662621,0.00000000
-4.75137569,0.33389988,0.24829336,0.11169362,0.12089992,0.00004827,0.11885836,0.00000000
-4.74537269,0.34325375,0.25568798,0.11465670,0.12472648,0.00005171,0.12317446,0.00000000
-4.73936968,0.35727112,0.26532300,0.11964172,0.13011704,0.00005656,0.12952221,0.00000000
-4.73336668,0.37583117,0.27709410,0.12659140,0.13705294,0.00006281,0.13784632,0.00000000
-4.72736368,0.39877283,0.29086213,0.13543932,0.14548609,0.00007044,0.14808536,0.00000000
-4.72136068,0.42588916,0.30645198,0.14610732,0.15533837,0.00007944,0.16016800,0.00000000
-4.71535768,0.45692160,0.32365190,0.15850244,0.16650134,0.00008978,0.17400889,0.00000000
-4.70935468,0.49155458,0.34221369,0.17251385,0.17883659,0.00010138,0.18950451,0.00000000
-4.70335168,0.52941113,0.36185392,0.18801003,0.19217657,0.00011419,0.20652925,0.00000000
-4.69734867,0.57005001,0.38225625,0.20483633,0.20632627,0.00012809,0.22493211,0.00000000
-4.69134567,0.61296496,0.40307516,0.22281343,0.22106560,0.00014297,0.24453429,0.00000000
-4.68534267,0.65758645,0.42394100,0.24173660,0.23615265,0.00015868,0.26512792,0.00000000
-4.67933967,0.70328637,0.44446646,0.26137628,0.25132783,0.00017502,0.28647620,0.00000000
-4.67333667,0.74938565,0.46425435,0.28147980,0.26631881,0.00019180,0.30831498,0.00000000
-4.66733367,0.79516502,0.48290639,0.30177458,0.28084621,0.00020879,0.33035597,0.00000000
-4.66133067,0.83987861,0.50003301,0.32197242,0.29462994,0.00022572,0.35229142,0.00000000
-4.65532766,0.88277007,0.51526350,0.34177520,0.30739604,0.00024234,0.37380029,0.00000000
-4.64932466,0.92309062,0.52825632,0.36088137,0.31888362,0.00025836,0.39455552,0.00000000
-4.64332166,0.96011853,0.53870919,0.37899339,0.32885194,0.00027350,0.41423228,0.00000000
-4.63731866,0.99317894,0.54636826,0.39582545,0.33708717,0.00028749,0.43251676,0.00000000
-4.63131566,1.02166354,0.55103633,0.41111144,0.34340853,0.00030006,0.44911517,0.00000000
-4.62531266,1.04504890,0.55257937,0.42461263,0.34767376,0.00031097,0.46376243,0.00000000
-4.61930965,1.06291291,0.55093134,0.43612478,0.34978350,0.00032001,0.47623030,0.00000000
-4.61330665,1.07494835,0.54609693,0.44548436,0.34968443,0.00032701,0.48633447,0.00000000
-4.60730365,1.08097321,0.53815222,0.45257364,0.34737117,0.00033185,0.49394032,0.00000000
-4.60130065,1.08093714,0.52724317,0.45732431,0.34288661,0.00033443,0.49896707,0.00000000
-4.59529765,1.07492391,0.51358217,0.45971975,0.33632098,0.00033473,0.50139023,0.00000000
-4.58929465,1.06314981,0.49744279,0.45979556,0.32780946,0.00033280,0.50124221,0.00000000
-4.58329165,1.04595814,0.47915306,0.45763870,0.31752863,0.00032871,0.49861111,0.00000000
-4.57728864,1.02381024,0.45908765,0.45338514,0.30569182,0.00032260,0.49363785,0.00000000
-4.57128564,0.99727350,0.43765937,0.44721623,0.29254371,0.00031467,0.48651181,0.00000000
-4.56528264,0.96700701,0.41531046,0.43935405,0.27835436,0.00030517,0.47746525,0.00000000
-4.55927964,0.93374573,0.39250390,0.43005604,0.26341294,0.00029438,0.46676676,0.00000000
-4.55327664,0.89828367,0.36971544,0.41960902,0.24802148,0.00028261,0.45471418,0.00000000
-4.54727364,0.86145707,0.34742622,0.40832303,0.23248885,0.00027022,0.44162713,0.00000000
-4.54127064,0.82412811,0.32611665,0.39652524,0.21712521,0.00025756,0.42783969,0.00000000
-4.53526763,0.78716975,0.30626130,0.38455400,0.20223705,0.00024503,0.41369339,0.00000000
-4.52926463,0.75145210,0.28832500,0.37275338,0.18812301,0.00023299,0.39953062,0.00000000
-4.52326163,0.71783063,0.27276011,0.36146817,0.17507043,0.00022184,0.38568890,0.00000000
-4.51725863,0.68713627,0.26000457,0.35103952,0.16335278,0.00021194,0.37249590,0.00000000
-4.51125563,0.66016743,0.25048072,0.34180116,0.15322765,0.00020365,0.36026534,0.00000000
-4.50525263,0.63768363,0.24459438,0.33407615,0.14493549,0.00019730,0.34929376,0.00000000
-4.49924962,0.62040053,0.24273395,0.32817412,0.13869869,0.00019321,0.33985809,0.00000000
-4.49324662,0.60898593,0.24526908,0.32438890,0.13472097,0.00019167,0.33221399,0.00000000
-4.48724362,0.60405628,0.25254863,0.32299629,0.13318681,0.00019292,0.32659468,0.00000000
-4.48124062,0.60617334,0.26489759,0.32425204,0.13426079,0.00019721,0.32321031,0.00000000
-4.47523762,0.61584046,0.28261276,0.32838975,0.13808663,0.00020471,0.32224764,0.00000000
-4.46923462,0.63349822,0.30595701,0.33561867,0.14478585,0.00021559,0.32386983,0.00000000
-4.46323162,0.65951916,0.33515217,0.34612125,0.15445588,0.00022997,0.32821638,0.00000000
-4.45722861,0.69420147,0.37037058,0.36005049,0.16716768,0.00024794,0.33540295,0.00000000
-4.45122561,0.73776165,0.41172560,0.37752704,0.18296284,0.00026952,0.34552113,0.00000000
-4.44522261,0.79032627,0.45926143,0.39863606,0.20185029,0.00029473,0.35863798,0.00000000
-4.43921961,0.85192314,0.51294261,0.42342400,0.22380268,0.00032352,0.37479547,0.00000000
-4.43321661,0.92247230,0.57264396,0.45189534,0.24875273,0.00035579,0.39400972,0.00000000
-4.42721361,1.00177727,0.63814125,0.48400942,0.27658967,0.00039141,0.41627013,0.00000000
-4.42121061,1.08951727,0.70910364,0.51967774,0.30715610,0.00043017,0.44153851,0.00000000
-4.41520760,1.18524096,0.78508818,0.55876161,0.34024553,0.00047185,0.46974827,0.00000000
-4.40920460,1.28836232,0.86553718,0.60107063,0.37560077,0.00051614,0.50080372,0.00000000
-4.40320160,1.39815933,0.94977880,0.64636203,0.41291358,0.00056269,0.53457974,0.00000000
-4.39719860,1.51377599,1.03703145,0.69434114,0.45182552,0.00061109,0.57092184,0.00000000
-4.39119560,1.63422803,1.12641190,0.74466312,0.49193047,0.00066091,0.60964670,0.00000000
-4.38519260,1.75841263,1.21694755,0.79693599,0.53277857,0.00071164,0.65054346,0.00000000
-4.37918959,1.88512229,1.30759234,0.85072518,0.57388194,0.00076277,0.69337552,0.00000000
-4.37318659,2.01306268,1.39724625,0.90555943,0.61472181,0.00081374,0.73788330,0.00000000
-4.36718359,2.14087430,1.48477773,0.96093808,0.65475720,0.00086396,0.78378753,0.00000000
-4.36118059,2.26715737,1.56904843,1.01633955,0.69343474,0.00091285,0.83079335,0.00000000
-4.35517759,2.39049938,1.64893937,1.07123087,0.73019962,0.00095983,0.87859497,0.00000000
-4.34917459,2.50950442,1.72337769,1.12507796,0.76450712,0.00100433,0.92688073,0.00000000
-4.34317159,2.62282337,1.79136295,1.17735627,0.79583456,0.00104580,0.97533851,0.00000000
-4.33716858,2.72918389,1.85199209,1.22756160,0.82369320,0.00108373,1.02366115,0.00000000
-4.33116558,2.82741924,1.90448205,1.27522045,0.84763977,0.00111766,1.07155170,0.00000000
-4.32516258,2.91649475,1.94818920,1.31989987,0.86728725,0.00114721,1.11872828,0.00000000
-4.31915958,2.99553100,1.98262496,1.36121603,0.88231450,0.00117203,1.16492836,0.00000000
-4.31315658,3.06382292,2.00746705,1.39884158,0.89247446,0.00119188,1.20991220,0.00000000
-4.30715358,3.12085400,2.02256594,1.43251122,0.89760059,0.00120659,1.25346540,0.00000000
