energy_ev,total_up,B_p_up,B_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,0.89814520,0.00097953,0.00000000,0.82988853,0.33177074,0.15760120,0.00000000
-5.99399700,0.88765051,0.00081964,0.00000000,0.82703587,0.33224240,0.15319144,0.00000000
-5.98799400,0.88748758,0.00069436,0.00000000,0.83639431,0.33559663,0.15050652,0.00000000
-5.98199100,0.89622086,0.00060114,0.00000000,0.85669948,0.34135823,0.14925633,0.00000000
-5.97598799,0.91243311,0.00053812,0.00000000,0.88664787,0.34905625,0.14916663,0.00000000
-5.96998499,0.93474189,0.00050419,0.00000000,0.92490512,0.35823065,0.14998292,0.00000000
-5.96398199,0.96181300,0.00049903,0.00000000,0.97011266,0.36843788,0.15147349,0.00000000
-5.95797899,0.99237127,0.00052316,0.00000000,1.02089381,0.37925545,0.15343182,0.00000000
-5.95197599,1.02520939,0.00057803,0.00000000,1.07586000,0.39028562,0.15567826,0.00000000
-5.94597299,1.05919533,0.00066599,0.00000000,1.13361824,0.40115836,0.15806128,0.00000000
-5.93996998,1.09327897,0.00079034,0.00000000,1.19278025,0.41153366,0.16045825,0.00000000
-5.93396698,1.12649835,0.00095532,0.00000000,1.25197408,0.42110346,0.16277598,0.00000000
-5.92796398,1.15798611,0.00116616,0.00000000,1.30985824,0.42959322,0.16495108,0.00000000
-5.92196098,1.18697637,0.00142896,0.00000000,1.36513857,0.43676324,0.16695018,0.00000000
-5.91595798,1.21281202,0.00175073,0.00000000,1.41658743,0.44240989,0.16877026,0.00000000
-5.90995498,1.23495266,0.00213927,0.00000000,1.46306477,0.44636678,0.17043901,0.00000000
-5.90395198,1.25298292,0.00260310,0.00000000,1.50354028,0.44850570,0.17201533,0.00000000
-5.89794897,1.26662073,0.00315130,0.00000000,1.53711553,0.44873761,0.17359008,0.00000000
-5.89194597,1.27572537,0.00379342,0.00000000,1.56304523,0.44701325,0.17528697,0.00000000
-5.88594297,1.28030459,0.00453925,0.00000000,1.58075613,0.44332359,0.17726368,0.00000000
