energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,0.36103760,0.00520902,0.01115057,0.12292261,0.02529308,0.21905160,0.00000000,0.08215822,0.01775852
-5.99399700,0.31952720,0.00461341,0.00986255,0.10876503,0.02238443,0.19387094,0.00000000,0.07272679,0.01571965
-5.98799400,0.28079720,0.00405662,0.00866280,0.09556338,0.01967096,0.17037523,0.00000000,0.06392229,0.01381642
-5.98199100,0.24501841,0.00354144,0.00755598,0.08337320,0.01716456,0.14866858,0.00000000,0.05578519,0.01205755
-5.97598799,0.21228521,0.00306952,0.00654453,0.07222454,0.01487185,0.12880861,0.00000000,0.04833820,0.01044792
-5.96998499,0.18262191,0.00264141,0.00562887,0.06212400,0.01279456,0.11081033,0.00000000,0.04158780,0.00898893
-5.96398199,0.15599093,0.00225670,0.00480760,0.05305740,0.01093013,0.09465108,0.00000000,0.03552616,0.00767888
-5.95797899,0.13230197,0.00191421,0.00407780,0.04499286,0.00927239,0.08027611,0.00000000,0.03013325,0.00651345
-5.95197599,0.11142194,0.00161206,0.00343530,0.03788402,0.00781223,0.06760463,0.00000000,0.02537920,0.00548621
-5.94597299,0.09318497,0.00134789,0.00287503,0.03167339,0.00653834,0.05653582,0.00000000,0.02122654,0.00458909
-5.93996998,0.07740217,0.00111898,0.00239132,0.02629557,0.00543794,0.04695479,0.00000000,0.01763249,0.00381290
-5.93396698,0.06387083,0.00092234,0.00197814,0.02168027,0.00449745,0.03873807,0.00000000,0.01455105,0.00314776
-5.92796398,0.05238277,0.00075490,0.00162945,0.01775504,0.00370315,0.03175872,0.00000000,0.01193495,0.00258355
-5.92196098,0.04273180,0.00061358,0.00133942,0.01444763,0.00304175,0.02589074,0.00000000,0.00973734,0.00211028
-5.91595798,0.03472014,0.00049534,0.00110266,0.01168804,0.00250096,0.02101295,0.00000000,0.00791324,0.00171840
-5.90995498,0.02816387,0.00039733,0.00091446,0.00941015,0.00206997,0.01701217,0.00000000,0.00642084,0.00139912
-5.90395198,0.02289752,0.00031684,0.00077098,0.00755305,0.00173992,0.01378593,0.00000000,0.00522249,0.00114459
-5.89794897,0.01877777,0.00025144,0.00066943,0.00606196,0.00150433,0.01124460,0.00000000,0.00428556,0.00094817
-5.89194597,0.01568663,0.00019893,0.00060828,0.00488900,0.00135956,0.00931318,0.00000000,0.00358318,0.00080456
-5.88594297,0.01353413,0.00015739,0.00058740,0.00399367,0.00130522,0.00793273,0.00000000,0.00309478,0.00070997
-5.87993997,0.01226066,0.00012516,0.00060832,0.00334316,0.00134467,0.00706163,0.00000000,0.00280666,0.00066227
-5.87393697,0.01183927,0.00010087,0.00067437,0.00291257,0.00148546,0.00667676,0.00000000,0.00271242,0.00066110
-5.86793397,0.01227792,0.00008341,0.00079094,0.00268509,0.00173995,0.00677460,0.00000000,0.00281348,0.00070806
-5.86193097,0.01362183,0.00007192,0.00096569,0.00265208,0.00212585,0.00737247,0.00000000,0.00311953,0.00080682
-5.85592796,0.01595602,0.00006580,0.00120881,0.00281321,0.00266688,0.00850974,0.00000000,0.00364900,0.00096327
-5.84992496,0.01940803,0.00006468,0.00153327,0.00317664,0.00339344,0.01024929,0.00000000,0.00442962,0.00118571
-5.84392196,0.02415073,0.00006845,0.00195507,0.00375921,0.00434335,0.01267895,0.00000000,0.00549893,0.00148498
-5.83791896,0.03040521,0.00007721,0.00249345,0.00458668,0.00556245,0.01591304,0.00000000,0.00690474,0.00187467
-5.83191596,0.03844346,0.00009127,0.00317113,0.00569399,0.00710536,0.02009389,0.00000000,0.00870560,0.00237116
-5.82591296,0.04859074,0.00011118,0.00401445,0.00712557,0.00903592,0.02539322,0.00000000,0.01097113,0.00299386
-5.81990995,0.06122734,0.00013773,0.00505341,0.00893558,0.01142767,0.03201322,0.00000000,0.01378212,0.00376515
-5.81390695,0.07678934,0.00017192,0.00632168,0.01118814,0.01436398,0.04018722,0.00000000,0.01723052,0.00471047
-5.80790395,0.09576810,0.00021496,0.00785643,0.01395741,0.01793797,0.05017973,0.00000000,0.02141893,0.00585816
-5.80190095,0.11870809,0.00026831,0.00969799,0.01732758,0.02225208,0.06228563,0.00000000,0.02645989,0.00723934
-5.79589795,0.14620272,0.00033364,0.01188942,0.02139261,0.02741711,0.07682840,0.00000000,0.03247454,0.00888753
-5.78989495,0.17888780,0.00041286,0.01447576,0.02625573,0.03355089,0.09415710,0.00000000,0.03959087,0.01083827
-5.78389195,0.21743244,0.00050807,0.01750319,0.03202870,0.04077633,0.11464202,0.00000000,0.04794138,0.01312849
-5.77788894,0.26252710,0.00062157,0.02101790,0.03883068,0.04921894,0.13866882,0.00000000,0.05766012,0.01579578
-5.77188594,0.31486889,0.00075582,0.02506479,0.04678673,0.05900370,0.16663115,0.00000000,0.06887923,0.01887756
-5.76588294,0.37514403,0.00091344,0.02968606,0.05602601,0.07025143,0.19892170,0.00000000,0.08172491,0.02241003
-5.75987994,0.44400784,0.00109712,0.03491951,0.06667955,0.08307461,0.23592180,0.00000000,0.09631295,0.02642715
-5.75387694,0.52206266,0.00130963,0.04079699,0.07887765,0.09757284,0.27798977,0.00000000,0.11274406,0.03095942
-5.74787394,0.60983426,0.00155372,0.04734261,0.09274699,0.11382796,0.32544819,0.00000000,0.13109889,0.03603281
-5.74187094,0.70774766,0.00183207,0.05457122,0.10840746,0.13189918,0.37857063,0.00000000,0.15143333,0.04166763
-5.73586793,0.81610317,0.00214722,0.06248694,0.12596878,0.15181819,0.43756809,0.00000000,0.17377391,0.04787755
-5.72986493,0.93505389,0.00250153,0.07108201,0.14552696,0.17358481,0.50257588,0.00000000,0.19811391,0.05466882
-5.72386193,1.06458563,0.00289706,0.08033599,0.16716078,0.19716307,0.57364135,0.00000000,0.22441024,0.06203972
-5.71785893,1.20450064,0.00333552,0.09021546,0.19092828,0.22247834,0.65071324,0.00000000,0.25258135,0.06998034
-5.71185593,1.35440609,0.00381822,0.10067419,0.21686350,0.24941549,0.73363309,0.00000000,0.28250648,0.07847275
-5.70585293,1.51370844,0.00434601,0.11165390,0.24497337,0.27781844,0.82212943,0.00000000,0.31402632,0.08749151
-5.69984992,1.68161432,0.00491923,0.12308572,0.27523509,0.30749122,0.91581509,0.00000000,0.34694523,0.09700465
-5.69384692,1.85713856,0.00553771,0.13489212,0.30759385,0.33820073,1.01418811,0.00000000,0.38103516,0.10697504
-5.68784392,2.03911952,0.00620072,0.14698950,0.34196117,0.36968104,1.11663639,0.00000000,0.41604091,0.11736211
-5.68184092,2.22624145,0.00690703,0.15929118,0.37821379,0.40163943,1.22244616,0.00000000,0.45168697,0.12812387
-5.67583792,2.41706337,0.00765492,0.17171076,0.41619319,0.43376384,1.33081422,0.00000000,0.48768539,0.13921917
-5.66983492,2.61005342,0.00844223,0.18416564,0.45570584,0.46573144,1.44086342,0.00000000,0.52374446,0.15060995
-5.66383192,2.80362745,0.00926643,0.19658055,0.49652415,0.49721822,1.55166114,0.00000000,0.55957780,0.16226355
-5.65782891,2.99619012,0.01012469,0.20889086,0.53838809,0.52790890,1.66223998,0.00000000,0.59491346,0.17415470
-5.65182591,3.18617673,0.01101398,0.22104549,0.58100770,0.55750689,1.77161984,0.00000000,0.62950237,0.18626724
-5.64582291,3.37209402,0.01193114,0.23300913,0.62406622,0.58574373,1.87883069,0.00000000,0.66312593,0.19859533
-5.63981991,3.55255785,0.01287298,0.24476385,0.66722404,0.61238753,1.98293504,0.00000000,0.69560213,0.21114406
-5.63381691,3.72632627,0.01383632,0.25630957,0.71012345,0.63724999,2.08304930,0.00000000,0.72678992,0.22392937
-5.62781391,3.89232645,0.01481808,0.26766376,0.75239414,0.66019152,2.17836327,0.00000000,0.75659160,0.23697731
-5.62181091,4.04967442,0.01581528,0.27886000,0.79365936,0.68112430,2.26815706,0.00000000,0.78495309,0.25032255
-5.61580790,4.19768719,0.01682510,0.28994560,0.83354297,0.70001299,2.35181508,0.00000000,0.81186212,0.26400628
-5.60980490,4.33588700,0.01784480,0.30097850,0.87167697,0.71687313,2.42883663,0.00000000,0.83734452,0.27807364
-5.60380190,4.46399826,0.01887174,0.31202337,0.90770976,0.73176733,2.49884322,0.00000000,0.86145886,0.29257076
-5.59779890,4.58193802,0.01990332,0.32314741,0.94131473,0.74479941,2.56158252,0.00000000,0.88428993,0.30754170
-5.59179590,4.68980136,0.02093687,0.33441595,0.97219925,0.75610698,2.61692931,0.00000000,0.90594152,0.32302545
-5.58579290,4.78784311,0.02196964,0.34588828,1.00011369,0.76585294,2.66488381,0.00000000,0.92652914,0.33905329
-5.57978989,4.87645779,0.02299869,0.35761382,1.02486026,0.77421624,2.70556795,0.00000000,0.94617307,0.35564662
-5.57378689,4.95615931,0.02402085,0.36962912,1.04630134,0.78138276,2.73921986,0.00000000,0.96499251,0.37281553
-5.56778389,5.02756198,0.02503268,0.38195568,1.06436707,0.78753663,2.76618731,0.00000000,0.98310108,0.39055828
-5.56178089,5.09136401,0.02603047,0.39459890,1.07906161,0.79285263,2.78692033,0.00000000,1.00060403,0.40886152
-5.55577789,5.14833422,0.02701021,0.40754818,1.09046789,0.79749004,2.80196330,0.00000000,1.01759736,0.42770155
-5.54977489,5.19930205,0.02796774,0.42077804,1.09875027,0.80158819,2.81194654,0.00000000,1.03416873,0.44704624
-5.54377189,5.24515070,0.02889873,0.43425037,1.10415496,0.80526392,2.81757741,0.00000000,1.05040008,0.46685755
-5.53776888,5.28681228,0.02979886,0.44791728,1.10700769,0.80861089,2.81963062,0.00000000,1.06637137,0.48709443
-5.53176588,5.32526372,0.03066389,0.46172463,1.10770851,0.81170061,2.81893726,0.00000000,1.08216519,0.50771566
-5.52576288,5.36152177,0.03148984,0.47561560,1.10672351,0.81458481,2.81637227,0.00000000,1.09787130,0.52868237
-5.51975988,5.39663518,0.03227310,0.48953412,1.10457360,0.81729892,2.81283973,0.00000000,1.11359064,0.54995997
-5.51375688,5.43167242,0.03301052,0.50342779,1.10182021,0.81986596,2.80925560,0.00000000,1.12943804,0.57151895
-5.50775388,5.46770324,0.03369948,0.51724988,1.09904850,0.82230049,2.80652762,0.00000000,1.14554301,0.59333465
-5.50175088,5.50577332,0.03433796,0.53096031,1.09684823,0.82461219,2.80553230,0.00000000,1.16204823,0.61538549
-5.49574787,5.54687139,0.03492449,0.54452534,1.09579313,0.82680841,2.80708929,0.00000000,1.17910526,0.63764988
-5.48974487,5.59188941,0.03545806,0.55791600,1.09641930,0.82889567,2.81193360,0.00000000,1.19686776,0.66010183
-5.48374187,5.64157698,0.03593808,0.57110528,1.09920365,0.83087978,2.82068660,0.00000000,1.21548198,0.68270547
-5.47773887,5.69649219,0.03636413,0.58406433,1.10454314,0.83276451,2.83382706,0.00000000,1.23507540,0.70540879
-5.47173587,5.75695162,0.03673582,0.59675798,1.11273602,0.83454911,2.85166363,0.00000000,1.25574386,0.72813729
-5.46573287,5.82298303,0.03705257,0.60913994,1.12396586,0.83622478,2.87431049,0.00000000,1.27753833,0.75078776
-5.45972986,5.89428457,0.03731343,0.62114816,1.13828929,0.83777055,2.90166799,0.00000000,1.30045212,0.77322308
-5.45372686,5.97019416,0.03751686,0.63270080,1.15562847,0.83914915,2.93340993,0.00000000,1.32440979,0.79526845
-5.44772386,6.04967289,0.03766064,0.64369340,1.17576858,0.84030312,2.96897907,0.00000000,1.34925873,0.81670967
-5.44172086,6.13130529,0.03774177,0.65399748,1.19836107,0.84115206,3.00759208,0.00000000,1.37476439,0.83729377
-5.43571786,6.21331869,0.03775649,0.66346099,1.22293257,0.84159105,3.04825469,0.00000000,1.40060991,0.85673252
-5.42971486,6.29362283,0.03770035,0.67191081,1.24889961,0.84149101,3.08978737,0.00000000,1.42640068,0.87470869
-5.42371186,6.36986934,0.03756841,0.67915737,1.27558836,0.84070086,3.13086091,0.00000000,1.45167401,0.89088507
-5.41770885,6.43952968,0.03735547,0.68500111,1.30225909,0.83905179,3.17004116,0.00000000,1.47591371,0.90491609
-5.41170585,6.49998847,0.03705640,0.68924082,1.32813394,0.83636348,3.20584097,0.00000000,1.49856909,0.91646134
-5.40570285,6.54864827,0.03666650,0.69168318,1.35242715,0.83245185,3.23677726,0.00000000,1.51907754,0.92520050
-5.39969985,6.58304042,0.03618194,0.69215311,1.37437609,0.82713812,3.26143052,0.00000000,1.53688944,0.93084889
-5.39369685,6.60093641,0.03560013,0.69050435,1.39327176,0.82025849,3.27850371,0.00000000,1.55149414,0.93317268
-5.38769385,6.60045343,0.03492010,0.68662952,1.40848714,0.81167387,3.28687747,0.00000000,1.56244542,0.93200304
-5.38169085,6.58014811,0.03414289,0.68046918,1.41950205,0.80127898,3.28565872,0.00000000,1.56938487,0.92724814
-5.37568784,6.53909300,0.03327173,0.67201913,1.42592320,0.78901020,3.27421983,0.00000000,1.57206179,0.91890252
-5.36968484,6.47693096,0.03231226,0.66133555,1.42749838,0.77485161,3.25222608,0.00000000,1.57034827,0.90705289
-5.36368184,6.39390400,0.03127259,0.64853756,1.42412410,0.75883871,3.21964999,0.00000000,1.56424842,0.89188025
-5.35767884,6.29085467,0.03016317,0.63380700,1.41584621,0.74105959,3.17677125,0.00000000,1.55390104,0.87365775
-5.35167584,6.16919949,0.02899670,0.61738530,1.40285367,0.72165337,3.12416260,0.00000000,1.53957556,0.85274466
