energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.65782891,2.75820836,-2.35816743,0.84870361,-0.92085853,0.68607932,-0.29990429,0.00349574,-0.00494660,0.49084311,-0.20648949,0.01631151,-0.02090164,1.13298382,-1.28103718,0.49664076,-0.58455971,0.16889249,-0.19957226
-5.65182591,2.74300176,-2.30270580,0.82769617,-0.88772055,0.70378655,-0.30321117,0.00314456,-0.00453623,0.50400820,-0.20487031,0.01517843,-0.01985240,1.10581364,-1.24647375,0.48575403,-0.57010043,0.16398107,-0.19206557
-5.64582291,2.73302651,-2.24884053,0.80954443,-0.85482912,0.72212452,-0.30692151,0.00281402,-0.00413877,0.51846436,-0.20365388,0.01406985,-0.01879900,1.08056212,-1.21240624,0.47578137,-0.55598801,0.15959268,-0.18478712
-5.63981991,2.72815525,-2.19700919,0.79428181,-0.82253929,0.74096109,-0.31104048,0.00250519,-0.00375667,0.53414590,-0.20293185,0.01299193,-0.01774593,1.05724417,-1.17902378,0.46670296,-0.54229698,0.15572860,-0.17779373
-5.63381691,2.72812911,-2.14757120,0.78186788,-0.79116847,0.76013599,-0.31556739,0.00221875,-0.00339205,0.55095119,-0.20278834,0.01195039,-0.01669761,1.03583252,-1.14647250,0.45848052,-0.52907576,0.15238049,-0.17112989
-5.62781391,2.73257655,-2.10080545,0.77219383,-0.76098984,0.77946642,-0.32049735,0.00195500,-0.00304670,0.56874686,-0.20329952,0.01095044,-0.01565839,1.01626432,-1.11485365,0.45106130,-0.51634615,0.14953234,-0.16482715
-5.62181091,2.74103606,-2.05691188,0.76508999,-0.73222750,0.79875378,-0.32582362,0.00171390,-0.00272200,0.58737304,-0.20453395,0.00999668,-0.01463258,0.99844888,-1.08422377,0.44438262,-0.50410377,0.14716252,-0.15890409
-5.61580790,2.75298139,-2.01601717,0.76033485,-0.70505389,0.81779103,-0.33154032,0.00149510,-0.00241898,0.60664954,-0.20655347,0.00909305,-0.01362448,0.98227611,-1.05459671,0.43837651,-0.49231978,0.14524593,-0.15336686
-5.60980490,2.76784779,-1.97818426,0.75766516,-0.67958938,0.83637041,-0.33764562,0.00129796,-0.00213828,0.62638232,-0.20941461,0.00824278,-0.01263829,0.96762507,-1.02594779,0.43297439,-0.48094359,0.14375611,-0.14821036
-5.60380190,2.78505798,-1.94342555,0.75678684,-0.65590413,0.85429089,-0.34414495,0.00112159,-0.00188015,0.64637017,-0.21317052,0.00744831,-0.01167814,0.95437236,-0.99821988,0.42811134,-0.46990670,0.14266712,-0.14341986
-5.59779890,2.80404610,-1.91171891,0.75738593,-0.63402214,0.87136511,-0.35105431,0.00096492,-0.00164453,0.66641104,-0.21787307,0.00671132,-0.01074800,0.94239958,-0.97133115,0.42372992,-0.45912744,0.14195512,-0.13897314
-5.59179590,2.82427855,-1.88302571,0.75913943,-0.61392705,0.88742530,-0.35840321,0.00082673,-0.00143101,0.68630786,-0.22357513,0.00603267,-0.00985161,0.93159969,-0.94518430,0.41978313,-0.44851644,0.14159949,-0.13484290
-5.58579290,2.84527050,-1.85730992,0.76172543,-0.59556964,0.90232792,-0.36623718,0.00070567,-0.00123892,0.70587349,-0.23033267,0.00541245,-0.00899245,0.92188163,-0.91967670,0.41623646,-0.43798264,0.14158356,-0.13099946
-5.57978989,2.86659726,-1.83455695,0.76483226,-0.57887628,0.91595683,-0.37461946,0.00060035,-0.00106734,0.72493463,-0.23820659,0.00485001,-0.00817363,0.91317304,-0.89471099,0.41306880,-0.42743949,0.14189468,-0.12741350
-5.57378689,2.88790006,-1.81479116,0.76816635,-0.56375811,0.92822479,-0.38363177,0.00050934,-0.00091518,0.74333460,-0.24726396,0.00434401,-0.00739787,0.90542096,-0.87020565,0.41027224,-0.41681114,0.14252390,-0.12405871
-5.56778389,2.90888622,-1.79809079,0.77145863,-0.55012030,0.93907340,-0.39337385,0.00043123,-0.00078118,0.76093494,-0.25757858,0.00389247,-0.00666741,0.89859035,-0.84610490,0.40785061,-0.40603822,0.14346498,-0.12091428
-5.56178089,2.92932387,-1.78459930,0.77446930,-0.53787088,0.94847153,-0.40396182,0.00036464,-0.00066398,0.77761586,-0.26923068,0.00349288,-0.00598400,0.89266063,-0.82238742,0.40581702,-0.39508303,0.14471313,-0.11796702
-5.55577789,2.94903197,-1.77453221,0.77699104,-0.52692871,0.95641242,-0.41552518,0.00030826,-0.00056219,0.79327573,-0.28230562,0.00314228,-0.00534886,0.88762044,-0.79907332,0.40419037,-0.38393378,0.14626326,-0.11521304
-5.54977489,2.96786660,-1.76817878,0.77885064,-0.51723015,0.96290975,-0.42820243,0.00026084,-0.00047435,0.80782971,-0.29689170,0.00283734,-0.00476269,0.88346095,-0.77622912,0.40299117,-0.37260769,0.14810811,-0.11265886
-5.54377189,2.98570470,-1.76589815,0.77990918,-0.50873403,0.96799317,-0.44213563,0.00022124,-0.00039906,0.82120782,-0.31307688,0.00257446,-0.00422564,0.88016838,-0.75397015,0.40223677,-0.36115281,0.15023620,-0.11032200
-5.53776888,3.00242669,-1.76810991,0.78006104,-0.50142476,0.97170332,-0.45746385,0.00018843,-0.00033494,0.83335266,-0.33094473,0.00234986,-0.00373737,0.87771598,-0.73246042,0.40193653,-0.34964836,0.15262990,-0.10823080
-5.53176588,3.01789941,-1.77527926,0.77923191,-0.49531335,0.97408717,-0.47431585,0.00016147,-0.00028069,0.84421711,-0.35056954,0.00215968,-0.00329707,0.87605635,-0.71190971,0.40208703,-0.33820361,0.15526369,-0.10642372
-5.52576288,3.03196082,-1.78789731,0.77737603,-0.49043634,0.97519362,-0.49280237,0.00013952,-0.00023507,0.85376217,-0.37201103,0.00200005,-0.00290349,0.87511455,-0.69256796,0.40266777,-0.32695533,0.15810278,-0.10494796
-5.51975988,3.04440785,-1.80645739,0.77447305,-0.48685273,0.97506997,-0.51300831,0.00012186,-0.00019696,0.86195525,-0.39530863,0.00186714,-0.00255501,0.87478258,-0.67471728,0.40363772,-0.31606380,0.16110221,-0.10385753
-5.51375688,3.05498840,-1.83142827,0.77052476,-0.48463909,0.97375933,-0.53498519,0.00010789,-0.00016533,0.86876900,-0.42047580,0.00175729,-0.00224970,0.87491588,-0.65866162,0.40493280,-0.30570763,0.16420650,-0.10321084
-5.50775388,3.06339848,-1.86322553,0.76555174,-0.48388308,0.97129921,-0.55874422,0.00009709,-0.00013926,0.87418088,-0.44749462,0.00166698,-0.00198536,0.87533198,-0.64471479,0.40646482,-0.29607750,0.16734996,-0.10306795
-5.50175088,3.06928471,-1.90218242,0.75959049,-0.48467582,0.96772131,-0.58425053,0.00008903,-0.00011795,0.87817346,-0.47631081,0.00159295,-0.00175960,0.87581187,-0.63318715,0.40812172,-0.28736915,0.17045774,-0.10348749
-5.49574787,3.07225269,-1.94852143,0.75269084,-0.48710337,0.96305251,-0.61141854,0.00008341,-0.00010069,0.88073537,-0.50682967,0.00153219,-0.00156987,0.87610398,-0.62437152,0.40976941,-0.27977577,0.17344744,-0.10452349
-5.48974487,3.07188048,-2.00232796,0.74491395,-0.49123797,0.95731687,-0.64010910,0.00008000,-0.00008686,0.88186298,-0.53891292,0.00148196,-0.00141353,0.87593088,-0.61852902,0.41125509,-0.27348026,0.17623144,-0.10622222
-5.48374187,3.06773690,-2.06352740,0.73633083,-0.49712930,0.95053852,-0.67012827,0.00007870,-0.00007594,0.88156241,-0.57237675,0.00143986,-0.00128789,0.87499833,-0.61587533,0.41241203,-0.26864749,0.17871975,-0.10861910
-5.47773887,3.05940349,-2.13186647,0.72702144,-0.50479632,0.94274510,-0.70122802,0.00007950,-0.00006750,0.87985187,-0.60699129,0.00140380,-0.00119027,0.87300646,-0.61656804,0.41306543,-0.26541696,0.18082325,-0.11173595
-5.47173587,3.04649884,-2.20690014,0.71707411,-0.51422011,0.93397142,-0.73310889,0.00008251,-0.00006118,0.87676399,-0.64248141,0.00137204,-0.00111796,0.86966253,-0.62069560,0.41303938,-0.26389620,0.18245725,-0.11557862
-5.46573287,3.02870384,-2.28798452,0.70658541,-0.52533806,0.92426306,-0.76542435,0.00008796,-0.00005668,0.87234785,-0.67852900,0.00134316,-0.00106833,0.86469456,-0.62826841,0.41216435,-0.26415499,0.18354517,-0.12013506
-5.45972986,3.00578636,-2.37427649,0.69566003,-0.53803973,0.91367949,-0.79778702,0.00009625,-0.00005377,0.86667050,-0.71477673,0.00131609,-0.00103881,0.85786533,-0.63921251,0.41028493,-0.26622085,0.18402214,-0.12537407
-5.45372686,2.97762364,-2.46474035,0.68441075,-0.55216470,0.90229643,-0.82977628,0.00010791,-0.00005230,0.85981776,-0.75083317,0.00129011,-0.00102689,0.84898586,-0.65336613,0.40726747,-0.27007592,0.18383837,-0.13124471
-5.44772386,2.94422112,-2.55816142,0.67295811,-0.56750249,0.89020725,-0.86094731,0.00012368,-0.00005214,0.85189404,-0.78627916,0.00126483,-0.00103018,0.83792776,-0.67047946,0.40300710,-0.27565525,0.18296213,-0.13767644
-5.44172086,2.90572631,-2.65316666,0.66142988,-0.58379471,0.87752311,-0.89084100,0.00014449,-0.00005325,0.84302108,-0.82067535,0.00124019,-0.00104636,0.82463379,-0.69021765,0.39743396,-0.28284681,0.18138220,-0.14458000
-5.43571786,2.86243682,-2.74825179,0.64995994,-0.60073939,0.86437184,-0.91899466,0.00017150,-0.00005563,0.83333565,-0.85357072,0.00121647,-0.00107326,0.80912600,-0.71216721,0.39051810,-0.29149310,0.17910962,-0.15184914
-5.42971486,2.81480198,-2.84181441,0.63868676,-0.61799748,0.85089546,-0.94495311,0.00020614,-0.00005936,0.82298608,-0.88451185,0.00119425,-0.00110885,0.79151108,-0.73584556,0.38227295,-0.30139449,0.17617872,-0.15936304
-5.42371186,2.76341768,-2.93219229,0.62775136,-0.63520122,0.83724665,-0.96827996,0.00025011,-0.00006457,0.81212789,-0.91305283,0.00117441,-0.00115121,0.77198255,-0.76071353,0.37275713,-0.31231398,0.17264729,-0.16698944
-5.41770885,2.70901483,-3.01770596,0.61729477,-0.65196422,0.82358406,-0.98856858,0.00030541,-0.00007152,0.80091869,-0.93876546,0.00115813,-0.00119863,0.75081961,-0.78619059,0.36207445,-0.32398356,0.16859596,-0.17458837
-5.41170585,2.65244175,-3.09670429,0.60745513,-0.66789298,0.81006699,-1.00545283,0.00037437,-0.00008051,0.78951264,-0.96124963,0.00114683,-0.00124959,0.72838275,-0.81167218,0.35037221,-0.33611173,0.16412674,-0.18201647
-5.40570285,2.59464154,-3.16761206,0.59836468,-0.68259922,0.79684970,-1.01861688,0.00045963,-0.00009200,0.77805473,-0.98014355,0.00114220,-0.00130279,0.70510609,-0.83654871,0.33783770,-0.34839208,0.15936081,-0.18913153
-5.39969985,2.53662552,-3.22897775,0.59014656,-0.69571293,0.78407571,-1.02780430,0.00056417,-0.00010657,0.76667539,-0.99513365,0.00114610,-0.00135716,0.68148689,-0.86022550,0.32469326,-0.36051257,0.15443558,-0.19579736
-5.39369685,2.47944394,-3.27952040,0.58291191,-0.70689539,0.77187243,-1.03282590,0.00069127,-0.00012493,0.75548568,-1.00596383,0.00116059,-0.00141193,0.65807248,-0.88214303,0.31118991,-0.37216530,0.14950122,-0.20188865
-5.38769385,2.42415555,-3.31817369,0.57675719,-0.71585173,0.76034666,-1.03356629,0.00084451,-0.00014800,0.74457352,-1.01244377,0.00118782,-0.00146664,0.63544512,-0.90179671,0.29759993,-0.38305629,0.14471667,-0.20729569
-5.38169085,2.37179713,-3.34412587,0.57176210,-0.72234271,0.74958099,-1.02998891,0.00102768,-0.00017688,0.73400107,-1.01445621,0.00123004,-0.00152114,0.61420541,-0.91875541,0.28420872,-0.39291506,0.14024530,-0.21192868
-5.37568784,2.32335442,-3.35685385,0.56798797,-0.72619500,0.73963169,-1.02213939,0.00124476,-0.00021287,0.72380369,-1.01196270,0.00128950,-0.00157565,0.59495452,-0.93267798,0.27130609,-0.40150354,0.13625042,-0.21572164
-5.36968484,2.27973541,-3.35615013,0.56547696,-0.72730970,0.73052782,-1.01014717,0.00149981,-0.00025753,0.71399043,-1.00500778,0.00136842,-0.00163074,0.57827621,-0.94332710,0.25917748,-0.40862401,0.13289057,-0.21863548
-5.36368184,2.24174675,-3.34214112,0.56425183,-0.72566863,0.72227198,-0.99422517,0.00179683,-0.00031266,0.70454607,-0.99372125,0.00146887,-0.00168736,0.56471873,-0.95057980,0.24809531,-0.41412578,0.13031500,-0.22066031
-5.35767884,2.21007400,-3.31529595,0.56431638,-0.72133807,0.71484235,-0.97466744,0.00213970,-0.00038034,0.69543463,-0.97831842,0.00159276,-0.00174681,0.55477757,-0.95443406,0.23831069,-0.41791027,0.12865918,-0.22181673
-5.35167584,2.18526572,-3.27642478,0.56565633,-0.71446983,0.70819594,-0.95184481,0.00253193,-0.00046290,0.68660414,-0.95909818,0.00174171,-0.00181073,0.54887914,-0.95501118,0.23004592,-0.41993430,0.12804060,-0.22215599
-5.34567284,2.16772173,-3.22666624,0.56824063,-0.70529926,0.70227274,-0.92619852,0.00297658,-0.00056292,0.67799216,-0.93643879,0.00191699,-0.00188107,0.54736610,-0.95255364,0.22348774,-0.42021149,0.12855498,-0.22175913
-5.33966983,2.15768517,-3.16746379,0.57202283,-0.69414048,0.69700051,-0.89823179,0.00347600,-0.00068325,0.66953190,-0.91079137,0.00211946,-0.00196005,0.55048468,-0.94741831,0.21878177,-0.41881155,0.13027288,-0.22073484
