energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-5.82591296,2.26919947,0.05847588,0.12520645,0.27408063,0.50514846,0.59708202,0.54020207,0.02310162,0.65004968
-5.81990995,2.25786350,0.05625081,0.12710408,0.26589214,0.50884700,0.58816766,0.53414631,0.02387400,0.64248867
-5.81390695,2.26472571,0.05505937,0.12936049,0.26244709,0.51739740,0.58528488,0.53020224,0.02503104,0.64244987
-5.80790395,2.28953101,0.05489615,0.13198047,0.26368226,0.53080108,0.58836700,0.52827677,0.02656046,0.64982656
-5.80190095,2.33190077,0.05574530,0.13496702,0.26948513,0.54900613,0.59729707,0.52829034,0.02844723,0.66444529
-5.79589795,2.39131933,0.05758079,0.13831974,0.27969285,0.57190499,0.61190515,0.53017330,0.03067334,0.68606389
-5.78989495,2.46711640,0.06036651,0.14203302,0.29409108,0.59933167,0.63196448,0.53386053,0.03321760,0.71436854
-5.78389195,2.55844708,0.06405636,0.14609405,0.31241291,0.63105903,0.65718673,0.53928496,0.03605559,0.74897067
-5.77788894,2.66427171,0.06859425,0.15048085,0.33433815,0.66679633,0.68721721,0.54637034,0.03915957,0.78940390
-5.77188594,2.78333797,0.07391416,0.15516054,0.35949330,0.70618753,0.72163044,0.55502405,0.04249866,0.83512186
-5.76588294,2.91416767,0.07994017,0.16008803,0.38745260,0.74881079,0.75992706,0.56513053,0.04603900,0.88549749
-5.75987994,3.05505075,0.08658673,0.16520514,0.41774042,0.79417963,0.80153258,0.57654593,0.04974416,0.93982436
-5.75387694,3.20404841,0.09375896,0.17044054,0.44983536,0.84174590,0.84579874,0.58909463,0.05357560,0.99732069
-5.74787394,3.35900717,0.10135327,0.17571034,0.48317628,0.89090518,0.89200799,0.60256793,0.05749337,1.05713640
-5.74187094,3.51758462,0.10925825,0.18091956,0.51717031,0.94100435,0.93938139,0.61672534,0.06145678,1.11836351
-5.73586793,3.67728728,0.11735583,0.18596446,0.55120303,0.99135174,0.98709004,0.63129849,0.06542530,1.18004990
-5.72986493,3.83552001,0.12552282,0.19073548,0.58465051,1.04122945,1.03427013,0.64599761,0.06935941,1.24121624
-5.72386193,3.98964558,0.13363275,0.19512099,0.61689313,1.08990771,1.08004108,0.66052047,0.07322153,1.30087591
-5.71785893,4.13705240,0.14155806,0.19901136,0.64733065,1.13666096,1.12352632,0.67456306,0.07697686,1.35805700
-5.71185593,4.27522776,0.14917249,0.20230344,0.67539815,1.18078486,1.16387602,0.68783180,0.08059420,1.41182599
-5.70585293,4.40183330,0.15635381,0.20490501,0.70058223,1.22161405,1.20029070,0.70005631,0.08404663,1.46131193
-5.69984992,4.51477937,0.16298654,0.20673903,0.72243669,1.25853956,1.23204489,0.71100214,0.08731199,1.50573020
-5.69384692,4.61229442,0.16896475,0.20774750,0.74059712,1.29102555,1.25850950,0.72048262,0.09037328,1.54440489
-5.68784392,4.69298624,0.17419482,0.20789465,0.75479366,1.31862440,1.27917213,0.72836916,0.09321870,1.57678864
-5.68184092,4.75589151,0.17859796,0.20716927,0.76486125,1.34098978,1.29365396,0.73459914,0.09584160,1.60247905
-5.67583792,4.80051114,0.18211239,0.20558607,0.77074684,1.35788684,1.30172265,0.73918113,0.09824012,1.62123079
-5.66983492,4.82682921,0.18469517,0.20318595,0.77251308,1.36919928,1.30330035,0.74219673,0.10041663,1.63296279
-5.66383192,4.83531420,0.18632346,0.20003512,0.77033819,1.37493276,1.29846634,0.74379897,0.10237703,1.63775998
-5.65782891,4.82690194,0.18699516,0.19622315,0.76451183,1.37521455,1.28745426,0.74420727,0.10412986,1.63586951
-5.65182591,4.80296082,0.18672897,0.19186000,0.75542705,1.37028921,1.27064363,0.74369894,0.10568525,1.62769123
-5.64582291,4.76524018,0.18556368,0.18707207,0.74356840,1.36051052,1.24854630,0.74259773,0.10705396,1.61376300
-5.63981991,4.71580410,0.18355683,0.18199767,0.72949673,1.34632973,1.22178811,0.74125984,0.10824628,1.59474109
-5.63381691,4.65695314,0.18078270,0.17678186,0.71383095,1.32828061,1.19108662,0.74005808,0.10927104,1.57137661
-5.62781391,4.59113716,0.17732974,0.17157106,0.69722765,1.30696168,1.15722582,0.73936478,0.11013476,1.54448865
-5.62181091,4.52086299,0.17329747,0.16650761,0.68035910,1.28301640,1.12102893,0.73953444,0.11084096,1.51493542
-5.61580790,4.44860042,0.16879305,0.16172453,0.66389051,1.25711178,1.08333022,0.74088672,0.11138962,1.48358429
-5.60980490,4.37669064,0.16392755,0.15734066,0.64845741,1.22991646,1.04494728,0.74369067,0.11177695,1.45128198
-5.60380190,4.30726058,0.15881225,0.15345646,0.63464394,1.20207878,1.00665461,0.74815082,0.11199537,1.41882617
-5.59779890,4.24214664,0.15355490,0.15015051,0.62296279,1.17420587,0.96915960,0.75439583,0.11203379,1.38693938
-5.59179590,4.18283069,0.14825623,0.14747697,0.61383765,1.14684436,0.93308189,0.76247010,0.11187807,1.35624624
-5.58579290,4.13039076,0.14300692,0.14546399,0.60758870,1.12046366,0.89893666,0.77232875,0.11151177,1.32725497
-5.57978989,4.08546812,0.13788494,0.14411307,0.60442167,1.09544214,0.86712251,0.78383614,0.11091705,1.30034371
-5.57378689,4.04825187,0.13295357,0.14339957,0.60442092,1.07205701,0.83791416,0.79676801,0.11007571,1.27575202
-5.56778389,4.01848134,0.12826008,0.14327404,0.60754669,1.05047808,0.81146016,0.81081708,0.10897031,1.25357799
-5.56178089,3.99546589,0.12383511,0.14366449,0.61363677,1.03076577,0.78778530,0.82560194,0.10758531,1.23378070
-5.55577789,3.97812101,0.11969279,0.14447947,0.62241232,1.01287326,0.76679777,0.84067880,0.10590817,1.21618808
-5.54977489,3.96501914,0.11583150,0.14561173,0.63348781,0.99665275,0.74830021,0.85555569,0.10393037,1.20050942
-5.54377189,3.95445285,0.11223535,0.14694236,0.64638459,0.98186558,0.73200431,0.86970849,0.10164820,1.18635229
-5.53776888,3.94450767,0.10887611,0.14834530,0.66054768,0.96819562,0.71754809,0.88259823,0.09906345,1.17324270
-5.53176588,3.93314167,0.10571563,0.14969190,0.67536511,0.95526545,0.70451506,0.89368898,0.09618385,1.16064799
-5.52576288,3.91826842,0.10270856,0.15085555,0.69018908,0.94265457,0.69245452,0.90246569,0.09302318,1.14800117
-5.51975988,3.89784014,0.09980515,0.15171602,0.70435828,0.92991892,0.68090195,0.90845130,0.08960128,1.13472593
-5.51375688,3.86992771,0.09695416,0.15216346,0.71722035,0.91661076,0.66939885,0.91122254,0.08594369,1.12026114
-5.50775388,3.83279463,0.09410565,0.15210199,0.72815383,0.90229825,0.65751118,0.91042383,0.08208114,1.10408400
-5.50175088,3.78496209,0.09121342,0.15145258,0.73658868,0.88658375,0.64484579,0.90577885,0.07804880,1.08573094
-5.49574787,3.72526291,0.08823726,0.15015532,0.74202465,0.86912031,0.63106426,0.89709941,0.07388548,1.06481550
-5.48974487,3.65288264,0.08514464,0.14817093,0.74404689,0.84962552,0.61589373,0.88429126,0.06963261,1.04104254
-5.48374187,3.56738658,0.08191198,0.14548147,0.74233814,0.82789246,0.59913459,0.86735675,0.06533323,1.01421854
-5.47773887,3.46873219,0.07852544,0.14209035,0.73668727,0.80379725,0.58066477,0.84639441,0.06103098,0.98425750
-5.47173587,3.35726690,0.07498108,0.13802155,0.72699377,0.77730308,0.56044076,0.82159530,0.05676905,0.95118264
-5.46573287,3.23371223,0.07128468,0.13331827,0.71326828,0.74846085,0.53849560,0.79323663,0.05258930,0.91512387
-5.45972986,3.09913520,0.06745106,0.12804091,0.69562915,0.71740639,0.51493401,0.76167271,0.04853140,0.87631144
-5.45372686,2.95490905,0.06350300,0.12226469,0.67429540,0.68435475,0.48992523,0.72732390,0.04463214,0.83506622
-5.44772386,2.80266522,0.05946993,0.11607685,0.64957648,0.64959193,0.46369397,0.69066382,0.04092480,0.79178725
-5.44172086,2.64423919,0.05538642,0.10957374,0.62185930,0.61346462,0.43651007,0.65220547,0.03743878,0.74693712
-5.43571786,2.48161261,0.05129056,0.10285778,0.59159329,0.57636850,0.40867734,0.61248689,0.03419926,0.70102613
-5.42971486,2.31685437,0.04722232,0.09603446,0.55927413,0.53873586,0.38052229,0.57205674,0.03122701,0.65459579
-5.42371186,2.15206308,0.04322198,0.08920961,0.52542691,0.50102298,0.35238304,0.53146053,0.02853838,0.60820247
-5.41770885,1.98931316,0.03932872,0.08248683,0.49058931,0.46369803,0.32459913,0.49122779,0.02614531,0.56240186
-5.41170585,1.83060646,0.03557937,0.07596538,0.45529562,0.42722982,0.29750239,0.45186078,0.02405549,0.51773486
-5.40570285,1.67783091,0.03200744,0.06973835,0.42006208,0.39207797,0.27140918,0.41382490,0.02227252,0.47471521
-5.39969985,1.53272713,0.02864235,0.06389144,0.38537403,0.35868458,0.24661434,0.37754114,0.02079617,0.43381939
-5.39369685,1.39686355,0.02550894,0.05850199,0.35167517,0.32746775,0.22338669,0.34338053,0.01962268,0.39547877
-5.38769385,1.27162015,0.02262726,0.05363854,0.31935930,0.29881681,0.20196620,0.31166079,0.01874507,0.36007423
-5.38169085,1.15818024,0.02001253,0.04936075,0.28876447,0.27308926,0.18256269,0.28264496,0.01815344,0.32793300
-5.37568784,1.05752948,0.01767533,0.04571963,0.26016958,0.25060914,0.16535580,0.25654179,0.01783538,0.29932768
-5.36968484,0.97046102,0.01562192,0.04275795,0.23379332,0.23166651,0.15049601,0.23350778,0.01777625,0.27447691
-5.36368184,0.89758528,0.01385471,0.04051089,0.20979514,0.21651778,0.13810649,0.21365046,0.01795959,0.25354759
-5.35767884,0.83934279,0.01237272,0.03900670,0.18827806,0.20538628,0.12828524,0.19703249,0.01836750,0.23665795
-5.35167584,0.79601853,0.01117216,0.03826735,0.16929276,0.19846285,0.12110745,0.18367645,0.01898095,0.22388125
-5.34567284,0.76775619,0.01024689,0.03830907,0.15284289,0.19590601,0.11662764,0.17356967,0.01978019,0.21524952
-5.33966983,0.75457099,0.00958890,0.03914277,0.13889088,0.19784124,0.11488132,0.16666903,0.02074511,0.21075707
-5.33366683,0.75635988,0.00918868,0.04077418,0.12736414,0.20435936,0.11588606,0.16290528,0.02185557,0.21036338
-5.32766383,0.77290834,0.00903551,0.04320378,0.11816124,0.21551369,0.11964169,0.16218669,0.02309171,0.21399522
-5.32166083,0.80389319,0.00911771,0.04642647,0.11115780,0.23131607,0.12612975,0.16440195,0.02443428,0.22154772
-5.31565783,0.84888155,0.00942264,0.05043100,0.10621186,0.25173175,0.13531204,0.16942208,0.02586481,0.23288453
-5.30965483,0.90732597,0.00993681,0.05519915,0.10316862,0.27667358,0.14712850,0.17710151,0.02736587,0.24783696
-5.30365183,0.97855670,0.01064576,0.06070484,0.10186452,0.30599565,0.16149451,0.18727828,0.02892115,0.26620252
-5.29764882,1.06177193,0.01153399,0.06691307,0.10213047,0.33948699,0.17829794,0.19977359,0.03051548,0.28774287
-5.29164582,1.15602750,0.01258482,0.07377897,0.10379448,0.37686585,0.19739612,0.21439081,0.03213488,0.31218172
-5.28564282,1.26022734,0.01378027,0.08124690,0.10668357,0.41777506,0.21861323,0.23091431,0.03376638,0.33920295
-5.27963982,1.37311661,0.01510096,0.08924983,0.11062523,0.46177929,0.24173828,0.24910828,0.03539792,0.36844948
-5.27363682,1.49327875,0.01652609,0.09770899,0.11544851,0.50836446,0.26652412,0.26871595,0.03701810,0.39952322
-5.26763382,1.61913827,0.01803347,0.10653402,0.12098481,0.55694014,0.29268777,0.28945942,0.03861594,0.43198650
-5.26163082,1.74897030,0.01959967,0.11562359,0.12706873,0.60684502,0.31991228,0.31104036,0.04018066,0.46536529
-5.25562781,1.88091795,0.02120026,0.12486651,0.13353881,0.65735586,0.34785034,0.33314188,0.04170138,0.49915449
-5.24962481,2.01301793,0.02281018,0.13414357,0.14023855,0.70769991,0.37612966,0.35543160,0.04316703,0.53282526
-5.24362181,2.14323439,0.02440417,0.14332980,0.14701761,0.75707062,0.40436018,0.37756612,0.04456615,0.56583452
-5.23761881,2.26950058,0.02595733,0.15229736,0.15373331,0.80464638,0.43214289,0.39919676,0.04588697,0.59763637
-5.23161581,2.38976715,0.02744578,0.16091883,0.16025236,0.84961161,0.45907998,0.41997652,0.04711746,0.62769505
-5.22561281,2.50205558,0.02884726,0.16907088,0.16645287,0.89117963,0.48478612,0.43956808,0.04824564,0.65549926
-5.21960980,2.60451477,0.03014185,0.17663804,0.17222649,0.92861629,0.50890020,0.45765249,0.04925998,0.68057693
-5.21360680,2.69547836,0.03131259,0.18351656,0.17748056,0.96126349,0.53109715,0.47393822,0.05014994,0.70251023
-5.20760380,2.77352027,0.03234611,0.18961811,0.18214021,0.98856160,0.55109918,0.48817021,0.05090664,0.72094972
-5.20160080,2.83750587,0.03323309,0.19487302,0.18615020,1.01006958,0.56868596,0.50013841,0.05152368,0.73562736
-5.19559780,2.88663597,0.03396863,0.19923313,0.18947639,1.02548216,0.58370302,0.50968531,0.05199794,0.74636738
-5.18959480,2.92048159,0.03455248,0.20267378,0.19210660,1.03464290,0.59606799,0.51671224,0.05233051,0.75309469
-5.18359180,2.93900731,0.03498903,0.20519505,0.19405100,1.03755283,0.60577421,0.52118384,0.05252756,0.75584015
-5.17758879,2.94258176,0.03528717,0.20682201,0.19534156,1.03437388,0.61289141,0.52313052,0.05260107,0.75474248
-5.17158579,2.93197446,0.03545995,0.20760402,0.19603090,1.02542718,0.61756331,0.52264865,0.05256959,0.75004659
-5.16558279,2.90833866,0.03552403,0.20761294,0.19619024,1.01118605,0.62000217,0.51989846,0.05245868,0.74209824
-5.15957979,2.87318081,0.03549902,0.20694051,0.19590674,0.99226408,0.62048039,0.51509958,0.05230122,0.73133534
-5.15357679,2.82831748,0.03540662,0.20569477,0.19528011,0.96939870,0.61931956,0.50852438,0.05213740,0.71827600
-5.14757379,2.77582181,0.03526974,0.20399585,0.19441881,0.94343104,0.61687744,0.50048939,0.05201448,0.70350401
-5.14157079,2.71796136,0.03511153,0.20197124,0.19343593,0.91528282,0.61353339,0.49134517,0.05198618,0.68765214
-5.13556778,2.65713027,0.03495441,0.19975080,0.19244499,0.88593126,0.60967306,0.48146497,0.05211177,0.67138406
-5.12956478,2.59577828,0.03481920,0.19746167,0.19155585,0.85638302,0.60567299,0.47123279,0.05245489,0.65537553
-5.12356178,2.53633972,0.03472427,0.19522344,0.19087101,0.82764816,0.60188594,0.46103120,0.05308196,0.64029567
-5.11755878,2.48116524,0.03468490,0.19314373,0.19048249,0.80071498,0.59862771,0.45122969,0.05406046,0.62678884
-5.11155578,2.43245894,0.03471281,0.19131439,0.19046949,0.77652672,0.59616599,0.44217369,0.05545689,0.61545800
-5.10555278,2.39222312,0.03481586,0.18980861,0.19089689,0.75596075,0.59471193,0.43417502,0.05733460,0.60684999
-5.09954977,2.36221258,0.03499800,0.18867887,0.19181486,0.73981082,0.59441475,0.42750398,0.05975158,0.60144310
-5.09354677,2.34389976,0.03525946,0.18795602,0.19325939,0.72877279,0.59535962,0.42238334,0.06275810,0.59963747
-5.08754377,2.33845148,0.03559717,0.18764940,0.19525397,0.72343413,0.59756895,0.41898446,0.06639457,0.60174834
-5.08154077,2.34671755,0.03600529,0.18774793,0.19781203,0.72426708,0.60100681,0.41742554,0.07068948,0.60800229
-5.07553777,2.36923094,0.03647602,0.18822222,0.20094029,0.73162560,0.60558636,0.41777204,0.07565757,0.61853642
-5.06953477,2.40621862,0.03700042,0.18902747,0.20464255,0.74574580,0.61117969,0.42003903,0.08129840,0.63340033
-5.06353177,2.45762203,0.03756939,0.19010695,0.20892385,0.76674952,0.61762958,0.42419531,0.08759528,0.65256065
-5.05752876,2.52312551,0.03817458,0.19139597,0.21379466,0.79465070,0.62476244,0.43016896,0.09451471,0.67590775
-5.05152576,2.60219098,0.03880926,0.19282607,0.21927482,0.82936412,0.63240170,0.43785402,0.10200637,0.70326429
-5.04552276,2.69409703,0.03946914,0.19432914,0.22539696,0.87071592,0.64038104,0.44711789,0.11000366,0.73439528
-5.03951976,2.79798032,0.04015292,0.19584138,0.23220916,0.91845547,0.64855658,0.45780899,0.11842484,0.76901907
-5.03351676,2.91287763,0.04086274,0.19730685,0.23977670,0.97226818,0.65681754,0.46976445,0.12717469,0.80681892
-5.02751376,3.03776667,0.04160429,0.19868044,0.24818259,1.03178852,0.66509483,0.48281741,0.13614678,0.84745476
-5.02151076,3.17160409,0.04238676,0.19993016,0.25752706,1.09661309,0.67336714,0.49680349,0.14522612,0.89057467
-5.01550775,3.31335943,0.04322242,0.20103869,0.26792570,1.16631311,0.68166437,0.51156642,0.15429218,0.93582579
-5.00950475,3.46204396,0.04412601,0.20200415,0.27950661,1.24044610,0.69006828,0.52696247,0.16322212,0.98286424
-5.00350175,3.61673365,0.04511389,0.20284006,0.29240643,1.31856639,0.69871048,0.54286357,0.17189418,1.03136389
-4.99749875,3.77658589,0.04620300,0.20357467,0.30676561,1.40023421,0.70776787,0.55915919,0.18019100,1.08102367
-4.99149575,3.94084977,0.04740966,0.20424954,0.32272306,1.48502320,0.71745613,0.57575682,0.18800266,1.13157324
-4.98549275,4.10887011,0.04874834,0.20491777,0.34041054,1.57252626,0.72802131,0.59258129,0.19522955,1.18277700
-4.97948974,4.28008567,0.05023042,0.20564167,0.35994685,1.66235961,0.73973036,0.60957303,0.20178463,1.23443629
-4.97348674,4.45402212,0.05186299,0.20649031,0.38143239,1.75416519,0.75286084,0.62668535,0.20759524,1.28638978
-4.96748374,4.63028052,0.05364780,0.20753691,0.40494402,1.84761139,0.76769054,0.64388113,0.21260426,1.33851223
-4.96148074,4.80852245,0.05558048,0.20885624,0.43053067,1.94239235,0.78448720,0.66112905,0.21677061,1.39071158
-4.95547774,4.98845246,0.05764990,0.21052208,0.45820966,2.03822602,0.80349897,0.67839963,0.22006910,1.44292466
-4.94947474,5.16979920,0.05983796,0.21260497,0.48796403,2.13485112,0.82494579,0.69566132,0.22248974,1.49511163
-4.94347174,5.35229611,0.06211959,0.21517008,0.51974072,2.23202349,0.84901192,0.71287695,0.22403647,1.54724955
-4.93746873,5.53566267,0.06446321,0.21827550,0.55344977,2.32951189,0.87583980,0.73000060,0.22472550,1.59932520
-4.93146573,5.71958714,0.06683140,0.22197068,0.58896442,2.42709380,0.90552527,0.74697516,0.22458336,1.65132761
-4.92546273,5.90371168,0.06918192,0.22629528,0.62612210,2.52455132,0.93811408,0.76373072,0.22364485,1.70324049
-4.91945973,6.08762044,0.07146907,0.23127819,0.66472618,2.62166760,0.97359978,0.78018377,0.22195086,1.75503507
-4.91345673,6.27083132,0.07364509,0.23693687,0.70454838,2.71822411,1.01192264,0.79623731,0.21954647,1.80666352
-4.90745373,6.45279174,0.07566183,0.24327690,0.74533189,2.81399881,1.05296980,0.81178189,0.21647915,1.85805342
-4.90145073,6.63287886,0.07747244,0.25029168,0.78679504,2.90876567,1.09657619,0.82669742,0.21279734,1.90910346
-4.89544772,6.81040441,0.07903301,0.25796237,0.82863543,3.00229563,1.14252649,0.84085574,0.20854941,1.95968072
-4.88944472,6.98462413,0.08030414,0.26625799,0.87053473,3.09435903,1.19055780,0.85412378,0.20378294,2.00961979
-4.88344172,7.15475185,0.08125238,0.27513572,0.91216383,3.18472982,1.24036314,0.86636727,0.19854446,2.05872373
-4.87743872,7.31997796,0.08185138,0.28454137,0.95318861,3.27319131,1.29159569,0.87745459,0.19287950,2.10676721
-4.87143572,7.47949185,0.08208280,0.29441013,0.99327614,3.35954363,1.34387390,0.88726096,0.18683288,2.15350163
-4.86543272,7.63250773,0.08193691,0.30466747,1.03210130,3.44361266,1.39678726,0.89567240,0.18044923,2.19866225
-4.85942971,7.77829327,0.08141284,0.31523034,1.06935366,3.52526010,1.44990298,0.90258966,0.17377357,2.24197707
-4.85342671,7.91619981,0.08051852,0.32600861,1.10474466,3.60439463,1.50277330,0.90793170,0.16685193,2.28317725
-4.84742371,8.04569320,0.07927027,0.33690675,1.13801452,3.68098342,1.55494341,0.91163873,0.15973183,2.32200864
-4.84142071,8.16638390,0.07769212,0.34782565,1.16893896,3.75506360,1.60595990,0.91367462,0.15246262,2.35824376
-4.83541771,8.27805462,0.07581487,0.35866468,1.19733511,3.82675304,1.65537927,0.91402861,0.14509557,2.39169393
-4.82941471,8.38068421,0.07367491,0.36932375,1.22306647,3.89625972,1.70277649,0.91271624,0.13768378,2.42222064
-4.82341171,8.47446575,0.07131296,0.37970542,1.24604636,3.96388881,1.74775303,0.90977939,0.13028170,2.44974555
-4.81740870,8.55981760,0.06877262,0.38971680,1.26623962,4.03004682,1.78994414,0.90528546,0.12294449,2.47425848
-4.81140570,8.63738563,0.06609899,0.39927140,1.28366226,4.09524194,1.82902487,0.89932570,0.11572710,2.49582272
-4.80540270,8.70803561,0.06333722,0.40829050,1.29837884,4.16007989,1.86471466,0.89201265,0.10868325,2.51457709
-4.79939970,8.77283486,0.06053121,0.41670423,1.31049752,4.22525479,1.89678006,0.88347678,0.10186417,2.53073431
-4.79339670,8.83302290,0.05772239,0.42445216,1.32016284,4.29153452,1.92503552,0.87386248,0.09531748,2.54457549
-4.78739370,8.88997116,0.05494869,0.43148341,1.32754648,4.35974067,1.94934206,0.86332348,0.08908588,2.55644068
-4.78139070,8.94513270,0.05224367,0.43775621,1.33283634,4.43072290,1.96960401,0.85201786,0.08320619,2.56671557
-4.77538769,8.99998341,0.04963591,0.44323703,1.33622456,4.50532848,1.98576392,0.84010291,0.07770830,2.57581490
-4.76938469,9.05595665,0.04714859,0.44789932,1.33789502,4.58436750,1.99779605,0.82772994,0.07261457,2.58416302
-4.76338169,9.11437406,0.04479933,0.45172193,1.33801109,4.66857493,2.00569884,0.81503939,0.06793928,2.59217261
-4.75737869,9.17637549,0.04260019,0.45468735,1.33670447,4.75857098,2.00948700,0.80215639,0.06368847,2.60022242
-4.75137569,9.24285151,0.04055802,0.45677994,1.33406571,4.85482114,2.00918363,0.78918703,0.05986004,2.60863522
-4.74537269,9.31438184,0.03867480,0.45798428,1.33013724,4.95759787,2.00481324,0.77621545,0.05644412,2.61765709
-4.73936968,9.39118317,0.03694835,0.45828381,1.32490927,5.06694576,1.99639597,0.76330209,0.05342369,2.62743928
-4.73336668,9.47306952,0.03537303,0.45765984,1.31831916,5.18265199,1.98394374,0.75048297,0.05077542,2.63802356
-4.72736368,9.55942773,0.03394064,0.45609116,1.31025418,5.30422399,1.96745852,0.73777022,0.04847079,2.64933223
-4.72136068,9.64921021,0.03264133,0.45355415,1.30055792,5.43087583,1.94693300,0.72515389,0.04647721,2.66116336
-4.71535768,9.74094623,0.03146456,0.45002357,1.28903970,5.56152476,1.92235378,0.71260472,0.04475941,2.67319179
-4.70935468,9.83277218,0.03040008,0.44547395,1.27548694,5.69479872,1.89370681,0.70007810,0.04328076,2.68497613
-4.70335168,9.92248025,0.02943887,0.43988152,1.25967950,5.82905547,1.86098491,0.68751870,0.04200468,2.69597165
-4.69734867,10.00758426,0.02857401,0.43322657,1.24140535,5.96241323,1.82419677,0.67486577,0.04089595,2.70554866
-4.69134567,10.08540034,0.02780142,0.42549618,1.22047674,6.09279245,1.78337695,0.66205869,0.03992196,2.71301560
-4.68534267,10.15313943,0.02712060,0.41668703,1.19674585,6.21796746,1.73859624,0.64904264,0.03905386,2.71764612
-4.67933967,10.20800794,0.02653509,0.40680820,1.17011915,6.33562668,1.68997156,0.63577395,0.03826753,2.71870869
-4.67333667,10.24731262,0.02605291,0.39588376,1.14056969,6.44343916,1.63767473,0.62222505,0.03754435,2.71549773
-4.66733367,10.26856507,0.02568678,0.38395496,1.10814649,6.53912524,1.58193964,0.60838855,0.03687178,2.70736467
-4.66133067,10.26958180,0.02545421,0.37108185,1.07298083,6.62052852,1.52306706,0.59428050,0.03624375,2.69374768
-4.65532766,10.24857539,0.02537741,0.35734425,1.03528882,6.68568649,1.46142685,0.57994253,0.03566075,2.67419861
-4.64932466,10.20423300,0.02548308,0.34284199,0.99537034,6.73289679,1.39745722,0.56544278,0.03512976,2.64840605
-4.64332166,10.13577895,0.02580201,0.32769424,0.95360447,6.76077662,1.33166110,0.55087575,0.03466389,2.61621344
