energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.87993997,1.72910939,0.50970798,0.16968189,0.00151527,0.22423067,0.01520865,0.81280619,0.28876630,0.13764928
-5.87393697,1.75349252,0.50861453,0.16670182,0.00160659,0.24329105,0.01514494,0.80835598,0.31016516,0.14289406
-5.86793397,1.79454696,0.50892619,0.16388425,0.00171569,0.26914211,0.01530072,0.80663665,0.33962483,0.15183434
-5.86193097,1.85228015,0.51075378,0.16125968,0.00184352,0.30167702,0.01567240,0.80779394,0.37705302,0.16433552
-5.85592796,1.92676874,0.51423238,0.15887386,0.00199101,0.34077371,0.01626023,0.81202926,0.42234157,0.18027058
-5.84992496,2.01808979,0.51950781,0.15678425,0.00215899,0.38627598,0.01706762,0.81957798,0.47534443,0.19951024
-5.84392196,2.12624646,0.52672173,0.15505600,0.00234805,0.43797402,0.01810046,0.83068521,0.53585466,0.22191239
-5.83791896,2.25109239,0.53599617,0.15375739,0.00255850,0.49558535,0.01936624,0.84558024,0.60358194,0.24731143
-5.83191596,2.39225872,0.54741817,0.15295532,0.00279024,0.55873730,0.02087328,0.86445103,0.67813167,0.27550818
-5.82591296,2.54908814,0.56102573,0.15271076,0.00304270,0.62695225,0.02262981,0.88742016,0.75898713,0.30626089
-5.81990995,2.72057983,0.57679560,0.15307457,0.00331475,0.69963652,0.02464318,0.91452332,0.84549588,0.33927809
-5.81390695,2.90534903,0.59463383,0.15408391,0.00360465,0.77607399,0.02691904,0.94569183,0.93686162,0.37421354
-5.80790395,3.10160419,0.61436967,0.15575927,0.00391003,0.85542523,0.02946059,0.98073990,1.03214243,0.41066400
-5.80190095,3.30714398,0.63575323,0.15810244,0.00422790,0.93673270,0.03226788,1.01935755,1.13025604,0.44816992
-5.79589795,3.51937544,0.65845718,0.16109533,0.00455463,1.01893225,0.03533723,1.06110952,1.22999270,0.48621940
-5.78989495,3.73535353,0.68208258,0.16469984,0.00488604,1.10087108,0.03866071,1.10544044,1.33003554,0.52425531
-5.78389195,3.95184121,0.70616851,0.16885869,0.00521747,1.18133167,0.04222574,1.15168595,1.42898811,0.56168560
-5.77788894,4.16538810,0.73020531,0.17349712,0.00554387,1.25906111,0.04601481,1.19908940,1.52540840,0.59789640
-5.77188594,4.37242469,0.75365064,0.17852542,0.00585995,1.33280483,0.05000528,1.24682326,1.61784815,0.63226746
-5.76588294,4.56936819,0.77594776,0.18384216,0.00616029,1.40134339,0.05416938,1.29401425,1.70489596,0.66418942
-5.75987994,4.75273527,0.79654510,0.18933784,0.00643956,1.46353081,0.05847422,1.33977107,1.78522242,0.69308208
-5.75387694,4.91925674,0.81491608,0.19489892,0.00669260,1.51833279,0.06288204,1.38321323,1.85762522,0.71841290
-5.74787394,5.06598859,0.83057847,0.20041189,0.00691466,1.56486305,0.06735051,1.42349980,1.92107222,0.73971500
-5.74187094,5.19041426,0.84311210,0.20576733,0.00710148,1.60241591,0.07183324,1.45985675,1.97474019,0.75660350
-5.73586793,5.29053319,0.85217422,0.21086368,0.00724950,1.63049360,0.07628034,1.49160146,2.01804742,0.76878982
-5.72986493,5.36493140,0.85751175,0.21561053,0.00735591,1.64882687,0.08063918,1.51816367,2.05067834,0.77609281
-5.72386193,5.41283077,0.85897002,0.21993149,0.00741879,1.65738760,0.08485526,1.53910178,2.07259881,0.77844648
-5.71785893,5.43411467,0.85649743,0.22376626,0.00743712,1.65639286,0.08887317,1.55411405,2.08406102,0.77590372
-5.71185593,5.42932900,0.85014608,0.22707217,0.00741085,1.64630005,0.09263770,1.56304444,2.08559765,0.76863594
-5.70585293,5.39965868,0.84006848,0.22982483,0.00734087,1.62779306,0.09609503,1.56588299,2.07800532,0.75692856
-5.69984992,5.34688110,0.82651041,0.23201820,0.00722897,1.60176030,0.09919395,1.56276112,2.06231785,0.74117260
-5.69384692,5.27329893,0.80980070,0.23366390,0.00707776,1.56926532,0.10188717,1.55394217,2.03977066,0.72185281
-5.68784392,5.18165594,0.79033823,0.23479003,0.00689060,1.53151150,0.10413258,1.53980807,2.01175765,0.69953294
-5.68184092,5.07503989,0.76857704,0.23543940,0.00667147,1.48980243,0.10589450,1.52084284,1.97978271,0.67483869
-5.67583792,4.95677730,0.74501033,0.23566747,0.00642482,1.44549970,0.10714481,1.49761380,1.94540789,0.64843946
-5.66983492,4.83032499,0.72015393,0.23553997,0.00615546,1.39998014,0.10786395,1.47075165,1.91020076,0.62102940
-5.66383192,4.69916323,0.69453026,0.23513045,0.00586838,1.35459426,0.10804178,1.44093007,1.87568311,0.59330884
-5.65782891,4.56669505,0.66865318,0.23451773,0.00556866,1.31062767,0.10767816,1.40884595,1.84328340,0.56596667
-5.65182591,4.43615574,0.64301453,0.23378352,0.00526129,1.26926718,0.10678332,1.37520088,1.81429488,0.53966455
-5.64582291,4.31053563,0.61807268,0.23301017,0.00495109,1.23157251,0.10537790,1.34068447,1.78984095,0.51502322
-5.63981991,4.19251864,0.59424342,0.23227870,0.00464260,1.19845489,0.10349276,1.30596017,1.77084921,0.49261148
-5.63381691,4.08443798,0.57189346,0.23166708,0.00433998,1.17066269,0.10116841,1.27165360,1.75803470,0.47293795
-5.62781391,3.98824923,0.55133632,0.23124896,0.00404699,1.14877444,0.09845424,1.23834377,1.75189275,0.45644559
-5.62181091,3.90552064,0.53283083,0.23109258,0.00376692,1.13319884,0.09540739,1.20655703,1.75270105,0.44350892
-5.61580790,3.83743880,0.51658172,0.23126012,0.00350258,1.12418111,0.09209152,1.17676363,1.76053031,0.43443355
-5.60980490,3.78482802,0.50274218,0.23180726,0.00325633,1.12181485,0.08857525,1.14937659,1.77526224,0.42945772
-5.60380190,3.74818037,0.49141789,0.23278302,0.00303002,1.12605808,0.08493059,1.12475252,1.79661335,0.42875526
-5.59779890,3.72769363,0.48267222,0.23422975,0.00282511,1.13675223,0.08123126,1.10319400,1.82416291,0.43243954
-5.59179590,3.72331367,0.47653200,0.23618321,0.00264264,1.15364276,0.07755101,1.08495295,1.85738317,0.44056782
-5.58579290,3.73477832,0.47299360,0.23867273,0.00248327,1.17639984,0.07396195,1.07023461,1.89566989,0.45314552
-5.57978989,3.76165955,0.47202881,0.24172125,0.00234737,1.20463809,0.07053306,1.05920165,1.93837148,0.47013008
-5.57378689,3.80340146,0.47359023,0.24534540,0.00223500,1.23793409,0.06732877,1.05197803,1.98481524,0.49143399
-5.56778389,3.85935212,0.47761589,0.24955537,0.00214598,1.27584092,0.06440777,1.04865218,2.03432937,0.51692681
-5.56178089,3.92878761,0.48403288,0.25435468,0.00207994,1.31789922,0.06182204,1.04927943,2.08625997,0.54643625
-5.55577789,4.01092781,0.49275988,0.25973980,0.00203629,1.36364442,0.05961602,1.05388333,2.13998254,0.57974817
-5.54977489,4.10494376,0.50370855,0.26569974,0.00201430,1.41261026,0.05782614,1.06245603,2.19490805,0.61660592
-5.54377189,4.20995732,0.51678385,0.27221545,0.00201307,1.46432900,0.05648045,1.07495755,2.25048407,0.65670911
-5.53776888,4.32503445,0.53188329,0.27925937,0.00203157,1.51832882,0.05559850,1.09131427,2.30619159,0.69971237
-5.53176588,4.44917390,0.54889544,0.28679495,0.00206862,1.57412944,0.05519145,1.11141676,2.36153894,0.74522446
-5.52576288,4.58129345,0.56769778,0.29477642,0.00212293,1.63123666,0.05526227,1.13511730,2.41605398,0.79280823
-5.51975988,4.72021610,0.58815419,0.30314874,0.00219307,1.68913714,0.05580610,1.16222740,2.46927611,0.84198176
-5.51375688,4.86465865,0.61011238,0.31184793,0.00227748,1.74729423,0.05681078,1.19251568,2.52074951,0.89222135
-5.50775388,5.01322474,0.63340142,0.32080176,0.00237452,1.80514588,0.05825731,1.22570651,2.57001906,0.94296627
-5.50175088,5.16440454,0.65782980,0.32993079,0.00248243,1.86210549,0.06012056,1.26147964,2.61662984,0.99362591
-5.49574787,5.31658231,0.68318402,0.33914995,0.00259938,1.91756611,0.06236985,1.29947117,2.66013130,1.04358902
-5.48974487,5.46805299,0.70922810,0.34837032,0.00272351,1.97090853,0.06496967,1.33927599,2.70008616,1.09223529
-5.48374187,5.61704796,0.73570412,0.35750147,0.00285293,2.02151309,0.06788036,1.38045190,2.73608434,1.13894873
-5.47773887,5.76176972,0.76233369,0.36645380,0.00298578,2.06877514,0.07105879,1.42252522,2.76776123,1.18313288
-5.47173587,5.90043441,0.78882069,0.37514120,0.00312027,2.11212351,0.07445910,1.46499808,2.79481966,1.22422696
-5.46573287,6.03132067,0.81485501,0.38348360,0.00325472,2.15104132,0.07803337,1.50735694,2.81705418,1.26172268
-5.45972986,6.15282280,0.84011735,0.39140946,0.00338757,2.18508807,0.08173236,1.54908232,2.83437634,1.29518094
-5.45372686,6.26350563,0.86428480,0.39885792,0.00351748,2.21392192,0.08550624,1.58965924,2.84683926,1.32424759
-5.44772386,6.36215862,0.88703726,0.40578062,0.00364332,2.23732103,0.08930528,1.62858812,2.85465975,1.34866776
-5.44172086,6.44784637,0.90806418,0.41214303,0.00376419,2.25520251,0.09308066,1.66539565,2.85823645,1.36829787
-5.43571786,6.51995284,0.92707164,0.41792520,0.00387948,2.26763815,0.09678515,1.69964534,2.85816224,1.38311468
-5.42971486,6.57821689,0.94378935,0.42312192,0.00398882,2.27486548,0.10037394,1.73094733,2.85522987,1.39322104
-5.42371186,6.62275707,0.95797733,0.42774229,0.00409210,2.27729355,0.10380536,1.75896707,2.85042967,1.39884757
-5.41770885,6.65408394,0.96943203,0.43180875,0.00418947,2.27550262,0.10704163,1.78343267,2.84493877,1.40035028
-5.41170585,6.67309892,0.97799167,0.43535565,0.00428129,2.27023735,0.11004958,1.80414067,2.84010170,1.39820382
-5.40570285,6.68107909,0.98354054,0.43842736,0.00436808,2.26239334,0.11280133,1.82096011,2.83740247,1.39299042
-5.39969985,6.67964808,0.98601210,0.44107624,0.00445053,2.25299714,0.11527492,1.83383472,2.83842881,1.38538478
-5.39369685,6.67073372,0.98539080,0.44336043,0.00452941,2.24318013,0.11745479,1.84278339,2.84482939,1.37613519
-5.38769385,6.65651371,0.98171250,0.44534169,0.00460552,2.23414702,0.11933225,1.84789888,2.85826554,1.36604143
-5.38169085,6.63935108,0.97506354,0.44708336,0.00467972,2.22713980,0.12090575,1.84934492,2.88035873,1.35593020
-5.37568784,6.62172158,0.96557847,0.44864857,0.00475277,2.22339837,0.12218105,1.84735175,2.91263579,1.34662869
-5.36968484,6.60613559,0.95343651,0.45009884,0.00482544,2.22411915,0.12317120,1.84221047,2.95647355,1.33893745
-5.36368184,6.59505711,0.93885700,0.45149296,0.00489837,2.23041312,0.12389634,1.83426623,3.01304494,1.33360318
-5.35767884,6.59082299,0.92209384,0.45288627,0.00497215,2.24326485,0.12438334,1.82391045,3.08326849,1.33129279
-5.35167584,6.59556498,0.90342935,0.45433035,0.00504724,2.26349412,0.12466524,1.81157235,3.16776301,1.33256945
-5.34567284,6.61113760,0.88316759,0.45587289,0.00512405,2.29172157,0.12478047,1.79770989,3.26680943,1.33787174
-5.33966983,6.63905444,0.86162746,0.45755781,0.00520294,2.32834001,0.12477199,1.78280023,3.38032110,1.34749671
-5.33366683,6.68043523,0.83913576,0.45942551,0.00528420,2.37349250,0.12468613,1.76733000,3.50782433,1.36158770
-5.32766383,6.73596571,0.81602049,0.46151299,0.00536814,2.42705851,0.12457145,1.75178536,3.64844997,1.38012744
-5.32166083,6.80587198,0.79260453,0.46385406,0.00545507,2.48864884,0.12447736,1.73664205,3.80093713,1.40293690
-5.31565783,6.88991043,0.76919980,0.46647915,0.00554535,2.55761003,0.12445273,1.72235571,3.96364943,1.42968018
-5.30965483,6.98737390,0.74610216,0.46941508,0.00563941,2.63303829,0.12454452,1.70935242,4.13460392,1.45987528
-5.30365183,7.09711416,0.72358703,0.47268445,0.00573775,2.71380292,0.12479632,1.69801992,4.31151243,1.49291057
-5.29764882,7.21758018,0.70190593,0.47630485,0.00584094,2.79857861,0.12524704,1.68869952,4.49183458,1.52806646
-5.29164582,7.34687105,0.68128377,0.48028792,0.00594965,2.88588575,0.12592968,1.68167910,4.67284126,1.56454144
-5.28564282,7.48280195,0.66191715,0.48463826,0.00606459,2.97413729,0.12687022,1.67718739,4.85168697,1.60148153
-5.27963982,7.62298081,0.64397345,0.48935238,0.00618651,3.06169067,0.12808676,1.67538973,5.02548901,1.63801203
-5.27363682,7.76489294,0.62759073,0.49441780,0.00631617,3.14690283,0.12958886,1.67638562,5.19141083,1.67327017
-5.26763382,7.90599051,0.61287846,0.49981232,0.00645430,3.22818607,0.13137712,1.68020813,5.34674711,1.70643733
-5.26163082,8.04378316,0.59991878,0.50550369,0.00660152,3.30406265,0.13344303,1.68682520,5.48900719,1.73676946
-5.25562781,8.17592626,0.58876841,0.51144967,0.00675835,3.37321577,0.13576907,1.69614294,5.61599397,1.76362420
-5.24962481,8.30030293,0.57946089,0.51759849,0.00692513,3.43453473,0.13832912,1.70801063,5.72587505,1.78648370
-5.24362181,8.41509614,0.57200908,0.52388980,0.00710200,3.48715226,0.14108904,1.72222735,5.81724311,1.80497185
-5.23761881,8.51884774,0.56640773,0.53025596,0.00728881,3.53047247,0.14400750,1.73854967,5.88916297,1.81886530
-5.23161581,8.61050139,0.56263603,0.53662369,0.00748516,3.56418787,0.14703700,1.75670021,5.94120299,1.82809767
-5.22561281,8.68942736,0.56065981,0.54291581,0.00769029,3.58828490,0.15012495,1.77637640,5.97344927,1.83275688
-5.21960980,8.75542783,0.56043343,0.54905312,0.00790312,3.60303752,0.15321494,1.79725901,5.98650158,1.83307559
-5.21360680,8.80872220,0.56190117,0.55495610,0.00812222,3.60898910,0.15624793,1.81901989,5.98145093,1.82941549
-5.20760380,8.84991292,0.56499796,0.56054645,0.00834577,3.60692352,0.15916359,1.84132864,5.95983919,1.82224603
-5.20160080,8.87993353,0.56964951,0.56574825,0.00857163,3.59782669,0.16190147,1.86385772,5.92360229,1.81211886
-5.19559780,8.89998119,0.57577182,0.57048865,0.00879728,3.58284026,0.16440220,1.88628583,5.87499888,1.79963913
-5.18959480,8.91143711,0.58327015,0.57469826,0.00901990,3.56320965,0.16660860,1.90829962,5.81652730,1.78543521
-5.18359180,8.91577881,0.59203743,0.57831096,0.00923635,3.54022869,0.16846663,1.92959369,5.75083409,1.77012823
-5.17758879,8.91448854,0.60195251,0.58126343,0.00944327,3.51518342,0.16992637,1.94986924,5.68061745,1.75430294
-5.17158579,8.90896262,0.61287822,0.58349443,0.00963708,3.48929742,0.17094279,1.96883164,5.60852965,1.73848129
-5.16558279,8.90042608,0.62465955,0.58494394,0.00981408,3.46368110,0.17147648,1.98618755,5.53708200,1.72309977
-5.15957979,8.88985698,0.63712221,0.58555242,0.00997051,3.43928685,0.17149434,2.00164196,5.46855612,1.70849177
-5.15357679,8.87792405,0.65007175,0.58526015,0.01010263,3.41687215,0.17097007,2.01489577,5.40492476,1.69487521
-5.14757379,8.86494062,0.66329337,0.58400708,0.01020681,3.39697156,0.16988473,2.02564439,5.34778509,1.68234616
-5.14157079,8.85083706,0.67655276,0.58173305,0.01027966,3.37987886,0.16822713,2.03357775,5.29830676,1.67087836
-5.13556778,8.83515262,0.68959786,0.57837861,0.01031807,3.36563949,0.16599412,2.03838202,5.25719649,1.66032839
-5.12956478,8.81704704,0.70216173,0.57388636,0.01031935,3.35405346,0.16319086,2.03974317,5.22468008,1.65044599
-5.12356178,8.79533094,0.71396649,0.56820289,0.01028134,3.34468815,0.15983095,2.03735241,5.20050239,1.64088890
-5.11755878,8.76851335,0.72472815,0.56128114,0.01020243,3.33690016,0.15593636,2.03091331,5.18394491,1.63124114
-5.11155578,8.73486399,0.73416236,0.55308312,0.01008171,3.32986518,0.15153735,2.02015026,5.17385994,1.62103395
-5.10555278,8.69248722,0.74199070,0.54358276,0.00991896,3.32261429,0.14667215,2.00481804,5.16872009,1.60976815
-5.09954977,8.63940442,0.74794743,0.53276880,0.00971472,3.31407533,0.14138649,1.98471183,5.16668095,1.59693702
-5.09354677,8.57364103,0.75178630,0.52064745,0.00947029,3.30311757,0.13573303,1.95967723,5.16565484,1.58204862
-5.08754377,8.49331489,0.75328734,0.50724468,0.00918773,3.28859796,0.12977057,1.92961980,5.16339260,1.56464680
-5.08154077,8.39672216,0.75226312,0.49260799,0.00886977,3.26940745,0.12356325,1.89451360,5.15757088,1.54433003
-5.07553777,8.28241790,0.74856446,0.47680747,0.00851983,3.24451559,0.11717951,1.85440829,5.14588157,1.52076761
-5.06953477,8.14928818,0.74208515,0.45993624,0.00814187,3.21301215,0.11069115,1.80943448,5.12612042,1.49371271
-5.06353177,7.99661146,0.73276574,0.44210999,0.00774031,3.17414422,0.10417223,1.75980709,5.09627158,1.46301206
-5.05752876,7.82410730,0.72059601,0.42346586,0.00731991,3.12734778,0.09769809,1.70582652,5.05458527,1.42861212
-5.05152576,7.63197077,0.70561616,0.40416056,0.00688567,3.07227268,0.09134436,1.64787769,4.99964565,1.39056180
-5.04552276,7.42089176,0.68791671,0.38436798,0.00644264,3.00880034,0.08518610,1.58642680,4.93042656,1.34901175
-5.03951976,7.19205853,0.66763697,0.36427614,0.00599587,2.93705353,0.07929703,1.52201609,4.84633302,1.30421055
-5.03351676,6.94714559,0.64496229,0.34408396,0.00555023,2.85739807,0.07374886,1.45525669,4.74722706,1.25649802
-5.02751376,6.68828624,0.62012007,0.32399761,0.00511034,2.77043625,0.06861078,1.38681968,4.63343687,1.20629596
-5.02151076,6.41803071,0.59337478,0.30422691,0.00468043,2.67699240,0.06394904,1.31742575,4.50574906,1.15409676
-5.01550775,6.13929101,0.56502205,0.28498159,0.00426432,2.57809091,0.05982654,1.24783348,4.36538434,1.10045031
-5.00950475,5.85527445,0.53538207,0.26646776,0.00386533,2.47492765,0.05630256,1.17882671,4.21395781,1.04594956
-5.00350175,5.56940750,0.50479261,0.24888447,0.00348622,2.36883570,0.05343241,1.11120102,4.05342548,0.99121523
-4.99749875,5.28525269,0.47360176,0.23242051,0.00312922,2.26124668,0.05126706,1.04574976,3.88601956,0.93688017
-4.99149575,5.00642096,0.44216074,0.21725146,0.00279602,2.15364920,0.04985261,0.98324978,3.71417522,0.88357376
-4.98549275,4.73648229,0.41081692,0.20353694,0.00248775,2.04754590,0.04922970,0.92444709,3.54045216,0.83190691
-4.97948974,4.47887779,0.37990735,0.19141829,0.00220505,1.94441083,0.04943271,0.87004288,3.36745447,0.78245799
-4.97348674,4.23683592,0.34975305,0.18101627,0.00194808,1.84564882,0.05048873,0.82068000,3.19775219,0.73576023
-4.96748374,4.01329596,0.32065402,0.17242932,0.00171660,1.75255844,0.05241640,0.77693036,3.03380817,0.69229090
-4.96148074,3.81084132,0.29288543,0.16573189,0.00151002,1.66630001,0.05522461,0.73928357,2.87791312,0.65246268
-4.95547774,3.63164512,0.26669480,0.16097325,0.00132741,1.58786988,0.05891100,0.70813707,2.73213160,0.61661736
-4.94947474,3.47742997,0.24230036,0.15817660,0.00116761,1.51808190,0.06346052,0.68378823,2.59826094,0.58502223
-4.94347174,3.34944345,0.21989065,0.15733867,0.00102928,1.45755683,0.06884400,0.66642870,2.47780432,0.55786903
-4.93746873,3.24845006,0.19962519,0.15842979,0.00091090,1.40671972,0.07501682,0.65614131,2.37195863,0.53527566
-4.93146573,3.17473995,0.18163616,0.16139456,0.00081087,1.36580524,0.08191789,0.65289985,2.28161679,0.51729033
-4.92546273,3.12815374,0.16603104,0.16615318,0.00072754,1.33487045,0.08946901,0.65657197,2.20738338,0.50389806
-4.91945973,3.10812250,0.15289595,0.17260343,0.00065923,1.31381395,0.09757470,0.66692514,2.14960200,0.49502900
-4.91345673,3.11372076,0.14229952,0.18062350,0.00060424,1.30240036,0.10612255,0.68363587,2.10839174,0.49056836
-4.90745373,3.14373031,0.13429702,0.19007542,0.00056095,1.30028855,0.11498433,0.70630200,2.08369020,0.49036723
-4.90145073,3.19671164,0.12893457,0.20080932,0.00052775,1.30706203,0.12401767,0.73445763,2.07529970,0.49425379
-4.89544772,3.27107981,0.12625308,0.21266817,0.00050313,1.32225964,0.13306856,0.76759051,2.08293368,0.50204437
-4.88944472,3.36518088,0.12629182,0.22549312,0.00048564,1.34540497,0.14197438,0.80516101,2.10625999,0.51355366
-4.88344172,3.47736542,0.12909117,0.23912896,0.00047395,1.37603261,0.15056769,0.84662216,2.14493830,0.52860354
-4.87743872,3.60605524,0.13469457,0.25342976,0.00046682,1.41371003,0.15868035,0.89143972,2.19864912,0.54703008
-4.87143572,3.74979998,0.14314924,0.26826422,0.00046313,1.45805358,0.16614814,0.93911141,2.26711259,0.56868824
-4.86543272,3.90732058,0.15450583,0.28352043,0.00046189,1.50873804,0.17281537,0.98918436,2.35009592,0.59345397
-4.85942971,4.07753726,0.16881658,0.29910997,0.00046221,1.56549890,0.17853963,1.04126958,2.44740872,0.62122361
-4.85342671,4.25958033,0.18613230,0.31497073,0.00046335,1.62812753,0.18319622,1.09505287,2.55888689,0.65191054
-4.84742371,4.45278304,0.20649789,0.33106857,0.00046472,1.69645942,0.18668212,1.15030106,2.68436574,0.68543921
-4.84142071,4.65665671,0.22994680,0.34739734,0.00046585,1.77035624,0.18891936,1.20686333,2.82364424,0.72173700
-4.83541771,4.87084919,0.25649441,0.36397736,0.00046639,1.84968283,0.18985768,1.26466707,2.97644252,0.76072405
-4.82941471,5.09508886,0.28613070,0.38085228,0.00046617,1.93428055,0.18947608,1.32370837,3.14235541,0.80230205
-4.82341171,5.32911721,0.31881247,0.39808438,0.00046512,2.02393851,0.18778359,1.38403753,3.32080494,0.84634225
-4.81740870,5.57261375,0.35445556,0.41574868,0.00046332,2.11836464,0.18481884,1.44574014,3.51099495,0.89267373
-4.81140570,5.82511777,0.39292748,0.43392593,0.00046100,2.21715825,0.18064871,1.50891482,3.71187081,0.94107249
-4.80540270,6.08595184,0.43404091,0.45269511,0.00045850,2.31978608,0.17536601,1.57364880,3.92208715,0.99125225
-4.79939970,6.35415202,0.47754856,0.47212580,0.00045629,2.42556332,0.16908631,1.63999301,4.13998607,1.04285751
-4.79339670,6.62840966,0.52313988,0.49227098,0.00045495,2.53364112,0.16194418,1.70793814,4.36358781,1.09545963
-4.78739370,6.90702951,0.57044004,0.51316070,0.00045521,2.64300175,0.15408881,1.77739353,4.59059533,1.14855624
-4.78139070,7.18790767,0.61901150,0.53479730,0.00045788,2.75246209,0.14567950,1.84817043,4.81841346,1.20157442
-4.77538769,7.46853270,0.66835856,0.55715240,0.00046389,2.86068581,0.13688094,1.91997112,5.04418277,1.25387768
-4.76938469,7.74601135,0.71793491,0.58016621,0.00047429,2.96620430,0.12785865,1.99238514,5.26482756,1.30477680
-4.76338169,8.01711969,0.76715428,0.60374915,0.00049022,3.06744564,0.11877475,2.06489327,5.47711656,1.35354411
-4.75737869,8.27837866,0.81540395,0.62778609,0.00051290,3.16277079,0.10978411,2.13687985,5.67773457,1.39943099
-4.75137569,8.52615172,0.86206096,0.65214281,0.00054367,3.25051587,0.10103108,2.20765299,5.86336265,1.44168775
-4.74537269,8.75676120,0.90651033,0.67667473,0.00058391,3.32903862,0.09264688,2.27647225,6.03076400,1.47958534
-4.73936968,8.96661833,0.94816490,0.70123707,0.00063510,3.39676752,0.08474766,2.34258247,6.17687254,1.51243783
-4.73336668,9.15236125,0.98648576,0.72569632,0.00069875,3.45225148,0.07743314,2.40525202,6.29888089,1.53962494
-4.72736368,9.31099459,1.02100264,0.74994182,0.00077638,3.49420795,0.07078604,2.46381365,6.39432454,1.56061344
-4.72136068,9.44002356,1.05133313,0.77389720,0.00086955,3.52156770,0.06487187,2.51770537,6.46115900,1.57497667
-4.71535768,9.53757582,1.07719997,0.79753044,0.00097973,3.53351408,0.05973939,2.56650920,6.49782706,1.58241110
-4.70935468,9.60250449,1.09844529,0.82086214,0.00110835,3.52951529,0.05542128,2.60998506,6.50331349,1.58274938
-4.70335168,9.63446652,1.11504112,0.84397111,0.00125670,3.50934819,0.05193517,2.64809786,6.47718513,1.57596901
-4.69734867,9.63397163,1.12709544,0.86699682,0.00142588,3.47311247,0.04928476,2.68103554,6.41961464,1.56219636
-4.69134567,9.60239841,1.13485312,0.89013839,0.00161677,3.42123467,0.04746107,2.70921673,6.33138698,1.54170565
-4.68534267,9.54197573,1.13869169,0.91364979,0.00182993,3.35446167,0.04644362,2.73328705,6.21388815,1.51491293
-4.67933967,9.45572919,1.13911163,0.93783141,0.00206559,3.27384385,0.04620157,2.75410353,6.06907647,1.48236515
-4.67333667,9.34739423,1.13672145,0.96301827,0.00232354,3.18070851,0.04669478,2.77270772,5.89943733,1.44472473
-4.66733367,9.22129904,1.13221816,0.98956520,0.00260310,3.07662452,0.04787471,2.79028816,5.70792289,1.40275025
-4.66133067,9.08222199,1.12636350,1.01782987,0.00290307,2.96335959,0.04968527,2.80813394,5.49787883,1.35727386
-4.65532766,8.93522955,1.11995707,1.04815426,0.00322172,2.84283170,0.05206353,2.82758139,5.27296061,1.30917647
-4.64932466,8.78550171,1.11380738,1.08084561,0.00355673,2.71705660,0.05494046,2.84995630,5.03704222,1.25936150
-4.64332166,8.63815239,1.10870185,1.11615784,0.00390523,2.58809335,0.05824163,2.87651452,4.79412041,1.20872840
