energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.72986493,1.55105197,0.22748360,0.67340847,0.00061604,0.10555333,0.26851285,0.55070030,0.00077569,0.27728098
-5.72386193,1.53716671,0.22390817,0.67311108,0.00059650,0.10606101,0.27018287,0.53782525,0.00075902,0.27576764
-5.71785893,1.51866387,0.22073881,0.67058186,0.00057505,0.10615695,0.27090297,0.52345100,0.00074678,0.27314267
-5.71185593,1.49589879,0.21802863,0.66605109,0.00055180,0.10584332,0.27066750,0.50768186,0.00073890,0.26944836
-5.70585293,1.46937466,0.21585107,0.65980833,0.00052696,0.10513371,0.26950049,0.49067805,0.00073542,0.26475348
-5.69984992,1.43972821,0.21429674,0.65219727,0.00050081,0.10405267,0.26745468,0.47264921,0.00073652,0.25915083
-5.69384692,1.40771177,0.21346920,0.64360961,0.00047371,0.10263486,0.26460963,0.45384616,0.00074247,0.25275421
-5.68784392,1.37417237,0.21348019,0.63447813,0.00044609,0.10092399,0.26106906,0.43455161,0.00075359,0.24569486
-5.68184092,1.34002915,0.21444449,0.62526931,0.00041843,0.09897143,0.25695744,0.41507001,0.00077023,0.23811759
-5.67583792,1.30624985,0.21647478,0.61647570,0.00039126,0.09683469,0.25241602,0.39571739,0.00079275,0.23017660
-5.66983492,1.27382760,0.21967667,0.60860842,0.00036516,0.09457567,0.24759851,0.37681151,0.00082151,0.22203138
-5.66383192,1.24375887,0.22414447,0.60218994,0.00034072,0.09225887,0.24266640,0.35866275,0.00085682,0.21384249
-5.65782891,1.21702344,0.22995768,0.59774749,0.00031860,0.08994954,0.23778426,0.34156622,0.00089893,0.20576766
-5.65182591,1.19456703,0.23717862,0.59580718,0.00029943,0.08771186,0.23311515,0.32579528,0.00094808,0.19795812
-5.64582291,1.17728717,0.24585123,0.59688899,0.00028392,0.08560722,0.22881624,0.31159669,0.00100442,0.19055538
-5.63981991,1.16602247,0.25600130,0.60150270,0.00027277,0.08369263,0.22503490,0.29918736,0.00106808,0.18368842
-5.63381691,1.16154556,0.26763789,0.61014475,0.00026672,0.08201937,0.22190538,0.28875286,0.00113914,0.17747148
-5.62781391,1.16455932,0.28075613,0.62329584,0.00026652,0.08063183,0.21954608,0.28044734,0.00121768,0.17200246
-5.62181091,1.17569620,0.29534104,0.64141930,0.00027299,0.07956671,0.21805762,0.27439478,0.00130376,0.16736180
-5.61580790,1.19551993,0.31137233,0.66495968,0.00028693,0.07885240,0.21752170,0.27069123,0.00139750,0.16361207
-5.60980490,1.22452901,0.32882963,0.69434158,0.00030919,0.07850879,0.21800064,0.26940773,0.00149906,0.16079802
-5.60380190,1.26316106,0.34769810,0.72996814,0.00034065,0.07854725,0.21953773,0.27059355,0.00160867,0.15894718
-5.59779890,1.31179704,0.36797373,0.77221886,0.00038218,0.07897096,0.22215813,0.27427932,0.00172664,0.15807082
-5.59179590,1.37076462,0.38966822,0.82144654,0.00043465,0.07977543,0.22587034,0.28047985,0.00185339,0.15816529
-5.58579290,1.44033969,0.41281282,0.87797286,0.00049894,0.08094924,0.23066796,0.28919617,0.00198946,0.15921356
-5.57978989,1.52074543,0.43746092,0.94208248,0.00057583,0.08247485,0.23653168,0.30041679,0.00213547,0.16118682
-5.57378689,1.61214828,0.46368913,1.01401547,0.00066608,0.08432960,0.24343136,0.31411774,0.00229211,0.16404623
-5.56778389,1.71465078,0.49159656,1.09395822,0.00077031,0.08648660,0.25132792,0.33026158,0.00246017,0.16774448
-5.56178089,1.82828119,0.52130237,1.18203285,0.00088901,0.08891569,0.26017503,0.34879535,0.00264041,0.17222725
-5.55577789,1.95298028,0.55294145,1.27828562,0.00102247,0.09158433,0.26992048,0.36964752,0.00283359,0.17743445
-5.54977489,2.08858604,0.58665857,1.38267471,0.00117080,0.09445830,0.28050705,0.39272427,0.00304038,0.18330125
-5.54377189,2.23481719,0.62260112,1.49505822,0.00133380,0.09750240,0.29187308,0.41790541,0.00326132,0.18975883
-5.53776888,2.39125682,0.66091097,1.61518288,0.00151101,0.10068091,0.30395252,0.44504026,0.00349677,0.19673497
-5.53176588,2.55733739,0.70171574,1.74267468,0.00170164,0.10395797,0.31667466,0.47394389,0.00374680,0.20415432
-5.52576288,2.73232859,0.74512004,1.87703185,0.00190453,0.10729787,0.32996359,0.50439422,0.00401124,0.21193873
-5.51975988,2.91532953,0.79119729,2.01762143,0.00211819,0.11066515,0.34373758,0.53613030,0.00428955,0.22000732
-5.51375688,3.10526635,0.83998245,2.16367975,0.00234076,0.11402479,0.35790829,0.56885214,0.00458083,0.22827674
-5.50775388,3.30089636,0.89146614,2.31431761,0.00257001,0.11734221,0.37238027,0.60222232,0.00488383,0.23666138
-5.50175088,3.50081930,0.94559059,2.46853036,0.00280340,0.12058337,0.38705061,0.63586955,0.00519694,0.24507379
-5.49574787,3.70349605,1.00224743,2.62521287,0.00303811,0.12371487,0.40180893,0.66939429,0.00551819,0.25342526
-5.48974487,3.90727441,1.06127762,2.78317922,0.00327107,0.12670411,0.41653781,0.70237618,0.00584535,0.26162666
-5.48374187,4.11042138,1.12247329,2.94118658,0.00349904,0.12951946,0.43111370,0.73438328,0.00617595,0.26958935
-5.47773887,4.31116075,1.18558138,3.09796235,0.00371869,0.13213056,0.44540821,0.76498255,0.00650736,0.27722650
-5.47173587,4.50771449,1.25030877,3.25223370,0.00392665,0.13450865,0.45928990,0.79375137,0.00683690,0.28445431
-5.46573287,4.69834614,1.31632846,3.40275808,0.00411965,0.13662693,0.47262635,0.82028936,0.00716189,0.29119347
-5.45972986,4.88140417,1.38328633,3.54835358,0.00429456,0.13846097,0.48528648,0.84423016,0.00747978,0.29737056
-5.45372686,5.05536339,1.45080817,3.68792768,0.00444853,0.13998906,0.49714306,0.86525246,0.00778820,0.30291936
-5.44772386,5.21886237,1.51850626,3.82050321,0.00457902,0.14119264,0.50807507,0.88308981,0.00808509,0.30778199
-5.44172086,5.37073518,1.58598541,3.94524028,0.00468391,0.14205654,0.51797015,0.89753874,0.00836872,0.31190989
-5.43571786,5.51003612,1.65284807,4.06145347,0.00476155,0.14256926,0.52672669,0.90846480,0.00863774,0.31526442
-5.42971486,5.63605650,1.71869828,4.16862342,0.00481085,0.14272310,0.53425562,0.91580622,0.00889125,0.31781717
-5.42371186,5.74833291,1.78314463,4.26640268,0.00483123,0.14251420,0.54048197,0.91957516,0.00912879,0.31955001
-5.41770885,5.84664702,1.84580217,4.35461572,0.00482272,0.14194252,0.54534591,0.91985643,0.00935031,0.32045476
-5.41170585,5.93101750,1.90629360,4.43325341,0.00478593,0.14101168,0.54880351,0.91680391,0.00955619,0.32053256
-5.40570285,6.00168476,1.96425005,4.50246251,0.00472201,0.13972881,0.55082713,0.91063482,0.00974715,0.31979316
-5.39969985,6.05908991,2.01931172,4.56253093,0.00463265,0.13810423,0.55140551,0.90162235,0.00992419,0.31825388
-5.39369685,6.10384925,2.07112885,4.61386976,0.00452001,0.13615123,0.55054363,0.89008687,0.01008858,0.31593868
-5.38769385,6.13672590,2.11936329,4.65699294,0.00438666,0.13388576,0.54826238,0.87638632,0.01024172,0.31287713
-5.38169085,6.15860012,2.16369102,4.69249569,0.00423549,0.13132616,0.54459813,0.86090621,0.01038510,0.30910348
-5.37568784,6.17043967,2.20380564,4.72103258,0.00406968,0.12849294,0.53960219,0.84404968,0.01052018,0.30465590
-5.36968484,6.17327152,2.23942299,4.74329613,0.00389255,0.12540857,0.53334021,0.82622797,0.01064841,0.29957586
-5.36368184,6.16815578,2.27028672,4.75999667,0.00370753,0.12209734,0.52589151,0.80785175,0.01077104,0.29390776
-5.35767884,6.15616263,2.29617464,4.77184393,0.00351803,0.11858524,0.51734835,0.78932337,0.01088919,0.28769865
-5.35167584,6.13835249,2.31690545,4.77953082,0.00332740,0.11489990,0.50781508,0.77103037,0.01100373,0.28099826
-5.34567284,6.11575970,2.33234548,4.78371958,0.00313883,0.11107055,0.49740709,0.75334021,0.01111527,0.27385901
-5.33966983,6.08937936,2.34241493,4.78503041,0.00295533,0.10712792,0.48624958,0.73659624,0.01122415,0.26633619
-5.33366683,6.06015728,2.34709324,4.78403259,0.00277960,0.10310423,0.47447612,0.72111477,0.01133041,0.25848814
-5.32766383,6.02898239,2.34642295,4.78123795,0.00261407,0.09903303,0.46222680,0.70718312,0.01143383,0.25037632
-5.32166083,5.99668136,2.34051202,4.77709671,0.00246082,0.09494905,0.44964624,0.69505846,0.01153390,0.24206531
-5.31565783,5.96401481,2.32953400,4.77199530,0.00232158,0.09088798,0.43688116,0.68496727,0.01162987,0.23362269
-5.30965483,5.93167479,2.31372630,4.76625629,0.00219772,0.08688609,0.42407781,0.67710505,0.01172073,0.22511864
-5.30365183,5.90028323,2.29338625,4.76014006,0.00209025,0.08297992,0.41137918,0.67163624,0.01180530,0.21662537
-5.29764882,5.87039102,2.26886534,4.75384821,0.00199982,0.07920572,0.39892212,0.66869416,0.01188223,0.20821638
-5.29164582,5.84247762,2.24056178,4.74752837,0.00192676,0.07559895,0.38683452,0.66838064,0.01195003,0.19996546
-5.28564282,5.81695110,2.20891176,4.74128037,0.00187110,0.07219363,0.37523256,0.67076552,0.01200713,0.19194554
-5.27963982,5.79414851,2.17437986,4.73516343,0.00183258,0.06902173,0.36421831,0.67588573,0.01205194,0.18422748
-5.27363682,5.77433657,2.13744899,4.72920406,0.00181069,0.06611249,0.35387768,0.68374411,0.01208285,0.17687873
-5.26763382,5.75771261,2.09861036,4.72340442,0.00180472,0.06349179,0.34427887,0.69430788,0.01209831,0.16996203
-5.26163082,5.74440572,2.05835377,4.71775059,0.00181375,0.06118147,0.33547141,0.70750700,0.01209688,0.16353416
-5.25562781,5.73447813,2.01715865,4.71222050,0.00183674,0.05919881,0.32748582,0.72323242,0.01207727,0.15764473
-5.24962481,5.72792653,1.97548605,4.70679095,0.00187251,0.05755600,0.32033388,0.74133446,0.01203836,0.15233525
-5.24362181,5.72468351,1.93377175,4.70144342,0.00191978,0.05625977,0.31400964,0.76162154,0.01197927,0.14763824
-5.23761881,5.72461898,1.89242049,4.69616826,0.00197718,0.05531103,0.30849082,0.78385937,0.01189939,0.14357666
-5.23161581,5.72754153,1.85180149,4.69096713,0.00204330,0.05470478,0.30374093,0.80777094,0.01179839,0.14016354
-5.22561281,5.73319994,1.81224500,4.68585345,0.00211669,0.05443000,0.29971160,0.83303750,0.01167624,0.13740177
-5.21960980,5.74128491,1.77403991,4.68085099,0.00219586,0.05446978,0.29634527,0.85930069,0.01153325,0.13528421
-5.21360680,5.75143130,1.73743221,4.67599078,0.00227928,0.05480156,0.29357804,0.88616601,0.01137004,0.13379397
-5.20760380,5.76322113,1.70262428,4.67130654,0.00236545,0.05539753,0.29134243,0.91320786,0.01118752,0.13290482
-5.20160080,5.77618764,1.66977470,4.66682920,0.00245284,0.05622510,0.28957011,0.93997599,0.01098692,0.13258191
-5.19559780,5.78982083,1.63899864,4.66258088,0.00253993,0.05724760,0.28819437,0.96600363,0.01076970,0.13278248
-5.18959480,5.80357457,1.61036875,4.65856888,0.00262521,0.05842504,0.28715220,0.99081694,0.01053758,0.13345681
-5.18359180,5.81687556,1.58391631,4.65478029,0.00270722,0.05971496,0.28638604,1.01394575,0.01029245,0.13454924
-5.17758879,5.82913405,1.55963289,4.65117740,0.00278453,0.06107340,0.28584501,1.03493531,0.01003636,0.13599924
-5.17158579,5.83975621,1.53747230,4.64769450,0.00285579,0.06245591,0.28548570,1.05335858,0.00977143,0.13774257
-5.16558279,5.84815784,1.51735292,4.64423608,0.00291970,0.06381858,0.28527246,1.06882870,0.00949986,0.13971251
-5.15957979,5.85377877,1.49916037,4.64067656,0.00297511,0.06511910,0.28517720,1.08101114,0.00922383,0.14184105
-5.15357679,5.85609743,1.48275058,4.63686133,0.00302096,0.06631778,0.28517884,1.08963498,0.00894551,0.14406017
-5.14757379,5.85464480,1.46795313,4.63260910,0.00305637,0.06737844,0.28526237,1.09450282,0.00866696,0.14630299
-5.14157079,5.84901691,1.45457493,4.62771500,0.00308062,0.06826934,0.28541770,1.09549881,0.00839013,0.14850504
-5.13556778,5.83888523,1.44240414,4.62195431,0.00309320,0.06896385,0.28563821,1.09259434,0.00811684,0.15060532
-5.12956478,5.82400428,1.43121428,4.61508638,0.00309382,0.06944106,0.28591940,1.08585109,0.00784871,0.15254739
-5.12356178,5.80421605,1.42076848,4.60685850,0.00308238,0.06968618,0.28625738,1.07542125,0.00758718,0.15428036
-5.11755878,5.77945101,1.41082382,4.59700959,0.00305905,0.06969079,0.28664760,1.06154469,0.00733348,0.15575966
-5.11155578,5.74972582,1.40113567,4.58527365,0.00302422,0.06945284,0.28708369,1.04454325,0.00708861,0.15694784
-5.10555278,5.71513793,1.39146208,4.57138298,0.00297849,0.06897657,0.28755663,1.02481225,0.00685335,0.15781511
-5.09954977,5.67585779,1.38156800,4.55507149,0.00292270,0.06827219,0.28805417,1.00280964,0.00662825,0.15833975
-5.09354677,5.63211916,1.37122955,4.53607821,0.00285786,0.06735536,0.28856068,0.97904306,0.00641367,0.15850835
-5.08754377,5.58420857,1.36023813,4.51415142,0.00278512,0.06624670,0.28905731,0.95405553,0.00620973,0.15831594
-5.08154077,5.53245468,1.34840438,4.48905356,0.00270580,0.06497097,0.28952253,0.92841017,0.00601640,0.15776586
-5.07553777,5.47721817,1.33556198,4.46056724,0.00262129,0.06355638,0.28993299,0.90267463,0.00583344,0.15686953
-5.06953477,5.41888309,1.32157122,4.42850224,0.00253302,0.06203374,0.29026457,0.87740576,0.00566052,0.15564601
-5.06353177,5.35784974,1.30632219,4.39270352,0.00244246,0.06043558,0.29049369,0.85313515,0.00549718,0.15412145
-5.05752876,5.29452945,1.28973761,4.35305993,0.00235103,0.05879535,0.29059858,0.83035589,0.00534289,0.15232838
-5.05152576,5.22934097,1.27177500,4.30951303,0.00226010,0.05714659,0.29056062,0.80951100,0.00519708,0.15030483
-5.04552276,5.16270825,1.25242819,4.26206550,0.00217094,0.05552217,0.29036541,0.79098383,0.00505919,0.14809342
-5.03951976,5.09505884,1.23172787,4.21078835,0.00208467,0.05395357,0.29000371,0.77509046,0.00492867,0.14574026
-5.03351676,5.02682232,1.20974123,4.15582613,0.00200229,0.05247025,0.28947194,0.76207438,0.00480506,0.14329385
-5.02751376,4.95842799,1.18657038,4.09739944,0.00192459,0.05109909,0.28877236,0.75210326,0.00468796,0.14080384
-5.02151076,4.89030107,1.16234963,4.03580405,0.00185219,0.04986389,0.28791279,0.74526772,0.00457710,0.13831986
-5.01550775,4.82285704,1.13724151,3.97140629,0.00178552,0.04878494,0.28690592,0.74158210,0.00447230,0.13589026
-5.00950475,4.75649362,1.11143172,3.90463450,0.00172479,0.04787873,0.28576822,0.74098677,0.00437355,0.13356096
-5.00350175,4.69158058,1.08512299,3.83596670,0.00167006,0.04715765,0.28451855,0.74335205,0.00428091,0.13137431
-4.99749875,4.62844769,1.05852822,3.76591491,0.00162116,0.04662984,0.28317654,0.74848328,0.00419459,0.12936807
-4.99149575,4.56737133,1.03186308,3.69500694,0.00157779,0.04629909,0.28176095,0.75612703,0.00411486,0.12757454
-4.98549275,4.50856088,1.00533842,3.62376653,0.00153950,0.04616486,0.28028796,0.76597809,0.00404206,0.12601988
-4.97948974,4.45214577,0.97915287,3.55269323,0.00150572,0.04622234,0.27876975,0.77768728,0.00397657,0.12472357
-4.97348674,4.39816470,0.95348603,3.48224310,0.00147579,0.04646269,0.27721337,0.79086976,0.00391877,0.12369814
-4.96748374,4.34655790,0.92849255,3.41281162,0.00144899,0.04687330,0.27562003,0.80511381,0.00386898,0.12294915
-4.96148074,4.29716383,0.90429739,3.34472002,0.00142457,0.04743819,0.27398489,0.81999005,0.00382747,0.12247539
-4.95547774,4.24972089,0.88099267,3.27820589,0.00140179,0.04813852,0.27229741,0.83506089,0.00379440,0.12226931
-4.94947474,4.20387490,0.85863607,3.21341886,0.00137994,0.04895313,0.27054228,0.84989009,0.00376980,0.12231769
-4.94347174,4.15919226,0.83725092,3.15042155,0.00135840,0.04985925,0.26870080,0.86405250,0.00375357,0.12260256
-4.93746873,4.11517874,0.81682799,3.08919596,0.00133662,0.05083319,0.26675274,0.87714358,0.00374542,0.12310217
-4.93146573,4.07130295,0.79732880,3.02965470,0.00131419,0.05185108,0.26467848,0.88878881,0.00374493,0.12379213
-4.92546273,4.02702356,0.77869020,2.97165643,0.00129082,0.05288964,0.26246131,0.89865256,0.00375150,0.12464669
-4.91945973,3.98181890,0.76082996,2.91502439,0.00126641,0.05392689,0.26008970,0.90644636,0.00376440,0.12563984
-4.91345673,3.93521706,0.74365295,2.85956688,0.00124100,0.05494285,0.25755943,0.91193630,0.00378276,0.12674652
-4.90745373,3.88682509,0.72705768,2.80509817,0.00121479,0.05592012,0.25487534,0.91494934,0.00380561,0.12794366
-4.90145073,3.83635523,0.71094262,2.75145854,0.00118818,0.05684432,0.25205258,0.91537821,0.00383192,0.12921100
-4.89544772,3.78364677,0.69521205,2.69853207,0.00116170,0.05770446,0.24911726,0.91318489,0.00386062,0.13053178
-4.88944472,3.72868202,0.67978119,2.64626107,0.00113600,0.05849307,0.24610642,0.90840219,0.00389064,0.13189312
-4.88344172,3.67159528,0.66458015,2.59465612,0.00111186,0.05920622,0.24306723,0.90113358,0.00392093,0.13328619
-4.87743872,3.61267423,0.64955678,2.54380112,0.00109015,0.05984332,0.24005553,0.89155092,0.00395053,0.13470606
-4.87143572,3.55235325,0.63467814,2.49385307,0.00107177,0.06040677,0.23713358,0.87989023,0.00397853,0.13615130
-4.86543272,3.49119914,0.61993062,2.44503652,0.00105766,0.06090147,0.23436743,0.86644545,0.00400417,0.13762330
-4.85942971,3.42988948,0.60531885,2.39763316,0.00104870,0.06133421,0.23182366,0.85156035,0.00402681,0.13912544
-4.85342671,3.36918500,0.59086350,2.35196706,0.00104575,0.06171291,0.22956606,0.83561873,0.00404594,0.14066207
-4.84742371,3.30989702,0.57659817,2.30838663,0.00104952,0.06204585,0.22765202,0.81903319,0.00406120,0.14223734
-4.84142071,3.25285184,0.56256559,2.26724431,0.00106064,0.06234090,0.22612926,0.80223285,0.00407233,0.14385408
-4.83541771,3.19885363,0.54881347,2.22887529,0.00107953,0.06260476,0.22503272,0.78565035,0.00407924,0.14551262
-4.82941471,3.14864797,0.53539030,2.19357652,0.00110645,0.06284225,0.22438201,0.76970856,0.00408189,0.14720986
-4.82341171,3.10288773,0.52234122,2.16158730,0.00114142,0.06305577,0.22417951,0.75480765,0.00408033,0.14893837
-4.81740870,3.06210311,0.50970448,2.13307265,0.00118427,0.06324490,0.22440927,0.74131270,0.00407467,0.15068582
-4.81140570,3.02667745,0.49750842,2.10811041,0.00123459,0.06340611,0.22503672,0.72954264,0.00406501,0.15243473
-4.80540270,2.99682989,0.48576936,2.08668282,0.00129173,0.06353283,0.22600931,0.71976076,0.00405146,0.15416251
-4.79939970,2.97260596,0.47449040,2.06867329,0.00135485,0.06361551,0.22725807,0.71216728,0.00403411,0.15584182
-4.79339670,2.95387640,0.46366121,2.05386822,0.00142291,0.06364211,0.22869993,0.70689424,0.00401297,0.15744141
-4.78739370,2.94034429,0.45325882,2.04196417,0.00149471,0.06359859,0.23024086,0.70400299,0.00398803,0.15892717
-4.78139070,2.93156007,0.44324927,2.03257959,0.00156891,0.06346969,0.23177949,0.70348429,0.00395918,0.16026355
-4.77538769,2.92694350,0.43359012,2.02527074,0.00164407,0.06323978,0.23321129,0.70526111,0.00392629,0.16141518
-4.76938469,2.92581148,0.42423352,2.01955064,0.00171873,0.06289380,0.23443282,0.70919390,0.00388917,0.16234863
-4.76338169,2.92740999,0.41512975,2.01491006,0.00179139,0.06241825,0.23534610,0.71508809,0.00384763,0.16303430
-4.75737869,2.93094853,0.40623092,2.01083935,0.00186062,0.06180215,0.23586276,0.72270349,0.00380150,0.16344823
-4.75137569,2.93563514,0.39749470,2.00684974,0.00192507,0.06103795,0.23590776,0.73176507,0.00375068,0.16357379
-4.74537269,2.94071019,0.38888777,2.00249303,0.00198352,0.06012232,0.23542261,0.74197461,0.00369518,0.16340322
-4.73936968,2.94547709,0.38038894,1.99737864,0.00203494,0.05905679,0.23436785,0.75302273,0.00363515,0.16293877
-4.73336668,2.94932864,0.37199154,1.99118692,0.00207848,0.05784820,0.23272470,0.76460062,0.00357097,0.16219358
-4.72736368,2.95176765,0.36370527,1.98367842,0.00211358,0.05650897,0.23049593,0.77641107,0.00350328,0.16119210
-4.72136068,2.95242122,0.35555716,1.97469856,0.00213993,0.05505708,0.22770571,0.78817833,0.00343300,0.15997010
-4.71535768,2.95104819,0.34759182,1.96417779,0.00215752,0.05351594,0.22439875,0.79965631,0.00336139,0.15857426
-4.70935468,2.94754007,0.33987083,1.95212759,0.00216666,0.05191393,0.22063857,0.81063511,0.00329010,0.15706129
-4.70335168,2.94191577,0.33247148,1.93863269,0.00216798,0.05028384,0.21650513,0.82094552,0.00322112,0.15549678
-4.69734867,2.93431113,0.32548487,1.92384054,0.00216244,0.04866208,0.21209192,0.83046157,0.00315685,0.15395365
-4.69134567,2.92496440,0.31901346,1.90794872,0.00215132,0.04708781,0.20750268,0.83910133,0.00310005,0.15251037
-4.68534267,2.91419884,0.31316823,1.89119147,0.00213625,0.04560192,0.20284785,0.84682593,0.00305385,0.15124905
-4.67933967,2.90240401,0.30806563,1.87382633,0.00211915,0.04424596,0.19824099,0.85363732,0.00302165,0.15025334
-4.67333667,2.89001685,0.30382422,1.85612163,0.00210226,0.04306106,0.19379525,0.85957491,0.00300715,0.14960642
-4.66733367,2.87750380,0.30056140,1.83834585,0.00208812,0.04208685,0.18962001,0.86471135,0.00301419,0.14938890
-4.66133067,2.86534475,0.29839001,1.82075907,0.00207950,0.04136036,0.18581786,0.86914803,0.00304673,0.14967689
-4.65532766,2.85401938,0.29741503,1.80360711,0.00207947,0.04091504,0.18248188,0.87301014,0.00310872,0.15054012
-4.64932466,2.84399618,0.29773032,1.78711807,0.00209125,0.04077981,0.17969336,0.87644180,0.00320401,0.15204026
-4.64332166,2.83572393,0.29941555,1.77150131,0.00211827,0.04097819,0.17751992,0.87960124,0.00333617,0.15422937
