energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up
-5.39369685,1.83833663,0.02632333,0.02344122,0.22218606,0.17288679,0.64031007,0.62207824,0.02135948,1.05535398
-5.38769385,1.89535459,0.02962832,0.02338501,0.22504558,0.18047270,0.65825199,0.64125856,0.02240202,1.08318083
-5.38169085,1.94629426,0.03321003,0.02342133,0.22834591,0.18783769,0.67422300,0.65759000,0.02342124,1.10667994
-5.37568784,1.99054374,0.03706575,0.02354352,0.23200419,0.19493159,0.68800940,0.67084548,0.02440965,1.12549486
-5.36968484,2.02760192,0.04118712,0.02374294,0.23592835,0.20170798,0.69943603,0.68084947,0.02535950,1.13935104
-5.36368184,2.05708628,0.04555946,0.02400918,0.24001939,0.20812409,0.70836966,0.68748151,0.02626273,1.14806175
-5.35767884,2.07873657,0.05016122,0.02433026,0.24417359,0.21414044,0.71472072,0.69067810,0.02711097,1.15153108
-5.35167584,2.09241455,0.05496359,0.02469294,0.24828469,0.21972027,0.71844357,0.69043292,0.02789552,1.14975419
-5.34567284,2.09810025,0.05993027,0.02508301,0.25224595,0.22482890,0.71953545,0.68679557,0.02860745,1.14281489
-5.33966983,2.09588563,0.06501751,0.02548558,0.25595219,0.22943304,0.71803436,0.67986886,0.02923766,1.13088096
-5.33366683,2.08596605,0.07017446,0.02588553,0.25930189,0.23350024,0.71401616,0.66980487,0.02977703,1.11419769
-5.32766383,2.06863078,0.07534370,0.02626786,0.26219933,0.23699851,0.70759128,0.65680024,0.03021663,1.09307999
-5.32166083,2.04425301,0.08046216,0.02661819,0.26455677,0.23989622,0.69890131,0.64109060,0.03054794,1.06790375
-5.31565783,2.01328040,0.08546231,0.02692321,0.26629682,0.24216239,0.68811576,0.62294472,0.03076316,1.03909678
-5.30965483,1.97622645,0.09027357,0.02717125,0.26735475,0.24376727,0.67542932,0.60265846,0.03085550,1.00712989
-5.30365183,1.93366349,0.09482406,0.02735271,0.26768097,0.24468339,0.66105966,0.58054884,0.03081951,0.97250848
-5.29764882,1.88621714,0.09904240,0.02746064,0.26724339,0.24488690,0.64524600,0.55694834,0.03065142,0.93576482
-5.29164582,1.83456253,0.10285976,0.02749116,0.26602966,0.24435928,0.62824835,0.53219963,0.03034941,0.89745129
-5.28564282,1.77942205,0.10621192,0.02744388,0.26404922,0.24308915,0.61034739,0.50665089,0.02991387,0.85813464
-5.27963982,1.72156418,0.10904122,0.02732220,0.26133495,0.24107426,0.59184473,0.48065161,0.02934763,0.81839118
-5.27363682,1.66180298,0.11129857,0.02713356,0.25794433,0.23832341,0.57306348,0.45454915,0.02865605,0.77880280
-5.26763382,1.60099764,0.11294509,0.02688950,0.25396005,0.23485817,0.55434860,0.42868571,0.02784707,0.73995364
-5.26163082,1.54005145,0.11395356,0.02660562,0.24948981,0.23071437,0.53606695,0.40339600,0.02693117,0.70242708
-5.25562781,1.47990942,0.11430958,0.02630136,0.24466539,0.22594304,0.51860653,0.37900523,0.02592119,0.66680283
-5.24962481,1.42155404,0.11401219,0.02599963,0.23964083,0.22061092,0.50237464,0.35582753,0.02483209,0.63365375
-5.24362181,1.36599868,0.11307422,0.02572632,0.23458966,0.21480028,0.48779475,0.33416464,0.02368063,0.60354216
-5.23761881,1.31427809,0.11152203,0.02550957,0.22970127,0.20860810,0.47530174,0.31430467,0.02248497,0.57701537
-5.23161581,1.26743589,0.10939490,0.02537901,0.22517645,0.20214451,0.46533553,0.29652099,0.02126421,0.55460019
-5.22561281,1.22650894,0.10674393,0.02536481,0.22122213,0.19553067,0.45833283,0.28107104,0.02003786,0.53679637
-5.21960980,1.19250877,0.10363057,0.02549668,0.21804543,0.18889590,0.45471732,0.26819505,0.01882539,0.52406894
-5.21360680,1.16640040,0.10012475,0.02580278,0.21584738,0.18237436,0.45488819,0.25811459,0.01764563,0.51683942
-5.20760380,1.14907905,0.09630281,0.02630865,0.21481616,0.17610133,0.45920752,0.25103097,0.01651638,0.51547622
-5.20160080,1.14134557,0.09224522,0.02703613,0.21512044,0.17020915,0.46798673,0.24712347,0.01545386,0.52028433
-5.19559780,1.14388143,0.08803412,0.02800231,0.21690280,0.16482312,0.48147273,0.24654741,0.01447242,0.53149489
-5.18959480,1.15722428,0.08375100,0.02921868,0.22027360,0.16005745,0.49983419,0.24943217,0.01358416,0.54925485
-5.18359180,1.18174518,0.07947435,0.03069029,0.22530561,0.15601134,0.52314873,0.25587922,0.01279873,0.57361741
-5.17758879,1.21762868,0.07527752,0.03241514,0.23202942,0.15276560,0.55139160,0.26596024,0.01212316,0.60453381
-5.17158579,1.26485681,0.07122686,0.03438386,0.24043021,0.15037972,0.58442655,0.27971543,0.01156182,0.64184690
-5.16558279,1.32319812,0.06738011,0.03657944,0.25044577,0.14888965,0.62199957,0.29715220,0.01111645,0.68528714
-5.15957979,1.39220241,0.06378522,0.03897744,0.26196608,0.14830638,0.66373609,0.31824417,0.01078630,0.73447154
-5.15357679,1.47120221,0.06047953,0.04154625,0.27483452,0.14861535,0.70914199,0.34293077,0.01056829,0.78890587
-5.14757379,1.55932096,0.05748941,0.04424782,0.28885079,0.14977686,0.75760897,0.37111729,0.01045728,0.84799036
-5.14157079,1.65548842,0.05483023,0.04703844,0.30377544,0.15172729,0.80842420,0.40267552,0.01044642,0.91102908
-5.13556778,1.75846277,0.05250681,0.04986997,0.31933597,0.15438125,0.86078437,0.43744490,0.01052748,0.97724283
-5.12956478,1.86685887,0.05051415,0.05269106,0.33523430,0.15763457,0.91381378,0.47523414,0.01069124,1.04578524
-5.12356178,1.97918182,0.04883855,0.05544870,0.35115531,0.16136788,0.96658593,0.51582317,0.01092792,1.11576162
-5.11755878,2.09386443,0.04745889,0.05808972,0.36677628,0.16545082,1.01814805,0.55896536,0.01122751,1.18624986
-5.11155578,2.20930716,0.04634814,0.06056245,0.38177663,0.16974656,1.06754756,0.60438970,0.01158019,1.25632257
-5.10555278,2.32391877,0.04547498,0.06281827,0.39584782,0.17411650,1.11385942,0.65180295,0.01197665,1.32506945
-5.09954977,2.43615590,0.04480538,0.06481309,0.40870278,0.17842498,1.15621328,0.70089157,0.01240837,1.39161907
-5.09354677,2.54455982,0.04430423,0.06650869,0.42008458,0.18254369,1.19381925,0.75132319,0.01286782,1.45515882
-5.08754377,2.64778871,0.04393680,0.06787381,0.42977386,0.18635567,1.22599105,0.80274772,0.01334867,1.51495238
-5.08154077,2.74464410,0.04367003,0.06888501,0.43759489,0.18975875,1.25216567,0.85479798,0.01384576,1.57035370
-5.07553777,2.83409029,0.04347368,0.06952720,0.44341967,0.19266818,1.27191845,0.90709002,0.01435520,1.62081709
-5.06953477,2.91526637,0.04332110,0.06979385,0.44717032,0.19501848,1.28497306,0.95922309,0.01487421,1.66590290
-5.06353177,2.98749041,0.04318987,0.06968693,0.44881926,0.19676440,1.29120585,1.01077974,0.01540099,1.70527885
-5.05752876,3.05025628,0.04306210,0.06921645,0.44838763,0.19788090,1.29064464,1.06132608,0.01593449,1.73871711
-5.05152576,3.10322384,0.04292447,0.06839980,0.44594172,0.19836237,1.28346183,1.11041262,0.01647418,1.76608751
-5.04552276,3.14620367,0.04276805,0.06726080,0.44158793,0.19822107,1.26996266,1.15757613,0.01701969,1.78734776
-5.03951976,3.17913784,0.04258793,0.06582857,0.43546643,0.19748485,1.25056895,1.20234256,0.01757057,1.80253134
-5.03351676,3.20207844,0.04238269,0.06413627,0.42774387,0.19619455,1.22579963,1.24423165,0.01812596,1.81173413
-5.02751376,3.21516558,0.04215375,0.06221980,0.41860566,0.19440093,1.19624882,1.28276306,0.01868435,1.81510080
-5.02151076,3.21860671,0.04190467,0.06011647,0.40824812,0.19216163,1.16256286,1.31746445,0.01924333,1.81281196
-5.01550775,3.21265865,0.04164047,0.05786375,0.39687100,0.18953820,1.12541723,1.34788111,0.01979951,1.80507293
-5.00950475,3.19761369,0.04136699,0.05549813,0.38467061,0.18659328,1.08549472,1.37358730,0.02034841,1.79210487
-5.00350175,3.17379047,0.04109031,0.05305416,0.37183399,0.18338832,1.04346556,1.39419867,0.02088451,1.77413881
-4.99749875,3.14153019,0.04081631,0.05056368,0.35853429,0.17998169,0.99997046,1.40938544,0.02140136,1.75141271
-4.99149575,3.10119790,0.04055037,0.04805522,0.34492738,0.17642741,0.95560711,1.41888570,0.02189184,1.72417165
-4.98549275,3.05318840,0.04029722,0.04555366,0.33115001,0.17277449,0.91092037,1.42251816,0.02234838,1.69267084
-4.97948974,2.99793586,0.04006086,0.04308013,0.31731915,0.16906675,0.86639629,1.42019362,0.02276338,1.65718079
-4.97348674,2.93592575,0.03984474,0.04065201,0.30353271,0.16534326,0.82245984,1.41192440,0.02312957,1.61799417
-4.96748374,2.86770776,0.03965189,0.03828320,0.28987116,0.16163912,0.77947588,1.39783114,0.02344046,1.57543331
-4.96148074,2.79390796,0.03948528,0.03598443,0.27640009,0.15798656,0.73775285,1.37814630,0.02369076,1.52985761
-4.95547774,2.71523881,0.03934808,0.03376371,0.26317320,0.15441619,0.69754864,1.35321406,0.02387675,1.48166983
-4.94947474,2.63250556,0.03924403,0.03162684,0.25023570,0.15095831,0.65907780,1.32348613,0.02399667,1.43132058
-4.94347174,2.54660790,0.03917776,0.02957790,0.23762756,0.14764408,0.62251938,1.28951374,0.02405093,1.37931027
-4.93746873,2.45853613,0.03915506,0.02761977,0.22538669,0.14450648,0.58802477,1.25193562,0.02404235,1.32618803
-4.93146573,2.36936147,0.03918307,0.02575456,0.21355161,0.14158102,0.55572488,1.21146260,0.02397621,1.27254736
-4.92546273,2.28022045,0.03927042,0.02398398,0.20216349,0.13890606,0.52573616,1.16885921,0.02386021,1.21901846
-4.91945973,2.19229405,0.03942726,0.02230965,0.19126765,0.13652270,0.49816514,1.12492303,0.02370437,1.16625743
-4.91345673,2.10678216,0.03966523,0.02073332,0.18091416,0.13447437,0.47311128,1.08046270,0.02352076,1.11493275
-4.90745373,2.02487480,0.03999734,0.01925694,0.17115785,0.13280601,0.45066803,1.03627534,0.02332322,1.06570965
-4.90145073,1.94772120,0.04043778,0.01788274,0.16205759,0.13156302,0.43092220,0.99312443,0.02312692,1.01923302
-4.89544772,1.87639848,0.04100170,0.01661314,0.15367496,0.13078991,0.41395188,0.95171911,0.02294795,0.97610985
-4.88944472,1.81188137,0.04170497,0.01545067,0.14607254,0.13052894,0.39982316,0.91269549,0.02280284,0.93689183
-4.88344172,1.75501439,0.04256391,0.01439778,0.13931175,0.13081862,0.38858603,0.87660097,0.02270805,0.90205916
-4.87743872,1.70648803,0.04359501,0.01345667,0.13345066,0.13169233,0.38026986,0.84388201,0.02267952,0.87200627
-4.87143572,1.66681978,0.04481465,0.01262909,0.12854159,0.13317705,0.37487889,0.81487567,0.02273221,0.84703003
-4.86543272,1.63634100,0.04623885,0.01191612,0.12462890,0.13529227,0.37238812,0.78980532,0.02287971,0.82732121
-4.85942971,1.61519002,0.04788299,0.01131802,0.12174695,0.13804912,0.37273984,0.76878030,0.02313389,0.81295937
-4.85342671,1.60331166,0.04976150,0.01083403,0.11991828,0.14144979,0.37584135,0.75179959,0.02350460,0.80391140
-4.84742371,1.60046305,0.05188757,0.01046229,0.11915224,0.14548718,0.38156370,0.73875894,0.02399949,0.80003386
-4.84142071,1.60622516,0.05427274,0.01019972,0.11944393,0.15014474,0.38974196,0.72946120,0.02462384,0.80107882
-4.83541771,1.62001950,0.05692648,0.01004206,0.12077355,0.15539657,0.40017676,0.72362900,0.02538046,0.80670295
-4.82941471,1.64112888,0.05985568,0.00998378,0.12310618,0.16120762,0.41263720,0.72091940,0.02626970,0.81647948
-4.82341171,1.66872138,0.06306407,0.01001824,0.12639192,0.16753409,0.42686505,0.72093960,0.02728942,0.82991234
-4.81740870,1.70187629,0.06655151,0.01013773,0.13056641,0.17432377,0.44257997,0.72326312,0.02843511,0.84645209
-4.81140570,1.73961094,0.07031327,0.01033362,0.13555163,0.18151654,0.45948550,0.72744575,0.02969992,0.86551274
-4.80540270,1.78090743,0.07433928,0.01059654,0.14125703,0.18904480,0.47727579,0.73304066,0.03107485,0.88648908
-4.79939970,1.82473830,0.07861331,0.01091656,0.14758085,0.19683389,0.49564248,0.73961224,0.03254885,0.90877364
-4.79339670,1.87009034,0.08311226,0.01128341,0.15441166,0.20480263,0.51428171,0.74674814,0.03410902,0.93177290
-4.78739370,1.91598597,0.08780554,0.01168669,0.16163013,0.21286374,0.53290093,0.75406930,0.03574080,0.95492214
-4.78139070,1.96150178,0.09265459,0.01211610,0.16911083,0.22092441,0.55122515,0.76123789,0.03742816,0.97769862
-4.77538769,2.00578399,0.09761263,0.01256165,0.17672430,0.22888698,0.56900271,0.76796283,0.03915386,0.99963266
-4.76938469,2.04806083,0.10262474,0.01301393,0.18433911,0.23664974,0.58601009,0.77400331,0.04089972,1.02031652
-4.76338169,2.08765187,0.10762819,0.01346423,0.19182408,0.24410800,0.60205589,0.77917012,0.04264686,1.03941094
-4.75737869,2.12397450,0.11255321,0.01390478,0.19905056,0.25115535,0.61698380,0.78332523,0.04437608,1.05664928
-4.75137569,2.15654798,0.11732411,0.01432894,0.20589474,0.25768519,0.63067448,0.78637974,0.04606818,1.07183940
-4.74537269,2.18499513,0.12186082,0.01473127,0.21223997,0.26359265,0.64304648,0.78829057,0.04770431,1.08486337
-4.73936968,2.20904223,0.12608070,0.01510770,0.21797912,0.26877664,0.65405609,0.78905617,0.04926637,1.09567522
-4.73336668,2.22851724,0.12990077,0.01545561,0.22301675,0.27314222,0.66369624,0.78871146,0.05073743,1.10429685
-4.72736368,2.24334659,0.13324010,0.01577387,0.22727127,0.27660308,0.67199455,0.78732238,0.05210206,1.11081254
-4.72136068,2.25355079,0.13602233,0.01606285,0.23067681,0.27908411,0.67901053,0.78498020,0.05334677,1.11536208
-4.71535768,2.25923885,0.13817827,0.01632445,0.23318483,0.28052391,0.68483208,0.78179576,0.05446026,1.11813295
-4.70935468,2.26060161,0.13964835,0.01656198,0.23476543,0.28087713,0.68957135,0.77789388,0.05543376,1.11935166
-4.70335168,2.25790392,0.14038493,0.01678012,0.23540816,0.28011653,0.69336014,0.77340791,0.05626124,1.11927459
-4.69734867,2.25147578,0.14035422,0.01698479,0.23512243,0.27823455,0.69634484,0.76847466,0.05693951,1.11817844
-4.69134567,2.24170219,0.13953781,0.01718293,0.23393734,0.27524447,0.69868110,0.76322956,0.05746827,1.11635059
-4.68534267,2.22901203,0.13793367,0.01738236,0.23190094,0.27118075,0.70052837,0.75780235,0.05785006,1.11407954
-4.67933967,2.21386584,0.13555660,0.01759151,0.22907899,0.26609890,0.70204432,0.75231307,0.05809012,1.11164563
-4.67333667,2.19674273,0.13243807,0.01781916,0.22555307,0.26007443,0.70337950,0.74686853,0.05819609,1.10931223
-4.66733367,2.17812672,0.12862542,0.01807415,0.22141828,0.25320122,0.70467211,0.74155935,0.05817771,1.10731758
-4.66133067,2.15849285,0.12418061,0.01836506,0.21678043,0.24558922,0.70604327,0.73645741,0.05804644,1.10586754
-4.65532766,2.13829342,0.11917828,0.01869992,0.21175297,0.23736151,0.70759286,0.73161399,0.05781491,1.10512938
-4.64932466,2.11794488,0.11370361,0.01908585,0.20645361,0.22865095,0.70939596,0.72705850,0.05749653,1.10522677
-4.64332166,2.09781599,0.10784964,0.01952878,0.20100090,0.21959658,0.71150025,0.72279794,0.05710492,1.10623619
