energy_ev,total_up,total_down,Al_p_up,Al_p_down,Al_d_up,Al_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-3.47873937,0.61635438,-0.61635438,0.03804860,-0.03804860,0.00000000,-0.00000000,0.15158981,-0.15158981,0.24172800,-0.24172800,0.00723771,-0.00723771,0.20877570,-0.20877570
-3.47273637,0.60813587,-0.60813587,0.03459320,-0.03459320,0.00000000,-0.00000000,0.14118097,-0.14118097,0.24441115,-0.24441115,0.00696269,-0.00696269,0.20114842,-0.20114842
-3.46673337,0.60351646,-0.60351646,0.03130484,-0.03130484,0.00000000,-0.00000000,0.13150562,-0.13150562,0.24859480,-0.24859480,0.00672735,-0.00672735,0.19504000,-0.19504000
-3.46073037,0.60284947,-0.60284948,0.02822023,-0.02822023,0.00000000,-0.00000000,0.12266325,-0.12266326,0.25440820,-0.25440820,0.00653979,-0.00653979,0.19069702,-0.19069702
-3.45472736,0.60642304,-0.60642304,0.02536933,-0.02536933,0.00000000,-0.00000000,0.11473307,-0.11473307,0.26196015,-0.26196015,0.00640720,-0.00640720,0.18834213,-0.18834213
-3.44872436,0.61445684,-0.61445685,0.02277523,-0.02277523,0.00000000,-0.00000000,0.10777377,-0.10777377,0.27133680,-0.27133680,0.00633571,-0.00633571,0.18816880,-0.18816880
-3.44272136,0.62710010,-0.62710010,0.02045433,-0.02045433,0.00000000,-0.00000000,0.10182402,-0.10182402,0.28259976,-0.28259976,0.00633014,-0.00633014,0.19033657,-0.19033657
-3.43671836,0.64443036,-0.64443036,0.01841662,-0.01841662,0.00000000,-0.00000000,0.09690347,-0.09690347,0.29578439,-0.29578439,0.00639392,-0.00639392,0.19496679,-0.19496679
-3.43071536,0.66645280,-0.66645280,0.01666613,-0.01666613,0.00000000,-0.00000000,0.09301409,-0.09301409,0.31089807,-0.31089807,0.00652895,-0.00652895,0.20213883,-0.20213883
-3.42471236,0.69309976,-0.69309976,0.01520155,-0.01520155,0.00000000,-0.00000000,0.09014182,-0.09014182,0.32791860,-0.32791860,0.00673550,-0.00673550,0.21188682,-0.21188682
-3.41870935,0.72423039,-0.72423039,0.01401674,-0.01401674,0.00000000,-0.00000000,0.08825819,-0.08825819,0.34679257,-0.34679257,0.00701216,-0.00701216,0.22419697,-0.22419697
-3.41270635,0.75963027,-0.75963027,0.01310148,-0.01310148,0.00000000,-0.00000000,0.08732202,-0.08732202,0.36743381,-0.36743381,0.00735585,-0.00735585,0.23900555,-0.23900555
-3.40670335,0.79901112,-0.79901112,0.01244204,-0.01244204,0.00000000,-0.00000000,0.08728094,-0.08728094,0.38972194,-0.38972194,0.00776178,-0.00776178,0.25619763,-0.25619763
-3.40070035,0.84201080,-0.84201081,0.01202182,-0.01202182,0.00000000,-0.00000000,0.08807282,-0.08807282,0.41350122,-0.41350122,0.00822357,-0.00822357,0.27560673,-0.27560673
-3.39469735,0.88819376,-0.88819377,0.01182191,-0.01182191,0.00000000,-0.00000000,0.08962691,-0.08962691,0.43857980,-0.43857980,0.00873330,-0.00873330,0.29701553,-0.29701553
-3.38869435,0.93705236,-0.93705236,0.01182167,-0.01182167,0.00000000,-0.00000000,0.09186495,-0.09186495,0.46472955,-0.46472956,0.00928169,-0.00928169,0.32015771,-0.32015772
-3.38269135,0.98800944,-0.98800945,0.01199916,-0.01199916,0.00000000,-0.00000000,0.09470203,-0.09470203,0.49168676,-0.49168676,0.00985829,-0.00985829,0.34472116,-0.34472116
-3.37668834,1.04042261,-1.04042261,0.01233161,-0.01233161,0.00000000,-0.00000000,0.09804744,-0.09804744,0.51915373,-0.51915373,0.01045168,-0.01045168,0.37035248,-0.37035248
-3.37068534,1.09359047,-1.09359048,0.01279580,-0.01279580,0.00000000,-0.00000000,0.10180547,-0.10180547,0.54680169,-0.54680170,0.01104977,-0.01104977,0.39666299,-0.39666299
-3.36468234,1.14676128,-1.14676128,0.01336847,-0.01336847,0.00000000,-0.00000000,0.10587625,-0.10587625,0.57427489,-0.57427489,0.01164008,-0.01164008,0.42323607,-0.42323607
-3.35867934,1.19914408,-1.19914408,0.01402660,-0.01402660,0.00000000,-0.00000000,0.11015672,-0.11015672,0.60119613,-0.60119613,0.01221007,-0.01221007,0.44963592,-0.44963592
-3.35267634,1.24992250,-1.24992250,0.01474780,-0.01474780,0.00000000,-0.00000000,0.11454178,-0.11454178,0.62717369,-0.62717370,0.01274748,-0.01274748,0.47541732,-0.47541732
-3.34667334,1.29827099,-1.29827099,0.01551061,-0.01551061,0.00000000,-0.00000000,0.11892558,-0.11892558,0.65180956,-0.65180957,0.01324065,-0.01324065,0.50013647,-0.50013647
-3.34067034,1.34337329,-1.34337329,0.01629483,-0.01629483,0.00000000,-0.00000000,0.12320313,-0.12320313,0.67470879,-0.67470879,0.01367887,-0.01367887,0.52336235,-0.52336235
-3.33466733,1.38444255,-1.38444255,0.01708183,-0.01708183,0.00000000,-0.00000000,0.12727200,-0.12727200,0.69548973,-0.69548973,0.01405270,-0.01405270,0.54468836,-0.54468836
-3.32866433,1.42074256,-1.42074256,0.01785482,-0.01785482,0.00000000,-0.00000000,0.13103428,-0.13103428,0.71379482,-0.71379482,0.01435420,-0.01435420,0.56374374,-0.56374374
-3.32266133,1.45160926,-1.45160926,0.01859918,-0.01859918,0.00000000,-0.00000000,0.13439863,-0.13439863,0.72930150,-0.72930150,0.01457722,-0.01457722,0.58020450,-0.58020450
-3.31665833,1.47647150,-1.47647151,0.01930269,-0.01930269,0.00000000,-0.00000000,0.13728241,-0.13728241,0.74173276,-0.74173276,0.01471755,-0.01471755,0.59380311,-0.59380311
-3.31065533,1.49487035,-1.49487035,0.01995572,-0.01995572,0.00000000,-0.00000000,0.13961365,-0.13961365,0.75086690,-0.75086690,0.01477303,-0.01477303,0.60433685,-0.60433685
-3.30465233,1.50647564,-1.50647564,0.02055141,-0.02055141,0.00000000,-0.00000000,0.14133302,-0.14133302,0.75654598,-0.75654598,0.01474360,-0.01474360,0.61167422,-0.61167422
-3.29864932,1.51109915,-1.51109915,0.02108574,-0.02108574,0.00000000,-0.00000000,0.14239546,-0.14239546,0.75868247,-0.75868247,0.01463130,-0.01463130,0.61575910,-0.61575910
-3.29264632,1.50870347,-1.50870347,0.02155750,-0.02155750,0.00000000,-0.00000000,0.14277146,-0.14277146,0.75726377,-0.75726377,0.01444016,-0.01444016,0.61661252,-0.61661252
-3.28664332,1.49940588,-1.49940587,0.02196824,-0.02196824,0.00000000,-0.00000000,0.14244792,-0.14244792,0.75235425,-0.75235425,0.01417606,-0.01417606,0.61433185,-0.61433185
-3.28064032,1.48347700,-1.48347700,0.02232207,-0.02232207,0.00000000,-0.00000000,0.14142857,-0.14142857,0.74409464,-0.74409464,0.01384648,-0.01384648,0.60908736,-0.60908735
-3.27463732,1.46133398,-1.46133397,0.02262533,-0.02262533,0.00000000,-0.00000000,0.13973369,-0.13973369,0.73269868,-0.73269868,0.01346029,-0.01346029,0.60111627,-0.60111627
-3.26863432,1.43352824,-1.43352824,0.02288626,-0.02288626,0.00000000,-0.00000000,0.13739949,-0.13739949,0.71844706,-0.71844706,0.01302740,-0.01302740,0.59071459,-0.59071459
-3.26263132,1.40072846,-1.40072846,0.02311450,-0.02311450,0.00000000,-0.00000000,0.13447675,-0.13447675,0.70167898,-0.70167898,0.01255847,-0.01255847,0.57822692,-0.57822692
-3.25662831,1.36369916,-1.36369916,0.02332060,-0.02332060,0.00000000,-0.00000000,0.13102907,-0.13102907,0.68278151,-0.68278151,0.01206452,-0.01206452,0.56403478,-0.56403478
-3.25062531,1.32327599,-1.32327599,0.02351542,-0.02351542,0.00000000,-0.00000000,0.12713071,-0.12713071,0.66217733,-0.66217733,0.01155664,-0.01155664,0.54854384,-0.54854384
-3.24462231,1.28033875,-1.28033875,0.02370956,-0.02370956,0.00000000,-0.00000000,0.12286403,-0.12286403,0.64031124,-0.64031124,0.01104565,-0.01104565,0.53217072,-0.53217071
-3.23861931,1.23578322,-1.23578322,0.02391276,-0.02391276,0.00000000,-0.00000000,0.11831676,-0.11831676,0.61763623,-0.61763623,0.01054178,-0.01054178,0.51532979,-0.51532979
-3.23261631,1.19049332,-1.19049332,0.02413340,-0.02413340,0.00000000,-0.00000000,0.11357918,-0.11357918,0.59459952,-0.59459952,0.01005443,-0.01005443,0.49842065,-0.49842064
-3.22661331,1.14531449,-1.14531449,0.02437797,-0.02437797,0.00000000,-0.00000000,0.10874129,-0.10874129,0.57162938,-0.57162937,0.00959198,-0.00959198,0.48181662,-0.48181662
-3.22061031,1.10102970,-1.10102970,0.02465076,-0.02465076,0.00000000,-0.00000000,0.10389019,-0.10389019,0.54912305,-0.54912305,0.00916158,-0.00916158,0.46585495,-0.46585494
-3.21460730,1.05833896,-1.05833896,0.02495354,-0.02495354,0.00000000,-0.00000000,0.09910770,-0.09910770,0.52743659,-0.52743659,0.00876906,-0.00876906,0.45082874,-0.45082874
-3.20860430,1.01784311,-1.01784311,0.02528544,-0.02528544,0.00000000,-0.00000000,0.09446830,-0.09446830,0.50687663,-0.50687663,0.00841888,-0.00841888,0.43698122,-0.43698122
-3.20260130,0.98003238,-0.98003238,0.02564300,-0.02564300,0.00000000,-0.00000000,0.09003755,-0.09003755,0.48769463,-0.48769463,0.00811413,-0.00811413,0.42450216,-0.42450216
-3.19659830,0.94528008,-0.94528008,0.02602029,-0.02602029,0.00000000,-0.00000000,0.08587096,-0.08587096,0.47008358,-0.47008358,0.00785659,-0.00785659,0.41352662,-0.41352662
-3.19059530,0.91384125,-0.91384125,0.02640923,-0.02640923,0.00000000,-0.00000000,0.08201333,-0.08201333,0.45417714,-0.45417714,0.00764676,-0.00764676,0.40413588,-0.40413588
-3.18459230,0.88585609,-0.88585609,0.02680002,-0.02680002,0.00000000,-0.00000000,0.07849862,-0.07849862,0.44005116,-0.44005116,0.00748404,-0.00748404,0.39636030,-0.39636030
-3.17858929,0.86135763,-0.86135763,0.02718169,-0.02718169,0.00000000,-0.00000000,0.07535024,-0.07535024,0.42772724,-0.42772724,0.00736687,-0.00736687,0.39018383,-0.39018383
-3.17258629,0.84028283,-0.84028283,0.02754274,-0.02754274,0.00000000,-0.00000000,0.07258174,-0.07258174,0.41717799,-0.41717799,0.00729283,-0.00729283,0.38554981,-0.38554981
-3.16658329,0.82248643,-0.82248643,0.02787183,-0.02787183,0.00000000,-0.00000000,0.07019787,-0.07019787,0.40833360,-0.40833360,0.00725889,-0.00725889,0.38236764,-0.38236764
-3.16058029,0.80775649,-0.80775649,0.02815854,-0.02815854,0.00000000,-0.00000000,0.06819586,-0.06819586,0.40108927,-0.40108927,0.00726148,-0.00726148,0.38051995,-0.38051995
-3.15457729,0.79583078,-0.79583078,0.02839407,-0.02839407,0.00000000,-0.00000000,0.06656694,-0.06656694,0.39531302,-0.39531302,0.00729673,-0.00729673,0.37986973,-0.37986974
-3.14857429,0.78641318,-0.78641318,0.02857198,-0.02857198,0.00000000,-0.00000000,0.06529790,-0.06529790,0.39085348,-0.39085348,0.00736055,-0.00736055,0.38026732,-0.38026732
-3.14257129,0.77918917,-0.77918917,0.02868880,-0.02868880,0.00000000,-0.00000000,0.06437275,-0.06437275,0.38754729,-0.38754729,0.00744874,-0.00744874,0.38155668,-0.38155668
-3.13656828,0.77384007,-0.77384008,0.02874466,-0.02874466,0.00000000,-0.00000000,0.06377432,-0.06377432,0.38522584,-0.38522584,0.00755714,-0.00755714,0.38358099,-0.38358099
-3.13056528,0.77005526,-0.77005526,0.02874369,-0.02874369,0.00000000,-0.00000000,0.06348580,-0.06348580,0.38372103,-0.38372103,0.00768165,-0.00768165,0.38618724,-0.38618724
-3.12456228,0.76754238,-0.76754238,0.02869446,-0.02869446,0.00000000,-0.00000000,0.06349211,-0.06349211,0.38287015,-0.38287015,0.00781829,-0.00781829,0.38922994,-0.38922994
-3.11855928,0.76603528,-0.76603528,0.02861016,-0.02861016,0.00000000,-0.00000000,0.06378121,-0.06378121,0.38251956,-0.38251956,0.00796327,-0.00796327,0.39257385,-0.39257385
-3.11255628,0.76529987,-0.76529987,0.02850874,-0.02850874,0.00000000,-0.00000000,0.06434518,-0.06434518,0.38252756,-0.38252756,0.00811296,-0.00811296,0.39609593,-0.39609593
-3.10655328,0.76513799,-0.76513799,0.02841289,-0.02841289,0.00000000,-0.00000000,0.06518114,-0.06518114,0.38276623,-0.38276623,0.00826397,-0.00826397,0.39968658,-0.39968658
-3.10055028,0.76538966,-0.76538966,0.02834989,-0.02834989,0.00000000,-0.00000000,0.06629198,-0.06629198,0.38312266,-0.38312266,0.00841310,-0.00841310,0.40325046,-0.40325046
-3.09454727,0.76593398,-0.76593398,0.02835137,-0.02835137,0.00000000,-0.00000000,0.06768693,-0.06768693,0.38349958,-0.38349958,0.00855739,-0.00855739,0.40670688,-0.40670688
-3.08854427,0.76668901,-0.76668901,0.02845287,-0.02845287,0.00000000,-0.00000000,0.06938185,-0.06938185,0.38381568,-0.38381568,0.00869412,-0.00869412,0.40999011,-0.40999011
-3.08254127,0.76761094,-0.76761094,0.02869338,-0.02869338,0.00000000,-0.00000000,0.07139937,-0.07139937,0.38400564,-0.38400564,0.00882083,-0.00882083,0.41304964,-0.41304964
-3.07653827,0.76869274,-0.76869274,0.02911466,-0.02911466,0.00000000,-0.00000000,0.07376872,-0.07376872,0.38402014,-0.38402014,0.00893537,-0.00893537,0.41585039,-0.41585039
-3.07053527,0.76996232,-0.76996232,0.02976047,-0.02976047,0.00000000,-0.00000000,0.07652534,-0.07652534,0.38382578,-0.38382578,0.00903590,-0.00903590,0.41837306,-0.41837306
-3.06453227,0.77148034,-0.77148034,0.03067572,-0.03067572,0.00000000,-0.00000000,0.07971014,-0.07971014,0.38340496,-0.38340496,0.00912098,-0.00912098,0.42061432,-0.42061432
-3.05852926,0.77333751,-0.77333751,0.03190540,-0.03190540,0.00000000,-0.00000000,0.08336843,-0.08336843,0.38275570,-0.38275570,0.00918955,-0.00918955,0.42258697,-0.42258697
-3.05252626,0.77565118,-0.77565118,0.03349345,-0.03349345,0.00000000,-0.00000000,0.08754846,-0.08754846,0.38189126,-0.38189126,0.00924102,-0.00924102,0.42431976,-0.42431976
-3.04652326,0.77856112,-0.77856112,0.03548148,-0.03548148,0.00000000,-0.00000000,0.09229963,-0.09229963,0.38083952,-0.38083952,0.00927525,-0.00927525,0.42585678,-0.42585678
-3.04052026,0.78222417,-0.78222417,0.03790740,-0.03790740,0.00000000,-0.00000000,0.09767027,-0.09767027,0.37964186,-0.37964186,0.00929259,-0.00929259,0.42725620,-0.42725620
-3.03451726,0.78680771,-0.78680771,0.04080389,-0.04080389,0.00000000,-0.00000000,0.10370503,-0.10370503,0.37835157,-0.37835157,0.00929388,-0.00929388,0.42858827,-0.42858827
-3.02851426,0.79248175,-0.79248175,0.04419694,-0.04419694,0.00000000,-0.00000000,0.11044204,-0.11044204,0.37703155,-0.37703155,0.00928037,-0.00928037,0.42993239,-0.42993239
-3.02251126,0.79940970,-0.79940970,0.04810424,-0.04810424,0.00000000,-0.00000000,0.11790975,-0.11790975,0.37575144,-0.37575144,0.00925374,-0.00925374,0.43137339,-0.43137339
-3.01650825,0.80773806,-0.80773806,0.05253374,-0.05253374,0.00000000,-0.00000000,0.12612371,-0.12612371,0.37458396,-0.37458396,0.00921596,-0.00921596,0.43299680,-0.43299680
-3.01050525,0.81758520,-0.81758520,0.05748221,-0.05748221,0.00000000,-0.00000000,0.13508331,-0.13508331,0.37360077,-0.37360077,0.00916923,-0.00916923,0.43488354,-0.43488354
-3.00450225,0.82902989,-0.82902989,0.06293407,-0.06293407,0.00000000,-0.00000000,0.14476872,-0.14476872,0.37286784,-0.37286784,0.00911582,-0.00911582,0.43710404,-0.43710404
-2.99849925,0.84209995,-0.84209995,0.06886047,-0.06886047,0.00000000,-0.00000000,0.15513824,-0.15513824,0.37244073,-0.37244073,0.00905800,-0.00905800,0.43971215,-0.43971215
-2.99249625,0.85676195,-0.85676195,0.07521872,-0.07521872,0.00000000,-0.00000000,0.16612612,-0.16612612,0.37235979,-0.37235979,0.00899786,-0.00899786,0.44273923,-0.44273923
-2.98649325,0.87291250,-0.87291250,0.08195214,-0.08195215,0.00000000,-0.00000000,0.17764119,-0.17764119,0.37264586,-0.37264586,0.00893719,-0.00893719,0.44618880,-0.44618879
-2.98049025,0.89037205,-0.89037205,0.08899048,-0.08899048,0.00000000,-0.00000000,0.18956635,-0.18956635,0.37329663,-0.37329663,0.00887737,-0.00887737,0.45003207,-0.45003207
-2.97448724,0.90888177,-0.90888177,0.09625080,-0.09625080,0.00000000,-0.00000000,0.20175913,-0.20175913,0.37428399,-0.37428399,0.00881924,-0.00881924,0.45420491,-0.45420491
-2.96848424,0.92810402,-0.92810402,0.10363901,-0.10363901,0.00000000,-0.00000000,0.21405336,-0.21405336,0.37555260,-0.37555260,0.00876308,-0.00876308,0.45860633,-0.45860633
-2.96248124,0.94762695,-0.94762695,0.11105194,-0.11105194,0.00000000,-0.00000000,0.22626207,-0.22626207,0.37701998,-0.37701998,0.00870851,-0.00870851,0.46309894,-0.46309894
-2.95647824,0.96697319,-0.96697319,0.11838001,-0.11838001,0.00000000,-0.00000000,0.23818149,-0.23818149,0.37857813,-0.37857813,0.00865455,-0.00865455,0.46751135,-0.46751135
-2.95047524,0.98561261,-0.98561261,0.12551031,-0.12551031,0.00000000,-0.00000000,0.24959609,-0.24959609,0.38009669,-0.38009669,0.00859958,-0.00859958,0.47164261,-0.47164261
-2.94447224,1.00297876,-1.00297876,0.13233010,-0.13233010,0.00000000,-0.00000000,0.26028464,-0.26028464,0.38142763,-0.38142763,0.00854148,-0.00854148,0.47526858,-0.47526858
-2.93846923,1.01848833,-1.01848833,0.13873057,-0.13873057,0.00000000,-0.00000000,0.27002676,-0.27002676,0.38241118,-0.38241117,0.00847771,-0.00847771,0.47814985,-0.47814984
-2.93246623,1.03156284,-1.03156284,0.14461063,-0.14461063,0.00000000,-0.00000000,0.27861011,-0.27861011,0.38288280,-0.38288280,0.00840542,-0.00840542,0.48004099,-0.48004099
-2.92646323,1.04165139,-1.04165139,0.14988065,-0.14988065,0.00000000,-0.00000000,0.28583747,-0.28583747,0.38268080,-0.38268080,0.00832164,-0.00832164,0.48070067,-0.48070067
-2.92046023,1.04825343,-1.04825343,0.15446590,-0.15446590,0.00000000,-0.00000000,0.29153374,-0.29153374,0.38165407,-0.38165407,0.00822343,-0.00822343,0.47990197,-0.47990197
-2.91445723,1.05094030,-1.05094030,0.15830960,-0.15830960,0.00000000,-0.00000000,0.29555226,-0.29555226,0.37966972,-0.37966972,0.00810806,-0.00810806,0.47744254,-0.47744254
-2.90845423,1.04937429,-1.04937429,0.16137518,-0.16137518,0.00000000,-0.00000000,0.29778040,-0.29778040,0.37661994,-0.37661994,0.00797314,-0.00797314,0.47315392,-0.47315392
-2.90245123,1.04332431,-1.04332431,0.16364798,-0.16364798,0.00000000,-0.00000000,0.29814379,-0.29814379,0.37242782,-0.37242782,0.00781680,-0.00781680,0.46690954,-0.46690954
-2.89644822,1.03267712,-1.03267712,0.16513584,-0.16513584,0.00000000,-0.00000000,0.29660935,-0.29660935,0.36705179,-0.36705179,0.00763777,-0.00763777,0.45863105,-0.45863105
-2.89044522,1.01744352,-1.01744352,0.16586891,-0.16586891,0.00000000,-0.00000000,0.29318670,-0.29318670,0.36048824,-0.36048824,0.00743550,-0.00743550,0.44829255,-0.44829255
-2.88444222,0.99775914,-0.99775914,0.16589836,-0.16589836,0.00000000,-0.00000000,0.28792795,-0.28792795,0.35277237,-0.35277237,0.00721017,-0.00721017,0.43592253,-0.43592253
-2.87843922,0.97387983,-0.97387983,0.16529420,-0.16529420,0.00000000,-0.00000000,0.28092592,-0.28092592,0.34397715,-0.34397715,0.00696276,-0.00696276,0.42160349,-0.42160349
-2.87243622,0.94617167,-0.94617167,0.16414222,-0.16414222,0.00000000,-0.00000000,0.27231084,-0.27231084,0.33421031,-0.33421031,0.00669495,-0.00669495,0.40546926,-0.40546926
-2.86643322,0.91509641,-0.91509640,0.16254018,-0.16254018,0.00000000,-0.00000000,0.26224570,-0.26224570,0.32360975,-0.32360975,0.00640909,-0.00640909,0.38770019,-0.38770018
-2.86043022,0.88119286,-0.88119286,0.16059349,-0.16059349,0.00000000,-0.00000000,0.25092051,-0.25092051,0.31233748,-0.31233748,0.00610813,-0.00610813,0.36851647,-0.36851647
-2.85442721,0.84505550,-0.84505550,0.15841045,-0.15841045,0.00000000,-0.00000000,0.23854571,-0.23854571,0.30057247,-0.30057247,0.00579544,-0.00579544,0.34817015,-0.34817015
-2.84842421,0.80731108,-0.80731108,0.15609749,-0.15609749,0.00000000,-0.00000000,0.22534509,-0.22534509,0.28850288,-0.28850288,0.00547474,-0.00547474,0.32693596,-0.32693596
-2.84242121,0.76859480,-0.76859480,0.15375441,-0.15375441,0.00000000,-0.00000000,0.21154855,-0.21154855,0.27631794,-0.27631794,0.00514991,-0.00514991,0.30510177,-0.30510177
-2.83641821,0.72952692,-0.72952692,0.15147006,-0.15147006,0.00000000,-0.00000000,0.19738496,-0.19738496,0.26420014,-0.26420014,0.00482482,-0.00482482,0.28295889,-0.28295889
-2.83041521,0.69069113,-0.69069113,0.14931853,-0.14931853,0.00000000,-0.00000000,0.18307554,-0.18307554,0.25231786,-0.25231786,0.00450325,-0.00450325,0.26079284,-0.26079284
-2.82441221,0.65261560,-0.65261560,0.14735613,-0.14735613,0.00000000,-0.00000000,0.16882787,-0.16882787,0.24081908,-0.24081908,0.00418872,-0.00418872,0.23887487,-0.23887487
-2.81840920,0.61575742,-0.61575742,0.14561928,-0.14561928,0.00000000,-0.00000000,0.15483089,-0.15483089,0.22982623,-0.22982623,0.00388436,-0.00388436,0.21745465,-0.21745464
-2.81240620,0.58049116,-0.58049116,0.14412336,-0.14412336,0.00000000,-0.00000000,0.14125093,-0.14125093,0.21943259,-0.21943259,0.00359289,-0.00359289,0.19675426,-0.19675426
-2.80640320,0.54710172,-0.54710172,0.14286263,-0.14286263,0.00000000,-0.00000000,0.12822892,-0.12822892,0.20970013,-0.20970013,0.00331647,-0.00331647,0.17696382,-0.17696382
-2.80040020,0.51578162,-0.51578162,0.14181120,-0.14181120,0.00000000,-0.00000000,0.11587875,-0.11587875,0.20065912,-0.20065912,0.00305672,-0.00305672,0.15823858,-0.15823858
-2.79439720,0.48663261,-0.48663261,0.14092493,-0.14092493,0.00000000,-0.00000000,0.10428680,-0.10428680,0.19230912,-0.19230912,0.00281473,-0.00281473,0.14069769,-0.14069769
-2.78839420,0.45967110,-0.45967110,0.14014416,-0.14014416,0.00000000,-0.00000000,0.09351248,-0.09351247,0.18462154,-0.18462154,0.00259100,-0.00259100,0.12442432,-0.12442432
-2.78239120,0.43483694,-0.43483694,0.13939722,-0.13939722,0.00000000,-0.00000000,0.08358973,-0.08358973,0.17754326,-0.17754326,0.00238555,-0.00238555,0.10946713,-0.10946713
-2.77638819,0.41200490,-0.41200490,0.13860435,-0.13860435,0.00000000,-0.00000000,0.07452926,-0.07452926,0.17100125,-0.17100125,0.00219796,-0.00219796,0.09584289,-0.09584289
-2.77038519,0.39099794,-0.39099794,0.13768193,-0.13768192,0.00000000,-0.00000000,0.06632132,-0.06632132,0.16490782,-0.16490782,0.00202740,-0.00202740,0.08353979,-0.08353979
-2.76438219,0.37160162,-0.37160162,0.13654680,-0.13654679,0.00000000,-0.00000000,0.05893892,-0.05893892,0.15916622,-0.15916622,0.00187276,-0.00187276,0.07252150,-0.07252150
-2.75837919,0.35357869,-0.35357869,0.13512042,-0.13512042,0.00000000,-0.00000000,0.05234119,-0.05234119,0.15367623,-0.15367623,0.00173270,-0.00173270,0.06273149,-0.06273149
-2.75237619,0.33668330,-0.33668330,0.13333266,-0.13333266,0.00000000,-0.00000000,0.04647681,-0.04647681,0.14833948,-0.14833948,0.00160575,-0.00160575,0.05409749,-0.05409749
-2.74637319,0.32067394,-0.32067394,0.13112511,-0.13112511,0.00000000,-0.00000000,0.04128730,-0.04128730,0.14306431,-0.14306431,0.00149036,-0.00149036,0.04653584,-0.04653584
-2.74037019,0.30532487,-0.30532487,0.12845361,-0.12845361,0.00000000,-0.00000000,0.03671005,-0.03671005,0.13776985,-0.13776985,0.00138501,-0.00138501,0.03995560,-0.03995560
-2.73436718,0.29043537,-0.29043537,0.12529021,-0.12529021,0.00000000,-0.00000000,0.03268104,-0.03268104,0.13238926,-0.13238926,0.00128822,-0.00128822,0.03426229,-0.03426229
-2.72836418,0.27583673,-0.27583673,0.12162407,-0.12162407,0.00000000,-0.00000000,0.02913711,-0.02913711,0.12687205,-0.12687205,0.00119866,-0.00119866,0.02936106,-0.02936106
-2.72236118,0.26139690,-0.26139690,0.11746178,-0.11746178,0.00000000,-0.00000000,0.02601787,-0.02601787,0.12118533,-0.12118533,0.00111511,-0.00111511,0.02515944,-0.02515944
-2.71635818,0.24702263,-0.24702263,0.11282667,-0.11282666,0.00000000,-0.00000000,0.02326708,-0.02326708,0.11531414,-0.11531414,0.00103655,-0.00103655,0.02156938,-0.02156938
-2.71035518,0.23265958,-0.23265958,0.10775756,-0.10775756,0.00000000,-0.00000000,0.02083364,-0.02083364,0.10926096,-0.10926095,0.00096216,-0.00096216,0.01850888,-0.01850888
-2.70435218,0.21829037,-0.21829037,0.10230683,-0.10230683,0.00000000,-0.00000000,0.01867218,-0.01867218,0.10304428,-0.10304428,0.00089126,-0.00089126,0.01590306,-0.01590306
-2.69834917,0.20393104,-0.20393104,0.09653803,-0.09653803,0.00000000,-0.00000000,0.01674331,-0.01674331,0.09669678,-0.09669678,0.00082339,-0.00082339,0.01368470,-0.01368470
-2.69234617,0.18962639,-0.18962639,0.09052317,-0.09052317,0.00000000,-0.00000000,0.01501353,-0.01501353,0.09026283,-0.09026283,0.00075822,-0.00075822,0.01179449,-0.01179449
-2.68634317,0.17544432,-0.17544432,0.08433983,-0.08433983,0.00000000,-0.00000000,0.01345498,-0.01345498,0.08379586,-0.08379586,0.00069559,-0.00069559,0.01018091,-0.01018091
-2.68034017,0.16146998,-0.16146998,0.07806824,-0.07806824,0.00000000,-0.00000000,0.01204499,-0.01204499,0.07735558,-0.07735558,0.00063543,-0.00063543,0.00879982,-0.00879982
-2.67433717,0.14779969,-0.14779969,0.07178852,-0.07178852,0.00000000,-0.00000000,0.01076545,-0.01076545,0.07100529,-0.07100529,0.00057777,-0.00057777,0.00761395,-0.00761395
-2.66833417,0.13453524,-0.13453524,0.06557810,-0.06557810,0.00000000,-0.00000000,0.00960226,-0.00960226,0.06480931,-0.06480931,0.00052270,-0.00052270,0.00659221,-0.00659221
-2.66233117,0.12177882,-0.12177882,0.05950955,-0.05950955,0.00000000,-0.00000000,0.00854464,-0.00854464,0.05883086,-0.05883086,0.00047035,-0.00047035,0.00570896,-0.00570896
-2.65632816,0.10962858,-0.10962858,0.05364874,-0.05364874,0.00000000,-0.00000000,0.00758454,-0.00758454,0.05313021,-0.05313021,0.00042085,-0.00042085,0.00494330,-0.00494330
-2.65032516,0.09817525,-0.09817525,0.04805354,-0.04805354,0.00000000,-0.00000000,0.00671607,-0.00671607,0.04776343,-0.04776343,0.00037435,-0.00037435,0.00427829,-0.00427829
-2.64432216,0.08749964,-0.08749964,0.04277291,-0.04277291,0.00000000,-0.00000000,0.00593500,-0.00593500,0.04278149,-0.04278149,0.00033096,-0.00033096,0.00370035,-0.00370035
-2.63831916,0.07767118,-0.07767118,0.03784652,-0.03784652,0.00000000,-0.00000000,0.00523836,-0.00523836,0.03822990,-0.03822990,0.00029076,-0.00029076,0.00319861,-0.00319861
