energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.82591296,2.66853537,0.00271475,0.05088829,0.71995978,0.27659718,0.02998325,1.85352663,1.06640993,0.46332974
-5.81990995,2.55230712,0.00253949,0.04884308,0.68413090,0.26530529,0.02922301,1.77264868,1.01744186,0.44176346
-5.81390695,2.42827752,0.00236693,0.04661696,0.64684459,0.25311619,0.02832166,1.68644556,0.96586863,0.41883504
-5.80790395,2.29833996,0.00219937,0.04424379,0.60867984,0.24021483,0.02729271,1.59624382,0.91250002,0.39489569
-5.80190095,2.16442498,0.00203893,0.04175915,0.57021389,0.22679157,0.02615183,1.50339386,0.85815042,0.37030060
-5.79589795,2.02845575,0.00188751,0.03919936,0.53200936,0.21303774,0.02491638,1.40923902,0.80362059,0.34540051
-5.78989495,1.89230558,0.00174675,0.03660065,0.49460223,0.19914151,0.02360500,1.31508607,0.74968054,0.32053383
-5.78389195,1.75775838,0.00161805,0.03399828,0.45849109,0.18528388,0.02223709,1.22217772,0.69705389,0.29601945
-5.77788894,1.62647332,0.00150252,0.03142581,0.42412778,0.17163512,0.02083234,1.13166813,0.64640393,0.27215053
-5.77188594,1.49995428,0.00140095,0.02891441,0.39190957,0.15835162,0.01941019,1.04460165,0.59832189,0.24918933
-5.76588294,1.37952474,0.00131386,0.02649231,0.36217305,0.14557320,0.01798940,0.96189537,0.55331735,0.22736324
-5.75987994,1.26630848,0.00124146,0.02418433,0.33518967,0.13342107,0.01658758,0.88432574,0.51181106,0.20686195
-5.75387694,1.16121632,0.00118366,0.02201160,0.31116300,0.12199630,0.01522082,0.81251926,0.47413016,0.18783584
-5.74787394,1.06493876,0.00114009,0.01999125,0.29022754,0.11137886,0.01390338,0.74694736,0.44050574,0.17039547
-5.74187094,0.97794444,0.00111009,0.01813638,0.27244916,0.10162732,0.01264745,0.68792531,0.41107267,0.15461219
-5.73586793,0.90048397,0.00109278,0.01645606,0.25782684,0.09277901,0.01146299,0.63561486,0.38587164,0.14051961
-5.72986493,0.83259875,0.00108704,0.01495535,0.24629573,0.08485073,0.01035764,0.59003036,0.36485310,0.12811590
-5.72386193,0.77413419,0.00109153,0.01363559,0.23773144,0.07783988,0.00933673,0.55104803,0.34788306,0.11736682
-5.71785893,0.72475666,0.00110478,0.01249456,0.23195515,0.07172606,0.00840334,0.51841781,0.33475041,0.10820917
-5.71185593,0.68397362,0.00112516,0.01152686,0.22873977,0.06647287,0.00755845,0.49177755,0.32517567,0.10055474
-5.70585293,0.65115618,0.00115097,0.01072424,0.22781672,0.06203012,0.00680112,0.47066892,0.31882085,0.09429446
-5.69984992,0.62556352,0.00118045,0.01007600,0.22888335,0.05833607,0.00612872,0.45455471,0.31530023,0.08930264
-5.69384692,0.60636839,0.00121181,0.00956940,0.23161084,0.05531990,0.00553719,0.44283695,0.31419179,0.08544135
-5.68784392,0.59268321,0.00124334,0.00919012,0.23565239,0.05290423,0.00502134,0.43487554,0.31504911,0.08256468
-5.68184092,0.58358616,0.00127335,0.00892270,0.24065169,0.05100754,0.00457511,0.43000692,0.31741342,0.08052284
-5.67583792,0.57814661,0.00130031,0.00875097,0.24625133,0.04954663,0.00419191,0.42756230,0.32082560,0.07916611
-5.66983492,0.57544951,0.00132281,0.00865847,0.25210116,0.04843888,0.00386485,0.42688527,0.32483783,0.07834850
-5.66383192,0.57461813,0.00133965,0.00862890,0.25786637,0.04760444,0.00358704,0.42734813,0.32902461,0.07793113
-5.65782891,0.57483486,0.00134981,0.00864649,0.26323502,0.04696806,0.00335179,0.42836699,0.33299305,0.07778522
-5.65182591,0.57535949,0.00135253,0.00869639,0.26792499,0.04646088,0.00315285,0.42941494,0.33639189,0.07779480
-5.64582291,0.57554487,0.00134726,0.00876503,0.27169004,0.04602175,0.00298458,0.43003335,0.33891933,0.07785893
-5.63981991,0.57484939,0.00133373,0.00884035,0.27432490,0.04559843,0.00284207,0.42984086,0.34032923,0.07789353
-5.63381691,0.57284629,0.00131189,0.00891215,0.27566913,0.04514837,0.00272130,0.42854000,0.34043563,0.07783279
-5.62781391,0.56922956,0.00128193,0.00897227,0.27560977,0.04463921,0.00261918,0.42592131,0.33911546,0.07763010
-5.62181091,0.56381634,0.00124426,0.00901472,0.27408254,0.04404904,0.00253364,0.42186487,0.33630931,0.07725850
-5.61580790,0.55654598,0.00119949,0.00903587,0.27107168,0.04336623,0.00246361,0.41633931,0.33202031,0.07671074
-5.60980490,0.54747572,0.00114839,0.00903443,0.26660836,0.04258910,0.00240909,0.40939836,0.32631118,0.07599883
-5.60380190,0.53677330,0.00109185,0.00901149,0.26076777,0.04172520,0.00237104,0.40117510,0.31929947,0.07515314
-5.59779890,0.52470683,0.00103086,0.00897044,0.25366496,0.04079049,0.00235141,0.39187414,0.31115130,0.07422113
-5.59179590,0.51163213,0.00096649,0.00891686,0.24544963,0.03980822,0.00235305,0.38176209,0.30207372,0.07326570
-5.58579290,0.49797821,0.00089981,0.00885837,0.23630001,0.03880766,0.00237963,0.37115650,0.29230605,0.07236310
-5.57978989,0.48423111,0.00083190,0.00880440,0.22641622,0.03782279,0.00243554,0.36041377,0.28211047,0.07160070
-5.57378689,0.47091685,0.00076378,0.00876594,0.21601313,0.03689077,0.00252576,0.34991642,0.27176222,0.07107433
-5.56778389,0.45858384,0.00069644,0.00875524,0.20531316,0.03605055,0.00265577,0.34006007,0.26153970,0.07088554
-5.56178089,0.44778541,0.00063076,0.00878554,0.19453930,0.03534139,0.00283137,0.33124053,0.25171492,0.07113869
-5.55577789,0.43906280,0.00056751,0.00887070,0.18390841,0.03480146,0.00305849,0.32384148,0.24254456,0.07193792
-5.54977489,0.43292924,0.00050736,0.00902488,0.17362521,0.03446655,0.00334306,0.31822296,0.23426189,0.07338413
-5.54377189,0.42985539,0.00045088,0.00926221,0.16387710,0.03436894,0.00369076,0.31471108,0.22706990,0.07557198
-5.53776888,0.43025657,0.00039849,0.00959647,0.15482984,0.03453640,0.00410681,0.31358919,0.22113584,0.07858702
-5.53176588,0.43448202,0.00035052,0.01004073,0.14662435,0.03499140,0.00459579,0.31509064,0.21658717,0.08250292
-5.52576288,0.44280643,0.00030719,0.01060714,0.13937457,0.03575050,0.00516136,0.31939340,0.21350924,0.08737904
-5.51975988,0.45542381,0.00026864,0.01130657,0.13316638,0.03682402,0.00580602,0.32661650,0.21194449,0.09325813
-5.51375688,0.47244384,0.00023491,0.01214844,0.12805762,0.03821585,0.00653095,0.33681835,0.21189333,0.10016454
-5.50775388,0.49389059,0.00020601,0.01314048,0.12407902,0.03992352,0.00733574,0.34999697,0.21331647,0.10810278
-5.50175088,0.51970360,0.00018186,0.01428856,0.12123597,0.04193844,0.00821824,0.36609183,0.21613850,0.11705651
-5.49574787,0.54974112,0.00016241,0.01559654,0.11951094,0.04424635,0.00917440,0.38498734,0.22025274,0.12698809
-5.48974487,0.58378520,0.00014755,0.01706615,0.11886650,0.04682785,0.01019823,0.40651767,0.22552681,0.13783872
-5.48374187,0.62154862,0.00013720,0.01869690,0.11924852,0.04965912,0.01128167,0.43047262,0.23180886,0.14952906
-5.47773887,0.66268294,0.00013129,0.02048601,0.12058970,0.05271269,0.01241472,0.45660441,0.23893403,0.16196051
-5.47173587,0.70678773,0.00012979,0.02242839,0.12281292,0.05595819,0.01358547,0.48463483,0.24673094,0.17501708
-5.46573287,0.75342032,0.00013271,0.02451654,0.12583449,0.05936319,0.01478030,0.51426271,0.25502785,0.18856774
-5.45972986,0.80210579,0.00014012,0.02674062,0.12956711,0.06289393,0.01598413,0.54517120,0.26365814,0.20246928
-5.45372686,0.85234689,0.00015215,0.02908839,0.13392228,0.06651604,0.01718074,0.57703478,0.27246512,0.21656963
-5.44772386,0.90363350,0.00016899,0.03154525,0.13881238,0.07019509,0.01835317,0.60952548,0.28130570,0.23071147
-5.44172086,0.95545134,0.00019093,0.03409425,0.14415208,0.07389706,0.01948410,0.64231841,0.29005302,0.24473604
-5.43571786,1.00728982,0.00021831,0.03671616,0.14985925,0.07758869,0.02055639,0.67509633,0.29859783,0.25848701
-5.42971486,1.05864872,0.00025160,0.03938953,0.15585537,0.08123767,0.02155350,0.70755314,0.30684874,0.27181440
-5.42371186,1.10904381,0.00029130,0.04209076,0.16206545,0.08481276,0.02246004,0.73939645,0.31473142,0.28457818
-5.41770885,1.15801132,0.00033802,0.04479430,0.16841767,0.08828372,0.02326219,0.77034918,0.32218679,0.29665162
-5.41170585,1.20511142,0.00039245,0.04747280,0.17484268,0.09162125,0.02394812,0.80015044,0.32916861,0.30792422
-5.40570285,1.24993087,0.00045533,0.05009737,0.18127280,0.09479691,0.02450840,0.82855574,0.33564044,0.31830406
-5.39969985,1.29208498,0.00052747,0.05263790,0.18764131,0.09778291,0.02493620,0.85533694,0.34157260,0.32771952
-5.39369685,1.33121926,0.00060971,0.05506341,0.19388173,0.10055211,0.02522757,0.88028206,0.34693898,0.33612035
-5.38769385,1.36701091,0.00070290,0.05734259,0.19992744,0.10307795,0.02538146,0.90319515,0.35171440,0.34347798
-5.38169085,1.39917032,0.00080790,0.05944425,0.20571157,0.10533461,0.02539974,0.92389660,0.35587238,0.34978519
-5.37568784,1.42744294,0.00092553,0.06133799,0.21116731,0.10729713,0.02528707,0.94222385,0.35938376,0.35505501
-5.36968484,1.45161142,0.00105652,0.06299481,0.21622858,0.10894188,0.02505070,0.95803275,0.36221615,0.35931902
-5.36368184,1.47149819,0.00120148,0.06438784,0.22083112,0.11024695,0.02470015,0.97119946,0.36433431,0.36262515
-5.35767884,1.48696837,0.00136089,0.06549304,0.22491399,0.11119278,0.02424684,0.98162303,0.36570147,0.36503493
-5.35167584,1.49793296,0.00153499,0.06628993,0.22842124,0.11176288,0.02370369,0.98922834,0.36628144,0.36662047
-5.34567284,1.50435196,0.00172377,0.06676219,0.23130388,0.11194450,0.02308461,0.99396933,0.36604142,0.36746118
-5.33966983,1.50623740,0.00192693,0.06689832,0.23352189,0.11172944,0.02240405,0.99583230,0.36495525,0.36764044
-5.33366683,1.50365577,0.00214383,0.06669207,0.23504612,0.11111472,0.02167651,0.99483900,0.36300699,0.36724231
-5.32766383,1.49672983,0.00237343,0.06614284,0.23586013,0.11010321,0.02091610,0.99104926,0.36019443,0.36634840
-5.32166083,1.48563936,0.00261430,0.06525584,0.23596172,0.10870408,0.02013615,0.98456296,0.35653243,0.36503511
-5.31565783,1.47062079,0.00286460,0.06404216,0.23536401,0.10693315,0.01934880,0.97552112,0.35205577,0.36337125
-5.30965483,1.45196560,0.00312205,0.06251859,0.23409617,0.10481298,0.01856478,0.96410594,0.34682136,0.36141620
-5.30365183,1.43001733,0.00338398,0.06070733,0.23220366,0.10237273,0.01779319,0.95053982,0.34090963,0.35921868
-5.29764882,1.40516740,0.00364734,0.05863547,0.22974785,0.09964790,0.01704134,0.93508321,0.33442510,0.35681613
-5.29164582,1.37784975,0.00390878,0.05633437,0.22680530,0.09667972,0.01631471,0.91803141,0.32749587,0.35423483
-5.28564282,1.34853453,0.00416470,0.05383890,0.22346641,0.09351448,0.01561703,0.89971041,0.32027228,0.35149064
-5.27963982,1.31772096,0.00441134,0.05118660,0.21983379,0.09020263,0.01495029,0.88047194,0.31292459,0.34859033
-5.27363682,1.28592975,0.00464486,0.04841680,0.21602012,0.08679779,0.01431497,0.86068773,0.30563979,0.34553348
-5.26763382,1.25369504,0.00486151,0.04556970,0.21214583,0.08335569,0.01371019,0.84074335,0.29861779,0.34231481
-5.26163082,1.22155634,0.00505767,0.04268553,0.20833652,0.07993304,0.01313401,0.82103164,0.29206685,0.33892674
-5.25562781,1.19005040,0.00523002,0.03980378,0.20472016,0.07658652,0.01258363,0.80194588,0.28619864,0.33536208
-5.24962481,1.15970315,0.00537564,0.03696248,0.20142432,0.07337167,0.01205572,0.78387284,0.28122290,0.33161670
-5.24362181,1.13102185,0.00549210,0.03419765,0.19857322,0.07034204,0.01154664,0.76718579,0.27734191,0.32769191
-5.23761881,1.10448747,0.00557755,0.03154292,0.19628490,0.06754827,0.01105275,0.75223751,0.27474489,0.32359646
-5.23161581,1.08054722,0.00563079,0.02902924,0.19466843,0.06503749,0.01057058,0.73935345,0.27360245,0.31934798
-5.22561281,1.05960734,0.00565132,0.02668479,0.19382124,0.06285272,0.01009709,0.72882503,0.27406136,0.31497382
-5.21960980,1.04202625,0.00563935,0.02453506,0.19382666,0.06103245,0.00962976,0.72090324,0.27623953,0.31051103
-5.21360680,1.02810809,0.00559580,0.02260294,0.19475172,0.05961046,0.00916677,0.71579274,0.28022170,0.30600578
-5.20760380,1.01809689,0.00552224,0.02090908,0.19664524,0.05861566,0.00870699,0.71364656,0.28605569,0.30151190
-5.20160080,1.01217158,0.00542087,0.01947216,0.19953645,0.05807218,0.00825010,0.71456169,0.29374962,0.29708890
-5.19559780,1.01044221,0.00529439,0.01830936,0.20343403,0.05799948,0.00779648,0.71857590,0.30327015,0.29279952
-5.18959480,1.01294767,0.00514595,0.01743671,0.20832577,0.05841272,0.00734723,0.72566597,0.31454193,0.28870689
-5.18359180,1.01965534,0.00497900,0.01686947,0.21417903,0.05932312,0.00690405,0.73574774,0.32744847,0.28487168
-5.17758879,1.03046297,0.00479717,0.01662250,0.22094179,0.06073850,0.00646915,0.74867821,0.34183441,0.28134931
-5.17158579,1.04520305,0.00460421,0.01671052,0.22854465,0.06266387,0.00604514,0.76425986,0.35750936,0.27818751
-5.16558279,1.06364992,0.00440381,0.01714823,0.23690353,0.06510204,0.00563491,0.78224734,0.37425333,0.27542436
-5.15957979,1.08552951,0.00419951,0.01795039,0.24592316,0.06805439,0.00524148,0.80235651,0.39182348,0.27308701
-5.15357679,1.11053163,0.00399463,0.01913177,0.25550123,0.07152147,0.00486792,0.82427557,0.40996225,0.27119120
-5.14757379,1.13832438,0.00379221,0.02070694,0.26553302,0.07550377,0.00451724,0.84767804,0.42840644,0.26974145
-5.14157079,1.16857005,0.00359490,0.02268996,0.27591634,0.08000221,0.00419226,0.87223699,0.44689698,0.26873221
-5.13556778,1.20094193,0.00340499,0.02509401,0.28655653,0.08501873,0.00389561,0.89763992,0.46518891,0.26814953
-5.12956478,1.23514082,0.00322435,0.02793087,0.29737124,0.09055653,0.00362960,0.92360351,0.48306115,0.26797341
-5.12356178,1.27091054,0.00305446,0.03121039,0.30829461,0.09662028,0.00339624,0.94988728,0.50032549,0.26818041
-5.11755878,1.30805109,0.00289642,0.03493986,0.31928076,0.10321602,0.00319720,0.97630551,0.51683428,0.26874649
-5.11155578,1.34642877,0.00275097,0.03912349,0.33030606,0.11035078,0.00303378,1.00273631,0.53248647,0.26964970
-5.10555278,1.38598209,0.00261855,0.04376179,0.34137012,0.11803206,0.00290692,1.02912732,0.54723133,0.27087259
-5.09954977,1.42672305,0.00249932,0.04885114,0.35249533,0.12626689,0.00281723,1.05549736,0.56106978,0.27240406
-5.09354677,1.46873316,0.00239322,0.05438333,0.36372478,0.13506079,0.00276494,1.08193369,0.57405300,0.27424057
-5.08754377,1.51215428,0.00229997,0.06034534,0.37511861,0.14441647,0.00274995,1.10858472,0.58627829,0.27638649
-5.08154077,1.55717444,0.00221917,0.06671923,0.38674898,0.15433236,0.00277184,1.13564852,0.59788229,0.27885361
-5.07553777,1.60400914,0.00215029,0.07348216,0.39869380,0.16480114,0.00282979,1.16335727,0.60903186,0.28165984
-5.06953477,1.65287924,0.00209270,0.08060665,0.41102945,0.17580824,0.00292268,1.19195868,0.61991295,0.28482706
-5.06353177,1.70398633,0.00204566,0.08806097,0.42382307,0.18733043,0.00304898,1.22169508,0.63071811,0.28837841
-5.05752876,1.75748720,0.00200839,0.09580976,0.43712466,0.19933463,0.00320681,1.25278141,0.64163322,0.29233509
-5.05152576,1.81346877,0.00198001,0.10381469,0.45095960,0.21177702,0.00339388,1.28538335,0.65282413,0.29671291
-5.04552276,1.87192500,0.00195960,0.11203539,0.46532195,0.22460243,0.00360748,1.31959674,0.66442402,0.30151889
-5.03951976,1.93273726,0.00194613,0.12043026,0.48016904,0.23774421,0.00384451,1.35542968,0.67652206,0.30674807
-5.03351676,1.99565939,0.00193854,0.12895750,0.49541768,0.25112455,0.00410143,1.39278822,0.68915417,0.31238077
-5.02751376,2.06030854,0.00193568,0.13757593,0.51094231,0.26465519,0.00437431,1.43146672,0.70229626,0.31838056
-5.02151076,2.12616238,0.00193634,0.14624584,0.52657526,0.27823863,0.00465884,1.47114344,0.71586045,0.32469299
-5.01550775,2.19256313,0.00193926,0.15492967,0.54210920,0.29176967,0.00495039,1.51138176,0.72969451,0.33124520
-5.00950475,2.25872829,0.00194315,0.16359240,0.55730174,0.30513740,0.00524404,1.55163721,0.74358452,0.33794657
-5.00350175,2.32376768,0.00194672,0.17220184,0.57188193,0.31822725,0.00553467,1.59126987,0.75726070,0.34469021
-4.99749875,2.38670612,0.00194868,0.18072851,0.58555847,0.33092333,0.00581706,1.62956181,0.77040615,0.35135530
-4.99149575,2.44651052,0.00194779,0.18914536,0.59802919,0.34311076,0.00608596,1.66573873,0.78266802,0.35781023
-4.98549275,2.50212035,0.00194291,0.19742712,0.60899137,0.35467785,0.00633625,1.69899472,0.79367064,0.36391630
-4.97948974,2.55247986,0.00193297,0.20554945,0.61815237,0.36551828,0.00656301,1.72851915,0.80302990,0.36953173
-4.97348674,2.59657084,0.00191709,0.21348793,0.62524013,0.37553286,0.00676165,1.75352443,0.81036830,0.37451606
-4.96748374,2.63344428,0.00189452,0.22121685,0.63001302,0.38463118,0.00692805,1.77327326,0.81532986,0.37873436
-4.96148074,2.66224981,0.00186473,0.22870807,0.63226855,0.39273278,0.00705863,1.78710451,0.81759432,0.38206142
-4.95547774,2.68226168,0.00182740,0.23592987,0.63185066,0.39976810,0.00715048,1.79445637,0.81688991,0.38438555
-4.94947474,2.69290050,0.00178240,0.24284605,0.62865528,0.40567915,0.00720141,1.79488600,0.81300430,0.38561191
-4.94347174,2.69374996,0.00172986,0.24941532,0.62263382,0.41041982,0.00721002,1.78808502,0.80579317,0.38566531
-4.93746873,2.68456835,0.00167009,0.25559106,0.61379484,0.41395616,0.00717575,1.77389024,0.79518614,0.38449232
-4.93146573,2.66529460,0.00160361,0.26132162,0.60220352,0.41626646,0.00709887,1.75228951,0.78118999,0.38206277
-4.92546273,2.63604911,0.00153111,0.26655109,0.58797942,0.41734127,0.00698046,1.72342251,0.76388898,0.37837058
-4.91945973,2.59712976,0.00145345,0.27122074,0.57129239,0.41718356,0.00682242,1.68757680,0.74344252,0.37343389
-4.91345673,2.54900342,0.00137156,0.27527096,0.55235722,0.41580890,0.00662736,1.64517947,0.72008024,0.36729467
-4.90745373,2.49229389,0.00128649,0.27864379,0.53142710,0.41324573,0.00639853,1.59678487,0.69409493,0.36001774
-4.90145073,2.42776680,0.00119931,0.28128583,0.50878633,0.40953585,0.00613975,1.54305910,0.66583362,0.35168937
-4.89544772,2.35631222,0.00111113,0.28315152,0.48474261,0.40473494,0.00585529,1.48476211,0.63568723,0.34241548
-4.88944472,2.27892576,0.00102299,0.28420662,0.45961930,0.39891319,0.00554974,1.42272791,0.60407936,0.33231954
-4.88344172,2.19668890,0.00093592,0.28443161,0.43374784,0.39215592,0.00522790,1.35784408,0.57145463,0.32154026
-4.87743872,2.11074897,0.00085085,0.28382499,0.40746069,0.38456408,0.00489464,1.29103089,0.53826700,0.31022912
-4.87143572,2.02229942,0.00076861,0.28240614,0.38108496,0.37625465,0.00455483,1.22322117,0.50496858,0.29854779
-4.86543272,1.93256082,0.00068991,0.28021768,0.35493689,0.36736062,0.00421318,1.15534122,0.47199931,0.28666558
-4.85942971,1.84276276,0.00061537,0.27732696,0.32931728,0.35803072,0.00387419,1.08829342,0.43977769,0.27475686
-4.85342671,1.75412697,0.00054544,0.27382687,0.30450790,0.34842857,0.00354203,1.02294099,0.40869300,0.26299855
-4.84742371,1.66785177,0.00048047,0.26983550,0.28076886,0.33873137,0.00322053,0.96009508,0.37909907,0.25156771
-4.84142071,1.58509779,0.00042069,0.26549484,0.25833688,0.32912796,0.00291308,0.90050437,0.35130967,0.24063929
-4.83541771,1.50697509,0.00036620,0.26096843,0.23742436,0.31981626,0.00262265,0.84484732,0.32559553,0.23038392
-4.82941471,1.43453141,0.00031705,0.25643791,0.21821909,0.31100022,0.00235176,0.79372674,0.30218301,0.22096595
-4.82341171,1.36874161,0.00027314,0.25209873,0.20088457,0.30288610,0.00210249,0.74766686,0.28125414,0.21254159
-4.81740870,1.31049801,0.00023437,0.24815497,0.18556058,0.29567839,0.00187652,0.70711222,0.26294795,0.20525719
-4.81140570,1.26060165,0.00020054,0.24481348,0.17236403,0.28957526,0.00167514,0.67242840,0.24736283,0.19924762
-4.80540270,1.21975410,0.00017145,0.24227760,0.16138988,0.28476386,0.00149932,0.64390398,0.23455961,0.19463486
-4.79939970,1.18854998,0.00014686,0.24074059,0.15271195,0.28141542,0.00134978,0.62175344,0.22456522,0.19152656
-4.79339670,1.16746994,0.00012655,0.24037901,0.14638371,0.27968039,0.00122698,0.60612062,0.21737651,0.19001474
-4.78739370,1.15687416,0.00011028,0.24134639,0.14243870,0.27968384,0.00113127,0.59708233,0.21296413,0.19017455
-4.78139070,1.15699641,0.00009786,0.24376728,0.14089080,0.28152112,0.00106288,0.59465187,0.21127613,0.19206303
-4.77538769,1.16793876,0.00008910,0.24773196,0.14173426,0.28525414,0.00102199,0.59878218,0.21224122,0.19571795
-4.76938469,1.18966730,0.00008387,0.25329218,0.14494345,0.29090822,0.00100878,0.60936851,0.21577154,0.20115671
-4.76338169,1.22200884,0.00008206,0.26045782,0.15047250,0.29846980,0.00102347,0.62625057,0.22176478,0.20837532
-4.75737869,1.26464924,0.00008362,0.26919489,0.15825486,0.30788515,0.00106634,0.64921408,0.23010576,0.21734748
-4.75137569,1.31713341,0.00008851,0.27942488,0.16820287,0.31906001,0.00113773,0.67799200,0.24066743,0.22802390
-4.74537269,1.37886757,0.00009675,0.29102554,0.18020747,0.33186040,0.00123808,0.71226546,0.25331139,0.24033178
-4.73936968,1.44912394,0.00010838,0.30383313,0.19413814,0.34611465,0.00136786,0.75166475,0.26788797,0.25417471
-4.73336668,1.52704817,0.00012345,0.31764609,0.20984323,0.36161648,0.00152757,0.79577049,0.28423612,0.26943285
-4.72736368,1.61166968,0.00014204,0.33223010,0.22715058,0.37812924,0.00171772,0.84411533,0.30218318,0.28596364
-4.72136068,1.70191491,0.00016423,0.34732426,0.24586875,0.39539117,0.00193873,0.89618639,0.32154463,0.30360299
-4.71535768,1.79662338,0.00019007,0.36264840,0.26578871,0.41312150,0.00219089,0.95142855,0.34212407,0.32216696
-4.70935468,1.89456633,0.00021960,0.37791100,0.28668596,0.43102727,0.00247429,1.00924881,0.36371342,0.34145403
-4.70335168,1.99446730,0.00025281,0.39281765,0.30832323,0.44881053,0.00278871,1.06902167,0.38609354,0.36124787
-4.69734867,2.09502441,0.00028965,0.40707963,0.33045347,0.46617580,0.00313355,1.13009555,0.40903518,0.38132061
-4.69134567,2.19493321,0.00032999,0.42042228,0.35282326,0.48283733,0.00350776,1.19180006,0.43230044,0.40143644
-4.68534267,2.29290969,0.00037363,0.43259273,0.37517630,0.49852611,0.00390973,1.25345399,0.45564462,0.42135555
-4.67933967,2.38771230,0.00042029,0.44336692,0.39725707,0.51299605,0.00433722,1.31437377,0.47881842,0.44083824
-4.67333667,2.47816250,0.00046959,0.45255528,0.41881444,0.52602934,0.00478733,1.37388213,0.50157048,0.45964904
-4.66733367,2.56316284,0.00052106,0.46000715,0.43960509,0.53744069,0.00525642,1.43131663,0.52365020,0.47756079
-4.66133067,2.64171226,0.00057413,0.46561354,0.45939677,0.54708018,0.00574013,1.48603796,0.54481066,0.49435841
-4.65532766,2.71291802,0.00062814,0.46930836,0.47797114,0.55483486,0.00623336,1.53743759,0.56481165,0.50984245
-4.64932466,2.77600420,0.00068237,0.47106785,0.49512639,0.56062890,0.00673036,1.58494486,0.58342269,0.52383214
-4.64332166,2.83031682,0.00073601,0.47090866,0.51067943,0.56442248,0.00722472,1.62803318,0.60042604,0.53616801
