energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.65182591,4.48629975,1.62588208,3.02034953,0.02069575,0.13992280,0.01006412,0.71004977,0.54720428,0.27568472
-5.64582291,4.47286586,1.63526900,3.00746385,0.02020187,0.13964095,0.00995600,0.70628197,0.55001507,0.27590868
-5.63981991,4.44161680,1.63791551,2.98316145,0.01959021,0.13857431,0.00979624,0.69985706,0.55041033,0.27470331
-5.63381691,4.39289590,1.63363310,2.94775971,0.01887273,0.13673996,0.00958745,0.69081581,0.54831810,0.27208731
-5.62781391,4.32728117,1.62232872,2.90171904,0.01806313,0.13416934,0.00933302,0.67922748,0.54370863,0.26810312
-5.62181091,4.24558523,1.60401405,2.84564163,0.01717640,0.13090738,0.00903703,0.66519080,0.53659744,0.26281600
-5.61580790,4.14885077,1.57881291,2.78026742,0.01622833,0.12701139,0.00870420,0.64883469,0.52704730,0.25631262
-5.60980490,4.03834082,1.54696576,2.70646703,0.01523511,0.12254960,0.00833970,0.63031853,0.51516890,0.24869919
-5.60380190,3.91552372,1.50883118,2.62523123,0.01421283,0.11759941,0.00794912,0.60983186,0.50112009,0.24009907
-5.59779890,3.78205239,1.46488389,2.53765700,0.01317709,0.11224550,0.00753828,0.58759336,0.48510365,0.23065015
-5.59179590,3.63973827,1.41570906,2.44493025,0.01214266,0.10657782,0.00711314,0.56384894,0.46736356,0.22050186
-5.58579290,3.49052011,1.36199300,2.34830535,0.01112313,0.10068942,0.00667967,0.53886897,0.44817997,0.20981203
-5.57978989,3.33642857,1.30451035,2.24908224,0.01013070,0.09467440,0.00624374,0.51294465,0.42786286,0.19874359
-5.57378689,3.17954725,1.24410811,2.14858138,0.00917600,0.08862591,0.00581100,0.48638340,0.40674475,0.18746129
-5.56778389,3.02197150,1.18168701,2.04811763,0.00826798,0.08263420,0.00538682,0.45950354,0.38517264,0.17612847
-5.56178089,2.86576607,1.11818071,1.94897369,0.00741387,0.07678488,0.00497617,0.43262829,0.36349936,0.16490392
-5.55577789,2.71292299,1.05453374,1.85237400,0.00661919,0.07115743,0.00458356,0.40607931,0.34207490,0.15393891
-5.54977489,2.56532096,0.99167867,1.75946000,0.00588782,0.06582387,0.00421302,0.38016998,0.32123765,0.14337455
-5.54377189,2.42468743,0.93051348,1.67126748,0.00522214,0.06084767,0.00386801,0.35519861,0.30130616,0.13333933
-5.53776888,2.29256454,0.87187980,1.58870674,0.00462310,0.05628296,0.00355140,0.33144188,0.28257150,0.12394706
-5.53176588,2.17027990,0.81654271,1.51254610,0.00409046,0.05217391,0.00326550,0.30914869,0.26529043,0.11529513
-5.52576288,2.05892291,0.76517279,1.44339918,0.00362288,0.04855440,0.00301199,0.28853468,0.24967971,0.10746311
-5.51975988,1.95932722,0.71833100,1.38171623,0.00321818,0.04544788,0.00279197,0.26977758,0.23591159,0.10051185
-5.51375688,1.87205970,0.67645663,1.32777969,0.00287345,0.04286743,0.00260596,0.25301359,0.22411055,0.09448279
-5.50775388,1.79741612,0.63985898,1.28170386,0.00258521,0.04081601,0.00245390,0.23833489,0.21435148,0.08939785
-5.50175088,1.73542353,0.60871261,1.24343872,0.00234961,0.03928688,0.00233519,0.22578841,0.20665926,0.08525957
-5.49574787,1.68584905,0.58305660,1.21277755,0.00216252,0.03826420,0.00224874,0.21537584,0.20100964,0.08205172
-5.48974487,1.64821500,0.56279743,1.18936820,0.00201963,0.03772374,0.00219297,0.20705501,0.19733155,0.07974026
-5.48374187,1.62181973,0.54771571,1.17272757,0.00191660,0.03763371,0.00216586,0.20074240,0.19551057,0.07827468
-5.47773887,1.60576368,0.53747627,1.16225899,0.00184910,0.03795578,0.00216503,0.19631691,0.19539367,0.07758964
-5.47173587,1.59898002,0.53164136,1.15727195,0.00181290,0.03864616,0.00218774,0.19362468,0.19679484,0.07760699
-5.46573287,1.60026918,0.52968664,1.15700391,0.00180391,0.03965679,0.00223100,0.19248471,0.19950163,0.07823807
-5.45972986,1.60833627,0.53101928,1.16064347,0.00181824,0.04093665,0.00229157,0.19269528,0.20328235,0.07938620
-5.45372686,1.62183059,0.53499792,1.16735447,0.00185222,0.04243307,0.00236608,0.19404083,0.20789370,0.08094943
-5.44772386,1.63938613,0.54095353,1.17630045,0.00190248,0.04409319,0.00245110,0.19629913,0.21308870,0.08282339
-5.44172086,1.65966189,0.54821086,1.18666871,0.00196591,0.04586530,0.00254317,0.19924843,0.21862452,0.08490419
-5.43571786,1.68138094,0.55610967,1.19769337,0.00203975,0.04770028,0.00263892,0.20267442,0.22427010,0.08709135
-5.42971486,1.70336698,0.56402507,1.20867683,0.00212156,0.04955288,0.00273513,0.20637676,0.22981328,0.08929051
-5.42371186,1.72457710,0.57138643,1.21900877,0.00220927,0.05138291,0.00282882,0.21017489,0.23506718,0.09141610
-5.41770885,1.74412975,0.57769412,1.22818213,0.00230116,0.05315633,0.00291728,0.21391299,0.23987557,0.09339358
-5.41170585,1.76132685,0.58253372,1.23580549,0.00239590,0.05484603,0.00299819,0.21746385,0.24411717,0.09516135
-5.40570285,1.77566915,0.58558713,1.24161132,0.00249252,0.05643245,0.00306964,0.22073164,0.24770857,0.09667229
-5.39969985,1.78686428,0.58664025,1.24545978,0.00259040,0.05790383,0.00313019,0.22365341,0.25060575,0.09789466
-5.39369685,1.79482724,0.58558712,1.24733787,0.00268928,0.05925627,0.00317888,0.22619930,0.25280423,0.09881253
-5.38769385,1.79967313,0.58243030,1.24735389,0.00278918,0.06049333,0.00321528,0.22837154,0.25433763,0.09942568
-5.38169085,1.80170268,0.57727763,1.24572761,0.00289039,0.06162543,0.00323946,0.23020236,0.25527498,0.09974876
-5.37568784,1.80138108,0.57033555,1.24277632,0.00299343,0.06266888,0.00325196,0.23175079,0.25571669,0.09981016
-5.36968484,1.79931117,0.56189934,1.23889755,0.00309896,0.06364471,0.00325382,0.23309868,0.25578955,0.09965014
-5.36368184,1.79620216,0.55234059,1.23454925,0.00320775,0.06457720,0.00324648,0.23434614,0.25564077,0.09931875
-5.35767884,1.79283541,0.54209260,1.23022824,0.00332057,0.06549235,0.00323176,0.23560643,0.25543156,0.09887332
-5.35167584,1.79002878,0.53163412,1.22644794,0.00343817,0.06641625,0.00321177,0.23700086,0.25533024,0.09837577
-5.34567284,1.78860108,0.52147219,1.22371650,0.00356119,0.06737338,0.00318885,0.23865361,0.25550552,0.09788985
-5.33966983,1.78933830,0.51212461,1.22251611,0.00369007,0.06838511,0.00316549,0.24068684,0.25611975,0.09747840
-5.33366683,1.79296292,0.50410263,1.22328447,0.00382505,0.06946828,0.00314429,0.24321630,0.25732289,0.09720075
-5.32766383,1.80010756,0.49789450,1.22639918,0.00396611,0.07063405,0.00312785,0.24634742,0.25924697,0.09711042
-5.32166083,1.81129371,0.49395027,1.23216544,0.00411289,0.07188703,0.00311872,0.25017211,0.26200151,0.09725307
-5.31565783,1.82691641,0.49266824,1.24080762,0.00426478,0.07322475,0.00311936,0.25476630,0.26566984,0.09766505
-5.30965483,1.84723489,0.49438341,1.25246460,0.00442081,0.07463754,0.00313208,0.26018818,0.27030647,0.09837222
-5.30365183,1.87236927,0.49935815,1.26718897,0.00457974,0.07610874,0.00315901,0.26647709,0.27593559,0.09938944
-5.29764882,1.90230291,0.50777511,1.28494972,0.00474010,0.07761531,0.00320206,0.27365313,0.28255049,0.10072045
-5.29164582,1.93688983,0.51973259,1.30563811,0.00490018,0.07912878,0.00326295,0.28171723,0.29011406,0.10235830
-5.28564282,1.97586638,0.53524220,1.32907603,0.00505814,0.08061649,0.00334314,0.29065171,0.29856020,0.10428617
-5.27963982,2.01886634,0.55422879,1.35502635,0.00521207,0.08204305,0.00344388,0.30042118,0.30779594,0.10647854
-5.27363682,2.06543836,0.57653265,1.38320465,0.00536003,0.08337198,0.00356620,0.31097368,0.31770433,0.10890276
-5.26763382,2.11506493,0.60191359,1.41329156,0.00550019,0.08456741,0.00371089,0.32224205,0.32814785,0.11152066
-5.26163082,2.16718189,0.63005703,1.44494538,0.00563080,0.08559576,0.00387854,0.33414537,0.33897226,0.11429040
-5.25562781,2.22119776,0.66058174,1.47781425,0.00575035,0.08642736,0.00406951,0.34659053,0.35001072,0.11716831
-5.24962481,2.27651222,0.69304913,1.51154768,0.00585755,0.08703788,0.00428395,0.35947387,0.36108818,0.12011069
-5.24362181,2.33253338,0.72697384,1.54580705,0.00595138,0.08740949,0.00452176,0.37268293,0.37202579,0.12307540
-5.23761881,2.38869333,0.76183548,1.58027497,0.00603114,0.08753176,0.00478260,0.38609830,0.38264535,0.12602339
-5.23161581,2.44446195,0.79709135,1.61466333,0.00609643,0.08740223,0.00506586,0.39959560,0.39277365,0.12891985
-5.22561281,2.49935882,0.83218971,1.64872005,0.00614713,0.08702657,0.00537060,0.41304767,0.40224661,0.13173521
-5.21960980,2.55296325,0.86658347,1.68223461,0.00618339,0.08641847,0.00569555,0.42632692,0.41091318,0.13444577
-5.21360680,2.60492249,0.89974402,1.71504233,0.00620558,0.08559906,0.00603908,0.43930786,0.41863890,0.13703408
-5.20760380,2.65495823,0.93117469,1.74702750,0.00621424,0.08459610,0.00639911,0.45186990,0.42530905,0.13948899
-5.20160080,2.70287136,0.96042365,1.77812539,0.00621007,0.08344289,0.00677316,0.46390016,0.43083128,0.14180552
-5.19559780,2.74854515,0.98709579,1.80832318,0.00619380,0.08217690,0.00715828,0.47529644,0.43513779,0.14398442
-5.18959480,2.79194669,1.01086317,1.83765979,0.00616620,0.08083829,0.00755105,0.48597014,0.43818677,0.14603158
-5.18359180,2.83312671,1.03147379,1.86622456,0.00612803,0.07946837,0.00794762,0.49584907,0.43996335,0.14795726
-5.17758879,2.87221750,1.04875812,1.89415478,0.00607996,0.07810798,0.00834370,0.50487995,0.44047972,0.14977522
-5.17158579,2.90942894,1.06263338,1.92163188,0.00602260,0.07679595,0.00873462,0.51303055,0.43977468,0.15150175
-5.16558279,2.94504250,1.07310505,1.94887638,0.00595647,0.07556772,0.00911543,0.52029128,0.43791240,0.15315471
-5.15957979,2.97940296,1.08026570,1.97614137,0.00588200,0.07445407,0.00948094,0.52667610,0.43498054,0.15475249
-5.15357679,3.01290803,1.08429099,2.00370468,0.00579957,0.07348010,0.00982586,0.53222264,0.43108771,0.15631305
-5.14757379,3.04599556,1.08543283,2.03185955,0.00570948,0.07266445,0.01014491,0.53699149,0.42636036,0.15785300
-5.14157079,3.07912867,1.08401009,2.06090411,0.00561207,0.07201882,0.01043295,0.54106452,0.42093913,0.15938676
-5.13556778,3.11277882,1.08039681,2.09112971,0.00550767,0.07154771,0.01068512,0.54454225,0.41497481,0.16092577
-5.12956478,3.14740713,1.07500861,2.12280826,0.00539671,0.07124849,0.01089699,0.54754034,0.40862395,0.16247787
-5.12356178,3.18344441,1.06828754,2.15617905,0.00527972,0.07111170,0.01106465,0.55018527,0.40204429,0.16404677
-5.11755878,3.22127035,1.06068599,2.19143528,0.00515739,0.07112158,0.01118489,0.55260917,0.39539013,0.16563159
-5.11155578,3.26119255,1.05265016,2.22871075,0.00503053,0.07125680,0.01125524,0.55494423,0.38880777,0.16722667
-5.10555278,3.30342603,1.04460384,2.26806722,0.00490015,0.07149132,0.01127408,0.55731666,0.38243107,0.16882136
-5.09954977,3.34807419,1.03693291,2.30948298,0.00476741,0.07179543,0.01124072,0.55984057,0.37637748,0.17040004
-5.09354677,3.39511178,1.02997129,2.35284304,0.00463361,0.07213680,0.01115534,0.56261193,0.37074438,0.17194227
-5.08754377,3.44437100,1.02398879,2.39793157,0.00450017,0.07248157,0.01101909,0.56570295,0.36560613,0.17342306
-5.08154077,3.49553138,1.01918129,2.44442705,0.00436858,0.07279543,0.01083398,0.56915713,0.36101173,0.17481326
-5.07553777,3.54811424,1.01566375,2.49190050,0.00424031,0.07304468,0.01060283,0.57298523,0.35698331,0.17608014
-5.06953477,3.60148228,1.01346617,2.53981724,0.00411681,0.07319718,0.01032922,0.57716236,0.35351545,0.17718799
-5.06353177,3.65484498,1.01253271,2.58754231,0.00399942,0.07322321,0.01001734,0.58162650,0.35057542,0.17809894
-5.05752876,3.70726976,1.01272406,2.63434974,0.00388930,0.07309628,0.00967190,0.58627842,0.34810435,0.17877383
-5.05152576,3.75769921,1.01382291,2.67943561,0.00378739,0.07279370,0.00929801,0.59098328,0.34601934,0.17917315
-5.04552276,3.80497411,1.01554226,2.72193462,0.00369437,0.07229713,0.00890100,0.59557373,0.34421640,0.17925809
-5.03951976,3.84786159,1.01753644,2.76093997,0.00361060,0.07159299,0.00848637,0.59985462,0.34257418,0.17899165
-5.03351676,3.88508795,1.01941417,2.79552584,0.00353612,0.07067268,0.00805960,0.60360911,0.34095847,0.17833972
-5.02751376,3.91537499,1.02075344,2.82477191,0.00347066,0.06953282,0.00762610,0.60660597,0.33922714,0.17727221
-5.02151076,3.93747857,1.02111731,2.84778907,0.00341361,0.06817528,0.00719110,0.60860779,0.33723554,0.17576415
-5.01550775,3.95022831,1.02007043,2.86374547,0.00336408,0.06660717,0.00675962,0.60937989,0.33484198,0.17379674
-5.00950475,3.95256663,1.01719525,2.87189187,0.00332094,0.06484079,0.00633639,0.60869943,0.33191329,0.17135827
-5.00350175,3.94358590,1.01210763,2.87158552,0.00328284,0.06289349,0.00592589,0.60636437,0.32833013,0.16844500
-4.99749875,3.92256208,1.00447106,2.86231146,0.00324832,0.06078748,0.00553230,0.60220203,0.32399180,0.16506181
-4.99149575,3.88898358,0.99400910,2.84370055,0.00321588,0.05854962,0.00515958,0.59607669,0.31882050,0.16122276
-4.98549275,3.84257423,0.98051556,2.81554358,0.00318399,0.05621119,0.00481149,0.58789604,0.31276482,0.15695139
-4.97948974,3.78330933,0.96386208,2.77780072,0.00315125,0.05380756,0.00449170,0.57761612,0.30580225,0.15228084
-4.97348674,3.71142431,0.94400287,2.73060631,0.00311642,0.05137800,0.00420379,0.56524462,0.29794076,0.14725376
-4.96748374,3.62741559,0.92097656,2.67426856,0.00307848,0.04896525,0.00395139,0.55084238,0.28921929,0.14192196
-4.96148074,3.53203379,0.89490517,2.60926444,0.00303671,0.04661528,0.00373823,0.53452296,0.27970719,0.13634584
-4.95547774,3.42626947,0.86599028,2.53622985,0.00299073,0.04437684,0.00356821,0.51645045,0.26950261,0.13059360
-4.94947474,3.31133209,0.83450666,2.45594574,0.00294050,0.04230111,0.00344548,0.49683552,0.25873003,0.12474030
-4.94347174,3.18862310,0.80079379,2.36932052,0.00288640,0.04044120,0.00337446,0.47592997,0.24753686,0.11886663
-4.93746873,3.05970400,0.76524551,2.27736952,0.00282915,0.03885166,0.00335983,0.45401997,0.23608935,0.11305760
-4.93146573,2.92626065,0.72829830,2.18119226,0.00276986,0.03758790,0.00340658,0.43141823,0.22456808,0.10740107
-4.92546273,2.79006489,0.69041879,2.08194825,0.00270996,0.03670547,0.00351993,0.40845551,0.21316289,0.10198613
-4.91945973,2.65293477,0.65209069,1.98083197,0.00265117,0.03625935,0.00370524,0.38547176,0.20206772,0.09690151
-4.91345673,2.51669433,0.61380191,1.87904781,0.00259544,0.03630303,0.00396792,0.36280702,0.19147539,0.09223379
-4.90745373,2.38313413,0.57603198,1.77778554,0.00254484,0.03688757,0.00431329,0.34079272,0.18157245,0.08806574
-4.90145073,2.25397326,0.53924030,1.67819678,0.00250154,0.03806047,0.00474638,0.31974325,0.17253429,0.08447456
-4.89544772,2.13082374,0.50385550,1.58137304,0.00246768,0.03986452,0.00527175,0.29994835,0.16452064,0.08153023
-4.88944472,2.01515798,0.47026608,1.48832559,0.00244528,0.04233651,0.00589322,0.28166628,0.15767148,0.07929388
-4.88344172,1.90827966,0.43881248,1.39996744,0.00243619,0.04550592,0.00661368,0.26511806,0.15210353,0.07781636
-4.87743872,1.81129874,0.40978079,1.31709780,0.00244194,0.04939359,0.00743481,0.25048276,0.14790738,0.07713682
-4.87143572,1.72511077,0.38339801,1.24038910,0.00246373,0.05401042,0.00835686,0.23789402,0.14514521,0.07728160
-4.86543272,1.65038093,0.35982902,1.17037673,0.00250230,0.05935617,0.00937841,0.22743774,0.14384927,0.07826326
-4.85942971,1.58753304,0.33917502,1.10745172,0.00255791,0.06541842,0.01049618,0.21915102,0.14402112,0.08007989
-4.85342671,1.53674369,0.32147367,1.05185638,0.00263031,0.07217170,0.01170490,0.21302222,0.14563146,0.08271475
-4.84742371,1.49794186,0.30670051,1.00368314,0.00271868,0.07957701,0.01299721,0.20899231,0.14862094,0.08613617
-4.84142071,1.47081395,0.29477192,0.96287647,0.00282165,0.08758158,0.01436363,0.20695720,0.15290148,0.09029789
-4.83541771,1.45481429,0.28554921,0.92923803,0.00293731,0.09611910,0.01579259,0.20677121,0.15835848,0.09513975
-4.82941471,1.44918127,0.27884396,0.90243503,0.00306326,0.10511041,0.01727058,0.20825146,0.16485360,0.10058878
-4.82341171,1.45295852,0.27442437,0.88201164,0.00319665,0.11446455,0.01878230,0.21118314,0.17222830,0.10656070
-4.81740870,1.46502118,0.27202245,0.86740319,0.00333426,0.12408041,0.02031099,0.21532558,0.18030777,0.11296177
-4.81140570,1.48410639,0.27134210,0.85795311,0.00347261,0.13384870,0.02183871,0.22041886,0.18890554,0.11969098
-4.80540270,1.50884755,0.27206763,0.85293193,0.00360803,0.14365436,0.02334676,0.22619100,0.19782830,0.12664258
-4.79939970,1.53781126,0.27387275,0.85155806,0.00373678,0.15337931,0.02481613,0.23236537,0.20688102,0.13370869
-4.79339670,1.56953613,0.27642978,0.85301967,0.00385521,0.16290537,0.02622791,0.23866825,0.21587219,0.14078220
-4.78739370,1.60257199,0.27941875,0.85649705,0.00395982,0.17211734,0.02756385,0.24483630,0.22461899,0.14775954
-4.78139070,1.63551861,0.28253632,0.86118479,0.00404740,0.18090604,0.02880671,0.25062374,0.23295230,0.15454348
-4.77538769,1.66706232,0.28550414,0.86631295,0.00411516,0.18917127,0.02994078,0.25580896,0.24072126,0.16104567
-4.76938469,1.69600962,0.28807648,0.87116669,0.00416078,0.19682445,0.03095225,0.26020051,0.24779747,0.16718892
-4.76338169,1.72131641,0.29004692,0.87510359,0.00418250,0.20379098,0.03182949,0.26364205,0.25407848,0.17290911
-4.75737869,1.74211201,0.29125383,0.87756817,0.00417920,0.21001206,0.03256337,0.26601635,0.25949057,0.17815663
-4.75137569,1.75771713,0.29158452,0.87810316,0.00415041,0.21544604,0.03314738,0.26724802,0.26399076,0.18289726
-4.74537269,1.76765539,0.29097791,0.87635719,0.00409631,0.22006920,0.03357780,0.26730495,0.26756789,0.18711259
-4.73936968,1.77165801,0.28942563,0.87208886,0.00401777,0.22387583,0.03385363,0.26619846,0.27024291,0.19079983
-4.73336668,1.76966179,0.28697151,0.86516693,0.00391626,0.22687786,0.03397660,0.26398205,0.27206817,0.19397104
-4.72736368,1.76180073,0.28370943,0.85556719,0.00379379,0.22910380,0.03395102,0.26074894,0.27312598,0.19665197
-4.72136068,1.74839164,0.27977972,0.84336587,0.00365292,0.23059726,0.03378358,0.25662839,0.27352620,0.19888034
-4.71535768,1.72991472,0.27536403,0.82873031,0.00349656,0.23141498,0.03348313,0.25178096,0.27340326,0.20070381
-4.70935468,1.70698983,0.27067899,0.81190721,0.00332795,0.23162457,0.03306039,0.24639289,0.27291234,0.20217771
-4.70335168,1.68034948,0.26596875,0.79320906,0.00315054,0.23130194,0.03252768,0.24066980,0.27222504,0.20336247
-4.69734867,1.65080957,0.26149656,0.77299938,0.00296784,0.23052865,0.03189857,0.23482987,0.27152454,0.20432107
-4.69134567,1.61923901,0.25753583,0.75167718,0.00278338,0.22938910,0.03118756,0.22909671,0.27100029,0.20511645
-4.68534267,1.58652900,0.25436063,0.72966142,0.00260054,0.22796788,0.03040981,0.22369219,0.27084247,0.20580901
-4.67933967,1.55356303,0.25223611,0.70737572,0.00242254,0.22634709,0.02958072,0.21882936,0.27123612,0.20645424
-4.67333667,1.52118844,0.25140897,0.68523397,0.00225227,0.22460395,0.02871573,0.21470566,0.27235528,0.20710066
-4.66733367,1.49019013,0.25209836,0.66362708,0.00209230,0.22280859,0.02782993,0.21149671,0.27435707,0.20778798
-4.66133067,1.46126707,0.25448727,0.64291121,0.00194476,0.22102215,0.02693783,0.20935059,0.27737605,0.20854561
-4.65532766,1.43501217,0.25871484,0.62339774,0.00181137,0.21929522,0.02605308,0.20838303,0.28151876,0.20939159
-4.64932466,1.41189592,0.26486987,0.60534506,0.00169337,0.21766659,0.02518821,0.20867349,0.28685899,0.21033180
-4.64332166,1.39225402,0.27298549,0.58895245,0.00159151,0.21616251,0.02435445,0.21026226,0.29343360,0.21135977
