energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Na_s_up,Na_s_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,3.63104428,-1.19795868,0.04005228,-0.02116673,0.80503461,-0.25974227,1.33107206,-0.34491520,1.12292379,-0.30454495,0.12545584,-0.10697559,0.03936065,-0.01414266,0.87697469,-0.35915034
-5.99399700,3.61564398,-1.19991305,0.03959231,-0.02226578,0.80250592,-0.26388516,1.32714922,-0.35929212,1.10913381,-0.30879687,0.12573840,-0.10423404,0.03779931,-0.01302711,0.87474010,-0.35643606
-5.98799400,3.59674723,-1.21670661,0.03920978,-0.02347852,0.79879503,-0.27118981,1.31994397,-0.37744162,1.09598135,-0.31618254,0.12610450,-0.10252379,0.03625313,-0.01220313,0.87184231,-0.35828628
-5.98199100,3.57411230,-1.24770203,0.03891571,-0.02478503,0.79384140,-0.28152828,1.30940251,-0.39924611,1.08351859,-0.32650726,0.12655206,-0.10175057,0.03472532,-0.01166168,0.86822520,-0.36452010
-5.97598799,3.54749855,-1.29226505,0.03871775,-0.02616584,0.78758601,-0.29477737,1.29550286,-0.42459750,1.07175481,-0.33957790,0.12707334,-0.10181247,0.03321809,-0.01139410,0.86383949,-0.37495369
-5.96998499,3.51669521,-1.34979498,0.03862018,-0.02760252,0.77997703,-0.31082402,1.27826234,-0.45340262,1.06066339,-0.35521129,0.12765513,-0.10260405,0.03173308,-0.01139251,0.85865052,-0.38941035
-5.96398199,3.48155228,-1.41974733,0.03862402,-0.02907826,0.77097619,-0.32956904,1.25774508,-0.48558643,1.05019138,-0.37324085,0.12827941,-0.10402025,0.03027164,-0.01165012,0.85264611,-0.40772840
-5.95797899,3.44201231,-1.50164747,0.03872734,-0.03057826,0.76056533,-0.35092872,1.23406928,-0.52109269,1.04027096,-0.39352118,0.12892428,-0.10595970,0.02883519,-0.01216135,0.84584433,-0.42976621
-5.95197599,3.39814115,-1.59509442,0.03892574,-0.03209012,0.74875290,-0.37483421,1.20741361,-0.55988191,1.03083248,-0.41593033,0.12956512,-0.10832748,0.02742554,-0.01292178,0.83830073,-0.45540449
-5.94597299,3.35015614,-1.69975439,0.03921304,-0.03360406,0.73557990,-0.40122869,1.17802234,-0.60192633,1.02181819,-0.44036949,0.13017614,-0.11103721,0.02604514,-0.01392790,0.83011460,-0.48454548
-5.93996998,3.29845001,-1.81534424,0.03958192,-0.03511293,0.72112501,-0.43006225,1.14620876,-0.64720217,1.01319584,-0.46676018,0.13073192,-0.11401243,0.02469737,-0.01517682,0.82143400,-0.51710904
-5.93396698,3.24360887,-1.94160555,0.04002472,-0.03661215,0.70550843,-0.46128474,1.11235653,-0.69567926,1.00497140,-0.49503894,0.13120913,-0.11718731,0.02338670,-0.01666566,0.81245916,-0.55302608
-5.92796398,3.18642319,-2.07827055,0.04053423,-0.03809948,0.68889416,-0.49483690,1.07691886,-0.74730848,0.99720011,-0.52514976,0.13158816,-0.12050666,0.02211883,-0.01839100,0.80344416,-0.59222941
-5.92196098,3.12789077,-2.22502176,0.04110430,-0.03957459,0.67149050,-0.53064006,1.04041520,-0.80200778,0.98999491,-0.55703465,0.13185467,-0.12392537,0.02090078,-0.02034816,0.79469657,-0.63464274
-5.91595798,3.06921115,-2.38144765,0.04173054,-0.04103856,0.65354867,-0.56858529,1.00342568,-0.85964726,0.98353193,-0.59062290,0.13200093,-0.12740730,0.01974098,-0.02253041,0.78657518,-0.68016838
-5.90995498,3.01177136,-2.54699699,0.04241067,-0.04249334,0.63535938,-0.60852223,0.96658338,-0.92003460,0.97805229,-0.62581953,0.13202691,-0.13092380,0.01864920,-0.02492827,0.77948583,-0.72867442
-5.90395198,2.95712346,-2.72093506,0.04314484,-0.04394103,0.61724753,-0.65024875,0.93056466,-0.98290147,0.97386012,-0.66249390,0.13194104,-0.13445198,0.01763653,-0.02752874,0.77387540,-0.77998238
-5.89794897,2.90695449,-2.90230475,0.04393570,-0.04538323,0.59956512,-0.69350185,0.89607797,-1.04789231,0.97131670,-0.70046899,0.13176063,-0.13797280,0.01671537,-0.03031468,0.77022433,-0.83385599
-5.89194597,2.86305012,-3.08989576,0.04478821,-0.04682045,0.58268274,-0.73795080,0.86385161,-1.11455623,0.97083084,-0.73951239,0.13151198,-0.14146925,0.01589930,-0.03326433,0.76903787,-0.88999229
