energy_ev,total_up,B_p_up,B_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,0.10655823,0.00067455,0.00000000,0.00006627,0.06934119,0.00885597,0.02180908
-5.99399700,0.12021785,0.00079582,0.00000000,0.00008122,0.07801201,0.00995269,0.02456851
-5.98799400,0.13480086,0.00093585,0.00000000,0.00009882,0.08719081,0.01112212,0.02750504
-5.98199100,0.15023019,0.00109628,0.00000000,0.00011939,0.09681051,0.01235792,0.03060010
-5.97598799,0.16640802,0.00127873,0.00000000,0.00014321,0.10678804,0.01365276,0.03383060
-5.96998499,0.18321669,0.00148478,0.00000000,0.00017056,0.11702497,0.01499862,0.03716911
-5.96398199,0.20052038,0.00171587,0.00000000,0.00020169,0.12740879,0.01638703,0.04058421
-5.95797899,0.21816781,0.00197328,0.00000000,0.00023680,0.13781467,0.01780954,0.04404105
-5.95197599,0.23599573,0.00225803,0.00000000,0.00027607,0.14810799,0.01925818,0.04750211
-5.94597299,0.25383328,0.00257083,0.00000000,0.00031956,0.15814720,0.02072602,0.05092810
-5.93996998,0.27150693,0.00291202,0.00000000,0.00036730,0.16778736,0.02220777,0.05427902
-5.93396698,0.28884593,0.00328147,0.00000000,0.00041920,0.17688381,0.02370040,0.05751534
-5.92796398,0.30568811,0.00367860,0.00000000,0.00047507,0.18529627,0.02520369,0.06059919
-5.92196098,0.32188562,0.00410229,0.00000000,0.00053461,0.19289283,0.02672081,0.06349566
-5.91595798,0.33731047,0.00455084,0.00000000,0.00059741,0.19955394,0.02825875,0.06617394
-5.90995498,0.35185960,0.00502203,0.00000000,0.00066294,0.20517615,0.02982862,0.06860848
-5.90395198,0.36545915,0.00551307,0.00000000,0.00073057,0.20967533,0.03144581,0.07077989
-5.89794897,0.37806767,0.00602068,0.00000000,0.00079953,0.21298944,0.03312988,0.07267572
-5.89194597,0.38967813,0.00654108,0.00000000,0.00086901,0.21508051,0.03490436,0.07429098
-5.88594297,0.40031846,0.00707014,0.00000000,0.00093809,0.21593584,0.03679610,0.07562831
-5.87993997,0.41005060,0.00760342,0.00000000,0.00100582,0.21556842,0.03883459,0.07669793
-5.87393697,0.41896796,0.00813628,0.00000000,0.00107121,0.21401630,0.04105082,0.07751726
-5.86793397,0.42719140,0.00866401,0.00000000,0.00113329,0.21134126,0.04347613,0.07811019
-5.86193097,0.43486372,0.00918197,0.00000000,0.00119113,0.20762655,0.04614064,0.07850617
-5.85592796,0.44214313,0.00968565,0.00000000,0.00124387,0.20297396,0.04907179,0.07873891
-5.84992496,0.44919573,0.01017090,0.00000000,0.00129076,0.19750030,0.05229259,0.07884508
-5.84392196,0.45618751,0.01063396,0.00000000,0.00133118,0.19133338,0.05582005,0.07886274
-5.83791896,0.46327632,0.01107162,0.00000000,0.00136470,0.18460783,0.05966361,0.07882980
-5.83191596,0.47060407,0.01148133,0.00000000,0.00139107,0.17746071,0.06382379,0.07878249
-5.82591296,0.47828992,0.01186126,0.00000000,0.00141029,0.17002735,0.06829114,0.07875397
-5.81990995,0.48642462,0.01221045,0.00000000,0.00142260,0.16243735,0.07304554,0.07877311
-5.81390695,0.49506656,0.01252884,0.00000000,0.00142848,0.15481108,0.07805599,0.07886352
-5.80790395,0.50423983,0.01281735,0.00000000,0.00142873,0.14725674,0.08328081,0.07904295
-5.80190095,0.51393452,0.01307801,0.00000000,0.00142442,0.13986805,0.08866852,0.07932300
-5.79589795,0.52410930,0.01331399,0.00000000,0.00141692,0.13272272,0.09415916,0.07970921
-5.78989495,0.53469634,0.01352968,0.00000000,0.00140791,0.12588162,0.09968623,0.08020155
-5.78389195,0.54560842,0.01373084,0.00000000,0.00139937,0.11938879,0.10517900,0.08079526
-5.77788894,0.55674775,0.01392460,0.00000000,0.00139361,0.11327201,0.11056532,0.08148197
-5.77188594,0.56801621,0.01411963,0.00000000,0.00139323,0.10754416,0.11577468,0.08225105
-5.76588294,0.57932638,0.01432618,0.00000000,0.00140115,0.10220498,0.12074132,0.08309118
-5.75987994,0.59061263,0.01455613,0.00000000,0.00142061,0.09724327,0.12540748,0.08399187
-5.75387694,0.60184165,0.01482305,0.00000000,0.00145514,0.09263935,0.12972630,0.08494501
-5.74787394,0.61302159,0.01514217,0.00000000,0.00150859,0.08836761,0.13366445,0.08594626
-5.74187094,0.62420914,0.01553033,0.00000000,0.00158510,0.08439911,0.13720420,0.08699608
-5.73586793,0.63551394,0.01600579,0.00000000,0.00168908,0.08070393,0.14034486,0.08810056
-5.72986493,0.64709975,0.01658803,0.00000000,0.00182520,0.07725335,0.14310337,0.08927171
-5.72386193,0.65918210,0.01729739,0.00000000,0.00199839,0.07402166,0.14551410,0.09052734
-5.71785893,0.67202214,0.01815461,0.00000000,0.00221376,0.07098756,0.14762775,0.09189047
-5.71185593,0.68591700,0.01918033,0.00000000,0.00247661,0.06813512,0.14950931,0.09338819
-5.70585293,0.70118662,0.02039433,0.00000000,0.00279237,0.06545436,0.15123534,0.09505017
-5.69984992,0.71815785,0.02181486,0.00000000,0.00316654,0.06294130,0.15289042,0.09690678
-5.69384692,0.73714643,0.02345773,0.00000000,0.00360470,0.06059778,0.15456323,0.09898690
-5.68784392,0.75843770,0.02533547,0.00000000,0.00411242,0.05843086,0.15634216,0.10131570
-5.68184092,0.78226715,0.02745643,0.00000000,0.00469526,0.05645210,0.15831091,0.10391226
-5.67583792,0.80880191,0.02982389,0.00000000,0.00535873,0.05467660,0.16054418,0.10678747
-5.66983492,0.83812428,0.03243529,0.00000000,0.00610832,0.05312211,0.16310379,0.10994215
-5.66383192,0.87021837,0.03528158,0.00000000,0.00694948,0.05180809,0.16603535,0.11336554
-5.65782891,0.90496087,0.03834670,0.00000000,0.00788765,0.05075495,0.16936574,0.11703441
-5.65182591,0.94211662,0.04160732,0.00000000,0.00892834,0.04998346,0.17310166,0.12091268
-5.64582291,0.98133961,0.04503286,0.00000000,0.01007714,0.04951434,0.17722909,0.12495186
-5.63981991,1.02217965,0.04858569,0.00000000,0.01133984,0.04936816,0.18171408,0.12909198
-5.63381691,1.06409462,0.05222178,0.00000000,0.01272247,0.04956540,0.18650449,0.13326339
-5.62781391,1.10646798,0.05589155,0.00000000,0.01423136,0.05012678,0.19153290,0.13738905
-5.62181091,1.14863080,0.05954103,0.00000000,0.01587313,0.05107369,0.19672036,0.14138738
-5.61580790,1.18988734,0.06311329,0.00000000,0.01765472,0.05242875,0.20198088,0.14517545
-5.60980490,1.22954299,0.06655010,0.00000000,0.01958328,0.05421631,0.20722636,0.14867247
-5.60380190,1.26693313,0.06979371,0.00000000,0.02166601,0.05646297,0.21237169,0.15180324
-5.59779890,1.30145133,0.07278866,0.00000000,0.02390989,0.05919776,0.21733981,0.15450150
-5.59179590,1.33257552,0.07548374,0.00000000,0.02632136,0.06245221,0.22206625,0.15671298
-5.58579290,1.35989047,0.07783365,0.00000000,0.02890584,0.06625989,0.22650303,0.15839789
-5.57978989,1.38310539,0.07980063,0.00000000,0.03166719,0.07065570,0.23062157,0.15953288
-5.57378689,1.40206558,0.08135574,0.00000000,0.03460703,0.07567459,0.23441448,0.16011208
-5.56778389,1.41675726,0.08247992,0.00000000,0.03772406,0.08134991,0.23789600,0.16014751
-5.56178089,1.42730537,0.08316450,0.00000000,0.04101330,0.08771123,0.24110115,0.15966844
-5.55577789,1.43396421,0.08341146,0.00000000,0.04446535,0.09478195,0.24408352,0.15872005
-5.54977489,1.43710144,0.08323315,0.00000000,0.04806568,0.10257648,0.24691172,0.15736123
-5.54377189,1.43717619,0.08265163,0.00000000,0.05179408,0.11109742,0.24966497,0.15566174
-5.53776888,1.43471251,0.08169764,0.00000000,0.05562421,0.12033269,0.25242764,0.15369885
-5.53176588,1.43026961,0.08040919,0.00000000,0.05952338,0.13025286,0.25528349,0.15155359
-5.52576288,1.42441050,0.07882994,0.00000000,0.06345260,0.14080891,0.25830954,0.14930690
-5.51975988,1.41767088,0.07700734,0.00000000,0.06736692,0.15193050,0.26157033,0.14703579
-5.51375688,1.41052999,0.07499077,0.00000000,0.07121607,0.16352503,0.26511256,0.14480981
-5.50775388,1.40338507,0.07282964,0.00000000,0.07494549,0.17547754,0.26896073,0.14268784
-5.50175088,1.39653096,0.07057156,0.00000000,0.07849763,0.18765158,0.27311389,0.14071564
-5.49574787,1.39014583,0.06826082,0.00000000,0.08181353,0.19989123,0.27754385,0.13892403
-5.48974487,1.38428402,0.06593702,0.00000000,0.08483473,0.21202402,0.28219485,0.13732784
-5.48374187,1.37887611,0.06363407,0.00000000,0.08750531,0.22386499,0.28698489,0.13592586
-5.47773887,1.37373636,0.06137950,0.00000000,0.08977402,0.23522154,0.29180860,0.13470150
-5.47173587,1.36857683,0.05919422,0.00000000,0.09159648,0.24589905,0.29654150,0.13362428
-5.46573287,1.36302744,0.05709252,0.00000000,0.09293729,0.25570698,0.30104547,0.13265201
-5.45972986,1.35666048,0.05508249,0.00000000,0.09377195,0.26446515,0.30517506,0.13173357
-5.45372686,1.34901842,0.05316661,0.00000000,0.09408856,0.27201007,0.30878443,0.13081195
-5.44772386,1.33964300,0.05134271,0.00000000,0.09388915,0.27820084,0.31173434,0.12982768
-5.44172086,1.32810414,0.04960490,0.00000000,0.09319060,0.28292438,0.31389894,0.12872211
-5.43571786,1.31402691,0.04794471,0.00000000,0.09202515,0.28609986,0.31517190,0.12744063
-5.42971486,1.29711508,0.04635219,0.00000000,0.09044040,0.28768187,0.31547159,0.12593558
-5.42371186,1.27717002,0.04481691,0.00000000,0.08849880,0.28766238,0.31474493,0.12416860
-5.41770885,1.25410388,0.04332889,0.00000000,0.08627670,0.28607125,0.31296984,0.12211244
-5.41170585,1.22794671,0.04187937,0.00000000,0.08386293,0.28297533,0.31015608,0.11975220
-5.40570285,1.19884703,0.04046131,0.00000000,0.08135696,0.27847613,0.30634444,0.11708572
-5.39969985,1.16706631,0.03906975,0.00000000,0.07886674,0.27270627,0.30160443,0.11412343
-5.39369685,1.13296766,0.03770194,0.00000000,0.07650625,0.26582482,0.29603066,0.11088748
-5.38769385,1.09699982,0.03635729,0.00000000,0.07439278,0.25801182,0.28973800,0.10741039
-5.38169085,1.05967734,0.03503707,0.00000000,0.07264416,0.24946218,0.28285601,0.10373317
-5.37568784,1.02155837,0.03374410,0.00000000,0.07137585,0.24037936,0.27552287,0.09990319
-5.36968484,0.98322127,0.03248226,0.00000000,0.07069802,0.23096903,0.26787918,0.09597181
-5.36368184,0.94524146,0.03125596,0.00000000,0.07071277,0.22143308,0.26006206,0.09199204
-5.35767884,0.90816966,0.03006963,0.00000000,0.07151136,0.21196418,0.25219976,0.08801619
-5.35167584,0.87251269,0.02892727,0.00000000,0.07317176,0.20274106,0.24440713,0.08409381
-5.34567284,0.83871761,0.02783200,0.00000000,0.07575632,0.19392480,0.23678216,0.08026986
-5.33966983,0.80715975,0.02678575,0.00000000,0.07930988,0.18565607,0.22940368,0.07658335
-5.33366683,0.77813512,0.02578907,0.00000000,0.08385809,0.17805338,0.22233027,0.07306627
-5.32766383,0.75185706,0.02484106,0.00000000,0.08940634,0.17121238,0.21560039,0.06974308
-5.32166083,0.72845702,0.02393936,0.00000000,0.09593898,0.16520602,0.20923362,0.06663051
-5.31565783,0.70798897,0.02308035,0.00000000,0.10341918,0.16008556,0.20323283,0.06373782
-5.30965483,0.69043691,0.02225933,0.00000000,0.11178933,0.15588202,0.19758704,0.06106738
-5.30365183,0.67572458,0.02147083,0.00000000,0.12097194,0.15260828,0.19227475,0.05861547
-5.29764882,0.66372674,0.02070895,0.00000000,0.13087126,0.15026119,0.18726752,0.05637332
-5.29164582,0.65428099,0.01996771,0.00000000,0.14137531,0.14882388,0.18253346,0.05432823
-5.28564282,0.64719952,0.01924136,0.00000000,0.15235853,0.14826792,0.17804050,0.05246472
-5.27963982,0.64227999,0.01852468,0.00000000,0.16368485,0.14855519,0.17375909,0.05076560
-5.27363682,0.63931491,0.01781328,0.00000000,0.17521109,0.14963958,0.16966438,0.04921305
-5.26763382,0.63809927,0.01710370,0.00000000,0.18679055,0.15146813,0.16573763,0.04778938
-5.26163082,0.63843593,0.01639357,0.00000000,0.19827677,0.15398191,0.16196688,0.04647781
-5.25562781,0.64013884,0.01568163,0.00000000,0.20952711,0.15711653,0.15834688,0.04526288
-5.24962481,0.64303410,0.01496770,0.00000000,0.22040613,0.16080234,0.15487832,0.04413078
-5.24362181,0.64695901,0.01425261,0.00000000,0.23078857,0.16496440,0.15156659,0.04306946
-5.23761881,0.65175949,0.01353799,0.00000000,0.24056182,0.16952238,0.14842000,0.04206857
-5.23161581,0.65728630,0.01282618,0.00000000,0.24962770,0.17439044,0.14544783,0.04111932
