energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Sb_p_up,Sb_p_down,Sb_d_up,Sb_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.92196098,1.34153269,-1.28671947,0.80595472,-0.77544774,0.32522899,-0.30713608,0.26704802,-0.26152252,0.00582463,-0.00565163,0.63280776,-0.60337107,0.00000000,-0.00000000
-5.91595798,1.42159719,-1.36054589,0.85171108,-0.81796493,0.34962401,-0.32961112,0.27486133,-0.26824389,0.00610294,-0.00591708,0.67788269,-0.64554656,0.00000000,-0.00000000
-5.90995498,1.50954667,-1.44289756,0.90140982,-0.86477279,0.37637021,-0.35457587,0.28407876,-0.27650185,0.00639325,-0.00619689,0.72665555,-0.69171404,0.00000000,-0.00000000
-5.90395198,1.60416790,-1.53266355,0.95440453,-0.91527556,0.40517530,-0.38177236,0.29446525,-0.28607301,0.00669127,-0.00648691,0.77857110,-0.74137138,0.00000000,-0.00000000
-5.89794897,1.70413992,-1.62861976,1.01000161,-0.96882770,0.43570695,-0.41090250,0.30578043,-0.29672664,0.00699264,-0.00678294,0.83301201,-0.79395280,0.00000000,-0.00000000
-5.89194597,1.80804944,-1.72944243,1.06746775,-1.02474054,0.46759533,-0.44162989,0.31778253,-0.30822853,0.00729299,-0.00708072,0.88930472,-0.84883362,0.00000000,-0.00000000
-5.88594297,1.91440786,-1.83372294,1.12603790,-1.08228919,0.50043667,-0.47358241,0.33023188,-0.32034452,0.00758803,-0.00737604,0.94672668,-0.90533612,0.00000000,-0.00000000
-5.87993997,2.02167012,-1.93998423,1.18492389,-1.14072000,0.53379760,-0.50635570,0.34289407,-0.33284350,0.00787359,-0.00766476,1.00451507,-0.96273680,0.00000000,-0.00000000
-5.87393697,2.12825555,-2.04669913,1.24332398,-1.19925873,0.56722082,-0.53951772,0.35554273,-0.34550015,0.00814566,-0.00794289,1.06187707,-1.02027517,0.00000000,-0.00000000
-5.86793397,2.23257099,-2.15231079,1.30043334,-1.25711967,0.60023168,-0.57261428,0.36796215,-0.35809736,0.00840046,-0.00820661,1.11800169,-1.07716400,0.00000000,-0.00000000
-5.86193097,2.33303574,-2.25525524,1.35545565,-1.31351588,0.63234595,-0.60517580,0.37994962,-0.37042848,0.00863447,-0.00845233,1.17207322,-1.13260131,0.00000000,-0.00000000
-5.85592796,2.42810842,-2.35398608,1.40761562,-1.36767049,0.66307853,-0.63672504,0.39131764,-0.38229944,0.00884450,-0.00867673,1.22328589,-1.18578371,0.00000000,-0.00000000
-5.84992496,2.51631505,-2.44700083,1.45617242,-1.41882902,0.69195296,-0.66678585,0.40189583,-0.39353068,0.00902768,-0.00887682,1.27085976,-1.23592116,0.00000000,-0.00000000
-5.84392196,2.59627778,-2.53286859,1.50043373,-1.46627269,0.71851160,-0.69489263,0.41153279,-0.40395894,0.00918158,-0.00904993,1.31405719,-1.28225269,0.00000000,-0.00000000
-5.83791896,2.66674363,-2.61025833,1.53977005,-1.50933228,0.74232598,-0.72060041,0.42009756,-0.41343896,0.00930419,-0.00919381,1.35219979,-1.32406289,0.00000000,-0.00000000
-5.83191596,2.72661222,-2.67796700,1.57362889,-1.54740227,0.76300728,-0.74349513,0.42748089,-0.42184488,0.00939396,-0.00930663,1.38468501,-1.36069846,0.00000000,-0.00000000
-5.82591296,2.77496162,-2.73494660,1.60154835,-1.57995487,0.78021636,-0.76320388,0.43359605,-0.42907147,0.00944988,-0.00938703,1.41100210,-1.39158465,0.00000000,-0.00000000
-5.81990995,2.81107146,-2.78032936,1.62316963,-1.60655339,0.79367311,-0.77940473,0.43837939,-0.43503497,0.00947147,-0.00943415,1.43074677,-1.41624076,0.00000000,-0.00000000
-5.81390695,2.83444235,-2.81344999,1.63824792,-1.62686442,0.80316478,-0.79183578,0.44179027,-0.43967363,0.00945883,-0.00944769,1.44363403,-1.43429433,0.00000000,-0.00000000
-5.80790395,2.84481089,-2.83386421,1.64666126,-1.64066845,0.80855287,-0.80030313,0.44381070,-0.44294776,0.00941265,-0.00942788,1.44950874,-1.44549342,0.00000000,-0.00000000
-5.80190095,2.84215957,-2.84136276,1.64841694,-1.64786828,0.80977840,-0.80468742,0.44444443,-0.44483945,0.00933423,-0.00937554,1.44835336,-1.44971646,0.00000000,-0.00000000
-5.79589795,2.82672121,-2.83598042,1.64365506,-1.64849503,0.80686538,-0.80494871,0.44371561,-0.44535173,0.00922546,-0.00929209,1.44029271,-1.44697940,0.00000000,-0.00000000
-5.78989495,2.79897764,-2.81799941,1.63264917,-1.64271126,0.79992218,-0.80112949,0.44166713,-0.44450749,0.00908883,-0.00917954,1.42559537,-1.43743966,0.00000000,-0.00000000
-5.78389195,2.75965261,-2.78794715,1.61580375,-1.63081109,0.78914093,-0.79335570,0.43835859,-0.44234783,0.00892743,-0.00904047,1.40467165,-1.42139684,0.00000000,-0.00000000
-5.77788894,2.70969920,-2.74658836,1.59364864,-1.61321725,0.77479488,-0.78183571,0.43386408,-0.43893033,0.00874486,-0.00887801,1.37806822,-1.39928995,0.00000000,-0.00000000
-5.77188594,2.65028212,-2.69491168,1.56683059,-1.59047508,0.75723377,-0.76685730,0.42826986,-0.43432694,0.00854523,-0.00869583,1.34645945,-1.37169135,0.00000000,-0.00000000
-5.76588294,2.58275549,-2.63411138,1.53610207,-1.56324368,0.73687749,-0.74878273,0.42167200,-0.42862186,0.00833307,-0.00849805,1.31063582,-1.33929755,0.00000000,-0.00000000
-5.75987994,2.50863683,-2.56556465,1.50230787,-1.53228446,0.71420823,-0.72804219,0.41417408,-0.42190935,0.00811331,-0.00828921,1.27148967,-1.30291701,0.00000000,-0.00000000
-5.75387694,2.42957826,-2.49080535,1.46636983,-1.49844755,0.68976132,-0.70512566,0.40588514,-0.41429161,0.00789112,-0.00807419,1.22999887,-1.26345563,0.00000000,-0.00000000
-5.74787394,2.34733551,-2.41149499,1.42927014,-1.46265639,0.66411512,-0.68057366,0.39691774,-0.40587677,0.00767189,-0.00785813,1.18720878,-1.22190003,0.00000000,-0.00000000
-5.74187094,2.26373594,-2.32939186,1.39203375,-1.42589108,0.63788038,-0.65496712,0.38738634,-0.39677717,0.00746109,-0.00764633,1.14421311,-1.17929945,0.00000000,-0.00000000
-5.73586793,2.18064620,-2.24631917,1.35571039,-1.38917092,0.61168912,-0.62891669,0.37740594,-0.38710769,0.00726419,-0.00744414,1.10213419,-1.13674660,0.00000000,-0.00000000
-5.72986493,2.09994022,-2.16413302,1.32135651,-1.35353663,0.58618356,-0.60305168,0.36709099,-0.37698449,0.00708654,-0.00725690,1.06210309,-1.09535802,0.00000000,-0.00000000
-5.72386193,2.02346835,-2.08469085,1.29001750,-1.32003259,0.56200516,-0.57800914,0.35655450,-0.36652382,0.00693328,-0.00708980,1.02524002,-1.05625449,0.00000000,-0.00000000
-5.71785893,1.95302779,-2.00982094,1.26271059,-1.28968949,0.53978402,-0.55442301,0.34590730,-0.35584110,0.00680923,-0.00694781,0.99263535,-1.02054170,0.00000000,-0.00000000
-5.71185593,1.89033478,-1.94129347,1.24040834,-1.26350751,0.52012881,-0.53291378,0.33525747,-0.34505005,0.00671879,-0.00683555,0.96533151,-0.98929171,0.00000000,-0.00000000
-5.70585293,1.83699860,-1.88079312,1.22402300,-1.24244030,0.50361715,-0.51407851,0.32470969,-0.33426195,0.00666587,-0.00675720,0.94430580,-0.96352523,0.00000000,-0.00000000
-5.69984992,1.79449731,-1.82989362,1.21439157,-1.22737965,0.49078663,-0.49848150,0.31436467,-0.32358485,0.00665376,-0.00671645,0.93045435,-0.94419494,0.00000000,-0.00000000
-5.69384692,1.76415512,-1.79003388,1.21226157,-1.21914092,0.48212627,-0.48664546,0.30431839,-0.31312277,0.00668510,-0.00671636,0.92457698,-0.93216981,0.00000000,-0.00000000
-5.68784392,1.74712133,-1.76249586,1.21827736,-1.21844904,0.47806858,-0.47904324,0.29466129,-0.30297480,0.00676179,-0.00675933,0.92736310,-0.92822045,0.00000000,-0.00000000
-5.68184092,1.74435045,-1.74838375,1.23296697,-1.22592507,0.47898188,-0.47608996,0.28547724,-0.29323399,0.00688493,-0.00684704,0.93937839,-0.93300531,0.00000000,-0.00000000
-5.67583792,1.75658351,-1.74860447,1.25672926,-1.24207305,0.48516314,-0.47813565,0.27684238,-0.28398627,0.00705478,-0.00698035,0.96105238,-0.94705772,0.00000000,-0.00000000
-5.66983492,1.78433050,-1.76384925,1.28982150,-1.26726731,0.49683106,-0.48545812,0.26882388,-0.27530907,0.00727072,-0.00715930,0.99266664,-0.97077374,0.00000000,-0.00000000
-5.66383192,1.82785399,-1.79457639,1.33234757,-1.30174007,0.51411958,-0.49825630,0.26147854,-0.26727001,0.00753126,-0.00738307,1.03434400,-1.00440070,0.00000000,-0.00000000
-5.65782891,1.88715429,-1.84099524,1.38424679,-1.34556957,0.53707178,-0.51664387,0.25485150,-0.25992542,0.00783394,-0.00764994,1.08603862,-1.04802653,0.00000000,-0.00000000
-5.65182591,1.96195654,-1.90305179,1.44528402,-1.39866903,0.56563447,-0.54064343,0.24897485,-0.25331904,0.00817543,-0.00795730,1.14752742,-1.10157025,0.00000000,-0.00000000
-5.64582291,2.05170041,-1.98041633,1.51504139,-1.46077678,0.59965356,-0.57018128,0.24386656,-0.24748070,0.00855151,-0.00830165,1.21840321,-1.16477362,0.00000000,-0.00000000
-5.63981991,2.15553319,-2.07247384,1.59291228,-1.53144817,0.63887052,-0.60508303,0.23952951,-0.24242527,0.00895707,-0.00867863,1.29807004,-1.23719475,0.00000000,-0.00000000
-5.63381691,2.27230725,-2.17831801,1.67809846,-1.61004993,0.68292031,-0.64507046,0.23595088,-0.23815189,0.00938622,-0.00908302,1.38574129,-1.31820380,0.00000000,-0.00000000
-5.62781391,2.40058268,-2.29674964,1.76961078,-1.69575766,0.73133111,-0.68975975,0.23310197,-0.23464348,0.00983234,-0.00950886,1.48044130,-1.40698176,0.00000000,-0.00000000
-5.62181091,2.53863627,-2.42628062,1.86627460,-1.78755726,0.78352616,-0.73866164,0.23093830,-0.23186674,0.01028817,-0.00994948,1.58101103,-1.50252269,0.00000000,-0.00000000
-5.61580790,2.68447748,-2.56514414,1.96674011,-1.88425093,0.83882820,-0.79118378,0.22940033,-0.22977248,0.01074592,-0.01039761,1.68611842,-1.60364016,0.00000000,-0.00000000
-5.60980490,2.83587220,-2.71131215,2.06949847,-1.98446853,0.89646656,-0.84663554,0.22841450,-0.22829652,0.01119741,-0.01084550,1.79427382,-1.70897843,0.00000000,-0.00000000
-5.60380190,2.99037460,-2.86252053,2.17290372,-2.08668454,0.95558742,-0.90423569,0.22789483,-0.22736097,0.01163426,-0.01128506,1.90385091,-1.81702875,0.00000000,-0.00000000
-5.59779890,3.14536713,-3.01630234,2.27520070,-2.18924104,1.01526695,-0.96312303,0.22774482,-0.22687597,0.01204800,-0.01170802,2.01311300,-1.92615118,0.00000000,-0.00000000
-5.59179590,3.29810844,-3.17002916,2.37455858,-2.29037652,1.07452761,-1.02237005,0.22785981,-0.22674181,0.01243030,-0.01210610,2.12024473,-2.03460167,0.00000000,-0.00000000
-5.58579290,3.44578833,-3.32095996,2.46910940,-2.38826032,1.13235721,-1.08099951,0.22812957,-0.22685135,0.01277313,-0.01247117,2.22338840,-2.14056448,0.00000000,-0.00000000
-5.57978989,3.58558859,-3.46629691,2.55699076,-2.48103185,1.18773044,-1.13800380,0.22844109,-0.22709275,0.01306901,-0.01279547,2.32068447,-2.24218907,0.00000000,-0.00000000
-5.57378689,3.71474820,-3.60324663,2.63639136,-2.56684378,1.23963228,-1.19236663,0.22868148,-0.22735229,0.01331113,-0.01307181,2.41031487,-2.33763090,0.00000000,-0.00000000
-5.56778389,3.83063095,-3.72908540,2.70559791,-2.64390778,1.28708281,-1.24308643,0.22874095,-0.22751732,0.01349358,-0.01329372,2.49054806,-2.42509489,0.00000000,-0.00000000
-5.56178089,3.93079316,-3.84122628,2.76304183,-2.71054130,1.32916230,-1.28920100,0.22851565,-0.22747914,0.01361148,-0.01345562,2.55978413,-2.50288022,0.00000000,-0.00000000
-5.55577789,4.01304922,-3.93728603,2.80734371,-2.76521386,1.36503613,-1.32981236,0.22791035,-0.22713584,0.01366118,-0.01355303,2.61659851,-2.56942501,0.00000000,-0.00000000
-5.54977489,4.07553253,-4.01514931,2.83735413,-2.80659077,1.39397820,-1.36411116,0.22684095,-0.22639486,0.01364028,-0.01358263,2.65978242,-2.62334921,0.00000000,-0.00000000
-5.54377189,4.11674932,-4.07302783,2.85218860,-2.83357272,1.41539229,-1.39139957,0.22523658,-0.22517537,0.01354778,-0.01354240,2.68837860,-2.66349404,0.00000000,-0.00000000
-5.53776888,4.13562319,-4.10951213,2.85125559,-2.84532955,1.42883017,-1.41111184,0.22304144,-0.22341026,0.01338408,-0.01343170,2.70171064,-2.68895636,0.00000000,-0.00000000
-5.53176588,4.13152857,-4.12361380,2.83427596,-2.84132652,1.43400593,-1.42283167,0.22021609,-0.22104781,0.01315100,-0.01325123,2.69940480,-2.69911665,0.00000000,-0.00000000
-5.52576288,4.10431142,-4.11479639,2.80129312,-2.82134211,1.43080570,-1.42630560,0.21673844,-0.21805286,0.01285174,-0.01300310,2.68140313,-2.69365906,0.00000000,-0.00000000
-5.51975988,4.05429632,-4.08299358,2.75267318,-2.78547630,1.41929241,-1.42145182,0.21260413,-0.21440759,0.01249075,-0.01269074,2.64796736,-2.67258301,0.00000000,-0.00000000
-5.51375688,3.98227941,-4.02861370,2.68909522,-2.73414899,1.39970523,-1.40836401,0.20782652,-0.21011184,0.01207371,-0.01231879,2.59967317,-2.63620528,0.00000000,-0.00000000
-5.50775388,3.88950729,-3.95253030,2.61153174,-2.66808853,1.37245365,-1.38730990,0.20243615,-0.20518292,0.01160730,-0.01189304,2.53739507,-2.58515281,0.00000000,-0.00000000
-5.50175088,3.77764268,-3.85605895,2.52122028,-2.58831068,1.33810639,-1.35872457,0.19647976,-0.19965500,0.01109907,-0.01142026,2.46228228,-2.52034603,0.00000000,-0.00000000
-5.49574787,3.64871790,-3.74092101,2.41962729,-2.49608900,1.29737547,-1.32319860,0.19001888,-0.19357801,0.01055725,-0.01090800,2.37572664,-2.44297362,0.00000000,-0.00000000
-5.48974487,3.50507801,-3.60919576,2.30840560,-2.39291766,1.25109602,-1.28146166,0.18312800,-0.18701615,0.00999055,-0.01036445,2.27932363,-2.35445937,0.00000000,-0.00000000
-5.48374187,3.34931569,-3.46326255,2.18934738,-2.28046836,1.20020260,-1.23436186,0.17589238,-0.18004606,0.00940793,-0.00979822,2.17482810,-2.25642253,0.00000000,-0.00000000
-5.47773887,3.18420016,-3.30573517,2.06433428,-2.16054296,1.14570281,-1.18284189,0.16840557,-0.17275456,0.00881845,-0.00921814,2.06410619,-2.15063315,0.00000000,-0.00000000
-5.47173587,3.01260274,-3.13939072,1.93528679,-2.03502375,1.08864929,-1.12791253,0.16076672,-0.16523619,0.00823101,-0.00863307,1.94908546,-2.03896397,0.00000000,-0.00000000
-5.46573287,2.83742164,-2.96709563,1.80411458,-1.90582313,1.03011090,-1.07062478,0.15307774,-0.15759050,0.00765423,-0.00805174,1.83170469,-1.92334074,0.00000000,-0.00000000
-5.45972986,2.66150847,-2.79173122,1.67266954,-1.77483469,0.97114430,-1.01204138,0.14544031,-0.14991924,0.00709624,-0.00748250,1.71386530,-1.80569259,0.00000000,-0.00000000
-5.45372686,2.48759878,-2.61612145,1.54270317,-1.64388722,0.91276670,-0.95320871,0.13795301,-0.14232343,0.00656456,-0.00693327,1.59738578,-1.68790414,0.00000000,-0.00000000
-5.44772386,2.31824881,-2.44296494,1.41582936,-1.51470318,0.85593073,-0.89513016,0.13070847,-0.13490050,0.00606596,-0.00641130,1.48396058,-1.57177096,0.00000000,-0.00000000
-5.44172086,2.15578000,-2.27477337,1.29349369,-1.38886283,0.80150208,-0.83874160,0.12379076,-0.12774153,0.00560638,-0.00592312,1.37512449,-1.45895952,0.00000000,-0.00000000
-5.43571786,2.00223271,-2.11381789,1.17694969,-1.26777479,0.75024071,-0.78488978,0.11727305,-0.12092869,0.00519082,-0.00547444,1.27222334,-1.35097277,0.00000000,-0.00000000
-5.42971486,1.85933013,-1.96208474,1.06724244,-1.15265370,0.70278579,-0.73431414,0.11121563,-0.11453297,0.00482333,-0.00507004,1.17639159,-1.24912212,0.00000000,-0.00000000
-5.42371186,1.72845268,-1.82124096,0.96519940,-1.04450511,0.65964493,-0.68763262,0.10566433,-0.10861223,0.00450695,-0.00471377,1.08853696,-1.15450616,0.00000000,-0.00000000
-5.41770885,1.61062323,-1.69261065,0.87142813,-0.94411747,0.62118763,-0.64533149,0.10064950,-0.10320980,0.00424368,-0.00440847,1.00933216,-1.06799655,0.00000000,-0.00000000
-5.41170585,1.50650278,-1.57716180,0.78632040,-0.85206095,0.58764301,-0.60775947,0.09618546,-0.09835341,0.00403452,-0.00415601,0.93921336,-0.99023071,0.00000000,-0.00000000
-5.40570285,1.41639605,-1.47550336,0.71006184,-0.76869239,0.55910169,-0.57512604,0.09227049,-0.09405476,0.00387943,-0.00395723,0.87838502,-0.92161129,0.00000000,-0.00000000
-5.39969985,1.34026618,-1.38789206,0.64264629,-0.69416570,0.53552143,-0.54750376,0.08888748,-0.09030959,0.00377741,-0.00381201,0.82683043,-0.86231175,0.00000000,-0.00000000
-5.39369685,1.27775754,-1.31424804,0.58389402,-0.62844674,0.51673623,-0.52483430,0.08600491,-0.08709833,0.00372651,-0.00371925,0.78432720,-0.81228742,0.00000000,-0.00000000
-5.38769385,1.22822545,-1.25417830,0.53347264,-0.57133182,0.50246848,-0.50693783,0.08357857,-0.08438720,0.00372391,-0.00367694,0.75046693,-0.77129151,0.00000000,-0.00000000
-5.38169085,1.19077164,-1.20700682,0.49091992,-0.52246879,0.49234348,-0.49352523,0.08155345,-0.08212987,0.00376594,-0.00368222,0.72467825,-0.73889497,0.00000000,-0.00000000
-5.37568784,1.16428407,-1.17181013,0.45566764,-0.48137986,0.48590598,-0.48421281,0.07986617,-0.08026950,0.00384819,-0.00373139,0.70625244,-0.71450964,0.00000000,-0.00000000
-5.36968484,1.14747993,-1.14745710,0.42706563,-0.44748531,0.48263807,-0.47853867,0.07844757,-0.07874110,0.00396558,-0.00382005,0.69437065,-0.69741377,0.00000000,-0.00000000
-5.36368184,1.13895050,-1.13265161,0.40440541,-0.42012728,0.48197781,-0.47598054,0.07722542,-0.07747413,0.00411248,-0.00394312,0.68813223,-0.68677915,0.00000000,-0.00000000
-5.35767884,1.13720664,-1.12597697,0.38694280,-0.39859309,0.48333817,-0.47597424,0.07612721,-0.07639530,0.00428279,-0.00409498,0.68658321,-0.68169908,0.00000000,-0.00000000
-5.35167584,1.14072383,-1.12594083,0.37391911,-0.38213747,0.48612566,-0.47793233,0.07508285,-0.07543125,0.00447007,-0.00426956,0.68874444,-0.68121654,0.00000000,-0.00000000
-5.34567284,1.14798564,-1.13101959,0.36458056,-0.37000329,0.48975814,-0.48126252,0.07402714,-0.07451131,0.00466767,-0.00446047,0.69363865,-0.68435192,0.00000000,-0.00000000
-5.33966983,1.15752464,-1.13970109,0.35819568,-0.36144060,0.49368144,-0.48538515,0.07290202,-0.07356994,0.00486890,-0.00466109,0.70031599,-0.69012969,0.00000000,-0.00000000
-5.33366683,1.16795981,-1.15052488,0.35407052,-0.35572360,0.49738423,-0.48974952,0.07165839,-0.07254893,0.00506711,-0.00486477,0.70787746,-0.69760344,0.00000000,-0.00000000
-5.32766383,1.17802978,-1.16211885,0.35156157,-0.35216540,0.50041099,-0.49384847,0.07025752,-0.07139921,0.00525590,-0.00506493,0.71549581,-0.70587898,0.00000000,-0.00000000
-5.32166083,1.18662103,-1.17323183,0.35008637,-0.35013059,0.50237259,-0.49723109,0.06867204,-0.07008231,0.00542924,-0.00525521,0.72243353,-0.71413474,0.00000000,-0.00000000
-5.31565783,1.19279060,-1.18276116,0.34913173,-0.34904550,0.50295446,-0.49951303,0.06688634,-0.06857117,0.00558161,-0.00542964,0.72805750,-0.72163946,0.00000000,-0.00000000
-5.30965483,1.19578286,-1.18977487,0.34825966,-0.34840609,0.50192201,-0.50038439,0.06489657,-0.06685067,0.00570814,-0.00558275,0.73185020,-0.72776656,0.00000000,-0.00000000
-5.30365183,1.19504006,-1.19352798,0.34711101,-0.34778363,0.49912344,-0.49961506,0.06271012,-0.06491750,0.00580473,-0.00570972,0.73341708,-0.73200495,0.00000000,-0.00000000
-5.29764882,1.19020650,-1.19347265,0.34540690,-0.34682808,0.49448989,-0.49705731,0.06034473,-0.06277969,0.00586812,-0.00580650,0.73249018,-0.73396631,0.00000000,-0.00000000
-5.29164582,1.18112654,-1.18926207,0.34294816,-0.34526935,0.48803296,-0.49264578,0.05782720,-0.06045563,0.00589600,-0.00586989,0.72892789,-0.73338844,0.00000000,-0.00000000
-5.28564282,1.16783660,-1.18074831,0.33961275,-0.34291652,0.47983998,-0.48639500,0.05519186,-0.05797282,0.00588701,-0.00589760,0.72271100,-0.73013491,0.00000000,-0.00000000
-5.27963982,1.15055168,-1.16797409,0.33535148,-0.33965519,0.47006713,-0.47839455,0.05247886,-0.05536629,0.00584081,-0.00588834,0.71393530,-0.72419102,0.00000000,-0.00000000
-5.27363682,1.12964702,-1.15115931,0.33018221,-0.33544304,0.45893085,-0.46880218,0.04973232,-0.05267689,0.00575803,-0.00584180,0.70280101,-0.71565631,0.00000000,-0.00000000
-5.26763382,1.10563571,-1.13068268,0.32418276,-0.33030397,0.44669794,-0.45783523,0.04699848,-0.04994940,0.00564023,-0.00575862,0.68959959,-0.70473402,0.00000000,-0.00000000
-5.26163082,1.07914332,-1.10705944,0.31748278,-0.32432095,0.43367464,-0.44576071,0.04432398,-0.04723070,0.00548983,-0.00564041,0.67469842,-0.69171784,0.00000000,-0.00000000
-5.25562781,1.05088040,-1.08091601,0.31025502,-0.31762788,0.42019537,-0.43288452,0.04175419,-0.04456803,0.00531004,-0.00548962,0.65852397,-0.67697667,0.00000000,-0.00000000
-5.24962481,1.02161412,-1.05296266,0.30270616,-0.31040086,0.40661131,-0.41954018,0.03933186,-0.04200733,0.00510470,-0.00530945,0.64154418,-0.66093779,0.00000000,-0.00000000
-5.24362181,0.99214017,-1.02396542,0.29506756,-0.30284901,0.39327954,-0.40607756,0.03709598,-0.03959185,0.00487820,-0.00510378,0.62425077,-0.64406940,0.00000000,-0.00000000
-5.23761881,0.96325591,-0.99471803,0.28758637,-0.29520531,0.38055282,-0.39285207,0.03508095,-0.03736105,0.00463530,-0.00487699,0.60714201,-0.62686290,0.00000000,-0.00000000
-5.23161581,0.93573577,-0.96601543,0.28051700,-0.28771773,0.36877059,-0.38021454,0.03331605,-0.03534972,0.00438101,-0.00463385,0.59070678,-0.60981588,0.00000000,-0.00000000
-5.22561281,0.91030982,-0.93862935,0.27411354,-0.28064087,0.35825129,-0.36850238,0.03182531,-0.03358756,0.00412044,-0.00437937,0.57541030,-0.59341621,0.00000000,-0.00000000
-5.21960980,0.88764594,-0.91328708,0.26862299,-0.27422842,0.34928623,-0.35803199,0.03062764,-0.03209894,0.00385869,-0.00411867,0.56168206,-0.57812799,0.00000000,-0.00000000
-5.21360680,0.86833627,-0.89065398,0.26427958,-0.26872650,0.34213503,-0.34909269,0.02973719,-0.03090308,0.00360069,-0.00385682,0.54990622,-0.56437950,0.00000000,-0.00000000
-5.20760380,0.85288780,-0.87132008,0.26130028,-0.26436821,0.33702270,-0.34194239,0.02916411,-0.03001450,0.00335113,-0.00359877,0.54041453,-0.55255383,0.00000000,-0.00000000
-5.20160080,0.84171735,-0.85579093,0.25988126,-0.26136916,0.33413809,-0.33680464,0.02891536,-0.02944366,0.00311437,-0.00334919,0.53348197,-0.54298191,0.00000000,-0.00000000
-5.19559780,0.83515030,-0.84448276,0.26019551,-0.25992417,0.33363369,-0.33386727,0.02899573,-0.02919787,0.00289437,-0.00311244,0.52932477,-0.53593827,0.00000000,-0.00000000
-5.18959480,0.83342281,-0.83772142,0.26239115,-0.26020495,0.33562636,-0.33328222,0.02940896,-0.02928232,0.00269462,-0.00289247,0.52810057,-0.53163917,0.00000000,-0.00000000
-5.18359180,0.83668666,-0.83574470,0.26659053,-0.26235859,0.34019880,-0.33516636,0.03015881,-0.02970116,0.00251815,-0.00269278,0.52991042,-0.53024289,0.00000000,-0.00000000
-5.17758879,0.84501603,-0.83870730,0.27288969,-0.26650669,0.34740136,-0.33960300,0.03125016,-0.03045864,0.00236750,-0.00251639,0.53480197,-0.53185179,0.00000000,-0.00000000
-5.17158579,0.85841525,-0.84668762,0.28135807,-0.27274502,0.35725389,-0.34664372,0.03268990,-0.03156017,0.00224471,-0.00236585,0.54277356,-0.53651559,0.00000000,-0.00000000
-5.16558279,0.87682676,-0.85969558,0.29203822,-0.28114317,0.36974733,-0.35631023,0.03448774,-0.03301321,0.00215137,-0.00224320,0.55377852,-0.54423541,0.00000000,-0.00000000
