energy_ev,total_up,Hg_p_up,Hg_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.08854427,2.11946484,0.40362186,0.16649668,0.45646967,0.98035222,0.05258946,0.36682027,0.05639319,0.24757906
-3.08254127,2.11283571,0.40076662,0.16601601,0.46204496,0.98307846,0.05116733,0.35949803,0.05587883,0.24919888
-3.07653827,2.10541515,0.39772612,0.16537480,0.46815529,0.98650769,0.04962691,0.35154868,0.05530724,0.25069094
-3.07053527,2.09711815,0.39439099,0.16453650,0.47467485,0.99074665,0.04798397,0.34299129,0.05467480,0.25197023
-3.06453227,2.08793906,0.39066001,0.16346782,0.48151134,0.99595258,0.04625737,0.33385457,0.05397793,0.25295822
-3.05852926,2.07796824,0.38644657,0.16214058,0.48861407,1.00233901,0.04446851,0.32417791,0.05321351,0.25358641
-3.05252626,2.06740566,0.38168462,0.16053349,0.49598022,1.01017914,0.04264078,0.31401219,0.05237927,0.25379964
-3.04652326,2.05657042,0.37633378,0.15863376,0.50365904,1.01980658,0.04079894,0.30342042,0.05147422,0.25355900
-3.04052026,2.04590527,0.37038339,0.15643835,0.51175332,1.03161281,0.03896844,0.29247803,0.05049904,0.25284430
-3.03451726,2.03597536,0.36385515,0.15395494,0.52041822,1.04604116,0.03717478,0.28127287,0.04945646,0.25165584
-3.02851426,2.02746080,0.35680434,0.15120237,0.52985704,1.06357719,0.03544281,0.26990478,0.04835153,0.25001540
-3.02251126,2.02114264,0.34931922,0.14821067,0.54031408,1.08473553,0.03379613,0.25848473,0.04719182,0.24796643
-3.01650825,2.01788268,0.34151895,0.14502055,0.55206473,1.11004353,0.03225648,0.24713356,0.04598755,0.24557344
-3.01050525,2.01859746,0.33354977,0.14168240,0.56540303,1.14002220,0.03084320,0.23598018,0.04475153,0.24292040
-3.00450225,2.02422734,0.32557990,0.13825480,0.58062722,1.17516518,0.02957276,0.22515943,0.04349908,0.24010848
-2.99849925,2.03570189,0.31779303,0.13480266,0.59802391,1.21591666,0.02845838,0.21480946,0.04224773,0.23725301
-2.99249625,2.05390304,0.31038113,0.13139494,0.61785148,1.26264930,0.02750970,0.20506886,0.04101687,0.23447987
-2.98649325,2.07962777,0.30353647,0.12810223,0.64032357,1.31564321,0.02673256,0.19607350,0.03982732,0.23192149
-2.98049025,2.11355187,0.29744356,0.12499411,0.66559357,1.37506728,0.02612888,0.18795320,0.03870074,0.22971255
-2.97448724,2.15619688,0.29227122,0.12213658,0.69374070,1.44096374,0.02569668,0.18082837,0.03765906,0.22798564
-2.96848424,2.20790157,0.28816521,0.11958954,0.72475879,1.51323700,0.02543008,0.17480671,0.03672385,0.22686703
-2.96248124,2.26879962,0.28524170,0.11740454,0.75854815,1.59164754,0.02531957,0.16998008,0.03591563,0.22647263
-2.95647824,2.33880455,0.28358195,0.11562282,0.79491123,1.67581122,0.02535228,0.16642159,0.03525326,0.22690445
-2.95047524,2.41760275,0.28322837,0.11427377,0.83355248,1.76520429,0.02551236,0.16418317,0.03475336,0.22824744
-2.94447224,2.50465485,0.28418221,0.11337390,0.87408242,1.85917383,0.02578146,0.16329350,0.03442968,0.23056699
-2.93846923,2.59920554,0.28640282,0.11292626,0.91602604,1.95695333,0.02613933,0.16375654,0.03429272,0.23390700
-2.93246623,2.70030102,0.28980864,0.11292042,0.95883508,2.05768242,0.02656441,0.16555060,0.03434923,0.23828862
-2.92646323,2.80681350,0.29427983,0.11333299,1.00190387,2.16042986,0.02703453,0.16862810,0.03460199,0.24370948
-2.92046023,2.91747118,0.29966233,0.11412855,1.04458790,2.26421855,0.02752759,0.17291596,0.03504955,0.25014367
-2.91445723,3.03089243,0.30577323,0.11526105,1.08622437,2.36805117,0.02802224,0.17831661,0.03568616,0.25754202
-2.90845423,3.14562241,0.31240716,0.11667559,1.12615364,2.47093516,0.02849863,0.18470978,0.03650179,0.26583305
-2.90245123,3.26017053,0.31934346,0.11831041,1.16374077,2.57190573,0.02893894,0.19195477,0.03748226,0.27492416
-2.89644822,3.37304702,0.32635383,0.12009910,1.19839586,2.67004588,0.02932799,0.19989345,0.03860949,0.28470330
-2.89044522,3.48279737,0.33321008,0.12197296,1.22959243,2.76450245,0.02965370,0.20835371,0.03986186,0.29504091
-2.88444222,3.58803328,0.33969178,0.12386321,1.25688295,2.85449780,0.02990744,0.21715341,0.04121467,0.30579216
-2.87843922,3.68745934,0.34559336,0.12570334,1.27991081,2.93933679,0.03008422,0.22610472,0.04264073,0.31679957
-2.87243622,3.77989492,0.35073069,0.12743109,1.29841823,3.01840931,0.03018283,0.23501868,0.04411103,0.32789583
-2.86643322,3.86429102,0.35494652,0.12899038,1.31224995,3.09118882,0.03020579,0.24371000,0.04559549,0.33890695
-2.86043022,3.93974237,0.35811504,0.13033291,1.32135265,3.15722760,0.03015916,0.25200182,0.04706378,0.34965575
-2.85442721,4.00549500,0.36014508,0.13141942,1.32577032,3.21614989,0.03005227,0.25973043,0.04848621,0.35996550
-2.84842421,4.06095002,0.36098213,0.13222069,1.32563613,3.26764384,0.02989733,0.26674960,0.04983458,0.36966390
-2.84242121,4.10566444,0.36060898,0.13271812,1.32116124,3.31145352,0.02970890,0.27293466,0.05108314,0.37858716
-2.83641821,4.13934955,0.35904520,0.13290403,1.31262163,3.34737213,0.02950341,0.27818591,0.05220934,0.38658416
-2.83041521,4.16186785,0.35634531,0.13278156,1.30034349,3.37523723,0.02929851,0.28243128,0.05319469,0.39352056
-2.82441221,4.17322898,0.35259597,0.13236425,1.28468834,3.39492880,0.02911247,0.28562833,0.05402541,0.39928272
-2.81840920,4.17358518,0.34791220,0.13167530,1.26603854,3.40637030,0.02896359,0.28776509,0.05469292,0.40378124
-2.81240620,4.16322647,0.34243278,0.13074658,1.24478402,3.40953305,0.02886960,0.28886007,0.05519423,0.40695400
-2.80640320,4.14257547,0.33631510,0.12961735,1.22131099,3.40444338,0.02884716,0.28896107,0.05553208,0.40876842
-2.80040020,4.11218190,0.32972958,0.12833276,1.19599289,3.39119214,0.02891130,0.28814307,0.05571490,0.40922301
-2.79439720,4.07271620,0.32285386,0.12694220,1.16918407,3.36994550,0.02907511,0.28650503,0.05575651,0.40834770
-2.78839420,4.02496186,0.31586693,0.12549753,1.14121617,3.34095618,0.02934932,0.28416579,0.05567561,0.40620331
-2.78239120,3.96980613,0.30894336,0.12405114,1.11239719,3.30457388,0.02974206,0.28125923,0.05549506,0.40287970
-2.77638819,3.90822845,0.30224789,0.12265414,1.08301293,3.26125369,0.03025868,0.27792879,0.05524097,0.39849296
-2.77038519,3.84128647,0.29593037,0.12135440,1.05333046,3.21156159,0.03090158,0.27432165,0.05494160,0.39318139
-2.76438219,3.77009941,0.29012130,0.12019483,1.02360311,3.15617614,0.03167016,0.27058271,0.05462618,0.38710071
-2.75837919,3.69582883,0.28492804,0.11921163,0.99407634,3.09588562,0.03256080,0.26684873,0.05432364,0.38041839
-2.75237619,3.61965718,0.28043179,0.11843295,0.96499405,3.03158063,0.03356683,0.26324276,0.05406130,0.37330761
-2.74637319,3.54276460,0.27668548,0.11787758,0.93660470,2.96424189,0.03467867,0.25986925,0.05386367,0.36594087
-2.74037019,3.46630487,0.27371244,0.11755409,0.90916662,2.89492381,0.03588383,0.25680994,0.05375122,0.35848370
-2.73436718,3.39138119,0.27150620,0.11746027,0.88295230,2.82473432,0.03716709,0.25412073,0.05373945,0.35108867
-2.72836418,3.31902308,0.27003107,0.11758290,0.85825108,2.75481194,0.03851065,0.25182981,0.05383803,0.34389006
-2.72236118,3.25016521,0.26922382,0.11789797,0.83537019,2.68630103,0.03989433,0.24993693,0.05405026,0.33699932
-2.71635818,3.18562924,0.26899614,0.11837131,0.81463383,2.62032629,0.04129580,0.24841401,0.05437274,0.33050165
-2.71035518,3.12610945,0.26923804,0.11895952,0.79638038,2.55796772,0.04269093,0.24720698,0.05479536,0.32445377
-2.70435218,3.07216269,0.26982191,0.11961141,0.78095771,2.50023677,0.04405409,0.24623878,0.05530157,0.31888299
-2.69834917,3.02420304,0.27060723,0.12026961,0.76871671,2.44805473,0.04535864,0.24541336,0.05586890,0.31378762
-2.69234617,2.98250122,0.27144571,0.12087260,0.76000327,2.40223386,0.04657738,0.24462059,0.05646981,0.30913867
-2.68634317,2.94718839,0.27218676,0.12135687,0.75514887,2.36346164,0.04768312,0.24374159,0.05707267,0.30488266
-2.68034017,2.91826384,0.27268296,0.12165915,0.75446009,2.33228834,0.04864930,0.24265462,0.05764301,0.30094548
-2.67433717,2.89560576,0.27279555,0.12171881,0.75820742,2.30911790,0.04945063,0.24124082,0.05814484,0.29723699
-2.66833417,2.87898433,0.27239947,0.12148004,0.76661347,2.29420172,0.05006375,0.23938995,0.05854206,0.29365619
-2.66233117,2.86807577,0.27138805,0.12089403,0.77984127,2.28763536,0.05046793,0.23700552,0.05879987,0.29009662
-2.65632816,2.86247677,0.26967691,0.11992078,0.79798276,2.28935751,0.05064567,0.23400938,0.05888614,0.28645177
-2.65032516,2.86171813,0.26720713,0.11853072,0.82104811,2.29915097,0.05058334,0.23034544,0.05877264,0.28262019
-2.64432216,2.86527706,0.26394751,0.11670582,0.84895611,2.31664543,0.05027164,0.22598230,0.05843615,0.27851016
-2.63831916,2.87258758,0.25989573,0.11444040,0.88152627,2.34132183,0.04970598,0.22091501,0.05785931,0.27404360
-2.63231616,2.88304891,0.25507864,0.11174142,0.91847300,2.37251825,0.04888678,0.21516556,0.05703125,0.26915921
-2.62631316,2.89603191,0.24955148,0.10862834,0.95940228,2.40943751,0.04781953,0.20878241,0.05594796,0.26381463
-2.62031016,2.91088393,0.24339612,0.10513254,1.00381129,2.45115671,0.04651476,0.20183901,0.05461238,0.25798768
-2.61430715,2.92693268,0.23671856,0.10129634,1.05109141,2.49663901,0.04498779,0.19443140,0.05303428,0.25167657
-2.60830415,2.94348979,0.22964566,0.09717167,1.10053466,2.54474804,0.04325837,0.18667516,0.05122976,0.24489936
-2.60230115,2.95985498,0.22232129,0.09281847,1.15134391,2.59426531,0.04135015,0.17870171,0.04922071,0.23769250
-2.59629815,2.97532150,0.21490214,0.08830285,1.20264679,2.64391080,0.03929008,0.17065430,0.04703394,0.23010884
-2.59029515,2.98918365,0.20755334,0.08369519,1.25351306,2.69236688,0.03710760,0.16268374,0.04470028,0.22221516
-2.58429215,3.00074670,0.20044389,0.07906812,1.30297521,2.73830536,0.03483395,0.15494418,0.04225354,0.21408934
-2.57828914,3.00933970,0.19374240,0.07449461,1.35005171,2.78041734,0.03250130,0.14758896,0.03972949,0.20581751
-2.57228614,3.01433077,0.18761288,0.07004613,1.39377221,2.81744520,0.03014200,0.14076670,0.03716477,0.19749112
-2.56628314,3.01514483,0.18221104,0.06579098,1.43320384,2.84821577,0.02778785,0.13461787,0.03459599,0.18920424
-2.56028014,3.01128291,0.17768097,0.06179290,1.46747769,2.87167360,0.02546941,0.12927166,0.03205880,0.18105115
-2.55427714,3.00234212,0.17415230,0.05810983,1.49581439,2.88691306,0.02321554,0.12484346,0.02958716,0.17312424
-2.54827414,2.98803525,0.17173800,0.05479303,1.51754784,2.89320765,0.02105290,0.12143282,0.02721276,0.16551230
-2.54227114,2.96820868,0.17053271,0.05188645,1.53214592,2.89003550,0.01900576,0.11912188,0.02496454,0.15829926
-2.53626813,2.94285749,0.17061157,0.04942637,1.53922746,2.87709928,0.01709583,0.11797439,0.02286844,0.15156325
-2.53026513,2.91213643,0.17202969,0.04744128,1.53857450,2.85433984,0.01534230,0.11803512,0.02094722,0.14537607
-2.52426213,2.87636606,0.17482210,0.04595200,1.53013951,2.82194236,0.01376197,0.11932974,0.01922050,0.13980286
-2.51825913,2.83603308,0.17900418,0.04497198,1.51404700,2.78033465,0.01236954,0.12186509,0.01770481,0.13490208
-2.51225613,2.79178465,0.18457252,0.04450776,1.49058961,2.73017747,0.01117790,0.12562974,0.01641382,0.13072550
-2.50625313,2.74441656,0.19150616,0.04455951,1.46021876,2.67234699,0.01019859,0.13059493,0.01535852,0.12731839
-2.50025013,2.69485555,0.19976820,0.04512172,1.42353030,2.60791019,0.00944220,0.13671567,0.01454755,0.12471963
-2.49424712,2.64413652,0.20930767,0.04618384,1.38124590,2.53809399,0.00891878,0.14393210,0.01398741,0.12296177
-2.48824412,2.59337539,0.22006157,0.04773099,1.33419088,2.46424961,0.00863829,0.15217102,0.01368269,0.12207107
-2.48224112,2.54373883,0.23195711,0.04974458,1.28326947,2.38781347,0.00861087,0.16134759,0.01363631,0.12206741
-2.47623812,2.49641217,0.24491403,0.05220301,1.22943874,2.31026639,0.00884714,0.17136706,0.01384960,0.12296403
-2.47023512,2.45256666,0.25884679,0.05508217,1.17368188,2.23309258,0.00935829,0.18212661,0.01432241,0.12476731
-2.46423212,2.41332754,0.27366681,0.05835592,1.11698232,2.15774011,0.01015610,0.19351728,0.01505307,0.12747635
-2.45822911,2.37974385,0.28928441,0.06199654,1.06029914,2.08558416,0.01125279,0.20542576,0.01603831,0.13108256
-2.45222611,2.35276119,0.30561050,0.06597498,1.00454498,2.01789432,0.01266077,0.21773624,0.01727319,0.13556922
-2.44622311,2.33319807,0.32255793,0.07026113,0.95056673,1.95580667,0.01439218,0.23033213,0.01875087,0.14091102
-2.44022011,2.32172632,0.34004241,0.07482395,0.89912962,1.90030145,0.01645838,0.24309764,0.02046243,0.14707371
-2.43421711,2.31885589,0.35798291,0.07963149,0.85090487,1.85218630,0.01886924,0.25591917,0.02239669,0.15401375
-2.42821411,2.32492416,0.37630164,0.08465093,0.80646091,1.81208531,0.02163238,0.26868660,0.02453994,0.16167807
-2.42221111,2.34008936,0.39492345,0.08984852,0.76625813,1.78043344,0.02475237,0.28129424,0.02687586,0.17000399
-2.41620810,2.36432810,0.41377484,0.09518942,0.73064671,1.75747590,0.02822984,0.29364160,0.02938536,0.17891925
-2.41020510,2.39743639,0.43278247,0.10063762,0.69986743,1.74327186,0.03206061,0.30563394,0.03204652,0.18834214
-2.40420210,2.43903392,0.45187151,0.10615580,0.67405470,1.73770182,0.03623495,0.31718257,0.03483468,0.19818189
-2.39819910,2.48857111,0.47096362,0.11170519,0.65324158,1.74047795,0.04073676,0.32820501,0.03772254,0.20833914
-2.39219610,2.54533858,0.48997507,0.11724553,0.63736630,1.75115681,0.04554307,0.33862489,0.04068040,0.21870669
-2.38619310,2.60847886,0.50881483,0.12273501,0.62627972,1.76915377,0.05062357,0.34837185,0.04367652,0.22917033
-2.38019010,2.67700020,0.52738301,0.12813034,0.61975354,1.79375883,0.05594039,0.35738132,0.04667754,0.23961004
-2.37418709,2.74979226,0.54556973,0.13338691,0.61748886,1.82415347,0.06144814,0.36559431,0.04964906,0.24990123
-2.36818409,2.82564389,0.56325449,0.13845901,0.61912501,1.85942826,0.06709413,0.37295725,0.05255620,0.25991636
-2.36218109,2.90326280,0.58030633,0.14330026,0.62424839,1.89860123,0.07281893,0.37942196,0.05536434,0.26952660
-2.35617809,2.98129733,0.59658466,0.14786404,0.63240130,1.94063681,0.07855715,0.38494575,0.05803982,0.27860387
-2.35017509,3.05836013,0.61194094,0.15210415,0.64309085,1.98446541,0.08423843,0.38949165,0.06055069,0.28702290
-2.34417209,3.13305364,0.62622110,0.15597550,0.65579779,2.02900347,0.08978881,0.39302897,0.06286743,0.29466352
-2.33816908,3.20399714,0.63926879,0.15943497,0.66998549,2.07317396,0.09513209,0.39553389,0.06496370,0.30141298
-2.33216608,3.26985481,0.65092915,0.16244227,0.68510891,2.11592704,0.10019154,0.39699030,0.06681692,0.30716833
-2.32616308,3.32936429,0.66105314,0.16496089,0.70062366,2.15626058,0.10489164,0.39739074,0.06840885,0.31183876
-2.32016008,3.38136496,0.66950218,0.16695910,0.71599517,2.19324014,0.10915982,0.39673744,0.06972603,0.31534774
-2.31415708,3.42482494,0.67615283,0.16841079,0.73070769,2.22601790,0.11292833,0.39504328,0.07076007,0.31763507
-2.30815408,3.45886595,0.68090140,0.16929643,0.74427321,2.25384980,0.11613596,0.39233274,0.07150777,0.31865854
-2.30215108,3.48278491,0.68366814,0.16960375,0.75624006,2.27611054,0.11872960,0.38864262,0.07197118,0.31839525
-2.29614807,3.49607131,0.68440096,0.16932841,0.76620085,2.29230543,0.12066574,0.38402255,0.07215737,0.31684253
-2.29014507,3.49841954,0.68307823,0.16847439,0.77379982,2.30207890,0.12191160,0.37853515,0.07207814,0.31401829
-2.28414207,3.48973531,0.67971078,0.16705424,0.77873907,2.30521883,0.12244606,0.37225580,0.07174951,0.30996091
-2.27813907,3.47013588,0.67434281,0.16508903,0.78078368,2.30165672,0.12226029,0.36527201,0.07119118,0.30472856
-2.27213607,3.43994366,0.66705167,0.16260814,0.77976545,2.29146329,0.12135797,0.35768241,0.07042575,0.29839799
-2.26613307,3.39967362,0.65794658,0.15964874,0.77558506,2.27483976,0.11975518,0.34959520,0.06947797,0.29106283
-2.26013007,3.35001457,0.64716627,0.15625504,0.76821271,2.25210507,0.11748004,0.34112642,0.06837393,0.28283144
-2.25412706,3.29180551,0.63487576,0.15247743,0.75768706,2.22367955,0.11457185,0.33239781,0.06714016,0.27382445
-2.24812406,3.22600770,0.62126229,0.14837132,0.74411263,2.19006578,0.11108009,0.32353457,0.06580287,0.26417196
-2.24212106,3.15367408,0.60653079,0.14399601,0.72765569,2.15182757,0.10706301,0.31466305,0.06438717,0.25401068
-2.23611806,3.07591725,0.59089904,0.13941331,0.70853883,2.10956806,0.10258614,0.30590855,0.06291639,0.24348096
-2.23011506,2.99387770,0.57459275,0.13468638,0.68703448,2.06390792,0.09772052,0.29739332,0.06141156,0.23272399
-2.22411206,2.90869376,0.55784093,0.12987841,0.66345752,2.01546483,0.09254093,0.28923499,0.05989100,0.22187913
-2.21810905,2.82147460,0.54087162,0.12505155,0.63815741,1.96483518,0.08712400,0.28154535,0.05837002,0.21108157
-2.21210605,2.73327766,0.52390832,0.12026593,0.61150994,1.91257879,0.08154638,0.27442981,0.05686092,0.20046036
-2.20610305,2.64509125,0.50716723,0.11557890,0.58390908,1.85920739,0.07588307,0.26798736,0.05537298,0.19013689
-2.20010005,2.55782301,0.49085529,0.11104449,0.55575903,1.80517721,0.07020578,0.26231117,0.05391273,0.18022384
-2.19409705,2.47229442,0.47516923,0.10671308,0.52746671,1.75088594,0.06458153,0.25748967,0.05248430,0.17082459
-2.18809405,2.38924115,0.46029529,0.10263129,0.49943493,1.69667384,0.05907154,0.25360807,0.05108990,0.16203302
-2.18209105,2.30931856,0.44640980,0.09884211,0.47205627,1.64282875,0.05373027,0.25075017,0.04973036,0.15393382
-2.17608804,2.23311160,0.43368011,0.09538511,0.44570764,1.58959433,0.04860480,0.24900021,0.04840578,0.14660300
-2.17008504,2.16114772,0.42226594,0.09229682,0.42074580,1.53718076,0.04373447,0.24844458,0.04711610,0.14010861
-2.16408204,2.09391134,0.41232057,0.08961111,0.39750337,1.48577694,0.03915076,0.24917313,0.04586175,0.13451162
-2.15807904,2.03185843,0.40399180,0.08735955,0.37628557,1.43556309,0.03487745,0.25127988,0.04464413,0.12986671
-2.15207604,1.97542956,0.39742239,0.08557169,0.35736743,1.38672291,0.03093097,0.25486286,0.04346616,0.12622294
-2.14607304,1.92505999,0.39274951,0.08427515,0.34099124,1.33945401,0.02732094,0.26002298,0.04233249,0.12362415
-2.14007004,1.88118555,0.39010342,0.08349553,0.32736431,1.29397596,0.02405084,0.26686172,0.04124981,0.12210908
-2.13406703,1.84424343,0.38960484,0.08325609,0.31665666,1.25053522,0.02111878,0.27547767,0.04022678,0.12171098
-2.12806403,1.81466721,0.39136129,0.08357712,0.30899882,1.20940629,0.01851835,0.28596194,0.03927400,0.12245691
-2.12206103,1.79287617,0.39546242,0.08447509,0.30447946,1.17088912,0.01623947,0.29839253,0.03840367,0.12436650
-2.11605803,1.77925899,0.40197438,0.08596162,0.30314302,1.13530257,0.01426921,0.31282790,0.03762920,0.12745038
-2.11005503,1.77415278,0.41093366,0.08804217,0.30498736,1.10297432,0.01259256,0.32930008,0.03696462,0.13170830
-2.10405203,1.77781848,0.42234072,0.09071470,0.30996149,1.07422777,0.01119315,0.34780758,0.03642395,0.13712696
-2.09804902,1.79041415,0.43615374,0.09396834,0.31796366,1.04936660,0.01005383,0.36830863,0.03602049,0.14367787
-2.09204602,1.81196790,0.45228311,0.09778205,0.32883998,1.02865794,0.00915720,0.39071514,0.03576602,0.15131522
-2.08604302,1.84235227,0.47058697,0.10212352,0.34238378,1.01231518,0.00848596,0.41488781,0.03567006,0.15997396
-2.08004002,1.88126198,0.49086831,0.10694840,0.35833598,1.00048137,0.00802320,0.44063291,0.03573919,0.16956845
-2.07403702,1.92819685,0.51287403,0.11219980,0.37638677,0.99321435,0.00775257,0.46770100,0.03597639,0.17999148
-2.06803402,1.98245140,0.53629625,0.11780832,0.39617866,0.99047450,0.00765840,0.49578786,0.03638052,0.19111416
-2.06203102,2.04311239,0.56077595,0.12369262,0.41731119,0.99211593,0.00772565,0.52453792,0.03694599,0.20278654
-2.05602801,2.10906513,0.58590919,0.12976043,0.43934731,0.99788177,0.00793989,0.55355016,0.03766251,0.21483914
-2.05002501,2.17900897,0.61125562,0.13591020,0.46182138,1.00740394,0.00828723,0.58238635,0.03851513,0.22708547
-2.04402201,2.25148171,0.63634917,0.14203320,0.48424878,1.02020765,0.00875422,0.61058155,0.03948437,0.23932530
-2.03801901,2.32489247,0.66071049,0.14801612,0.50613689,1.03572052,0.00932767,0.63765635,0.04054660,0.25134894
-2.03201601,2.39756174,0.68386072,0.15374400,0.52699708,1.05328606,0.00999468,0.66313054,0.04167463,0.26294205
-2.02601301,2.46776728,0.70533592,0.15910343,0.54635751,1.07218099,0.01074245,0.68653752,0.04283837,0.27389118
-2.02001001,2.53379381,0.72470158,0.16398586,0.56377610,1.09163572,0.01155832,0.70743893,0.04400569,0.28398956
-2.01400700,2.59398464,0.74156655,0.16829094,0.57885329,1.11085714,0.01242976,0.72543879,0.04514345,0.29304304
-2.00800400,2.64679281,0.75559572,0.17192965,0.59124414,1.12905278,0.01334436,0.74019654,0.04621844,0.30087603
-2.00200100,2.69082981,0.76652084,0.17482717,0.60066912,1.14545533,0.01429000,0.75143836,0.04719855,0.30733698
-1.99599800,2.72490950,0.77414911,0.17692534,0.60692325,1.15934653,0.01525486,0.75896632,0.04805374,0.31230341
-1.98999500,2.74808563,0.77836892,0.17818454,0.60988312,1.17007944,0.01622760,0.76266488,0.04875712,0.31568608
-1.98399200,2.75968123,0.77915273,0.17858506,0.60951145,1.17709822,0.01719748,0.76250447,0.04928581,0.31743229
-1.97798899,2.75930878,0.77655692,0.17812770,0.60585902,1.17995466,0.01815448,0.75854211,0.04962177,0.31752799
-1.97198599,2.74688046,0.77071859,0.17683378,0.59906375,1.17832087,0.01908945,0.75091895,0.04975240,0.31599873
-1.96598299,2.72260807,0.76184965,0.17474440,0.58934698,1.17199764,0.01999414,0.73985505,0.04967100,0.31290938
-1.95997999,2.68699287,0.75022846,0.17191910,0.57700703,1.16091836,0.02086131,0.72564145,0.04937695,0.30836246
-1.95397699,2.64080601,0.73618946,0.16843389,0.56241032,1.14514822,0.02168470,0.70863025,0.04887579,0.30249544
-1.94797399,2.58506031,0.72011139,0.16437884,0.54598017,1.12487914,0.02245903,0.68922291,0.04817894,0.29547673
-1.94197099,2.52097490,0.70240450,0.15985526,0.52818391,1.10042042,0.02317993,0.66785737,0.04730334,0.28750073
-1.93596798,2.44993408,0.68349749,0.15497249,0.50951855,1.07218581,0.02384377,0.64499471,0.04627078,0.27878213
-1.92996498,2.37344224,0.66382455,0.14984473,0.49049563,1.04067753,0.02444759,0.62110559,0.04510713,0.26954940
-1.92396198,2.29307649,0.64381321,0.14458757,0.47162570,1.00646790,0.02498889,0.59665735,0.04384143,0.26003803
-1.91795898,2.21043888,0.62387310,0.13931480,0.45340289,0.97017940,0.02546550,0.57210182,0.04250481,0.25048345
-1.91195598,2.12710983,0.60438630,0.13413528,0.43629026,0.93246396,0.02587537,0.54786464,0.04112943,0.24111403
-1.90595298,2.04460441,0.58569922,0.12915006,0.42070612,0.89398223,0.02621646,0.52433597,0.03974733,0.23214439
-1.89994997,1.96433286,0.56811639,0.12444991,0.40701196,0.85538373,0.02648666,0.50186307,0.03838935,0.22376911
-1.89394697,1.88756642,0.55189593,0.12011323,0.39550229,0.81728843,0.02668365,0.48074479,0.03708415,0.21615721
-1.88794397,1.81540952,0.53724699,0.11620439,0.38639658,0.78027049,0.02680497,0.46122787,0.03585721,0.20944750
-1.88194097,1.74877888,0.52432876,0.11277259,0.37983372,0.74484468,0.02684802,0.44350513,0.03473016,0.20374487
-1.87593797,1.68838992,0.51325109,0.10985123,0.37586899,0.71145581,0.02681015,0.42771538,0.03372012,0.19911784
-1.86993497,1.63475051,0.50407644,0.10745774,0.37447370,0.68047143,0.02668885,0.41394490,0.03283936,0.19559725
-1.86393197,1.58816208,0.49682292,0.10559395,0.37553748,0.65217796,0.02648185,0.40223021,0.03209505,0.19317630
-1.85792896,1.54872740,0.49146829,0.10424688,0.37887310,0.62678012,0.02618741,0.39256199,0.03148938,0.19181177
-1.85192596,1.51636464,0.48795460,0.10338998,0.38422375,0.60440359,0.02580448,0.38488992,0.03101970,0.19142652
-1.84592296,1.49082677,0.48619328,0.10298475,0.39127245,0.58510051,0.02533294,0.37912808,0.03067902,0.19191310
-1.83991996,1.47172525,0.48607045,0.10298259,0.39965331,0.56885732,0.02477378,0.37516078,0.03045658,0.19313839
-1.83391696,1.45855696,0.48745228,0.10332698,0.40896427,0.55560466,0.02412926,0.37284856,0.03033857,0.19494899
-1.82791396,1.45073304,0.49019019,0.10395572,0.41878086,0.54522846,0.02340303,0.37203416,0.03030901,0.19717729
-1.82191096,1.44760852,0.49412575,0.10480331,0.42867052,0.53758176,0.02260018,0.37254819,0.03035061,0.19964792
-1.81590795,1.44851121,0.49909507,0.10580329,0.43820691,0.53249653,0.02172722,0.37421443,0.03044569,0.20218424
-1.80990495,1.45276885,0.50493266,0.10689040,0.44698381,0.52979490,0.02079201,0.37685455,0.03057705,0.20461481
-1.80390195,1.45973329,0.51147453,0.10800267,0.45462792,0.52929911,0.01980365,0.38029218,0.03072882,0.20677940
-1.79789895,1.46880065,0.51856062,0.10908312,0.46081019,0.53083983,0.01877226,0.38435614,0.03088709,0.20853432
-1.79189595,1.47942694,0.52603638,0.11008124,0.46525533,0.53426231,0.01770879,0.38888291,0.03104052,0.20975701
-1.78589295,1.49113827,0.53375357,0.11095403,0.46774891,0.53943002,0.01662471,0.39371830,0.03118070,0.21034948
-1.77988994,1.50353577,0.54157035,0.11166664,0.46814211,0.54622592,0.01553176,0.39871820,0.03130232,0.21024069
-1.77388694,1.51629497,0.54935074,0.11219261,0.46635372,0.55455097,0.01444165,0.40374877,0.03140319,0.20938764
-1.76788394,1.52916024,0.55696354,0.11251373,0.46236957,0.56432045,0.01336581,0.40868586,0.03148408,0.20777525
-1.76188094,1.54193473,0.56428095,0.11261947,0.45623936,0.57545810,0.01231507,0.41341410,0.03154831,0.20541506
-1.75587794,1.55446684,0.57117699,0.11250615,0.44807120,0.58788871,0.01129951,0.41782551,0.03160124,0.20234280
-1.74987494,1.56663423,0.57752609,0.11217584,0.43802423,0.60152969,0.01032825,0.42181817,0.03164969,0.19861514
-1.74387194,1.57832672,0.58320190,0.11163511,0.42629953,0.61628221,0.00940931,0.42529478,0.03170117,0.19430560
-1.73786893,1.58942917,0.58807655,0.11089362,0.41313011,0.63202272,0.00854954,0.42816161,0.03176321,0.18950009
-1.73186593,1.59980592,0.59202068,0.10996285,0.39877025,0.64859539,0.00775459,0.43032770,0.03184258,0.18429210
-1.72586293,1.60928773,0.59490412,0.10885478,0.38348476,0.66580624,0.00702895,0.43170470,0.03194466,0.17877808
