energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.82591296,1.58308090,0.03783666,0.03563664,0.22359397,0.25853819,0.00674048,0.40008824,0.21745731,0.63448586
-5.81990995,1.56859490,0.03748982,0.03504523,0.22663361,0.26681993,0.00608186,0.40360919,0.21776282,0.61701615
-5.81390695,1.55894401,0.03725087,0.03456781,0.23054809,0.27549147,0.00553345,0.40827306,0.21893090,0.60160860
-5.80790395,1.55370963,0.03710338,0.03421165,0.23534476,0.28439407,0.00508817,0.41397733,0.22093232,0.58809960
-5.80190095,1.55245217,0.03702894,0.03398291,0.24102838,0.29337396,0.00473860,0.42061809,0.22372630,0.57631248
-5.79589795,1.55472342,0.03700801,0.03388649,0.24759950,0.30228473,0.00447721,0.42809124,0.22726173,0.56606503
-5.78989495,1.56007537,0.03702058,0.03392584,0.25505206,0.31098933,0.00429636,0.43629272,0.23147802,0.55717568
-5.78389195,1.56806534,0.03704689,0.03410263,0.26337048,0.31936160,0.00418851,0.44511794,0.23630562,0.54946798
-5.77788894,1.57825767,0.03706796,0.03441640,0.27252628,0.32728743,0.00414620,0.45446038,0.24166623,0.54277348
-5.77188594,1.59022238,0.03706614,0.03486415,0.28247459,0.33466550,0.00416215,0.46420974,0.24747273,0.53693306
-5.76588294,1.60353148,0.03702546,0.03543999,0.29315071,0.34140764,0.00422930,0.47424967,0.25362912,0.53179680
-5.75987994,1.61775392,0.03693192,0.03613480,0.30446717,0.34743900,0.00434082,0.48445564,0.26003026,0.52722285
-5.75387694,1.63245023,0.03677369,0.03693594,0.31631142,0.35269799,0.00449017,0.49469303,0.26656200,0.52307549
-5.74787394,1.64716786,0.03654119,0.03782720,0.32854456,0.35713616,0.00467113,0.50481593,0.27310146,0.51922292
-5.74187094,1.66143819,0.03622707,0.03878880,0.34100128,0.36071815,0.00487784,0.51466681,0.27951783,0.51553502
-5.73586793,1.67477626,0.03582619,0.03979761,0.35349123,0.36342178,0.00510484,0.52407738,0.28567370,0.51188154
-5.72986493,1.68668374,0.03533549,0.04082762,0.36580188,0.36523835,0.00534720,0.53287073,0.29142709,0.50813093
-5.72386193,1.69665559,0.03475384,0.04185050,0.37770288,0.36617318,0.00560050,0.54086484,0.29663402,0.50415022
-5.71785893,1.70419058,0.03408186,0.04283639,0.38895191,0.36624654,0.00586102,0.54787749,0.30115185,0.49980578
-5.71185593,1.70880535,0.03332179,0.04375493,0.39930173,0.36549473,0.00612579,0.55373233,0.30484312,0.49496536
-5.70585293,1.71005159,0.03247729,0.04457624,0.40850830,0.36397151,0.00639270,0.55826596,0.30757977,0.48950101
-5.69984992,1.70753547,0.03155329,0.04527213,0.41633954,0.36174960,0.00666060,0.56133563,0.30924775,0.48329299
-5.69384692,1.70093832,0.03055590,0.04581724,0.42258434,0.35892208,0.00692936,0.56282729,0.30975155,0.47623429
-5.68784392,1.69003725,0.02949221,0.04619021,0.42706141,0.35560379,0.00720000,0.56266334,0.30901868,0.46823549
-5.68184092,1.67472461,0.02837028,0.04637471,0.42962759,0.35193220,0.00747463,0.56080989,0.30700368,0.45922970
-5.67583792,1.65502474,0.02719904,0.04636038,0.43018509,0.34806787,0.00775650,0.55728281,0.30369148,0.44917711
-5.66983492,1.63110698,0.02598816,0.04614355,0.42868731,0.34419402,0.00804994,0.55215228,0.29910000,0.43806897
-5.66383192,1.60329377,0.02474806,0.04572774,0.42514297,0.34051540,0.00836024,0.54554554,0.29328163,0.42593055
-5.65782891,1.57206304,0.02348979,0.04512395,0.41961825,0.33725598,0.00869352,0.53764736,0.28632371,0.41282297
-5.65182591,1.53804440,0.02222494,0.04435059,0.41223679,0.33465559,0.00905648,0.52869830,0.27834767,0.39884359
-5.64582291,1.50200875,0.02096556,0.04343327,0.40317757,0.33296544,0.00945621,0.51899053,0.26950706,0.38412496
-5.63981991,1.46485162,0.01972399,0.04240419,0.39267065,0.33244258,0.00989983,0.50886128,0.25998429,0.36883227
-5.63381691,1.42757046,0.01851275,0.04130141,0.38099095,0.33334327,0.01039420,0.49868422,0.24998643,0.35315935
-5.62781391,1.39123686,0.01734432,0.04016776,0.36845037,0.33591559,0.01094552,0.48885894,0.23973991,0.33732348
-5.62181091,1.35696444,0.01623098,0.03904972,0.35538850,0.34039147,0.01155906,0.47979886,0.22948460,0.32155897
-5.61580790,1.32587385,0.01518454,0.03799606,0.34216225,0.34697830,0.01223871,0.47191822,0.21946729,0.30611010
-5.60980490,1.29905604,0.01421615,0.03705641,0.32913499,0.35585054,0.01298675,0.46561838,0.20993483,0.29122340
-5.60380190,1.27753539,0.01333602,0.03627975,0.31666537,0.36714174,0.01380352,0.46127419,0.20112725,0.27713985
-5.59779890,1.26223398,0.01255321,0.03571297,0.30509642,0.38093703,0.01468720,0.45922078,0.19327098,0.26408709
-5.59179590,1.25393849,0.01187539,0.03539942,0.29474527,0.39726680,0.01563372,0.45974138,0.18657244,0.25227215
-5.58579290,1.25327094,0.01130862,0.03537748,0.28589379,0.41610151,0.01663663,0.46305656,0.18121220,0.24187483
-5.57978989,1.26066437,0.01085719,0.03567940,0.27878052,0.43734824,0.01768719,0.46931543,0.17733987,0.23304198
-5.57378689,1.27634448,0.01052349,0.03633014,0.27359413,0.46084899,0.01877447,0.47858896,0.17506983,0.22588299
-5.56778389,1.30031771,0.01030788,0.03734647,0.27046856,0.48638096,0.01988556,0.49086583,0.17447799,0.22046651
-5.56178089,1.33236659,0.01020868,0.03873627,0.26948006,0.51365899,0.02100593,0.50605097,0.17559957,0.21681851
-5.55577789,1.37205219,0.01022219,0.04049805,0.27064604,0.54234010,0.02211979,0.52396682,0.17842803,0.21492183
-5.54977489,1.41872399,0.01034277,0.04262072,0.27392594,0.57203010,0.02321057,0.54435739,0.18291517,0.21471703
-5.54377189,1.47153683,0.01056298,0.04508358,0.27922389,0.60229223,0.02426142,0.56689498,0.18897235,0.21610472
-5.53776888,1.52947440,0.01087379,0.04785670,0.28639323,0.63265747,0.02525577,0.59118949,0.19647288,0.21894899
-5.53176588,1.59137876,0.01126488,0.05090139,0.29524254,0.66263643,0.02617792,0.61679995,0.20525548,0.22308216
-5.52576288,1.65598494,0.01172493,0.05417105,0.30554316,0.69173235,0.02701353,0.64324798,0.21512874,0.22831032
-5.51975988,1.72195957,0.01224206,0.05761228,0.31703791,0.71945491,0.02775019,0.67003287,0.22587648,0.23441977
-5.51375688,1.78794237,0.01280416,0.06116611,0.32945062,0.74533434,0.02837786,0.69664768,0.23726391,0.24118400
-5.50775388,1.85258915,0.01339942,0.06476955,0.34249634,0.76893543,0.02888929,0.72259588,0.24904432,0.24837097
-5.50175088,1.91461488,0.01401669,0.06835720,0.35589164,0.78987088,0.02928031,0.74740796,0.26096627,0.25575055
-5.49574787,1.97283522,0.01464596,0.07186304,0.36936488,0.80781356,0.02955006,0.77065746,0.27278088,0.26310178
-5.48974487,2.02620517,0.01527874,0.07522224,0.38266586,0.82250716,0.02970105,0.79197566,0.28424912,0.27021966
-5.48374187,2.07385313,0.01590838,0.07837294,0.39557460,0.83377486,0.02973920,0.81106450,0.29514880,0.27692140
-5.47773887,2.11510903,0.01653037,0.08125805,0.40790876,0.84152547,0.02967367,0.82770697,0.30528098,0.28305167
-5.47173587,2.14952533,0.01714249,0.08382683,0.41952945,0.84575690,0.02951662,0.84177469,0.31447558,0.28848688
-5.46573287,2.17688974,0.01774489,0.08603630,0.43034516,0.84655661,0.02928288,0.85323202,0.32259599,0.29313807
-5.45972986,2.19722893,0.01834004,0.08785245,0.44031347,0.84409897,0.02898949,0.86213659,0.32954235,0.29695254
-5.45372686,2.21080285,0.01893253,0.08925103,0.44944051,0.83863946,0.02865513,0.86863596,0.33525355,0.29991392
-5.44772386,2.21808955,0.01952880,0.09021813,0.45777813,0.83050589,0.02829959,0.87296048,0.33970765,0.30204081
-5.44172086,2.21976087,0.02013673,0.09075032,0.46541872,0.82008682,0.02794304,0.87541254,0.34292082,0.30338397
-5.43571786,2.21664993,0.02076508,0.09085443,0.47248810,0.80781763,0.02760539,0.87635236,0.34494471,0.30402218
-5.42971486,2.20971133,0.02142293,0.09054698,0.47913646,0.79416462,0.02730559,0.87618119,0.34586249,0.30405696
-5.42371186,2.19997603,0.02211900,0.08985325,0.48552805,0.77960786,0.02706095,0.87532218,0.34578359,0.30360634
-5.41770885,2.18850244,0.02286097,0.08880609,0.49182990,0.76462338,0.02688650,0.87420007,0.34483746,0.30279800
-5.41170585,2.17632618,0.02365482,0.08744441,0.49820016,0.74966542,0.02679441,0.87322038,0.34316664,0.30176205
-5.40570285,2.16441056,0.02450419,0.08581156,0.50477672,0.73514956,0.02679352,0.87274922,0.34091936,0.30062383
-5.39969985,2.15360033,0.02540983,0.08395359,0.51166666,0.72143743,0.02688891,0.87309452,0.33824218,0.29949706
-5.39369685,2.14458073,0.02636918,0.08191746,0.51893713,0.70882368,0.02708167,0.87448981,0.33527289,0.29847766
-5.38769385,2.13784410,0.02737607,0.07974929,0.52660812,0.69752580,0.02736877,0.87708128,0.33213405,0.29763851
-5.38169085,2.13366561,0.02842061,0.07749281,0.53464775,0.68767732,0.02774307,0.88091884,0.32892755,0.29702555
-5.37568784,2.13208953,0.02948926,0.07518790,0.54297015,0.67932475,0.02819348,0.88595176,0.32573032,0.29665516
-5.36968484,2.13292682,0.03056506,0.07286948,0.55143641,0.67242833,0.02870531,0.89202921,0.32259153,0.29651329
-5.36368184,2.13576431,0.03162809,0.07056662,0.55985835,0.66686667,0.02926072,0.89890567,0.31953128,0.29655607
-5.35767884,2.13998523,0.03265605,0.06830199,0.56800528,0.66244512,0.02983930,0.90625129,0.31654091,0.29671205
-5.35167584,2.14480009,0.03362503,0.06609171,0.57561332,0.65890743,0.03041883,0.91366656,0.31358485,0.29688594
-5.34567284,2.14928668,0.03451038,0.06394539,0.58239687,0.65595023,0.03097604,0.92070073,0.31060394,0.29696360
-5.33966983,2.15243721,0.03528762,0.06186662,0.58806178,0.65323970,0.03148746,0.92687330,0.30751993,0.29681807
-5.33366683,2.15321049,0.03593348,0.05985362,0.59231960,0.65042958,0.03193032,0.93169742,0.30424099,0.29631639
-5.32766383,2.15058654,0.03642681,0.05790017,0.59490215,0.64717986,0.03228344,0.93470417,0.30066798,0.29532675
-5.32166083,2.14362123,0.03674952,0.05599665,0.59557572,0.64317512,0.03252800,0.93546666,0.29670098,0.29372571
-5.31565783,2.13149818,0.03688740,0.05413128,0.59415433,0.63814187,0.03264835,0.93362278,0.29224593,0.29140515
-5.30965483,2.11357573,0.03683076,0.05229124,0.59051125,0.63186399,0.03263262,0.92889555,0.28722094,0.28827853
-5.30365183,2.08942662,0.03657502,0.05046393,0.58458830,0.62419567,0.03247326,0.92111009,0.28156197,0.28428626
-5.29764882,2.05886871,0.03612096,0.04863802,0.57640251,0.61507126,0.03216733,0.91020651,0.27522768,0.27939990
-5.29164582,2.02198537,0.03547489,0.04680442,0.56604979,0.60451168,0.03171676,0.89624817,0.26820319,0.27362502
-5.28564282,1.97913467,0.03464860,0.04495708,0.55370544,0.59262701,0.03112831,0.87942480,0.26050256,0.26700253
-5.27963982,1.93094710,0.03365906,0.04309355,0.53962148,0.57961539,0.03041344,0.86005049,0.25217004,0.25960863
-5.27363682,1.87831199,0.03252799,0.04121537,0.52412098,0.56575810,0.02958794,0.83855664,0.24327991,0.25155321
-5.26763382,1.82235330,0.03128130,0.03932819,0.50758950,0.55141118,0.02867149,0.81548012,0.23393509,0.24297686
-5.26163082,1.76439581,0.02994835,0.03744168,0.49046417,0.53699392,0.02768702,0.79144715,0.22426448,0.23404674
-5.25562781,1.70592341,0.02856115,0.03556926,0.47322069,0.52297472,0.02666000,0.76715365,0.21441938,0.22495133
-5.24962481,1.64853088,0.02715352,0.03372759,0.45635885,0.50985485,0.02561762,0.74334270,0.20456896,0.21589444
-5.24362181,1.59387138,0.02576015,0.03193601,0.44038716,0.49815082,0.02458798,0.72078012,0.19489510,0.20708862
-5.23761881,1.54360149,0.02441583,0.03021576,0.42580696,0.48837595,0.02359919,0.70022900,0.18558683,0.19874834
-5.23161581,1.49932585,0.02315450,0.02858919,0.41309675,0.48102189,0.02267850,0.68242410,0.17683449,0.19108311
-5.22561281,1.46254349,0.02200856,0.02707889,0.40269719,0.47654078,0.02185148,0.66804705,0.16882398,0.18429075
-5.21960980,1.43459747,0.02100819,0.02570684,0.39499709,0.47532858,0.02114126,0.65770324,0.16173107,0.17855122
-5.21360680,1.41662970,0.02018068,0.02449359,0.39032115,0.47771027,0.02056782,0.65190104,0.15571617,0.17402095
-5.20760380,1.40954229,0.01955005,0.02345744,0.38891940,0.48392743,0.02014741,0.65103415,0.15091951,0.17082806
-5.20160080,1.41396667,0.01913660,0.02261378,0.39095894,0.49412865,0.01989206,0.65536759,0.14745699,0.16906846
-5.19559780,1.43024134,0.01895669,0.02197445,0.39651811,0.50836296,0.01980923,0.66502776,0.14541669,0.16880303
-5.18959480,1.45839910,0.01902258,0.02154729,0.40558313,0.52657685,0.01990156,0.67999697,0.14485615,0.17005585
-5.18359180,1.49816387,0.01934237,0.02133572,0.41804754,0.54861465,0.02016682,0.70011249,0.14580051,0.17281358
-5.17758879,1.54895745,0.01992006,0.02133856,0.43371426,0.57422261,0.02059792,0.72507028,0.14824139,0.17702602
-5.17158579,1.60991581,0.02075567,0.02154991,0.45230034,0.60305630,0.02118310,0.75443322,0.15213678,0.18260770
-5.16558279,1.67991449,0.02184546,0.02195918,0.47344423,0.63469132,0.02190623,0.78764370,0.15741164,0.18944056
-5.15957979,1.75760235,0.02318220,0.02255128,0.49671545,0.66863686,0.02274727,0.82404005,0.16395944,0.19737762
-5.15357679,1.84144252,0.02475548,0.02330693,0.52162635,0.70435164,0.02368279,0.86287646,0.17164445,0.20624738
-5.14757379,1.92975933,0.02655213,0.02420313,0.54764575,0.74126171,0.02468664,0.90334564,0.18030488,0.21585906
-5.14157079,2.02078970,0.02855657,0.02521362,0.57421389,0.77877950,0.02573065,0.94460360,0.18975665,0.22600820
-5.13556778,2.11273711,0.03075125,0.02630966,0.60075848,0.81632333,0.02678544,0.98579560,0.19979786,0.23648277
-5.12956478,2.20382668,0.03311708,0.02746068,0.62671123,0.85333673,0.02782124,1.02608252,0.21021377,0.24706928
-5.12356178,2.29235903,0.03563382,0.02863516,0.65152430,0.88930677,0.02880876,1.06466674,0.22078221,0.25755891
-5.11755878,2.37676149,0.03828046,0.02980145,0.67468636,0.92378074,0.02972000,1.10081653,0.23127926,0.26775331
-5.11155578,2.45563452,0.04103558,0.03092872,0.69573741,0.95638058,0.03052905,1.13388824,0.24148506,0.27746991
-5.10555278,2.52779194,0.04387763,0.03198778,0.71428220,0.98681442,0.03121286,1.16334547,0.25118958,0.28654664
-5.09954977,2.59229352,0.04678515,0.03295199,0.73000153,1.01488491,0.03175185,1.18877452,0.26019814,0.29484572
-5.09354677,2.64846879,0.04973697,0.03379802,0.74266120,1.04049395,0.03213045,1.20989568,0.26833652,0.30225658
-5.08754377,2.69593143,0.05271230,0.03450657,0.75211821,1.06364382,0.03233754,1.22656997,0.27545552,0.30869772
-5.08154077,2.73458381,0.05569079,0.03506292,0.75832415,1.08443461,0.03236668,1.23880114,0.28143470,0.31411748
-5.07553777,2.76461172,0.05865251,0.03545736,0.76132553,1.10305820,0.03221624,1.24673305,0.28618525,0.31849379
-5.06953477,2.78646972,0.06157795,0.03568549,0.76126120,1.11978900,0.03188933,1.25064238,0.28965192,0.32183287
-5.06353177,2.80085792,0.06444792,0.03574825,0.75835693,1.13497200,0.03139365,1.25092734,0.29181377,0.32416710
-5.05752876,2.80869114,0.06724352,0.03565181,0.75291745,1.14900853,0.03074110,1.24809254,0.29268387,0.32555198
-5.05152576,2.81106194,0.06994606,0.03540733,0.74531621,1.16234033,0.02994736,1.24273093,0.29230797,0.32606267
-5.04552276,2.80919893,0.07253710,0.03503039,0.73598325,1.17543256,0.02903131,1.23550329,0.29076200,0.32578996
-5.03951976,2.80442201,0.07499841,0.03454043,0.72539179,1.18875631,0.02801438,1.22711617,0.28814879,0.32483609
-5.03351676,2.79809624,0.07731216,0.03395989,0.71404378,1.20277134,0.02691985,1.21829890,0.28459390,0.32331053
-5.02751376,2.79158590,0.07946099,0.03331338,0.70245511,1.21790939,0.02577213,1.20978070,0.28024091,0.32132585
-5.02151076,2.78621035,0.08142831,0.03262667,0.69114082,1.23455888,0.02459601,1.20226827,0.27524620,0.31899395
-5.01550775,2.78320300,0.08319857,0.03192570,0.68060086,1.25305113,0.02341600,1.19642494,0.26977362,0.31642270
-5.00950475,2.78367477,0.08475759,0.03123561,0.67130671,1.27364882,0.02225569,1.19285163,0.26398903,0.31371303
-5.00350175,2.78858279,0.08609296,0.03057978,0.66368935,1.29653676,0.02113714,1.19207040,0.25805513,0.31095666
-4.99749875,2.79870545,0.08719441,0.02997899,0.65812863,1.32181538,0.02008045,1.19451087,0.25212660,0.30823441
-4.99149575,2.81462407,0.08805416,0.02945070,0.65494458,1.34949713,0.01910339,1.20049995,0.24634580,0.30561511
-4.98549275,2.83671170,0.08866733,0.02900844,0.65439055,1.37950576,0.01822110,1.21025493,0.24083916,0.30315501
-4.97948974,2.86512910,0.08903212,0.02866148,0.65664833,1.41167877,0.01744597,1.22388026,0.23571425,0.30089778
-4.97348674,2.89982775,0.08915011,0.02841454,0.66182543,1.44577264,0.01678759,1.24136782,0.23105777,0.29887491
-4.96748374,2.94055957,0.08902629,0.02826784,0.66995425,1.48147112,0.01625284,1.26260067,0.22693435,0.29710645
-4.96148074,2.98689289,0.08866911,0.02821723,0.68099324,1.51839594,0.01584598,1.28736011,0.22338615,0.29560204
-4.95547774,3.03823386,0.08809040,0.02825456,0.69482984,1.55611987,0.01556895,1.31533559,0.22043330,0.29436221
-4.94947474,3.09385243,0.08730512,0.02836812,0.71128505,1.59418168,0.01542160,1.34613724,0.21807502,0.29337969
-4.94347174,3.15291196,0.08633115,0.02854335,0.73011948,1.63210229,0.01540206,1.37931040,0.21629141,0.29264091
-4.93746873,3.21450122,0.08518887,0.02876346,0.75104060,1.66940177,0.01550707,1.41435167,0.21504566,0.29212747
-4.93146573,3.27766758,0.08390075,0.02901029,0.77371097,1.70561632,0.01573236,1.45072584,0.21428675,0.29181750
-4.92546273,3.34145017,0.08249090,0.02926503,0.79775726,1.74031462,0.01607301,1.48788306,0.21395230,0.29168707
-4.91945973,3.40491171,0.08098459,0.02950904,0.82277972,1.77311283,0.01652373,1.52527574,0.21397164,0.29171141
-4.91345673,3.46716784,0.07940770,0.02972457,0.84836199,1.80368757,0.01707920,1.56237432,0.21426881,0.29186600
-4.90745373,3.52741280,0.07778631,0.02989538,0.87408081,1.83178627,0.01773426,1.59868162,0.21476549,0.29212751
-4.90145073,3.58494071,0.07614619,0.03000733,0.89951564,1.85723437,0.01848411,1.63374516,0.21538376,0.29247455
-4.89544772,3.63916151,0.07451241,0.03004879,0.92425774,1.87993908,0.01932438,1.66716705,0.21604852,0.29288827
-4.88944472,3.68961133,0.07290892,0.03001091,0.94791869,1.89988946,0.02025124,1.69861129,0.21668964,0.29335265
-4.88344172,3.73595692,0.07135826,0.02988781,0.97013815,1.91715288,0.02126132,1.72780821,0.21724372,0.29385472
-4.87743872,3.77799440,0.06988123,0.02967662,0.99059064,1.93186794,0.02235166,1.75455618,0.21765546,0.29438445
-4.87143572,3.81564254,0.06849671,0.02937735,1.00899128,1.94423441,0.02351957,1.77872068,0.21787868,0.29493456
-4.86543272,3.84893138,0.06722144,0.02899275,1.02510045,1.95450046,0.02476250,1.80023090,0.21787691,0.29550005
-4.85942971,3.87798686,0.06606988,0.02852801,1.03872719,1.96294823,0.02607782,1.81907434,0.21762375,0.29607774
-4.85342671,3.90301262,0.06505417,0.02799042,1.04973147,1.96987808,0.02746265,1.83528976,0.21710282,0.29666554
-4.84742371,3.92426993,0.06418407,0.02738899,1.05802512,1.97559266,0.02891365,1.84895898,0.21630753,0.29726178
-4.84142071,3.94205713,0.06346700,0.02673407,1.06357168,1.98038153,0.03042684,1.86019798,0.21524062,0.29786454
-4.83541771,3.95668939,0.06290806,0.02603694,1.06638506,1.98450701,0.03199752,1.86914785,0.21391355,0.29847093
-4.82941471,3.96848007,0.06251021,0.02530942,1.06652706,1.98819203,0.03362009,1.87596604,0.21234573,0.29907659
-4.82341171,3.97772443,0.06227436,0.02456358,1.06410402,1.99161050,0.03528807,1.88081816,0.21056374,0.29967519
-4.81740870,3.98468639,0.06219960,0.02381137,1.05926246,1.99488063,0.03699404,1.88387084,0.20860040,0.30025827
-4.81140570,3.98958869,0.06228340,0.02306440,1.05218413,1.99806129,0.03872977,1.88528576,0.20649386,0.30081508
-4.80540270,3.99260678,0.06252185,0.02233375,1.04308028,2.00115160,0.04048630,1.88521492,0.20428660,0.30133278
-4.79939970,3.99386631,0.06290992,0.02162978,1.03218560,2.00409348,0.04225407,1.88379733,0.20202445,0.30179677
-4.79339670,3.99344397,0.06344167,0.02096201,1.01975182,2.00677696,0.04402314,1.88115693,0.19975557,0.30219113
-4.78739370,3.99137120,0.06411048,0.02033907,1.00604114,2.00904773,0.04578339,1.87740174,0.19752929,0.30249927
-4.78139070,3.98764024,0.06490919,0.01976859,0.99131975,2.01071648,0.04752470,1.87262394,0.19539506,0.30270461
-4.77538769,3.98221179,0.06583024,0.01925720,0.97585149,2.01156942,0.04923721,1.86690078,0.19340122,0.30279130
-4.76938469,3.97502352,0.06686573,0.01881045,0.95989192,2.01137937,0.05091143,1.86029602,0.19159379,0.30274485
-4.76338169,3.96599893,0.06800735,0.01843283,0.94368281,2.00991680,0.05253844,1.85286179,0.19001517,0.30255272
-4.75737869,3.95505569,0.06924634,0.01812772,0.92744736,2.00696045,0.05410995,1.84464051,0.18870292,0.30220473
-4.75137569,3.94211321,0.07057328,0.01789737,0.91138611,2.00230685,0.05561835,1.83566688,0.18768846,0.30169327
-4.74537269,3.92709890,0.07197793,0.01774286,0.89567378,1.99577852,0.05705673,1.82596977,0.18699589,0.30101336
-4.73936968,3.90995315,0.07344892,0.01766407,0.88045696,1.98723070,0.05841882,1.81557392,0.18664094,0.30016246
-4.73336668,3.89063272,0.07497355,0.01765972,0.86585294,1.97655620,0.05969889,1.80450145,0.18663009,0.29914013
-4.72736368,3.86911302,0.07653753,0.01772730,0.85194938,1.96368875,0.06089164,1.79277321,0.18695985,0.29794753
-4.72136068,3.84538916,0.07812480,0.01786314,0.83880514,1.94860449,0.06199209,1.78041007,0.18761650,0.29658685
-4.71535768,3.81947635,0.07971745,0.01806242,0.82645197,1.93132217,0.06299540,1.76743406,0.18857601,0.29506069
-4.70935468,3.79140985,0.08129571,0.01831929,0.81489712,1.91190191,0.06389682,1.75386961,0.18980445,0.29337151
-4.70335168,3.76124486,0.08283815,0.01862694,0.80412665,1.89044303,0.06469156,1.73974478,0.19125878,0.29152117
-4.69734867,3.72905655,0.08432192,0.01897778,0.79410935,1.86708097,0.06537477,1.72509257,0.19288804,0.28951064
-4.69134567,3.69494052,0.08572325,0.01936358,0.78480108,1.84198364,0.06594156,1.70995230,0.19463490,0.28733991
-4.68534267,3.65901351,0.08701806,0.01977572,0.77614925,1.81534738,0.06638704,1.69437091,0.19643759,0.28500814
-4.67933967,3.62141461,0.08818260,0.02020538,0.76809733,1.78739255,0.06670646,1.67840419,0.19823202,0.28251398
-4.67333667,3.58230639,0.08919434,0.02064379,0.76058901,1.75835903,0.06689536,1.66211772,0.19995415,0.27985617
-4.66733367,3.54187589,0.09003274,0.02108247,0.75357199,1.72850150,0.06694978,1.64558741,0.20154230,0.27703420
-4.66133067,3.50033499,0.09068013,0.02151347,0.74700095,1.69808459,0.06686648,1.62889946,0.20293947,0.27404913
-4.65532766,3.45791970,0.09112248,0.02192955,0.74083982,1.66737789,0.06664315,1.61214958,0.20409546,0.27090430
-4.64932466,3.41488797,0.09135003,0.02232437,0.73506297,1.63665075,0.06627861,1.59544137,0.20496862,0.26760607
-4.64332166,3.37151576,0.09135779,0.02269263,0.72965541,1.60616691,0.06577306,1.57888381,0.20552726,0.26416430
