energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.75987994,1.82653497,0.00442591,0.16905051,0.32643332,0.39517822,0.62719547,0.75394269,0.59057447,0.00000000
-5.75387694,1.75125931,0.00417452,0.15937170,0.31240605,0.37369480,0.58034673,0.73550622,0.55822123,0.00000000
-5.74787394,1.68220445,0.00395380,0.15083703,0.30061705,0.35350638,0.53630039,0.71851053,0.52872029,0.00000000
-5.74187094,1.61987034,0.00376466,0.14348063,0.29109074,0.33475224,0.49534624,0.70313092,0.50224921,0.00000000
-5.73586793,1.56456914,0.00360711,0.13731079,0.28380900,0.31752836,0.45769543,0.68948814,0.47891102,0.00000000
-5.72986493,1.51642338,0.00348032,0.13231080,0.27871219,0.30188686,0.42348007,0.67764690,0.45873340,0.00000000
-5.72386193,1.47537133,0.00338270,0.12844071,0.27570197,0.28783695,0.39275572,0.66761675,0.44167084,0.00000000
-5.71785893,1.44117933,0.00331194,0.12563981,0.27464547,0.27534732,0.36550660,0.65935529,0.42760941,0.00000000
-5.71185593,1.41346032,0.00326519,0.12382969,0.27538085,0.26434983,0.34165295,0.65277361,0.41637396,0.00000000
-5.70585293,1.39169746,0.00323914,0.12291776,0.27772374,0.25474430,0.32106016,0.64774348,0.40773735,0.00000000
-5.69984992,1.37527175,0.00323014,0.12280110,0.28147431,0.24640416,0.30354917,0.64410611,0.40143108,0.00000000
-5.69384692,1.36349222,0.00323437,0.12337036,0.28642463,0.23918272,0.28890750,0.64168189,0.39715706,0.00000000
-5.68784392,1.35562737,0.00324795,0.12451355,0.29236589,0.23291983,0.27690052,0.64028070,0.39459970,0.00000000
-5.68184092,1.35093638,0.00326704,0.12611971,0.29909517,0.22744864,0.26728231,0.63971222,0.39343805,0.00000000
-5.67583792,1.34869866,0.00328801,0.12808208,0.30642147,0.22260218,0.25980591,0.63979583,0.39335728,0.00000000
-5.66983492,1.34824068,0.00330750,0.13030085,0.31417066,0.21821953,0.25423231,0.64036946,0.39405910,0.00000000
-5.66383192,1.34895878,0.00332253,0.13268530,0.32218922,0.21415143,0.25033809,0.64129712,0.39527079,0.00000000
-5.65782891,1.35033727,0.00333056,0.13515529,0.33034661,0.21026502,0.24792144,0.64247460,0.39675248,0.00000000
-5.65182591,1.35196113,0.00332955,0.13764210,0.33853622,0.20644772,0.24680635,0.64383324,0.39830245,0.00000000
-5.64582291,1.35352305,0.00331799,0.14008865,0.34667493,0.20260996,0.24684501,0.64534146,0.39976041,0.00000000
-5.63981991,1.35482476,0.00329492,0.14244912,0.35470139,0.19868696,0.24791852,0.64700411,0.40100873,0.00000000
-5.63381691,1.35577300,0.00325993,0.14468801,0.36257319,0.19463931,0.24993577,0.64885976,0.40197170,0.00000000
-5.62781391,1.35637050,0.00321308,0.14677890,0.37026323,0.19045254,0.25283108,0.65097595,0.40261305,0.00000000
-5.62181091,1.35670302,0.00315494,0.14870285,0.37775536,0.18613576,0.25656037,0.65344296,0.40293201,0.00000000
-5.61580790,1.35692305,0.00308648,0.15044670,0.38503993,0.18171942,0.26109662,0.65636626,0.40295813,0.00000000
-5.60980490,1.35723157,0.00300905,0.15200132,0.39210919,0.17725236,0.26642454,0.65985824,0.40274535,0.00000000
-5.60380190,1.35785877,0.00292426,0.15336005,0.39895317,0.17279844,0.27253507,0.66402963,0.40236570,0.00000000
-5.59779890,1.35904495,0.00283395,0.15451730,0.40555604,0.16843268,0.27941986,0.66898113,0.40190279,0.00000000
-5.59179590,1.36102261,0.00274010,0.15546750,0.41189338,0.16423739,0.28706618,0.67479568,0.40144574,0.00000000
-5.58579290,1.36400067,0.00264479,0.15620450,0.41793033,0.16029817,0.29545241,0.68153186,0.40108358,0.00000000
-5.57978989,1.36815149,0.00255009,0.15672129,0.42362091,0.15670016,0.30454448,0.68921874,0.40090055,0.00000000
-5.57378689,1.37360132,0.00245808,0.15701026,0.42890841,0.15352459,0.31429329,0.69785232,0.40097227,0.00000000
-5.56778389,1.38042436,0.00237078,0.15706371,0.43372676,0.15084565,0.32463339,0.70739396,0.40136312,0.00000000
-5.56178089,1.38864051,0.00229010,0.15687487,0.43800294,0.14872791,0.33548279,0.71777056,0.40212457,0.00000000
-5.55577789,1.39821678,0.00221787,0.15643904,0.44166011,0.14722424,0.34674400,0.72887666,0.40329469,0.00000000
-5.54977489,1.40907178,0.00215584,0.15575495,0.44462133,0.14637431,0.35830617,0.74057819,0.40489849,0.00000000
-5.54377189,1.42108298,0.00210566,0.15482609,0.44681366,0.14620358,0.37004810,0.75271763,0.40694915,0.00000000
-5.53776888,1.43409589,0.00206888,0.15366202,0.44817226,0.14672285,0.38184202,0.76512025,0.40944978,0.00000000
-5.53176588,1.44793468,0.00204702,0.15227948,0.44864444,0.14792830,0.39355792,0.77760117,0.41239569,0.00000000
-5.52576288,1.46241323,0.00204156,0.15070313,0.44819327,0.14980199,0.40506795,0.78997268,0.41577678,0.00000000
-5.51975988,1.47734611,0.00205393,0.14896596,0.44680065,0.15231266,0.41625098,0.80205159,0.41958005,0.00000000
-5.51375688,1.49255869,0.00208554,0.14710925,0.44446962,0.15541697,0.42699668,0.81366610,0.42379185,0.00000000
-5.50775388,1.50789579,0.00213779,0.14518198,0.44122579,0.15906096,0.43720924,0.82466194,0.42839996,0.00000000
-5.50175088,1.52322859,0.00221202,0.14323984,0.43711786,0.16318171,0.44681023,0.83490741,0.43339515,0.00000000
-5.49574787,1.53845923,0.00230949,0.14134364,0.43221716,0.16770922,0.45574073,0.84429721,0.43877240,0.00000000
-5.48974487,1.55352312,0.00243136,0.13955744,0.42661624,0.17256840,0.46396242,0.85275475,0.44453147,0.00000000
-5.48374187,1.56838891,0.00257862,0.13794620,0.42042661,0.17768109,0.47145770,0.86023306,0.45067708,0.00000000
-5.47773887,1.58305619,0.00275200,0.13657328,0.41377566,0.18296816,0.47822892,0.86671420,0.45721848,0.00000000
-5.47173587,1.59755118,0.00295194,0.13549780,0.40680298,0.18835160,0.48429665,0.87220729,0.46416869,0.00000000
-5.46573287,1.61192081,0.00317846,0.13477196,0.39965614,0.19375655,0.48969723,0.87674535,0.47154332,0.00000000
-5.45972986,1.62622569,0.00343111,0.13443861,0.39248620,0.19911316,0.49447977,0.88038125,0.47935909,0.00000000
-5.45372686,1.64053229,0.00370890,0.13452897,0.38544309,0.20435841,0.49870269,0.88318294,0.48763220,0.00000000
-5.44772386,1.65490501,0.00401022,0.13506091,0.37867100,0.20943764,0.50243013,0.88522830,0.49637662,0.00000000
-5.44172086,1.66939871,0.00433276,0.13603766,0.37230402,0.21430591,0.50572830,0.88660006,0.50560231,0.00000000
-5.43571786,1.68405203,0.00467356,0.13744716,0.36646219,0.21892904,0.50866208,0.88738095,0.51531358,0.00000000
-5.42971486,1.69888204,0.00502894,0.13926210,0.36124806,0.22328432,0.51129199,0.88764947,0.52550766,0.00000000
-5.42371186,1.71388060,0.00539453,0.14144068,0.35674389,0.22736097,0.51367164,0.88747648,0.53617340,0.00000000
-5.41770885,1.72901260,0.00576535,0.14392808,0.35300966,0.23116010,0.51584582,0.88692285,0.54729039,0.00000000
-5.41170585,1.74421617,0.00613591,0.14665859,0.35008175,0.23469445,0.51784925,0.88603820,0.55882835,0.00000000
-5.40570285,1.75940506,0.00650026,0.14955836,0.34797257,0.23798768,0.51970601,0.88486086,0.57074685,0.00000000
-5.39969985,1.77447274,0.00685219,0.15254863,0.34667098,0.24107332,0.52142974,0.88341890,0.58299555,0.00000000
-5.39369685,1.78929826,0.00718537,0.15554937,0.34614342,0.24399351,0.52302432,0.88173217,0.59551462,0.00000000
-5.38769385,1.80375330,0.00749352,0.15848307,0.34633583,0.24679731,0.52448521,0.87981515,0.60823563,0.00000000
-5.38169085,1.81771011,0.00777061,0.16127863,0.34717614,0.24953897,0.52580120,0.87768026,0.62108271,0.00000000
-5.37568784,1.83104974,0.00801102,0.16387505,0.34857730,0.25227588,0.52695640,0.87534148,0.63397398,0.00000000
-5.36968484,1.84367011,0.00820975,0.16622493,0.35044063,0.25506654,0.52793256,0.87281787,0.64682318,0.00000000
-5.36368184,1.85549337,0.00836254,0.16829733,0.35265946,0.25796844,0.52871133,0.87013671,0.65954146,0.00000000
-5.35767884,1.86647215,0.00846605,0.17008020,0.35512284,0.26103602,0.52927655,0.86733603,0.67203919,0.00000000
-5.35167584,1.87659426,0.00851793,0.17158196,0.35771923,0.26431867,0.52961637,0.86446628,0.68422793,0.00000000
-5.34567284,1.88588561,0.00851690,0.17283233,0.36034001,0.26785901,0.52972514,0.86159103,0.69602220,0.00000000
-5.33966983,1.89441122,0.00846281,0.17388226,0.36288273,0.27169129,0.52960498,0.85878655,0.70734133,0.00000000
-5.33366683,1.90227424,0.00835661,0.17480305,0.36525401,0.27584018,0.52926713,0.85614046,0.71811107,0.00000000
-5.32766383,1.90961318,0.00820030,0.17568457,0.36737194,0.28031985,0.52873274,0.85374940,0.72826517,0.00000000
-5.32166083,1.91659757,0.00799688,0.17663279,0.36916812,0.28513346,0.52803354,0.85171594,0.73774678,0.00000000
-5.31565783,1.92342228,0.00775024,0.17776654,0.37058901,0.29027302,0.52721192,0.85014508,0.74650975,0.00000000
-5.30965483,1.93030118,0.00746498,0.17921382,0.37159693,0.29571977,0.52632082,0.84914046,0.75451977,0.00000000
-5.30365183,1.93746036,0.00714631,0.18110765,0.37217044,0.30144494,0.52542321,0.84880075,0.76175551,0.00000000
-5.29764882,1.94513144,0.00679986,0.18358166,0.37230425,0.30741096,0.52459133,0.84921640,0.76820963,0.00000000
-5.29164582,1.95354557,0.00643152,0.18676563,0.37200878,0.31357315,0.52390550,0.85046710,0.77388981,0.00000000
-5.28564282,1.96292825,0.00604723,0.19078109,0.37130920,0.31988166,0.52345285,0.85262011,0.77881977,0.00000000
-5.27963982,1.97349550,0.00565289,0.19573712,0.37024427,0.32628389,0.52332559,0.85572967,0.78304027,0.00000000
-5.27363682,1.98545136,0.00525416,0.20172652,0.36886487,0.33272705,0.52361917,0.85983744,0.78661009,0.00000000
-5.26763382,1.99898685,0.00485635,0.20882244,0.36723231,0.33916089,0.52443009,0.86497413,0.78960695,0.00000000
-5.26163082,2.01428035,0.00446431,0.21707557,0.36541652,0.34554053,0.52585360,0.87116192,0.79212834,0.00000000
-5.25562781,2.03149901,0.00408235,0.22651198,0.36349420,0.35182914,0.52798107,0.87841781,0.79429210,0.00000000
-5.24962481,2.05080106,0.00371421,0.23713156,0.36154681,0.35800052,0.53089729,0.88675728,0.79623668,0.00000000
-5.24362181,2.07233842,0.00336299,0.24890729,0.35965871,0.36404122,0.53467760,0.89619822,0.79812093,0.00000000
-5.23761881,2.09625928,0.00303113,0.26178506,0.35791517,0.36995233,0.53938499,0.90676458,0.80012326,0.00000000
-5.23161581,2.12271000,0.00272050,0.27568431,0.35640053,0.37575059,0.54506724,0.91848952,0.80244010,0.00000000
-5.22561281,2.15183599,0.00243231,0.29049922,0.35519636,0.38146885,0.55175413,0.93141759,0.80528335,0.00000000
-5.21960980,2.18378111,0.00216726,0.30610057,0.35437966,0.38715574,0.55945498,0.94560585,0.80887689,0.00000000
-5.21360680,2.21868514,0.00192553,0.32233819,0.35402116,0.39287452,0.56815653,0.96112349,0.81345197,0.00000000
-5.20760380,2.25667937,0.00170685,0.33904381,0.35418365,0.39870112,0.57782129,0.97805002,0.81924144,0.00000000
-5.20160080,2.29788007,0.00151058,0.35603453,0.35492043,0.40472126,0.58838664,0.99647179,0.82647297,0.00000000
-5.19559780,2.34238007,0.00133577,0.37311649,0.35627378,0.41102694,0.59976456,1.01647718,0.83536125,0.00000000
-5.18959480,2.39023871,0.00118122,0.39008906,0.35827358,0.41771220,0.61184240,1.03815040,0.84609951,0.00000000
-5.18359180,2.44147078,0.00104555,0.40674914,0.36093611,0.42486840,0.62448451,1.06156427,0.85885044,0.00000000
-5.17758879,2.49603484,0.00092726,0.42289577,0.36426298,0.43257924,0.63753493,1.08677240,0.87373716,0.00000000
-5.17158579,2.55382198,0.00082475,0.43833486,0.36824038,0.44091564,0.65082120,1.11380115,0.89083439,0.00000000
-5.16558279,2.61464559,0.00073644,0.45288394,0.37283859,0.44993085,0.66415905,1.14264177,0.91016043,0.00000000
-5.15957979,2.67823315,0.00066074,0.46637695,0.37801194,0.45965592,0.67735820,1.17324338,0.93167044,0.00000000
-5.15357679,2.74422091,0.00059611,0.47866887,0.38369920,0.47009589,0.69022878,1.20550718,0.95525144,0.00000000
-5.14757379,2.81215203,0.00054108,0.48964024,0.38982447,0.48122685,0.70258858,1.23928223,0.98071954,0.00000000
-5.14157079,2.88147894,0.00049428,0.49920125,0.39629866,0.49299415,0.71427051,1.27436347,1.00781968,0.00000000
-5.13556778,2.95157021,0.00045447,0.50729540,0.40302152,0.50531179,0.72513027,1.31049185,1.03622825,0.00000000
-5.12956478,3.02172215,0.00042051,0.51390269,0.40988421,0.51806329,0.73505375,1.34735715,1.06555864,0.00000000
-5.12356178,3.09117484,0.00039137,0.51904185,0.41677245,0.53110387,0.74396392,1.38460314,1.09536970,0.00000000
-5.11755878,3.15913225,0.00036618,0.52277192,0.42357004,0.54426398,0.75182673,1.42183531,1.12517695,0.00000000
-5.11155578,3.22478569,0.00034415,0.52519258,0.43016264,0.55735407,0.75865572,1.45863063,1.15446617,0.00000000
-5.10555278,3.28733943,0.00032466,0.52644342,0.43644181,0.57017044,0.76451504,1.49454912,1.18270886,0.00000000
-5.09954977,3.34603740,0.00030714,0.52670186,0.44230882,0.58250179,0.76952040,1.52914668,1.20937889,0.00000000
-5.09354677,3.40018935,0.00029116,0.52617965,0.44767834,0.59413632,0.77383789,1.56198858,1.23396956,0.00000000
-5.08754377,3.44919513,0.00027635,0.52511797,0.45248156,0.60486885,0.77768038,1.59266291,1.25601039,0.00000000
-5.08154077,3.49256544,0.00026246,0.52378104,0.45666862,0.61450780,0.78130142,1.62079333,1.27508256,0.00000000
-5.07553777,3.52993778,0.00024927,0.52244839,0.46021013,0.62288154,0.78498669,1.64605050,1.29083244,0.00000000
-5.06953477,3.56108626,0.00023663,0.52140585,0.46309770,0.62984376,0.78904309,1.66816139,1.30298229,0.00000000
-5.06353177,3.58592465,0.00022443,0.52093560,0.46534322,0.63527766,0.79378591,1.68691615,1.31133773,0.00000000
-5.05752876,3.60450193,0.00021263,0.52130535,0.46697711,0.63909876,0.79952422,1.70217200,1.31579139,0.00000000
-5.05152576,3.61699046,0.00020117,0.52275735,0.46804532,0.64125607,0.80654528,1.71385394,1.31632280,0.00000000
-5.04552276,3.62366721,0.00019006,0.52549723,0.46860531,0.64173173,0.81509844,1.72195224,1.31299422,0.00000000
-5.03951976,3.62488880,0.00017930,0.52968357,0.46872132,0.64053907,0.82537931,1.72651678,1.30594301,0.00000000
-5.03351676,3.62106191,0.00016891,0.53541835,0.46845893,0.63771936,0.83751497,1.72764867,1.29537079,0.00000000
-5.02751376,3.61261059,0.00015889,0.54273905,0.46787947,0.63333729,0.85155106,1.72548946,1.28153012,0.00000000
-5.02151076,3.59994246,0.00014929,0.55161265,0.46703442,0.62747578,0.86744143,1.72020880,1.26470952,0.00000000
-5.01550775,3.58341605,0.00014012,0.56193215,0.46596037,0.62023017,0.88504115,1.71199108,1.24521777,0.00000000
-5.00950475,3.56331118,0.00013139,0.57351581,0.46467468,0.61170234,0.90410338,1.70102203,1.22336829,0.00000000
-5.00350175,3.53980454,0.00012312,0.58610936,0.46317228,0.60199519,0.92428059,1.68747598,1.19946465,0.00000000
-4.99749875,3.51295213,0.00011532,0.59939138,0.46142379,0.59120761,0.94513024,1.67150469,1.17378792,0.00000000
-4.99149575,3.48267986,0.00010799,0.61298163,0.45937523,0.57943042,0.96612511,1.65322831,1.14658662,0.00000000
-4.98549275,3.44878308,0.00010111,0.62645223,0.45694929,0.56674352,0.98666787,1.63272919,1.11806969,0.00000000
-4.97948974,3.41093540,0.00009468,0.63934129,0.45404814,0.55321415,1.00610945,1.61004874,1.08840277,0.00000000
-4.97348674,3.36870646,0.00008868,0.65116845,0.45055783,0.53889666,1.02377064,1.58518776,1.05770796,0.00000000
-4.96748374,3.32158759,0.00008308,0.66145175,0.44635376,0.52383341,1.03896584,1.55811002,1.02606666,0.00000000
-4.96148074,3.26902415,0.00007786,0.66972507,0.44130725,0.50805687,1.05102809,1.52874893,0.99352531,0.00000000
-4.95547774,3.21045249,0.00007298,0.67555536,0.43529256,0.49159262,1.05933413,1.49701693,0.96010344,0.00000000
-4.94947474,3.14533946,0.00006841,0.67855889,0.42819412,0.47446300,1.06332834,1.46281686,0.92580329,0.00000000
-4.94347174,3.07322215,0.00006413,0.67841574,0.41991354,0.45669105,1.06254453,1.42605476,0.89062031,0.00000000
-4.93746873,2.99374538,0.00006009,0.67488197,0.41037586,0.43830457,1.05662435,1.38665303,0.85455370,0.00000000
-4.93146573,2.90669483,0.00005628,0.66779867,0.39953491,0.41933971,1.04533168,1.34456348,0.81761635,0.00000000
-4.92546273,2.81202387,0.00005266,0.65709780,0.38737721,0.39984420,1.02856210,1.29977905,0.77984342,0.00000000
-4.91945973,2.70987251,0.00004921,0.64280432,0.37392449,0.37987956,1.00634723,1.25234382,0.74129906,0.00000000
-4.91345673,2.60057743,0.00004591,0.62503468,0.35923438,0.35952253,0.97885365,1.20236043,0.70208086,0.00000000
-4.90745373,2.48467266,0.00004276,0.60399189,0.34339959,0.33886531,0.94637666,1.14999469,0.66232193,0.00000000
-4.90145073,2.36288091,0.00003973,0.57995725,0.32654538,0.31801490,0.90932918,1.09547693,0.62219043,0.00000000
-4.89544772,2.23609626,0.00003683,0.55327948,0.30882562,0.29709128,0.86822643,1.03910017,0.58188671,0.00000000
-4.88944472,2.10535913,0.00003406,0.52436163,0.29041774,0.27622487,0.82366734,0.98121513,0.54163847,0.00000000
-4.88344172,1.97182525,0.00003141,0.49364653,0.27151666,0.25555328,0.77631344,0.92222248,0.50169416,0.00000000
-4.87743872,1.83673017,0.00002891,0.46160146,0.25232829,0.23521756,0.72686649,0.86256272,0.46231525,0.00000000
-4.87143572,1.70135147,0.00002657,0.42870281,0.23306274,0.21535830,0.67604571,0.80270433,0.42376779,0.00000000
-4.86543272,1.56697035,0.00002440,0.39542128,0.21392773,0.19611172,0.62456577,0.74313082,0.38631391,0.00000000
-4.85942971,1.43483485,0.00002244,0.36220834,0.19512241,0.17760605,0.57311634,0.68432733,0.35020362,0.00000000
-4.85342671,1.30612604,0.00002070,0.32948438,0.17683188,0.15995834,0.52234404,0.62676756,0.31566752,0.00000000
-4.84742371,1.18192875,0.00001924,0.29762892,0.15922265,0.14327187,0.47283735,0.57090157,0.28291067,0.00000000
-4.84142071,1.06320800,0.00001808,0.26697315,0.14243914,0.12763434,0.42511485,0.51714503,0.25210788,0.00000000
-4.83541771,0.95079158,0.00001727,0.23779483,0.12660131,0.11311681,0.37961707,0.46587028,0.22340070,0.00000000
-4.82941471,0.84535929,0.00001688,0.21031565,0.11180344,0.09977342,0.33670189,0.41739969,0.19689597,0.00000000
-4.82341171,0.74743864,0.00001695,0.18470079,0.09811398,0.08764192,0.29664328,0.37200119,0.17266605,0.00000000
-4.81740870,0.65740673,0.00001758,0.16106051,0.08557637,0.07674485,0.25963326,0.32988626,0.15075045,0.00000000
-4.81140570,0.57549745,0.00001883,0.13945346,0.07421072,0.06709132,0.22578636,0.29121007,0.13115877,0.00000000
-4.80540270,0.50181328,0.00002081,0.11989141,0.06401613,0.05867914,0.19514636,0.25607369,0.11387455,0.00000000
-4.79939970,0.43634052,0.00002362,0.10234488,0.05497350,0.05149736,0.16769458,0.22452799,0.09885988,0.00000000
-4.79339670,0.37896685,0.00002737,0.08674952,0.04704867,0.04552881,0.14335919,0.19657883,0.08606030,0.00000000
-4.78739370,0.32950014,0.00003221,0.07301270,0.04019561,0.04075270,0.12202505,0.17219320,0.07540983,0.00000000
-4.78139070,0.28768737,0.00003827,0.06102013,0.03435961,0.03714698,0.10354362,0.15130577,0.06683578,0.00000000
-4.77538769,0.25323273,0.00004569,0.05064219,0.02948026,0.03469042,0.08774237,0.13382557,0.06026307,0.00000000
-4.76938469,0.22581405,0.00005464,0.04173974,0.02549413,0.03336431,0.07443353,0.11964232,0.05561788,0.00000000
-4.76338169,0.20509692,0.00006526,0.03416933,0.02233707,0.03315362,0.06342183,0.10863208,0.05283056,0.00000000
-4.75737869,0.19074599,0.00007771,0.02778767,0.01994610,0.03404772,0.05451103,0.10066198,0.05183747,0.00000000
-4.75137569,0.18243330,0.00009214,0.02245526,0.01826074,0.03604041,0.04750924,0.09559398,0.05258204,0.00000000
-4.74537269,0.17984331,0.00010868,0.01803934,0.01722403,0.03912957,0.04223294,0.09328723,0.05501465,0.00000000
-4.73936968,0.18267503,0.00012744,0.01441596,0.01678296,0.04331613,0.03850981,0.09359939,0.05909180,0.00000000
-4.73336668,0.19064131,0.00014850,0.01147152,0.01688859,0.04860275,0.03618037,0.09638675,0.06477433,0.00000000
-4.72736368,0.20346564,0.00017190,0.00910355,0.01749585,0.05499204,0.03509873,0.10150329,0.07202505,0.00000000
-4.72136068,0.22087719,0.00019764,0.00722108,0.01856303,0.06248455,0.03513247,0.10879898,0.08080583,0.00000000
-4.71535768,0.24260448,0.00022567,0.00574456,0.02005107,0.07107663,0.03616190,0.11811751,0.09107441,0.00000000
-4.70935468,0.26836835,0.00025586,0.00460547,0.02192279,0.08075828,0.03807888,0.12929374,0.10278113,0.00000000
-4.70335168,0.29787497,0.00028805,0.00374568,0.02414207,0.09151112,0.04078539,0.14215111,0.11586579,0.00000000
-4.69734867,0.33080940,0.00032199,0.00311668,0.02667304,0.10330659,0.04419200,0.15649943,0.13025486,0.00000000
-4.69134567,0.36683040,0.00035737,0.00267870,0.02947942,0.11610450,0.04821636,0.17213325,0.14585920,0.00000000
-4.68534267,0.40556693,0.00039379,0.00239982,0.03252399,0.12985213,0.05278197,0.18883104,0.16257263,0.00000000
-4.67933967,0.44661670,0.00043083,0.00225504,0.03576832,0.14448377,0.05781704,0.20635542,0.18027119,0.00000000
-4.67333667,0.48954711,0.00046797,0.00222548,0.03917263,0.15992084,0.06325388,0.22445458,0.19881352,0.00000000
-4.66733367,0.53389859,0.00050467,0.00229752,0.04269603,0.17607271,0.06902849,0.24286483,0.21804214,0.00000000
-4.66133067,0.57919044,0.00054034,0.00246208,0.04629689,0.19283799,0.07508051,0.26131442,0.23778571,0.00000000
-4.65532766,0.62492871,0.00057438,0.00271393,0.04993351,0.21010634,0.08135360,0.27952841,0.25786226,0.00000000
-4.64932466,0.67061601,0.00060619,0.00305108,0.05356493,0.22776077,0.08779585,0.29723441,0.27808307,0.00000000
-4.64332166,0.71576261,0.00063517,0.00347422,0.05715193,0.24568015,0.09436054,0.31416901,0.29825720,0.00000000
