energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,4.57327097,0.02455281,0.21457367,1.61682494,0.00000000,0.10950687,2.74145647,0.63942314,0.44879372
-5.99399700,4.72009919,0.02499439,0.22134349,1.66282020,0.00000000,0.11293569,2.83221828,0.66546111,0.46454995
-5.98799400,4.86251113,0.02542237,0.22820374,1.70693624,0.00000000,0.11618227,2.91971494,0.69119951,0.48013821
-5.98199100,4.99920301,0.02583238,0.23513524,1.74866042,0.00000000,0.11921605,3.00303801,0.71647583,0.49544503
-5.97598799,5.12877741,0.02621810,0.24210863,1.78744714,0.00000000,0.12200499,3.08123658,0.74112827,0.51034315
-5.96998499,5.24979254,0.02657146,0.24908496,1.82273996,0.00000000,0.12451628,3.15335165,0.76500271,0.52469563
-5.96398199,5.36081800,0.02688290,0.25601675,1.85399654,0.00000000,0.12671729,3.21845420,0.78795978,0.53836059
-5.95797899,5.46049417,0.02714180,0.26284933,1.88071465,0.00000000,0.12857656,3.27568493,0.80988165,0.55119651
-5.95197599,5.54759170,0.02733696,0.26952243,1.90245806,0.00000000,0.13006485,3.32429361,0.83067814,0.56306754
-5.94597299,5.62106775,0.02745710,0.27597182,1.91888078,0.00000000,0.13115621,3.36367549,0.85029158,0.57384878
-5.93996998,5.68011563,0.02749143,0.28213113,1.92974804,0.00000000,0.13182893,3.39340302,0.86870033,0.58343098
-5.93396698,5.72420492,0.02743019,0.28793339,1.93495300,0.00000000,0.13206641,3.41325066,0.88592043,0.59172459
-5.92796398,5.75310983,0.02726520,0.29331265,1.93452797,0.00000000,0.13185785,3.42321145,0.90200538,0.59866281
-5.92196098,5.76692400,0.02699023,0.29820526,1.92864950,0.00000000,0.13119877,3.42350433,0.91704391,0.60420362
-5.91595798,5.76606118,0.02660144,0.30255104,1.91763701,0.00000000,0.13009121,3.41457151,0.93115589,0.60833061
-5.90995498,5.75124173,0.02609755,0.30629420,1.90194486,0.00000000,0.12854380,3.39706632,0.94448647,0.61105280
-5.90395198,5.72346606,0.02548002,0.30938410,1.88214847,0.00000000,0.12657154,3.37183191,0.95719883,0.61240328
-5.89794897,5.68397657,0.02475305,0.31177584,1.85892499,0.00000000,0.12419540,3.33987217,0.96946594,0.61243708
-5.89194597,5.63421067,0.02392346,0.31343077,1.83302976,0.00000000,0.12144168,3.30231647,0.98146167,0.61122834
-5.88594297,5.57574761,0.02300045,0.31431688,1.80526974,0.00000000,0.11834125,3.26038011,0.99335195,0.60886700
-5.87993997,5.51025227,0.02199533,0.31440925,1.77647535,0.00000000,0.11492873,3.21532281,1.00528636,0.60545529
-5.87393697,5.43941913,0.02092109,0.31369044,1.74747217,0.00000000,0.11124155,3.16840725,1.01739064,0.60110429
-5.86793397,5.36491927,0.01979201,0.31215094,1.71905398,0.00000000,0.10731903,3.12085994,1.02976069,0.59593070
-5.86193097,5.28835327,0.01862315,0.30978961,1.69195837,0.00000000,0.10320150,3.07383624,1.04245824,0.59005395
-5.85592796,5.21121184,0.01742989,0.30661418,1.66684606,0.00000000,0.09892947,3.02839110,1.05550866,0.58359394
-5.84992496,5.13484593,0.01622752,0.30264168,1.64428480,0.00000000,0.09454291,2.98545663,1.06890086,0.57666929
-5.84392196,5.06044684,0.01503081,0.29789881,1.62473828,0.00000000,0.09008064,2.94582718,1.08258937,0.56939612
-5.83791896,4.98903657,0.01385366,0.29242219,1.60856029,0.00000000,0.08557987,2.91015199,1.09649855,0.56188744
-5.83191596,4.92146762,0.01270885,0.28625845,1.59599405,0.00000000,0.08107581,2.87893513,1.11052856,0.55425289
-5.82591296,4.85843107,0.01160778,0.27946401,1.58717616,0.00000000,0.07660143,2.85254178,1.12456272,0.54659880
-5.81990995,4.80047103,0.01056036,0.27210476,1.58214456,0.00000000,0.07218731,2.83120982,1.13847592,0.53902835
-5.81390695,4.74800357,0.00957496,0.26425525,1.58084959,0.00000000,0.06786157,2.81506513,1.15214342,0.53164172
-5.80790395,4.70133764,0.00865839,0.25599770,1.58316702,0.00000000,0.06364981,2.80413896,1.16544949,0.52453607
