energy_ev,total_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-6.00000000,1.14779687,0.72079394,0.50383185,0.01389283,0.26589238,0.35488419,0.00000000
-5.99399700,1.23498619,0.76691825,0.54167549,0.01444786,0.29006598,0.37523707,0.00000000
-5.98799400,1.32499591,0.81252604,0.58074543,0.01497616,0.31590041,0.39508963,0.00000000
-5.98199100,1.41770548,0.85729399,0.62099845,0.01547924,0.34347513,0.41430987,0.00000000
-5.97598799,1.51297845,0.90091027,0.66238406,0.01595964,0.37285827,0.43277773,0.00000000
-5.96998499,1.61065528,0.94308006,0.70484072,0.01642085,0.40410114,0.45038679,0.00000000
-5.96398199,1.71054528,0.98353071,0.74829159,0.01686707,0.43723248,0.46704553,0.00000000
-5.95797899,1.81241811,1.02201632,0.79264017,0.01730304,0.47225262,0.48267804,0.00000000
-5.95197599,1.91599554,1.05832176,0.83776603,0.01773384,0.50912796,0.49722428,0.00000000
-5.94597299,2.02094395,1.09226597,0.88352104,0.01816465,0.54778599,0.51063987,0.00000000
-5.93996998,2.12686829,1.12370451,0.92972640,0.01860053,0.58811121,0.52289552,0.00000000
-5.93396698,2.23330806,1.15253127,0.97617061,0.01904623,0.62994219,0.53397606,0.00000000
-5.92796398,2.33973578,1.17867926,1.02260892,0.01950605,0.67307003,0.54387934,0.00000000
-5.92196098,2.44555824,1.20212062,1.06876413,0.01998365,0.71723847,0.55261483,0.00000000
-5.91595798,2.55012087,1.22286549,1.11432906,0.02048199,0.76214553,0.56020216,0.00000000
-5.90995498,2.65271513,1.24096010,1.15897055,0.02100322,0.80744705,0.56666962,0.00000000
-5.90395198,2.75258874,1.25648382,1.20233502,0.02154869,0.85276173,0.57205257,0.00000000
-5.89794897,2.84895851,1.26954533,1.24405524,0.02211891,0.89767775,0.57639194,0.00000000
-5.89194597,2.94102524,1.28027804,1.28375831,0.02271356,0.94176066,0.57973273,0.00000000
-5.88594297,3.02798998,1.28883469,1.32107418,0.02333152,0.98456225,0.58212252,0.00000000
-5.87993997,3.10907115,1.29538152,1.35564471,0.02397090,1.02563013,0.58361011,0.00000000
-5.87393697,3.18352172,1.30009210,1.38713256,0.02462907,1.06451754,0.58424421,0.00000000
-5.86793397,3.25064583,1.30314102,1.41522985,0.02530267,1.10079326,0.58407214,0.00000000
-5.86193097,3.30981421,1.30469787,1.43966597,0.02598767,1.13405101,0.58313873,0.00000000
-5.85592796,3.36047804,1.30492168,1.46021453,0.02667937,1.16391828,0.58148533,0.00000000
-5.84992496,3.40218075,1.30395617,1.47669903,0.02737240,1.19006416,0.57914902,0.00000000
-5.84392196,3.43456780,1.30192618,1.48899730,0.02806084,1.21220610,0.57616211,0.00000000
-5.83791896,3.45739409,1.29893531,1.49704455,0.02873818,1.23011548,0.57255192,0.00000000
-5.83191596,3.47052935,1.29506528,1.50083510,0.02939749,1.24362174,0.56834098,0.00000000
-5.82591296,3.47396151,1.29037674,1.50042290,0.03003146,1.25261538,0.56354768,0.00000000
-5.81990995,3.46779828,1.28491186,1.49592089,0.03063265,1.25704954,0.55818741,0.00000000
-5.81390695,3.45226711,1.27869841,1.48749941,0.03119360,1.25694047,0.55227412,0.00000000
-5.80790395,3.42771376,1.27175512,1.47538372,0.03170718,1.25236680,0.54582242,0.00000000
-5.80190095,3.39459949,1.26409807,1.45985085,0.03216678,1.24346782,0.53885001,0.00000000
-5.79589795,3.35349688,1.25574757,1.44122565,0.03256671,1.23044070,0.53138037,0.00000000
-5.78989495,3.30508425,1.24673516,1.41987629,0.03290244,1.21353685,0.52344556,0.00000000
-5.78389195,3.25013826,1.23711008,1.39620905,0.03317097,1.19305742,0.51508892,0.00000000
