energy_ev,total_up,Cu_p_up,Cu_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-6.00000000,3.27352224,0.64200536,0.63912892,0.61367964,0.48193737,0.01709611,0.39995713,0.08001891,1.42057646
-5.99399700,3.31675409,0.64633173,0.64701928,0.61830397,0.48976726,0.01702559,0.40110159,0.08245371,1.44271227
-5.98799400,3.37351097,0.65343816,0.65717728,0.62430770,0.50008555,0.01704431,0.40354197,0.08537856,1.47109387
-5.98199100,3.44323334,0.66329380,0.66949629,0.63163607,0.51279434,0.01714971,0.40721419,0.08876842,1.50549407
-5.97598799,3.52498849,0.67579876,0.68380618,0.64018389,0.52772765,0.01733707,0.41201857,0.09258499,1.54551215
-5.96998499,3.61749551,0.69078801,0.69987855,0.64980053,0.54465541,0.01759963,0.41782427,0.09677728,1.59058278
-5.96398199,3.71916236,0.70803776,0.71743403,0.66029679,0.56328968,0.01792887,0.42447488,0.10128271,1.63999076
-5.95797899,3.82813419,0.72727393,0.73615159,0.67145330,0.58329270,0.01831474,0.43179502,0.10602847,1.69289114
-5.95197599,3.94235134,0.74818249,0.75567945,0.68303001,0.60428676,0.01874600,0.43959755,0.11093340,1.74833411
-5.94597299,4.05961488,0.77042132,0.77564716,0.69477644,0.62586548,0.01921058,0.44769128,0.11591012,1.80529397
-5.93996998,4.17765758,0.79363304,0.79567857,0.70644206,0.64760618,0.01969594,0.45588866,0.12086748,1.86270099
-5.93396698,4.29421736,0.81745833,0.81540496,0.71778648,0.66908295,0.02018951,0.46401327,0.12571322,1.91947523
-5.92796398,4.40711063,0.84154915,0.83447796,0.72858885,0.68987985,0.02067903,0.47190661,0.13035670,1.97456081
-5.92196098,4.51430241,0.86558139,0.85258159,0.73865609,0.70960398,0.02115292,0.47943415,0.13471168,2.02695947
-5.91595798,4.61397049,0.88926623,0.86944313,0.74782970,0.72789761,0.02160066,0.48649000,0.13869899,2.07576195
-5.90995498,4.70456089,0.91235983,0.88484197,0.75599069,0.74444919,0.02201302,0.49300037,0.14224896,2.12017608
-5.90395198,4.78483247,0.93467092,0.89861651,0.76306265,0.75900260,0.02238233,0.49892532,0.14530356,2.15955021
-5.89794897,4.85388865,0.95606575,0.91066839,0.76901280,0.77136430,0.02270257,0.50425898,0.14781808,2.19339114
-5.89194597,4.91119505,0.97647039,0.92096410,0.77385097,0.78140814,0.02296951,0.50902802,0.14976235,2.22137585
-5.88594297,4.95658240,0.99587009,0.92953382,0.77762689,0.78907751,0.02318069,0.51328864,0.15112141,2.24335644
-5.87993997,4.99023471,1.01430582,0.93646748,0.78042574,0.79438485,0.02333534,0.51712199,0.15189552,2.25935821
-5.87393697,5.01266347,1.03186803,0.94190840,0.78236246,0.79740845,0.02343420,0.52062850,0.15209963,2.26957109
-5.86793397,5.02466910,1.04868810,0.94604451,0.78357504,0.79828680,0.02347939,0.52392118,0.15176227,2.27433476
-5.86193097,5.02729190,1.06492766,0.94909793,0.78421727,0.79721063,0.02347409,0.52711831,0.15092392,2.27411841
-5.85592796,5.02175472,1.08076656,0.95131308,0.78445133,0.79441315,0.02342231,0.53033588,0.14963490,2.26949601
-5.84992496,5.00940033,1.09638994,0.95294408,0.78444052,0.79015890,0.02332855,0.53368015,0.14795296,2.26111843
-5.84392196,4.99162662,1.11197506,0.95424200,0.78434264,0.78473168,0.02319753,0.53724066,0.14594066,2.24968381
-5.83791896,4.96982269,1.12767873,0.95544255,0.78430413,0.77842232,0.02303395,0.54108409,0.14366263,2.23590740
-5.83191596,4.94530895,1.14362585,0.95675483,0.78445543,0.77151666,0.02284219,0.54524923,0.14118288,2.22049262
-5.82591296,4.91928399,1.15989979,0.95835167,0.78490747,0.76428439,0.02262618,0.54974341,0.13856226,2.20410432
-5.81990995,4.89278063,1.17653511,0.96036203,0.78574956,0.75696934,0.02238927,0.55454050,0.13585628,2.18734576
-5.81390695,4.86663298,1.19351306,0.96286581,0.78704864,0.74978142,0.02213411,0.55958059,0.13311319,2.17073992
-5.80790395,4.84145577,1.21076016,0.96589127,0.78884964,0.74289081,0.02186270,0.56477147,0.13037266,2.15471601
-5.80190095,4.81763645,1.22814994,0.96941524,0.79117703,0.73642429,0.02157641,0.56999180,0.12766483,2.13960164
-5.79589795,4.79533999,1.24550787,0.97336598,0.79403722,0.73046412,0.02127611,0.57509584,0.12501000,2.12562042
-5.78989495,4.77452544,1.26261916,0.97762857,0.79742155,0.72504906,0.02096229,0.57991956,0.12241879,2.11289502
-5.78389195,4.75497301,1.27923918,0.98205251,0.80130962,0.72017765,0.02063522,0.58428785,0.11989277,2.10145513
-5.77788894,4.73631962,1.29510587,0.98646110,0.80567280,0.71581333,0.02029517,0.58802246,0.11742554,2.09124948
-5.77188594,4.71810058,1.30995364,0.99066217,0.81047746,0.71189101,0.01994257,0.59095040,0.11500414,2.08216097
-5.76588294,4.69979508,1.32352784,0.99445944,0.81568788,0.70832477,0.01957817,0.59291230,0.11261070,2.07402413
-5.75987994,4.68087256,1.33559933,0.99766411,0.82126866,0.70501607,0.01920319,0.59377043,0.11022428,2.06664335
-5.75387694,4.66083770,1.34597820,1.00010598,0.82718637,0.70186222,0.01881942,0.59341599,0.10782268,2.05981135
-5.74787394,4.63927139,1.35452597,1.00164361,0.83341059,0.69876435,0.01842926,0.59177535,0.10538426,2.05332633
-5.74187094,4.61586589,1.36116568,1.00217293,0.83991426,0.69563485,0.01803578,0.58881487,0.10288953,2.04700742
-5.73586793,4.59045245,1.36588939,1.00163407,0.84667342,0.69240358,0.01764262,0.58454424,0.10032262,2.04070741
-5.72986493,4.56302024,1.36876258,1.00001592,0.85366643,0.68902281,0.01725396,0.57901804,0.09767236,2.03432242
-5.72386193,4.53372610,1.36992534,0.99735843,0.86087295,0.68547066,0.01687437,0.57233561,0.09493308,2.02779815
-5.71785893,4.50289488,1.36959028,0.99375233,0.86827269,0.68175293,0.01650865,0.56463902,0.09210504,2.02113277
-5.71185593,4.47101085,1.36803716,0.98933670,0.87584424,0.67790330,0.01616172,0.55610952,0.08919456,2.01437640
-5.70585293,4.43870096,1.36560456,0.98429411,0.88356404,0.67398204,0.01583834,0.54696233,0.08621375,2.00762759
-5.69984992,4.40671108,1.36267896,0.97884406,0.89140566,0.67007340,0.01554300,0.53744023,0.08317999,2.00102726
