energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.71255408,0.02155895,0.03092387,0.33155810,0.00000000,0.19020645,0.05833298,0.29487509,0.09227863
-5.99399700,0.65801808,0.01968687,0.02831631,0.30517450,0.00000000,0.17680919,0.05358861,0.26650936,0.08649565
-5.98799400,0.60844731,0.01788141,0.02588921,0.28126190,0.00000000,0.16468814,0.04928609,0.24024045,0.08129082
-5.98199100,0.56422128,0.01616405,0.02366320,0.25999050,0.00000000,0.15395902,0.04545013,0.21625307,0.07671110
-5.97598799,0.52558973,0.01455319,0.02165488,0.24146960,0.00000000,0.14470480,0.04209373,0.19469068,0.07278561
-5.96998499,0.49267647,0.01306398,0.01987678,0.22575014,0.00000000,0.13697610,0.03921885,0.17565739,0.06952571
-5.96398199,0.46548639,0.01170828,0.01833746,0.21282857,0.00000000,0.13079240,0.03681725,0.15922076,0.06692561
-5.95797899,0.44391503,0.01049475,0.01704172,0.20265181,0.00000000,0.12614410,0.03487161,0.14541515,0.06496349
-5.95197599,0.42776024,0.00942898,0.01599086,0.19512290,0.00000000,0.12299494,0.03335671,0.13424535,0.06360294
-5.94597299,0.41673515,0.00851368,0.01518303,0.19010726,0.00000000,0.12128506,0.03224079,0.12569028,0.06279480
-5.93996998,0.41048205,0.00774895,0.01461358,0.18743903,0.00000000,0.12093408,0.03148689,0.11970639,0.06247921
-5.93396698,0.40858650,0.00713252,0.01427543,0.18692746,0.00000000,0.12184453,0.03105425,0.11623069,0.06258788
-5.92796398,0.41059129,0.00666003,0.01415943,0.18836303,0.00000000,0.12390510,0.03089959,0.11518324,0.06304644
-5.92196098,0.41600981,0.00632527,0.01425468,0.19152315,0.00000000,0.12699383,0.03097839,0.11646890,0.06377682
-5.91595798,0.42433847,0.00612048,0.01454883,0.19617740,0.00000000,0.13098112,0.03124604,0.11997854,0.06469959
-5.90995498,0.43506804,0.00603653,0.01502829,0.20209208,0.00000000,0.13573245,0.03165889,0.12558953,0.06573624
