energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.74787394,3.20278213,0.63730359,1.75630455,0.00448587,0.41358671,0.86957026,0.66235260,0.04874427,0.22705026
-5.74187094,3.09325002,0.59496174,1.69193270,0.00429952,0.40633578,0.85297030,0.64701008,0.04702299,0.21501759
-5.73586793,2.98816830,0.55451977,1.62904773,0.00412276,0.40006014,0.84016353,0.63308594,0.04519060,0.20362852
-5.72986493,2.88808532,0.51609829,1.56791366,0.00395600,0.39486050,0.83127739,0.62070956,0.04326982,0.19288237
-5.72386193,2.79351881,0.47978779,1.50879616,0.00379936,0.39082932,0.82641416,0.60999517,0.04128505,0.18277217
-5.71785893,2.70494038,0.44564931,1.45195557,0.00365272,0.38804639,0.82564393,0.60103644,0.03926171,0.17328563
-5.71185593,2.62276040,0.41371552,1.39763955,0.00351572,0.38657468,0.82899795,0.59390153,0.03722552,0.16440613
-5.70585293,2.54731448,0.38399229,1.34607589,0.00338778,0.38645667,0.83646291,0.58862901,0.03520190,0.15611363
-5.69984992,2.47885262,0.35646080,1.29746604,0.00326816,0.38771156,0.84797653,0.58522477,0.03321531,0.14838548
-5.69384692,2.41753201,0.33108015,1.25198017,0.00315598,0.39033329,0.86342497,0.58366031,0.03128875,0.14119737
-5.68784392,2.36341396,0.30779043,1.20975382,0.00305029,0.39428970,0.88264219,0.58387241,0.02944326,0.13452412
-5.68184092,2.31646563,0.28651610,1.17088683,0.00295008,0.39952285,0.90541167,0.58576444,0.02769763,0.12834057
-5.67583792,2.27656642,0.26716970,1.13544431,0.00285440,0.40595044,0.93147041,0.58920908,0.02606809,0.12262243
-5.66983492,2.24351884,0.24965565,1.10345988,0.00276234,0.41346846,0.96051533,0.59405262,0.02456821,0.11734706
-5.66383192,2.21706345,0.23387411,1.07494076,0.00267311,0.42195478,0.99221172,0.60012039,0.02320884,0.11249428
-5.65782891,2.19689684,0.21972461,1.04987453,0.00258605,0.43127369,1.02620363,0.60722337,0.02199818,0.10804699
-5.65182591,2.18269182,0.20710957,1.02823697,0.00250070,0.44128102,1.06212560,0.61516542,0.02094190,0.10399179
-5.64582291,2.17411856,0.19593735,1.01000042,0.00241675,0.45182974,1.09961524,0.62375094,0.02004335,0.10031937
-5.63981991,2.17086543,0.18612485,0.99514214,0.00233414,0.46277561,1.13832611,0.63279245,0.01930379,0.09702478
-5.63381691,2.17265817,0.17759961,0.98365194,0.00225295,0.47398266,1.17793993,0.64211789,0.01872268,0.09410748
-5.62781391,2.17927630,0.17030128,0.97553863,0.00217349,0.48532818,1.21817774,0.65157693,0.01829793,0.09157123
-5.62181091,2.19056551,0.16418250,0.97083462,0.00209621,0.49670689,1.25880895,0.66104633,0.01802619,0.08942376
-5.61580790,2.20644529,0.15920915,0.96959839,0.00202172,0.50803408,1.29965791,0.67043364,0.01790307,0.08767620
-5.60980490,2.22691100,0.15536000,0.97191446,0.00195073,0.51924750,1.34060720,0.67967940,0.01792335,0.08634239
-5.60380190,2.25203008,0.15262576,0.97789080,0.00188404,0.53030778,1.38159748,0.68875731,0.01808111,0.08543796
-5.59779890,2.28193250,0.15100774,0.98765361,0.00182248,0.54119750,1.42262344,0.69767267,0.01836985,0.08497934
-5.59179590,2.31679553,0.15051587,1.00133970,0.00176688,0.55191872,1.46372609,0.70645883,0.01878251,0.08498262
-5.58579290,2.35682376,0.15116655,1.01908682,0.00171805,0.56248922,1.50498148,0.71517209,0.01931145,0.08546233
-5.57978989,2.40222517,0.15298007,1.04102238,0.00167674,0.57293758,1.54648641,0.72388508,0.01994841,0.08643030
-5.57378689,2.45318452,0.15597794,1.06725106,0.00164357,0.58329741,1.58834181,0.73267912,0.02068439,0.08789439
-5.56778389,2.50983556,0.16018002,1.09784210,0.00161908,0.59360106,1.63063467,0.74163586,0.02150958,0.08985747
-5.56178089,2.57223361,0.16560174,1.13281690,0.00160361,0.60387319,1.67341963,0.75082882,0.02241319,0.09231636
-5.55577789,2.64033002,0.17225129,1.17213755,0.00159739,0.61412461,1.71670128,0.76031512,0.02338338,0.09526104
-5.54977489,2.71395019,0.18012708,1.21569713,0.00160044,0.62434678,1.76041835,0.77012810,0.02440718,0.09867399
-5.54377189,2.79277644,0.18921541,1.26331210,0.00161260,0.63450743,1.80443087,0.78027101,0.02547043,0.10252980
-5.53776888,2.87633679,0.19948842,1.31471755,0.00163354,0.64454743,1.84851119,0.79071244,0.02655785,0.10679503
-5.53176588,2.96400068,0.21090252,1.36956534,0.00166277,0.65437934,1.89233961,0.80138351,0.02765311,0.11142830
-5.52576288,3.05498176,0.22339724,1.42742548,0.00169963,0.66388774,1.93550510,0.81217716,0.02873895,0.11638072
-5.51975988,3.14834802,0.23689454,1.48779071,0.00174332,0.67293120,1.97751121,0.82294947,0.02979753,0.12159655
-5.51375688,3.24303869,0.25129873,1.55008398,0.00179295,0.68134604,2.01778702,0.83352305,0.03081060,0.12701411
-5.50775388,3.33788727,0.26649685,1.61366864,0.00184754,0.68895157,2.05570267,0.84369224,0.03175999,0.13256697
-5.50175088,3.43164945,0.28235971,1.67786085,0.00190605,0.69555647,2.09058875,0.85322974,0.03262794,0.13818528
-5.49574787,3.52303465,0.29874341,1.74194353,0.00196747,0.70096609,2.12175837,0.86189453,0.03339759,0.14379729
-5.48974487,3.61073957,0.31549140,1.80518138,0.00203077,0.70499013,2.14853107,0.86944034,0.03405343,0.14933097
-5.48374187,3.69348226,0.33243706,1.86683629,0.00209502,0.70745035,2.17025700,0.87562441,0.03458173,0.15471567
-5.47773887,3.77003510,0.34940670,1.92618246,0.00215937,0.70818779,2.18634038,0.88021606,0.03497097,0.15988383
-5.47173587,3.83925533,0.36622295,1.98252079,0.00222311,0.70706927,2.19626101,0.88300451,0.03521221,0.16477257
-5.46573287,3.90011204,0.38270844,2.03519204,0.00228566,0.70399265,2.19959276,0.88380588,0.03529933,0.16932524
-5.45972986,3.95170857,0.39868974,2.08358847,0.00234665,0.69889081,2.19601840,0.88246872,0.03522933,0.17349279
-5.45372686,3.99330011,0.41400141,2.12716368,0.00240587,0.69173405,2.18534023,0.87887826,0.03500235,0.17723497
-5.44772386,4.02430594,0.42849006,2.16544068,0.00246330,0.68253098,2.16748618,0.87295912,0.03462172,0.18052136
-5.44172086,4.04431676,0.44201836,2.19801818,0.00251910,0.67132790,2.14251146,0.86467645,0.03409386,0.18333210
-5.43571786,4.05309730,0.45446878,2.22457519,0.00257360,0.65820685,2.11059611,0.85403588,0.03342806,0.18565842
-5.42971486,4.05058480,0.46574712,2.24487422,0.00262726,0.64328249,2.07203873,0.84108207,0.03263626,0.18750292
-5.42371186,4.03688430,0.47578544,2.25876324,0.00268067,0.62669811,2.02724726,0.82589649,0.03173258,0.18887957
-5.41770885,4.01226121,0.48454454,2.26617663,0.00273447,0.60862114,1.97672724,0.80859439,0.03073300,0.18981347
-5.41170585,3.97713214,0.49201566,2.26713538,0.00278934,0.58923825,1.92106844,0.78932129,0.02965482,0.19034040
-5.40570285,3.93205451,0.49822151,2.26174654,0.00284594,0.56875049,1.86093057,0.76824932,0.02851619,0.19050606
-5.39969985,3.87771543,0.50321627,2.25020224,0.00290486,0.54736856,1.79702849,0.74557341,0.02733564,0.19036522
-5.39369685,3.81492021,0.50708481,2.23277791,0.00296659,0.52530853,1.73011757,0.72150759,0.02613153,0.18998050
-5.38769385,3.74458055,0.50994080,2.20983000,0.00303146,0.50278796,1.66097954,0.69628153,0.02492165,0.18942114
-5.38169085,3.66770247,0.51192397,2.18179272,0.00309961,0.48002259,1.59040890,0.67013713,0.02372281,0.18876149
-5.37568784,3.58537358,0.51319633,2.14917387,0.00317098,0.45722346,1.51920017,0.64332541,0.02255045,0.18807938
-5.36968484,3.49874962,0.51393755,2.11254926,0.00324525,0.43459464,1.44813585,0.61610341,0.02141839,0.18745441
-5.36368184,3.40903976,0.51433960,2.07255587,0.00332188,0.41233117,1.37797507,0.58873124,0.02033859,0.18696609
-5.35767884,3.31749042,0.51460074,2.02988318,0.00340008,0.39061738,1.30944279,0.56146895,0.01932104,0.18669197
-5.35167584,3.22536742,0.51491904,1.98526292,0.00347885,0.36962529,1.24321945,0.53457340,0.01837361,0.18670574
-5.34567284,3.13393624,0.51548568,1.93945698,0.00355697,0.34951310,1.17993104,0.50829489,0.01750213,0.18707530
-5.33966983,3.04444064,0.51647828,1.89324372,0.00363307,0.33042366,1.12013959,0.48287363,0.01671034,0.18786097
-5.33366683,2.95807963,0.51805433,1.84740275,0.00370566,0.31248283,1.06433409,0.45853599,0.01600006,0.18911373
-5.32766383,2.87598360,0.52034515,1.80269868,0.00377318,0.29579786,1.01292207,0.43549079,0.01537132,0.19087369
-5.32166083,2.79918998,0.52345059,1.75986406,0.00383404,0.28045561,0.96622209,0.41392538,0.01482251,0.19316868
-5.31565783,2.72861930,0.52743451,1.71958217,0.00388672,0.26652097,0.92445733,0.39400212,0.01435061,0.19601323
-5.30965483,2.66505276,0.53232151,1.68247023,0.00392977,0.25403528,0.88775084,0.37585492,0.01395140,0.19940772
-5.30365183,2.60911200,0.53809483,1.64906360,0.00396190,0.24301517,0.85612256,0.35958651,0.01361970,0.20333798
-5.29764882,2.56124239,0.54469568,1.61980171,0.00398199,0.23345164,0.82948863,0.34526616,0.01334963,0.20777518
-5.29164582,2.52170052,0.55202402,1.59501626,0.00398916,0.22530987,0.80766319,0.33292841,0.01313482,0.21267626
-5.28564282,2.49054695,0.55994084,1.57492232,0.00398279,0.21852951,0.79036296,0.32257266,0.01296869,0.21798465
-5.27963982,2.46764466,0.56827182,1.55961280,0.00396253,0.21302589,0.77721455,0.31416386,0.01284463,0.22363149
-5.27363682,2.45266384,0.57681241,1.54905660,0.00392830,0.20869184,0.76776473,0.30763428,0.01275629,0.22953724
-5.26763382,2.44509299,0.58533404,1.54310075,0.00388030,0.20540054,0.76149316,0.30288640,0.01269772,0.23561370
-5.26163082,2.44425639,0.59359140,1.54147660,0.00381900,0.20300899,0.75782768,0.29979684,0.01266363,0.24176633
-5.25562781,2.44933736,0.60133035,1.54380979,0.00374512,0.20136222,0.75616140,0.29822115,0.01264953,0.24789689
-5.24962481,2.45940669,0.60829643,1.54963401,0.00365958,0.20029815,0.75587128,0.29799939,0.01265190,0.25390626
-5.24362181,2.47345528,0.61424346,1.55840775,0.00356349,0.19965270,0.75633743,0.29896213,0.01266832,0.25969740
-5.23761881,2.49042967,0.61894195,1.56953379,0.00345811,0.19926528,0.75696257,0.30093686,0.01269759,0.26517835
-5.23161581,2.50926928,0.62218713,1.58238042,0.00334481,0.19898415,0.75719079,0.30375421,0.01273981,0.27026511
-5.22561281,2.52894373,0.62380610,1.59630377,0.00322505,0.19867155,0.75652507,0.30725400,0.01279641,0.27488443
-5.21960980,2.54848872,0.62366395,1.61067026,0.00310031,0.19820841,0.75454266,0.31129072,0.01287019,0.27897627
-5.21360680,2.56703924,0.62166857,1.62487840,0.00297210,0.19749838,0.75090798,0.31573815,0.01296527,0.28249589
-5.20760380,2.58385847,0.61777404,1.63837899,0.00284190,0.19647097,0.74538237,0.32049304,0.01308704,0.28541555
-5.20160080,2.59836152,0.61198230,1.65069308,0.00271117,0.19508373,0.73783040,0.32547761,0.01324205,0.28772563
-5.19559780,2.61013290,0.60434328,1.66142687,0.00258130,0.19332331,0.72822256,0.33064084,0.01343785,0.28943530
-5.18959480,2.61893740,0.59495331,1.67028330,0.00245363,0.19120546,0.71663425,0.33595841,0.01368282,0.29057249
-5.18359180,2.62472383,0.58395204,1.67706980,0.00232940,0.18877383,0.70324113,0.34143149,0.01398596,0.29118338
-5.17758879,2.62762199,0.57151794,1.68170210,0.00220982,0.18609773,0.68831122,0.34708437,0.01435660,0.29133129
-5.17158579,2.62793312,0.55786262,1.68420427,0.00209597,0.18326896,0.67219406,0.35296107,0.01480419,0.29109506
-5.16558279,2.62611456,0.54322423,1.68470502,0.00198890,0.18039782,0.65530740,0.35912124,0.01533797,0.29056703
-5.15957979,2.62275953,0.52786024,1.68343081,0.00188955,0.17760852,0.63812211,0.36563550,0.01596671,0.28985055
-5.15357679,2.61857320,0.51203981,1.68069607,0.00179883,0.17503412,0.62114588,0.37258048,0.01669840,0.28905733
-5.14757379,2.61434614,0.49603625,1.67689127,0.00171757,0.17281134,0.60490635,0.38003382,0.01754000,0.28830453
-5.14157079,2.61092651,0.48011965,1.67246938,0.00164655,0.17107537,0.58993436,0.38806947,0.01849718,0.28771178
-5.13556778,2.60919198,0.46455004,1.66793127,0.00158653,0.16995481,0.57674789,0.39675329,0.01957410,0.28739823
-5.12956478,2.61002268,0.44957135,1.66381083,0.00153819,0.16956716,0.56583722,0.40613937,0.02077319,0.28747968
-5.12356178,2.61427576,0.43540622,1.66066006,0.00150219,0.17001473,0.55765166,0.41626697,0.02209504,0.28806588
-5.11755878,2.62276262,0.42225190,1.65903482,0.00147915,0.17138130,0.55258838,0.42715838,0.02353826,0.28925803
-5.11155578,2.63622896,0.41027722,1.65948139,0.00146966,0.17372950,0.55098332,0.43881749,0.02509941,0.29114664
-5.10555278,2.65533807,0.39962068,1.66252413,0.00147424,0.17709904,0.55310452,0.45122924,0.02677296,0.29380959
-5.09954977,2.68065745,0.39038968,1.66865441,0.00149337,0.18150575,0.55914773,0.46435976,0.02855129,0.29731063
-5.09354677,2.71264845,0.38266067,1.67832071,0.00152747,0.18694138,0.56923436,0.47815713,0.03042477,0.30169814
-5.08754377,2.75165898,0.37648023,1.69192004,0.00157685,0.19337429,0.58341156,0.49255266,0.03238176,0.30700426
-5.08154077,2.79791869,0.37186693,1.70979038,0.00164174,0.20075064,0.60165429,0.50746251,0.03440877,0.31324438
-5.07553777,2.85153646,0.36881381,1.73220433,0.00172221,0.20899641,0.62386910,0.52278960,0.03649053,0.32041693
-5.06953477,2.91249980,0.36729122,1.75936360,0.00181819,0.21801980,0.64989944,0.53842556,0.03861019,0.32850352
-5.06353177,2.98067593,0.36725012,1.79139449,0.00192942,0.22771408,0.67953220,0.55425284,0.04074950,0.33746942
-5.05752876,3.05581424,0.36862540,1.82834429,0.00205545,0.23796080,0.71250519,0.57014664,0.04288896,0.34726430
-5.05152576,3.13755018,0.37133932,1.87017861,0.00219557,0.24863317,0.74851530,0.58597694,0.04500812,0.35782333
-5.04552276,3.22541039,0.37530483,1.91677973,0.00234882,0.25959958,0.78722719,0.60161035,0.04708578,0.36906855
-5.03951976,3.31881928,0.38042871,1.96794612,0.00251398,0.27072716,0.82828207,0.61691200,0.04910037,0.38091054
-5.03351676,3.41710702,0.38661446,2.02339336,0.00268955,0.28188528,0.87130652,0.63174732,0.05103019,0.39325032
-5.02751376,3.51951905,0.39376490,2.08275636,0.00287379,0.29294882,0.91592095,0.64598401,0.05285385,0.40598150
-5.02151076,3.62522728,0.40178429,2.14559330,0.00306469,0.30380132,0.96174769,0.65949391,0.05455061,0.41899255
-5.01550775,3.73334282,0.41058021,2.21139120,0.00326003,0.31433773,1.00841819,0.67215513,0.05610085,0.43216926
-5.00950475,3.84293024,0.42006483,2.27957318,0.00345745,0.32446684,1.05557949,0.68385416,0.05748645,0.44539717
-5.00350175,3.95302305,0.43015587,2.34950731,0.00365447,0.33411315,1.10289949,0.69448814,0.05869128,0.45856394
-4.99749875,4.06264017,0.44077699,2.42051695,0.00384859,0.34321838,1.15007106,0.70396713,0.05970161,0.47156157
-4.99149575,4.17080277,0.45185789,2.49189230,0.00403739,0.35174223,1.19681478,0.71221636,0.06050652,0.48428845
-4.98549275,4.27655102,0.46333378,2.56290274,0.00421860,0.35966273,1.24288032,0.71917832,0.06109826,0.49665098
-4.97948974,4.37896008,0.47514465,2.63280977,0.00439020,0.36697577,1.28804647,0.72481455,0.06147254,0.50856483
-4.97348674,4.47715479,0.48723403,2.70087982,0.00455057,0.37369419,1.33211976,0.72910714,0.06162878,0.51995571
-4.96748374,4.57032229,0.49954758,2.76639678,0.00469852,0.37984612,1.37493204,0.73205957,0.06157022,0.53075968
-4.96148074,4.65772230,0.51203141,2.82867360,0.00483343,0.38547288,1.41633701,0.73369703,0.06130392,0.54092295
-4.95547774,4.73869452,0.52463025,2.88706272,0.00495530,0.39062628,1.45620603,0.73406606,0.06084068,0.55040124
-4.94947474,4.81266311,0.53728572,2.94096496,0.00506485,0.39536564,1.49442361,0.73323331,0.06019483,0.55915872
-4.94347174,4.87913816,0.54993460,2.98983680,0.00516348,0.39975448,1.53088278,0.73128371,0.05938388,0.56716676
-4.93746873,4.93771455,0.56250739,3.03319585,0.00525334,0.40385704,1.56548080,0.72831787,0.05842811,0.57440243
-4.93146573,4.98806843,0.57492722,3.07062467,0.00533732,0.40773483,1.59811547,0.72444882,0.05734998,0.58084709
-4.92546273,5.02995206,0.58710926,3.10177306,0.00541892,0.41144338,1.62868245,0.71979841,0.05617358,0.58648507
-4.91945973,5.06318766,0.59896066,3.12635907,0.00550224,0.41502921,1.65707372,0.71449327,0.05492392,0.59130263
-4.91345673,5.08766096,0.61038113,3.14416899,0.00559186,0.41852726,1.68317739,0.70866069,0.05362629,0.59528740
-4.90745373,5.10331533,0.62126431,3.15505677,0.00569265,0.42195897,1.70687900,0.70242464,0.05230553,0.59842821
-4.90145073,5.11014694,0.63149973,3.15894306,0.00580965,0.42533086,1.72806414,0.69590198,0.05098540,0.60071552
-4.89544772,5.10820168,0.64097546,3.15581421,0.00594787,0.42863400,1.74662239,0.68919920,0.04968797,0.60214240
-4.88944472,5.09757396,0.64958136,3.14572143,0.00611210,0.43184415,1.76245226,0.68240972,0.04843308,0.60270593
-4.88344172,5.07840752,0.65721275,3.12878016,0.00630670,0.43492269,1.77546689,0.67561196,0.04723792,0.60240907
-4.87743872,5.05089825,0.66377437,3.10516967,0.00653538,0.43781828,1.78560004,0.66886823,0.04611672,0.60126264
-4.87143572,5.01529832,0.66918442,3.07513278,0.00680106,0.44046919,1.79281206,0.66222441,0.04508052,0.59928744
-4.86543272,4.97192135,0.67337848,3.03897543,0.00710566,0.44280613,1.79709531,0.65571049,0.04413714,0.59651619
-4.85942971,4.92114769,0.67631303,2.99706571,0.00744997,0.44475559,1.79847873,0.64934182,0.04329115,0.59299509
-4.85342671,4.86342897,0.67796842,2.94983227,0.00783356,0.44624337,1.79703111,0.64312109,0.04254412,0.58878484
-4.84742371,4.79929128,0.67835113,2.89776133,0.00825470,0.44719830,1.79286286,0.63704072,0.04189478,0.58396093
-4.84142071,4.72933592,0.67749492,2.84139242,0.00871033,0.44755589,1.78612604,0.63108571,0.04133946,0.57861306
-4.83541771,4.65423742,0.67546114,2.78131216,0.00919617,0.44726180,1.77701263,0.62523670,0.04087240,0.57284373
-4.82941471,4.57473814,0.67233780,2.71814632,0.00970671,0.44627502,1.76575101,0.61947300,0.04048628,0.56676586
-4.82341171,4.49163944,0.66823759,2.65254986,0.01023544,0.44457052,1.75260095,0.61377565,0.04017266,0.56049959
-4.81740870,4.40578948,0.66329496,2.58519527,0.01077498,0.44214146,1.73784727,0.60813020,0.03992246,0.55416842
-4.81140570,4.31806814,0.65766223,2.51675952,0.01131736,0.43900074,1.72179250,0.60252919,0.03972642,0.54789482
-4.80540270,4.22936951,0.65150516,2.44790992,0.01185426,0.43518193,1.70474921,0.59697426,0.03957553,0.54179564
-4.79939970,4.14058307,0.64499798,2.37928972,0.01237727,0.43073954,1.68703213,0.59147780,0.03946138,0.53597747
-4.79339670,4.05257440,0.63831837,2.31150383,0.01287826,0.42574870,1.66895082,0.58606416,0.03937644,0.53053235
-4.78739370,3.96616653,0.63164248,2.24510561,0.01334960,0.42030419,1.65080318,0.58077040,0.03931434,0.52553408
-4.78139070,3.88212305,0.62514034,2.18058518,0.01378449,0.41451903,1.63287014,0.57564661,0.03926993,0.52103530
-4.77538769,3.80113385,0.61897190,2.11836007,0.01417717,0.40852251,1.61541195,0.57075577,0.03923939,0.51706563
-4.76938469,3.72380426,0.61328376,2.05876856,0.01452312,0.40245787,1.59866600,0.56617321,0.03922019,0.51363094
-4.76338169,3.65064806,0.60820683,2.00206610,0.01481922,0.39647966,1.58284630,0.56198575,0.03921096,0.51071377
-4.75737869,3.58208463,0.60385484,1.94842494,0.01506382,0.39075078,1.56814454,0.55829034,0.03921134,0.50827501
-4.75137569,3.51843992,0.60032377,1.89793696,0.01525676,0.38543930,1.55473216,0.55519245,0.03922177,0.50625658
-4.74537269,3.45995090,0.59769194,1.85061938,0.01539930,0.38071512,1.54276346,0.55280393,0.03924315,0.50458497
-4.73936968,3.40677281,0.59602070,1.80642292,0.01549402,0.37674638,1.53237878,0.55124057,0.03927664,0.50317548
-4.73336668,3.35898798,0.59535553,1.76524185,0.01554461,0.37369581,1.52370754,0.55061915,0.03932328,0.50193675
-4.72736368,3.31661550,0.59572717,1.72692521,0.01555566,0.37171676,1.51687045,0.55105403,0.03938370,0.50077546
-4.72136068,3.27962023,0.59715269,1.69128835,0.01553236,0.37094931,1.51198033,0.55265329,0.03945788,0.49960061
-4.71535768,3.24792041,0.59963619,1.65812424,0.01548025,0.37151608,1.50914117,0.55551447,0.03954485,0.49832744
-4.70935468,3.22139273,0.60316901,1.62721361,0.01540486,0.37351807,1.50844515,0.55971984,0.03964253,0.49688052
-4.70335168,3.19987444,0.60772939,1.59833354,0.01531147,0.37703051,1.50996738,0.56533143,0.03974758,0.49519586
-4.69734867,3.18316200,0.61328141,1.57126398,0.01520481,0.38209878,1.51375867,0.57238594,0.03985533,0.49322211
-4.69134567,3.17100648,0.61977345,1.54579197,0.01508882,0.38873459,1.51983638,0.58088962,0.03995979,0.49092059
-4.68534267,3.16310609,0.62713622,1.52171359,0.01496650,0.39691259,1.52817403,0.59081350,0.04005370,0.48826443
-4.67933967,3.15909660,0.63528051,1.49883374,0.01483978,0.40656757,1.53869031,0.60208905,0.04012872,0.48523676
-4.67333667,3.15854080,0.64409506,1.47696408,0.01470946,0.41759240,1.55123832,0.61460479,0.04017557,0.48182832
-4.66733367,3.16091826,0.65344476,1.45591971,0.01457519,0.42983706,1.56559590,0.62820387,0.04018440,0.47803464
-4.66133067,3.16561676,0.66316944,1.43551507,0.01443561,0.44310884,1.58145815,0.64268317,0.04014502,0.47385302
-4.65532766,3.17192684,0.67308370,1.41555977,0.01428843,0.45717390,1.59843290,0.65779386,0.04004730,0.46927971
-4.64932466,3.17904069,0.68297777,1.39585489,0.01413060,0.47176029,1.61603989,0.67324392,0.03988155,0.46430735
-4.64332166,3.18605638,0.69261973,1.37619042,0.01395856,0.48656257,1.63371442,0.68870242,0.03963887,0.45892315
