energy_ev,total_up,Al_p_up,Al_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-6.00000000,0.50450958,0.10464251,0.00000000,0.18194830,0.10783667,0.07773010,0.00000000
-5.99399700,0.55214839,0.11497746,0.00000000,0.19939534,0.11779862,0.08450258,0.00000000
-5.98799400,0.60007959,0.12545455,0.00000000,0.21701637,0.12778339,0.09122295,0.00000000
-5.98199100,0.64762768,0.13593399,0.00000000,0.23457327,0.13764634,0.09778688,0.00000000
-5.97598799,0.69407775,0.14626569,0.00000000,0.25181460,0.14723537,0.10408687,0.00000000
-5.96998499,0.73869427,0.15629311,0.00000000,0.26848255,0.15639500,0.11001519,0.00000000
-5.96398199,0.78074242,0.16585776,0.00000000,0.28432106,0.16497084,0.11546711,0.00000000
-5.95797899,0.81951142,0.17480420,0.00000000,0.29908465,0.17281452,0.12034429,0.00000000
-5.95197599,0.85433873,0.18298535,0.00000000,0.31254774,0.17978865,0.12455813,0.00000000
-5.94597299,0.88463437,0.19026799,0.00000000,0.32451402,0.18577183,0.12803304,0.00000000
-5.93996998,0.90990411,0.19653803,0.00000000,0.33482558,0.19066331,0.13070935,0.00000000
-5.93396698,0.92977059,0.20170558,0.00000000,0.34337118,0.19438717,0.13254584,0.00000000
-5.92796398,0.94399137,0.20570929,0.00000000,0.35009350,0.19689583,0.13352171,0.00000000
-5.92196098,0.95247298,0.20852002,0.00000000,0.35499478,0.19817267,0.13363781,0.00000000
-5.91595798,0.95528017,0.21014341,0.00000000,0.35814067,0.19823365,0.13291723,0.00000000
-5.90995498,0.95263998,0.21062139,0.00000000,0.35966188,0.19712778,0.13140507,0.00000000
-5.90395198,0.94494010,0.21003239,0.00000000,0.35975357,0.19493652,0.12916742,0.00000000
-5.89794897,0.93272152,0.20849025,0.00000000,0.35867238,0.19177191,0.12628964,0.00000000
-5.89194597,0.91666566,0.20614182,0.00000000,0.35673089,0.18777369,0.12287391,0.00000000
-5.88594297,0.89757626,0.20316329,0.00000000,0.35428993,0.18310537,0.11903616,0.00000000
-5.87993997,0.87635672,0.19975538,0.00000000,0.35174861,0.17794941,0.11490263,0.00000000
-5.87393697,0.85398358,0.19613749,0.00000000,0.34953254,0.17250173,0.11060597,0.00000000
-5.86793397,0.83147712,0.19254113,0.00000000,0.34808052,0.16696576,0.10628121,0.00000000
-5.86193097,0.80987009,0.18920264,0.00000000,0.34783019,0.16154613,0.10206167,0.00000000
-5.85592796,0.79017565,0.18635571,0.00000000,0.34920292,0.15644234,0.09807496,0.00000000
-5.84992496,0.77335562,0.18422373,0.00000000,0.35258877,0.15184265,0.09443923,0.00000000
-5.84392196,0.76029015,0.18301247,0.00000000,0.35833185,0.14791826,0.09125981,0.00000000
-5.83791896,0.75174979,0.18290310,0.00000000,0.36671662,0.14481813,0.08862630,0.00000000
-5.83191596,0.74837100,0.18404605,0.00000000,0.37795588,0.14266451,0.08661026,0.00000000
-5.82591296,0.75063585,0.18655579,0.00000000,0.39218081,0.14154936,0.08526352,0.00000000
-5.81990995,0.75885666,0.19050681,0.00000000,0.40943355,0.14153184,0.08461726,0.00000000
-5.81390695,0.77316619,0.19593094,0.00000000,0.42966284,0.14263681,0.08468171,0.00000000
-5.80790395,0.79351374,0.20281616,0.00000000,0.45272295,0.14485453,0.08544671,0.00000000
-5.80190095,0.81966732,0.21110691,0.00000000,0.47837624,0.14814154,0.08688286,0.00000000
-5.79589795,0.85122211,0.22070614,0.00000000,0.50629923,0.15242263,0.08894346,0.00000000
-5.78989495,0.88761489,0.23147876,0.00000000,0.53609246,0.15759391,0.09156700,0.00000000
-5.78389195,0.92814418,0.24325671,0.00000000,0.56729363,0.16352691,0.09468023,0.00000000
-5.77788894,0.97199539,0.25584531,0.00000000,0.59939387,0.17007347,0.09820160,0.00000000
-5.77188594,1.01827037,0.26903074,0.00000000,0.63185655,0.17707144,0.10204514,0.00000000
-5.76588294,1.06602030,0.28258838,0.00000000,0.66413787,0.18435077,0.10612436,0.00000000
-5.75987994,1.11428064,0.29629173,0.00000000,0.69570862,0.19173996,0.11035629,0.00000000
-5.75387694,1.16210713,0.30992149,0.00000000,0.72607600,0.19907252,0.11466533,0.00000000
-5.74787394,1.20861110,0.32327441,0.00000000,0.75480465,0.20619324,0.11898684,0.00000000
-5.74187094,1.25299285,0.33617159,0.00000000,0.78153578,0.21296401,0.12327019,0.00000000
-5.73586793,1.29457161,0.34846572,0.00000000,0.80600352,0.21926885,0.12748130,0.00000000
-5.72986493,1.33281057,0.36004699,0.00000000,0.82804751,0.22501812,0.13160432,0.00000000
-5.72386193,1.36733594,0.37084724,0.00000000,0.84762101,0.23015145,0.13564249,0.00000000
-5.71785893,1.39794887,0.38084224,0.00000000,0.86479390,0.23463951,0.13961805,0.00000000
-5.71185593,1.42462963,0.39005173,0.00000000,0.87975023,0.23848425,0.14357120,0.00000000
-5.70585293,1.44753356,0.39853736,0.00000000,0.89278033,0.24171780,0.14755797,0.00000000
-5.69984992,1.46697895,0.40639840,0.00000000,0.90426737,0.24439992,0.15164726,0.00000000
-5.69384692,1.48342703,0.41376543,0.00000000,0.91466922,0.24661416,0.15591702,0.00000000
-5.68784392,1.49745513,0.42079236,0.00000000,0.92449602,0.24846281,0.16044968,0.00000000
-5.68184092,1.50972400,0.42764697,0.00000000,0.93428458,0.25006098,0.16532715,0.00000000
