energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.47773887,3.18997122,0.53284754,2.14280981,0.01445837,0.10491365,0.04002274,0.42268764,0.49105539,0.19026444
-5.47173587,3.15910658,0.54729685,2.11843622,0.01402829,0.10658211,0.03751791,0.42100669,0.49979442,0.18593026
-5.46573287,3.12861934,0.56118046,2.09453942,0.01362336,0.10815038,0.03511065,0.41903822,0.50786860,0.18174898
-5.45972986,3.09930406,0.57434585,2.07194724,0.01324406,0.10956373,0.03282206,0.41688504,0.51505823,0.17773422
-5.45372686,3.07178360,0.58663304,2.05136661,0.01288934,0.11076585,0.03066771,0.41463498,0.52113580,0.17388520
-5.44772386,3.04649568,0.59787944,2.03336225,0.01255680,0.11170117,0.02865782,0.41235826,0.52587536,0.17018831
-5.44172086,3.02368700,0.60792499,2.01834111,0.01224298,0.11231719,0.02679759,0.41010575,0.52906207,0.16661926
-5.43571786,3.00341466,0.61661740,2.00654272,0.01194356,0.11256668,0.02508765,0.40790809,0.53050148,0.16314541
-5.42971486,2.98555421,0.62381717,1.99803568,0.01165368,0.11240970,0.02352473,0.40577567,0.53002810,0.15972844
-5.42371186,2.96981332,0.62940204,1.99271988,0.01136827,0.11181526,0.02210229,0.40369939,0.52751283,0.15632702
-5.41770885,2.95575041,0.63327065,1.99033434,0.01108227,0.11076257,0.02081127,0.40165204,0.52286874,0.15289933
-5.41170585,2.94279693,0.63534534,1.99047003,0.01079093,0.10924191,0.01964083,0.39959025,0.51605513,0.14940546
-5.40570285,2.93028238,0.63557381,1.99258714,0.01049004,0.10725495,0.01857898,0.39745688,0.50707955,0.14580944
-5.39969985,2.91746116,0.63392976,1.99603601,0.01017611,0.10481460,0.01761332,0.39518368,0.49599777,0.14208093
-5.39369685,2.90354023,0.63041244,2.00008112,0.00984653,0.10194447,0.01673150,0.39269417,0.48291182,0.13819642
-5.38769385,2.88770695,0.62504534,2.00392721,0.00949964,0.09867783,0.01592177,0.38990664,0.46796617,0.13414010
-5.38169085,2.86915646,0.61787407,2.00674691,0.00913481,0.09505632,0.01517336,0.38673716,0.45134245,0.12990418
-5.37568784,2.84711803,0.60896374,2.00770897,0.00875243,0.09112831,0.01447674,0.38310254,0.43325288,0.12548888
-5.36968484,2.82087996,0.59839600,2.00600649,0.00835388,0.08694719,0.01382387,0.37892319,0.41393294,0.12090208
-5.36368184,2.78981284,0.58626607,2.00088429,0.00794148,0.08256954,0.01320835,0.37412588,0.39363362,0.11615867
-5.35767884,2.75339070,0.57267986,1.99166491,0.00751836,0.07805336,0.01262542,0.36864628,0.37261355,0.11127972
-5.35167584,2.71120995,0.55775142,1.97777242,0.00708842,0.07345632,0.01207206,0.36243130,0.35113163,0.10629144
-5.34567284,2.66300573,0.54160091,1.95875365,0.00665612,0.06883433,0.01154693,0.35544116,0.32944015,0.10122422
-5.33966983,2.60866551,0.52435308,1.93429609,0.00622645,0.06424021,0.01105032,0.34765121,0.30777895,0.09611153
-5.33366683,2.54823971,0.50613634,1.90424218,0.00580474,0.05972271,0.01058408,0.33905342,0.28637062,0.09098899
-5.32766383,2.48194881,0.48708238,1.86859951,0.00539659,0.05532583,0.01015158,0.32965745,0.26541688,0.08589345
-5.32166083,2.41018711,0.46732626,1.82754659,0.00500778,0.05108835,0.00975757,0.31949137,0.24509626,0.08086226
-5.31565783,2.33352244,0.44700683,1.78143411,0.00464417,0.04704374,0.00940817,0.30860194,0.22556288,0.07593266
-5.30965483,2.25269196,0.42626740,1.73078142,0.00431164,0.04322024,0.00911071,0.29705438,0.20694642,0.07114126
-5.30365183,2.16859384,0.40525645,1.67626845,0.00401608,0.03964121,0.00887373,0.28493167,0.18935294,0.06652375
-5.29764882,2.08227466,0.38412820,1.61872311,0.00376332,0.03632561,0.00870679,0.27233337,0.17286655,0.06211464
-5.29164582,1.99491284,0.36304298,1.55910448,0.00355914,0.03328859,0.00862046,0.25937393,0.15755161,0.05794713
-5.28564282,1.90779818,0.34216727,1.49848223,0.00340927,0.03054216,0.00862613,0.24618057,0.14345530,0.05405300
-5.27963982,1.82230786,0.32167324,1.43801270,0.00331935,0.02809587,0.00873586,0.23289075,0.13061037,0.05046258
-5.27363682,1.73987944,0.30173786,1.37891242,0.00329495,0.02595746,0.00896226,0.21964931,0.11903795,0.04720473
-5.26763382,1.66198139,0.28254150,1.32242961,0.00334153,0.02413344,0.00931820,0.20660537,0.10875007,0.04430669
-5.26163082,1.59008188,0.26426607,1.26981446,0.00346446,0.02262953,0.00981660,0.19390902,0.09975208,0.04179406
-5.25562781,1.52561648,0.24709275,1.22228905,0.00366887,0.02145107,0.01047014,0.18170803,0.09204455,0.03969056
-5.24962481,1.46995578,0.23119938,1.18101760,0.00395969,0.02060320,0.01129092,0.17014454,0.08562482,0.03801782
-5.24362181,1.42437350,0.21675767,1.14707788,0.00434145,0.02009097,0.01229009,0.15935196,0.08048808,0.03679507
-5.23761881,1.39001614,0.20393016,1.12143450,0.00481822,0.01991924,0.01347753,0.14945205,0.07662794,0.03603875
-5.23161581,1.36787476,0.19286727,1.10491476,0.00539340,0.02009251,0.01486137,0.14055237,0.07403668,0.03576209
-5.22561281,1.35875981,0.18370438,1.09818770,0.00606960,0.02061460,0.01644767,0.13274413,0.07270491,0.03597463
-5.21960980,1.36327948,0.17655900,1.10174679,0.00684839,0.02148826,0.01824002,0.12610045,0.07262110,0.03668169
-5.21360680,1.38182229,0.17152828,1.11589670,0.00773014,0.02271468,0.02023916,0.12067516,0.07377067,0.03788395
-5.20760380,1.41454436,0.16868677,1.14074452,0.00871379,0.02429299,0.02244275,0.11650205,0.07613504,0.03957689
-5.20160080,1.46136174,0.16808454,1.17619559,0.00979667,0.02621971,0.02484505,0.11359467,0.07969044,0.04175050
-5.19559780,1.52194798,0.16974570,1.22195399,0.01097432,0.02848830,0.02743685,0.11194659,0.08440687,0.04438887
-5.18959480,1.59573731,0.17366739,1.27752777,0.01224037,0.03108869,0.03020535,0.11153215,0.09024699,0.04747011
-5.18359180,1.68193327,0.17981925,1.34223877,0.01358647,0.03400690,0.03313423,0.11230764,0.09716535,0.05096626
-5.17758879,1.77952282,0.18814333,1.41523684,0.01500223,0.03722490,0.03620382,0.11421284,0.10510770,0.05484346
-5.17158579,1.88729574,0.19855464,1.49551803,0.01647534,0.04072045,0.03939136,0.11717295,0.11401078,0.05906232
-5.16558279,2.00386901,0.21094216,1.58194659,0.01799164,0.04446724,0.04267139,0.12110073,0.12380243,0.06357848
-5.15957979,2.12771563,0.22517048,1.67328003,0.01953542,0.04843516,0.04601627,0.12589898,0.13440212,0.06834334
-5.15357679,2.25719745,0.24108202,1.76819684,0.02108965,0.05259078,0.04939672,0.13146307,0.14572195,0.07330509
-5.14757379,2.39060122,0.25849979,1.86532618,0.02263642,0.05689799,0.05278254,0.13768366,0.15766812,0.07840980
-5.14157079,2.52617701,0.27723073,1.96327880,0.02415740,0.06131887,0.05614332,0.14444945,0.17014282,0.08360279
-5.13556778,2.66217812,0.29706956,2.06067847,0.02563434,0.06581466,0.05944914,0.15164989,0.18304648,0.08883000
-5.12956478,2.79690134,0.31780304,2.15619309,0.02704964,0.07034688,0.06267137,0.15917787,0.19628033,0.09403945
-5.12356178,2.92872651,0.33921458,2.24856472,0.02838695,0.07487853,0.06578334,0.16693221,0.20974919,0.09918275
-5.11755878,3.05615412,0.36108908,2.33663754,0.02963167,0.07937527,0.06876101,0.17481995,0.22336432,0.10421650
-5.11155578,3.17783968,0.38321773,2.41938314,0.03077156,0.08380664,0.07158350,0.18275841,0.23704621,0.10910350
-5.10555278,3.29262388,0.40540279,2.49592221,0.03179712,0.08814708,0.07423351,0.19067683,0.25072715,0.11381386
-5.09954977,3.39955713,0.42746196,2.56554193,0.03270204,0.09237692,0.07669765,0.19851769,0.26435352,0.11832578
-5.09354677,3.49791777,0.44923228,2.62770862,0.03348339,0.09648304,0.07896652,0.20623753,0.27788747,0.12262602
-5.08754377,3.58722286,0.47057325,2.68207492,0.03414178,0.10045935,0.08103474,0.21380729,0.29130807,0.12671004
-5.08154077,3.66723123,0.49136914,2.72848138,0.03468129,0.10430690,0.08290070,0.22121214,0.30461162,0.13058169
-5.07553777,3.73793822,0.51153017,2.76695221,0.03510937,0.10803374,0.08456626,0.22845074,0.31781122,0.13425261
-5.06953477,3.79956225,0.53099259,2.79768526,0.03543642,0.11165429,0.08603627,0.23553402,0.33093542,0.13774114
-5.06353177,3.85252357,0.54971756,2.82103650,0.03567538,0.11518858,0.08731796,0.24248344,0.34402599,0.14107096
-5.05752876,3.89741560,0.56768879,2.83749946,0.03584109,0.11866095,0.08842031,0.24932873,0.35713494,0.14426945
-5.05152576,3.93497026,0.58490912,2.84768036,0.03594964,0.12209866,0.08935328,0.25610537,0.37032069,0.14736576
-5.04552276,3.96601816,0.60139607,2.85226976,0.03601759,0.12553012,0.09012718,0.26285165,0.38364369,0.15038878
-5.03951976,3.99144560,0.61717658,2.85201180,0.03606113,0.12898312,0.09075190,0.26960558,0.39716159,0.15336512
-5.03351676,4.01214978,0.63228132,2.84767228,0.03609538,0.13248287,0.09123636,0.27640176,0.41092417,0.15631704
-5.02751376,4.02899448,0.64673856,2.84000674,0.03613354,0.13605014,0.09158795,0.28326823,0.42496820,0.15926061
-5.02151076,4.04276783,0.66056831,2.82972995,0.03618632,0.13969943,0.09181218,0.29022357,0.43931259,0.16220416
-5.01550775,4.05414416,0.67377676,2.81748801,0.03626132,0.14343742,0.09191243,0.29727427,0.45395392,0.16514693
-5.00950475,4.06365176,0.68635138,2.80383419,0.03636264,0.14726167,0.09188988,0.30441257,0.46886270,0.16807831
-5.00350175,4.07164775,0.69825720,2.78920965,0.03649065,0.15115964,0.09174355,0.31161481,0.48398051,0.17097737
-4.99749875,4.07830148,0.70943417,2.77392966,0.03664193,0.15510816,0.09147061,0.31884046,0.49921824,0.17381300
-4.99149575,4.08358701,0.71979607,2.75817605,0.03680933,0.15907335,0.09106664,0.32603180,0.51445546,0.17654448
-4.98549275,4.08728514,0.72923095,2.74199589,0.03698235,0.16301098,0.09052621,0.33311441,0.52954120,0.17912255
-4.97948974,4.08899472,0.73760313,2.72530663,0.03714751,0.16686734,0.08984333,0.33999828,0.54429599,0.18149092
-4.97348674,4.08815272,0.74475674,2.70790700,0.03728904,0.17058055,0.08901211,0.34657979,0.55851524,0.18358811
-4.96748374,4.08406204,0.75052072,2.68949332,0.03738949,0.17408224,0.08802730,0.35274423,0.57197388,0.18534967
-4.96148074,4.07592562,0.75471486,2.66968004,0.03743061,0.17729958,0.08688492,0.35836898,0.58443207,0.18671050
-4.95547774,4.06288523,0.75715690,2.64802363,0.03739415,0.18015766,0.08558267,0.36332708,0.59564187,0.18760736
-4.94947474,4.04406301,0.75767008,2.62404836,0.03726269,0.18258188,0.08412040,0.36749120,0.60535453,0.18798130
-4.94347174,4.01860382,0.75609097,2.59727290,0.03702046,0.18450060,0.08250040,0.37073774,0.61332829,0.18778004
-4.93746873,3.98571640,0.75227711,2.56723621,0.03665406,0.18584758,0.08072750,0.37295102,0.61933624,0.18696007
-4.93146573,3.94471149,0.74611409,2.53352171,0.03615308,0.18656445,0.07880915,0.37402722,0.62317402,0.18548853
-4.92546273,3.89503531,0.73752186,2.49577856,0.03551062,0.18660279,0.07675529,0.37387816,0.62466708,0.18334467
-4.91945973,3.83629702,0.72645972,2.45373928,0.03472361,0.18592604,0.07457809,0.37243451,0.62367712,0.18052087
-4.91345673,3.76828920,0.71293011,2.40723307,0.03379305,0.18451094,0.07229167,0.36964856,0.62010756,0.17702326
-4.90745373,3.69100079,0.69698067,2.35619455,0.03272396,0.18234853,0.06991162,0.36549618,0.61390777,0.17287182
-4.90145073,3.60462225,0.67870479,2.30066779,0.03152531,0.17944470,0.06745458,0.35997817,0.60507584,0.16810002
-4.89544772,3.50954320,0.65824052,2.24080590,0.03020974,0.17582024,0.06493770,0.35312072,0.59365992,0.16275402
-4.88944472,3.40634320,0.63576788,2.17686660,0.02879313,0.17151043,0.06237817,0.34497517,0.57975799,0.15689150
-4.88344172,3.29577631,0.61150491,2.10920428,0.02729413,0.16656412,0.05979277,0.33561692,0.56351603,0.15058016
-4.87743872,3.17875082,0.58570244,2.03825944,0.02573354,0.16104250,0.05719748,0.32514371,0.54512484,0.14389592
-4.87143572,3.05630525,0.55863801,1.96454604,0.02413372,0.15501748,0.05460710,0.31367322,0.52481551,0.13692098
-4.86543272,2.92958183,0.53060920,1.88863789,0.02251794,0.14856978,0.05203511,0.30134020,0.50285381,0.12974176
-4.85942971,2.79979899,0.50192662,1.81115448,0.02090970,0.14178689,0.04949346,0.28829320,0.47953367,0.12244686
-4.85342671,2.66822379,0.47290687,1.73274707,0.01933219,0.13476092,0.04699259,0.27469106,0.45517010,0.11512502
-4.84742371,2.53614543,0.44386585,1.65408563,0.01780768,0.12758639,0.04454147,0.26069932,0.43009172,0.10786326
-4.84142071,2.40485063,0.41511248,1.57584669,0.01635707,0.12035816,0.04214771,0.24648663,0.40463326,0.10074518
-4.83541771,2.27560140,0.38694312,1.49870272,0.01499946,0.11316941,0.03981784,0.23222132,0.37912819,0.09384948
-4.82941471,2.14961564,0.35963687,1.42331269,0.01375187,0.10610982,0.03755750,0.21806825,0.35390186,0.08724870
-4.82341171,2.02805062,0.33345171,1.35031406,0.01262894,0.09926401,0.03537174,0.20418602,0.32926513,0.08100829
-4.81740870,1.91198924,0.30862158,1.28031586,0.01164282,0.09271014,0.03326531,0.19072459,0.30550882,0.07518590
-4.81140570,1.80242900,0.28535434,1.21389274,0.01080305,0.08651891,0.03124293,0.17782332,0.28289903,0.06983088
-4.80540270,1.70027319,0.26383058,1.15157972,0.01011658,0.08075263,0.02930951,0.16560953,0.26167335,0.06498408
-4.79939970,1.60632413,0.24420311,1.09386738,0.00958774,0.07546473,0.02747037,0.15419746,0.24203802,0.06067779
-4.79339670,1.52127797,0.22659696,1.04119745,0.00921836,0.07069935,0.02573137,0.14368770,0.22416598,0.05693588
-4.78739370,1.44572080,0.21110993,0.99395856,0.00900785,0.06649120,0.02409896,0.13416698,0.20819577,0.05377401
-4.78139070,1.38012596,0.19781331,0.95248226,0.00895332,0.06286559,0.02258022,0.12570825,0.19423129,0.05119999
-4.77538769,1.32485223,0.18675285,0.91703933,0.00904976,0.05983863,0.02118276,0.11837109,0.18234209,0.04921417
-4.76938469,1.28014311,0.17794967,0.88783655,0.00929015,0.05741747,0.01991470,0.11220220,0.17256440,0.04780993
-4.76338169,1.24612705,0.17140130,0.86501425,0.00966568,0.05560077,0.01878440,0.10723611,0.16490253,0.04697407
-4.75737869,1.22281911,0.16708245,0.84864474,0.01016588,0.05437914,0.01780034,0.10349593,0.15933077,0.04668736
-4.75137569,1.21012388,0.16494584,0.83873211,0.01077887,0.05373574,0.01697090,0.10099412,0.15579551,0.04692498
-4.74537269,1.20784022,0.16492291,0.83521342,0.01149149,0.05364687,0.01630409,0.09973320,0.15421772,0.04765707
-4.73936968,1.21566784,0.16692443,0.83796175,0.01228962,0.05408272,0.01580731,0.09970647,0.15449558,0.04884920
-4.73336668,1.23321585,0.17084130,0.84679097,0.01315833,0.05500809,0.01548719,0.10089868,0.15650735,0.05046289
-4.72736368,1.26001345,0.17654531,0.86146248,0.01408218,0.05638324,0.01534927,0.10328655,0.16011431,0.05245624
-4.72136068,1.29552245,0.18389021,0.88169355,0.01504549,0.05816478,0.01539792,0.10683925,0.16516392,0.05478446
-4.71535768,1.33915160,0.19271304,0.90716735,0.01603258,0.06030657,0.01563611,0.11151889,0.17149309,0.05740055
-4.70935468,1.39027219,0.20283580,0.93754398,0.01702808,0.06276077,0.01606530,0.11728080,0.17893147,0.06025594
-4.70335168,1.44823451,0.21406756,0.97247238,0.01801719,0.06547882,0.01668537,0.12407390,0.18730489,0.06330119
-4.69734867,1.51238448,0.22620699,1.01160223,0.01898593,0.06841245,0.01749455,0.13184092,0.19643875,0.06648673
-4.69134567,1.58207978,0.23904530,1.05459558,0.01992138,0.07151475,0.01848938,0.14051866,0.20616137,0.06976356
-4.68534267,1.65670469,0.25236959,1.10113732,0.02081186,0.07474108,0.01966476,0.15003821,0.21630724,0.07308398
-4.67933967,1.73568287,0.26596648,1.15094401,0.02164709,0.07804995,0.02101396,0.16032510,0.22672003,0.07640221
-4.67333667,1.81848749,0.27962604,1.20377052,0.02241829,0.08140384,0.02252866,0.17129949,0.23725529,0.07967506
-4.66733367,1.90464790,0.29314566,1.25941397,0.02311821,0.08476975,0.02419910,0.18287640,0.24778278,0.08286245
-4.66133067,1.99375254,0.30633399,1.31771451,0.02374115,0.08811969,0.02601411,0.19496579,0.25818823,0.08592781
-4.65532766,2.08544772,0.31901463,1.37855304,0.02428287,0.09143084,0.02796126,0.20747281,0.26837460,0.08883846
-4.64932466,2.17943225,0.33102944,1.44184540,0.02474051,0.09468565,0.03002698,0.22029801,0.27826262,0.09156579
-4.64332166,2.27544795,0.34224134,1.50753353,0.02511240,0.09787154,0.03219662,0.23333760,0.28779068,0.09408538
