energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.84392196,4.77035406,0.01597807,1.04538845,1.43837929,0.16126713,2.01031054,1.67374254,0.02994255,1.36127823
-5.83791896,4.68192605,0.01652588,1.01109402,1.42093738,0.16340069,1.95577183,1.62968895,0.03111113,1.35574931
-5.83191596,4.59074897,0.01702227,0.97832931,1.39906579,0.16513460,1.90035758,1.58813939,0.03218294,1.34632532
-5.82591296,4.49697646,0.01746032,0.94733807,1.37271581,0.16638794,1.84471947,1.54929355,0.03314079,1.33278710
-5.81990995,4.40109824,0.01783376,0.91842435,1.34195031,0.16709738,1.78960765,1.51347277,0.03396895,1.31503161
-5.81390695,4.30392923,0.01813707,0.89194972,1.30693729,0.16721793,1.73585534,1.48111887,0.03465369,1.29306933
-5.80790395,4.20658569,0.01836571,0.86832635,1.26794222,0.16672338,1.68436043,1.45278483,0.03518363,1.26701985
-5.80190095,4.11044955,0.01851620,0.84800607,1.22531960,0.16560623,1.63606461,1.42911774,0.03555021,1.23710582
-5.79589795,4.01712228,0.01858635,0.83146593,1.17950397,0.16387728,1.59193059,1.41083478,0.03574804,1.20364556
-5.78989495,3.92837016,0.01857529,0.81919081,1.13100043,0.16156494,1.55291777,1.39869336,0.03577517,1.16704461
-5.78389195,3.84606305,0.01848362,0.81165385,1.08037498,0.15871419,1.51995701,1.39345682,0.03563337,1.12778628
-5.77788894,3.77210906,0.01831343,0.80929564,1.02824443,0.15538528,1.49392523,1.39585730,0.03532824,1.08642152
-5.77188594,3.70838753,0.01806832,0.81250303,0.97526626,0.15165227,1.47562036,1.40655747,0.03486923,1.04355820
-5.76588294,3.65668288,0.01775339,0.82158850,0.92212815,0.14760135,1.46573750,1.42611303,0.03426964,0.99984999
-5.75987994,3.61862184,0.01737516,0.83677124,0.86953741,0.14332909,1.46484711,1.45493767,0.03354646,0.95598500
-5.75387694,3.59561638,0.01694146,0.85816066,0.81821026,0.13894056,1.47337584,1.49327217,0.03272013,0.91267426
-5.74787394,3.58881448,0.01646131,0.88574331,0.76886103,0.13454740,1.49159103,1.54115923,0.03181422,0.87064028
-5.74187094,3.59906053,0.01594466,0.91937385,0.72219146,0.13026594,1.51958940,1.59842518,0.03085502,0.83060571
-5.73586793,3.62686683,0.01540226,0.95877060,0.67888000,0.12621520,1.55729070,1.66466965,0.02987113,0.79328229
-5.72986493,3.67239700,0.01484536,1.00351610,0.63957148,0.12251500,1.60443666,1.73926375,0.02889283,0.75936014
-5.72386193,3.73546205,0.01428544,1.05306279,0.60486714,0.11928403,1.66059582,1.82135710,0.02795163,0.72949749
-5.71785893,3.81552878,0.01373398,1.10674375,0.57531524,0.11663803,1.72517401,1.90989360,0.02707956,0.70431100
-5.71185593,3.91174015,0.01320213,1.16378822,0.55140231,0.11468787,1.79743068,2.00363536,0.02630858,0.68436660
-5.70585293,4.02294658,0.01270045,1.22334142,0.53354542,0.11353783,1.87650056,2.10119409,0.02566993,0.67017105
-5.69984992,4.14774668,0.01223863,1.28448800,0.52208536,0.11328378,1.96142009,2.20106871,0.02519344,0.66216422
-5.69384692,4.28453565,0.01182527,1.34627818,0.51728111,0.11401151,2.05115779,2.30168776,0.02490692,0.66071224
-5.68784392,4.43155933,0.01146764,1.40775575,0.51930560,0.11579510,2.14464768,2.40145494,0.02483547,0.66610151
-5.68184092,4.58697166,0.01117148,1.46798672,0.52824303,0.11869538,2.24082434,2.49879613,0.02500089,0.67853381
-5.67583792,4.74889327,0.01094090,1.52608762,0.54408777,0.12275853,2.33865871,2.59220590,0.02542111,0.69812261
-5.66983492,4.91546903,0.01077823,1.58125230,0.56674499,0.12801489,2.43719294,2.68029188,0.02610967,0.72489061
-5.66383192,5.08492249,0.01068404,1.63277621,0.59603314,0.13447795,2.53557329,2.76181521,0.02707521,0.75876892
-5.65782891,5.25560539,0.01065709,1.68007730,0.63168815,0.14214364,2.63307967,2.83572566,0.02832120,0.79959769
-5.65182591,5.42604062,0.01069442,1.72271268,0.67336961,0.15098994,2.72915073,2.90119007,0.02984558,0.84712868
-5.64582291,5.59495754,0.01079149,1.76039047,0.72066846,0.16097686,2.82340354,2.95761329,0.03164067,0.90102954
-5.63981991,5.76131863,0.01094235,1.79297647,0.77311646,0.17204687,2.91564698,3.00465089,0.03369314,0.96088999
-5.63381691,5.92433704,0.01113984,1.82049544,0.83019678,0.18412567,3.00588834,3.04221341,0.03598415,1.02622987
-5.62781391,6.08348472,0.01137589,1.84312694,0.89135571,0.19712351,3.09433261,3.07046211,0.03848966,1.09650876
-5.62181091,6.23849125,0.01164180,1.86119606,0.95601491,0.21093685,3.18137442,3.08979668,0.04118088,1.17113713
-5.61580790,6.38933363,0.01192860,1.87515929,1.02358385,0.22545046,3.26758263,3.10083546,0.04402490,1.24948858
-5.60980490,6.53621749,0.01222734,1.88558620,1.09347182,0.24053974,3.35367790,3.10438901,0.04698548,1.33091277
-5.60380190,6.67955060,0.01252946,1.89313751,1.16509916,0.25607346,3.44050379,3.10142826,0.05002394,1.41474858
-5.59779890,6.81990937,0.01282709,1.89854042,1.23790712,0.27191644,3.52899211,3.09304817,0.05310024,1.50033707
-5.59179590,6.95799951,0.01311335,1.90256195,1.31136599,0.28793242,3.62012355,3.08042852,0.05617406,1.58703358
-5.58579290,7.09461203,0.01338260,1.90598134,1.38498116,0.30398681,3.71488487,3.06479292,0.05920597,1.67421859
-5.57978989,7.23057599,0.01363062,1.90956228,1.45829686,0.31994920,3.81422392,3.04736761,0.06215865,1.76130693
-5.57378689,7.36670960,0.01385474,1.91402601,1.53089764,0.33569567,3.91900419,3.02934128,0.06499801,1.84775504
-5.56778389,7.50377134,0.01405392,1.92002618,1.60240766,0.35111074,4.02996058,3.01182732,0.06769428,1.93306607
-5.56178089,7.64241316,0.01422874,1.92812626,1.67248798,0.36608885,4.14765826,2.99582962,0.07022300,2.01679282
-5.55577789,7.78313749,0.01438129,1.93878036,1.74083244,0.38053545,4.27245626,2.98221310,0.07256582,2.09853874
-5.54977489,7.92626042,0.01451502,1.95231803,1.80716249,0.39436769,4.40447774,2.97167991,0.07471121,2.17795708
-5.54377189,8.07188262,0.01463455,1.96893378,1.87122173,0.40751463,4.54358839,2.96475207,0.07665487,2.25474883
-5.53776888,8.21987007,0.01474539,1.98868152,1.93277066,0.41991722,4.68938425,2.96176116,0.07840006,2.32865972
-5.53176588,8.36984578,0.01485362,2.01147424,1.99158232,0.43152795,4.84118992,2.96284530,0.07995764,2.39947691
-5.52576288,8.52119351,0.01496557,2.03708899,2.04743926,0.44231034,4.99806752,2.96795364,0.08134597,2.46702580
-5.51975988,8.67307391,0.01508748,2.06517691,2.10013220,0.45223839,5.15883645,2.97685790,0.08259058,2.53116752
-5.51375688,8.82445267,0.01522516,2.09527789,2.14946059,0.46129597,5.32210313,2.98917069,0.08372370,2.59179725
-5.50775388,8.97413952,0.01538369,2.12683930,2.19523493,0.46947637,5.48629962,3.00436953,0.08478369,2.64884364
-5.50175088,9.12083648,0.01556718,2.15923793,2.23728069,0.47678188,5.64972932,3.02182560,0.08581427,2.70226923
-5.49574787,9.26319261,0.01577850,2.19180412,2.27544337,0.48322356,5.81061749,3.04083579,0.08686375,2.75207185
-5.48974487,9.39986233,0.01601917,2.22384698,2.30959401,0.48882105,5.96716415,3.06065656,0.08798408,2.79828638
-5.48374187,9.52956377,0.01628927,2.25467965,2.33963463,0.49360257,6.11759651,3.08053794,0.08922992,2.84098653
-5.47773887,9.65113354,0.01658740,2.28364313,2.36550262,0.49760475,6.26021841,3.09975593,0.09065763,2.88028609
-5.47173587,9.76357427,0.01691077,2.31012785,2.38717369,0.50087253,6.39345410,3.11764181,0.09232419,2.91633879
-5.46573287,9.86609178,0.01725530,2.33359192,2.40466256,0.50345878,6.51588432,3.13360686,0.09428605,2.94933649
-5.45972986,9.95811911,0.01761579,2.35357510,2.41802109,0.50542368,6.62627296,3.14716118,0.09659796,2.97950490
-5.45372686,10.03932568,0.01798615,2.36970824,2.42733384,0.50683367,6.72358346,3.15792603,0.09931170,3.00709676
-5.44772386,10.10961050,0.01835962,2.38171766,2.43271085,0.50776012,6.80698460,3.16563891,0.10247474,3.03238215
-5.44172086,10.16907985,0.01872906,2.38942466,2.43427841,0.50827737,6.87584609,3.17015153,0.10612879,3.05563622
-5.43571786,10.21801043,0.01908721,2.39274038,2.43216805,0.50846056,6.92972523,3.17142099,0.11030835,3.07712462
-5.42971486,10.25680046,0.01942692,2.39165667,2.42650494,0.50838285,6.96834625,3.16949483,0.11503913,3.09708724
-5.42371186,10.28591176,0.01974141,2.38623373,2.41739637,0.50811260,6.99157460,3.16449126,0.12033650,3.11572115
-5.41770885,10.30580670,0.02002441,2.37658543,2.40492148,0.50771025,6.99938854,3.15657584,0.12620397,3.13316377
-5.41170585,10.31688437,0.02027037,2.36286347,2.38912319,0.50722526,6.99185059,3.14593627,0.13263167,3.14947719
-5.40570285,10.31942030,0.02047452,2.34524149,2.37000318,0.50669337,6.96908129,3.13275699,0.13959513,3.16463505
-5.39969985,10.31351409,0.02063294,2.32389998,2.34752059,0.50613411,6.93123727,3.11719516,0.14705418,3.17851275
-5.39369685,10.29904888,0.02074259,2.29901314,2.32159483,0.50554906,6.87849534,3.09935982,0.15495222,3.19088220
-5.38769385,10.27566572,0.02080127,2.27073838,2.29211260,0.50492079,6.81104370,3.07929532,0.16321592,3.20141167
-5.38169085,10.24275532,0.02080759,2.23920896,2.25893892,0.50421276,6.72908081,3.05697027,0.17175539,3.20967138
-5.37568784,10.19946846,0.02076091,2.20453014,2.22193166,0.50337023,6.63282166,3.03227270,0.18046495,3.21514484
-5.36968484,10.14474521,0.02066122,2.16677899,2.18095870,0.50232222,6.52251082,3.00501177,0.18922450,3.21724615
-5.36368184,10.07736222,0.02050911,2.12600756,2.13591683,0.50098453,6.39844108,2.97492597,0.19790153,3.21534242
-5.35767884,9.99599596,0.02030570,2.08224921,2.08675116,0.49926374,6.26097600,2.94169745,0.20635380,3.20878090
-5.35167584,9.89929923,0.02005257,2.03552745,2.03347390,0.49706205,6.11057461,2.90497168,0.21443259,3.19691963
-5.34567284,9.78598711,0.01975174,1.98586670,1.97618134,0.49428276,5.94781624,2.86438138,0.22198652,3.17916040
-5.33966983,9.65492825,0.01940567,1.93330416,1.91506793,0.49083620,5.77342367,2.81957339,0.22886568,3.15498259
-5.33366683,9.50523669,0.01901727,1.87790199,1.85043665,0.48664580,5.58828270,2.77023703,0.23492622,3.12397637
-5.32766383,9.33635974,0.01858995,1.81975906,1.78270491,0.48165397,5.39345682,2.71613247,0.24003482,3.08587366
-5.32166083,9.14815697,0.01812763,1.75902152,1.71240569,0.47582753,5.19019560,2.65711733,0.24407323,3.04057527
-5.31565783,8.94096624,0.01763484,1.69589142,1.64018370,0.46916239,4.97993620,2.59317035,0.24694245,2.98817295
-5.30965483,8.71565280,0.01711674,1.63063305,1.56678664,0.46168716,4.76429744,2.52441051,0.24856644,2.92896484
-5.30365183,8.47363844,0.01657915,1.56357639,1.49305203,0.45346541,4.54506646,2.45111059,0.24889514,2.86346348
-5.29764882,8.21690851,0.01602857,1.49511752,1.41989006,0.44459652,4.32417814,2.37370441,0.24790668,2.79239561
-5.29164582,7.94799543,0.01547218,1.42571586,1.34826305,0.43521484,4.10368806,2.29278700,0.24560861,2.71669327
-5.28564282,7.66993847,0.01491777,1.35588827,1.27916255,0.42548720,3.88573954,2.20910769,0.24203804,2.63747626
-5.27963982,7.38622072,0.01437362,1.28620018,1.21358463,0.41560875,3.67252599,2.12355603,0.23726080,2.55602616
-5.27363682,7.10068492,0.01384843,1.21725412,1.15250442,0.40579732,3.46624955,2.03714117,0.23136943,2.47375279
-5.26763382,6.81743106,0.01335108,1.14967599,1.09685053,0.39628631,3.26907721,1.95096536,0.22448022,2.39215400
-5.26163082,6.54069938,0.01289049,1.08409967,1.04748031,0.38731663,3.08309579,1.86619259,0.21672939,2.31277028
-5.25562781,6.27474318,0.01247533,1.02115048,1.00515641,0.37912782,2.91026685,1.78401370,0.20826852,2.23713587
-5.24962481,6.02369633,0.01211380,0.96142813,0.97052550,0.37194878,2.75238296,1.70560925,0.19925953,2.16672821
-5.24362181,5.79144071,0.01181334,0.90548985,0.94409958,0.36598859,2.61102643,1.63211179,0.18986928,2.10291775
-5.23761881,5.58147901,0.01158042,0.85383428,0.92624029,0.36142782,2.48753181,1.56456901,0.18026421,2.04692040
-5.23161581,5.39681809,0.01142029,0.80688672,0.91714693,0.35841067,2.38295315,1.50390925,0.17060510,1.99975430
-5.22561281,5.23986773,0.01133676,0.76498636,0.91684816,0.35703845,2.29803728,1.45091083,0.16104227,1.96220325
-5.21960980,5.11235922,0.01133202,0.72837592,0.92519807,0.35736473,2.23320385,1.40617639,0.15171132,1.93478822
-5.21360680,5.01528723,0.01140661,0.69719410,0.94187655,0.35939230,2.18853314,1.37011328,0.14272969,1.91774840
-5.20760380,4.94887757,0.01155928,0.67147108,0.96639438,0.36307226,2.16376230,1.34292068,0.13419403,1.91103283
-5.20160080,4.91258247,0.01178706,0.65112744,0.99810288,0.36830536,2.15829028,1.32458404,0.12617858,1.91430320
-5.19559780,4.90510362,0.01208534,0.63597624,1.03620838,0.37494537,2.17119207,1.31487688,0.11873443,1.92694772
-5.18959480,4.92444244,0.01244800,0.62572857,1.07979100,0.38280455,2.20124187,1.31336992,0.11188980,1.94810586
-5.18359180,4.96797537,0.01286764,0.62000205,1.12782782,0.39166090,2.24694502,1.31944697,0.10565118,1.97670294
-5.17758879,5.03255141,0.01333587,0.61833230,1.17921965,0.40126687,2.30657809,1.33232707,0.10000516,2.01149310
-5.17158579,5.11460794,0.01384357,0.62018673,1.23282103,0.41135915,2.37823604,1.35109177,0.09492106,2.05110910
-5.16558279,5.21029998,0.01438129,0.62498044,1.28747250,0.42166906,2.45988526,1.37471658,0.09035386,2.09411662
-5.15957979,5.31563796,0.01493956,0.63209342,1.34203434,0.43193301,2.54942091,1.40210531,0.08624754,2.13907088
-5.15357679,5.42662806,0.01550931,0.64088879,1.39542065,0.44190269,2.64472674,1.43212596,0.08253859,2.18457308
-5.14757379,5.53940995,0.01608214,0.65073116,1.44663256,0.45135426,2.74373543,1.46364685,0.07915937,2.22932428
-5.14157079,5.65038614,0.01665069,0.66100473,1.49478961,0.46009641,2.84448743,1.49557176,0.07604145,2.27217437
-5.13556778,5.75633831,0.01720884,0.67113041,1.53915775,0.46797666,2.94518608,1.52687270,0.07311856,2.31216411
-5.12956478,5.85452617,0.01775194,0.68058155,1.57917323,0.47488590,3.04424716,1.55661945,0.07032911,2.34855849
-5.12356178,5.94276541,0.01827693,0.68889755,1.61446105,0.48076078,3.14034100,1.58400479,0.06761834,2.38087014
-5.11755878,6.01948243,0.01878235,0.69569522,1.64484733,0.48558409,3.23242546,1.60836477,0.06493984,2.40887203
-5.11155578,6.08374436,0.01926832,0.70067731,1.67036488,0.48938317,3.31976876,1.62919352,0.06225657,2.43259909
-5.10555278,6.13526412,0.01973641,0.70363823,1.69125162,0.49222641,3.40196118,1.64615235,0.05954132,2.45233900
-5.09954977,6.17438129,0.02018942,0.70446656,1.70794188,0.49421829,3.47891524,1.65907294,0.05677679,2.46861294
-5.09354677,6.20202049,0.02063118,0.70314460,1.72105059,0.49549315,3.55085451,1.66795494,0.05395504,2.48214733
-5.08754377,6.21963006,0.02106617,0.69974486,1.73135101,0.49620819,3.61829144,1.67295816,0.05107672,2.49383825
-5.08154077,6.22910394,0.02149921,0.69442377,1.73974667,0.49653599,3.68199517,1.67438986,0.04814999,2.50471009
-5.07553777,6.23269085,0.02193510,0.68741288,1.74723866,0.49665710,3.74295065,1.67268787,0.04518916,2.51587063
-5.06953477,6.23289463,0.02237828,0.67900780,1.75488917,0.49675288,3.80231054,1.66840002,0.04221333,2.52846438
-5.06353177,6.23236977,0.02283246,0.66955551,1.76378298,0.49699906,3.86134180,1.66216092,0.03924485,2.54362617
-5.05752876,6.23381630,0.02330040,0.65944019,1.77498795,0.49756021,3.92136887,1.65466675,0.03630797,2.56243684
-5.05152576,6.23987761,0.02378362,0.64906837,1.78951624,0.49858524,3.98371547,1.64664896,0.03342745,2.58588263
-5.04552276,6.25304458,0.02428229,0.63885367,1.80828735,0.50020410,4.04964697,1.63884769,0.03062741,2.61481947
-5.03951976,6.27556883,0.02479511,0.62920171,1.83209458,0.50252558,4.12031534,1.63198567,0.02793031,2.64994338
-5.03351676,6.30938740,0.02531933,0.62049574,1.86157574,0.50563621,4.19670831,1.62674352,0.02535612,2.69176741
-5.02751376,6.35606049,0.02585086,0.61308330,1.89718926,0.50960016,4.27960439,1.62373683,0.02292179,2.74060566
-5.02151076,6.41672345,0.02638434,0.60726443,1.93919638,0.51445988,4.36953514,1.62349595,0.02064079,2.79656428
-5.01550775,6.49205367,0.02691343,0.60328173,1.98764983,0.52023737,4.46675562,1.62644882,0.01852297,2.85953938
-5.00950475,6.58225252,0.02743107,0.60131257,2.04238936,0.52693591,4.57122407,1.63290733,0.01657451,2.92922135
-5.00350175,6.68704217,0.02792973,0.60146371,2.10304396,0.53454199,4.68259126,1.64305762,0.01479807,3.00510496
-4.99749875,6.80567658,0.02840179,0.60376842,2.16904074,0.54302745,4.80019985,1.65695447,0.01319306,3.08650478
-4.99149575,6.93696615,0.02883980,0.60818623,2.23961979,0.55235158,4.92309389,1.67451998,0.01175595,3.17257489
-4.98549275,7.07931478,0.02923685,0.61460523,2.31385460,0.56246325,5.05003812,1.69554664,0.01048070,3.26233249
-4.97948974,7.23076823,0.02958681,0.62284687,2.39067723,0.57330298,5.17954683,1.71970452,0.00935923,3.35468434
-4.97348674,7.38907267,0.02988454,0.63267311,2.46890729,0.58480501,5.30992142,1.74655264,0.00838185,3.44845571
-4.96748374,7.55174169,0.03012614,0.64379558,2.54728394,0.59689947,5.43929584,1.77555405,0.00753772,3.54242090
-4.96148074,7.71613054,0.03030897,0.65588660,2.62449995,0.60951455,5.56568879,1.80609431,0.00681529,3.63533498
-4.95547774,7.87951582,0.03043183,0.66859141,2.69923673,0.62257903,5.68706125,1.83750281,0.00620267,3.72596607
-4.94947474,8.03917877,0.03049488,0.68154158,2.77019966,0.63602484,5.80137786,1.86907645,0.00568801,3.81312767
-4.94347174,8.19249046,0.03049960,0.69436867,2.83615263,0.64979002,5.90667047,1.90010485,0.00525979,3.89571048
-4.93746873,8.33699655,0.03044877,0.70671816,2.89595113,0.66382188,6.00110195,1.92989649,0.00490705,3.97271313
-4.93146573,8.47049970,0.03034625,0.71826275,2.94857308,0.67808027,6.08302829,1.95780498,0.00461964,4.04327127
-4.92546273,8.59113718,0.03019688,0.72871481,2.99314665,0.69254096,6.15105716,1.98325457,0.00438833,4.10668418
-4.91945973,8.69745132,0.03000631,0.73783748,3.02897462,0.70719886,6.20410079,2.00576414,0.00420498,4.16243842
-4.91345673,8.78845052,0.02978082,0.74545398,3.05555451,0.72207102,6.24142132,2.02496896,0.00406256,4.21022750
-4.90745373,8.86365843,0.02952714,0.75145491,3.07259412,0.73719896,6.26266696,2.04063921,0.00395527,4.24996698
-4.90145073,8.92314926,0.02925233,0.75580309,3.08002197,0.75265038,6.26789722,2.05269483,0.00387849,4.28180410
-4.89544772,8.96756713,0.02896360,0.75853596,3.07799221,0.76851971,6.25759617,2.06121596,0.00382887,4.30612134
-4.88944472,8.99812820,0.02866821,0.75976529,3.06688378,0.78492762,6.23267259,2.06644845,0.00380423,4.32353320
-4.88344172,9.01660426,0.02837335,0.75967428,3.04729367,0.80201908,6.19444669,2.06880413,0.00380360,4.33487583
-4.87743872,9.02528752,0.02808609,0.75851208,3.02002403,0.81995998,6.14462311,2.06885561,0.00382717,4.34118934
-4.87143572,9.02693661,0.02781326,0.75658591,2.98606341,0.83893235,6.08525075,2.06732559,0.00387622,4.34369270
-4.86543272,9.02470482,0.02756138,0.75425106,2.94656229,0.85912818,6.01867021,2.06507071,0.00395309,4.34375183
-4.85942971,9.02205217,0.02733663,0.75189913,2.90280348,0.88074198,5.94745023,2.06306043,0.00406112,4.34284129
-4.85342671,9.02264369,0.02714476,0.74994483,2.85616788,0.90396250,5.87431486,2.06235129,0.00420461,4.34250087
-4.84742371,9.03023713,0.02699101,0.74881185,2.80809674,0.92896376,5.80206373,2.06405729,0.00438871,4.34428832
-4.84142071,9.04856368,0.02688005,0.74891838,2.76005136,0.95589593,5.73348783,2.06931730,0.00461938,4.34972976
-4.83541771,9.08120602,0.02681591,0.75066258,2.71347162,0.98487646,5.67128363,2.07926034,0.00490329,4.36026982
-4.82941471,9.13147814,0.02680184,0.75440884,2.66973462,1.01598190,5.61796865,2.09496998,0.00524775,4.37722325
-4.82341171,9.20231153,0.02684029,0.76047502,2.63011514,1.04924103,5.57580128,2.11744894,0.00566058,4.40173027
-4.81740870,9.29615236,0.02693281,0.76912141,2.59574919,1.08462948,5.54670801,2.14758510,0.00615006,4.43471728
-4.81140570,9.41487367,0.02707995,0.78054168,2.56760231,1.12206644,5.53222064,2.18612014,0.00672474,4.47686489
-4.80540270,9.55970621,0.02728126,0.79485625,2.54644366,1.16141348,5.53342587,2.23362192,0.00739336,4.52858465
-4.79939970,9.73119082,0.02753526,0.81210826,2.53282722,1.20247587,5.55092934,2.29046162,0.00816470,4.59000539
-4.79339670,9.92915416,0.02783941,0.83226240,2.52708068,1.24500618,5.58483543,2.35679642,0.00904739,4.66096985
-4.78739370,10.15270864,0.02819019,0.85520653,2.52930243,1.28871012,5.63474361,2.43255859,0.01004973,4.74104167
-4.78139070,10.40027639,0.02858317,0.88075608,2.53936693,1.33325438,5.69976158,2.51745115,0.01117952,4.82952211
-4.77538769,10.66963567,0.02901305,0.90866097,2.55693771,1.37827598,5.77853452,2.61095054,0.01244382,4.92547569
-4.76938469,10.95798760,0.02947386,0.93861477,2.58148767,1.42339265,5.86928936,2.71231606,0.01384871,5.02776315
-4.76338169,11.26203965,0.02995906,0.97026561,2.61232532,1.46821375,5.96989220,2.82060583,0.01539899,5.13508015
-4.75737869,11.57810197,0.03046172,1.00322841,2.64862567,1.51235099,6.07791648,2.93469864,0.01709795,5.24599932
-4.75137569,11.90219212,0.03097465,1.03709777,2.68946431,1.55542841,6.19071931,3.05332093,0.01894706,5.35901395
-4.74537269,12.23014332,0.03149053,1.07146097,2.73385282,1.59709108,6.30552260,3.17507785,0.02094562,5.47258071
-4.73936968,12.55771172,0.03200211,1.10591045,2.78077394,1.63701199,6.41949610,3.29848734,0.02309049,5.58515974
-4.73336668,12.88067815,0.03250225,1.14005516,2.82921484,1.67489686,6.52983888,3.42201592,0.02537577,5.69525030
-4.72736368,13.19494080,0.03298400,1.17353039,2.87819707,1.71048661,6.63385641,3.54411491,0.02779253,5.80142058
-4.72136068,13.49659547,0.03344069,1.20600549,2.92680197,1.74355747,6.72903032,3.66325601,0.03032855,5.90233091
-4.71535768,13.78200163,0.03386591,1.23718932,2.97419077,1.77391888,6.81307862,3.77796477,0.03296814,5.99675000
-4.70935468,14.04783272,0.03425348,1.26683329,3.01961878,1.80140951,6.88400462,3.88685121,0.03569203,6.08356430
-4.70335168,14.29111084,0.03459748,1.29473180,3.06244372,1.82589177,6.94013321,3.98863649,0.03847733,6.16178109
-4.69734867,14.50922640,0.03489217,1.32072046,3.10212817,1.84724538,6.98013406,4.08217507,0.04129762,6.23052635
-4.69134567,14.69994431,0.03513194,1.34467219,3.13823704,1.86536066,7.00303176,4.16647184,0.04412314,6.28903867
-4.68534267,14.86139889,0.03531132,1.36649164,3.17043056,1.88013218,7.00820341,4.24069410,0.04692113,6.33666063
-4.67933967,14.99208011,0.03542495,1.38610844,3.19845413,1.89145326,6.99536509,4.30417817,0.04965631,6.37282924
-4.67333667,15.09081398,0.03546759,1.40346984,3.22212586,1.89921202,6.96454858,4.35643114,0.05229150,6.39706683
-4.66733367,15.15673976,0.03543421,1.41853324,3.24132325,1.90328930,6.91607034,4.39712787,0.05478830,6.40897366
-4.66133067,15.18928665,0.03532004,1.43125921,3.25596990,1.90355873,6.85049483,4.42610398,0.05710802,6.40822311
-4.65532766,15.18815180,0.03512073,1.44160548,3.26602323,1.89988912,6.76859443,4.44334531,0.05921258,6.39456015
-4.64932466,15.15328153,0.03483249,1.44952239,3.27146411,1.89214890,6.67130792,4.44897479,0.06106552,6.36780316
-4.64332166,15.08485628,0.03445230,1.45494994,3.27228873,1.88021267,6.55969963,4.44323723,0.06263305,6.32784893
