energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-2.81840920,2.96418395,-2.74469601,0.24270429,-0.68615910,0.52672637,-0.73802980,0.39344454,-0.53879300,1.66109840,-1.02784703,0.00187884,-0.01113942,0.17575578,-0.14162134,0.00939739,-0.05493826,0.90903388,-0.88198729
-2.81240620,2.94055165,-2.68696041,0.23241723,-0.66117892,0.52003326,-0.71659875,0.39166400,-0.53305497,1.65724933,-1.01279904,0.00197147,-0.01139183,0.17632676,-0.13641840,0.00934644,-0.05307528,0.89364594,-0.86749481
-2.80640320,2.91301636,-2.62600817,0.22244358,-0.63533405,0.51264059,-0.69428464,0.38903928,-0.52636527,1.65119196,-0.99718838,0.00206509,-0.01162114,0.17734683,-0.13099844,0.00933085,-0.05114184,0.87625763,-0.85139353
-2.80040020,2.88184545,-2.56220968,0.21284584,-0.60889467,0.50459778,-0.67121118,0.38556869,-0.51873563,1.64303627,-0.98109947,0.00215856,-0.01181876,0.17873438,-0.12544058,0.00934787,-0.04916765,0.85710138,-0.83370704
-2.79439720,2.84727113,-2.49604694,0.20367081,-0.58215676,0.49595179,-0.64752729,0.38126567,-0.51020133,1.63286649,-0.96466061,0.00225069,-0.01197655,0.18038621,-0.11983221,0.00939389,-0.04718238,0.83642079,-0.81449789
-2.78839420,2.80948915,-2.42810771,0.19495011,-0.55543600,0.48674611,-0.62340586,0.37615790,-0.50082040,1.62074257,-0.94804016,0.00234037,-0.01208711,0.18218182,-0.11426787,0.00946467,-0.04521497,0.81446407,-0.79387052
-2.78239120,2.76866088,-2.35907701,0.18670132,-0.52906062,0.47702017,-0.59904167,0.37028623,-0.49067244,1.60670367,-0.93144175,0.00242655,-0.01214412,0.18398836,-0.10884784,0.00955554,-0.04329303,0.79147787,-0.77197324
-2.77638819,2.72491858,-2.28972588,0.17892961,-0.50336384,0.46680931,-0.57464869,0.36370337,-0.47985705,1.59077355,-0.91509868,0.00250828,-0.01214251,0.18566603,-0.10367673,0.00966163,-0.04144221,0.76770182,-0.74899914
-2.77038519,2.67837324,-2.22089778,0.17162975,-0.47867591,0.45614524,-0.55045678,0.35647240,-0.46849186,1.57296736,-0.89926755,0.00258481,-0.01207874,0.18707371,-0.09886182,0.00977811,-0.03968576,0.74336399,-0.72518562
-2.76438219,2.62912425,-2.15349266,0.16478836,-0.45531639,0.44505690,-0.52670778,0.34866512,-0.45671012,1.55329908,-0.88422135,0.00265554,-0.01195086,0.18807452,-0.09451140,0.00990041,-0.03804410,0.71867719,-0.70081255
-2.75837919,2.57727009,-2.08844906,0.15838625,-0.43358665,0.43357173,-0.50365116,0.34036038,-0.44465798,1.53178921,-0.87024193,0.00272011,-0.01175863,0.18854115,-0.09073297,0.01002435,-0.03653447,0.69383639,-0.67619888
-2.75237619,2.52291906,-2.02672428,0.15240067,-0.41376304,0.42171706,-0.48153934,0.33164216,-0.43249135,1.50847186,-0.85761217,0.00277834,-0.01150347,0.18836065,-0.08763136,0.01014630,-0.03517082,0.66901702,-0.65169750
-2.74637319,2.46619912,-1.96927314,0.14680746,-0.39609076,0.40952162,-0.46062256,0.32259775,-0.42037235,1.48340086,-0.84660791,0.00283026,-0.01118843,0.18743858,-0.08530682,0.01026325,-0.03396356,0.64437418,-0.62768869
-2.74037019,2.40726610,-1.91702541,0.14158287,-0.38077862,0.39701701,-0.44114359,0.31331570,-0.40846559,1.45665422,-0.83748974,0.00287610,-0.01081803,0.18570229,-0.08385296,0.01037286,-0.03291965,0.62004259,-0.60457188
-2.73436718,2.34630955,-1.87086243,0.13670511,-0.36799472,0.38423892,-0.42333226,0.30388385,-0.39693415,1.42833674,-0.83049489,0.00291623,-0.01039807,0.18310324,-0.08335469,0.01047345,-0.03204256,0.59613711,-0.58275607
-2.72836418,2.28355579,-1.83159327,0.13215549,-0.35786310,0.37122809,-0.40739993,0.29438728,-0.38593541,1.39858045,-0.82582928,0.00295113,-0.00993545,0.17961832,-0.08388600,0.01056393,-0.03133240,0.57275374,-0.56264910
-2.72236118,2.21926791,-1.79993098,0.12791916,-0.35046125,0.35803086,-0.39353394,0.28490635,-0.37561692,1.36754304,-0.82366002,0.00298137,-0.00943783,0.17525009,-0.08550771,0.01064376,-0.03078612,0.54997083,-0.54464604
-2.71635818,2.15374282,-1.77646935,0.12398558,-0.34581856,0.34469928,-0.38189230,0.27551483,-0.36611224,1.33540422,-0.82410840,0.00300754,-0.00891343,0.17002611,-0.08826522,0.01071279,-0.03039766,0.52785048,-0.52911698
-2.71035518,2.08730564,-1.76166103,0.12034854,-0.34391549,0.33129077,-0.37259858,0.26627820,-0.35753712,1.30236059,-0.82724368,0.00303021,-0.00837068,0.16399720,-0.09218623,0.01077117,-0.03015825,0.50643994,-0.51639479
-2.70435218,2.02030188,-1.75579740,0.11700602,-0.34468361,0.31786735,-0.36573727,0.25725226,-0.34998586,1.26861929,-0.83307770,0.00304989,-0.00781800,0.15723504,-0.09727852,0.01081923,-0.03005664,0.48577296,-0.50676311
-2.69834917,1.95308821,-1.75899112,0.11395987,-0.34800626,0.30449452,-0.36134969,0.24848206,-0.34352820,1.23439106,-0.84156073,0.00306699,-0.00726349,0.14982897,-0.10352800,0.01085733,-0.03007939,0.46587115,-0.50044515
-2.69234617,1.88602254,-1.77116203,0.11121530,-0.35371991,0.29123984,-0.35943070,0.24000131,-0.33820675,1.19988338,-0.85257852,0.00308182,-0.00671475,0.14188244,-0.11089691,0.01088579,-0.03021116,0.44674518,-0.49759370
-2.68634317,1.81945430,-1.79202716,0.10878041,-0.36161625,0.27817137,-0.35992630,0.23183224,-0.33403504,1.16529410,-0.86595082,0.00309454,-0.00617865,0.13350901,-0.11932247,0.01090482,-0.03043500,0.42839603,-0.49828287
-2.68034017,1.75371578,-1.82109561,0.10666576,-0.37144492,0.26535603,-0.36273226,0.22398614,-0.33099639,1.13080640,-0.88143170,0.00310520,-0.00566121,0.12482838,-0.12871606,0.01091447,-0.03073267,0.41081620,-0.50250195
-2.67433717,1.68911527,-1.85766888,0.10488395,-0.38291701,0.25285809,-0.36769413,0.21646440,-0.32904349,1.09658521,-0.89871149,0.00311372,-0.00516748,0.11596240,-0.13896299,0.01091465,-0.03108494,0.39399106,-0.51015175
-2.66833417,1.62593242,-1.90084736,0.10344945,-0.39570935,0.24073776,-0.37460846,0.20926020,-0.32809896,1.06277565,-0.91742087,0.00311996,-0.00470147,0.10703128,-0.14992307,0.01090518,-0.03147187,0.37790031,-0.52104381
-2.66233117,1.56441653,-1.94954328,0.10237840,-0.40946959,0.22905014,-0.38322558,0.20236075,-0.32805670,1.02950359,-0.93713685,0.00312375,-0.00426615,0.09815027,-0.16143200,0.01088588,-0.03187319,0.36251963,-0.53490257
-2.65632816,1.50478755,-2.00250035,0.10168871,-0.42382216,0.21784445,-0.39325391,0.19575000,-0.32878422,0.99687826,-0.95739097,0.00312491,-0.00386348,0.08942673,-0.17330363,0.01085668,-0.03226854,0.34782251,-0.55137075
-2.65032516,1.44724002,-2.05832008,0.10140014,-0.43837505,0.20716365,-0.40436572,0.18941175,-0.33012575,0.96499679,-0.97767949,0.00312340,-0.00349445,0.08095782,-0.18533325,0.01081777,-0.03263790,0.33378239,-0.57001787
-2.64432216,1.39194944,-2.11549451,0.10153449,-0.45272746,0.19704446,-0.41620443,0.18333305,-0.33190630,0.93395043,-0.99747547,0.00311930,-0.00315915,0.07282875,-0.19730173,0.01076975,-0.03296184,0.32037488,-0.59035171
-2.63831916,1.33908082,-2.17244457,0.10211587,-0.46647804,0.18751768,-0.42839315,0.17750758,-0.33393628,0.90383190,-1.01624268,0.00311294,-0.00285694,0.06511168,-0.20898047,0.01071384,-0.03322194,0.30758015,-0.61183252
-2.63231616,1.28879846,-2.22756339,0.10317086,-0.47923383,0.17860895,-0.44054445,0.17193907,-0.33601692,0.87474340,-1.03345079,0.00310496,-0.00258648,0.05786523,-0.22013718,0.01065202,-0.03340108,0.29538539,-0.63388960
-2.62631316,1.24127651,-2.27926296,0.10472869,-0.49061941,0.17033958,-0.45227082,0.16664443,-0.33794601,0.84680473,-1.04859163,0.00309636,-0.00234594,0.05113453,-0.23054210,0.01058717,-0.03348382,0.28378720,-0.65593956
-2.62031016,1.19670942,-2.32602296,0.10682122,-0.50028621,0.16272769,-0.46319586,0.16165641,-0.33952404,0.82016082,-1.06119579,0.00308858,-0.00213309,0.04495176,-0.23997466,0.01052321,-0.03345670,0.27279383,-0.67740573
-2.61430715,1.15532143,-2.36643963,0.10948290,-0.50792160,0.15578932,-0.47296533,0.15702577,-0.34056039,0.79498829,-1.07084914,0.00308356,-0.00194545,0.03933713,-0.24823013,0.01046522,-0.03330858,0.26242711,-0.69773791
-2.60830415,1.11737455,-2.39927304,0.11275044,-0.51325731,0.14953960,-0.48125817,0.15282264,-0.34087945,0.77150037,-1.07720840,0.00308374,-0.00178040,0.03430015,-0.25512617,0.01041943,-0.03303087,0.25272406,-0.71643175
-2.60230115,1.08317435,-2.42349050,0.11666248,-0.51607699,0.14399379,-0.48779653,0.14913717,-0.34032634,0.74994995,-1.08001525,0.00309210,-0.00163528,0.02984119,-0.26050893,0.01039327,-0.03261776,0.24373793,-0.73304672
-2.59629815,1.05307309,-2.43830433,0.12125898,-0.51622252,0.13916815,-0.49235480,0.14607918,-0.33877213,0.73063032,-1.07910810,0.00311218,-0.00150752,0.02595306,-0.26425835,0.01039530,-0.03206640,0.23553876,-0.74722213
-2.59029515,1.02747000,-2.44320198,0.12658062,-0.51359866,0.13508062,-0.49476701,0.14377691,-0.33611823,0.71387362,-1.07443099,0.00314805,-0.00139470,0.02262278,-0.26629257,0.01043513,-0.03137696,0.22821319,-0.75869015
-2.58429215,1.00680842,-2.43796704,0.13266803,-0.50817590,0.13175123,-0.49493220,0.14237491,-0.33229984,0.70004686,-1.06603898,0.00320425,-0.00129461,0.01983320,-0.26657118,0.01052326,-0.03055266,0.22186372,-0.76728551
-2.57828914,0.99156999,-2.42268985,0.13956105,-0.49999128,0.12920224,-0.49281776,0.14203094,-0.32728821,0.68954569,-1.05409963,0.00328581,-0.00120533,0.01756457,-0.26509707,0.01067090,-0.02959971,0.21660721,-0.77295099
-2.57228614,0.98226606,-2.39776700,0.14729796,-0.48914709,0.12745804,-0.48846023,0.14291206,-0.32109175,0.68278608,-1.03889030,0.00339811,-0.00112525,0.01579596,-0.26191699,0.01088973,-0.02852712,0.21257273,-0.77573873
-2.56628314,0.97942660,-2.36388938,0.15591480,-0.47580749,0.12654476,-0.48196370,0.14519010,-0.31375574,0.68019435,-1.02079120,0.00354683,-0.00105309,0.01450645,-0.25712050,0.01119164,-0.02734648,0.20989882,-0.77580699
-2.56028014,0.98358703,-2.32201918,0.16544470,-0.46019309,0.12648968,-0.47349584,0.14903643,-0.30536071,0.68219581,-1.00027424,0.00373784,-0.00098794,0.01367613,-0.25083772,0.01158847,-0.02607164,0.20873013,-0.77341249
-2.55427714,0.99527361,-2.27335646,0.17591736,-0.44257376,0.12732042,-0.46328154,0.15461636,-0.29601969,0.68920258,-0.97788820,0.00397707,-0.00092927,0.01328684,-0.24323562,0.01209164,-0.02471835,0.20921371,-0.76889874
-2.54827414,1.01498786,-2.21929692,0.18735865,-0.42325998,0.12906397,-0.45159472,0.16208336,-0.28587414,0.70160099,-0.95424052,0.00427040,-0.00087690,0.01332271,-0.23451326,0.01271191,-0.02330377,0.21149476,-0.76268072
-2.54227114,1.04319061,-2.16138236,0.19979025,-0.40259301,0.13174569,-0.43874833,0.17157316,-0.27508903,0.71973916,-0.92997670,0.00462345,-0.00083102,0.01377042,-0.22489608,0.01345898,-0.02184605,0.21571234,-0.75522672
-2.53626813,1.08028633,-2.10124619,0.21322945,-0.38093440,0.13538813,-0.42508330,0.18319809,-0.26384707,0.74391506,-0.90575787,0.00504151,-0.00079219,0.01461929,-0.21462948,0.01434125,-0.02036382,0.22199477,-0.74703810
-2.53026513,1.12660826,-2.04055619,0.22768894,-0.35865528,0.14000994,-0.41095662,0.19704175,-0.25234249,0.77436577,-0.88223779,0.00552930,-0.00076133,0.01586115,-0.20397197,0.01536547,-0.01887571,0.23045522,-0.73862792
-2.52426213,1.18240491,-1.98095711,0.24317671,-0.33612569,0.14562475,-0.39672932,0.21315433,-0.24077452,0.81125802,-0.86004002,0.00609083,-0.00073970,0.01749013,-0.19318815,0.01653652,-0.01739984,0.24118734,-0.73049953
-2.51825913,1.24782837,-1.92401548,0.25969585,-0.31370471,0.15224013,-0.38275464,0.23154872,-0.22934086,0.85468065,-0.83973640,0.00672925,-0.00072892,0.01950218,-0.18254171,0.01785711,-0.01595343,0.25426128,-0.72312595
-2.51225613,1.32292486,-1.87116886,0.27724439,-0.29173139,0.15985670,-0.36936698,0.25219756,-0.21823152,0.90463902,-0.82182773,0.00744663,-0.00073095,0.02189465,-0.17228876,0.01932763,-0.01455240,0.26972010,-0.71693112
-2.50625313,1.40762780,-1.82368162,0.29581499,-0.27051707,0.16846733,-0.35687199,0.27503151,-0.20762308,0.96105169,-0.80672734,0.00824389,-0.00074806,0.02466570,-0.16267161,0.02094595,-0.01321103,0.28757678,-0.71227371
-2.50025013,1.50175366,-1.78260876,0.31539453,-0.25033913,0.17805655,-0.34553819,0.29993872,-0.19767372,1.02374942,-0.79474843,0.00912059,-0.00078289,0.02781374,-0.15391315,0.02270738,-0.01194170,0.30781190,-0.70943433
-2.49424712,1.60500066,-1.74876893,0.33596363,-0.23143639,0.18860012,-0.33559028,0.32676570,-0.18851909,1.09247645,-0.78609534,0.01007491,-0.00083836,0.03133682,-0.14621204,0.02460456,-0.01075476,0.33037214,-0.70860640
-2.48824412,1.71695039,-1.72272729,0.35749592,-0.21400621,0.20006488,-0.32720434,0.35531950,-0.18026924,1.16689407,-0.78085926,0.01110348,-0.00091770,0.03523203,-0.13973860,0.02662751,-0.00965836,0.35516958,-0.70989120
-2.48224112,1.83707213,-1.70478843,0.37995727,-0.19820316,0.21240877,-0.32050500,0.38537135,-0.17300653,1.24658612,-0.77901823,0.01220142,-0.00102442,0.03949500,-0.13463164,0.02876369,-0.00865845,0.38208191,-0.71329694
-2.47623812,1.96472983,-1.69499887,0.40330481,-0.18413929,0.22558105,-0.31556450,0.41666144,-0.16678457,1.33106641,-0.78044135,0.01336230,-0.00116223,0.04411936,-0.13099608,0.03099816,-0.00775880,0.41095360,-0.71874182
-2.47023512,2.09919123,-1.69315851,0.42748591,-0.17188560,0.23952281,-0.31240347,0.44890496,-0.16162827,1.41978744,-0.78489681,0.01457818,-0.00133506,0.04909634,-0.12890138,0.03331376,-0.00696111,0.44159787,-0.72606073
-2.46423212,2.23963891,-1.69883986,0.45243699,-0.16147479,0.25416754,-0.31099334,0.48179899,-0.15753469,1.51215031,-0.79206321,0.01583973,-0.00154690,0.05441432,-0.12838079,0.03569136,-0.00626511,0.47379952,-0.73501500
-2.45822911,2.38518268,-1.71141353,0.47808239,-0.15290467,0.26944199,-0.31126006,0.51503010,-0.15447481,1.60751520,-0.80154351,0.01713633,-0.00180179,0.06005856,-0.12943138,0.03811017,-0.00566878,0.50731850,-0.74530452
-2.45222611,2.53487278,-1.73007871,0.50433324,-0.14614229,0.28526697,-0.31308884,0.54828230,-0.15239591,1.70521211,-0.81288096,0.01845623,-0.00210365,0.06601090,-0.13201462,0.04054806,-0.00516852,0.54189400,-0.75658172
-2.44622311,2.68771345,-1.75389664,0.53108633,-0.14112832,0.30155832,-0.31632967,0.58124513,-0.15122446,1.80455143,-0.82557619,0.01978680,-0.00245621,0.07224956,-0.13605781,0.04298194,-0.00475938,0.57724903,-0.76846630
-2.44022011,2.84267628,-1.78182578,0.55822325,-0.13778151,0.31822783,-0.32080332,0.61362142,-0.15086947,1.90483387,-0.83910465,0.02111470,-0.00286277,0.07874895,-0.14145595,0.04538811,-0.00443531,0.61309522,-0.78056021
-2.43421711,2.99871289,-1.81275702,0.58560962,-0.13600305,0.33518403,-0.32630749,0.64513443,-0.15122593,2.00535966,-0.85293392,0.02242619,-0.00332613,0.08547958,-0.14807427,0.04774270,-0.00418935,0.64913775,-0.79246208
-2.42821411,3.15476653,-1.84554763,0.61309474,-0.13568063,0.35233297,-0.33262303,0.67553419,-0.15217843,2.10543644,-0.86653994,0.02370737,-0.00384833,0.09240795,-0.15575126,0.05002199,-0.00401389,0.68508003,-0.80378045
-2.42221111,3.30978232,-1.87905294,0.64051152,-0.13669207,0.36957874,-0.33951982,0.70460254,-0.15360471,2.20438608,-0.87942191,0.02494445,-0.00443054,0.09949655,-0.16430221,0.05220280,-0.00390086,0.72062829,-0.81414531
-2.41620810,3.46271603,-1.91215491,0.66767692,-0.13890846,0.38682386,-0.34676241,0.73215683,-0.15537908,2.30154998,-0.89111529,0.02612401,-0.00507281,0.10670385,-0.17352322,0.05426285,-0.00384191,0.75549559,-0.82321767
-2.41020510,3.61254118,-1.94378698,0.69439290,-0.14219687,0.40396943,-0.35411509,0.75805205,-0.15737558,2.39629322,-0.90120270,0.02723327,-0.00577393,0.11398442,-0.18319561,0.05618103,-0.00382864,0.78940536,-0.83069689
-2.40420210,3.75825479,-1.97295494,0.72044794,-0.14642248,0.42091515,-0.36134654,0.78218135,-0.15947091,2.48800737,-0.90932245,0.02826028,-0.00653127,0.12128905,-0.19309067,0.05793770,-0.00385270,0.82209433,-0.83632570
-2.39819910,3.89888181,-1.99875385,0.74561923,-0.15145031,0.43755913,-0.36823388,0.80447493,-0.16154701,2.57611244,-0.91517476,0.02919420,-0.00734067,0.12856503,-0.20297471,0.05951491,-0.00390599,0.85331480,-0.83989302
-2.39219610,4.03347864,-2.02038095,0.76967550,-0.15714663,0.45379765,-0.37456624,0.82489745,-0.16349332,2.66005796,-0.91852565,0.03002538,-0.00819637,0.13575647,-0.21261422,0.06089665,-0.00398075,0.88283634,-0.84123484
-2.38619310,4.16113603,-2.03714499,0.79238055,-0.16337997,0.46952488,-0.38014784,0.84344399,-0.16520869,2.73932354,-0.91920860,0.03074558,-0.00909093,0.14280486,-0.22178119,0.06206897,-0.00406967,0.91044689,-0.84023332
-2.38019010,4.28098191,-2.04847224,0.81349733,-0.17002209,0.48463267,-0.38480059,0.86013497,-0.16660286,2.81341929,-0.91712425,0.03134804,-0.01001534,0.14964960,-0.23025824,0.06302014,-0.00416599,0.93595340,-0.83681463
-2.37418709,4.39218439,-2.05390973,0.83279266,-0.17694873,0.49901051,-0.38836636,0.87501025,-0.16759771,2.88188610,-0.91223831,0.03182758,-0.01095905,0.15622886,-0.23784363,0.06374079,-0.00426359,0.95918210,-0.83094576
-2.36818409,4.49395544,-2.05312590,0.85004237,-0.18404044,0.51254569,-0.39070881,0.88812267,-0.16812813,2.94429628,-0.90457787,0.03218066,-0.01191018,0.16248046,-0.24435585,0.06422398,-0.00435705,0.97997866,-0.82263079
-2.36218109,4.58555552,-2.04590930,0.86503675,-0.19118334,0.52512388,-0.39171496,0.89953150,-0.16814246,3.00025455,-0.89422652,0.03240536,-0.01285576,0.16834299,-0.24963776,0.06446530,-0.00444167,0.99820811,-0.81190694
-2.35617809,4.66629927,-2.03216557,0.87758618,-0.19827004,0.53662998,-0.39129639,0.90929610,-0.16760285,3.04939960,-0.88131844,0.03250144,-0.01378199,0.17375698,-0.25355999,0.06446294,-0.00451356,1.01375492,-0.79884068
-2.35017509,4.73556247,-2.01191285,0.88752667,-0.20520058,0.54694952,-0.38939016,0.91747014,-0.16648509,3.09140621,-0.86603161,0.03247026,-0.01467464,0.17866627,-0.25602372,0.06421770,-0.00456960,1.02652319,-0.78352417
-2.34417209,4.79279017,-1.98527608,0.89472513,-0.21188349,0.55597038,-0.38595943,0.92409668,-0.16477833,3.12598798,-0.84858067,0.03231480,-0.01551946,0.18301933,-0.25696246,0.06373307,-0.00460751,1.03643701,-0.76607213
-2.33816908,4.83750584,-1.95248007,0.89908415,-0.21823678,0.56358501,-0.38099360,0.92920439,-0.16248447,3.15290075,-0.82920929,0.03203950,-0.01630256,0.18677072,-0.25634300,0.06301520,-0.00462580,1.04344112,-0.74661930
-2.33216608,4.86932123,-1.91384169,0.90054610,-0.22418904,0.56969298,-0.37450825,0.93280501,-0.15961740,3.17194639,-0.80818249,0.03165029,-0.01701093,0.18988237,-0.25416539,0.06207293,-0.00462375,1.04750174,-0.72531834
-2.32616308,4.88794669,-1.86976095,0.89909626,-0.22968032,0.57420374,-0.36654452,0.93489235,-0.15620188,3.18297707,-0.78577909,0.03115436,-0.01763284,0.19232490,-0.25046199,0.06091765,-0.00460141,1.04860762,-0.70233826
-2.32016008,4.89320132,-1.82071138,0.89476488,-0.23466291,0.57703959,-0.35716808,0.93544266,-0.15227248,3.18589982,-0.76228430,0.03056012,-0.01815825,0.19407865,-0.24529559,0.05956329,-0.00455952,1.04677113,-0.67786311
-2.31415708,4.88502263,-1.76722948,0.88762809,-0.23910188,0.57813862,-0.34646772,0.93441644,-0.14787215,3.18068114,-0.73798286,0.02987701,-0.01857920,0.19513456,-0.23875674,0.05802613,-0.00449946,1.04202937,-0.65209087
-2.30815408,4.86347511,-1.70990358,0.87780741,-0.24297527,0.57745751,-0.33455339,0.93176159,-0.14305083,3.16735162,-0.71315274,0.02911531,-0.01889010,0.19549468,-0.23096039,0.05632459,-0.00442319,1.03444508,-0.62523237
-2.30215108,4.82875716,-1.64936205,0.86546799,-0.24627397,0.57497400,-0.32155382,0.92741765,-0.13786400,3.14601029,-0.68805954,0.02828597,-0.01908792,0.19517242,-0.22204199,0.05447900,-0.00433314,1.02410721,-0.59750996
-2.29614807,4.78120599,-1.58626126,0.85081559,-0.24900123,0.57068894,-0.30761377,0.92132087,-0.13237113,3.11682852,-0.66295192,0.02740034,-0.01917235,0.19419240,-0.21215306,0.05251129,-0.00423213,1.01113111,-0.56915592
-2.29014507,4.72129995,-1.52127341,0.83409228,-0.25117169,0.56462775,-0.29289089,0.91340991,-0.12663429,3.08005324,-0.63805785,0.02647002,-0.01914578,0.19258989,-0.20145670,0.05044457,-0.00412332,0.99565809,-0.54041047
-2.28414207,4.64965804,-1.45507447,0.81557109,-0.25281014,0.55684113,-0.27755238,0.90363177,-0.12071671,3.03600923,-0.61358220,0.02550651,-0.01901322,0.19040993,-0.19012290,0.04830282,-0.00401002,0.97785438,-0.51151925
-2.27813907,4.56703608,-1.38833268,0.79554981,-0.25394987,0.54740508,-0.26177136,0.89194763,-0.11468158,2.98510018,-0.58970522,0.02452106,-0.01878211,0.18770608,-0.17832396,0.04611033,-0.00389568,0.95790931,-0.48273034
-2.27213607,4.47431969,-1.32169774,0.77434401,-0.25463078,0.53642007,-0.24572330,0.87833826,-0.10859091,2.92780831,-0.56658244,0.02352434,-0.01846199,0.18453879,-0.16623021,0.04389133,-0.00378377,0.93603282,-0.45429080
-2.26613307,4.37251367,-1.25579122,0.75227970,-0.25489734,0.52400937,-0.22958239,0.86280879,-0.10250472,2.86469215,-0.54434554,0.02252628,-0.01806420,0.18097367,-0.15400602,0.04166946,-0.00367766,0.91245226,-0.42644291
-2.26013007,4.26272799,-1.19119816,0.72968574,-0.25479643,0.51031669,-0.21351814,0.84539240,-0.09648030,2.79638238,-0.52310434,0.02153584,-0.01760135,0.17707944,-0.14180635,0.03946733,-0.00358060,0.88740858,-0.39942010
-2.25412706,4.14616053,-1.12846047,0.70688623,-0.25437525,0.49550309,-0.19769220,0.82615293,-0.09057178,2.72357543,-0.50294979,0.02056084,-0.01708694,0.17292588,-0.12977387,0.03730608,-0.00349562,0.86115200,-0.37344290
-2.24812406,4.02407678,-1.06807193,0.68419330,-0.25367936,0.47974336,-0.18225557,0.80518612,-0.08482999,2.64702466,-0.48395764,0.01960782,-0.01653477,0.16858179,-0.11803664,0.03520502,-0.00342552,0.83393742,-0.34871497
-2.24212106,3.89778706,-1.01047515,0.66190022,-0.25275107,0.46322190,-0.16734623,0.78261943,-0.07930247,2.56752923,-0.46619284,0.01868201,-0.01595850,0.16411299,-0.10670647,0.03318125,-0.00337281,0.80601956,-0.32541938
-2.23611806,3.76862171,-0.95606048,0.64027527,-0.25162811,0.44612848,-0.15308734,0.75861060,-0.07403374,2.48592053,-0.44971415,0.01778725,-0.01537118,0.15958061,-0.09587794,0.03124949,-0.00333973,0.77764820,-0.30371548
-2.23011506,3.63790487,-0.90516671,0.61955638,-0.25034286,0.42865377,-0.13958591,0.73334471,-0.06906581,2.40304664,-0.43457911,0.01692605,-0.01478485,0.15503950,-0.08562800,0.02942182,-0.00332828,0.74906361,-0.28373637
-2.22411206,3.50692780,-0.85808357,0.59994676,-0.24892205,0.41098507,-0.12693214,0.70703026,-0.06443879,2.31975492,-0.42084870,0.01609965,-0.01421015,0.15053712,-0.07601613,0.02770769,-0.00334023,0.72049236,-0.26558709
-2.21810905,3.37692238,-0.81505575,0.58161146,-0.24738710,0.39330223,-0.11519926,0.67989419,-0.06019169,2.23687340,-0.40859186,0.01530817,-0.01365613,0.14611267,-0.06708508,0.02611386,-0.00337722,0.69214373,-0.24934378
-2.21210605,3.24903590,-0.77628827,0.56467511,-0.24575494,0.37577400,-0.10444394,0.65217617,-0.05636328,2.15519164,-0.39788944,0.01455073,-0.01313001,0.14179674,-0.05886193,0.02464452,-0.00344081,0.66420679,-0.23505370
-2.20610305,3.12430779,-0.74195279,0.54922071,-0.24403950,0.35855494,-0.09470716,0.62412250,-0.05299298,2.07544157,-0.38883739,0.01382570,-0.01263720,0.13761122,-0.05135963,0.02330148,-0.00353261,0.63684825,-0.22273619
-2.20010005,3.00364942,-0.71219466,0.53528957,-0.24225357,0.34178290,-0.08601554,0.59597980,-0.05012174,1.99827944,-0.38154919,0.01313087,-0.01218124,0.13356975,-0.04457866,0.02208440,-0.00365436,0.61021115,-0.21238455
-2.19409705,2.88782758,-0.68714023,0.52288231,-0.24041112,0.32557727,-0.07838302,0.56798883,-0.04779286,1.92426942,-0.37615728,0.01246369,-0.01176400,0.12967835,-0.03850899,0.02099108,-0.00380808,0.58441444,-0.20396868
-2.18809405,2.77745239,-0.66690405,0.51196092,-0.23852988,0.31003782,-0.07181271,0.54037866,-0.04605266,1.85386986,-0.37281342,0.01182149,-0.01138582,0.12593649,-0.03313208,0.02001778,-0.00399615,0.55955335,-0.19743843
-2.18209105,2.67297008,-0.65159566,0.50245177,-0.23663395,0.29524442,-0.06629896,0.51336147,-0.04495095,1.78742277,-0.37168794,0.01120166,-0.01104579,0.12233827,-0.02842284,0.01915964,-0.00422144,0.53570044,-0.19272750
-2.17608804,2.57466106,-0.64132554,0.49424951,-0.23475650,0.28125725,-0.06182947,0.48712807,-0.04454133,1.72514728,-0.37296794,0.01060186,-0.01074208,0.11887382,-0.02435166,0.01841096,-0.00448741,0.51290738,-0.18975766
-2.17008504,2.48264318,-0.63620983,0.48722171,-0.23294211,0.26811775,-0.05838728,0.46184440,-0.04488115,1.66713725,-0.37685429,0.01002012,-0.01047224,0.11553076,-0.02088623,0.01776562,-0.00479815,0.49120719,-0.18844313
-2.16408204,2.39688016,-0.63637361,0.48121413,-0.23124871,0.25584995,-0.05595272,0.43764894,-0.04603120,1.61336348,-0.38355757,0.00945500,-0.01023356,0.11229563,-0.01799322,0.01721737,-0.00515845,0.47061678,-0.18869501
-2.15807904,2.31719470,-0.64195236,0.47605644,-0.22974902,0.24446224,-0.05450506,0.41465116,-0.04805503,1.56368031,-0.39329302,0.00890558,-0.01002344,0.10915521,-0.01563978,0.01676009,-0.00557376,0.45113971,-0.19042537
