energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up
-5.78389195,3.55137432,0.17299296,3.32069602,0.00040773,0.02783408,0.02028171,0.12414470,0.13754727,0.00000000
-5.77788894,3.63107330,0.17875903,3.38123469,0.00041792,0.03154528,0.02134172,0.13558469,0.14179989,0.00000000
-5.77188594,3.73937147,0.18676148,3.46579934,0.00045064,0.03559403,0.02291995,0.14956863,0.14791869,0.00000000
-5.76588294,3.87820945,0.19712710,3.57615394,0.00050785,0.03997037,0.02505059,0.16619215,0.15599606,0.00000000
-5.75987994,4.04904234,0.20996133,3.71359541,0.00059227,0.04465784,0.02777194,0.18554294,0.16611048,0.00000000
-5.75387694,4.25277372,0.22534238,3.87889633,0.00070731,0.04963313,0.03112590,0.20769638,0.17832230,0.00000000
-5.74787394,4.48970436,0.24331605,4.07226178,0.00085718,0.05486580,0.03515718,0.23271156,0.19266998,0.00000000
-5.74187094,4.75949719,0.26389126,4.29330163,0.00104689,0.06031829,0.03991241,0.26062775,0.20916705,0.00000000
-5.73586793,5.06115962,0.28703669,4.54101889,0.00128224,0.06594614,0.04543905,0.29146154,0.22779973,0.00000000
-5.72986493,5.39304341,0.31267854,4.81381413,0.00156983,0.07169841,0.05178409,0.32520491,0.24852560,0.00000000
-5.72386193,5.75286221,0.34069953,5.10950583,0.00191700,0.07751841,0.05899261,0.36182408,0.27127302,0.00000000
-5.71785893,6.13772597,0.37093925,5.42536567,0.00233173,0.08334461,0.06710611,0.40125943,0.29594171,0.00000000
-5.71185593,6.54419125,0.40319594,5.75816787,0.00282259,0.08911182,0.07616078,0.44342630,0.32240421,0.00000000
-5.70585293,6.96832597,0.43722949,6.10425098,0.00339855,0.09475248,0.08618552,0.48821676,0.35050835,0.00000000
-5.69984992,7.40578681,0.47276584,6.45959061,0.00406882,0.10019822,0.09719993,0.53550212,0.38008046,0.00000000
-5.69384692,7.85190694,0.50950242,6.81988108,0.00484261,0.10538141,0.10921220,0.58513608,0.41092941,0.00000000
-5.68784392,8.30179205,0.54711465,7.18062401,0.00572890,0.11023682,0.12221700,0.63695831,0.44285115,0.00000000
-5.68184092,8.75042166,0.58526303,7.53722155,0.00673612,0.11470327,0.13619349,0.69079815,0.47563356,0.00000000
-5.67583792,9.19275331,0.62360087,7.88507210,0.00787184,0.11872520,0.15110336,0.74647837,0.50906152,0.00000000
-5.66983492,9.62382648,0.66178207,8.21966589,0.00914243,0.12225409,0.16688923,0.80381842,0.54292183,0.00000000
-5.66383192,10.03886369,0.69946884,8.53667827,0.01055275,0.12524971,0.18347331,0.86263731,0.57700787,0.00000000
-5.65782891,10.43336571,0.73633900,8.83205815,0.01210577,0.12768112,0.20075655,0.92275560,0.61112364,0.00000000
-5.65182591,10.80319854,0.77209260,9.10210929,0.01380228,0.12952741,0.21861825,0.98399663,0.64508726,0.00000000
-5.64582291,11.14466950,0.80645761,9.34356250,0.01564063,0.13077807,0.23691642,1.04618668,0.67873351,0.00000000
-5.63981991,11.45459073,0.83919448,9.55363660,0.01761648,0.13143313,0.25548874,1.10915426,0.71191547,0.00000000
-5.63381691,11.73032824,0.87009944,9.73008670,0.01972270,0.13150288,0.27415427,1.17272847,0.74450518,0.00000000
-5.62781391,11.96983558,0.89900645,9.87123861,0.02194926,0.13100732,0.29271605,1.23673662,0.77639339,0.00000000
-5.62181091,12.17167154,0.92578784,9.97600844,0.02428329,0.12997531,0.31096427,1.30100133,0.80748832,0.00000000
-5.61580790,12.33500188,0.95035365,10.04390731,0.02670919,0.12844348,0.32868035,1.36533725,0.83771368,0.00000000
-5.60980490,12.45958572,0.97264974,10.07503123,0.02920891,0.12645495,0.34564151,1.42954789,0.86700612,0.00000000
-5.60380190,12.54574772,0.99265498,10.07003702,0.03176220,0.12405787,0.36162585,1.49342255,0.89531209,0.00000000
-5.59779890,12.59433761,1.01037753,10.03010537,0.03434712,0.12130392,0.37641779,1.55673387,0.92258457,0.00000000
-5.59179590,12.60667927,1.02585054,9.95689272,0.03694047,0.11824677,0.38981362,1.61923606,0.94877972,0.00000000
-5.58579290,12.58451138,1.03912756,9.85247412,0.03951836,0.11494055,0.40162697,1.68066404,0.97385361,0.00000000
-5.57978989,12.52992254,1.05027767,9.71927914,0.04205681,0.11143851,0.41169398,1.74073363,0.99775941,0.00000000
-5.57378689,12.44528307,1.05938077,9.56002347,0.04453229,0.10779172,0.41987795,1.79914282,1.02044490,0.00000000
-5.56778389,12.33317631,1.06652307,9.37763858,0.04692233,0.10404801,0.42607325,1.85557406,1.04185066,0.00000000
-5.56178089,12.19633176,1.07179298,9.17520202,0.04920603,0.10025111,0.43020831,1.90969760,1.06190893,0.00000000
-5.55577789,12.03756206,1.07527758,8.95587049,0.05136448,0.09644001,0.43224765,1.96117558,1.08054314,0.00000000
-5.54977489,11.85970595,1.07705960,8.72281789,0.05338118,0.09264860,0.43219264,2.00966694,1.09766820,0.00000000
-5.54377189,11.66557840,1.07721521,8.47917982,0.05524227,0.08890546,0.43008124,2.05483276,1.11319147,0.00000000
-5.53776888,11.45792917,1.07581244,8.22800595,0.05693672,0.08523394,0.42598647,2.09634200,1.12701439,0.00000000
-5.53176588,11.23941040,1.07291037,7.97222112,0.05845637,0.08165239,0.42001389,2.13387740,1.13903475,0.00000000
-5.52576288,11.01255347,1.06855910,7.71459551,0.05979593,0.07817461,0.41229811,2.16714143,1.14914944,0.00000000
-5.51975988,10.77975489,1.06280039,7.45772384,0.06095283,0.07481038,0.40299857,2.19586220,1.15725767,0.00000000
-5.51375688,10.54327084,1.05566905,7.20401330,0.06192708,0.07156613,0.39229469,2.21979926,1.16326457,0.00000000
-5.50775388,10.30521931,1.04719497,6.95567916,0.06272106,0.06844564,0.38038080,2.23874917,1.16708500,0.00000000
-5.50175088,10.06758875,1.03740580,6.71474710,0.06333929,0.06545084,0.36746088,2.25255092,1.16864762,0.00000000
-5.49574787,9.83225168,1.02633010,6.48306079,0.06378821,0.06258253,0.35374351,2.26109118,1.16789892,0.00000000
-5.48974487,9.60098180,1.01400100,6.26229308,0.06407604,0.05984111,0.33943717,2.26430923,1.16480732,0.00000000
-5.48374187,9.37547267,1.00046005,6.05395932,0.06421257,0.05722732,0.32474604,2.26220173,1.15936704,0.00000000
-5.47773887,9.15735615,0.98576139,5.85943079,0.06420914,0.05474274,0.30986649,2.25482707,1.15160169,0.00000000
-5.47173587,8.94821901,0.96997577,5.67994708,0.06407857,0.05239038,0.29498443,2.24230937,1.14156750,0.00000000
-5.46573287,8.74961571,0.95319441,5.51662548,0.06383516,0.05017505,0.28027335,2.22484181,1.12935585,0.00000000
-5.45972986,8.56307612,0.93553248,5.37046672,0.06349476,0.04810367,0.26589333,2.20268927,1.11509526,0.00000000
-5.45372686,8.39010702,0.91713190,5.24235580,0.06307481,0.04618544,0.25199076,2.17618987,1.09895235,0.00000000
-5.44772386,8.23218634,0.89816337,5.13305770,0.06259435,0.04443191,0.23869882,2.14575534,1.08113196,0.00000000
-5.44172086,8.09075022,0.87882739,5.04320793,0.06207408,0.04285698,0.22613856,2.11186991,1.06187612,0.00000000
-5.43571786,7.96717276,0.85935417,4.97329841,0.06153626,0.04147672,0.21442042,2.07508744,1.04146188,0.00000000
-5.42971486,7.86273944,0.84000228,4.92365955,0.06100461,0.04030922,0.20364615,2.03602668,1.02019800,0.00000000
-5.42371186,7.77861533,0.82105614,4.89443999,0.06050404,0.03937424,0.19391083,1.99536456,0.99842046,0.00000000
-5.41770885,7.71581006,0.80282221,4.88558565,0.06006034,0.03869294,0.18530495,1.95382737,0.97648689,0.00000000
-5.41170585,7.67514152,0.78562412,4.89682014,0.05969972,0.03828746,0.17791635,1.91218001,0.95477012,0.00000000
-5.40570285,7.65720086,0.76979679,4.92762847,0.05944824,0.03818055,0.17183191,1.87121336,0.93365085,0.00000000
-5.39969985,7.66232127,0.75567984,4.97724633,0.05933125,0.03839514,0.16713890,1.83173014,0.91350991,0.00000000
-5.39369685,7.69055301,0.74361037,5.04465656,0.05937263,0.03895394,0.16392580,1.79452950,0.89472013,0.00000000
-5.38769385,7.74164687,0.73391552,5.12859456,0.05959408,0.03987906,0.16228264,1.76039089,0.87763822,0.00000000
-5.38169085,7.81504778,0.72690502,5.22756347,0.06001447,0.04119155,0.16230075,1.73005767,0.86259698,0.00000000
-5.37568784,7.90989972,0.72286390,5.33985956,0.06064905,0.04291108,0.16407181,1.70422085,0.84989789,0.00000000
-5.36968484,8.02506215,0.72204566,5.46360756,0.06150896,0.04505550,0.16768640,1.68350382,0.83980460,0.00000000
-5.36368184,8.15913765,0.72466601,5.59680486,0.06260062,0.04764048,0.17323176,1.66844815,0.83253726,0.00000000
-5.35767884,8.31050944,0.73089741,5.73737273,0.06392541,0.05067907,0.18078912,1.65950131,0.82826800,0.00000000
-5.35167584,8.47738660,0.74086427,5.88321235,0.06547941,0.05418128,0.19043038,1.65700644,0.82711755,0.00000000
-5.34567284,8.65785446,0.75463917,6.03226257,0.06725329,0.05815361,0.20221440,1.66119447,0.82915304,0.00000000
-5.33966983,8.84992676,0.77223973,6.18255638,0.06923242,0.06259853,0.21618294,1.67217890,0.83438702,0.00000000
-5.33366683,9.05159642,0.79362642,6.33227267,0.07139707,0.06751392,0.23235634,1.68995316,0.84277747,0.00000000
-5.32766383,9.26088126,0.81870107,6.47978018,0.07372275,0.07289249,0.25072921,1.71439055,0.85422888,0.00000000
-5.32166083,9.47586186,0.84730615,6.62367089,0.07618072,0.07872120,0.27126621,1.74524663,0.86859403,0.00000000
-5.31565783,9.69470873,0.87922476,6.76278065,0.07873856,0.08498058,0.29389814,1.78216383,0.88567662,0.00000000
-5.30965483,9.91569732,0.91418141,6.89619558,0.08136082,0.09164425,0.31851861,1.82467802,0.90523430,0.00000000
-5.30365183,10.13720995,0.95184359,7.02324393,0.08400976,0.09867842,0.34498144,1.87222668,0.92698223,0.00000000
-5.29764882,10.35772484,0.99182430,7.14347370,0.08664607,0.10604148,0.37309909,1.92415851,0.95059697,0.00000000
-5.29164582,10.57579382,1.03368554,7.25661764,0.08922964,0.11368391,0.40264219,1.97974401,0.97572074,0.00000000
-5.28564282,10.79001090,1.07694306,7.36254795,0.09172035,0.12154830,0.43334056,2.03818695,1.00196590,0.00000000
-5.27963982,10.99897504,1.12107247,7.46122380,0.09407876,0.12956972,0.46488562,2.09863651,1.02891991,0.00000000
-5.27363682,11.20125093,1.16551678,7.55263551,0.09626684,0.13767638,0.49693451,2.16019985,1.05615064,0.00000000
-5.26763382,11.39533221,1.20969553,7.63674926,0.09824868,0.14579069,0.52911575,2.22195531,1.08321223,0.00000000
-5.26163082,11.57961127,1.25301559,7.71345654,0.09999110,0.15383068,0.56103660,2.28296597,1.10965152,0.00000000
-5.25562781,11.75235997,1.29488349,7.78253209,0.10146426,0.16171179,0.59229178,2.34229377,1.13501515,0.00000000
-5.24962481,11.91172454,1.33471913,7.84360383,0.10264220,0.16934902,0.62247356,2.39901427,1.15885737,0.00000000
-5.24362181,12.05573744,1.37197081,7.89613723,0.10350340,0.17665933,0.65118287,2.45223198,1.18074852,0.00000000
-5.23761881,12.18234782,1.40613093,7.93943593,0.10403117,0.18356439,0.67804105,2.50109634,1.20028419,0.00000000
-5.23161581,12.28947063,1.43675213,7.97265932,0.10421413,0.18999333,0.70270195,2.54481837,1.21709478,0.00000000
-5.22561281,12.37505360,1.46346321,7.99485649,0.10404648,0.19588564,0.72486386,2.58268775,1.23085542,0.00000000
-5.21960980,12.43715965,1.48598420,8.00501524,0.10352832,0.20119388,0.74428084,2.61409017,1.24129589,0.00000000
-5.21360680,12.47406112,1.50413998,8.00212340,0.10266580,0.20588625,0.76077298,2.63852459,1.24821018,0.00000000
-5.20760380,12.48434129,1.51787167,7.98523927,0.10147127,0.20994870,0.77423523,2.65561996,1.25146542,0.00000000
-5.20160080,12.46699779,1.52724518,7.95356716,0.09996319,0.21338668,0.78464414,2.66515082,1.25100967,0.00000000
-5.19559780,12.42154196,1.53245640,7.90653340,0.09816609,0.21622617,0.79206245,2.66705113,1.24687824,0.00000000
-5.18959480,12.34808823,1.53383233,7.84385842,0.09611025,0.21851405,0.79664106,2.66142570,1.23919807,0.00000000
-5.18359180,12.24742770,1.53182803,7.76562047,0.09383135,0.22031766,0.79861822,2.64855838,1.22818991,0.00000000
-5.17758879,12.12108053,1.52701895,7.67230660,0.09136996,0.22172361,0.79831583,2.62891643,1.21416791,0.00000000
-5.17158579,11.97132297,1.52008876,7.56484776,0.08877088,0.22283566,0.79613294,2.60315042,1.19753656,0.00000000
-5.16558279,11.80118552,1.51181270,7.44463506,0.08608234,0.22377188,0.79253649,2.57208908,1.17878466,0.00000000
-5.15957979,11.61442052,1.50303696,7.31351558,0.08335514,0.22466101,0.78804946,2.53672889,1.15847652,0.00000000
-5.15357679,11.41543855,1.49465441,7.17376702,0.08064160,0.22563826,0.78323697,2.49821821,1.13724043,0.00000000
-5.14757379,11.20921474,1.48757759,7.02805146,0.07799448,0.22684059,0.77869043,2.45783599,1.11575466,0.00000000
-5.14157079,11.00116770,1.48270968,6.87934981,0.07546586,0.22840167,0.77501055,2.41696551,1.09473124,0.00000000
-5.13556778,10.79701472,1.48091450,6.73087918,0.07310585,0.23044670,0.77278949,2.37706364,1.07489814,0.00000000
-5.12956478,10.60260874,1.48298658,6.58599653,0.07096150,0.23308738,0.77259283,2.33962638,1.05698026,0.00000000
-5.12356178,10.42376283,1.48962245,6.44809244,0.06907551,0.23641712,0.77494204,2.30615185,1.04167977,0.00000000
-5.11755878,10.26606929,1.50139415,6.32047940,0.06748519,0.24050676,0.78029776,2.27810171,1.02965663,0.00000000
-5.11155578,10.13472016,1.51872614,6.20627931,0.06622139,0.24540099,0.78904478,2.25686242,1.02150961,0.00000000
-5.10555278,10.03433652,1.54187644,6.10831488,0.06530761,0.25111569,0.80147896,2.24370764,1.01775876,0.00000000
-5.09954977,9.96881318,1.57092287,6.02900930,0.06475925,0.25763617,0.81779656,2.23976305,1.01882964,0.00000000
-5.09354677,9.94118495,1.60575500,5.97029854,0.06458308,0.26491659,0.83808646,2.24597491,1.02503996,0.00000000
-5.08754377,9.95351983,1.64607222,5.93355948,0.06477689,0.27288051,0.86232535,2.26308349,1.03658906,0.00000000
-5.08154077,10.00684303,1.69138804,5.91955701,0.06532937,0.28142254,0.89037615,2.29160231,1.05355046,0.00000000
-5.07553777,10.10109483,1.74104065,5.92841188,0.06622029,0.29041109,0.92198965,2.33180397,1.07586786,0.00000000
-5.06953477,10.23512362,1.79420937,5.95959033,0.06742086,0.29969218,0.95680935,2.38371312,1.10335458,0.00000000
-5.06353177,10.40671416,1.84993639,6.01191593,0.06889442,0.30909391,0.99437925,2.44710676,1.13569656,0.00000000
-5.05752876,10.61264981,1.90715316,6.08360259,0.07059727,0.31843179,1.03415456,2.52152209,1.17245868,0.00000000
-5.05152576,10.84880629,1.96471033,6.17230738,0.07247985,0.32751432,1.07551469,2.60627153,1.21309437,0.00000000
-5.04552276,11.11027314,2.02141040,6.27520084,0.07448797,0.33614889,1.11777844,2.70046465,1.25695814,0.00000000
-5.03951976,11.39149869,2.07604168,6.38905188,0.07656432,0.34414760,1.16022080,2.80303649,1.30332074,0.00000000
-5.03351676,11.68645336,2.12741259,6.51032389,0.07865001,0.35133284,1.20209084,2.91278141,1.35138642,0.00000000
-5.02751376,11.98880578,2.17438499,6.63527863,0.08068619,0.35754237,1.24263041,3.02839182,1.40031203,0.00000000
-5.02151076,12.29210620,2.21590555,6.76008398,0.08261571,0.36263376,1.28109290,3.14850086,1.44922736,0.00000000
-5.01550775,12.58997151,2.25103410,6.88092200,0.08438471,0.36648805,1.31676177,3.27172810,1.49725627,0.00000000
-5.00950475,12.87626668,2.27896818,6.99409376,0.08594410,0.36901247,1.34896832,3.39672713,1.54353808,0.00000000
-5.00350175,13.14527755,2.29906308,7.09611768,0.08725093,0.37014223,1.37710818,3.52223425,1.58724875,0.00000000
-4.99749875,13.39187058,2.31084694,7.18381880,0.08826952,0.36984133,1.40065633,3.64711687,1.62762140,0.00000000
-4.99149575,13.61163563,2.31403064,7.25440641,0.08897237,0.36810243,1.41917996,3.77042070,1.66396553,0.00000000
-4.98549275,13.80100855,2.30851231,7.30553844,0.08934083,0.36494586,1.43234922,3.89141430,1.69568465,0.00000000
-4.97948974,13.95737062,2.29437664,7.33537127,0.08936544,0.36041790,1.43994529,4.00962978,1.72229180,0.00000000
-4.97348674,14.07912291,2.27188929,7.34259424,0.08904602,0.35458839,1.44186575,4.12489815,1.74342251,0.00000000
-4.96748374,14.16573365,2.24148658,7.32644860,0.08839140,0.34754786,1.43812704,4.23737799,1.75884481,0.00000000
-4.96148074,14.21775754,2.20376120,7.28673103,0.08741896,0.33940434,1.42886392,4.34757569,1.76846605,0.00000000
-4.95547774,14.23682628,2.15944428,7.22378242,0.08615382,0.33027998,1.41432589,4.45635593,1.77233608,0.00000000
-4.94947474,14.22560994,2.10938466,7.13846272,0.08462791,0.32030753,1.39487073,4.56494090,1.77064668,0.00000000
-4.94347174,14.18774956,2.05452578,7.03211303,0.08287874,0.30962695,1.37095514,4.67489694,1.76372707,0.00000000
-4.93746873,14.12776158,1.99588094,6.90650646,0.08094809,0.29838213,1.34312277,4.78810769,1.75203537,0.00000000
-4.93146573,14.05091556,1.93450764,6.76378910,0.07888066,0.28671777,1.31198994,4.90673301,1.73614629,0.00000000
-4.92546273,13.96308723,1.87148141,6.60641311,0.07672256,0.27477661,1.27822928,5.03315358,1.71673493,0.00000000
-4.91945973,13.87058962,1.80786994,6.43706357,0.07451995,0.26269686,1.24255183,5.16990157,1.69455737,0.00000000
-4.91345673,13.77998584,1.74470795,6.25858102,0.07231759,0.25060999,1.20568798,5.31957862,1.67042818,0.00000000
-4.90745373,13.69788813,1.68297331,6.07388191,0.07015763,0.23863878,1.16836782,5.48476261,1.64519571,0.00000000
-4.90145073,13.63074820,1.62356505,5.88587881,0.06807842,0.22689571,1.13130148,5.66790621,1.61971575,0.00000000
-4.89544772,13.58464519,1.56728360,5.69740250,0.06611358,0.21548159,1.09515997,5.87122999,1.59482436,0.00000000
-4.88944472,13.56507771,1.51481382,5.51112826,0.06429120,0.20448451,1.06055717,6.09661419,1.57131099,0.00000000
-4.88344172,13.57676717,1.46671121,5.32950808,0.06263328,0.19397902,1.02803356,6.34549336,1.54989251,0.00000000
-4.87743872,13.62347971,1.42339160,5.15471101,0.06115537,0.18402563,0.99804214,6.61875843,1.53118951,0.00000000
-4.87143572,13.70787382,1.38512480,4.98857330,0.05986644,0.17467054,0.97093714,6.91667085,1.51570545,0.00000000
-4.86543272,13.83138033,1.35203229,4.83255990,0.05876898,0.16594567,0.94696585,7.23879336,1.50380978,0.00000000
-4.85942971,13.99412056,1.32408917,4.68773856,0.05785927,0.15786900,0.92626387,7.58394134,1.49572558,0.00000000
-4.85342671,14.19486729,1.30113041,4.55476741,0.05712787,0.15044517,0.90885400,7.95015808,1.49152242,0.00000000
-4.84742371,14.43105133,1.28286135,4.43389635,0.05656024,0.14366642,0.89464884,8.33471657,1.49111471,0.00000000
-4.84142071,14.69881522,1.26887207,4.32498220,0.05613759,0.13751380,0.88345701,8.73414891,1.49426568,0.00000000
-4.83541771,14.99311302,1.25865541,4.22751690,0.05583768,0.13195868,0.87499275,9.14430366,1.50059698,0.00000000
-4.82941471,15.30785341,1.25162799,4.14066774,0.05563588,0.12696450,0.86888858,9.56042978,1.50960346,0.00000000
-4.82341171,15.63608129,1.24715358,4.06332772,0.05550618,0.12248875,0.86471056,9.97728465,1.52067255,0.00000000
-4.81740870,15.97019103,1.24456803,3.99417410,0.05542215,0.11848512,0.86197546,10.38926258,1.53310750,0.00000000
-4.81140570,16.30216307,1.24320478,3.93173257,0.05535803,0.11490567,0.86016932,10.79053885,1.54615351,0.00000000
-4.80540270,16.62381447,1.24242006,3.87444420,0.05528960,0.11170314,0.85876653,11.17522383,1.55902562,0.00000000
-4.79939970,16.92705304,1.24161674,3.82073247,0.05519504,0.10883304,0.85724875,11.53752109,1.57093717,0.00000000
-4.79339670,17.20412476,1.24026585,3.76906739,0.05505565,0.10625577,0.85512297,11.87188302,1.58112779,0.00000000
-4.78739370,17.44784443,1.23792492,3.71802403,0.05485635,0.10393831,0.85193781,12.17315799,1.58888961,0.00000000
-4.78139070,17.65180042,1.23425234,3.66633316,0.05458611,0.10185574,0.84729775,12.43672314,1.59359072,0.00000000
-4.77538769,17.81052572,1.22901719,3.61292200,0.05423812,0.09999230,0.84087455,12.65859796,1.59469499,0.00000000
-4.76938469,17.91962943,1.22210410,3.55694367,0.05380976,0.09834205,0.83241558,12.83553476,1.59177761,0.00000000
-4.76338169,17.97588460,1.21351298,3.49779456,0.05330249,0.09690903,0.82174885,12.96508317,1.58453569,0.00000000
-4.75737869,17.97727104,1.20335372,3.43511936,0.05272138,0.09570691,0.80878467,13.04562746,1.57279390,0.00000000
-4.75137569,17.92297335,1.19183623,3.36880438,0.05207467,0.09475828,0.79351402,13.07639647,1.55650496,0.00000000
-4.74537269,17.81333712,1.17925619,3.29895999,0.05137310,0.09409327,0.77600396,13.05744754,1.53574532,0.00000000
-4.73936968,17.64978790,1.16597741,3.22589385,0.05062918,0.09374800,0.75639030,12.98962676,1.51070646,0.00000000
-4.73336668,17.43471898,1.15241166,3.15007680,0.04985638,0.09376249,0.73486822,12.87450894,1.48168232,0.00000000
-4.72736368,17.17135542,1.13899687,3.07210373,0.04906832,0.09417843,0.71168123,12.71432134,1.44905374,0.00000000
-4.72136068,16.86360223,1.12617487,2.99265166,0.04827803,0.09503676,0.68710908,12.51185581,1.41327071,0.00000000
-4.71535768,16.51588469,1.11436966,2.91243740,0.04749718,0.09637516,0.66145537,12.27037368,1.37483326,0.00000000
-4.70935468,16.13298880,1.10396720,2.83217716,0.04673549,0.09822565,0.63503520,11.99350830,1.33427197,0.00000000
-4.70335168,15.71990873,1.09529771,2.75254978,0.04600026,0.10061231,0.60816365,11.68516895,1.29212887,0.00000000
-4.69734867,15.28170733,1.08862100,2.67416553,0.04529597,0.10354927,0.58114526,11.34944984,1.24893952,0.00000000
-4.69134567,14.82339420,1.08411569,2.59754135,0.04462417,0.10703910,0.55426509,10.99054693,1.20521689,0.00000000
-4.68534267,14.34982463,1.08187245,2.52308359,0.04398342,0.11107154,0.52778150,10.61268435,1.16143763,0.00000000
-4.67933967,13.86562076,1.08189144,2.45107824,0.04336946,0.11562285,0.50192075,10.22005154,1.11803102,0.00000000
-4.67333667,13.37511528,1.08408405,2.38168872,0.04277550,0.12065559,0.47687356,9.81675134,1.07537081,0.00000000
-4.66733367,12.88231620,1.08827846,2.31496056,0.04219266,0.12611899,0.45279352,9.40675834,1.03377008,0.00000000
-4.66133067,12.39089052,1.09422868,2.25083203,0.04161045,0.13194987,0.42979714,8.99388652,0.99347905,0.00000000
-4.65532766,11.90416343,1.10162661,2.18914980,0.04101741,0.13807400,0.40796544,8.58176444,0.95468548,0.00000000
-4.64932466,11.42512940,1.11011621,2.12968800,0.04040172,0.14440803,0.38734676,8.17381625,0.91751764,0.00000000
-4.64332166,10.95647105,1.11930922,2.07216957,0.03975182,0.15086160,0.36796056,7.77324645,0.88204919,0.00000000
