energy_ev,total_up,Al_p_up,Al_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-6.00000000,0.91251549,0.16169364,0.00000000,0.39603814,0.23172102,0.45173684,0.00000000
-5.99399700,0.92537586,0.16398858,0.00000000,0.40018093,0.23499003,0.46000278,0.00000000
-5.98799400,0.94163413,0.16583975,0.00000000,0.40508115,0.23997698,0.46942640,0.00000000
-5.98199100,0.96155634,0.16730857,0.00000000,0.41079918,0.24679181,0.48014975,0.00000000
-5.97598799,0.98546542,0.16848030,0.00000000,0.41742972,0.25556891,0.49232854,0.00000000
-5.96998499,1.01372546,0.16946112,0.00000000,0.42509657,0.26646074,0.50612559,0.00000000
-5.96398199,1.04672115,0.17037425,0.00000000,0.43394515,0.27962941,0.52170264,0.00000000
-5.95797899,1.08483287,0.17135516,0.00000000,0.44413293,0.29523658,0.53921069,0.00000000
-5.95197599,1.12840842,0.17254606,0.00000000,0.45581824,0.31343191,0.55877908,0.00000000
-5.94597299,1.17773255,0.17408986,0.00000000,0.46914795,0.33434058,0.58050403,0.00000000
-5.93996998,1.23299567,0.17612381,0.00000000,0.48424461,0.35805036,0.60443694,0.00000000
-5.93396698,1.29426333,0.17877311,0.00000000,0.50119362,0.38459884,0.63057318,0.00000000
-5.92796398,1.36144801,0.18214462,0.00000000,0.52003116,0.41396146,0.65884209,0.00000000
-5.92196098,1.43428497,0.18632121,0.00000000,0.54073353,0.44604099,0.68909865,0.00000000
-5.91595798,1.51231363,0.19135667,0.00000000,0.56320853,0.48065907,0.72111760,0.00000000
-5.90995498,1.59486590,0.19727165,0.00000000,0.58728945,0.51755044,0.75459043,0.00000000
-5.90395198,1.68106265,0.20405077,0.00000000,0.61273215,0.55636037,0.78912574,0.00000000
-5.89794897,1.76981909,0.21164105,0.00000000,0.63921553,0.59664565,0.82425319,0.00000000
-5.89194597,1.85985955,0.21995179,0.00000000,0.66634570,0.63787949,0.85943111,0.00000000
-5.88594297,1.94974161,0.22885591,0.00000000,0.69366368,0.67946030,0.89405780,0.00000000
-5.87993997,2.03788918,0.23819288,0.00000000,0.72065671,0.72072438,0.92748615,0.00000000
-5.87393697,2.12263358,0.24777305,0.00000000,0.74677262,0.76096219,0.95904124,0.00000000
-5.86793397,2.20226138,0.25738321,0.00000000,0.77143701,0.79943770,0.98804015,0.00000000
-5.86193097,2.27506711,0.26679347,0.00000000,0.79407239,0.83541022,1.01381349,0.00000000
-5.85592796,2.33940901,0.27576480,0.00000000,0.81411870,0.86815792,1.03572747,0.00000000
-5.84992496,2.39376546,0.28405733,0.00000000,0.83105428,0.89700210,1.05320595,0.00000000
-5.84392196,2.43678984,0.29143886,0.00000000,0.84441647,0.92133121,1.06575126,0.00000000
-5.83791896,2.46736145,0.29769332,0.00000000,0.85382101,0.94062367,1.07296309,0.00000000
-5.83191596,2.48463036,0.30262887,0.00000000,0.85897933,0.95446843,1.07455455,0.00000000
-5.82591296,2.48805423,0.30608519,0.00000000,0.85971308,0.96258250,1.07036476,0.00000000
-5.81990995,2.47742548,0.30793986,0.00000000,0.85596527,0.96482442,1.06036738,0.00000000
-5.81390695,2.45288776,0.30811334,0.00000000,0.84780748,0.96120341,1.04467483,0.00000000
-5.80790395,2.41494084,0.30657254,0.00000000,0.83544300,0.95188339,1.02353792,0.00000000
-5.80190095,2.36443395,0.30333272,0.00000000,0.81920559,0.93718208,0.99734104,0.00000000
-5.79589795,2.30254764,0.29845769,0.00000000,0.79955405,0.91756478,0.96659306,0.00000000
-5.78989495,2.23076507,0.29205836,0.00000000,0.77706273,0.89363345,0.93191444,0.00000000
-5.78389195,2.15083390,0.28428959,0.00000000,0.75240838,0.86611123,0.89402098,0.00000000
-5.77788894,2.06472014,0.27534557,0.00000000,0.72635371,0.83582308,0.85370492,0.00000000
-5.77188594,1.97455576,0.26545400,0.00000000,0.69972837,0.80367333,0.81181414,0.00000000
-5.76588294,1.88258201,0.25486902,0.00000000,0.67340774,0.77062080,0.76923019,0.00000000
-5.75987994,1.79109007,0.24386355,0.00000000,0.64829038,0.73765238,0.72684578,0.00000000
-5.75387694,1.70236126,0.23272099,0.00000000,0.62527448,0.70575596,0.68554267,0.00000000
-5.74787394,1.61860814,0.22172676,0.00000000,0.60523423,0.67589347,0.64617033,0.00000000
-5.74187094,1.54191836,0.21115990,0.00000000,0.58899642,0.64897468,0.60952605,0.00000000
-5.73586793,1.47420249,0.20128499,0.00000000,0.57731782,0.62583267,0.57633698,0.00000000
-5.72986493,1.41714686,0.19234462,0.00000000,0.57086405,0.60720132,0.54724423,0.00000000
-5.72386193,1.37217248,0.18455270,0.00000000,0.57018995,0.59369547,0.52278948,0.00000000
-5.71785893,1.34040062,0.17808858,0.00000000,0.57572235,0.58579408,0.50340417,0.00000000
-5.71185593,1.32262567,0.17309235,0.00000000,0.58774521,0.58382680,0.48940128,0.00000000
-5.70585293,1.31929548,0.16966127,0.00000000,0.60638776,0.58796414,0.48096981,0.00000000
-5.69984992,1.33049977,0.16784734,0.00000000,0.63161590,0.59821160,0.47817187,0.00000000
-5.69384692,1.35596647,0.16765628,0.00000000,0.66322724,0.61440771,0.48094241,0.00000000
-5.68784392,1.39506633,0.16904765,0.00000000,0.70085001,0.63622632,0.48909146,0.00000000
-5.68184092,1.44682570,0.17193627,0.00000000,0.74394629,0.66318306,0.50230884,0.00000000
-5.67583792,1.50994748,0.17619483,0.00000000,0.79181955,0.69464591,0.52017133,0.00000000
-5.66983492,1.58284006,0.18165762,0.00000000,0.84362677,0.72984999,0.54215208,0.00000000
-5.66383192,1.66365382,0.18812534,0.00000000,0.89839506,0.76791605,0.56763232,0.00000000
-5.65782891,1.75032475,0.19537080,0.00000000,0.95504259,0.80787263,0.59591508,0.00000000
-5.65182591,1.84062442,0.20314542,0.00000000,1.01240353,0.84868127,0.62624082,0.00000000
-5.64582291,1.93221524,0.21118637,0.00000000,1.06925651,0.88926419,0.65780472,0.00000000
-5.63981991,2.02270975,0.21922412,0.00000000,1.12435574,0.92853381,0.68977528,0.00000000
-5.63381691,2.10973248,0.22699020,0.00000000,1.17646415,0.96542309,0.72131386,0.00000000
-5.62781391,2.19098258,0.23422499,0.00000000,1.22438721,0.99891595,0.75159475,0.00000000
-5.62181091,2.26429544,0.24068523,0.00000000,1.26700659,1.02807657,0.77982513,0.00000000
-5.61580790,2.32770112,0.24615104,0.00000000,1.30331221,1.05207670,0.80526457,0.00000000
-5.60980490,2.37947787,0.25043228,0.00000000,1.33243165,1.07021983,0.82724328,0.00000000
-5.60380190,2.41819862,0.25337390,0.00000000,1.35365567,1.08196150,0.84517862,0.00000000
-5.59779890,2.44276895,0.25486024,0.00000000,1.36645887,1.08692477,0.85858935,0.00000000
-5.59179590,2.45245508,0.25481810,0.00000000,1.37051472,1.08491048,0.86710708,0.00000000
-5.58579290,2.44690083,0.25321837,0.00000000,1.36570424,1.07590170,0.87048453,0.00000000
-5.57978989,2.42613315,0.25007643,0.00000000,1.35211814,1.06006244,0.86860033,0.00000000
-5.57378689,2.39055590,0.24545108,0.00000000,1.33005235,1.03773070,0.86146019,0.00000000
-5.56778389,2.34093255,0.23944223,0.00000000,1.29999717,1.00940612,0.84919440,0.00000000
-5.56178089,2.27835841,0.23218745,0.00000000,1.26262064,0.97573299,0.83205182,0.00000000
-5.55577789,2.20422383,0.22385754,0.00000000,1.21874688,0.93747930,0.81039058,0.00000000
-5.54977489,2.12016985,0.21465130,0.00000000,1.16933034,0.89551281,0.78466593,0.00000000
-5.54377189,2.02803827,0.20478979,0.00000000,1.11542723,0.85077508,0.75541565,0.00000000
-5.53776888,1.92981799,0.19451028,0.00000000,1.05816502,0.80425456,0.72324363,0.00000000
-5.53176588,1.82758969,0.18406013,0.00000000,0.99871156,0.75695970,0.68880222,0.00000000
-5.52576288,1.72347084,0.17369079,0.00000000,0.93824464,0.70989303,0.65277396,0.00000000
-5.51975988,1.61956271,0.16365222,0.00000000,0.87792323,0.66402692,0.61585336,0.00000000
-5.51375688,1.51790104,0.15418773,0.00000000,0.81886111,0.62028181,0.57872918,0.00000000
-5.50775388,1.42041147,0.14552948,0.00000000,0.76210379,0.57950720,0.54206791,0.00000000
-5.50175088,1.32887093,0.13789466,0.00000000,0.70860891,0.54246584,0.50649870,0.00000000
-5.49574787,1.24487526,0.13148244,0.00000000,0.65923073,0.50982117,0.47260021,0.00000000
-5.48974487,1.16981373,0.12647155,0.00000000,0.61470855,0.48212800,0.44088963,0.00000000
-5.48374187,1.10485024,0.12301864,0.00000000,0.57565922,0.45982629,0.41181396,0.00000000
-5.47773887,1.05091115,0.12125724,0.00000000,0.54257331,0.44323779,0.38574373,0.00000000
-5.47173587,1.00867932,0.12129719,0.00000000,0.51581474,0.43256538,0.36296905,0.00000000
