energy_ev,total_up,Cd_p_up,Cd_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.69384692,3.39388759,0.33531000,0.27554723,0.75104433,2.20153862,0.02120644,0.06155119,0.03539198,0.98667847
-5.68784392,3.40939090,0.33315919,0.27583589,0.75030069,2.22223183,0.02145563,0.06077003,0.03488794,0.98815039
-5.68184092,3.41046009,0.32898457,0.27483243,0.74562406,2.23448001,0.02164765,0.05962473,0.03424638,0.98502461
-5.67583792,3.39757094,0.32288456,0.27260612,0.73717782,2.23840153,0.02179073,0.05813964,0.03348986,0.97746043
-5.66983492,3.37144291,0.31499661,0.26925350,0.72521003,2.23423854,0.02189560,0.05634559,0.03264354,0.96569808
-5.66383192,3.33302598,0.30549305,0.26489610,0.71004850,2.22235504,0.02197530,0.05427897,0.03173452,0.95005419
-5.65782891,3.28348297,0.29457603,0.25967762,0.69209351,2.20323317,0.02204495,0.05198063,0.03079124,0.93091560
-5.65182591,3.22416781,0.28247162,0.25376054,0.67180881,2.17746773,0.02212147,0.04949467,0.02984277,0.90873152
-5.64582291,3.15659996,0.26942333,0.24732229,0.64971089,2.14575853,0.02222317,0.04686719,0.02891825,0.88400437
-5.63981991,3.08243540,0.25568531,0.24055112,0.62635697,2.10890057,0.02236946,0.04414503,0.02804623,0.85727931
-5.63381691,3.00343469,0.24151553,0.23364177,0.60233204,2.06777188,0.02258038,0.04137455,0.02725419,0.82913289
-5.62781391,2.92142855,0.22716911,0.22679106,0.57823542,2.02331893,0.02287616,0.03860043,0.02656800,0.80016081
-5.62181091,2.83828156,0.21289212,0.22019349,0.55466715,1.97653970,0.02327678,0.03586469,0.02601152,0.77096532
-5.61580790,2.75585459,0.19891596,0.21403704,0.53221465,1.92846464,0.02380147,0.03320577,0.02560626,0.74214239
-5.60980490,2.67596685,0.18545263,0.20849914,0.51144000,1.88013570,0.02446823,0.03065780,0.02537106,0.71426905
-5.60380190,2.60035808,0.17269075,0.20374293,0.49286826,1.83258397,0.02529331,0.02825009,0.02532184,0.68789111
-5.59779890,2.53065211,0.16079274,0.19991398,0.47697693,1.78680655,0.02629074,0.02600671,0.02547144,0.66351177
-5.59179590,2.46832241,0.14989288,0.19713727,0.46418700,1.74374331,0.02747183,0.02394638,0.02582941,0.64158119
-5.58579290,2.41466074,0.14009648,0.19551484,0.45485562,1.70425424,0.02884471,0.02208245,0.02640190,0.62248752
-5.57978989,2.37074980,0.13147988,0.19512372,0.44927054,1.66909843,0.03041388,0.02042306,0.02719156,0.60654950
-5.57378689,2.33744072,0.12409149,0.19601450,0.44764649,1.63891534,0.03217983,0.01897150,0.02819746,0.59401093
-5.56778389,2.31533626,0.11795345,0.19821045,0.45012331,1.61420924,0.03413874,0.01772662,0.02941505,0.58503718
-5.56178089,2.30478035,0.11306402,0.20170713,0.45676594,1.59533751,0.03628219,0.01668342,0.03083609,0.57971376
-5.55577789,2.30585442,0.10940047,0.20647258,0.46756617,1.58250339,0.03859705,0.01583364,0.03244875,0.57804713
-5.54977489,2.31838090,0.10692232,0.21244817,0.48244589,1.57575351,0.04106544,0.01516648,0.03423761,0.57996763
-5.54377189,2.34193383,0.10557485,0.21954989,0.50126183,1.57498051,0.04366485,0.01466934,0.03618384,0.58533436
-5.53776888,2.37585644,0.10529267,0.22767030,0.52381143,1.57993063,0.04636836,0.01432849,0.03826541,0.59394202
-5.53176588,2.41928513,0.10600328,0.23668104,0.54983974,1.59021610,0.04914506,0.01412984,0.04045740,0.60552924
-5.52576288,2.47117911,0.10763050,0.24643569,0.57904700,1.60533181,0.05196060,0.01405960,0.04273236,0.61978828
-5.51975988,2.53035480,0.11009754,0.25677328,0.61109665,1.62467566,0.05477787,0.01410488,0.04506086,0.63637556
-5.51375688,2.59552356,0.11332982,0.26752195,0.64562356,1.64757174,0.05755786,0.01425427,0.04741203,0.65492270
-5.50775388,2.66533159,0.11725727,0.27850302,0.68224217,1.67329545,0.06026053,0.01449826,0.04975423,0.67504774
-5.50175088,2.73840038,0.12181617,0.28953511,0.72055419,1.70109948,0.06284587,0.01482962,0.05205580,0.69636585
-5.49574787,2.81336622,0.12695036,0.30043831,0.76015594,1.73023962,0.06527490,0.01524359,0.05428583,0.71849946
-5.48974487,2.88891731,0.13261190,0.31103823,0.80064476,1.75999948,0.06751071,0.01573799,0.05641491,0.74108717
-5.48374187,2.96382713,0.13876110,0.32116971,0.84162464,1.78971299,0.06951947,0.01631318,0.05841589,0.76379134
-5.47773887,3.03698281,0.14536593,0.33068022,0.88271091,1.81878402,0.07127128,0.01697186,0.06026458,0.78630394
-5.47173587,3.10740758,0.15240089,0.33943268,0.92353384,1.84670234,0.07274098,0.01771874,0.06194036,0.80835069
-5.46573287,3.17427668,0.15984527,0.34730771,0.96374142,1.87305547,0.07390869,0.01856014,0.06342663,0.82969333
-5.45972986,3.23692631,0.16768112,0.35420515,1.00300114,1.89753607,0.07476027,0.01950333,0.06471115,0.85013013
-5.45372686,3.29485566,0.17589069,0.36004497,1.04100109,1.91994474,0.07528749,0.02055593,0.06578618,0.86949465
-5.44772386,3.34772231,0.18445378,0.36476734,1.07745051,1.94018840,0.07548803,0.02172514,0.06664849,0.88765313
-5.44172086,3.39533158,0.19334496,0.36833224,1.11207980,1.95827441,0.07536525,0.02301697,0.06729910,0.90450064
-5.43571786,3.43762077,0.20253084,0.37071828,1.14464053,1.97430091,0.07492781,0.02443539,0.06774296,0.91995643
-5.42971486,3.47463924,0.21196761,0.37192123,1.17490520,1.98844392,0.07418909,0.02598162,0.06798844,0.93395871
-5.42371186,3.50652569,0.22159888,0.37195207,1.20266729,2.00094189,0.07316651,0.02765337,0.06804664,0.94645940
-5.41770885,3.53348380,0.23135414,0.37083490,1.22774141,2.01207829,0.07188079,0.02944431,0.06793077,0.95741904
-5.41170585,3.55575755,0.24114781,0.36860478,1.24996385,2.02216326,0.07035510,0.03134354,0.06765531,0.96680224
-5.40570285,3.57360754,0.25087910,0.36530550,1.26919332,2.03151485,0.06861425,0.03333537,0.06723533,0.97457399
-5.39969985,3.58728926,0.26043264,0.36098772,1.28531207,2.04044069,0.06668396,0.03539925,0.06668575,0.98069693
-5.39369685,3.59703441,0.26968008,0.35570714,1.29822709,2.04922092,0.06459009,0.03750989,0.06602072,0.98512985
-5.38769385,3.60303583,0.27848243,0.34952318,1.30787145,2.05809282,0.06235810,0.03963767,0.06525308,0.98782732
-5.38169085,3.60543678,0.28669333,0.34249786,1.31420553,2.06723783,0.06001252,0.04174924,0.06439404,0.98874054
-5.37568784,3.60432460,0.29416288,0.33469509,1.31721800,2.07677145,0.05757657,0.04380839,0.06345288,0.98781929
-5.36968484,3.59972901,0.30074217,0.32618034,1.31692652,2.08673627,0.05507197,0.04577700,0.06243690,0.98501475
-5.36368184,3.59162476,0.30628807,0.31702042,1.31337785,2.09709846,0.05251873,0.04761626,0.06135150,0.98028312
-5.35767884,3.57993830,0.31066830,0.30728365,1.30664748,2.10774781,0.04993520,0.04928794,0.06020036,0.97358964
-5.35167584,3.56455803,0.31376628,0.29704005,1.29683865,2.11850133,0.04733808,0.05075566,0.05898575,0.96491283
-5.34567284,3.54534733,0.31548587,0.28636154,1.28408077,2.12911028,0.04474256,0.05198626,0.05770898,0.95424868
-5.33966983,3.52215977,0.31575546,0.27532227,1.26852723,2.13927032,0.04216247,0.05295099,0.05637079,0.94161441
-5.33366683,3.49485568,0.31453136,0.26399863,1.25035290,2.14863452,0.03961047,0.05362663,0.05497190,0.92705177
-5.32766383,3.46331923,0.31180027,0.25246930,1.22975114,2.15682867,0.03709822,0.05399644,0.05351343,0.91062941
-5.32166083,3.42747522,0.30758075,0.24081499,1.20693069,2.16346836,0.03463656,0.05405082,0.05199736,0.89244443
-5.31565783,3.38730491,0.30192346,0.22911800,1.18211249,2.16817712,0.03223565,0.05378774,0.05042687,0.87262276
-5.30965483,3.34286011,0.29491036,0.21746156,1.15552656,2.17060512,0.02990503,0.05321292,0.04880664,0.85131856
-5.30365183,3.29427497,0.28665263,0.20592901,1.12740911,2.17044739,0.02765373,0.05233968,0.04714303,0.82871238
-5.29764882,3.24177500,0.27728764,0.19460272,1.09799991,2.16746114,0.02549026,0.05118849,0.04544411,0.80500842
-5.29164582,3.18568293,0.26697494,0.18356301,1.06754003,2.16148130,0.02342262,0.04978631,0.04371968,0.78043080
-5.28564282,3.12642112,0.25589150,0.17288691,1.03626995,2.15243367,0.02145822,0.04816569,0.04198106,0.75521908
-5.27963982,3.06451046,0.24422642,0.16264688,1.00442809,2.14034515,0.01960384,0.04636361,0.04024090,0.72962317
-5.27363682,3.00056573,0.23217533,0.15290967,0.97224962,2.12535052,0.01786552,0.04442031,0.03851286,0.70389787
-5.26763382,2.93528746,0.21993470,0.14373512,0.93996562,2.10769550,0.01624849,0.04237795,0.03681121,0.67829724
-5.26163082,2.86945064,0.20769631,0.13517516,0.90780234,2.08773576,0.01475708,0.04027928,0.03515046,0.65306900
-5.25562781,2.80389046,0.19564211,0.12727294,0.87598069,2.06593196,0.01339459,0.03816636,0.03354492,0.62844920
-5.24962481,2.73948555,0.18393961,0.12006214,0.84471565,2.04284075,0.01216329,0.03607932,0.03200830,0.60465720
-5.24362181,2.67713910,0.17273804,0.11356644,0.81421565,2.01910197,0.01106427,0.03405531,0.03055328,0.58189135
-5.23761881,2.61775843,0.16216527,0.10779923,0.78468175,1.99542252,0.01009748,0.03212755,0.02919125,0.56032525
-5.23161581,2.56223347,0.15232567,0.10276348,0.75630664,1.97255712,0.00926165,0.03032463,0.02793191,0.54010483
-5.22561281,2.51141478,0.14329888,0.09845181,0.72927331,1.95128671,0.00855431,0.02866996,0.02678312,0.52134618
-5.21960980,2.46609158,0.13513947,0.09484672,0.70375346,1.93239516,0.00797180,0.02718145,0.02575072,0.50413424
-5.21360680,2.42697049,0.12787743,0.09192107,0.67990552,1.91664480,0.00750926,0.02587140,0.02483839,0.48852230
-5.20760380,2.39465546,0.12151945,0.08963857,0.65787246,1.90475174,0.00716074,0.02474657,0.02404767,0.47453218
-5.20160080,2.36962939,0.11605076,0.08795456,0.63777925,1.89736178,0.00691922,0.02380844,0.02337798,0.46215515
-5.19559780,2.35223825,0.11143760,0.08681684,0.61973017,1.89502753,0.00677669,0.02305358,0.02282665,0.45135344
-5.18959480,2.34267788,0.10762997,0.08616661,0.60380599,1.89818776,0.00672423,0.02247418,0.02238912,0.44206226
-5.18359180,2.34098424,0.10456466,0.08593957,0.59006119,1.90714963,0.00675217,0.02205865,0.02205903,0.43419222
-5.17758879,2.34702749,0.10216845,0.08606709,0.57852126,1.92207456,0.00685013,0.02179231,0.02182841,0.42763214
-5.17158579,2.36051024,0.10036119,0.08647747,0.56918038,1.94296832,0.00700724,0.02165808,0.02168791,0.42225205
-5.16558279,2.38097041,0.09905893,0.08709730,0.56199946,1.96967603,0.00721223,0.02163724,0.02162697,0.41790645
-5.15957979,2.40778883,0.09817678,0.08785278,0.55690491,2.00188230,0.00745363,0.02171012,0.02163406,0.41443765
-5.15357679,2.44020187,0.09763150,0.08867127,0.55378818,2.03911688,0.00771994,0.02185680,0.02169689,0.41167920
-5.14757379,2.47731875,0.09734390,0.08948259,0.55250624,2.08076595,0.00799982,0.02205778,0.02180265,0.40945937
-5.14157079,2.51814377,0.09724079,0.09022057,0.55288318,2.12608878,0.00828226,0.02229455,0.02193821,0.40760464
-5.13556778,2.56160260,0.09725669,0.09082433,0.55471303,2.17423963,0.00855681,0.02255015,0.02209041,0.40594312
-5.12956478,2.60657248,0.09733514,0.09123957,0.55776370,2.22429419,0.00881373,0.02280958,0.02224622,0.40430792
-5.12356178,2.65191517,0.09742964,0.09141975,0.56178226,2.27527983,0.00904421,0.02306020,0.02239307,0.40254046
-5.11755878,2.69651198,0.09750432,0.09132702,0.56650126,2.32620879,0.00924049,0.02329204,0.02251904,0.40049352
-5.11155578,2.73929938,0.09753426,0.09093303,0.57164602,2.37611288,0.00939602,0.02349797,0.02261313,0.39803418
-5.10555278,2.77930433,0.09750548,0.09021942,0.57694270,2.42407870,0.00950557,0.02367381,0.02266552,0.39504650
-5.09954977,2.81567745,0.09741467,0.08917813,0.58212679,2.46928162,0.00956528,0.02381840,0.02266777,0.39143380
-5.09354677,2.84772308,0.09726870,0.08781134,0.58695171,2.51101730,0.00957274,0.02393351,0.02261305,0.38712064
-5.08754377,2.87492448,0.09708379,0.08613124,0.59119716,2.54872919,0.00952698,0.02402369,0.02249633,0.38205432
-5.08154077,2.89696320,0.09688456,0.08415938,0.59467679,2.58203068,0.00942840,0.02409608,0.02231450,0.37620587
-5.07553777,2.91373137,0.09670280,0.08192585,0.59724489,2.61072073,0.00927874,0.02416010,0.02206648,0.36957050
-5.06953477,2.92533611,0.09657607,0.07946822,0.59880169,2.63479210,0.00908093,0.02422709,0.02175323,0.36216744
-5.06353177,2.93209576,0.09654623,0.07683021,0.59929698,2.65443155,0.00883897,0.02430988,0.02137774,0.35403925
-5.05752876,2.93452755,0.09665770,0.07406027,0.59873190,2.67001175,0.00855775,0.02442237,0.02094490,0.34525047
-5.05152576,2.93332714,0.09695573,0.07121003,0.59715880,2.68207510,0.00824286,0.02457896,0.02046133,0.33588571
-5.04552276,2.92934072,0.09748459,0.06833267,0.59467910,2.69130991,0.00790041,0.02479408,0.01993516,0.32604726
-5.03951976,2.92353065,0.09828572,0.06548137,0.59143929,2.69852005,0.00753682,0.02508164,0.01937567,0.31585227
-5.03351676,2.91693606,0.09939594,0.06270776,0.58762534,2.70458912,0.00715861,0.02545452,0.01879300,0.30542950
-5.02751376,2.91063017,0.10084571,0.06006051,0.58345566,2.71044098,0.00677223,0.02592404,0.01819771,0.29491593
-5.02151076,2.90567604,0.10265761,0.05758406,0.57917325,2.71699825,0.00638389,0.02649951,0.01760040,0.28445318
-5.01550775,2.90308296,0.10484490,0.05531762,0.57503709,2.72514073,0.00599940,0.02718783,0.01701127,0.27418392
-5.00950475,2.90376515,0.10741050,0.05329428,0.57131363,2.73566575,0.00562409,0.02799315,0.01643975,0.26424845
-5.00350175,2.90850491,0.11034614,0.05154047,0.56826843,2.74925225,0.00526267,0.02891664,0.01589416,0.25478148
-4.99749875,2.91792166,0.11363197,0.05007560,0.56615858,2.76643020,0.00491921,0.02995628,0.01538135,0.24590917
-4.99149575,2.93244827,0.11723653,0.04891201,0.56522610,2.78755687,0.00459710,0.03110686,0.01490654,0.23774664
-4.98549275,2.95231574,0.12111722,0.04805507,0.56569267,2.81280083,0.00429905,0.03236003,0.01447309,0.23039593
-4.97948974,2.97754658,0.12522111,0.04750357,0.56775574,2.84213446,0.00402708,0.03370445,0.01408250,0.22394443
-4.97348674,3.00795719,0.12948630,0.04725022,0.57158606,2.87533510,0.00378264,0.03512610,0.01373437,0.21846376
-4.96748374,3.04316880,0.13384359,0.04728237,0.57732670,2.91199462,0.00356659,0.03660862,0.01342655,0.21400925
-4.96148074,3.08262623,0.13821862,0.04758275,0.58509325,2.95153679,0.00337930,0.03813379,0.01315528,0.21061971
-4.95547774,3.12562346,0.14253416,0.04813035,0.59497509,2.99324149,0.00322075,0.03968208,0.01291549,0.20831777
-4.94947474,3.17133447,0.14671278,0.04890127,0.60703746,3.03627444,0.00309060,0.04123321,0.01270104,0.20711039
-4.94347174,3.21884794,0.15067945,0.04986963,0.62132398,3.07972092,0.00298823,0.04276679,0.01250511,0.20698981
-4.93746873,3.26720401,0.15436432,0.05100834,0.63785935,3.12262193,0.00291287,0.04426289,0.01232056,0.20793452
-4.93146573,3.31543149,0.15770521,0.05228992,0.65665194,3.16401110,0.00286363,0.04570270,0.01214024,0.20991059
-4.92546273,3.36258378,0.16065001,0.05368712,0.67769613,3.20295067,0.00283957,0.04706901,0.01195739,0.21287289
-4.91945973,3.40777226,0.16315869,0.05517356,0.70097409,3.23856521,0.00283972,0.04834676,0.01176589,0.21676654
-4.91345673,3.45019567,0.16520487,0.05672411,0.72645701,3.27007165,0.00286315,0.04952340,0.01156059,0.22152827
-4.90745373,3.48916479,0.16677697,0.05831534,0.75410567,3.29680471,0.00290896,0.05058920,0.01133744,0.22708790
-4.90145073,3.52412162,0.16787876,0.05992572,0.78387053,3.31823694,0.00297631,0.05153750,0.01109370,0.23336976
-4.89544772,3.55465276,0.16852936,0.06153587,0.81569129,3.33399294,0.00306440,0.05236473,0.01082796,0.24029422
-4.88944472,3.58049700,0.16876276,0.06312859,0.84949620,3.34385765,0.00317248,0.05307048,0.01054020,0.24777922
-4.88344172,3.60154733,0.16862670,0.06468902,0.88520120,3.34777872,0.00329985,0.05365736,0.01023172,0.25574185
-4.87743872,3.61784784,0.16818122,0.06620457,0.92270916,3.34586352,0.00344582,0.05413082,0.00990506,0.26410004
-4.87143572,3.62958614,0.16749675,0.06766503,0.96190942,3.33837117,0.00360972,0.05449893,0.00956386,0.27277429
-4.86543272,3.63708206,0.16665198,0.06906253,1.00267768,3.32570043,0.00379089,0.05477208,0.00921266,0.28168937
-4.85942971,3.64077339,0.16573151,0.07039160,1.04487638,3.30837416,0.00398867,0.05496268,0.00885679,0.29077613
-4.85342671,3.64119959,0.16482349,0.07164919,1.08835571,3.28702117,0.00420240,0.05508479,0.00850213,0.29997317
-4.84742371,3.63898399,0.16401733,0.07283476,1.13295512,3.26235641,0.00443145,0.05515389,0.00815493,0.30922836
-4.84142071,3.63481531,0.16340150,0.07395036,1.17850530,3.23516001,0.00467520,0.05518651,0.00782168,0.31850022
-4.83541771,3.62942908,0.16306168,0.07500070,1.22483055,3.20625612,0.00493313,0.05520005,0.00750892,0.32775886
-4.82941471,3.62358907,0.16307917,0.07599322,1.27175130,3.17649179,0.00520479,0.05521254,0.00722317,0.33698663
-4.82341171,3.61806938,0.16352968,0.07693815,1.31908662,3.14671666,0.00548992,0.05524248,0.00697079,0.34617819
-4.81740870,3.61363705,0.16448254,0.07784848,1.36665656,3.11776343,0.00578847,0.05530871,0.00675795,0.35534000
-4.81140570,3.61103541,0.16600024,0.07873993,1.41428400,3.09042958,0.00610064,0.05543036,0.00659058,0.36448930
-4.80540270,3.61096802,0.16813834,0.07963075,1.46179604,3.06546030,0.00642700,0.05562672,0.00647433,0.37365229
-4.79939970,3.61408334,0.17094574,0.08054148,1.50902458,3.04353277,0.00676853,0.05591723,0.00641458,0.38286192
-4.79339670,3.62095997,0.17446504,0.08149460,1.55580616,3.02524179,0.00712664,0.05632139,0.00641642,0.39215499
-4.78739370,3.63209244,0.17873314,0.08251404,1.60198106,3.01108676,0.00750327,0.05685866,0.00648464,0.40156890
-4.78139070,3.64787779,0.18378175,0.08362460,1.64739158,3.00146015,0.00790088,0.05754829,0.00662371,0.41113813
-4.77538769,3.66860296,0.18963790,0.08485124,1.69187980,2.99663754,0.00832246,0.05840916,0.00683772,0.42089063
-4.76938469,3.69443332,0.19632418,0.08621836,1.73528478,2.99676929,0.00877150,0.05945946,0.00713037,0.43084424
-4.76338169,3.72540275,0.20385874,0.08774890,1.77743967,3.00187438,0.00925189,0.06071631,0.00750485,0.44100356
-4.75737869,3.76140565,0.21225491,0.08946348,1.81816874,3.01183635,0.00976789,0.06219534,0.00796377,0.45135718
-4.75137569,3.80219151,0.22152039,0.09137953,1.85728481,3.02640200,0.01032391,0.06391015,0.00850901,0.46187573
-4.74537269,3.84736246,0.23165607,0.09351040,1.89458725,3.04518307,0.01092433,0.06587163,0.00914160,0.47251076
-4.73936968,3.89637442,0.24265444,0.09586457,1.92986081,3.06766122,0.01157332,0.06808739,0.00986159,0.48319455
-4.73336668,3.94854241,0.25449766,0.09844490,1.96287559,3.09319673,0.01227450,0.07056094,0.01066791,0.49384105
-4.72736368,4.00305017,0.26715544,0.10124806,1.99338828,3.12104104,0.01303073,0.07329109,0.01155820,0.50434784
-4.72136068,4.05896452,0.28058284,0.10426408,2.02114484,3.15035314,0.01384374,0.07627120,0.01252872,0.51459909
-4.71535768,4.11525450,0.29471813,0.10747605,2.04588467,3.18021987,0.01471386,0.07948863,0.01357427,0.52446948
-4.70935468,4.17081495,0.30948095,0.11086006,2.06734622,3.20967969,0.01563970,0.08292428,0.01468812,0.53382883
-4.70335168,4.22449436,0.32477102,0.11438537,2.08527402,3.23774952,0.01661792,0.08655230,0.01586197,0.54254733
-4.69734867,4.27512620,0.34046744,0.11801469,2.09942695,3.26345395,0.01764302,0.09033998,0.01708605,0.55050101
-4.69134567,4.32156296,0.35642889,0.12170482,2.10958737,3.28585595,0.01870717,0.09424797,0.01834918,0.55757741
-4.68534267,4.36271188,0.37249491,0.12540740,2.11557095,3.30408813,0.01980019,0.09823072,0.01963888,0.56368093
-4.67933967,4.39757108,0.38848812,0.12906994,2.11723675,3.31738327,0.02090955,0.10223719,0.02094162,0.56873778
-4.67333667,4.42526493,0.40421776,0.13263697,2.11449701,3.32510320,0.02202057,0.10621195,0.02224305,0.57270026
-4.66733367,4.44507717,0.41948420,0.13605141,2.10732633,3.32676457,0.02311660,0.11009646,0.02352830,0.57555017
-4.66133067,4.45648053,0.43408456,0.13925598,2.09576970,3.32206071,0.02417944,0.11383065,0.02478228,0.57730110
-4.65532766,4.45916163,0.44781900,0.14219482,2.07994887,3.31087825,0.02518977,0.11735472,0.02599008,0.57799969
-4.64932466,4.45303997,0.46049773,0.14481500,2.06006669,3.29330807,0.02612770,0.12061100,0.02713732,0.57772563
-4.64332166,4.43828008,0.47194821,0.14706814,2.03640907,3.26964971,0.02697336,0.12354598,0.02821053,0.57659048
