energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-6.00000000,1.85382247,0.02507308,0.10589903,0.02189498,0.00000000,0.63412270,0.29098990,0.01366250,1.10131153
-5.99399700,1.89710489,0.02422532,0.10637330,0.02250232,0.00000000,0.64839254,0.29720523,0.01375601,1.13104805
-5.98799400,1.94625680,0.02337115,0.10709700,0.02316213,0.00000000,0.66517406,0.30480993,0.01383535,1.16443735
-5.98199100,2.00111910,0.02252065,0.10807676,0.02387209,0.00000000,0.68450520,0.31377590,0.01389985,1.20136019
-5.97598799,2.06137958,0.02168405,0.10930861,0.02462805,0.00000000,0.70636929,0.32403738,0.01394981,1.24160948
-5.96998499,2.12657623,0.02087175,0.11077819,0.02542404,0.00000000,0.73069369,0.33549169,0.01398659,1.28489221
-5.96398199,2.19610474,0.02009442,0.11246130,0.02625236,0.00000000,0.75734959,0.34800115,0.01401253,1.33083364
-5.95797899,2.26922985,0.01936298,0.11432471,0.02710374,0.00000000,0.78615311,0.36139605,0.01403086,1.37898344
-5.95197599,2.34510035,0.01868856,0.11632736,0.02796752,0.00000000,0.81686753,0.37547858,0.01404559,1.42882406
-5.94597299,2.42276733,0.01808233,0.11842166,0.02883186,0.00000000,0.84920677,0.39002769,0.01406127,1.47978072
-5.93996998,2.50120512,0.01755533,0.12055506,0.02968409,0.00000000,0.88284012,0.40480467,0.01408279,1.53123317
-5.93396698,2.57933438,0.01711820,0.12267168,0.03051095,0.00000000,0.91739801,0.41955922,0.01411510,1.58252858
-5.92796398,2.65604662,0.01678085,0.12471393,0.03129901,0.00000000,0.95247883,0.43403596,0.01416296,1.63299553
-5.92196098,2.73022946,0.01655210,0.12662426,0.03203495,0.00000000,0.98765664,0.44798101,0.01423064,1.68195848
-5.91595798,2.80079187,0.01643930,0.12834667,0.03270598,0.00000000,1.02248955,0.46114858,0.01432169,1.72875244
-5.90995498,2.86668878,0.01644795,0.12982825,0.03330015,0.00000000,1.05652880,0.47330720,0.01443868,1.77273751
-5.90395198,2.92694440,0.01658131,0.13102049,0.03380667,0.00000000,1.08932804,0.48424552,0.01458303,1.81331282
-5.89794897,2.98067361,0.01684011,0.13188043,0.03421628,0.00000000,1.12045299,0.49377745,0.01475487,1.84992962
-5.89194597,3.02710107,0.01722228,0.13237161,0.03452141,0.00000000,1.14949093,0.50174651,0.01495293,1.88210318
-5.88594297,3.06557774,0.01772275,0.13246482,0.03471647,0.00000000,1.17606013,0.50802933,0.01517456,1.90942339
-5.87993997,3.09559442,0.01833345,0.13213860,0.03479799,0.00000000,1.19981879,0.51253814,0.01541577,1.93156376
-5.87393697,3.11679239,0.01904329,0.13137957,0.03476473,0.00000000,1.22047355,0.51522233,0.01567135,1.94828883
-5.86793397,3.12897106,0.01983837,0.13018252,0.03461777,0.00000000,1.23778715,0.51606902,0.01593502,1.95945981
-5.86193097,3.13209267,0.02070223,0.12855033,0.03436047,0.00000000,1.25158531,0.51510272,0.01619970,1.96503868
-5.85592796,3.12628419,0.02161631,0.12649373,0.03399848,0.00000000,1.26176253,0.51238416,0.01645777,1.96509042
-5.84992496,3.11183659,0.02256039,0.12403085,0.03353960,0.00000000,1.26828675,0.50800835,0.01670138,1.95978379
-5.84392196,3.08920163,0.02351325,0.12118671,0.03299370,0.00000000,1.27120269,0.50210200,0.01692274,1.94939037
-5.83791896,3.05898620,0.02445334,0.11799253,0.03237254,0.00000000,1.27063381,0.49482047,0.01711451,1.93428211
-5.83191596,3.02194450,0.02535945,0.11448498,0.03168957,0.00000000,1.26678273,0.48634420,0.01727005,1.91492728
-5.82591296,2.97896793,0.02621147,0.11070538,0.03095969,0.00000000,1.25993002,0.47687495,0.01738371,1.89188498
-5.81990995,2.93107286,0.02699110,0.10669876,0.03019907,0.00000000,1.25043140,0.46663167,0.01745111,1.86579791
-5.81390695,2.87938616,0.02768249,0.10251299,0.02942482,0.00000000,1.23871306,0.45584641,0.01746927,1.83738367
-5.80790395,2.82512853,0.02827284,0.09819779,0.02865478,0.00000000,1.22526536,0.44475994,0.01743677,1.80742442
-5.80190095,2.76959565,0.02875284,0.09380381,0.02790719,0.00000000,1.21063474,0.43361753,0.01735378,1.77675481
-5.79589795,2.71413703,0.02911709,0.08938170,0.02720041,0.00000000,1.19541390,0.42266453,0.01722207,1.74624836
-5.78989495,2.66013282,0.02936419,0.08498120,0.02655262,0.00000000,1.18023042,0.41214219,0.01704492,1.71680221
-5.78389195,2.60896850,0.02949688,0.08065026,0.02598151,0.00000000,1.16573394,0.40228332,0.01682695,1.68932034
-5.77788894,2.56200786,0.02952186,0.07643428,0.02550395,0.00000000,1.15258196,0.39330817,0.01657394,1.66469554
-5.77188594,2.52056459,0.02944953,0.07237535,0.02513567,0.00000000,1.14142470,0.38542035,0.01629258,1.64379021
-5.76588294,2.48587280,0.02929356,0.06851162,0.02489091,0.00000000,1.13288908,0.37880289,0.01599019,1.62741641
-5.75987994,2.45905720,0.02907033,0.06487675,0.02478214,0.00000000,1.12756237,0.37361451,0.01567440,1.61631556
-5.75387694,2.44110345,0.02879827,0.06149942,0.02481969,0.00000000,1.12597564,0.36998607,0.01535285,1.61113812
-5.74787394,2.43282961,0.02849710,0.05840302,0.02501145,0.00000000,1.12858764,0.36801735,0.01503290,1.61242388
-5.74187094,2.43485926,0.02818706,0.05560535,0.02536260,0.00000000,1.13576935,0.36777425,0.01472136,1.62058341
-5.73586793,2.44759744,0.02788809,0.05311854,0.02587533,0.00000000,1.14778978,0.36928639,0.01442418,1.63588120
-5.72986493,2.47121008,0.02761904,0.05094894,0.02654860,0.00000000,1.16480349,0.37254530,0.01414634,1.65842116
-5.72386193,2.50560783,0.02739694,0.04909721,0.02737800,0.00000000,1.18684022,0.37750326,0.01389160,1.68813508
-5.71785893,2.55043522,0.02723631,0.04755851,0.02835559,0.00000000,1.21379714,0.38407285,0.01366246,1.72477457
-5.71185593,2.60506574,0.02714865,0.04632270,0.02946988,0.00000000,1.24543408,0.39212737,0.01346008,1.76790709
-5.70585293,2.66860354,0.02714195,0.04537473,0.03070584,0.00000000,1.28137225,0.40150213,0.01328428,1.81691644
-5.69984992,2.73989224,0.02722044,0.04469505,0.03204508,0.00000000,1.32109657,0.41199665,0.01313363,1.87100810
-5.69384692,2.81753109,0.02738442,0.04426014,0.03346597,0.00000000,1.36396190,0.42337795,0.01300550,1.92921971
-5.68784392,2.89989859,0.02763026,0.04404309,0.03494404,0.00000000,1.40920328,0.43538469,0.01289623,1.99043656
-5.68184092,2.98518330,0.02795055,0.04401428,0.03645238,0.00000000,1.45595013,0.44773235,0.01280131,2.05341232
-5.67583792,3.07142161,0.02833436,0.04414209,0.03796210,0.00000000,1.50324422,0.46011924,0.01271555,2.11679439
-5.66983492,3.15654149,0.02876768,0.04439368,0.03944301,0.00000000,1.55006101,0.47223334,0.01263334,2.17915371
-5.66383192,3.23841143,0.02923390,0.04473585,0.04086420,0.00000000,1.59533409,0.48375965,0.01254881,2.23901813
-5.65782891,3.31489320,0.02971442,0.04513583,0.04219485,0.00000000,1.63798179,0.49438812,0.01245610,2.29490864
-5.65182591,3.38389699,0.03018925,0.04556217,0.04340496,0.00000000,1.67693546,0.50382168,0.01234954,2.34537740
-5.64582291,3.44343721,0.03063777,0.04598556,0.04446611,0.00000000,1.71116833,0.51178429,0.01222388,2.38904631
-5.63981991,3.49168712,0.03103938,0.04637963,0.04535225,0.00000000,1.73972415,0.51802866,0.01207441,2.42464504
-5.63381691,3.52703040,0.03137415,0.04672169,0.04604042,0.00000000,1.76174454,0.52234339,0.01189718,2.45104701
-5.62781391,3.54810782,0.03162354,0.04699332,0.04651141,0.00000000,1.77649397,0.52455924,0.01168906,2.46730213
-5.62181091,3.55385706,0.03177088,0.04718091,0.04675027,0.00000000,1.78338159,0.52455432,0.01144785,2.47266494
-5.61580790,3.54354437,0.03180194,0.04727602,0.04674684,0.00000000,1.78197895,0.52225785,0.01117236,2.46661717
-5.60980490,3.51678642,0.03170532,0.04727554,0.04649595,0.00000000,1.77203286,0.51765246,0.01086238,2.44888355
-5.60380190,3.47356170,0.03147274,0.04718170,0.04599766,0.00000000,1.75347298,0.51077484,0.01051871,2.41944044
-5.59779890,3.41421057,0.03109926,0.04700189,0.04525717,0.00000000,1.72641370,0.50171459,0.01014310,2.37851663
-5.59179590,3.33942419,0.03058331,0.04674827,0.04428472,0.00000000,1.69115029,0.49061147,0.00973816,2.32658625
-5.58579290,3.25022236,0.02992676,0.04643715,0.04309524,0.00000000,1.64814936,0.47765092,0.00930730,2.26435419
-5.57978989,3.14792139,0.02913468,0.04608832,0.04170787,0.00000000,1.59803416,0.46305818,0.00885460,2.19273423
-5.57378689,3.03409296,0.02821520,0.04572410,0.04014539,0.00000000,1.54156516,0.44709117,0.00838468,2.11282105
-5.56778389,2.91051580,0.02717917,0.04536839,0.03843350,0.00000000,1.47961675,0.43003233,0.00790252,2.02585701
-5.56178089,2.77912204,0.02603980,0.04504559,0.03660009,0.00000000,1.41315102,0.41217989,0.00741340,1.93319505
-5.55577789,2.64194027,0.02481221,0.04477957,0.03467440,0.00000000,1.34318954,0.39383881,0.00692266,1.83625928
