energy_ev,total_up,Hf_p_up,Hf_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-6.00000000,4.33005106,3.13320029,1.44005455,1.61940993,0.02212694,1.62394844,0.00000000
-5.99399700,4.23267822,3.06292389,1.40884424,1.58768027,0.02167118,1.58453079,0.00000000
-5.98799400,4.12224058,2.98286481,1.37329057,1.55074788,0.02116078,1.54035828,0.00000000
-5.98199100,3.99945846,2.89361839,1.33357428,1.50880219,0.02059784,1.49178725,0.00000000
-5.97598799,3.86534735,2.79599164,1.28997621,1.46214994,0.01998612,1.43927960,0.00000000
-5.96998499,3.72120560,2.69099321,1.24287444,1.41121228,0.01933105,1.38339646,0.00000000
-5.96398199,3.56859245,2.57981662,1.19273807,1.35651795,0.01863967,1.32478850,0.00000000
-5.95797899,3.40929713,2.46381714,1.14011778,1.29869261,0.01792050,1.26418312,0.00000000
-5.95197599,3.24529952,2.34448278,1.08563348,1.23844476,0.01718337,1.20236892,0.00000000
-5.94597299,3.07872396,2.22340048,1.02995947,1.17654871,0.01643918,1.14017759,0.00000000
-5.93996998,2.91178741,2.10221828,0.97380757,1.11382516,0.01569964,1.07846418,0.00000000
-5.93396698,2.74674406,1.98260513,0.91790899,1.05112017,0.01497699,1.01808603,0.00000000
-5.92796398,2.58582804,1.86620952,0.86299545,0.98928327,0.01428362,0.95988123,0.00000000
-5.92196098,2.43119654,1.75461847,0.80978032,0.92914552,0.01363178,0.90464733,0.00000000
-5.91595798,2.28487514,1.64931837,0.75894043,0.87149828,0.01303321,0.85312106,0.00000000
-5.90995498,2.14870728,1.55165903,0.71109926,0.81707357,0.01249878,0.80595960,0.00000000
-5.90395198,2.02430970,1.46282212,0.66681196,0.76652644,0.01203822,0.76372425,0.00000000
-5.89794897,1.91303517,1.38379497,0.62655284,0.72042022,0.01165979,0.72686689,0.00000000
-5.89194597,1.81594358,1.31535066,0.59070556,0.67921476,0.01137005,0.69571977,0.00000000
-5.88594297,1.73378244,1.25803471,0.55955637,0.64325825,0.01117370,0.67048882,0.00000000
-5.87993997,1.66697693,1.21215870,0.53329053,0.61278251,0.01107338,0.65125088,0.00000000
-5.87393697,1.61562974,1.17780079,0.51199188,0.58790201,0.01106966,0.63795462,0.00000000
-5.86793397,1.57953040,1.15481295,0.49564548,0.56861627,0.01116097,0.63042541,0.00000000
-5.86193097,1.55817349,1.14283419,0.48414315,0.55481555,0.01134370,0.62837358,0.00000000
-5.85592796,1.55078489,1.14130939,0.47729151,0.54628946,0.01161227,0.63140609,0.00000000
-5.84992496,1.55635502,1.14951278,0.47482228,0.54273807,0.01195936,0.63904095,0.00000000
-5.84392196,1.57367770,1.16657513,0.47640432,0.54378501,0.01237607,0.65072403,0.00000000
-5.83791896,1.60139326,1.19151383,0.48165691,0.54899209,0.01285224,0.66584758,0.00000000
-5.83191596,1.63803444,1.22326456,0.49016388,0.55787497,0.01337672,0.68376992,0.00000000
-5.82591296,1.68207341,1.26071382,0.50148792,0.56991911,0.01393775,0.70383564,0.00000000
-5.81990995,1.73196847,1.30273108,0.51518480,0.58459580,0.01452325,0.72539552,0.00000000
-5.81390695,1.78620889,1.34819970,0.53081677,0.60137749,0.01512120,0.74782565,0.00000000
-5.80790395,1.84335633,1.39604564,0.54796487,0.61975209,0.01572001,0.77054505,0.00000000
-5.80190095,1.90208189,1.44526322,0.56623970,0.63923580,0.01630878,0.79303121,0.00000000
-5.79589795,1.96119721,1.49493716,0.58529039,0.65938414,0.01687762,0.81483303,0.00000000
-5.78989495,2.01967918,1.54426029,0.60481137,0.67980082,0.01741793,0.83558084,0.00000000
-5.78389195,2.07668724,1.59254651,0.62454698,0.70014429,0.01792253,0.85499300,0.00000000
-5.77788894,2.13157302,1.63923878,0.64429359,0.72013185,0.01838586,0.87287921,0.00000000
-5.77188594,2.18388218,1.68391178,0.66389951,0.73954119,0.01880401,0.88914010,0.00000000
-5.76588294,2.23334862,1.72626958,0.68326256,0.75820950,0.01917477,0.90376359,0.00000000
-5.75987994,2.27988150,1.76613831,0.70232562,0.77603024,0.01949758,0.91681791,0.00000000
-5.75387694,2.32354581,1.80345440,0.72107042,0.79294776,0.01977339,0.92844184,0.00000000
-5.74787394,2.36453753,1.83824886,0.73950981,0.80895011,0.02000453,0.93883258,0.00000000
