energy_ev,total_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-5.80190095,6.73381733,3.81907530,3.39911360,0.14293746,1.71062619,1.89004071,0.00000000
-5.79589795,6.73527904,3.81007117,3.40888303,0.14352023,1.70713482,1.88035065,0.00000000
-5.78989495,6.71942462,3.79626705,3.40744638,0.14347736,1.70103891,1.86189781,0.00000000
-5.78389195,6.68721970,3.77854144,3.39517907,0.14282617,1.69265745,1.83503451,0.00000000
-5.77788894,6.63984885,3.75778060,3.37262475,0.14159189,1.68232107,1.80026245,0.00000000
-5.77188594,6.57865800,3.73483749,3.34046878,0.13980659,1.67035589,1.75821357,0.00000000
-5.76588294,6.50509393,3.71049219,3.29950827,0.13750821,1.65706804,1.70962762,0.00000000
-5.75987994,6.42064370,3.68541592,3.25062001,0.13473935,1.64272957,1.65532763,0.00000000
-5.75387694,6.32677665,3.66014050,3.19472777,0.13154619,1.62756634,1.59619421,0.00000000
-5.74787394,6.22489192,3.63503486,3.13277056,0.12797737,1.61174849,1.53313987,0.00000000
-5.74187094,6.11627369,3.61029004,3.06567326,0.12408294,1.59538384,1.46708425,0.00000000
-5.73586793,6.00205650,3.58591370,2.99432099,0.11991341,1.57851480,1.39893126,0.00000000
-5.72986493,5.88320213,3.56173481,2.91953838,0.11551890,1.56111885,1.32954876,0.00000000
-5.72386193,5.76048926,3.53741851,2.84207459,0.11094840,1.54311287,1.25975147,0.00000000
-5.71785893,5.63451614,3.51249105,2.76259460,0.10624920,1.52436102,1.19028748,0.00000000
-5.71185593,5.50571627,3.48637354,2.68167706,0.10146643,1.50468608,1.12182855,0.00000000
-5.70585293,5.37438581,3.45842343,2.59981853,0.09664272,1.48388375,1.05496428,0.00000000
-5.69984992,5.24072140,3.42798179,2.51744351,0.09181802,1.46173928,0.99019992,0.00000000
-5.69384692,5.10486588,3.39442400,2.43491950,0.08702950,1.43804562,0.92795758,0.00000000
-5.68784392,4.96695942,3.35721155,2.35257605,0.08231163,1.41262233,0.86858042,0.00000000
-5.68184092,4.82719293,3.31594216,2.27072615,0.07769625,1.38533419,0.81233918,0.00000000
-5.67583792,4.68586040,3.27039548,2.18968888,0.07321274,1.35610861,0.75944049,0.00000000
-5.66983492,4.54340712,3.22057182,2.10981141,0.06888830,1.32495083,0.71003635,0.00000000
-5.66383192,4.40047061,3.16672154,2.03148907,0.06474816,1.29195610,0.66423414,0.00000000
-5.65782891,4.25791149,3.10936320,1.95518197,0.06081587,1.25731811,0.62210641,0.00000000
-5.65182591,4.11683234,3.04928895,1.88142707,0.05711353,1.22133317,0.58370009,0.00000000
-5.64582291,3.97858279,2.98755645,1.81084473,0.05366200,1.18439965,0.54904457,0.00000000
-5.63981991,3.84475015,2.92546703,1.74413912,0.05048112,1.14701284,0.51815832,0.00000000
-5.63381691,3.71713567,2.86453082,1.68209239,0.04758976,1.10975514,0.49105380,0.00000000
-5.62781391,3.59771701,2.80641991,1.62555255,0.04500591,1.07328208,0.46774065,0.00000000
-5.62181091,3.48859874,2.75291150,1.57541566,0.04274668,1.03830474,0.44822706,0.00000000
-5.61580790,3.39195281,2.70582339,1.53260312,0.04082824,1.00556935,0.43251958,0.00000000
-5.60980490,3.30995184,2.66694469,1.49803509,0.03926568,0.97583486,0.42062161,0.00000000
-5.60380190,3.24469832,2.63796481,1.47260132,0.03807288,0.94984963,0.41253076,0.00000000
-5.59779890,3.19815288,2.62040397,1.45713090,0.03726233,0.92832809,0.40823569,0.00000000
-5.59179590,3.17206512,2.61554840,1.45236222,0.03684492,0.91192839,0.40771255,0.00000000
-5.58579290,3.16790987,2.62439326,1.45891471,0.03682975,0.90123197,0.41092166,0.00000000
-5.57978989,3.18683193,2.64759585,1.47726363,0.03722397,0.89672571,0.41780468,0.00000000
-5.57378689,3.22960145,2.68544135,1.50771912,0.03803256,0.89878743,0.42828249,0.00000000
-5.56778389,3.29658190,2.73782249,1.55041036,0.03925824,0.90767496,0.44225416,0.00000000
-5.56178089,3.38771156,2.80423440,1.60527564,0.04090137,0.92351926,0.45959706,0.00000000
-5.55577789,3.50249927,2.88378451,1.67205870,0.04295980,0.94632147,0.48016802,0.00000000
-5.54977489,3.64003408,2.97521737,1.75031131,0.04542887,0.97595380,0.50380570,0.00000000
-5.54377189,3.79900797,3.07695307,1.83940215,0.04830132,1.01216414,0.53033369,0.00000000
-5.53776888,3.97775051,3.18713781,1.93853122,0.05156724,1.05458373,0.55956435,0.00000000
-5.53176588,4.17427325,3.30370412,2.04674930,0.05521403,1.10273764,0.59130287,0.00000000
-5.52576288,4.38632207,3.42443838,2.16298134,0.05922630,1.15605731,0.62535126,0.00000000
-5.51975988,4.61143463,3.54705268,2.28605284,0.06358577,1.21389474,0.66151191,0.00000000
-5.51375688,4.84700074,3.66925790,2.41471787,0.06827114,1.27553753,0.69959033,0.00000000
-5.50775388,5.09032281,3.78883515,2.54768758,0.07325792,1.34022440,0.73939681,0.00000000
-5.50175088,5.33867418,3.90370248,2.68365793,0.07851826,1.40716063,0.78074672,0.00000000
-5.49574787,5.58935300,4.01197430,2.82133534,0.08402076,1.47553283,0.82345935,0.00000000
-5.48974487,5.83972993,4.11201126,2.95945941,0.08973034,1.54452295,0.86735530,0.00000000
-5.48374187,6.08728802,4.20245856,3.09682167,0.09560804,1.61332095,0.91225244,0.00000000
-5.47773887,6.32965401,4.28227153,3.23227975,0.10161098,1.68113620,0.95796075,0.00000000
-5.47173587,6.56462031,4.35072782,3.36476654,0.10769239,1.74720726,1.00427630,0.00000000
-5.46573287,6.79015775,4.40742580,3.49329435,0.11380171,1.81081014,1.05097478,0.00000000
-5.45972986,7.00441950,4.45226999,3.61695409,0.11988484,1.87126506,1.09780509,0.00000000
-5.45372686,7.20573710,4.48544438,3.73490998,0.12588457,1.92794159,1.14448353,0.00000000
-5.44772386,7.39260987,4.50737528,3.84639069,0.13174112,1.98026259,1.19068901,0.00000000
-5.44172086,7.56368924,4.51868579,3.95067768,0.13739284,2.02770682,1.23605992,0.00000000
-5.43571786,7.71775997,4.52014430,4.04709203,0.14277713,2.06981049,1.28019293,0.00000000
-5.42971486,7.85372007,4.51260951,4.13498101,0.14783138,2.10616806,1.32264416,0.00000000
-5.42371186,7.97056147,4.49697501,4.21370576,0.15249408,2.13643221,1.36293294,0.00000000
-5.41770885,8.06735329,4.47411581,4.28263129,0.15670603,2.16031350,1.40054811,0.00000000
-5.41170585,8.14322946,4.44483973,4.34112001,0.16041147,2.17757959,1.43495701,0.00000000
-5.40570285,8.19738188,4.40984573,4.38852976,0.16355938,2.18805448,1.46561675,0.00000000
-5.39969985,8.22906036,4.36969122,4.42421697,0.16610451,2.19161770,1.49198748,0.00000000
-5.39369685,8.23757962,4.32476981,4.44754530,0.16800855,2.18820379,1.51354728,0.00000000
-5.38769385,8.22233363,4.27530028,4.45789975,0.16924098,2.17780190,1.52980786,0.00000000
-5.38169085,8.18281655,4.22132719,4.45470575,0.16977992,2.16045591,1.54033067,0.00000000
-5.37568784,8.11864952,4.16273275,4.43745247,0.16961267,2.13626475,1.54474259,0.00000000
-5.36968484,8.02961177,4.09925902,4.40571923,0.16873616,2.10538307,1.54275048,0.00000000
-5.36368184,7.91567419,4.03053911,4.35920350,0.16715714,2.06802216,1.53415402,0.00000000
-5.35767884,7.77703340,3.95613539,4.29774895,0.16489217,2.02445087,1.51885619,0.00000000
-5.35167584,7.61414400,3.87558248,4.22137173,0.16196745,1.97499651,1.49687088,0.00000000
-5.34567284,7.42774666,3.78843264,4.13028340,0.15841840,1.92004529,1.46832726,0.00000000
-5.33966983,7.21889000,3.69430092,4.02490884,0.15428909,1.86004229,1.43347069,0.00000000
-5.33366683,6.98894432,3.59290768,3.90589775,0.14963157,1.79549052,1.39266005,0.00000000
-5.32766383,6.73960548,3.48411605,3.77412875,0.14450492,1.72694887,1.34636159,0.00000000
-5.32166083,6.47288807,3.36796255,3.63070542,0.13897435,1.65502878,1.29513951,0.00000000
-5.31565783,6.19110715,3.24467912,3.47694401,0.13311006,1.58038940,1.23964360,0.00000000
-5.30965483,5.89684868,3.11470562,3.31435306,0.12698607,1.50373108,1.18059455,0.00000000
-5.30365183,5.59292931,2.97869227,3.14460559,0.12067900,1.42578725,1.11876729,0.00000000
-5.29764882,5.28234668,2.83749207,2.96950500,0.11426678,1.34731470,1.05497323,0.00000000
-5.29164582,4.96822203,2.69214374,2.79094597,0.10782731,1.26908235,0.99004200,0.00000000
-5.28564282,4.65373719,2.54384635,2.61087211,0.10143718,1.19185878,0.92480336,0.00000000
-5.27963982,4.34206848,2.39392702,2.43123215,0.09517031,1.11639889,0.86007000,0.00000000
-5.27363682,4.03632006,2.24380362,2.25393657,0.08909673,1.04343000,0.79662182,0.00000000
-5.26763382,3.73945945,2.09494436,2.08081653,0.08328132,0.97363793,0.73519233,0.00000000
-5.26163082,3.45425783,1.94882644,1.91358665,0.07778276,0.90765354,0.67645739,0.00000000
-5.25562781,3.18323739,1.80689592,1.75381336,0.07265246,0.84604016,0.62102698,0.00000000
-5.24962481,2.92862788,1.67053060,1.60288967,0.06793374,0.78928264,0.56943985,0.00000000
-5.24362181,2.69233384,1.54100776,1.46201747,0.06366117,0.73777824,0.52216136,0.00000000
-5.23761881,2.47591384,1.41947819,1.33219763,0.05986008,0.69183003,0.47958443,0.00000000
-5.23161581,2.28057214,1.30694747,1.21422802,0.05654630,0.65164302,0.44203335,0.00000000
-5.22561281,2.10716300,1.20426529,1.10870920,0.05372620,0.61732326,0.40977027,0.00000000
-5.21960980,1.95620718,1.11212302,1.01605714,0.05139687,0.58888022,0.38300393,0.00000000
-5.21360680,1.82791950,1.03105932,0.93652195,0.04954670,0.56623230,0.36190007,0.00000000
-5.20760380,1.72224639,0.96147333,0.87021162,0.04815605,0.54921544,0.34659314,0.00000000
-5.20160080,1.63891119,0.90364459,0.81711926,0.04719833,0.53759463,0.33719848,0.00000000
-5.19559780,1.57746549,0.85775832,0.77715250,0.04664116,0.53107786,0.33382449,0.00000000
-5.18959480,1.53734377,0.82393493,0.75016333,0.04644772,0.52933209,0.33658389,0.00000000
-5.18359180,1.51791906,0.80226179,0.73597709,0.04657833,0.53200061,0.34560365,0.00000000
-5.17758879,1.51855691,0.79282586,0.73441886,0.04699195,0.53872112,0.36103272,0.00000000
-5.17158579,1.53866510,0.79574523,0.74533612,0.04764785,0.54914372,0.38304705,0.00000000
-5.16558279,1.57773676,0.81119782,0.76861638,0.04850717,0.56294804,0.41185146,0.00000000
-5.15957979,1.63538465,0.83944569,0.80419888,0.04953430,0.57985878,0.44767784,0.00000000
-5.15357679,1.71136488,0.88085326,0.85207966,0.05069826,0.59965881,0.49077960,0.00000000
-5.14757379,1.80558855,0.93589839,0.91230967,0.05197364,0.62219915,0.54142223,0.00000000
-5.14157079,1.91812057,1.00517502,0.98498587,0.05334146,0.64740530,0.59987013,0.00000000
-5.13556778,2.04916535,1.08938688,1.07023562,0.05478956,0.67527947,0.66637005,0.00000000
-5.12956478,2.19903962,1.18933186,1.16819514,0.05631270,0.70589849,0.74113183,0.00000000
-5.12356178,2.36813354,1.30587701,1.27898294,0.05791234,0.73940719,0.82430703,0.00000000
-5.11755878,2.55686165,1.43992484,1.40266967,0.05959599,0.77600766,0.91596665,0.00000000
-5.11155578,2.76560583,1.59237155,1.53924594,0.06137633,0.81594452,1.01607886,0.00000000
-5.10555278,2.99465313,1.76405878,1.68858981,0.06326996,0.85948703,1.12448812,0.00000000
-5.09954977,3.24413155,1.95572035,1.85043605,0.06529602,0.90690855,1.24089693,0.00000000
-5.09354677,3.51394711,2.16792609,2.02434884,0.06747458,0.95846452,1.36485137,0.00000000
-5.08754377,3.80372577,2.40102504,2.20969990,0.06982498,1.01436992,1.49573170,0.00000000
-5.08154077,4.11276348,2.65509046,2.40565355,0.07236425,1.07477730,1.63274890,0.00000000
-5.07553777,4.43998758,2.92986921,2.61116013,0.07510552,1.13975657,1.77494788,0.00000000
-5.06953477,4.78393211,3.22473798,2.82495862,0.07805671,1.20927766,1.92121781,0.00000000
-5.06353177,5.14272908,3.53866880,3.04558905,0.08121941,1.28319691,2.07030963,0.00000000
-5.05752876,5.51411715,3.87020589,3.27141464,0.08458816,1.36124816,2.22086035,0.00000000
-5.05152576,5.89546802,4.21745575,3.50065322,0.08815002,1.44303901,2.37142365,0.00000000
-5.04552276,6.28383029,4.57809156,3.73141700,0.09188455,1.52805276,2.52050557,0.00000000
-5.03951976,6.67598953,4.94937301,3.96175909,0.09576426,1.61565594,2.66660410,0.00000000
-5.03351676,7.06854247,5.32818138,4.18972524,0.09975529,1.70511148,2.80825111,0.00000000
-5.02751376,7.45798267,5.71106973,4.41340848,0.10381860,1.79559678,2.94405488,0.00000000
-5.02151076,7.84079404,6.09432697,4.63100445,0.10791130,1.88622619,3.07274153,0.00000000
-5.01550775,8.21354884,6.47405414,4.84086528,0.11198834,1.97607685,3.19319357,0.00000000
-5.00950475,8.57300572,6.84625073,5.04154940,0.11600415,2.06421673,3.30448410,0.00000000
-5.00350175,8.91620397,7.20690823,5.23186552,0.11991450,2.14973365,3.40590504,0.00000000
-4.99749875,9.24054998,7.55210790,5.41090857,0.12367816,2.23176406,3.49698858,0.00000000
-4.99149575,9.54389216,7.87811938,5.57808637,0.12725850,2.30952002,3.57752069,0.00000000
-4.98549275,9.82458123,8.18149664,5.73313551,0.13062482,2.38231340,3.64754649,0.00000000
-4.97948974,10.08151326,8.45916780,5.87612595,0.13375339,2.44957605,3.70736720,0.00000000
-4.97348674,10.31415355,8.70851562,6.00745392,0.13662816,2.51087498,3.75752886,0.00000000
-4.96748374,10.52254017,8.92744557,6.12782308,0.13924103,2.56592200,3.79880328,0.00000000
-4.96148074,10.70726691,9.11443896,6.23821463,0.14159184,2.61457732,3.83216201,0.00000000
-4.95547774,10.86944608,9.26858910,6.33984706,0.14368784,2.65684700,3.85874409,0.00000000
-4.94947474,11.01065234,9.38961903,6.43412690,0.14554291,2.69287449,3.87981882,0.00000000
-4.94347174,11.13284976,9.47788022,6.52259183,0.14717648,2.72292667,3.89674453,0.00000000
-4.93746873,11.23830451,9.53433209,6.60684799,0.14861216,2.74737523,3.91092470,0.00000000
-4.93146573,11.32948657,9.56050314,6.68850348,0.14987631,2.76667423,3.92376255,0.00000000
-4.92546273,11.40896408,9.55843503,6.76910011,0.15099647,2.78133514,3.93661551,0.00000000
-4.91945973,11.47929419,9.53061168,6.85004576,0.15199982,2.79190047,3.95075053,0.00000000
-4.91345673,11.54291469,9.47987579,6.93254953,0.15291185,2.79891732,3.96730175,0.00000000
-4.90745373,11.60204042,9.40933597,7.01756208,0.15375503,2.80291217,3.98723139,0.00000000
-4.90145073,11.65856842,9.32226753,7.10572336,0.15454788,2.80436803,4.01129510,0.00000000
-4.89544772,11.71399563,9.22201052,7.19731980,0.15530418,2.80370487,4.04001289,0.00000000
-4.88944472,11.76935220,9.11186847,7.29225292,0.15603263,2.80126434,4.07364634,0.00000000
-4.88344172,11.82515314,8.99501118,7.39002075,0.15673665,2.79729911,4.11218318,0.00000000
-4.87743872,11.88137029,8.87438480,7.48971345,0.15741458,2.79196734,4.15532989,0.00000000
-4.87143572,11.93742564,8.75263200,7.59002371,0.15806009,2.78533208,4.20251267,0.00000000
-4.86543272,11.99220660,8.63202468,7.68927229,0.15866283,2.77736565,4.25288740,0.00000000
-4.85942971,12.04410257,8.51441125,7.78544825,0.15920918,2.76795829,4.30535838,0.00000000
-4.85342671,12.09106161,8.40117967,7.87626301,0.15968320,2.75693063,4.35860574,0.00000000
-4.84742371,12.13066515,8.29323748,7.95921690,0.16006753,2.74404918,4.41112112,0.00000000
-4.84142071,12.16021806,8.19100885,8.03167595,0.16034429,2.72904383,4.46125051,0.00000000
-4.83541771,12.17685076,8.09444840,8.09095661,0.16049603,2.71162675,4.50724335,0.00000000
-4.82941471,12.17762957,8.00307130,8.13441549,0.16050645,2.69151148,4.54730639,0.00000000
-4.82341171,12.15967150,7.91599797,8.15954086,0.16036110,2.66843168,4.57966045,0.00000000
-4.81740870,12.12025898,7.83201193,8.16404255,0.16004799,2.64215861,4.60259848,0.00000000
-4.81140570,12.05695072,7.74962863,8.14593701,0.15955794,2.61251680,4.61454264,0.00000000
-4.80540270,11.96768436,7.66717255,8.10362408,0.15888502,2.57939740,4.61409847,0.00000000
-4.79939970,11.85086739,7.58286016,8.03595248,0.15802673,2.54276879,4.60010411,0.00000000
-4.79339670,11.70545303,7.49488539,7.94227151,0.15698420,2.50268420,4.57167259,0.00000000
-4.78739370,11.53099809,7.40150483,7.82246666,0.15576229,2.45928623,4.52822563,0.00000000
-4.78139070,11.32770088,7.30111934,7.67697763,0.15436963,2.41280812,4.46951747,0.00000000
-4.77538769,11.09641753,7.19234911,7.50679806,0.15281867,2.36357182,4.39564774,0.00000000
-4.76938469,10.83865611,7.07409934,7.31345658,0.15112562,2.31198293,4.30706287,0.00000000
-4.76338169,10.55654844,6.94561393,7.09897997,0.14931040,2.25852273,4.20454578,0.00000000
-4.75737869,10.25280066,6.80651509,6.86583971,0.14739641,2.20373733,4.08919426,0.00000000
-4.75137569,9.93062394,6.65682733,6.61688375,0.14541036,2.14822438,3.96238889,0.00000000
-4.74537269,9.59364789,6.49698476,6.35525627,0.14338185,2.09261757,3.82575162,0.00000000
-4.73936968,9.24581948,6.32782137,6.08430823,0.14134292,2.03756937,3.68109673,0.00000000
-4.73336668,8.89129123,6.15054484,5.80750224,0.13932741,1.98373248,3.53037600,0.00000000
-4.72736368,8.53430252,5.96669480,5.52831518,0.13737015,1.93174047,3.37562024,0.00000000
-4.72136068,8.17905843,5.77808755,5.25014229,0.13550611,1.88218830,3.21887945,0.00000000
-4.71535768,7.82961035,5.58674944,4.97620612,0.13376930,1.83561342,3.06216390,0.00000000
-4.70935468,7.48974296,5.39484196,4.70947361,0.13219167,1.79247797,2.90738816,0.00000000
-4.70335168,7.16287131,5.20458166,4.45258416,0.13080195,1.75315294,2.75632030,0.00000000
-4.69734867,6.85195200,5.01815849,4.20779093,0.12962443,1.71790490,2.61053782,0.00000000
-4.69134567,6.55941130,4.83765582,3.97691724,0.12867785,1.68688580,2.47139178,0.00000000
-4.68534267,6.28709261,4.66497562,3.76132891,0.12797441,1.66012646,2.33998012,0.00000000
-4.67933967,6.03622474,4.50177172,3.56192310,0.12751886,1.63753403,2.21713078,0.00000000
-4.67333667,5.80741178,4.34939367,3.37913327,0.12730795,1.61889355,2.10339470,0.00000000
-4.66733367,5.60064407,4.20884333,3.21294926,0.12732998,1.60387372,1.99904856,0.00000000
-4.66133067,5.41532936,4.08074541,3.06295106,0.12756477,1.59203675,1.90410649,0.00000000
-4.65532766,5.25034214,3.96533282,2.92835418,0.12798384,1.58285170,1.81833981,0.00000000
-4.64932466,5.10408873,3.86244678,2.80806437,0.12855097,1.57571116,1.74130371,0.00000000
-4.64332166,4.97458493,3.77155135,2.70073905,0.12922303,1.56995041,1.67236911,0.00000000
-4.63731866,4.85954300,3.69176103,2.60485271,0.12995106,1.56486835,1.61075848,0.00000000
-4.63131566,4.75646433,3.62188012,2.51876380,0.13068164,1.55974960,1.55558383,0.00000000
-4.62531266,4.66273429,3.56045187,2.44078047,0.13135843,1.55388680,1.50588544,0.00000000
-4.61930965,4.57571598,3.50581514,2.36922289,0.13192384,1.54660244,1.46066976,0.00000000
-4.61330665,4.49283965,3.45616652,2.30248039,0.13232081,1.53726953,1.41894535,0.00000000
-4.60730365,4.41168527,3.40962528,2.23906164,0.13249461,1.52533038,1.37975571,0.00000000
-4.60130065,4.33005595,3.36429903,2.17763704,0.13239464,1.51031317,1.34220809,0.00000000
-4.59529765,4.24604065,3.31834777,2.11707222,0.13197604,1.49184568,1.30549778,0.00000000
-4.58929465,4.15806481,3.27004426,2.05645282,0.13120131,1.46966611,1.26892739,0.00000000
-4.58329165,4.06492846,3.21782901,1.99510007,0.13004157,1.44363061,1.23192101,0.00000000
-4.57728864,3.96583131,3.16035815,1.93257806,0.12847774,1.41371766,1.19403332,0.00000000
-4.57128564,3.86038526,3.09654302,1.86869285,0.12650131,1.38002914,1.15495375,0.00000000
-4.56528264,3.74861466,3.02558041,1.80348460,0.12411491,1.34278832,1.11450616,0.00000000
-4.55927964,3.63094511,2.94697295,1.73721336,0.12133249,1.30233493,1.07264444,0.00000000
-4.55327664,3.50818189,2.86053922,1.67033972,0.11817919,1.25911745,1.02944454,0.00000000
-4.54727364,3.38147911,2.76641361,1.60350123,0.11469089,1.21368303,0.98509353,0.00000000
-4.54127064,3.25230088,2.66503654,1.53748554,0.11091342,1.16666521,0.93987637,0.00000000
-4.53526763,3.12237578,2.55713543,1.47320133,0.10690144,1.11876991,0.89416076,0.00000000
-4.52926463,2.99364621,2.44369774,1.41164780,0.10271717,1.07076004,0.84838098,0.00000000
-4.52326163,2.86821389,2.32593709,1.35388338,0.09842873,1.02343896,0.80302099,0.00000000
-4.51725863,2.74828303,2.20525414,1.30099465,0.09410840,0.97763351,0.75859742,0.00000000
-4.51125563,2.63610259,2.08319367,1.25406573,0.08983079,0.93417668,0.71564298,0.00000000
-4.50525263,2.53390896,1.96139973,1.21414893,0.08567085,0.89389060,0.67469054,0.00000000
-4.49924962,2.44387049,1.84157031,1.18223696,0.08170199,0.85757013,0.63625837,0.00000000
-4.49324662,2.36803495,1.72541331,1.15923717,0.07799416,0.82596738,0.60083677,0.00000000
-4.48724362,2.30828105,1.61460513,1.14594816,0.07461218,0.79977763,0.56887632,0.00000000
-4.48124062,2.26627509,1.51075309,1.14303902,0.07161413,0.77962681,0.54077786,0.00000000
-4.47523762,2.24343329,1.41536259,1.15103153,0.06905003,0.76606081,0.51688441,0.00000000
-4.46923462,2.24089061,1.32980970,1.17028539,0.06696077,0.75953678,0.49747485,0.00000000
-4.46323162,2.25947625,1.25531927,1.20098687,0.06537727,0.76041644,0.48275957,0.00000000
-4.45722861,2.29969607,1.19294875,1.24314074,0.06432003,0.76896142,0.47287770,0.00000000
-4.45122561,2.36172194,1.14357726,1.29656578,0.06379884,0.78533058,0.46789613,0.00000000
-4.44522261,2.44538768,1.10789940,1.36089373,0.06381291,0.80957903,0.46780974,0.00000000
-4.43921961,2.55019141,1.08642305,1.43557177,0.06435113,0.84165885,0.47254304,0.00000000
-4.43321661,2.67530353,1.07947030,1.51986842,0.06539265,0.88142103,0.48195266,0.00000000
-4.42721361,2.81958012,1.08718069,1.61288265,0.06690765,0.92861865,0.49583076,0.00000000
-4.42121061,2.98158077,1.10951584,1.71355623,0.06885821,0.98291073,0.51390902,0.00000000
-4.41520760,3.15959049,1.14626475,1.82068887,0.07119940,1.04386686,0.53586309,0.00000000
-4.40920460,3.35164494,1.19704929,1.93295609,0.07388035,1.11097222,0.56131738,0.00000000
-4.40320160,3.55555864,1.26132937,2.04892946,0.07684549,1.18363288,0.58985013,0.00000000
-4.39719860,3.76895543,1.33840771,2.16709887,0.08003567,1.26118149,0.62099871,0.00000000
-4.39119560,3.98930122,1.42743436,2.28589657,0.08338943,1.34288322,0.65426519,0.00000000
-4.38519260,4.21393840,1.52741110,2.40372258,0.08684413,1.42794215,0.68912215,0.00000000
-4.37918959,4.44012204,1.63719636,2.51897105,0.09033706,1.51550819,0.72501886,0.00000000
-4.37318659,4.66505758,1.75551125,2.63005733,0.09380654,1.60468488,0.76138796,0.00000000
-4.36718359,4.88594004,1.88094730,2.73544513,0.09719290,1.69453809,0.79765256,0.00000000
-4.36118059,5.09999460,2.01197668,2.83367350,0.10043942,1.78410609,0.83323397,0.00000000
-4.35517759,5.30451835,2.14696567,2.92338319,0.10349322,1.87241093,0.86756001,0.00000000
-4.34917459,5.49692309,2.28419162,3.00334185,0.10630607,1.95847149,0.90007386,0.00000000
-4.34317159,5.67477858,2.42186414,3.07246759,0.10883507,2.04131804,0.93024346,0.00000000
-4.33716858,5.83585586,2.55815027,3.12985052,0.11104336,2.12000840,0.95757115,0.00000000
-4.33116558,5.97816977,2.69120375,3.17477168,0.11290063,2.19364536,0.98160351,0.00000000
-4.32516258,6.10001976,2.81919781,3.20671891,0.11438368,2.26139503,1.00194102,0.00000000
-4.31915958,6.20002778,2.94036090,3.22539914,0.11547672,2.32250566,1.01824723,0.00000000
-4.31315658,6.27717219,3.05301418,3.23074664,0.11617171,2.37632623,1.03025711,0.00000000
-4.30715358,6.33081604,3.15560986,3.22292698,0.11646848,2.42232413,1.03778425,0.00000000
