energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up
-6.00000000,1.97042556,0.46216684,0.92354633,0.03290233,0.29119130,0.11539765,0.01520573,0.65147322
-5.99399700,1.89692225,0.44137844,0.89764149,0.03108181,0.27978671,0.10873101,0.01449426,0.62361982
-5.98799400,1.82241926,0.42132731,0.87039689,0.02916039,0.26836099,0.10244178,0.01381167,0.59558102
-5.98199100,1.74741232,0.40203801,0.84201186,0.02717018,0.25696613,0.09656204,0.01315756,0.56756647
-5.97598799,1.67241607,0.38352757,0.81271181,0.02514289,0.24565941,0.09111974,0.01253116,0.53978160
-5.96998499,1.59796580,0.36581066,0.78274766,0.02310901,0.23450454,0.08613926,0.01193163,0.51242778
-5.96398199,1.52461715,0.34890412,0.75239396,0.02109712,0.22357221,0.08164175,0.01135827,0.48570249
-5.95797899,1.45294411,0.33283052,0.72194579,0.01913326,0.21294006,0.07764521,0.01081077,0.45979948
-5.95197599,1.38353517,0.31762093,0.69171469,0.01724052,0.20269228,0.07416448,0.01028939,0.43490884
-5.94597299,1.31698821,0.30331670,0.66202364,0.01543868,0.19291868,0.07121087,0.00979517,0.41121703
-5.93996998,1.25390431,0.28997026,0.63320158,0.01374411,0.18371355,0.06879179,0.00933002,0.38890691
-5.93396698,1.19488087,0.27764522,0.60557754,0.01216973,0.17517425,0.06691015,0.00889686,0.36815775
-5.92796398,1.14050458,0.26641561,0.57947472,0.01072509,0.16739975,0.06556385,0.00849966,0.34914514
-5.92196098,1.09134439,0.25636464,0.55520488,0.00941660,0.16048909,0.06474514,0.00814350,0.33204093
-5.91595798,1.04794500,0.24758298,0.53306309,0.00824781,0.15453993,0.06444023,0.00783453,0.31701313
-5.90995498,1.01082102,0.24016670,0.51332314,0.00721978,0.14964727,0.06462890,0.00757994,0.30422562
-5.90395198,0.98045196,0.23421508,0.49623384,0.00633145,0.14590222,0.06528441,0.00738792,0.29383788
-5.89794897,0.95727808,0.22982837,0.48201608,0.00558004,0.14339102,0.06637359,0.00726750,0.28600443
-5.89194597,0.94169716,0.22710547,0.47086090,0.00496146,0.14219413,0.06785728,0.00722845,0.28087403
-5.88594297,0.93406179,0.22614173,0.46292841,0.00447067,0.14238549,0.06969095,0.00728107,0.27858861
-5.87993997,0.93467726,0.22702683,0.45834744,0.00410199,0.14403176,0.07182569,0.00743603,0.27928166
-5.87393697,0.94379934,0.22984263,0.45721592,0.00384937,0.14719155,0.07420937,0.00770409,0.28307623
-5.86793397,0.96163186,0.23466111,0.45960157,0.00370664,0.15191457,0.07678807,0.00809584,0.29008226
-5.86193097,0.98832363,0.24154223,0.46554291,0.00366759,0.15824052,0.07950763,0.00862143,0.30039329
-5.85592796,1.02396420,0.25053169,0.47505015,0.00372611,0.16619787,0.08231528,0.00929019,0.31408247
-5.84992496,1.06857837,0.26165852,0.48810584,0.00387621,0.17580223,0.08516125,0.01011031,0.33119795
-5.84392196,1.12211915,0.27493253,0.50466506,0.00411197,0.18705449,0.08800030,0.01108851,0.35175761
-5.83791896,1.18445923,0.29034147,0.52465502,0.00442746,0.19993871,0.09079308,0.01222959,0.37574336
-5.83191596,1.25538102,0.30784813,0.54797393,0.00481669,0.21441975,0.09350721,0.01353616,0.40309512
-5.82591296,1.33456582,0.32738733,0.57448920,0.00527344,0.23044083,0.09611806,0.01500824,0.43370483
-5.81990995,1.42158246,0.34886290,0.60403504,0.00579116,0.24792110,0.09860914,0.01664298,0.46741066
-5.81390695,1.51587644,0.37214503,0.63640970,0.00636285,0.26675344,0.10097204,0.01843440,0.50399203
-5.80790395,1.61676025,0.39706789,0.67137250,0.00698091,0.28680263,0.10320609,0.02037320,0.54316556
-5.80190095,1.72340614,0.42342808,0.70864114,0.00763714,0.30790415,0.10531744,0.02244667,0.58458268
-5.79589795,1.83484220,0.45098397,0.74788963,0.00832263,0.32986375,0.10731797,0.02463871,0.62782898
-5.78989495,1.94995292,0.47945614,0.78874717,0.00902783,0.35245805,0.10922374,0.02692989,0.67242597
-5.78389195,2.06748510,0.50852935,0.83079852,0.00974253,0.37543627,0.11105342,0.02929772,0.71783531
-5.77788894,2.18605972,0.53785591,0.87358605,0.01045603,0.39852318,0.11282643,0.03171695,0.76346574
-5.77188594,2.30419022,0.56706077,0.91661390,0.01115726,0.42142336,0.11456119,0.03416008,0.80868285
