energy_ev,total_up,Rh_p_up,Rh_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-5.21960980,7.50614487,2.86369920,4.53924360,1.22484026,0.06721428,1.95473481,0.00000000
-5.21360680,7.21414170,2.77101866,4.34886807,1.14417479,0.06451758,1.91610199,0.00000000
-5.20760380,6.92513340,2.68213212,4.15932126,1.06374022,0.06175346,1.87919341,0.00000000
-5.20160080,6.64230011,2.59821028,3.97269520,0.98439507,0.05895537,1.84426253,0.00000000
-5.19559780,6.36860279,2.52023806,3.79097465,0.90694678,0.05615693,1.81150785,0.00000000
-5.18959480,6.10670630,2.44899045,3.61598616,0.83213245,0.05339089,1.78106893,0.00000000
-5.18359180,5.85891905,2.38501837,3.44935656,0.76060356,0.05068819,1.75302528,0.00000000
-5.17758879,5.62715168,2.32864516,3.29248278,0.69291476,0.04807716,1.72739832,0.00000000
-5.17158579,5.41289652,2.27997409,3.14651404,0.62951721,0.04558288,1.70415655,0.00000000
-5.16558279,5.21722829,2.23890651,3.01234687,0.57075626,0.04322672,1.68322379,0.00000000
-5.15957979,5.04082559,2.20516966,2.89063286,0.51687343,0.04102608,1.66449060,0.00000000
-5.15357679,4.88401189,2.17835313,2.78179839,0.46801200,0.03899434,1.64782839,0.00000000
-5.14757379,4.74681325,2.15795193,2.68607485,0.42422596,0.03714101,1.63310589,0.00000000
-5.14157079,4.62902982,2.14341422,2.60353754,0.38549132,0.03547198,1.62020753,0.00000000
-5.13556778,4.53031683,2.13419128,2.53415082,0.35171929,0.03399003,1.60905281,0.00000000
-5.12956478,4.45027059,2.12978714,2.47781690,0.32277036,0.03269531,1.59961581,0.00000000
-5.12356178,4.38851467,2.12980535,2.43442533,0.29846860,0.03158595,1.59194399,0.00000000
-5.11755878,4.34478119,2.13399030,2.40390026,0.27861551,0.03065871,1.58617489,0.00000000
-5.11155578,4.31898240,2.14226090,2.38624257,0.26300265,0.02990953,1.58254993,0.00000000
-5.10555278,4.31126811,2.15473452,2.38156423,0.25142261,0.02933409,1.58142392,0.00000000
-5.09954977,4.32206522,2.17173976,2.39011270,0.24367790,0.02892823,1.58326951,0.00000000
-5.09354677,4.35209637,2.19381685,2.41228345,0.23958749,0.02868831,1.58867557,0.00000000
-5.08754377,4.40237580,2.22170550,2.44861957,0.23899075,0.02861136,1.59833914,0.00000000
-5.08154077,4.47418184,2.25632008,2.49979790,0.24174892,0.02869514,1.61305042,0.00000000
-5.07553777,4.56900646,2.29871319,2.56660200,0.24774415,0.02893807,1.63367108,0.00000000
-5.06953477,4.68848375,2.35002880,2.64988296,0.25687632,0.02933897,1.66110620,0.00000000
-5.06353177,4.83430039,2.41144714,2.75050970,0.26905801,0.02989677,1.69627069,0.00000000
-5.05752876,5.00809233,2.48412359,2.86931124,0.28420809,0.03061009,1.74005137,0.00000000
-5.05152576,5.21133247,2.56912442,3.00701372,0.30224420,0.03147680,1.79326609,0.00000000
-5.04552276,5.44521525,2.66736230,3.16417550,0.32307491,0.03249354,1.85662179,0.00000000
-5.03951976,5.71054399,2.77953466,3.34112380,0.34659185,0.03365529,1.93067309,0.00000000
-5.03351676,6.00762703,2.90606781,3.53789638,0.37266246,0.03495501,2.01578369,0.00000000
-5.02751376,6.33618838,3.04706950,3.75419157,0.40112372,0.03638335,2.11209214,0.00000000
-5.02151076,6.69529782,3.20229225,3.98932963,0.43177738,0.03792848,2.21948398,0.00000000
-5.01550775,7.08332461,3.37110928,4.24222770,0.46438693,0.03957607,2.33757164,0.00000000
-5.00950475,7.49791769,3.55250414,4.51139016,0.49867654,0.04130938,2.46568327,0.00000000
-5.00350175,7.93601381,3.74507472,4.79491527,0.53433221,0.04310951,2.60286127,0.00000000
-4.99749875,8.39387388,3.94705147,5.09051796,0.57100490,0.04495582,2.74787093,0.00000000
-4.99149575,8.86714599,4.15632905,5.39556816,0.60831575,0.04682635,2.89921887,0.00000000
-4.98549275,9.35095249,4.37051010,5.70714278,0.64586301,0.04869844,3.05518090,0.00000000
-4.97948974,9.83999723,4.58695915,6.02208915,0.68323043,0.05054932,3.21383805,0.00000000
-4.97348674,10.32868811,4.80286462,6.33709686,0.71999671,0.05235677,3.37311959,0.00000000
-4.96748374,10.81126942,5.01530618,6.64877475,0.75574538,0.05409972,3.53085132,0.00000000
-4.96148074,11.28195817,5.22132487,6.95372948,0.79007496,0.05575879,3.68480712,0.00000000
-4.95547774,11.73507877,5.41799352,7.24864228,0.82260852,0.05731680,3.83276216,0.00000000
-4.94947474,12.16519040,5.60248478,7.53034059,0.85300244,0.05875910,3.97254549,0.00000000
-4.94347174,12.56720262,5.77213472,7.79586190,0.88095392,0.06007383,4.10209038,0.00000000
-4.93746873,12.93647512,5.92449999,8.04250744,0.90620678,0.06125203,4.21948080,0.00000000
-4.93146573,13.26889894,6.05740724,8.26788429,0.92855553,0.06228759,4.32299258,0.00000000
-4.92546273,13.56095758,6.16899367,8.46993513,0.94784746,0.06317713,4.41112818,0.00000000
-4.91945973,13.80976741,6.25773810,8.64695563,0.96398274,0.06391972,4.48264447,0.00000000
-4.91345673,14.01309808,6.32248250,8.79760004,0.97691281,0.06451656,4.53657297,0.00000000
-4.90745373,14.16937456,6.36244402,8.92087646,0.98663705,0.06497056,4.57223257,0.00000000
-4.90145073,14.27766305,6.37721812,9.01613343,0.99319819,0.06528593,4.58923494,0.00000000
-4.89544772,14.33764375,6.36677345,9.08303988,0.99667681,0.06546777,4.58748293,0.00000000
-4.88944472,14.34957356,6.33143935,9.12156087,0.99718524,0.06552162,4.56716290,0.00000000
-4.88344172,14.31424199,6.27188705,9.13193102,0.99486139,0.06545312,4.52873134,0.00000000
-4.87743872,14.23292327,6.18910548,9.11462797,0.98986273,0.06526774,4.47289702,0.00000000
-4.87143572,14.10732727,6.08437276,9.07034728,0.98236093,0.06497056,4.40059918,0.00000000
-4.86543272,13.93955152,5.95922436,8.99998023,0.97253732,0.06456609,4.31298285,0.00000000
-4.85942971,13.73203569,5.81541884,8.90459527,0.96057937,0.06405828,4.21137191,0.00000000
-4.85342671,13.48751967,5.65490194,8.78542340,0.94667827,0.06345052,4.09724070,0.00000000
-4.84742371,13.20900542,5.47976986,8.64384741,0.93102764,0.06274571,3.97218472,0.00000000
-4.84142071,12.89972246,5.29223234,8.48139422,0.91382321,0.06194644,3.83789106,0.00000000
-4.83541771,12.56309634,5.09457619,8.29972961,0.89526335,0.06105516,3.69610889,0.00000000
-4.82941471,12.20271922,4.88912971,8.10065403,0.87555012,0.06007436,3.54862052,0.00000000
-4.82341171,11.82232121,4.67822850,7.88609828,0.85489060,0.05900679,3.39721330,0.00000000
-4.81740870,11.42574169,4.46418314,7.65811777,0.83349825,0.05785568,3.24365273,0.00000000
-4.81140570,11.01689914,4.24924895,7.41888427,0.81159383,0.05662487,3.08965703,0.00000000
-4.80540270,10.59975906,4.03559821,7.17067409,0.78940578,0.05531895,2.93687346,0.00000000
-4.79939970,10.17829911,3.82529514,6.91585213,0.76716976,0.05394339,2.78685673,0.00000000
-4.79339670,9.75647147,3.62027381,6.65685149,0.74512718,0.05250455,2.64104971,0.00000000
-4.78739370,9.33816262,3.42231916,6.39614853,0.72352270,0.05100969,2.50076683,0.00000000
-4.78139070,8.92715105,3.23305133,6.13623401,0.70260067,0.04946696,2.36718027,0.00000000
-4.77538769,8.52706393,3.05391348,5.87958083,0.68260067,0.04788529,2.24130942,0.00000000
-4.76938469,8.14133386,2.88616309,5.62860959,0.66375226,0.04627430,2.12401358,0.00000000
-4.76338169,7.77315723,2.73086687,5.38565303,0.64626931,0.04464416,2.01598827,0.00000000
-4.75737869,7.42545566,2.58889940,5.15292089,0.63034406,0.04300547,1.91776497,0.00000000
-4.75137569,7.10084211,2.46094535,4.93246651,0.61614143,0.04136911,1.82971458,0.00000000
-4.74537269,6.80159310,2.34750536,4.72615667,0.60379376,0.03974608,1.75205417,0.00000000
-4.73936968,6.52962833,2.24890535,4.53564585,0.59339644,0.03814746,1.68485704,0.00000000
-4.73336668,6.28649860,2.16530906,4.36235605,0.58500464,0.03658423,1.62806564,0.00000000
-4.72736368,6.07338271,2.09673354,4.20746296,0.57863147,0.03506728,1.58150689,0.00000000
-4.72136068,5.89109350,2.04306706,4.07188900,0.57424756,0.03360733,1.54490945,0.00000000
-4.71535768,5.74009273,2.00408892,3.95630332,0.57178236,0.03221494,1.51792224,0.00000000
-4.70935468,5.62051407,1.97949045,3.86112859,0.57112699,0.03090055,1.50013362,0.00000000
-4.70335168,5.53219310,1.96889631,3.78655407,0.57213852,0.02967447,1.49109037,0.00000000
-4.69734867,5.47470267,1.97188532,3.73255398,0.57464561,0.02854696,1.49031594,0.00000000
-4.69134567,5.44739175,1.98800970,3.69891010,0.57845509,0.02752823,1.49732711,0.00000000
-4.68534267,5.44942577,2.01681183,3.68523715,0.58335926,0.02662853,1.51164851,0.00000000
-4.67933967,5.47982609,2.05783753,3.69100960,0.58914348,0.02585805,1.53282440,0.00000000
-4.67333667,5.53750651,2.11064509,3.71558812,0.59559369,0.02522697,1.56042729,0.00000000
-4.66733367,5.62130469,2.17480933,3.75824436,0.60250350,0.02474529,1.59406301,0.00000000
-4.66133067,5.73000676,2.24992027,3.81818249,0.60968042,0.02442275,1.63337219,0.00000000
-4.65532766,5.86236366,2.33557626,3.89455651,0.61695111,0.02426855,1.67802799,0.00000000
-4.64932466,6.01709845,2.43137169,3.98648217,0.62416519,0.02429117,1.72773046,0.00000000
-4.64332166,6.19290413,2.53687997,4.09304322,0.63119771,0.02449799,1.78219764,0.00000000
-4.63731866,6.38843249,2.65163236,4.21329174,0.63795005,0.02489498,1.84115416,0.00000000
-4.63131566,6.60227490,2.77509416,4.34624287,0.64434938,0.02548632,1.90431782,0.00000000
-4.62531266,6.83293671,2.90663955,4.49086476,0.65034674,0.02627398,1.97138507,0.00000000
-4.61930965,7.07880759,3.04552683,4.64606487,0.65591412,0.02725740,2.04201629,0.00000000
-4.61330665,7.33813037,3.19087596,4.81067415,0.66104048,0.02843312,2.11582169,0.00000000
-4.60730365,7.60897159,3.34165018,4.98343094,0.66572745,0.02979453,2.19234901,0.00000000
-4.60130065,7.88919684,3.49664347,5.16296663,0.66998466,0.03133166,2.27107384,0.00000000
-4.59529765,8.17645406,3.65447547,5.34779494,0.67382536,0.03303114,2.35139339,0.00000000
-4.58929465,8.46816773,3.81359492,5.53630702,0.67726237,0.03487618,2.43262450,0.00000000
-4.58329165,8.76154622,3.97229256,5.72677376,0.68030490,0.03684674,2.51400638,0.00000000
-4.57728864,9.05360397,4.12872360,5.91735687,0.68295626,0.03891988,2.59470831,0.00000000
-4.57128564,9.34119950,4.28093951,6.10612928,0.68521274,0.04107013,2.67384241,0.00000000
-4.56528264,9.62108872,4.42692830,6.29110523,0.68706359,0.04327009,2.75048111,0.00000000
-4.55927964,9.88999269,4.56466174,6.47027945,0.68849217,0.04549108,2.82367882,0.00000000
-4.55327664,10.14467720,4.69214762,6.64167421,0.68947812,0.04770386,2.89249699,0.00000000
-4.54727364,10.38204119,4.80748480,6.80339251,0.69000031,0.04987950,2.95603128,0.00000000
-4.54127064,10.59920980,4.90891839,6.95367497,0.69004036,0.05199018,3.01343990,0.00000000
-4.53526763,10.79362750,4.99489232,7.09095746,0.68958642,0.05401003,3.06397140,0.00000000
-4.52926463,10.96314624,5.06409687,7.21392656,0.68863681,0.05591588,3.10699064,0.00000000
-4.52326163,11.10610382,5.11550843,7.32156945,0.68720334,0.05768803,3.14200152,0.00000000
-4.51725863,11.22138769,5.14841974,7.41321524,0.68531376,0.05931078,3.16866515,0.00000000
-4.51125563,11.30848018,5.16245891,7.48856501,0.68301342,0.06077293,3.18681249,0.00000000
-4.50525263,11.36748211,5.15759636,7.54770827,0.68036553,0.06206804,3.19645049,0.00000000
-4.49924962,11.39911264,5.13413937,7.59112438,0.67745034,0.06319458,3.19776151,0.00000000
-4.49324662,11.40468459,5.09271465,7.61966800,0.67436284,0.06415582,3.19109574,0.00000000
-4.48724362,11.38605596,5.03423999,7.63453894,0.67120928,0.06495965,3.17695699,0.00000000
-4.48124062,11.34555923,4.95988661,7.63723709,0.66810263,0.06561808,3.15598246,0.00000000
-4.47523762,11.28591172,4.87103411,7.62950434,0.66515705,0.06614673,3.12891743,0.00000000
-4.46923462,11.21011091,4.76922059,7.61325597,0.66248193,0.06656409,3.09658611,0.00000000
-4.46323162,11.12131949,4.65609025,7.59050445,0.66017562,0.06689073,3.05985995,0.00000000
-4.45722861,11.02274561,4.53334107,7.56327910,0.65831936,0.06714840,3.01962505,0.00000000
-4.45122561,10.91752337,4.40267487,7.53354527,0.65697163,0.06735914,2.97675006,0.00000000
-4.44522261,10.80859922,4.26575184,7.50312642,0.65616344,0.06754434,2.93205599,0.00000000
-4.43921961,10.69862873,4.12415108,7.47363267,0.65589468,0.06772392,2.88628931,0.00000000
-4.43321661,10.58988814,3.97933853,7.44639867,0.65613188,0.06791547,2.84009934,0.00000000
-4.42721361,10.48420377,3.83264282,7.42243325,0.65680747,0.06813359,2.79402074,0.00000000
-4.42121061,10.38290171,3.68523939,7.40238272,0.65782062,0.06838931,2.74846165,0.00000000
-4.41520760,10.28677893,3.53814244,7.38650894,0.65903966,0.06868962,2.70369771,0.00000000
-4.40920460,10.19609609,3.39220437,7.37468267,0.66030596,0.06903723,2.65987187,0.00000000
-4.40320160,10.11059131,3.24812143,7.36639189,0.66143903,0.06943043,2.61699968,0.00000000
-4.39719860,10.02951318,3.10644472,7.36076447,0.66224272,0.06986314,2.57497954,0.00000000
-4.39119560,9.95167095,2.96759499,7.35660361,0.66251213,0.07032510,2.53360707,0.00000000
-4.38519260,9.87549895,2.83188017,7.35243454,0.66204091,0.07080219,2.49259296,0.00000000
-4.37918959,9.79913218,2.69951431,7.34656026,0.66062866,0.07127695,2.45158309,0.00000000
-4.37318659,9.72048982,2.57063671,7.33712420,0.65808812,0.07172910,2.41018021,0.00000000
-4.36718359,9.63736350,2.44533054,7.32217740,0.65425178,0.07213625,2.36796613,0.00000000
-4.36118059,9.54750701,2.32364001,7.29974798,0.64897776,0.07247462,2.32452357,0.00000000
-4.35517759,9.44872483,2.20558568,7.26791063,0.64215469,0.07271981,2.27945696,0.00000000
-4.34917459,9.33895675,2.09117761,7.22485413,0.63370551,0.07284762,2.23241148,0.00000000
-4.34317159,9.21635650,1.98042614,7.16894504,0.62359006,0.07283483,2.18308980,0.00000000
-4.33716858,9.07936238,1.87335041,7.09878580,0.61180648,0.07265995,2.13126623,0.00000000
-4.33116558,8.92675856,1.76998472,7.01326608,0.59839142,0.07230397,2.07679788,0.00000000
-4.32516258,8.75772567,1.67038285,6.91160579,0.58341919,0.07175098,2.01963273,0.00000000
-4.31915958,8.57187977,1.57462073,6.79338923,0.56699989,0.07098875,1.95981455,0.00000000
-4.31315658,8.36929910,1.48279749,6.65858915,0.54927672,0.07000918,1.89748474,0.00000000
-4.30715358,8.15053794,1.39503532,6.50758040,0.53042257,0.06880864,1.83288105,0.00000000
