energy_ev,total_up,Al_p_up,Al_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,1.08968334,0.07066248,0.00000000,0.35948861,0.10116071,0.60055403,0.00000000
-5.99399700,1.18427142,0.07496473,0.00000000,0.38523078,0.11077120,0.65831461,0.00000000
-5.98799400,1.28525596,0.07943689,0.00000000,0.41440184,0.12079222,0.71915799,0.00000000
-5.98199100,1.39211700,0.08404630,0.00000000,0.44693660,0.13116673,0.78275760,0.00000000
-5.97598799,1.50425522,0.08876060,0.00000000,0.48274669,0.14183096,0.84873505,0.00000000
-5.96998499,1.62099949,0.09354846,0.00000000,0.52172217,0.15271519,0.91666370,0.00000000
-5.96398199,1.74161447,0.09838011,0.00000000,0.56373217,0.16374461,0.98607285,0.00000000
-5.95797899,1.86530828,0.10322769,0.00000000,0.60862489,0.17484018,1.05645273,0.00000000
-5.95197599,1.99123996,0.10806539,0.00000000,0.65622674,0.18591958,1.12726019,0.00000000
-5.94597299,2.11852693,0.11286942,0.00000000,0.70634091,0.19689816,1.19792503,0.00000000
-5.93996998,2.24625244,0.11761774,0.00000000,0.75874544,0.20768990,1.26785706,0.00000000
-5.93396698,2.37347320,0.12228973,0.00000000,0.81319104,0.21820840,1.33645380,0.00000000
-5.92796398,2.49922730,0.12686568,0.00000000,0.86939892,0.22836788,1.40310886,0.00000000
-5.92196098,2.62254278,0.13132624,0.00000000,0.92705897,0.23808420,1.46722081,0.00000000
-5.91595798,2.74244669,0.13565195,0.00000000,0.98582843,0.24727589,1.52820258,0.00000000
-5.90995498,2.85797519,0.13982265,0.00000000,1.04533154,0.25586525,1.58549103,0.00000000
-5.90395198,2.96818425,0.14381713,0.00000000,1.10516018,0.26377937,1.63855670,0.00000000
-5.89794897,3.07216134,0.14761290,0.00000000,1.16487598,0.27095126,1.68691326,0.00000000
-5.89194597,3.16903765,0.15118603,0.00000000,1.22401374,0.27732093,1.73012652,0.00000000
-5.88594297,3.25800079,0.15451131,0.00000000,1.28208652,0.28283640,1.76782252,0.00000000
-5.87993997,3.33830755,0.15756257,0.00000000,1.33859217,0.28745470,1.79969453,0.00000000
-5.87393697,3.40929638,0.16031314,0.00000000,1.39302131,0.29114278,1.82550852,0.00000000
-5.86793397,3.47039920,0.16273657,0.00000000,1.44486653,0.29387824,1.84510684,0.00000000
-5.86193097,3.52115196,0.16480746,0.00000000,1.49363260,0.29564994,1.85841006,0.00000000
-5.85592796,3.56120376,0.16650241,0.00000000,1.53884734,0.29645846,1.86541668,0.00000000
-5.84992496,3.59032401,0.16780098,0.00000000,1.58007269,0.29631625,1.86620082,0.00000000
-5.84392196,3.60840737,0.16868674,0.00000000,1.61691572,0.29524769,1.86090804,0.00000000
-5.83791896,3.61547642,0.16914815,0.00000000,1.64903895,0.29328879,1.84974941,0.00000000
-5.83191596,3.61168176,0.16917945,0.00000000,1.67616974,0.29048676,1.83299425,0.00000000
-5.82591296,3.59729983,0.16878132,0.00000000,1.69810815,0.28689934,1.81096188,0.00000000
-5.81990995,3.57272827,0.16796136,0.00000000,1.71473311,0.28259397,1.78401288,0.00000000
-5.81390695,3.53847928,0.16673433,0.00000000,1.72600637,0.27764675,1.75254020,0.00000000
-5.80790395,3.49517098,0.16512224,0.00000000,1.73197426,0.27214134,1.71696064,0.00000000
-5.80190095,3.44351726,0.16315401,0.00000000,1.73276690,0.26616768,1.67770706,0.00000000
-5.79589795,3.38431616,0.16086511,0.00000000,1.72859501,0.25982074,1.63522152,0.00000000
-5.78989495,3.31843726,0.15829681,0.00000000,1.71974433,0.25319912,1.58994964,0.00000000
-5.78389195,3.24680815,0.15549535,0.00000000,1.70656772,0.24640372,1.54233613,0.00000000
-5.77788894,3.17040025,0.15251088,0.00000000,1.68947541,0.23953631,1.49282152,0.00000000
-5.77188594,3.09021418,0.14939643,0.00000000,1.66892357,0.23269818,1.44183987,0.00000000
-5.76588294,3.00726479,0.14620669,0.00000000,1.64540168,0.22598869,1.38981732,0.00000000
-5.75987994,2.92256600,0.14299686,0.00000000,1.61941917,0.21950394,1.33717107,0.00000000
-5.75387694,2.83711562,0.13982160,0.00000000,1.59149175,0.21333535,1.28430864,0.00000000
-5.74787394,2.75188032,0.13673397,0.00000000,1.56212802,0.20756833,1.23162690,0.00000000
-5.74187094,2.66778099,0.13378458,0.00000000,1.53181672,0.20228093,1.17951088,0.00000000
-5.73586793,2.58567863,0.13102082,0.00000000,1.50101516,0.19754262,1.12833194,0.00000000
-5.72986493,2.50636124,0.12848633,0.00000000,1.47013913,0.19341303,1.07844534,0.00000000
-5.72386193,2.43053188,0.12622053,0.00000000,1.43955465,0.18994096,1.03018715,0.00000000
-5.71785893,2.35879835,0.12425842,0.00000000,1.40957186,0.18716341,0.98387054,0.00000000
-5.71185593,2.29166481,0.12263041,0.00000000,1.38044104,0.18510487,0.93978174,0.00000000
-5.70585293,2.22952564,0.12136229,0.00000000,1.35235096,0.18377688,0.89817569,0.00000000
-5.69984992,2.17266187,0.12047526,0.00000000,1.32542952,0.18317776,0.85927182,0.00000000
-5.69384692,2.12124037,0.11998601,0.00000000,1.29974643,0.18329276,0.82325019,0.00000000
-5.68784392,2.07531586,0.11990673,0.00000000,1.27531796,0.18409439,0.79024813,0.00000000
-5.68184092,2.03483573,0.12024511,0.00000000,1.25211326,0.18554322,0.76035783,0.00000000
-5.67583792,1.99964760,0.12100426,0.00000000,1.23006211,0.18758880,0.73362491,0.00000000
-5.66983492,1.96950923,0.12218253,0.00000000,1.20906360,0.19017102,0.71004803,0.00000000
-5.66383192,1.94410047,0.12377320,0.00000000,1.18899554,0.19322156,0.68957982,0.00000000
-5.65782891,1.92303673,0.12576407,0.00000000,1.16972391,0.19666561,0.67212885,0.00000000
-5.65182591,1.90588350,0.12813702,0.00000000,1.15111230,0.20042360,0.65756265,0.00000000
-5.64582291,1.89217124,0.13086745,0.00000000,1.13303068,0.20441302,0.64571174,0.00000000
-5.63981991,1.88141006,0.13392378,0.00000000,1.11536331,0.20855022,0.63637428,0.00000000
-5.63381691,1.87310382,0.13726691,0.00000000,1.09801550,0.21275203,0.62932135,0.00000000
-5.62781391,1.86676288,0.14084996,0.00000000,1.08091891,0.21693738,0.62430258,0.00000000
-5.62181091,1.86191548,0.14461801,0.00000000,1.06403529,0.22102855,0.62105192,0.00000000
-5.61580790,1.85811709,0.14850824,0.00000000,1.04735847,0.22495237,0.61929343,0.00000000
-5.60980490,1.85495798,0.15245028,0.00000000,1.03091473,0.22864109,0.61874702,0.00000000
-5.60380190,1.85206865,0.15636696,0.00000000,1.01476137,0.23203314,0.61913383,0.00000000
-5.59779890,1.84912335,0.16017543,0.00000000,0.99898379,0.23507357,0.62018152,0.00000000
-5.59179590,1.84584180,0.16378863,0.00000000,0.98369103,0.23771441,0.62162901,0.00000000
