energy_ev,total_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.28564282,5.56325522,0.22999822,0.00000000,0.10279394,2.92102343,2.13915340,1.84406121
-5.27963982,5.51314278,0.22857299,0.00000000,0.10153265,2.94945512,2.10529778,1.85213430
-5.27363682,5.46596940,0.22721710,0.00000000,0.10048935,2.97998170,2.07703866,1.86020135
-5.26763382,5.42253274,0.22595176,0.00000000,0.09967145,3.01217148,2.05490966,1.86811181
-5.26163082,5.38319818,0.22478221,0.00000000,0.09907773,3.04538184,2.03920041,1.87560670
-5.25562781,5.34790353,0.22369784,0.00000000,0.09869900,3.07878290,2.02996026,1.88232982
-5.24962481,5.31618201,0.22267315,0.00000000,0.09851906,3.11138871,2.02701013,1.88784352
-5.24362181,5.28720203,0.22166927,0.00000000,0.09851577,3.14209466,2.02996137,1.89164795
-5.23761881,5.25982122,0.22063609,0.00000000,0.09866220,3.16971943,2.03824055,1.89320323
-5.23161581,5.23265219,0.21951481,0.00000000,0.09892790,3.19304988,2.05111887,1.89195324
-5.22561281,5.20413654,0.21824082,0.00000000,0.09928002,3.21088694,2.06774490,1.88735026
-5.21960980,5.17262376,0.21674685,0.00000000,0.09968455,3.22209102,2.08717913,1.87887927
-5.21360680,5.13645167,0.21496609,0.00000000,0.10010730,3.22562489,2.10842932,1.86608101
-5.20760380,5.09402493,0.21283533,0.00000000,0.10051490,3.22059295,2.13048521,1.84857285
-5.20160080,5.04388843,0.21029780,0.00000000,0.10087562,3.20627520,2.15235188,1.82606678
-5.19559780,4.98479309,0.20730578,0.00000000,0.10116005,3.18215516,2.17308067,1.79838381
-5.18959480,4.91575163,0.20382279,0.00000000,0.10134172,3.14794066,2.19179730,1.76546444
-5.18359180,4.83608264,0.19982519,0.00000000,0.10139752,3.10357732,2.20772656,1.72737482
-5.17758879,4.74544204,0.19530338,0.00000000,0.10130810,3.04925429,2.22021338,1.68430861
-5.17158579,4.64384122,0.19026234,0.00000000,0.10105819,2.98540245,2.22874021,1.63658449
-5.16558279,4.53165216,0.18472165,0.00000000,0.10063677,2.91268550,2.23294059,1.58463983
-5.15957979,4.40959988,0.17871492,0.00000000,0.10003729,2.83198437,2.23260905,1.52902053
-5.15357679,4.27874349,0.17228884,0.00000000,0.09925783,2.74437592,2.22770731,1.47036793
-5.14757379,4.14044700,0.16550165,0.00000000,0.09830116,2.65110678,2.21836697,1.40940304
-5.14157079,3.99634150,0.15842143,0.00000000,0.09717484,2.55356316,2.20488855,1.34690886
-5.13556778,3.84828052,0.15112403,0.00000000,0.09589122,2.45323797,2.18773695,1.28371146
-5.12956478,3.69829011,0.14369085,0.00000000,0.09446740,2.35169587,2.16753323,1.22066027
-5.12356178,3.54851539,0.13620657,0.00000000,0.09292511,2.25053752,2.14504242,1.15860833
-5.11755878,3.40116512,0.12875688,0.00000000,0.09129047,2.15136354,2.12115747,1.09839284
-5.11155578,3.25845565,0.12142627,0.00000000,0.08959359,2.05573921,2.09687894,1.04081667
-5.10555278,3.12255549,0.11429597,0.00000000,0.08786808,1.96516027,2.07329056,0.98663088
-5.09954977,2.99553157,0.10744210,0.00000000,0.08615039,1.88102063,2.05153077,0.93651894
-5.09354677,2.87929815,0.10093402,0.00000000,0.08447889,1.80458219,2.03276043,0.89108247
-5.08754377,2.77556939,0.09483295,0.00000000,0.08289294,1.73694749,2.01812735,0.85082913
-5.08154077,2.68581624,0.08919086,0.00000000,0.08143169,1.67903540,2.00872847,0.81616244
-5.07553777,2.61122871,0.08404963,0.00000000,0.08013286,1.63156042,2.00557077,0.78737394
-5.06953477,2.55268444,0.07944049,0.00000000,0.07903139,1.59501610,2.00953243,0.76463777
-5.06353177,2.51072442,0.07538374,0.00000000,0.07815810,1.56966306,2.02132577,0.74800781
-5.05752876,2.48553701,0.07188874,0.00000000,0.07753848,1.55552213,2.04146390,0.73741749
-5.05152576,2.47695115,0.06895414,0.00000000,0.07719153,1.55237332,2.07023297,0.73268256
-5.04552276,2.48443978,0.06656843,0.00000000,0.07712881,1.55976094,2.10767192,0.73350681
-5.03951976,2.50713408,0.06471062,0.00000000,0.07735382,1.57700543,2.15356137,0.73949081
-5.03351676,2.54384911,0.06335127,0.00000000,0.07786167,1.60322212,2.20742311,0.75014381
-5.02751376,2.59312091,0.06245364,0.00000000,0.07863912,1.63734679,2.26853123,0.76489850
-5.02151076,2.65325465,0.06197511,0.00000000,0.07966502,1.67816805,2.33593516,0.78312859
-5.01550775,2.72238290,0.06186869,0.00000000,0.08091119,1.72436562,2.40849456,0.80416872
-5.00950475,2.79853268,0.06208468,0.00000000,0.08234365,1.77455378,2.48492509,0.82733620
-5.00350175,2.87969882,0.06257242,0.00000000,0.08392419,1.82732859,2.56385361,0.85195397
-4.99749875,2.96392145,0.06328203,0.00000000,0.08561224,1.88131720,2.64388039,0.87737387
-4.99149575,3.04936407,0.06416615,0.00000000,0.08736688,1.93522741,2.72364572,0.90299947
-4.98549275,3.13438905,0.06518151,0.00000000,0.08914898,1.98789534,2.80189772,0.92830727
-4.97948974,3.21762683,0.06629035,0.00000000,0.09092328,2.03832897,2.87755771,0.95286548
-4.97348674,3.29803535,0.06746169,0.00000000,0.09266035,2.08574553,2.94977981,0.97634931
-4.96748374,3.37494630,0.06867208,0.00000000,0.09433822,2.12960070,3.01800124,0.99855194
-4.96148074,3.44809551,0.06990627,0.00000000,0.09594375,2.16960801,3.08198031,1.01939059
-4.95547774,3.51763526,0.07115723,0.00000000,0.09747345,2.20574716,3.14181969,1.03890715
-4.94947474,3.58412718,0.07242597,0.00000000,0.09893387,2.23826070,3.19797306,1.05726311
-4.94347174,3.64851546,0.07372086,0.00000000,0.10034135,2.26763874,3.25123427,1.07472909
-4.93746873,3.71208099,0.07505654,0.00000000,0.10172130,2.29459247,3.30270894,1.09166913
-4.93146573,3.77637804,0.07645259,0.00000000,0.10310690,2.32001736,3.35376944,1.10852057
-4.92546273,3.84315627,0.07793186,0.00000000,0.10453738,2.34494782,3.40599491,1.12577035
-4.91945973,3.91427136,0.07951863,0.00000000,0.10605579,2.37050548,3.46109906,1.14392893
-4.91345673,3.99158837,0.08123666,0.00000000,0.10770667,2.39784345,3.52084884,1.16350307
-4.90745373,4.07688253,0.08310732,0.00000000,0.10953337,2.42808936,3.58697774,1.18496877
-4.90145073,4.17174184,0.08514770,0.00000000,0.11157545,2.46228974,3.66109764,1.20874584
-4.89544772,4.27747638,0.08736907,0.00000000,0.11386614,2.50135856,3.74461336,1.23517512
-4.88944472,4.39503843,0.08977558,0.00000000,0.11643006,2.54603200,3.83864368,1.26449967
-4.88344172,4.52495721,0.09236331,0.00000000,0.11928122,2.59683170,3.94395243,1.29685063
-4.87743872,4.66729115,0.09511981,0.00000000,0.12242153,2.65403772,4.06089270,1.33223830
-4.87143572,4.82159986,0.09802407,0.00000000,0.12583981,2.71767226,4.18936659,1.37054888
-4.86543272,4.98693688,0.10104698,0.00000000,0.12951133,2.78749450,4.32880218,1.41154673
-4.85942971,5.16186334,0.10415220,0.00000000,0.13339800,2.86300629,4.47814863,1.45488180
-4.85342671,5.34448171,0.10729752,0.00000000,0.13744911,2.94346800,4.63588961,1.50010177
-4.84742371,5.53248791,0.11043641,0.00000000,0.14160261,3.02792339,4.80007443,1.54666800
-4.84142071,5.72323927,0.11352002,0.00000000,0.14578691,3.11523190,4.96836561,1.59397443
-4.83541771,5.91383521,0.11649910,0.00000000,0.14992306,3.20410673,5.13810097,1.64136826
-4.82941471,6.10120709,0.11932620,0.00000000,0.15392730,3.29315663,5.30636792,1.68817153
-4.82341171,6.28221341,0.12195757,0.00000000,0.15771372,3.38092976,5.47008717,1.73370237
-4.81740870,6.45373640,0.12435509,0.00000000,0.16119716,3.46595753,5.62610260,1.77729514
-4.81140570,6.61277617,0.12648780,0.00000000,0.16429591,3.54679688,5.77127441,1.81831862
-4.80540270,6.75653889,0.12833308,0.00000000,0.16693443,3.62206950,5.90257178,1.85619159
-4.79939970,6.88251564,0.12987750,0.00000000,0.16904576,3.69049681,6.01716222,1.89039541
-4.79339670,6.98854933,0.13111712,0.00000000,0.17057359,3.75092966,6.11249416,1.92048337
-4.78739370,7.07288746,0.13205734,0.00000000,0.17147397,3.80237222,6.18637003,1.94608665
-4.78139070,7.13421918,0.13271229,0.00000000,0.17171649,3.84399956,6.23700739,1.96691718
-4.77538769,7.17169581,0.13310377,0.00000000,0.17128504,3.87516890,6.26308585,1.98276739
-4.76938469,7.18493466,0.13325980,0.00000000,0.17017794,3.89542452,6.26377837,1.99350748
-4.76338169,7.17400665,0.13321287,0.00000000,0.16840767,3.90449671,6.23876590,1.99908041
-4.75737869,7.13940885,0.13299799,0.00000000,0.16600004,3.90229529,6.18823506,1.99949522
-4.75137569,7.08202389,0.13265053,0.00000000,0.16299291,3.88889822,6.11285924,1.99481919
-4.74537269,7.00306825,0.13220422,0.00000000,0.15943459,3.86453628,6.01376415,1.98516930
-4.73936968,6.90403244,0.13168908,0.00000000,0.15538189,3.82957458,5.89247953,1.97070347
-4.73336668,6.78661583,0.13112970,0.00000000,0.15089802,3.78449201,5.75087933,1.95161218
-4.72736368,6.65265964,0.13054374,0.00000000,0.14605029,3.72985953,5.59111312,1.92811063
-4.72136068,6.50408090,0.12994091,0.00000000,0.14090794,3.66631857,5.41553186,1.90043210
-4.71535768,6.34281086,0.12932232,0.00000000,0.13553993,3.59456029,5.22661137,1.86882253
-4.70935468,6.17074027,0.12868040,0.00000000,0.13001296,3.51530697,5.02687691,1.83353674
-4.70335168,5.98967410,0.12799927,0.00000000,0.12438982,3.42929607,4.81883196,1.79483626
-4.69734867,5.80129725,0.12725567,0.00000000,0.11872796,3.33726777,4.60489415,1.75298898
-4.69134567,5.60715237,0.12642027,0.00000000,0.11307845,3.23995634,4.38734068,1.70827034
-4.68534267,5.40863009,0.12545941,0.00000000,0.10748537,3.13808559,4.16826494,1.66096617
-4.67933967,5.20697128,0.12433717,0.00000000,0.10198557,3.03236818,3.94954548,1.61137668
-4.67333667,5.00327997,0.12301751,0.00000000,0.09660874,2.92350849,3.73282754,1.55982132
-4.66733367,4.79854530,0.12146663,0.00000000,0.09137789,2.81220832,3.51951684,1.50664416
-4.66133067,4.59367011,0.11965516,0.00000000,0.08631005,2.69917470,3.31078443,1.45221914
-4.65532766,4.38950328,0.11756021,0.00000000,0.08141715,2.58512855,3.10758115,1.39695473
-4.64932466,4.18687319,0.11516716,0.00000000,0.07670710,2.47081323,2.91065940,1.34129739
-4.64332166,3.98661908,0.11247104,0.00000000,0.07218484,2.35700165,2.72060022,1.28573333
-4.63731866,3.78961789,0.10947740,0.00000000,0.06785341,2.24450097,2.53784297,1.23078809
-4.63131566,3.59680407,0.10620276,0.00000000,0.06371492,2.13415382,2.36271552,1.17702352
-4.62531266,3.40918051,0.10267445,0.00000000,0.05977133,2.02683533,2.19546269,1.12503190
-4.61930965,3.22781970,0.09892990,0.00000000,0.05602510,1.92344546,2.03627130,1.07542721
-4.61330665,3.05385426,0.09501552,0.00000000,0.05247957,1.82489660,1.88529045,1.02883340
-4.60730365,2.88845749,0.09098503,0.00000000,0.04913911,1.73209648,1.74264622,0.98587016
-4.60130065,2.73281464,0.08689754,0.00000000,0.04600907,1.64592698,1.60845054,0.94713637
-4.59529765,2.58808661,0.08281526,0.00000000,0.04309555,1.56721987,1.48280430,0.91319203
-4.58929465,2.45536831,0.07880116,0.00000000,0.04040488,1.49673029,1.36579536,0.88453932
-4.58329165,2.33564390,0.07491655,0.00000000,0.03794313,1.43510964,1.25749239,0.86160363
-4.57728864,2.22974199,0.07121873,0.00000000,0.03571541,1.38287921,1.15793568,0.84471555
-4.57128564,2.13829338,0.06775889,0.00000000,0.03372526,1.34040604,1.06712625,0.83409474
-4.56528264,2.06169406,0.06458020,0.00000000,0.03197391,1.30788267,0.98501466,0.82983663
-4.55927964,2.00007611,0.06171641,0.00000000,0.03045978,1.28531207,0.91149068,0.83190284
-4.55327664,1.95328824,0.05919071,0.00000000,0.02917796,1.27249885,0.84637510,0.84011603
-4.54727364,1.92088781,0.05701518,0.00000000,0.02811994,1.26904785,0.78941447,0.85415970
-4.54127064,1.90214522,0.05519068,0.00000000,0.02727341,1.27437048,0.74027949,0.87358346
-4.53526763,1.89606088,0.05370719,0.00000000,0.02662233,1.28769909,0.69856743,0.89781372
-4.52926463,1.90139469,0.05254463,0.00000000,0.02614712,1.30810919,0.66380860,0.92616970
-4.52326163,1.91670693,0.05167407,0.00000000,0.02582508,1.33454890,0.63547675,0.95788445
-4.51725863,1.94040907,0.05105931,0.00000000,0.02563093,1.36587462,0.61300294,0.99213005
-4.51125563,1.97082253,0.05065864,0.00000000,0.02553751,1.40089172,0.59579219,1.02804623
-4.50525263,2.00624291,0.05042690,0.00000000,0.02551656,1.43839861,0.58324223,1.06477118
-4.49924962,2.04500693,0.05031753,0.00000000,0.02553959,1.47723235,0.57476332,1.10147344
-4.49324662,2.08555928,0.05028475,0.00000000,0.02557873,1.51631408,0.56979828,1.13738332
-4.48724362,2.12651637,0.05028549,0.00000000,0.02560765,1.55469215,0.56784180,1.17182273
-4.48124062,2.16672421,0.05028137,0.00000000,0.02560230,1.59158130,0.56845801,1.20423186
-4.47523762,2.20530800,0.05024024,0.00000000,0.02554171,1.62639599,0.57129569,1.23419169
-4.46923462,2.24171106,0.05013764,0.00000000,0.02540856,1.65877676,0.57610029,1.26144123
-4.46323162,2.27572157,0.04995772,0.00000000,0.02518964,1.68860818,0.58272231,1.28588873
-4.45722861,2.30748589,0.04969398,0.00000000,0.02487615,1.71602789,0.59112160,1.30761640
-4.45122561,2.33750790,0.04934950,0.00000000,0.02446388,1.74142633,0.60136753,1.32687846
-4.44522261,2.36663445,0.04893684,0.00000000,0.02395315,1.76543719,0.61363484,1.34409255
-4.43921961,2.39602743,0.04847756,0.00000000,0.02334861,1.78891904,0.62819541,1.35982514
-4.43321661,2.42712374,0.04800145,0.00000000,0.02265892,1.81292901,0.64540621,1.37477140
-4.42721361,2.46158471,0.04754535,0.00000000,0.02189627,1.83868949,0.66569386,1.38973056
-4.42121061,2.50123688,0.04715182,0.00000000,0.02107584,1.86754922,0.68953634,1.40557782
-4.41520760,2.54800646,0.04686761,0.00000000,0.02021513,1.90094011,0.71744237,1.42323393
-4.40920460,2.60384990,0.04674190,0.00000000,0.01933328,1.94033140,0.74992919,1.44363364
-4.40320160,2.67068273,0.04682461,0.00000000,0.01845041,1.98718240,0.78749950,1.46769403
-4.39719860,2.75030936,0.04716458,0.00000000,0.01758690,2.04289538,0.83061802,1.49628395
-4.39119560,2.84435574,0.04780792,0.00000000,0.01676275,2.10876967,0.87968860,1.53019524
-4.38519260,2.95420704,0.04879637,0.00000000,0.01599707,2.18595823,0.93503252,1.57011658
-4.37918959,3.08095207,0.05016589,0.00000000,0.01530753,2.27542746,0.99686841,1.61661043
-4.37318659,3.22533573,0.05194544,0.00000000,0.01470999,2.37792108,1.06529466,1.67009352
-4.36718359,3.38772092,0.05415601,0.00000000,0.01421821,2.49392871,1.14027471,1.73082101
-4.36118059,3.56806046,0.05680988,0.00000000,0.01384362,2.62365979,1.22162567,1.79887451
-4.35517759,3.76587993,0.05991022,0.00000000,0.01359527,2.76702311,1.30901090,1.87415400
-4.34917459,3.98027151,0.06345089,0.00000000,0.01347978,2.92361266,1.40193663,1.95637360
-4.34317159,4.20989919,0.06741662,0.00000000,0.01350137,3.09270000,1.49975320,2.04506123
-4.33716858,4.45301502,0.07178335,0.00000000,0.01366203,3.27323373,1.60166078,2.13956208
-4.33116558,4.70748633,0.07651887,0.00000000,0.01396157,3.46384635,1.70672001,2.23904606
-4.32516258,4.97083317,0.08158361,0.00000000,0.01439789,3.66286891,1.81386718,2.34251910
-4.31915958,5.24027545,0.08693165,0.00000000,0.01496705,3.86835364,1.92193395,2.44883844
-4.31315658,5.51278865,0.09251181,0.00000000,0.01566348,4.07810467,2.02967129,2.55673189
-4.30715358,5.78516711,0.09826880,0.00000000,0.01648009,4.28971672,2.13577703,2.66482105
