energy_ev,total_up,Cu_p_up,Cu_d_up,In_p_up,In_d_up,Te_p_up,Te_d_up
-6.00000000,2.55486664,1.21959181,0.75065438,0.13385955,0.00791021,0.93154160,0.00000000
-5.99399700,2.48050247,1.18082061,0.73081065,0.12724637,0.00780131,0.90418062,0.00000000
-5.98799400,2.41000715,1.14327912,0.71157968,0.12084826,0.00768964,0.88036434,0.00000000
-5.98199100,2.34398550,1.10733321,0.69316196,0.11475850,0.00757703,0.86005989,0.00000000
-5.97598799,2.28286759,1.07327795,0.67571586,0.10905623,0.00746517,0.84313816,0.00000000
-5.96998499,2.22691401,1.04133614,0.65935753,0.10380508,0.00735559,0.82938713,0.00000000
-5.96398199,2.17622729,1.01165959,0.64416250,0.09905250,0.00724963,0.81852786,0.00000000
-5.95797899,2.13076873,0.98433280,0.63016895,0.09482964,0.00714843,0.81023216,0.00000000
-5.95197599,2.09037975,0.95937892,0.61738228,0.09115188,0.00705290,0.80414153,0.00000000
-5.94597299,2.05480647,0.93676736,0.60578083,0.08801975,0.00696371,0.79988644,0.00000000
-5.93996998,2.02372665,0.91642286,0.59532238,0.08542047,0.00688129,0.79710524,0.00000000
-5.93396698,1.99677747,0.89823535,0.58595118,0.08332967,0.00680588,0.79546219,0.00000000
-5.92796398,1.97358324,0.88207019,0.57760510,0.08171346,0.00673746,0.79466377,0.00000000
-5.92196098,1.95378181,0.86777844,0.57022264,0.08053067,0.00667585,0.79447301,0.00000000
-5.91595798,1.93704872,0.85520650,0.56374954,0.07973504,0.00662067,0.79472121,0.00000000
-5.90995498,1.92311826,0.84420505,0.55814467,0.07927751,0.00657139,0.79531684,0.00000000
-5.90395198,1.91180077,0.83463678,0.55338503,0.07910826,0.00652736,0.79625152,0.00000000
-5.89794897,1.90299572,0.82638273,0.54946974,0.07917866,0.00648781,0.79760283,0.00000000
-5.89194597,1.89670028,0.81934727,0.54642277,0.07944286,0.00645192,0.79953414,0.00000000
-5.88594297,1.89301325,0.81346140,0.54429463,0.07985916,0.00641879,0.80229143,0.00000000
-5.87993997,1.89213446,0.80868459,0.54316269,0.08039100,0.00638751,0.80619750,0.00000000
-5.87393697,1.89435988,0.80500516,0.54313042,0.08100761,0.00635716,0.81164364,0.00000000
-5.86793397,1.90007271,0.80243934,0.54432552,0.08168434,0.00632682,0.81907917,0.00000000
-5.86193097,1.90973098,0.80102914,0.54689701,0.08240263,0.00629560,0.82899908,0.00000000
-5.85592796,1.92385213,0.80083925,0.55101148,0.08314975,0.00626265,0.84193035,0.00000000
-5.84992496,1.94299505,0.80195318,0.55684854,0.08391819,0.00622717,0.85841686,0.00000000
-5.84392196,1.96774025,0.80446872,0.56459566,0.08470496,0.00618841,0.87900368,0.00000000
-5.83791896,1.99866855,0.80849295,0.57444244,0.08551065,0.00614571,0.90422069,0.00000000
-5.83191596,2.03633887,0.81413698,0.58657449,0.08633844,0.00609847,0.93456596,0.00000000
-5.82591296,2.08126561,0.82151040,0.60116699,0.08719309,0.00604618,0.97048911,0.00000000
-5.81990995,2.13389587,0.83071559,0.61837799,0.08807987,0.00598844,1.01237494,0.00000000
-5.81390695,2.19458718,0.84184203,0.63834162,0.08900368,0.00592492,1.06052747,0.00000000
-5.80790395,2.26358581,0.85496050,0.66116116,0.08996811,0.00585543,1.11515481,0.00000000
-5.80190095,2.34100638,0.87011731,0.68690231,0.09097479,0.00577987,1.17635491,0.00000000
-5.79589795,2.42681290,0.88732871,0.71558651,0.09202276,0.00569827,1.24410263,0.00000000
-5.78989495,2.52080191,0.90657538,0.74718472,0.09310811,0.00561076,1.31823850,0.00000000
-5.78389195,2.62258811,0.92779734,0.78161168,0.09422370,0.00551759,1.39845940,0.00000000
-5.77788894,2.73159321,0.95088929,0.81872096,0.09535912,0.00541912,1.48431164,0.00000000
-5.77188594,2.84703846,0.97569668,0.85830106,0.09650079,0.00531579,1.57518694,0.00000000
-5.76588294,2.96794171,1.00201272,0.90007277,0.09763219,0.00520813,1.67032164,0.00000000
-5.75987994,3.09311958,1.02957662,0.94368812,0.09873423,0.00509675,1.76879969,0.00000000
-5.75387694,3.22119530,1.05807329,0.98873127,0.09978577,0.00498227,1.86955971,0.00000000
-5.74787394,3.35061297,1.08713479,1.03472143,0.10076418,0.00486539,1.97140653,0.00000000
-5.74187094,3.47965827,1.11634378,1.08111810,0.10164602,0.00474677,2.07302735,0.00000000
-5.73586793,3.60648597,1.14523898,1.12732875,0.10240780,0.00462709,2.17301262,0.00000000
-5.72986493,3.72915408,1.17332285,1.17271893,0.10302672,0.00450700,2.26988141,0.00000000
-5.72386193,3.84566400,1.20007137,1.21662460,0.10348151,0.00438713,2.36211103,0.00000000
-5.71785893,3.95400593,1.22494572,1.25836666,0.10375321,0.00426803,2.44817028,0.00000000
-5.71185593,4.05220842,1.24740564,1.29726711,0.10382595,0.00415024,2.52655550,0.00000000
-5.70585293,4.13839043,1.26692393,1.33266643,0.10368772,0.00403422,2.59582837,0.00000000
-5.69984992,4.21081407,1.28300175,1.36394158,0.10333102,0.00392041,2.65465435,0.00000000
-5.69384692,4.26793617,1.29518390,1.39052393,0.10275344,0.00380920,2.70184033,0.00000000
-5.68784392,4.30845647,1.30307363,1.41191639,0.10195810,0.00370095,2.73636994,0.00000000
-5.68184092,4.33136029,1.30634616,1.42770900,0.10095396,0.00359600,2.75743538,0.00000000
-5.67583792,4.33595376,1.30476034,1.43759222,0.09975589,0.00349470,2.76446394,0.00000000
-5.66983492,4.32188980,1.29816788,1.44136738,0.09838461,0.00339736,2.75713836,0.00000000
-5.66383192,4.28918361,1.28651962,1.43895376,0.09686636,0.00330433,2.73540976,0.00000000
-5.65782891,4.23821648,1.26986859,1.43039183,0.09523233,0.00321594,2.69950241,0.00000000
-5.65182591,4.16972781,1.24836956,1.41584263,0.09351793,0.00313255,2.64991008,0.00000000
-5.64582291,4.08479521,1.22227518,1.39558312,0.09176178,0.00305450,2.58738374,0.00000000
-5.63981991,3.98480358,1.19192878,1.36999786,0.09000453,0.00298211,2.51291108,0.00000000
-5.63381691,3.87140429,1.15775419,1.33956725,0.08828753,0.00291570,2.42768858,0.00000000
-5.62781391,3.74646625,1.12024304,1.30485299,0.08665141,0.00285555,2.33308713,0.00000000
-5.62181091,3.61202096,1.07994014,1.26648132,0.08513463,0.00280187,2.23061265,0.00000000
-5.61580790,3.47020374,1.03742754,1.22512489,0.08377199,0.00275482,2.12186331,0.00000000
-5.60980490,3.32319390,0.99330804,1.18148395,0.08259329,0.00271446,2.00848497,0.00000000
-5.60380190,3.17315608,0.94818881,1.13626776,0.08162216,0.00268076,1.89212681,0.00000000
-5.59779890,3.02218525,0.90266581,1.09017694,0.08087507,0.00265360,1.77439881,0.00000000
-5.59179590,2.87225739,0.85730967,1.04388734,0.08036074,0.00263273,1.65683261,0.00000000
-5.58579290,2.72518765,0.81265339,0.99803612,0.08007978,0.00261781,1.54084739,0.00000000
-5.57978989,2.58259728,0.76918238,0.95321034,0.08002484,0.00260839,1.42772168,0.00000000
-5.57378689,2.44589003,0.72732696,0.90993830,0.08018105,0.00260395,1.31857210,0.00000000
-5.56778389,2.31623852,0.68745757,0.86868386,0.08052698,0.00260387,1.21433930,0.00000000
-5.56178089,2.19458024,0.64988247,0.82984345,0.08103592,0.00260750,1.11578146,0.00000000
-5.55577789,2.08162266,0.61484795,0.79374584,0.08167753,0.00261415,1.02347494,0.00000000
-5.54977489,1.97785637,0.58254062,0.76065414,0.08241979,0.00262314,0.93782152,0.00000000
-5.54377189,1.88357497,0.55309164,0.73076982,0.08323111,0.00263379,0.85906156,0.00000000
-5.53776888,1.79890013,0.52658221,0.70423820,0.08408263,0.00264547,0.78729196,0.00000000
-5.53176588,1.72381020,0.50305021,0.68115497,0.08495043,0.00265763,0.72248772,0.00000000
-5.52576288,1.65817071,0.48249725,0.66157344,0.08581779,0.00266979,0.66452591,0.00000000
-5.51975988,1.60176512,0.46489593,0.64551183,0.08667707,0.00268157,0.61321077,0.00000000
-5.51375688,1.55432434,0.45019686,0.63296047,0.08753141,0.00269268,0.56829861,0.00000000
-5.50775388,1.51555381,0.43833511,0.62388856,0.08839600,0.00270298,0.52952162,0.00000000
-5.50175088,1.48515704,0.42923586,0.61825010,0.08929885,0.00271240,0.49660928,0.00000000
-5.49574787,1.46285493,0.42281906,0.61598907,0.09028105,0.00272099,0.46930683,0.00000000
-5.48974487,1.44840031,0.41900300,0.61704356,0.09139645,0.00272888,0.44739005,0.00000000
-5.48374187,1.44158748,0.41770680,0.62134885,0.09271078,0.00273626,0.43067597,0.00000000
-5.47773887,1.44225685,0.41885173,0.62883953,0.09430021,0.00274341,0.41902924,0.00000000
-5.47173587,1.45029475,0.42236153,0.63945053,0.09624932,0.00275061,0.41236429,0.00000000
-5.46573287,1.46562888,0.42816185,0.65311726,0.09864872,0.00275817,0.41064323,0.00000000
-5.45972986,1.48821997,0.43617887,0.66977480,0.10159215,0.00276637,0.41387006,0.00000000
-5.45372686,1.51805008,0.44633737,0.68935631,0.10517342,0.00277549,0.42208146,0.00000000
-5.44772386,1.55510853,0.45855833,0.71179065,0.10948304,0.00278575,0.43533477,0.00000000
-5.44172086,1.59937581,0.47275631,0.73699937,0.11460491,0.00279732,0.45369401,0.00000000
-5.43571786,1.65080655,0.48883671,0.76489314,0.12061297,0.00281029,0.47721430,0.00000000
-5.42971486,1.70931205,0.50669316,0.79536772,0.12756808,0.00282469,0.50592578,0.00000000
-5.42371186,1.77474320,0.52620506,0.82829962,0.13551520,0.00284046,0.53981761,0.00000000
-5.41770885,1.84687456,0.54723555,0.86354165,0.14448088,0.00285748,0.57882280,0.00000000
-5.41170585,1.92539013,0.56962985,0.90091855,0.15447136,0.00287554,0.62280461,0.00000000
-5.40570285,2.00987158,0.59321424,0.94022285,0.16547114,0.00289437,0.67154518,0.00000000
-5.39969985,2.09978947,0.61779567,0.98121145,0.17744223,0.00291367,0.72473692,0.00000000
-5.39369685,2.19449797,0.64316204,1.02360287,0.19032402,0.00293305,0.78197707,0.00000000
-5.38769385,2.29323355,0.66908319,1.06707580,0.20403380,0.00295214,0.84276588,0.00000000
-5.38169085,2.39511793,0.69531273,1.11126889,0.21846805,0.00297051,0.90650854,0.00000000
-5.37568784,2.49916540,0.72159048,1.15578226,0.23350421,0.00298773,0.97252090,0.00000000
-5.36968484,2.60429467,0.74764571,1.20018079,0.24900317,0.00300339,1.04003894,0.00000000
-5.36368184,2.70934497,0.77320091,1.24399922,0.26481215,0.00301707,1.10823169,0.00000000
-5.35767884,2.81309609,0.79797614,1.28674920,0.28076812,0.00302838,1.17621729,0.00000000
-5.35167584,2.91429190,0.82169377,1.32792807,0.29670140,0.00303697,1.24308153,0.00000000
-5.34567284,3.01166653,0.84408347,1.36702926,0.31243958,0.00304251,1.30789835,0.00000000
-5.33966983,3.10397253,0.86488734,1.40355384,0.32781145,0.00304473,1.36975152,0.00000000
-5.33366683,3.19000983,0.88386487,1.43702300,0.34265089,0.00304339,1.42775672,0.00000000
