energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,Zn_p_up,Zn_d_up
-5.40570285,0.08587061,0.00018312,0.01448191,0.03492746,0.00000000,0.01427791,0.00404316,0.06335547,0.00578487
-5.39969985,0.09670421,0.00015714,0.01657299,0.03932315,0.00000000,0.01642859,0.00452046,0.07253763,0.00644810
-5.39369685,0.11038281,0.00014026,0.01909465,0.04491218,0.00000000,0.01905446,0.00518171,0.08367168,0.00730137
-5.38769385,0.12700684,0.00013128,0.02206158,0.05174156,0.00000000,0.02217827,0.00604060,0.09683706,0.00834915
-5.38169085,0.14667625,0.00012927,0.02548571,0.05986009,0.00000000,0.02582266,0.00711302,0.11210407,0.00959586
-5.37568784,0.16948309,0.00013349,0.02937485,0.06931540,0.00000000,0.03000880,0.00841682,0.12952830,0.01104532
-5.36968484,0.19550353,0.00014339,0.03373137,0.08015072,0.00000000,0.03475496,0.00997131,0.14914466,0.01270025
-5.36368184,0.22478925,0.00015853,0.03855085,0.09240134,0.00000000,0.04007498,0.01179679,0.17096133,0.01456161
-5.35767884,0.25735893,0.00017863,0.04382076,0.10609106,0.00000000,0.04597681,0.01391385,0.19495383,0.01662810
-5.35167584,0.29318987,0.00020342,0.04951935,0.12122861,0.00000000,0.05246102,0.01634269,0.22105962,0.01889556
-5.34567284,0.33221036,0.00023272,0.05561472,0.13780433,0.00000000,0.05951953,0.01910225,0.24917340,0.02135646
-5.33966983,0.37429304,0.00026634,0.06206416,0.15578709,0.00000000,0.06713447,0.02220939,0.27914351,0.02399950
-5.33366683,0.41924964,0.00030410,0.06881383,0.17512173,0.00000000,0.07527727,0.02567791,0.31076973,0.02680929
-5.32766383,0.46682743,0.00034577,0.07579891,0.19572711,0.00000000,0.08390804,0.02951764,0.34380250,0.02976612
-5.32166083,0.51670771,0.00039107,0.08294408,0.21749477,0.00000000,0.09297532,0.03373346,0.37794405,0.03284598
-5.31565783,0.56850631,0.00043964,0.09016453,0.24028851,0.00000000,0.10241611,0.03832445,0.41285129,0.03602060
-5.30965483,0.62177655,0.00049107,0.09736736,0.26394466,0.00000000,0.11215633,0.04328299,0.44814055,0.03925778
-5.30365183,0.67601431,0.00054483,0.10445343,0.28827336,0.00000000,0.12211163,0.04859411,0.48339422,0.04252179
-5.29764882,0.73066542,0.00060031,0.11131958,0.31306061,0.00000000,0.13218850,0.05423488,0.51816892,0.04577400
-5.29164582,0.78513504,0.00065682,0.11786112,0.33807113,0.00000000,0.14228583,0.06017399,0.55200519,0.04897362
-5.28564282,0.83879874,0.00071357,0.12397464,0.36305204,0.00000000,0.15229660,0.06637159,0.58443823,0.05207851
-5.27963982,0.89101506,0.00076973,0.12956077,0.38773707,0.00000000,0.16210988,0.07277933,0.61500934,0.05504619
-5.27363682,0.94113896,0.00082441,0.13452712,0.41185136,0.00000000,0.17161298,0.07934063,0.64327775,0.05783479
-5.26763382,0.98853586,0.00087667,0.13879100,0.43511657,0.00000000,0.18069365,0.08599122,0.66883221,0.06040414
-5.26163082,1.03259573,0.00092559,0.14228198,0.45725624,0.00000000,0.18924231,0.09266001,0.69130204,0.06271671
-5.25562781,1.07274668,0.00097026,0.14494409,0.47800118,0.00000000,0.19715423,0.09927010,0.71036723,0.06473858
-5.24962481,1.10846784,0.00100982,0.14673764,0.49709476,0.00000000,0.20433161,0.10574016,0.72576709,0.06644033
-5.24362181,1.13930087,0.00104349,0.14764059,0.51429804,0.00000000,0.21068545,0.11198592,0.73730730,0.06779773
-5.23761881,1.16485999,0.00107058,0.14764930,0.52939448,0.00000000,0.21613724,0.11792194,0.74486505,0.06879234
-5.23161581,1.18484018,0.00109053,0.14677884,0.54219423,0.00000000,0.22062036,0.12346340,0.74839218,0.06941194
-5.22561281,1.19902339,0.00110292,0.14506273,0.55253793,0.00000000,0.22408128,0.12852814,0.74791625,0.06965074
-5.21960980,1.20728277,0.00110750,0.14255207,0.56029987,0.00000000,0.22648039,0.13303855,0.74353964,0.06950946
-5.21360680,1.20958478,0.00110416,0.13931436,0.56539056,0.00000000,0.22779266,0.13692362,0.73543672,0.06899519
-5.20760380,1.20598934,0.00109298,0.13543182,0.56775863,0.00000000,0.22800791,0.14012075,0.72384942,0.06812110
-5.20160080,1.19664811,0.00107421,0.13099937,0.56739207,0.00000000,0.22713093,0.14257747,0.70908133,0.06690603
-5.19559780,1.18180097,0.00104825,0.12612246,0.56431874,0.00000000,0.22518127,0.14425298,0.69149068,0.06537386
-5.18959480,1.16177102,0.00101563,0.12091465,0.55860621,0.00000000,0.22219285,0.14511937,0.67148238,0.06355290
-5.18359180,1.13695807,0.00097704,0.11549522,0.55036094,0.00000000,0.21821328,0.14516255,0.64949953,0.06147515
-5.17758879,1.10783093,0.00093322,0.10998669,0.53972669,0.00000000,0.21330309,0.14438278,0.62601451,0.05917546
-5.17158579,1.07491863,0.00088505,0.10451245,0.52688223,0.00000000,0.20753463,0.14279490,0.60151996,0.05669077
-5.16558279,1.03880067,0.00083341,0.09919450,0.51203840,0.00000000,0.20099084,0.14042808,0.57651973,0.05405925
-5.15957979,1.00009640,0.00077922,0.09415130,0.49543442,0.00000000,0.19376387,0.13732519,0.55151992,0.05131957
-5.15357679,0.95945372,0.00072339,0.08949576,0.47733357,0.00000000,0.18595346,0.13354178,0.52702015,0.04851010
-5.14757379,0.91753722,0.00066682,0.08533345,0.45801824,0.00000000,0.17766519,0.12914473,0.50350501,0.04566825
-5.14157079,0.87501580,0.00061034,0.08176084,0.43778447,0.00000000,0.16900861,0.12421049,0.48143572,0.04282982
-5.13556778,0.83254996,0.00055471,0.07886375,0.41693595,0.00000000,0.16009527,0.11882316,0.46124205,0.04002842
-5.12956478,0.79077906,0.00050062,0.07671585,0.39577776,0.00000000,0.15103660,0.11307230,0.44331447,0.03729503
-5.12356178,0.75030852,0.00044865,0.07537732,0.37460991,0.00000000,0.14194185,0.10705059,0.42799654,0.03465752
-5.11755878,0.71169742,0.00039930,0.07489355,0.35372079,0.00000000,0.13291604,0.10085153,0.41557771,0.03214037
-5.11155578,0.67544676,0.00035295,0.07529398,0.33338086,0.00000000,0.12405788,0.09456709,0.40628650,0.02976440
-5.10555278,0.64198858,0.00030990,0.07659101,0.31383664,0.00000000,0.11545801,0.08828551,0.40028432,0.02754653
-5.09954977,0.61167641,0.00027036,0.07877916,0.29530531,0.00000000,0.10719725,0.08208924,0.39766015,0.02549975
-5.09354677,0.58477738,0.00023444,0.08183436,0.27796999,0.00000000,0.09934524,0.07605319,0.39842620,0.02363304
-5.08754377,0.56146623,0.00020220,0.08571358,0.26197604,0.00000000,0.09195931,0.07024327,0.40251501,0.02195140
-5.08154077,0.54182166,0.00017366,0.09035470,0.24742838,0.00000000,0.08508373,0.06471521,0.40977803,0.02045599
-5.07553777,0.52582519,0.00014879,0.09567694,0.23439001,0.00000000,0.07874935,0.05951388,0.41998619,0.01914430
-5.06953477,0.51336274,0.00012756,0.10158159,0.22288182,0.00000000,0.07297361,0.05467284,0.43283253,0.01801040
-5.06353177,0.50422900,0.00010993,0.10795338,0.21288374,0.00000000,0.06776099,0.05021443,0.44793705,0.01704525
-5.05752876,0.49813460,0.00009592,0.11466237,0.20433707,0.00000000,0.06310378,0.04615007,0.46485400,0.01623711
-5.05152576,0.49471601,0.00008559,0.12156637,0.19714812,0.00000000,0.05898333,0.04248104,0.48308144,0.01557193
-5.04552276,0.49354781,0.00007909,0.12851393,0.19119288,0.00000000,0.05537147,0.03919941,0.50207303,0.01503385
-5.03951976,0.49415714,0.00007668,0.13534777,0.18632260,0.00000000,0.05223235,0.03628929,0.52125177,0.01460573
-5.03351676,0.49603970,0.00007877,0.14190868,0.18237013,0.00000000,0.04952437,0.03372824,0.54002534,0.01426968
-5.02751376,0.49867703,0.00008595,0.14803964,0.17915670,0.00000000,0.04720230,0.03148881,0.55780249,0.01400758
-5.02151076,0.50155417,0.00009903,0.15359009,0.17649895,0.00000000,0.04521945,0.02954008,0.57401001,0.01380167
-5.01550775,0.50417726,0.00011907,0.15842020,0.17421593,0.00000000,0.04352985,0.02784928,0.58810962,0.01363507
-5.00950475,0.50609045,0.00014744,0.16240496,0.17213587,0.00000000,0.04209030,0.02638328,0.59961401,0.01349224
-5.00350175,0.50689136,0.00018584,0.16543784,0.17010233,0.00000000,0.04086234,0.02511006,0.60810153,0.01335948
-4.99749875,0.50624464,0.00023636,0.16743400,0.16797974,0.00000000,0.03981397,0.02399992,0.61322885,0.01322525
-4.99149575,0.50389305,0.00030152,0.16833278,0.16565797,0.00000000,0.03892111,0.02302664,0.61474089,0.01308054
-4.98549275,0.49966581,0.00038431,0.16809942,0.16305585,0.00000000,0.03816881,0.02216837,0.61247792,0.01291904
-4.97948974,0.49348375,0.00048825,0.16672587,0.16012365,0.00000000,0.03755211,0.02140830,0.60637920,0.01273735
-4.97348674,0.48536128,0.00061736,0.16423074,0.15684426,0.00000000,0.03707655,0.02073519,0.59648318,0.01253493
-4.96748374,0.47540517,0.00077624,0.16065828,0.15323332,0.00000000,0.03675836,0.02014357,0.58292433,0.01231416
-4.96148074,0.46381012,0.00097005,0.15607653,0.14933818,0.00000000,0.03662431,0.01963390,0.56592664,0.01208014
-4.95547774,0.45085164,0.00120446,0.15057471,0.14523584,0.00000000,0.03671115,0.01921238,0.54579423,0.01184047
-4.94947474,0.43687628,0.00148569,0.14425990,0.14103006,0.00000000,0.03706485,0.01889073,0.52289955,0.01160501
-4.94347174,0.42228998,0.00182039,0.13725329,0.13684763,0.00000000,0.03773949,0.01868576,0.49766959,0.01138547
-4.93746873,0.40754472,0.00221556,0.12968605,0.13283419,0.00000000,0.03879584,0.01861885,0.47057099,0.01119503
-4.93146573,0.39312433,0.00267848,0.12169507,0.12914956,0.00000000,0.04029982,0.01871535,0.44209446,0.01104789
-4.92546273,0.37952970,0.00321650,0.11341877,0.12596297,0.00000000,0.04232070,0.01900393,0.41273933,0.01095879
-4.91945973,0.36726413,0.00383694,0.10499305,0.12344814,0.00000000,0.04492918,0.01951587,0.38299882,0.01094252
-4.91345673,0.35681921,0.00454683,0.09654765,0.12177859,0.00000000,0.04819541,0.02028434,0.35334649,0.01101344
-4.90745373,0.34866165,0.00535273,0.08820293,0.12112314,0.00000000,0.05218688,0.02134370,0.32422452,0.01118505
-4.90145073,0.34322139,0.00626051,0.08006731,0.12164178,0.00000000,0.05696641,0.02272877,0.29603387,0.01146949
-4.89544772,0.34088144,0.00727506,0.07223521,0.12348206,0.00000000,0.06259017,0.02447420,0.26912682,0.01187720
-4.88944472,0.34196928,0.00840010,0.06478576,0.12677588,0.00000000,0.06910576,0.02661381,0.24380173,0.01241652
-4.88344172,0.34675039,0.00963793,0.05778208,0.13163694,0.00000000,0.07655050,0.02917991,0.22030023,0.01309347
-4.87743872,0.35542348,0.01098923,0.05127119,0.13815860,0.00000000,0.08494996,0.03220279,0.19880647,0.01391146
-4.87143572,0.36811772,0.01245288,0.04528445,0.14641235,0.00000000,0.09431661,0.03571004,0.17944833,0.01487117
-4.86543272,0.38489170,0.01402580,0.03983854,0.15644673,0.00000000,0.10464892,0.03972603,0.16230039,0.01597047
-4.85942971,0.40573401,0.01570291,0.03493667,0.16828662,0.00000000,0.11593062,0.04427130,0.14738805,0.01720440
-4.85342671,0.43056520,0.01747702,0.03057025,0.18193299,0.00000000,0.12813039,0.04936194,0.13469283,0.01856527
-4.84742371,0.45924099,0.01933894,0.02672060,0.19736280,0.00000000,0.14120180,0.05500899,0.12415815,0.02004277
-4.84142071,0.49155642,0.02127748,0.02336082,0.21452925,0.00000000,0.15508364,0.06121774,0.11569547,0.02162416
-4.83541771,0.52725078,0.02327961,0.02045769,0.23336212,0.00000000,0.16970050,0.06798707,0.10919046,0.02329458
-4.82941471,0.56601305,0.02533069,0.01797343,0.25376827,0.00000000,0.18496370,0.07530872,0.10450894,0.02503731
-4.82341171,0.60748773,0.02741465,0.01586744,0.27563222,0.00000000,0.20077243,0.08316662,0.10150232,0.02683416
-4.81740870,0.65128083,0.02951430,0.01409778,0.29881687,0.00000000,0.21701514,0.09153616,0.10001263,0.02866579
-4.81140570,0.69696609,0.03161165,0.01262254,0.32316436,0.00000000,0.23357116,0.10038362,0.09987676,0.03051214
-4.80540270,0.74409119,0.03368823,0.01140097,0.34849712,0.00000000,0.25031250,0.10966569,0.10093017,0.03235285
-4.79939970,0.79218412,0.03572544,0.01039435,0.37461925,0.00000000,0.26710583,0.11932911,0.10300989,0.03416757
-4.79339670,0.84075975,0.03770492,0.00956673,0.40131828,0.00000000,0.28381460,0.12931068,0.10595692,0.03593644
-4.78739370,0.88932659,0.03960891,0.00888540,0.42836743,0.00000000,0.30030141,0.13953745,0.10961825,0.03764039
-4.78139070,0.93739404,0.04142060,0.00832121,0.45552857,0.00000000,0.31643052,0.14992738,0.11384834,0.03926153
-4.77538769,0.98448015,0.04312449,0.00784874,0.48255591,0.00000000,0.33207053,0.16039035,0.11851041,0.04078345
-4.76938469,1.03012003,0.04470675,0.00744631,0.50920046,0.00000000,0.34709734,0.17082968,0.12347747,0.04219154
-4.76338169,1.07387496,0.04615552,0.00709586,0.53521545,0.00000000,0.36139720,0.18114413,0.12863334,0.04347326
-4.75737869,1.11534228,0.04746126,0.00678279,0.56036246,0.00000000,0.37487002,0.19123031,0.13387359,0.04461842
-4.75137569,1.15416575,0.04861707,0.00649571,0.58441841,0.00000000,0.38743267,0.20098556,0.13910645,0.04561939
-4.74537269,1.19004638,0.04961897,0.00622611,0.60718293,0.00000000,0.39902240,0.21031112,0.14425380,0.04647133
-4.73936968,1.22275323,0.05046614,0.00596805,0.62848614,0.00000000,0.40960003,0.21911553,0.14925218,0.04717237
-4.73336668,1.25213372,0.05116120,0.00571783,0.64819621,0.00000000,0.41915299,0.22731811,0.15405366,0.04772377
-4.72736368,1.27812286,0.05171034,0.00547365,0.66622658,0.00000000,0.42769775,0.23485231,0.15862668,0.04812998
-4.72136068,1.30075079,0.05212345,0.00523527,0.68254201,0.00000000,0.43528165,0.24166875,0.16295659,0.04839876
-4.71535768,1.32014781,0.05241415,0.00500369,0.69716334,0.00000000,0.44198377,0.24773782,0.16704593,0.04854106
-4.70935468,1.33654619,0.05259966,0.00478093,0.71017021,0.00000000,0.44791466,0.25305145,0.17091420,0.04857100
-4.70335168,1.35027821,0.05270061,0.00456972,0.72170145,0.00000000,0.45321476,0.25762419,0.17459713,0.04850559
-4.69734867,1.36176980,0.05274071,0.00437329,0.73195273,0.00000000,0.45805132,0.26149314,0.17814533,0.04836443
-4.69134567,1.37152953,0.05274619,0.00419522,0.74117129,0.00000000,0.46261372,0.26471684,0.18162232,0.04816926
-4.68534267,1.38013276,0.05274517,0.00403927,0.74964770,0.00000000,0.46710732,0.26737300,0.18510176,0.04794340
-4.67933967,1.38820123,0.05276683,0.00390926,0.75770461,0.00000000,0.47174574,0.26955523,0.18866422,0.04771105
-4.67333667,1.39637865,0.05284044,0.00380901,0.76568301,0.00000000,0.47674192,0.27136860,0.19239325,0.04749654
-4.66733367,1.40530282,0.05299433,0.00374226,0.77392628,0.00000000,0.48229827,0.27292458,0.19637121,0.04732343
-4.66133067,1.41557582,0.05325470,0.00371271,0.78276282,0.00000000,0.48859618,0.27433519,0.20067469,0.04721359
-4.65532766,1.42773316,0.05364445,0.00372403,0.79248799,0.00000000,0.49578552,0.27570701,0.20537012,0.04718632
-4.64932466,1.44221383,0.05418205,0.00377994,0.80334628,0.00000000,0.50397461,0.27713506,0.21050955,0.04725738
-4.64332166,1.45933260,0.05488040,0.00388431,0.81551476,0.00000000,0.51322121,0.27869716,0.21612695,0.04743823
