energy_ev,total_up,Ag_p_up,Ag_d_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.29864932,2.06992824,0.54287807,0.58947371,0.52902104,0.52651265,0.03749485,0.15880109,0.16144087,0.39775050
-3.29264632,2.10615644,0.54244256,0.59318287,0.55512005,0.54229410,0.03693014,0.16548135,0.16219430,0.40187407
-3.28664332,2.14145666,0.54090434,0.59605965,0.58254185,0.55850665,0.03627516,0.17247765,0.16259092,0.40552664
-3.28064032,2.17623655,0.53835564,0.59822727,0.61126657,0.57522138,0.03555065,0.17980372,0.16267985,0.40883271
-3.27463732,2.21094232,0.53492059,0.59983281,0.64124577,0.59250317,0.03477744,0.18746803,0.16252051,0.41193361
-3.26863432,2.24602690,0.53074695,0.60103744,0.67239472,0.61040332,0.03397575,0.19547149,0.16218027,0.41498062
-3.26263132,2.28191823,0.52599749,0.60200613,0.70458568,0.62895291,0.03316448,0.20380544,0.16173183,0.41812788
-3.25662831,2.31898918,0.52084143,0.60289748,0.73764278,0.64815700,0.03236074,0.21245002,0.16125040,0.42152505
-3.25062531,2.35753065,0.51544634,0.60385417,0.77133874,0.66799028,0.03157941,0.22137294,0.16081088,0.42531039
-3.24462231,2.39772893,0.50997093,0.60499447,0.80539385,0.68839410,0.03083285,0.23052881,0.16048495,0.42960421
-3.23861931,2.43964849,0.50455910,0.60640518,0.83947739,0.70927526,0.03013084,0.23985911,0.16033846,0.43450315
-3.23261631,2.48322084,0.49933531,0.60813633,0.87321152,0.73050646,0.02948053,0.24929264,0.16042890,0.44007546
-3.22661331,2.52823982,0.49440163,0.61019785,0.90617772,0.75192846,0.02888668,0.25874665,0.16080333,0.44635736
-3.22061031,2.57436354,0.48983634,0.61255828,0.93792555,0.77335382,0.02835188,0.26812846,0.16149662,0.45335075
-3.21460730,2.62112255,0.48569412,0.61514563,0.96798352,0.79457197,0.02787694,0.27733753,0.16253014,0.46102221
-3.20860430,2.66793375,0.48200772,0.61785013,0.99587148,0.81535540,0.02746131,0.28626798,0.16391098,0.46930333
-3.20260130,2.71411924,0.47879077,0.62052879,1.02111431,0.83546664,0.02710351,0.29481128,0.16563169,0.47809235
-3.19659830,2.75892907,0.47604161,0.62301152,1.04325610,0.85466561,0.02680158,0.30285911,0.16767042,0.48725700
-3.19059530,2.80156661,0.47374769,0.62510829,1.06187432,0.87271704,0.02655349,0.31030626,0.16999166,0.49663839
-3.18459230,2.84121546,0.47189026,0.62661723,1.07659332,0.88939762,0.02635745,0.31705336,0.17254737,0.50605580
-3.17858929,2.87706651,0.47044899,0.62733298,1.08709654,0.90450241,0.02621218,0.32300943,0.17527852,0.51531212
-3.17258629,2.90834397,0.46940616,0.62705507,1.09313694,0.91785044,0.02611703,0.32809408,0.17811693,0.52419985
-3.16658329,2.93432927,0.46875017,0.62559591,1.09454514,0.92928906,0.02607203,0.33223932,0.18098742,0.53250725
-3.16058029,2.95438205,0.46847805,0.62278807,1.09123492,0.93869704,0.02607783,0.33539093,0.18381010,0.54002457
-3.15457729,2.96795733,0.46859688,0.61849040,1.08320589,0.94598628,0.02613549,0.33750937,0.18650271,0.54655013
-3.14857429,2.97461859,0.46912393,0.61259312,1.07054325,0.95110214,0.02624623,0.33857016,0.18898303,0.55189594
-3.14257129,2.97404639,0.47008556,0.60502134,1.05341475,0.95402251,0.02641112,0.33856396,0.19117122,0.55589290
-3.13656828,2.96604270,0.47151492,0.59573723,1.03206487,0.95475565,0.02663067,0.33749607,0.19299193,0.55839524
-3.13056528,2.95053101,0.47344863,0.58474076,1.00680687,0.95333721,0.02690449,0.33538580,0.19437631,0.55928423
-3.12456228,2.92755272,0.47592252,0.57206898,0.97801277,0.94982646,0.02723085,0.33226540,0.19526369,0.55847098
-3.11855928,2.89726043,0.47896691,0.55779418,0.94610203,0.94430212,0.02760642,0.32817900,0.19560297,0.55589846
-3.11255628,2.85990866,0.48260156,0.54202092,0.91152932,0.93685801,0.02802598,0.32318129,0.19535374,0.55154250
-3.10655328,2.81584281,0.48683073,0.52488225,0.87477201,0.92759890,0.02848224,0.31733627,0.19448703,0.54541202
-3.10055028,2.76548712,0.49163871,0.50653528,0.83631780,0.91663661,0.02896579,0.31071602,0.19298571,0.53754839
-3.09454727,2.70933218,0.49698602,0.48715639,0.79665310,0.90408673,0.02946516,0.30339949,0.19084465,0.52802408
-3.08854427,2.64792277,0.50280677,0.46693628,0.75625248,0.89006607,0.02996701,0.29547153,0.18807052,0.51694063
-3.08254127,2.58184641,0.50900727,0.44607503,0.71556956,0.87469091,0.03045641,0.28702187,0.18468133,0.50442610
-3.07653827,2.51172304,0.51546613,0.42477743,0.67502949,0.85807607,0.03091727,0.27814441,0.18070582,0.49063202
-3.07053527,2.43819610,0.52203590,0.40324857,0.63502324,0.84033488,0.03133285,0.26893645,0.17618259,0.47573011
-3.06453227,2.36192499,0.52854626,0.38169002,0.59590368,0.82157980,0.03168635,0.25949813,0.17115908,0.45990868
-3.05852926,2.28357898,0.53480872,0.36029640,0.55798328,0.80192374,0.03196151,0.24993181,0.16569050,0.44336893
-3.05252626,2.20383225,0.54062253,0.33925260,0.52153344,0.78148164,0.03214330,0.24034151,0.15983862,0.42632126
-3.04652326,2.12335993,0.54578158,0.31873151,0.48678507,0.76037240,0.03221854,0.23083228,0.15367059,0.40898154
-3.04052026,2.04283453,0.55008199,0.29889222,0.45393029,0.73872068,0.03217651,0.22150944,0.14725764,0.39156749
-3.03451726,1.96292266,0.55332995,0.27987874,0.42312481,0.71665839,0.03200944,0.21247773,0.14067384,0.37429519
-3.02851426,1.88428136,0.55534938,0.26181907,0.39449084,0.69432578,0.03171298,0.20384031,0.13399490,0.35737575
-3.02251126,1.80755380,0.55598906,0.24482459,0.36812015,0.67187175,0.03128649,0.19569749,0.12729692,0.34101212
-3.01650825,1.73336400,0.55512880,0.22898964,0.34407706,0.64945333,0.03073318,0.18814539,0.12065523,0.32539607
-3.01050525,1.66231039,0.55268426,0.21439135,0.32240117,0.62723429,0.03006020,0.18127437,0.11414325,0.31070534
-3.00450225,1.59495803,0.54861031,0.20108948,0.30310964,0.60538274,0.02927842,0.17516735,0.10783136,0.29710097
-2.99849925,1.53182969,0.54290247,0.18912638,0.28619902,0.58406787,0.02840224,0.16989798,0.10178586,0.28472480
-2.99249625,1.47339576,0.53559674,0.17852696,0.27164644,0.56345587,0.02744913,0.16552890,0.09606797,0.27369713
-2.98649325,1.42006363,0.52676746,0.16929872,0.25941038,0.54370527,0.02643909,0.16210989,0.09073287,0.26411463
-2.98049025,1.37216668,0.51652361,0.16143181,0.24943093,0.52496192,0.02539403,0.15967631,0.08582884,0.25604846
-2.97448724,1.32995367,0.50500366,0.15489915,0.24162979,0.50735386,0.02433706,0.15824756,0.08139647,0.24954273
-2.96848424,1.29357903,0.49236934,0.14965670,0.23591010,0.49098641,0.02329169,0.15782604,0.07746795,0.24461329
-2.96248124,1.26309477,0.47879859,0.14564390,0.23215628,0.47593782,0.02228109,0.15839630,0.07406655,0.24124696
-2.95647824,1.23844459,0.46447826,0.14278433,0.23023406,0.46225561,0.02132729,0.15992475,0.07120614,0.23940130
-2.95047524,1.21946072,0.44959688,0.14098661,0.22999087,0.44995411,0.02045045,0.16235980,0.06889096,0.23900483
-2.94447224,1.20586409,0.43433786,0.14014566,0.23125676,0.43901318,0.01966819,0.16563255,0.06711547,0.23995809
-2.93846923,1.19726792,0.41887352,0.14014430,0.23384589,0.42937827,0.01899501,0.16965802,0.06586450,0.24213519
-2.93246623,1.19318510,0.40336028,0.14085517,0.23755874,0.42096205,0.01844184,0.17433691,0.06511345,0.24538616
-2.92646323,1.19303914,0.38793505,0.14214305,0.24218501,0.41364733,0.01801564,0.17955778,0.06482888,0.24954002
-2.92046023,1.19617851,0.37271313,0.14386742,0.24750723,0.40729134,0.01771927,0.18519977,0.06496910,0.25440848
-2.91445723,1.20189402,0.35778742,0.14588538,0.25330504,0.40173108,0.01755134,0.19113558,0.06548512,0.25979029
-2.90845423,1.20943855,0.34322903,0.14805469,0.25935989,0.39678955,0.01750637,0.19723472,0.06632171,0.26547611
-2.90245123,1.21804841,0.32908907,0.15023693,0.26546021,0.39228255,0.01757493,0.20336686,0.06741862,0.27125380
-2.89644822,1.22696570,0.31540134,0.15230069,0.27140670,0.38802570,0.01774408,0.20940529,0.06871200,0.27691391
-2.89044522,1.23546049,0.30218575,0.15412465,0.27701775,0.38384136,0.01799775,0.21523016,0.07013584,0.28225537
-2.88444222,1.24285232,0.28945209,0.15560043,0.28213451,0.37956510,0.01831740,0.22073157,0.07162359,0.28709097
-2.87843922,1.24852992,0.27720395,0.15663519,0.28662570,0.37505152,0.01868259,0.22581237,0.07310972,0.29125265
-2.87243622,1.25196851,0.26544236,0.15715371,0.29039176,0.37017903,0.01907178,0.23039046,0.07453133,0.29459635
-2.86643322,1.25274414,0.25416917,0.15710013,0.29336830,0.36485353,0.01946299,0.23440069,0.07582968,0.29700620
-2.86043022,1.25054447,0.24338967,0.15643904,0.29552862,0.35901082,0.01983463,0.23779621,0.07695161,0.29839793
-2.85442721,1.24517574,0.23311457,0.15515603,0.29688520,0.35261769,0.02016618,0.24054930,0.07785087,0.29872145
-2.84842421,1.23656579,0.22336118,0.15325763,0.29749014,0.34567174,0.02043887,0.24265157,0.07848918,0.29796239
-2.84242121,1.22476316,0.21415375,0.15077068,0.29743438,0.33819996,0.02063631,0.24411370,0.07883713,0.29614257
-2.83641821,1.20993231,0.20552306,0.14774106,0.29684578,0.33025631,0.02074499,0.24496465,0.07887482,0.29331944
-2.83041521,1.19234550,0.19750539,0.14423199,0.29588607,0.32191839,0.02075468,0.24525032,0.07859222,0.28958436
-2.82441221,1.17237144,0.19014087,0.14032181,0.29474657,0.31328338,0.02065871,0.24503192,0.07798924,0.28505988
-2.81840920,1.15046138,0.18347153,0.13610137,0.29364297,0.30446361,0.02045407,0.24438389,0.07707549,0.27989607
-2.81240620,1.12713308,0.17753899,0.13167114,0.29280911,0.29558184,0.02014145,0.24339156,0.07586984,0.27426588
-2.80640320,1.10295324,0.17238216,0.12713811,0.29248987,0.28676641,0.01972510,0.24214856,0.07439960,0.26835988
-2.80040020,1.07851881,0.16803487,0.12261247,0.29293349,0.27814668,0.01921251,0.24075404,0.07269953,0.26238023
-2.79439720,1.05443791,0.16452370,0.11820441,0.29438326,0.26984856,0.01861411,0.23930980,0.07081060,0.25653437
-2.78839420,1.03131065,0.16186604,0.11402078,0.29706891,0.26199055,0.01794274,0.23791729,0.06877864,0.25102835
-2.78239120,1.00971046,0.16006835,0.11016204,0.30119797,0.25468013,0.01721313,0.23667463,0.06665279,0.24606007
-2.77638819,0.99016625,0.15912487,0.10671929,0.30694717,0.24801075,0.01644132,0.23567363,0.06448391,0.24181273
-2.77038519,0.97314586,0.15901653,0.10377164,0.31445431,0.24205928,0.01564399,0.23499692,0.06232293,0.23844851
-2.76438219,0.95904120,0.15971036,0.10138387,0.32381075,0.23688399,0.01483791,0.23471519,0.06021934,0.23610280
-2.75837919,0.94815533,0.16115910,0.09960453,0.33505496,0.23252310,0.01403932,0.23488466,0.05821957,0.23487909
-2.75237619,0.94069186,0.16330124,0.09846438,0.34816729,0.22899379,0.01326336,0.23554482,0.05636565,0.23484483
-2.74637319,0.93674697,0.16606141,0.09797543,0.36306622,0.22629174,0.01252366,0.23671651,0.05469395,0.23602819
-2.74037019,0.93630438,0.16935099,0.09813042,0.37960656,0.22439111,0.01183188,0.23840048,0.05323415,0.23841611
-2.73436718,0.93923336,0.17306923,0.09890282,0.39757952,0.22324508,0.01119744,0.24057641,0.05200846,0.24195359
-2.72836418,0.94529010,0.17710454,0.10024743,0.41671503,0.22278677,0.01062731,0.24320262,0.05103101,0.24654429
-2.72236118,0.95412251,0.18133627,0.10210152,0.43668626,0.22293073,0.01012589,0.24621633,0.05030761,0.25205258
-2.71635818,0.96527848,0.18563675,0.10438642,0.45711646,0.22357485,0.00969505,0.24953474,0.04983572,0.25830695
-2.71035518,0.97821746,0.18987370,0.10700975,0.47758781,0.22460275,0.00933416,0.25305676,0.04960473,0.26510463
-2.70435218,0.99232523,0.19391293,0.10986798,0.49765235,0.22588664,0.00904030,0.25666555,0.04959643,0.27221755
-2.69834917,1.00693151,0.19762132,0.11284941,0.51684445,0.22729059,0.00880851,0.26023167,0.04978582,0.27939913
-2.69234617,1.02132985,0.20086999,0.11583749,0.53469450,0.22867405,0.00863210,0.26361689,0.05014204,0.28639201
-2.68634317,1.03479932,0.20353756,0.11871427,0.55074340,0.22989578,0.00850296,0.26667852,0.05062951,0.29293624
-2.68034017,1.04662712,0.20551345,0.12136399,0.56455715,0.23081779,0.00841203,0.26927402,0.05120921,0.29877769
-2.67433717,1.05613148,0.20670101,0.12367660,0.57574114,0.23130942,0.00834960,0.27126586,0.05184003,0.30367646
-2.66833417,1.06268383,0.20702051,0.12555111,0.58395342,0.23125118,0.00830581,0.27252633,0.05248013,0.30741485
-2.66233117,1.06572948,0.20641160,0.12689873,0.58891638,0.23053846,0.00827097,0.27294209,0.05308834,0.30980462
-2.65632816,1.06480593,0.20483546,0.12764550,0.59042651,0.22908469,0.00823593,0.27241841,0.05362543,0.31069331
-2.65032516,1.05955812,0.20227617,0.12773450,0.58836159,0.22682408,0.00819244,0.27088268,0.05405528,0.30996932
-2.64432216,1.04974993,0.19874159,0.12712746,0.58268516,0.22371358,0.00813337,0.26828727,0.05434593,0.30756557
-2.63831916,1.03527161,0.19426341,0.12580574,0.57344811,0.21973420,0.00805297,0.26461142,0.05447034,0.30346165
-2.63231616,1.01614272,0.18889646,0.12377062,0.56078722,0.21489141,0.00794704,0.25986224,0.05440708,0.29768436
-2.62631316,0.99251080,0.18271744,0.12104300,0.54492098,0.20921482,0.00781298,0.25407470,0.05414063,0.29030668
-2.62031016,0.96464562,0.17582287,0.11766237,0.52614267,0.20275702,0.00764989,0.24731063,0.05366156,0.28144527
-2.61430715,0.93292977,0.16832657,0.11368532,0.50481137,0.19559172,0.00745855,0.23965696,0.05296643,0.27125667
-2.60830415,0.89784578,0.16035672,0.10918349,0.48134107,0.18781127,0.00724132,0.23122299,0.05205751,0.25993232
-2.60230115,0.85996073,0.15205261,0.10424119,0.45618869,0.17952367,0.00700205,0.22213728,0.05094230,0.24769280
-2.59629815,0.81990896,0.14356125,0.09895269,0.42984125,0.17084923,0.00674593,0.21254390,0.04963291,0.23478139
-2.59029515,0.77837384,0.13503399,0.09341942,0.40280310,0.16191710,0.00647930,0.20259852,0.04814535,0.22145742
-2.58429215,0.73606925,0.12662327,0.08774714,0.37558346,0.15286172,0.00620945,0.19246445,0.04649873,0.20798954
-2.57828914,0.69372169,0.11847962,0.08204315,0.34868484,0.14381940,0.00594439,0.18230871,0.04471446,0.19464916
-2.57228614,0.65205350,0.11074906,0.07641372,0.32259269,0.13492517,0.00569261,0.17229837,0.04281543,0.18170447
-2.56628314,0.61176785,0.10357081,0.07096179,0.29776667,0.12630992,0.00546287,0.16259726,0.04082527,0.16941489
-2.56028014,0.57353580,0.09707552,0.06578493,0.27463342,0.11809803,0.00526397,0.15336315,0.03876769,0.15802637
-2.55427714,0.53798557,0.09138390,0.06097376,0.25358121,0.11040542,0.00510451,0.14474536,0.03666582,0.14776743
-2.54827414,0.50569415,0.08660580,0.05661060,0.23495618,0.10333806,0.00499272,0.13688287,0.03454182,0.13884593
-2.54227114,0.47718111,0.08283960,0.05276863,0.21906011,0.09699094,0.00493621,0.12990292,0.03241645,0.13144672
-2.53626813,0.45290442,0.08017198,0.04951127,0.20614949,0.09144741,0.00494186,0.12391999,0.03030880,0.12572988
-2.53026513,0.43325788,0.07867785,0.04689186,0.19643565,0.08677895,0.00501563,0.11903512,0.02823615,0.12182953
-2.52426213,0.41856992,0.07842048,0.04495366,0.19008554,0.08304505,0.00516242,0.11533546,0.02621388,0.11985322
-2.51825913,0.40910335,0.07945173,0.04372992,0.18722308,0.08029345,0.00538594,0.11289403,0.02425548,0.11988153
-2.51225613,0.40505567,0.08181223,0.04324414,0.18793052,0.07856037,0.00568862,0.11176946,0.02237258,0.12196802
-2.50625313,0.40655977,0.08553163,0.04351037,0.19224985,0.07787085,0.00607152,0.11200590,0.02057510,0.12613930
-2.50025013,0.41368463,0.09062877,0.04453351,0.20018391,0.07823915,0.00653426,0.11363276,0.01887136,0.13239514
-2.49424712,0.42643603,0.09711174,0.04630966,0.21169715,0.07966903,0.00707499,0.11666449,0.01726822,0.14070871
-2.48824412,0.44475712,0.10497799,0.04882634,0.22671601,0.08215411,0.00769037,0.12110030,0.01577132,0.15102677
-2.48224112,0.46852900,0.11421436,0.05206273,0.24512894,0.08567817,0.00837557,0.12692385,0.01438518,0.16326999
-2.47623812,0.49757139,0.12479714,0.05598981,0.26678625,0.09021544,0.00912433,0.13410299,0.01311343,0.17733337
-2.47023512,0.53164363,0.13669222,0.06057053,0.29149972,0.09573104,0.00992902,0.14258961,0.01195900,0.19308678
-2.46423212,0.57044624,0.14985534,0.06575989,0.31904259,0.10218142,0.01078076,0.15231960,0.01092429,0.21037584
-2.45822911,0.61362329,0.16423262,0.07150510,0.34914968,0.10951506,0.01166951,0.16321316,0.01001137,0.22902314
-2.45222611,0.66076598,0.17976120,0.07774586,0.38151832,0.11767335,0.01258430,0.17517531,0.00922220,0.24882983
-2.44622311,0.71141750,0.19637033,0.08441457,0.41581004,0.12659171,0.01351335,0.18809691,0.00855880,0.26957781
-2.44022011,0.76507947,0.21398266,0.09143691,0.45165342,0.13620107,0.01444436,0.20185604,0.00802347,0.29103244
-2.43421711,0.82122004,0.23251602,0.09873245,0.48864806,0.14642963,0.01536467,0.21631982,0.00761901,0.31294587
-2.42821411,0.87928367,0.25188545,0.10621550,0.52637003,0.15720491,0.01626156,0.23134681,0.00734892,0.33506096
-2.42221111,0.93870246,0.27200565,0.11379625,0.56437855,0.16845609,0.01712246,0.24678968,0.00721759,0.35711576
-2.41620810,0.99890886,0.29279374,0.12138211,0.60222407,0.18011654,0.01793523,0.26249838,0.00723044,0.37884855
-2.41020510,1.05934948,0.31417216,0.12887925,0.63945745,0.19212649,0.01868835,0.27832353,0.00739414,0.40000325
-2.40420210,1.11949940,0.33607188,0.13619444,0.67564003,0.20443566,0.01937118,0.29412002,0.00771661,0.42033511
-2.39819910,1.17887669,0.35843546,0.14323701,0.71035431,0.21700578,0.01997416,0.30975052,0.00820714,0.43961652
-2.39219610,1.23705633,0.38122008,0.14992092,0.74321485,0.22981280,0.02048893,0.32508905,0.00887629,0.45764276
-2.38619310,1.29368294,0.40440025,0.15616699,0.77387879,0.24284868,0.02090854,0.34002404,0.00973586,0.47423750
-2.38019010,1.34848170,0.42797003,0.16190498,0.80205580,0.25612247,0.02122750,0.35446107,0.01079864,0.48925777
-2.37418709,1.40126664,0.45194450,0.16707572,0.82751663,0.26966075,0.02144187,0.36832487,0.01207811,0.50259825
-2.36818409,1.45194582,0.47636038,0.17163295,0.85010002,0.28350702,0.02154931,0.38156066,0.01358812,0.51419466
-2.36218109,1.50052284,0.50127555,0.17554491,0.86971753,0.29772022,0.02154911,0.39413445,0.01534233,0.52402599
-2.35617809,1.54709418,0.52676730,0.17879560,0.88635577,0.31237205,0.02144210,0.40603251,0.01735368,0.53211550
-2.35017509,1.59184228,0.55292914,0.18138550,0.90007597,0.32754336,0.02123066,0.41725979,0.01963376,0.53853029
-2.34417209,1.63502426,0.57986617,0.18333187,0.91101071,0.34331937,0.02091862,0.42783737,0.02219205,0.54337934
-2.33816908,1.67695644,0.60768901,0.18466842,0.91935773,0.35978414,0.02051117,0.43779907,0.02503523,0.54681010
-2.33216608,1.71799518,0.63650632,0.18544437,0.92537111,0.37701421,0.02001472,0.44718727,0.02816643,0.54900345
-2.32616308,1.75851458,0.66641608,0.18572298,0.92935001,0.39507179,0.01943678,0.45604822,0.03158446,0.55016744
-2.32016008,1.79888201,0.69749599,0.18557941,0.93162544,0.41399782,0.01878580,0.46442705,0.03528321,0.55052965
-2.31415708,1.83943243,0.72979329,0.18509812,0.93254568,0.43380510,0.01807099,0.47236268,0.03925099,0.55032864
-2.30815408,1.88044280,0.76331449,0.18436981,0.93246078,0.45447199,0.01730215,0.47988305,0.04347017,0.54980473
-2.30215108,1.92210775,0.79801555,0.18348802,0.93170711,0.47593700,0.01648948,0.48700086,0.04791679,0.54919032
-2.29614807,1.96451789,0.83379303,0.18254550,0.93059248,0.49809461,0.01564338,0.49371010,0.05256054,0.54870039
-2.29014507,2.00764197,0.87047688,0.18163060,0.92938251,0.52079266,0.01477426,0.49998373,0.05736476,0.54852335
-2.28414207,2.05131395,0.90782535,0.18082362,0.92828911,0.54383162,0.01389237,0.50577247,0.06228679,0.54881276
-2.27813907,2.09522594,0.94552265,0.18019356,0.92746133,0.56696580,0.01300755,0.51100504,0.06727849,0.54968028
-2.27213607,2.13892769,0.98317959,0.17979510,0.92697920,0.58990678,0.01212916,0.51558980,0.07228695,0.55119022
-2.26613307,2.18183278,1.02033770,0.17966632,0.92685083,0.61232891,0.01126584,0.51941773,0.07725546,0.55335596
-2.26013007,2.22323179,1.05647675,0.17982683,0.92701270,0.63387680,0.01042541,0.52236664,0.08212457,0.55613839
-2.25412706,2.26231175,1.09102579,0.18027688,0.92733339,0.65417460,0.00961482,0.52430648,0.08683337,0.55944656
-2.24812406,2.29818151,1.12337730,0.18099707,0.92762030,0.67283680,0.00883999,0.52510532,0.09132084,0.56314059
-2.24212106,2.32990170,1.15290415,0.18194901,0.92762908,0.68947995,0.00810586,0.52463588,0.09552722,0.56703660
-2.23611806,2.35651829,1.17897867,0.18307671,0.92707539,0.70373506,0.00741633,0.52278210,0.09939546,0.57091363
-2.23011506,2.37709808,1.20099319,0.18430871,0.92564826,0.71526006,0.00677434,0.51944552,0.10287258,0.57452217
-2.22411206,2.39076470,1.21838103,0.18556094,0.92302457,0.72375170,0.00618194,0.51455097,0.10591099,0.57759401
-2.21810905,2.39673343,1.23063718,0.18674006,0.91888386,0.72895656,0.00564035,0.50805148,0.10846963,0.57985292
-2.21210605,2.39434340,1.23733769,0.18774721,0.91292299,0.73068054,0.00515018,0.49993194,0.11051502,0.58102571
-2.20610305,2.38308579,1.23815680,0.18848202,0.90486978,0.72879653,0.00471150,0.49021152,0.11202206,0.58085326
-2.20010005,2.36262671,1.23288117,0.18884672,0.89449540,0.72324986,0.00432410,0.47894455,0.11297467,0.57910099
-2.19409705,2.33282415,1.22142047,0.18875010,0.88162476,0.71406141,0.00398761,0.46622012,0.11336617,0.57556831
-2.18809405,2.29373813,1.20381375,0.18811127,0.86614476,0.70132814,0.00370179,0.45216012,0.11319951,0.57009676
-2.18209105,2.24563401,1.18023158,0.18686303,0.84801005,0.68522127,0.00346666,0.43691619,0.11248718,0.56257646
-2.17608804,2.18897895,1.15097365,0.18495465,0.82724615,0.66598200,0.00328273,0.42066556,0.11125101,0.55295064
-2.17008504,2.12443185,1.11646204,0.18235408,0.80395010,0.64391517,0.00315121,0.40360613,0.10952177,0.54121819
-2.16408204,2.05282750,1.07723061,0.17904945,0.77828847,0.61938113,0.00307417,0.38595102,0.10733853,0.52743412
-2.15807904,1.97515578,1.03391088,0.17504983,0.75049311,0.59278613,0.00305470,0.36792295,0.10474800,0.51170800
-2.15207604,1.89253689,0.98721521,0.17038524,0.72085491,0.56457174,0.00309708,0.34974859,0.10180366,0.49420059
-2.14607304,1.80619377,0.93791786,0.16510594,0.68971565,0.53520372,0.00320683,0.33165325,0.09856487,0.47511878
-2.14007004,1.71742276,0.88683485,0.15928108,0.65745871,0.50516067,0.00339086,0.31385605,0.09509588,0.45470914
-2.13406703,1.62756369,0.83480346,0.15299670,0.62449856,0.47492301,0.00365748,0.29656578,0.09146482,0.43325050
-2.12806403,1.53797034,0.78266188,0.14635328,0.59126981,0.44496252,0.00401641,0.27997741,0.08774265,0.41104570
-2.12206103,1.44998215,0.73123006,0.13946289,0.55821598,0.41573281,0.00447877,0.26426946,0.08400213,0.38841304
-2.11605803,1.36489788,0.68129198,0.13244605,0.52577837,0.38766091,0.00505694,0.24960209,0.08031674,0.36567760
-2.11005503,1.28395176,0.63357994,0.12542844,0.49438548,0.36114011,0.00576453,0.23611594,0.07675967,0.34316288
-2.10405203,1.20829248,0.58876128,0.11853758,0.46444305,0.33652416,0.00661608,0.22393147,0.07340281,0.32118286
-2.09804902,1.13896510,0.54742737,0.11189953,0.43632516,0.31412284,0.00762690,0.21314883,0.07031568,0.30003484
-2.09204602,1.07689603,0.51008525,0.10563579,0.41036645,0.29419878,0.00881271,0.20384805,0.06756447,0.27999312
-2.08604302,1.02288085,0.47715163,0.09986037,0.38685561,0.27696550,0.01018928,0.19608939,0.06521104,0.26130368
-2.08004002,0.97757480,0.44894916,0.09467720,0.36603025,0.26258653,0.01177201,0.18991376,0.06331195,0.24417985
-2.07403702,0.94148578,0.42570472,0.09017786,0.34807320,0.25117535,0.01357541,0.18534308,0.06191750,0.22879916
-2.06803402,0.91496949,0.40754954,0.08643961,0.33311017,0.24279612,0.01561253,0.18238053,0.06107079,0.21530109
-2.06203102,0.89822650,0.39452081,0.08352391,0.32120882,0.23746501,0.01789439,0.18101065,0.06080686,0.20378586
-2.05602801,0.89130122,0.38656455,0.08147525,0.31237915,0.23515193,0.02042935,0.18119929,0.06115182,0.19431417
-2.05002501,0.89408244,0.38353969,0.08032039,0.30657507,0.23578266,0.02322240,0.18289343,0.06212213,0.18690772
-2.04402201,0.90630565,0.38522297,0.08006801,0.30369716,0.23924118,0.02627460,0.18602105,0.06372396,0.18155046
-2.03801901,0.92755711,0.39131473,0.08070867,0.30359644,0.24537239,0.02958238,0.19049097,0.06595268,0.17819059
-2.03201601,0.95727978,0.40144550,0.08221523,0.30607903,0.25398491,0.03313708,0.19619296,0.06879259,0.17674302
-2.02601301,0.99478145,0.41518332,0.08454354,0.31091167,0.26485431,0.03692441,0.20299821,0.07221680,0.17709242
-2.02001001,1.03924518,0.43204198,0.08763357,0.31782786,0.27772659,0.04092417,0.21076015,0.07618741,0.17909669
-2.01400700,1.08974222,0.45148992,0.09141074,0.32653455,0.29232203,0.04511004,0.21931596,0.08065600,0.18259080
-2.00800400,1.14524771,0.47296011,0.09578773,0.33671929,0.30833958,0.04944959,0.22848861,0.08556438,0.18739099
-2.00200100,1.20465901,0.49586066,0.10066646,0.34805759,0.32546158,0.05390449,0.23808965,0.09084565,0.19329917
-1.99599800,1.26681666,0.51958624,0.10594037,0.36022048,0.34335912,0.05843091,0.24792271,0.09642564,0.20010757
-1.98999500,1.33052773,0.54353004,0.11149694,0.37288188,0.36169774,0.06298020,0.25778755,0.10222457,0.20760348
-1.98399200,1.39459099,0.56709627,0.11722036,0.38572591,0.38014354,0.06749969,0.26748470,0.10815902,0.21557400
-1.97798899,1.45782340,0.58971266,0.12299424,0.39845366,0.39836962,0.07193384,0.27682047,0.11414400,0.22381073
-1.97198599,1.51908704,0.61084291,0.12870448,0.41078942,0.41606252,0.07622542,0.28561213,0.12009525,0.23211419
-1.96598299,1.57731557,0.62999845,0.13424189,0.42248607,0.43292860,0.08031687,0.29369309,0.12593149,0.24029805
-1.95997999,1.63153915,0.64674932,0.13950483,0.43332961,0.44870008,0.08415183,0.30091772,0.13157656,0.24819273
-1.95397699,1.68090691,0.66073352,0.14440144,0.44314242,0.46314047,0.08767655,0.30716571,0.13696151,0.25564855
-1.94797399,1.72470571,0.67166464,0.14885162,0.45178544,0.47604916,0.09084139,0.31234564,0.14202627,0.26253817
-1.94197099,1.76237447,0.67933732,0.15278856,0.45915897,0.48726498,0.09360215,0.31639752,0.14672103,0.26875820
-1.93596798,1.79351333,0.68363021,0.15615982,0.46520216,0.49666844,0.09592130,0.31929430,0.15100714,0.27423011
