energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,V_p_up,V_p_down,V_d_up,V_d_down
-6.00000000,2.31755026,-1.88041917,0.00471818,-0.00778347,0.13135360,-0.10180825,1.07830675,-1.00013075,0.65583717,-0.28927862,1.32176348,-1.17593101,0.00000000,-0.00000000,0.62983381,-0.54720966,0.26755609,-0.22428780
-5.99399700,2.24577922,-1.86334382,0.00427437,-0.00676969,0.12985957,-0.10151132,1.04303953,-0.99070712,0.64504225,-0.29019380,1.27688142,-1.16432660,0.00000000,-0.00000000,0.61150026,-0.53889441,0.25836288,-0.22279028
-5.98799400,2.17261366,-1.84409864,0.00389572,-0.00586895,0.12967346,-0.10104310,1.00600370,-0.97945238,0.63533430,-0.29101186,1.22915707,-1.15143871,0.00000000,-0.00000000,0.59156552,-0.53050010,0.24860060,-0.22119083
-5.98199100,2.09901410,-1.82351774,0.00357311,-0.00507299,0.13090603,-0.10046589,0.96767500,-0.96688064,0.62704582,-0.29195074,1.17905433,-1.13777597,0.00000000,-0.00000000,0.57019514,-0.52230797,0.23835525,-0.21954918
-5.97598799,2.02593434,-1.80251434,0.00329798,-0.00437322,0.13364558,-0.09984927,0.92853353,-0.95354009,0.62048378,-0.29323932,1.12706552,-1.12389004,0.00000000,-0.00000000,0.54757617,-0.51460554,0.22771833,-0.21793402
-5.96998499,1.95428951,-1.78204580,0.00306239,-0.00376100,0.13795418,-0.09926791,0.88904881,-0.93999116,0.61591801,-0.29510989,1.07369596,-1.11035356,0.00000000,-0.00000000,0.52391040,-0.50767478,0.21678399,-0.21641963
-5.96398199,1.88492598,-1.76307517,0.00285917,-0.00322787,0.14386403,-0.09879913,0.84966625,-0.92678374,0.61356989,-0.29779004,1.01944960,-1.09773615,0.00000000,-0.00000000,0.49940801,-0.50178003,0.20564652,-0.21508204
-5.95797899,1.81859414,-1.74653140,0.00268190,-0.00276573,0.15137420,-0.09852025,0.81079545,-0.91443465,0.61360177,-0.30149443,0.96481620,-1.08657996,0.00000000,-0.00000000,0.47428176,-0.49715624,0.19439805,-0.21399485
-5.95197599,1.75592520,-1.73326964,0.00252496,-0.00236692,0.16044784,-0.09850579,0.77280065,-0.90340630,0.61610765,-0.30641650,0.91026033,-1.07737567,0.00000000,-0.00000000,0.44874216,-0.49399817,0.18312675,-0.21322506
-5.94597299,1.69741260,-1.72403380,0.00238356,-0.00202435,0.17101016,-0.09882472,0.73599352,-0.89408761,0.62110556,-0.31272061,0.85621262,-1.07054026,0.00000000,-0.00000000,0.42299332,-0.49245114,0.17191532,-0.21282919
-5.93996998,1.64339870,-1.71942290,0.00225367,-0.00173154,0.18294719,-0.09953774,0.70062843,-0.88677807,0.62853203,-0.32053484,0.80306304,-1.06639759,0.00000000,-0.00000000,0.39722984,-0.49260359,0.16083994,-0.21284968
-5.93396698,1.59406702,-1.71986284,0.00213199,-0.00148258,0.19610563,-0.10069480,0.66690001,-0.88167569,0.63823904,-0.32994460,0.75115644,-1.06516266,0.00000000,-0.00000000,0.37163451,-0.49448210,0.14996953,-0.21331203
-5.92796398,1.54944036,-1.72558478,0.00201593,-0.00127218,0.21029386,-0.10233283,0.63494310,-0.87886931,0.64999384,-0.34098746,0.70079009,-1.06693035,0.00000000,-0.00000000,0.34637671,-0.49804884,0.13936537,-0.21422263
-5.92196098,1.50938455,-1.73661113,0.00190355,-0.00109562,0.22528427,-0.10447389,0.60483475,-0.87833562,0.66348171,-0.35364933,0.65221302,-1.07166902,0.00000000,-0.00000000,0.32161158,-0.50320173,0.12908098,-0.21556755
-5.91595798,1.47361781,-1.75274969,0.00179345,-0.00094869,0.24081688,-0.10712371,0.57659803,-0.87994090,0.67831188,-0.36786216,0.60562695,-1.07921947,0.00000000,-0.00000000,0.29747963,-0.50977714,0.11916223,-0.21731220
-5.90995498,1.44172521,-1.77359617,0.00168476,-0.00082767,0.25660438,-0.11027076,0.55020748,-0.88344742,0.69402644,-0.38350320,0.56118848,-1.08929891,0.00000000,-0.00000000,0.27410680,-0.51755516,0.10964759,-0.21940199
-5.90395198,1.41317763,-1.79854488,0.00157700,-0.00072926,0.27233837,-0.11388584,0.52559579,-0.88852395,0.71011225,-0.40039609,0.51901235,-1.10151007,0.00000000,-0.00000000,0.25160473,-0.52626696,0.10056854,-0.22176388
-5.89794897,1.38735464,-1.82680705,0.00147008,-0.00065057,0.28769683,-0.11792219,0.50266142,-0.89475999,0.72601530,-0.41831357,0.47917541,-1.11535474,0.00000000,-0.00000000,0.23007130,-0.53560401,0.09195002,-0.22430872
-5.89194597,1.36357031,-1.85743604,0.00136416,-0.00058901,0.30235241,-0.12231629,0.48127694,-0.90168283,0.74115728,-0.43698190,0.44172109,-1.13025114,0.00000000,-0.00000000,0.20959122,-0.54522868,0.08381095,-0.22693436
-5.88594297,1.34110105,-1.88935814,0.00125962,-0.00054229,0.31598149,-0.12698910,0.46129761,-0.90877671,0.75495364,-0.45608687,0.40666415,-1.14555435,0.00000000,-0.00000000,0.19023671,-0.55478574,0.07616477,-0.22952916
-5.87993997,1.31921446,-1.92140781,0.00115701,-0.00050835,0.32827350,-0.13184794,0.44257009,-0.91550314,0.76683250,-0.47528118,0.37399561,-1.16057880,0.00000000,-0.00000000,0.17206815,-0.56391417,0.06901996,-0.23197595
-5.87393697,1.29719806,-1.95236578,0.00105693,-0.00048536,0.33894022,-0.13678882,0.42494081,-0.92132144,0.77625371,-0.49419312,0.34368749,-1.17462193,0.00000000,-0.00000000,0.15513478,-0.57225892,0.06238059,-0.23415614
-5.86793397,1.27438680,-1.98099865,0.00096005,-0.00047166,0.34772465,-0.14169924,0.40826387,-0.92570869,0.78272714,-0.51243618,0.31569747,-1.18698792,0.00000000,-0.00000000,0.13947540,-0.57948201,0.05624682,-0.23595368
-5.86193097,1.25018838,-2.00609828,0.00086704,-0.00046573,0.35440910,-0.14646137,0.39240816,-0.92817830,0.78582954,-0.52961937,0.28997320,-1.19701067,0.00000000,-0.00000000,0.12511907,-0.58527267,0.05061543,-0.23725903
-5.85592796,1.22410528,-2.02651975,0.00077854,-0.00046618,0.35882207,-0.15095546,0.37726344,-0.92829637,0.78521921,-0.54535798,0.26645628,-1.20407503,0.00000000,-0.00000000,0.11208578,-0.58935608,0.04548032,-0.23797255
-5.84992496,1.19575276,-2.04121645,0.00069513,-0.00047174,0.36084370,-0.15506344,0.36274525,-0.92569555,0.78064772,-0.55928435,0.24508567,-1.20763570,0.00000000,-0.00000000,0.10038718,-0.59150053,0.04083298,-0.23800759
-5.84392196,1.16487204,-2.04927126,0.00061733,-0.00048125,0.36040938,-0.15867264,0.34879838,-0.92008581,0.77196833,-0.57105836,0.22580070,-1.20723306,0.00000000,-0.00000000,0.09002732,-0.59152281,0.03666296,-0.23729286
-5.83791896,1.13133828,-2.04992291,0.00054557,-0.00049361,0.35751154,-0.16167938,0.33539899,-0.91126203,0.75914060,-0.58037743,0.20854340,-1.20250567,0.00000000,-0.00000000,0.08100331,-0.58929182,0.03295836,-0.23577435
-5.83191596,1.09516307,-2.04258682,0.00048024,-0.00050783,0.35219942,-0.16399243,0.32255502,-0.89910834,0.74223108,-0.58698547,0.19326022,-1.19319900,0.00000000,-0.00000000,0.07330598,-0.58473030,0.02970618,-0.23341640
-5.82591296,1.05649138,-2.02687007,0.00042164,-0.00052298,0.34457677,-0.16553615,0.31030516,-0.88359924,0.72141005,-0.59068069,0.17990315,-1.17917051,0.00000000,-0.00000000,0.06692046,-0.57781487,0.02689277,-0.23020232
-5.81990995,1.01559331,-2.00258025,0.00037007,-0.00053823,0.33479781,-0.16625332,0.29871624,-0.86479791,0.69694458,-0.59132203,0.16843005,-1.16039104,0.00000000,-0.00000000,0.06182665,-0.56857460,0.02450414,-0.22613427
-5.81390695,0.97285101,-1.96972834,0.00032576,-0.00055284,0.32306143,-0.16610741,0.28787921,-0.84285179,0.66918816,-0.58883380,0.15880450,-1.13694269,0.00000000,-0.00000000,0.05799958,-0.55708810,0.02252627,-0.22123266
-5.80790395,0.92874163,-1.92852577,0.00028900,-0.00056614,0.30960404,-0.16508430,0.27790397,-0.81798607,0.63856758,-0.58320869,0.15099484,-1.10901365,0.00000000,-0.00000000,0.05540952,-0.54347959,0.02094536,-0.21553510
-5.80190095,0.88381694,-1.87937618,0.00026008,-0.00057758,0.29469139,-0.16319349,0.26891312,-0.79049541,0.60556762,-0.57450885,0.14497280,-1.07689028,0.00000000,-0.00000000,0.05402203,-0.52791413,0.01974801,-0.20909491
-5.79589795,0.83868087,-1.82286246,0.00023939,-0.00058671,0.27860964,-0.16046855,0.26103500,-0.76073437,0.57071432,-0.56286511,0.14071160,-1.04094692,0.00000000,-0.00000000,0.05379771,-0.51059210,0.01892132,-0.20197937
-5.78989495,0.79396593,-1.75972966,0.00022741,-0.00059318,0.26165635,-0.15696703,0.25439636,-0.72910697,0.53455766,-0.54847447,0.13818372,-1.00163395,0.00000000,-0.00000000,0.05469185,-0.49174341,0.01845302,-0.19426773
-5.78389195,0.75030955,-1.69086469,0.00022480,-0.00059679,0.24413140,-0.15276969,0.24911500,-0.69605589,0.49765436,-0.53159587,0.13735842,-0.95946461,0.00000000,-0.00000000,0.05665398,-0.47162141,0.01833145,-0.18604910
-5.77788894,0.70833159,-1.61727341,0.00023236,-0.00059744,0.22632861,-0.14797918,0.24529259,-0.66205150,0.46055160,-0.51254450,0.13819931,-0.91500098,0.00000000,-0.00000000,0.05962720,-0.45049682,0.01854557,-0.17742028
-5.77188594,0.66861380,-1.54005610,0.00025113,-0.00059521,0.20852812,-0.14271821,0.24300830,-0.62758115,0.42377223,-0.49168479,0.14066190,-0.86883966,0.00000000,-0.00000000,0.06354768,-0.42865166,0.01908492,-0.16848355
-5.76588294,0.63168222,-1.46038189,0.00028236,-0.00059028,0.19098989,-0.13712727,0.24231327,-0.59313887,0.38780220,-0.46942254,0.14469152,-0.82159749,0.00000000,-0.00000000,0.06834406,-0.40637349,0.01993958,-0.15934456
-5.75987994,0.59799308,-1.37946301,0.00032758,-0.00058304,0.17394858,-0.13136195,0.24322646,-0.55921565,0.35308029,-0.44619617,0.15022168,-0.77389767,0.00000000,-0.00000000,0.07393711,-0.38394978,0.02110011,-0.15011024
-5.75387694,0.56792271,-1.29852941,0.00038859,-0.00057400,0.15760979,-0.12559001,0.24573191,-0.52629044,0.31999076,-0.42246758,0.15717296,-0.72635659,0.00000000,-0.00000000,0.08023953,-0.36166267,0.02255752,-0.14088687
-5.74787394,0.54176167,-1.21880434,0.00046746,-0.00056387,0.14214790,-0.11998825,0.24977779,-0.49482185,0.28885872,-0.39871289,0.16545259,-0.67957159,0.00000000,-0.00000000,0.08715613,-0.33978401,0.02430328,-0.13177829
-5.74187094,0.51971312,-1.14148138,0.00056652,-0.00055353,0.12770531,-0.11473923,0.25527710,-0.46524059,0.25994837,-0.37541313,0.17495481,-0.63410979,0.00000000,-0.00000000,0.09458430,-0.31857082,0.02632925,-0.12288425
-5.73586793,0.50189528,-1.06770315,0.00068835,-0.00054404,0.11439308,-0.11002793,0.26211022,-0.43794271,0.23346380,-0.35304524,0.18556197,-0.59049832,0.00000000,-0.00000000,0.10241495,-0.29826106,0.02862776,-0.11429894
-5.72986493,0.48834753,-0.99854219,0.00083575,-0.00053665,0.10229280,-0.10603833,0.27012918,-0.41328349,0.20955217,-0.33207351,0.19714641,-0.54921576,0.00000000,-0.00000000,0.11053380,-0.27906992,0.03119158,-0.10610973
-5.72386193,0.47903959,-0.93498385,0.00101166,-0.00053284,0.09145945,-0.10295004,0.27916335,-0.39157206,0.18830882,-0.31294143,0.20957296,-0.51068512,0.00000000,-0.00000000,0.11882317,-0.26118643,0.03401397,-0.09839610
-5.71785893,0.47388317,-0.87791162,0.00121911,-0.00053428,0.08192513,-0.10093491,0.28902652,-0.37306670,0.16978386,-0.29606424,0.22270201,-0.47526828,0.00000000,-0.00000000,0.12716401,-0.24477065,0.03708866,-0.09122875
-5.71185593,0.47274525,-0.82809462,0.00146112,-0.00054284,0.07370330,-0.10015360,0.29952486,-0.35797083,0.15398983,-0.28182201,0.23639304,-0.44326190,0.00000000,-0.00000000,0.13543831,-0.22995139,0.04040981,-0.08466898
-5.70585293,0.47546220,-0.78617734,0.00174061,-0.00056063,0.06679324,-0.10075224,0.31046546,-0.34642967,0.14090990,-0.27055326,0.25050822,-0.41489483,0.00000000,-0.00000000,0.14353171,-0.21682446,0.04397187,-0.07876821
-5.69984992,0.48185388,-0.75267154,0.00206026,-0.00059000,0.06118472,-0.10285901,0.32166509,-0.33852776,0.13050608,-0.26254921,0.26491610,-0.39032698,0.00000000,-0.00000000,0.15133610,-0.20545164,0.04776945,-0.07356782
-5.69384692,0.49173702,-0.72795010,0.00242242,-0.00063347,0.05686226,-0.10658076,0.33295850,-0.33428718,0.12272717,-0.25804845,0.27949503,-0.36964961,0.00000000,-0.00000000,0.15875228,-0.19586029,0.05179702,-0.06909908
-5.68784392,0.50493709,-0.71224291,0.00282891,-0.00069384,0.05380920,-0.11199967,0.34420619,-0.33366676,0.11751590,-0.25723210,0.29413617,-0.35288688,0.00000000,-0.00000000,0.16569238,-0.18804372,0.05604856,-0.06538334
-5.68184092,0.52129811,-0.70563443,0.00328096,-0.00077404,0.05201097,-0.11916998,0.35530085,-0.33656225,0.11481501,-0.26021949,0.30874590,-0.33999875,0.00000000,-0.00000000,0.17208198,-0.18196226,0.06051711,-0.06243240
-5.67583792,0.54068994,-0.70806313,0.00377899,-0.00087723,0.05145777,-0.12811485,0.36617238,-0.34280754,0.11457201,-0.26706423,0.32324755,-0.33088495,0.00000000,-0.00000000,0.17786184,-0.17754515,0.06519431,-0.06024899
