energy_ev,total_up,In_p_up,In_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.77188594,4.63249200,0.47955073,0.01027885,2.11189166,0.00000000,1.92214969,1.04168571
-5.76588294,4.47553762,0.45653094,0.00974686,2.06773235,0.00000000,1.86510453,1.01725605
-5.75987994,4.30032344,0.43222374,0.00918987,2.01283808,0.00000000,1.80040333,0.98728109
-5.75387694,4.10925249,0.40691821,0.00861472,1.94813627,0.00000000,1.72884949,0.95222019
-5.74787394,3.90503651,0.38091658,0.00802845,1.87476997,0.00000000,1.65140576,0.91262670
-5.74187094,3.69062171,0.35452631,0.00743807,1.79406548,0.00000000,1.56916821,0.86913094
-5.73586793,3.46910803,0.32805207,0.00685041,1.70749430,0.00000000,1.48333556,0.82242103
-5.72986493,3.24366524,0.30178812,0.00627195,1.61663096,0.00000000,1.39517523,0.77322238
-5.72386193,3.01744939,0.27601130,0.00570865,1.52310853,0.00000000,1.30598774,0.72227690
-5.71785893,2.79352272,0.25097503,0.00516586,1.42857341,0.00000000,1.21707078,0.67032254
-5.71185593,2.57477994,0.22690424,0.00464823,1.33464115,0.00000000,1.12968444,0.61807407
-5.70585293,2.36388307,0.20399176,0.00415960,1.24285476,0.00000000,1.04501891,0.56620589
-5.69984992,2.16320667,0.18239579,0.00370300,1.15464680,0.00000000,0.96416549,0.51533718
-5.69384692,1.97479462,0.16223882,0.00328066,1.07130630,0.00000000,0.88809198,0.46602001
-5.68784392,1.80032899,0.14360768,0.00289397,0.99395131,0.00000000,0.81762280,0.41873060
-5.68184092,1.64111100,0.12655468,0.00254358,0.92350752,0.00000000,0.75342436,0.37386369
-5.67583792,1.49805367,0.11109972,0.00222945,0.86069332,0.00000000,0.69599554,0.33173016
-5.66983492,1.37168524,0.09723319,0.00195089,0.80601104,0.00000000,0.64566343,0.29255752
-5.66383192,1.26216242,0.08491936,0.00170669,0.75974456,0.00000000,0.60258383,0.25649302
-5.65782891,1.16929196,0.07410023,0.00149520,0.72196255,0.00000000,0.56674634,0.22360909
-5.65182591,1.09255933,0.06469953,0.00131438,0.69252711,0.00000000,0.53798335,0.19391039
-5.64582291,1.03116317,0.05662683,0.00116195,0.67110726,0.00000000,0.51598262,0.16734238
-5.63981991,0.98405410,0.04978150,0.00103544,0.65719650,0.00000000,0.50030276,0.14380059
-5.63381691,0.94997668,0.04405650,0.00093229,0.65013402,0.00000000,0.49039117,0.12314039
-5.62781391,0.92751356,0.03934195,0.00084990,0.64912881,0.00000000,0.48560387,0.10518677
-5.62181091,0.91513074,0.03552826,0.00078572,0.65328608,0.00000000,0.48522674,0.08974378
-5.61580790,0.91122302,0.03250905,0.00073728,0.66163530,0.00000000,0.48849764,0.07660338
-5.60980490,0.91415903,0.03018358,0.00070226,0.67315919,0.00000000,0.49462897,0.06555356
-5.60380190,0.92232488,0.02845890,0.00067853,0.68682315,0.00000000,0.50283028,0.05638545
-5.59779890,0.93416586,0.02725163,0.00066417,0.70160420,0.00000000,0.51233020,0.04889946
-5.59179590,0.94822548,0.02648938,0.00065748,0.71651896,0.00000000,0.52239757,0.04291033
-5.58579290,0.96318096,0.02611193,0.00065707,0.73064986,0.00000000,0.53236094,0.03825123
-5.57978989,0.97787474,0.02607209,0.00066180,0.74316893,0.00000000,0.54162623,0.03477672
-5.57378689,0.99134101,0.02633618,0.00067082,0.75335854,0.00000000,0.54969187,0.03236491
-5.56778389,1.00282669,0.02688441,0.00068358,0.76062841,0.00000000,0.55616119,0.03091865
-5.56178089,1.01180628,0.02771079,0.00069983,0.76452848,0.00000000,0.56075143,0.03036592
-5.55577789,1.01798991,0.02882287,0.00071960,0.76475717,0.00000000,0.56329929,0.03065952
-5.54977489,1.02132433,0.03024106,0.00074319,0.76116480,0.00000000,0.56376254,0.03177599
-5.54377189,1.02198643,0.03199772,0.00077115,0.75375199,0.00000000,0.56221785,0.03371397
-5.53776888,1.02036952,0.03413578,0.00080427,0.74266325,0.00000000,0.55885449,0.03649189
-5.53176588,1.01706227,0.03670706,0.00084354,0.72817583,0.00000000,0.55396439,0.04014509
-5.52576288,1.01282100,0.03977021,0.00089009,0.71068447,0.00000000,0.54792860,0.04472244
-5.51975988,1.00853596,0.04338823,0.00094516,0.69068239,0.00000000,0.54120054,0.05028240
-5.51375688,1.00519246,0.04762569,0.00101006,0.66873948,0.00000000,0.53428682,0.05688869
-5.50775388,1.00382811,0.05254556,0.00108608,0.64547843,0.00000000,0.52772596,0.06460552
-5.50175088,1.00548755,0.05820593,0.00117445,0.62154965,0.00000000,0.52206591,0.07349253
-5.49574787,1.01117609,0.06465637,0.00127628,0.59760606,0.00000000,0.51784123,0.08359957
-5.48974487,1.02181391,0.07193441,0.00139247,0.57427860,0.00000000,0.51555059,0.09496147
-5.48374187,1.03819265,0.08006196,0.00152368,0.55215335,0.00000000,0.51563549,0.10759284
-5.47773887,1.06093577,0.08904200,0.00167024,0.53175113,0.00000000,0.51846116,0.12148334
-5.47173587,1.09046454,0.09885563,0.00183213,0.51351019,0.00000000,0.52430013,0.13659339
-5.46573287,1.12697093,0.10945960,0.00200892,0.49777259,0.00000000,0.53331939,0.15285072
-5.45972986,1.17039887,0.12078462,0.00219977,0.48477472,0.00000000,0.54557153,0.17014788
-5.45372686,1.22043456,0.13273441,0.00240341,0.47464201,0.00000000,0.56099035,0.18834097
-5.44772386,1.27650694,0.14518576,0.00261812,0.46738814,0.00000000,0.57939122,0.20724973
-5.44172086,1.33779820,0.15798959,0.00284182,0.46291848,0.00000000,0.60047618,0.22665917
-5.43571786,1.40326464,0.17097320,0.00307207,0.46103749,0.00000000,0.62384378,0.24632272
-5.42971486,1.47166706,0.18394350,0.00330616,0.46145980,0.00000000,0.64900324,0.26596703
-5.42371186,1.54160996,0.19669137,0.00354120,0.46382435,0.00000000,0.67539258,0.28529822
-5.41770885,1.61158815,0.20899697,0.00377418,0.46771098,0.00000000,0.70239989,0.30400947
-5.41170585,1.68003891,0.22063575,0.00400216,0.47265878,0.00000000,0.72938700,0.32178977
-5.40570285,1.74539789,0.23138511,0.00422231,0.47818543,0.00000000,0.75571461,0.33833333
-5.39969985,1.80615622,0.24103133,0.00443208,0.48380680,0.00000000,0.78076765,0.35334951
-5.39369685,1.86091655,0.24937654,0.00462929,0.48905601,0.00000000,0.80398002,0.36657268
-5.38769385,1.90844556,0.25624547,0.00481222,0.49350118,0.00000000,0.82485738,0.37777161
-5.38169085,1.94772047,0.26149155,0.00497975,0.49676139,0.00000000,0.84299700,0.38675800
-5.37568784,1.97796751,0.26500231,0.00513134,0.49852006,0.00000000,0.85810383,0.39339360
-5.36968484,1.99869058,0.26670356,0.00526714,0.49853548,0.00000000,0.87000187,0.39759579
-5.36368184,2.00968863,0.26656241,0.00538794,0.49664816,0.00000000,0.87864036,0.39934109
-5.35767884,2.01106109,0.26458883,0.00549515,0.49278473,0.00000000,0.88409444,0.39866657
-5.35167584,2.00320105,0.26083579,0.00559076,0.48695855,0.00000000,0.88656028,0.39566905
-5.34567284,1.98677656,0.25539788,0.00567721,0.47926704,0.00000000,0.88634487,0.39050208
-5.33966983,1.96270114,0.24840861,0.00575728,0.46988605,0.00000000,0.88385094,0.38337091
-5.33366683,1.93209489,0.24003641,0.00583395,0.45906178,0.00000000,0.87955791,0.37452563
-5.32766383,1.89623833,0.23047968,0.00591021,0.44710050,0.00000000,0.87399963,0.36425294
-5.32166083,1.85652122,0.21996095,0.00598894,0.43435696,0.00000000,0.86774028,0.35286681
-5.31565783,1.81438898,0.20872056,0.00607268,0.42122183,0.00000000,0.86134941,0.34069863
-5.30965483,1.77128933,0.19701010,0.00616351,0.40810893,0.00000000,0.85537756,0.32808723
-5.30365183,1.72862168,0.18508583,0.00626291,0.39544276,0.00000000,0.85033361,0.31536928
-5.29764882,1.68769161,0.17320242,0.00637163,0.38364689,0.00000000,0.84666487,0.30287051
-5.29164582,1.64967241,0.16160716,0.00648964,0.37313359,0.00000000,0.84474095,0.29089798
-5.28564282,1.61557525,0.15053481,0.00661606,0.36429510,0.00000000,0.84484206,0.27973395
-5.27963982,1.58622883,0.14020327,0.00674919,0.35749665,0.00000000,0.84715212,0.26963126
-5.27363682,1.56226912,0.13081008,0.00688656,0.35307143,0.00000000,0.85175689,0.26081048
-5.26763382,1.54413887,0.12252983,0.00702500,0.35131744,0.00000000,0.85864696,0.25345877
-5.26163082,1.53209633,0.11551239,0.00716077,0.35249601,0.00000000,0.86772524,0.24773039
-5.25562781,1.52623202,0.10988193,0.00728976,0.35683197,0.00000000,0.87881817,0.24374857
-5.24962481,1.52649191,0.10573668,0.00740760,0.36451498,0.00000000,0.89169005,0.24160865
-5.24362181,1.53270542,0.10314924,0.00750992,0.37570180,0.00000000,0.90605935,0.24138208
-5.23761881,1.54461602,0.10216739,0.00759252,0.39051919,0.00000000,0.92161605,0.24312093
-5.23161581,1.56191280,0.10281521,0.00765155,0.40906700,0.00000000,0.93803902,0.24686265
-5.22561281,1.58426070,0.10509453,0.00768373,0.43142118,0.00000000,0.95501235,0.25263478
-5.21960980,1.61132811,0.10898642,0.00768647,0.45763645,0.00000000,0.97223996,0.26045916
-5.21360680,1.64281015,0.11445288,0.00765800,0.48774833,0.00000000,0.98945764,0.27035549
-5.20760380,1.67844663,0.12143839,0.00759745,0.52177441,0.00000000,1.00644210,0.28234408
-5.20160080,1.71803396,0.12987157,0.00750490,0.55971477,0.00000000,1.02301677,0.29644742
-5.19559780,1.76143072,0.13966667,0.00738136,0.60155136,0.00000000,1.03905416,0.31269076
-5.18959480,1.80855694,0.15072504,0.00722876,0.64724646,0.00000000,1.05447505,0.33110143
-5.18359180,1.85938736,0.16293648,0.00704985,0.69674030,0.00000000,1.06924474,0.35170703
-5.17758879,1.91393953,0.17618053,0.00684808,0.74994776,0.00000000,1.08336677,0.37453258
-5.17158579,1.97225763,0.19032768,0.00662749,0.80675446,0.00000000,1.09687481,0.39959674
-5.16558279,2.03439301,0.20524045,0.00639253,0.86701237,0.00000000,1.10982320,0.42690729
-5.15957979,2.10038288,0.22077453,0.00614791,0.93053513,0.00000000,1.12227688,0.45645605
-5.15357679,2.17022817,0.23677968,0.00589842,0.99709333,0.00000000,1.13430133,0.48821360
-5.14757379,2.24387204,0.25310076,0.00564877,1.06641002,0.00000000,1.14595305,0.52212389
-5.14157079,2.32118012,0.26957859,0.00540346,1.13815683,0.00000000,1.15727112,0.55809927
-5.13556778,2.40192349,0.28605094,0.00516664,1.21195087,0.00000000,1.16827033,0.59601600
-5.12956478,2.48576553,0.30235338,0.00494200,1.28735292,0.00000000,1.17893599,0.63571066
-5.12356178,2.57225313,0.31832035,0.00473270,1.36386699,0.00000000,1.18922080,0.67697770
-5.11755878,2.66081305,0.33378620,0.00454131,1.44094182,0.00000000,1.19904373,0.71956832
-5.11155578,2.75075350,0.34858642,0.00436979,1.51797434,0.00000000,1.20829093,0.76319092
-5.10555278,2.84127127,0.36255901,0.00421950,1.59431537,0.00000000,1.21681858,0.80751320
-5.09954977,2.93146402,0.37554612,0.00409119,1.66927764,0.00000000,1.22445736,0.85216593
-5.09354677,3.02034750,0.38739580,0.00398509,1.74214611,0.00000000,1.23101844,0.89674850
-5.08754377,3.10687697,0.39796409,0.00390094,1.81219041,0.00000000,1.23630048,0.94083585
-5.08154077,3.18997202,0.40711725,0.00383802,1.87867913,0.00000000,1.24009747,0.98398698
-5.07553777,3.26854382,0.41473417,0.00379529,1.94089555,0.00000000,1.24220684,1.02575428
-5.06953477,3.34152356,0.42070891,0.00377139,1.99815419,0.00000000,1.24243763,1.06569373
-5.06353177,3.40789097,0.42495324,0.00376476,2.04981771,0.00000000,1.24061815,1.10337530
-5.05752876,3.46670156,0.42739904,0.00377365,2.09531318,0.00000000,1.23660302,1.13839321
-5.05152576,3.51711151,0.42800058,0.00379620,2.13414721,0.00000000,1.23027897,1.17037560
-5.04552276,3.55839901,0.42673638,0.00383048,2.16591910,0.00000000,1.22156951,1.19899307
-5.03951976,3.58998130,0.42361066,0.00387449,2.19033136,0.00000000,1.21043789,1.22396596
-5.03351676,3.61142660,0.41865416,0.00392623,2.20719716,0.00000000,1.19688863,1.24506980
-5.02751376,3.62246075,0.41192433,0.00398365,2.21644422,0.00000000,1.18096732,1.26213889
-5.02151076,3.62296836,0.40350482,0.00404474,2.21811504,0.00000000,1.16275885,1.27506794
-5.01550775,3.61298884,0.39350419,0.00410745,2.21236358,0.00000000,1.14238441,1.28381171
-5.00950475,3.59270788,0.38205391,0.00416975,2.19944844,0.00000000,1.11999711,1.28838293
-5.00350175,3.56244509,0.36930567,0.00422963,2.17972321,0.00000000,1.09577702,1.28884864
-4.99749875,3.52263899,0.35542821,0.00428509,2.15362451,0.00000000,1.06992553,1.28532543
-4.99149575,3.47383037,0.34060360,0.00433418,2.12165839,0.00000000,1.04265967,1.27797380
-4.98549275,3.41664518,0.32502336,0.00437500,2.08438606,0.00000000,1.01420668,1.26699228
-4.97948974,3.35177807,0.30888434,0.00440578,2.04240955,0.00000000,0.98479911,1.25261153
-4.97348674,3.27997750,0.29238482,0.00442486,1.99635823,0.00000000,0.95467072,1.23508885
-4.96748374,3.20203307,0.27572078,0.00443075,1.94687664,0.00000000,0.92405348,1.21470342
-4.96148074,3.11876561,0.25908251,0.00442219,1.89461417,0.00000000,0.89317550,1.19175230
-4.95547774,3.03102000,0.24265184,0.00439820,1.84021684,0.00000000,0.86226021,1.16654747
-4.94947474,2.93966055,0.22659991,0.00435806,1.78432117,0.00000000,0.83152631,1.13941357
-4.94347174,2.84556855,0.21108561,0.00430144,1.72755001,0.00000000,0.80118863,1.11068644
-4.93746873,2.74964106,0.19625469,0.00422835,1.67050993,0.00000000,0.77145932,1.08071199
-4.93146573,2.65279028,0.18223946,0.00413918,1.61378970,0.00000000,0.74254924,1.04984517
-4.92546273,2.55594228,0.16915906,0.00403470,1.55795928,0.00000000,0.71466917,1.01844865
-4.91945973,2.46003438,0.15712018,0.00391608,1.50356858,0.00000000,0.68803035,0.98689090
-4.91345673,2.36601014,0.14621806,0.00378478,1.45114560,0.00000000,0.66284431,0.95554323
-4.90745373,2.27481143,0.13653769,0.00364261,1.40119323,0.00000000,0.63932152,0.92477576
-4.90145073,2.18736716,0.12815494,0.00349160,1.35418454,0.00000000,0.61766889,0.89495204
-4.89544772,2.10457864,0.12113763,0.00333397,1.31055632,0.00000000,0.59808598,0.86642245
-4.88944472,2.02730170,0.11554626,0.00317206,1.27070092,0.00000000,0.58076006,0.83951636
-4.88344172,1.95632633,0.11143433,0.00300825,1.23495672,0.00000000,0.56586015,0.81453356
-4.87743872,1.89235456,0.10884819,0.00284487,1.20359767,0.00000000,0.55353035,0.79173517
-4.87143572,1.83597779,0.10782637,0.00268415,1.17682247,0.00000000,0.54388289,0.77133456
-4.86543272,1.78765475,0.10839831,0.00252814,1.15474439,0.00000000,0.53699109,0.75348891
-4.85942971,1.74769149,0.11058259,0.00237866,1.13738223,0.00000000,0.53288300,0.73829192
-4.85342671,1.71622471,0.11438477,0.00223725,1.12465356,0.00000000,0.53153587,0.72576814
-4.84742371,1.69320966,0.11979479,0.00210514,1.11637080,0.00000000,0.53287207,0.71586955
-4.84142071,1.67841365,0.12678432,0.00198323,1.11224096,0.00000000,0.53675666,0.70847475
-4.83541771,1.67141594,0.13530406,0.00187209,1.11186927,0.00000000,0.54299712,0.70339086
-4.82941471,1.67161452,0.14528121,0.00177196,1.11476724,0.00000000,0.55134508,0.70035842
-4.82341171,1.67823994,0.15661747,0.00168279,1.12036495,0.00000000,0.56150054,0.69905924
-4.81740870,1.69037597,0.16918762,0.00160427,1.12802736,0.00000000,0.57311816,0.69912675
-4.81140570,1.70698657,0.18283893,0.00153585,1.13707436,0.00000000,0.58581581,0.70015889
-4.80540270,1.72694840,0.19739166,0.00147684,1.14680361,0.00000000,0.59918485,0.70173263
-4.79939970,1.74908767,0.21264063,0.00142642,1.15651550,0.00000000,0.61280202,0.70341986
-4.79339670,1.77222011,0.22835811,0.00138372,1.16553923,0.00000000,0.62624240,0.70480382
-4.78739370,1.79519257,0.24429787,0.00134786,1.17325885,0.00000000,0.63909303,0.70549547
-4.78139070,1.81692471,0.26020054,0.00131805,1.17913832,0.00000000,0.65096662,0.70514910
-4.77538769,1.83644920,0.27579999,0.00129355,1.18274437,0.00000000,0.66151492,0.70347647
-4.76938469,1.85294881,0.29083059,0.00127382,1.18376641,0.00000000,0.67044110,0.70025902
-4.76338169,1.86578917,0.30503512,0.00125848,1.18203237,0.00000000,0.67751084,0.69535767
-4.75737869,1.87454550,0.31817303,0.00124734,1.17751998,0.00000000,0.68256140,0.68871964
-4.75137569,1.87902263,0.33002853,0.00124046,1.17036280,0.00000000,0.68550850,0.68038231
-4.74537269,1.87926691,0.34041832,0.00123809,1.16085076,0.00000000,0.68635068,0.67047376
-4.73936968,1.87556971,0.34919846,0.00124073,1.14942490,0.00000000,0.68517061,0.65921011
-4.73336668,1.86846185,0.35627001,0.00124906,1.13666656,0.00000000,0.68213364,0.64688969
-4.72736368,1.85869897,0.36158311,0.00126393,1.12328092,0.00000000,0.67748314,0.63388417
-4.72136068,1.84723790,0.36513924,0.00128632,1.11007559,0.00000000,0.67153293,0.62062710
-4.71535768,1.83520462,0.36699144,0.00131732,1.09793458,0.00000000,0.66465686,0.60760002
-4.70935468,1.82385450,0.36724246,0.00135804,1.08778842,0.00000000,0.65727589,0.59531668
-4.70335168,1.81452598,0.36604073,0.00140957,1.08058134,0.00000000,0.64984297,0.58430582
-4.69734867,1.80858914,0.36357438,0.00147291,1.07723630,0.00000000,0.64282630,0.57509288
-4.69134567,1.80739071,0.36006352,0.00154893,1.07861921,0.00000000,0.63669153,0.56818146
-4.68534267,1.81219750,0.35575102,0.00163827,1.08550324,0.00000000,0.63188345,0.56403473
-4.67933967,1.82414038,0.35089226,0.00174133,1.09853460,0.00000000,0.62880812,0.56305771
-4.67333667,1.84416098,0.34574437,0.00185817,1.11820109,0.00000000,0.62781590,0.56558069
-4.66733367,1.87296335,0.34055533,0.00198850,1.14480458,0.00000000,0.62918635,0.57184466
-4.66133067,1.91097288,0.33555350,0.00213164,1.17843870,0.00000000,0.63311565,0.58198904
-4.65532766,1.95830447,0.33093820,0.00228648,1.21897294,0.00000000,0.63970710,0.59604240
-4.64932466,2.01474183,0.32687153,0.00245153,1.26604400,0.00000000,0.64896542,0.61391653
-4.64332166,2.07972936,0.32347206,0.00262489,1.31905532,0.00000000,0.66079516,0.63540434
-4.63731866,2.15237761,0.32081058,0.00280428,1.37718521,0.00000000,0.67500348,0.66018176
-4.63131566,2.23148276,0.31890808,0.00298713,1.43940384,0.00000000,0.69130754,0.68781382
-4.62531266,2.31556012,0.31773605,0.00317062,1.50449895,0.00000000,0.70934605,0.71776502
-4.61930965,2.40289072,0.31721914,0.00335176,1.57110971,0.00000000,0.72869508,0.74941363
-4.61330665,2.49157964,0.31723992,0.00352751,1.63776792,0.00000000,0.74888714,0.78206978
-4.60730365,2.57962398,0.31764550,0.00369485,1.70294512,0.00000000,0.76943319,0.81499670
-4.60130065,2.66498799,0.31825575,0.00385090,1.76510419,0.00000000,0.78984636,0.84743450
-4.59529765,2.74568204,0.31887260,0.00399306,1.82275327,0.00000000,0.80966658,0.87862556
-4.58929465,2.81984229,0.31929002,0.00411906,1.87450009,0.00000000,0.82848484,0.90784074
-4.58329165,2.88580735,0.31930416,0.00422706,1.91910439,0.00000000,0.84596601,0.93440518
-4.57728864,2.94218831,0.31872319,0.00431577,1.95552612,0.00000000,0.86186907,0.95772274
-4.57128564,2.98792901,0.31737641,0.00438445,1.98296732,0.00000000,0.87606365,0.97729793
-4.56528264,3.02235328,0.31512211,0.00443296,2.00090579,0.00000000,0.88854202,0.99275441
-4.55927964,3.04519693,0.31185406,0.00446180,2.00911877,0.00000000,0.89942578,1.00384915
-4.55327664,3.05662263,0.30750620,0.00447203,2.00769564,0.00000000,0.90896674,1.01048155
-4.54727364,3.05721678,0.30205540,0.00446526,1.99703869,0.00000000,0.91754182,1.01269707
-4.54127064,3.04796827,0.29552238,0.00444360,1.97785199,0.00000000,0.92564190,1.01068515
-4.53526763,3.03022999,0.28797065,0.00440953,1.95111844,0.00000000,0.93385520,1.00477143
-4.52926463,3.00566472,0.27950375,0.00436579,1.91806615,0.00000000,0.94284550,0.99540469
-4.52326163,2.97617785,0.27026090,0.00431530,1.88012537,0.00000000,0.95332643,0.98313898
-4.51725863,2.94384014,0.26041147,0.00426102,1.83887782,0.00000000,0.96603263,0.96861185
-4.51125563,2.91080399,0.25014843,0.00420579,1.79600060,0.00000000,0.98168934,0.95251972
-4.50525263,2.87921731,0.23968129,0.00415227,1.75320699,0.00000000,1.00098158,0.93559141
-4.49924962,2.85113897,0.22922882,0.00410278,1.71218682,0.00000000,1.02452446,0.91856126
-4.49324662,2.82845975,0.21901189,0.00405926,1.67454877,0.00000000,1.05283607,0.90214295
-4.48724362,2.81283255,0.20924674,0.00402317,1.64176703,0.00000000,1.08631415,0.88700531
-4.48124062,2.80561488,0.20013905,0.00399549,1.61513465,0.00000000,1.12521775,0.87375116
-4.47523762,2.80782625,0.19187882,0.00397665,1.59572521,0.00000000,1.16965480,0.86290007
-4.46923462,2.82012215,0.18463642,0.00396660,1.58436444,0.00000000,1.21957623,0.85487583
-4.46323162,2.84278550,0.17855978,0.00396480,1.58161263,0.00000000,1.27477698,0.84999888
-4.45722861,2.87573555,0.17377264,0.00397035,1.58775839,0.00000000,1.33490380,0.84848406
-4.45122561,2.91855327,0.17037402,0.00398198,1.60282367,0.00000000,1.39946965,0.85044338
-4.44522261,2.97052165,0.16843860,0.00399823,1.62657944,0.00000000,1.46787395,0.85589348
-4.43921961,3.03067817,0.16801788,0.00401749,1.65857095,0.00000000,1.53942758,0.86476708
-4.43321661,3.09787671,0.16914203,0.00403816,1.69815116,0.00000000,1.61338162,0.87692769
-4.42721361,3.17085513,0.17182211,0.00405869,1.74452040,0.00000000,1.68895824,0.89218635
-4.42121061,3.24830499,0.17605244,0.00407773,1.79677024,0.00000000,1.76538228,0.91031952
-4.41520760,3.32893963,0.18181304,0.00409419,1.85392922,0.00000000,1.84191197,0.93108686
-4.40920460,3.41155705,0.18907180,0.00410728,1.91500825,0.00000000,1.91786727,0.95424779
-4.40320160,3.49509444,0.19778631,0.00411660,1.97904341,0.00000000,1.99265443,0.97957593
-4.39719860,3.57867165,0.20790530,0.00412210,2.04513410,0.00000000,2.06578578,1.00687056
-4.39119560,3.66162181,0.21936948,0.00412411,2.11247495,0.00000000,2.13689376,1.03596441
-4.38519260,3.74350774,0.23211203,0.00412332,2.18038006,0.00000000,2.20573879,1.06672747
-4.37918959,3.82412396,0.24605846,0.00412070,2.24829872,0.00000000,2.27221072,1.09906679
-4.37318659,3.90348467,0.26112626,0.00411748,2.31582227,0.00000000,2.33632420,1.13292222
-4.36718359,3.98179914,0.27722423,0.00411505,2.38268224,0.00000000,2.39820841,1.16825877
-4.36118059,4.05943623,0.29425174,0.00411486,2.44874040,0.00000000,2.45809197,1.20505605
-4.35517759,4.13688082,0.31209806,0.00411838,2.51397163,0.00000000,2.51628414,1.24329565
-4.34917459,4.21468476,0.33064188,0.00412696,2.57844135,0.00000000,2.57315347,1.28294757
-4.34317159,4.29341560,0.34975125,0.00414181,2.64227879,0.00000000,2.62910509,1.32395649
-4.33716858,4.37360617,0.36928395,0.00416388,2.70564823,0.00000000,2.68455799,1.36622907
-4.33116558,4.45570773,0.38908837,0.00419384,2.76871994,0.00000000,2.73992320,1.40962315
-4.32516258,4.54004941,0.40900500,0.00423203,2.83164258,0.00000000,2.79558403,1.45393968
-4.31915958,4.62680591,0.42886849,0.00427842,2.89451872,0.00000000,2.85187900,1.49891796
-4.31315658,4.71597493,0.44851014,0.00433266,2.95738472,0.00000000,2.90908792,1.54423474
-4.30715358,4.80736516,0.46776079,0.00439405,3.02019606,0.00000000,2.96742152,1.58950712
