energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-5.62781391,1.82699311,0.00834642,0.22957821,0.48842180,0.35459831,0.77714784,0.56416909,0.74580684,0.00000000
-5.62181091,1.75940815,0.00723237,0.22086446,0.47261030,0.33363936,0.75723476,0.54122263,0.72990595,0.00000000
-5.61580790,1.69253491,0.00623756,0.21239171,0.45704127,0.31309016,0.73834494,0.51845888,0.71370868,0.00000000
-5.60980490,1.62614626,0.00535557,0.20411023,0.44158735,0.29305586,0.71997380,0.49587205,0.69693581,0.00000000
-5.60380190,1.56003403,0.00457899,0.19597378,0.42613097,0.27362821,0.70165833,0.47345747,0.67934140,0.00000000
-5.59779890,1.49403023,0.00389978,0.18794310,0.41057226,0.25488654,0.68299558,0.45121637,0.66072520,0.00000000
-5.59179590,1.42802639,0.00330956,0.17998900,0.39483592,0.23689913,0.66365813,0.42916032,0.64094305,0.00000000
-5.58579290,1.36198979,0.00279987,0.17209504,0.37887684,0.21972499,0.64340582,0.40731530,0.61991469,0.00000000
-5.57978989,1.29597623,0.00236242,0.16425956,0.36268420,0.20341598,0.62209364,0.38572513,0.59762900,0.00000000
-5.57378689,1.23013869,0.00198921,0.15649716,0.34628397,0.18801901,0.59967563,0.36445403,0.57414636,0.00000000
-5.56778389,1.16473170,0.00167272,0.14883940,0.32973976,0.17357833,0.57620488,0.34358831,0.54959816,0.00000000
-5.56178089,1.10011139,0.00140598,0.14133492,0.31315217,0.16013775,0.55182986,0.32323700,0.52418373,0.00000000
-5.55577789,1.03673131,0.00118264,0.13404876,0.29665653,0.14774264,0.52678757,0.30353151,0.49816484,0.00000000
-5.54977489,0.97513448,0.00099697,0.12706122,0.28041941,0.13644172,0.50139390,0.28462432,0.47185803,0.00000000
-5.54377189,0.91594203,0.00084394,0.12046606,0.26463395,0.12628845,0.47603193,0.26668668,0.44562542,0.00000000
-5.53776888,0.85983917,0.00071912,0.11436829,0.24951434,0.11734214,0.45113866,0.24990564,0.41986425,0.00000000
-5.53176588,0.80755910,0.00061873,0.10888159,0.23528961,0.10966845,0.42719091,0.23448045,0.39499560,0.00000000
-5.52576288,0.75986556,0.00053954,0.10412555,0.22219710,0.10333967,0.40469101,0.22061841,0.37145292,0.00000000
-5.51975988,0.71753470,0.00047887,0.10022265,0.21047570,0.09843434,0.38415274,0.20853052,0.34967060,0.00000000
-5.51375688,0.68133690,0.00043452,0.09729529,0.20035917,0.09503656,0.36608814,0.19842699,0.33007304,0.00000000
-5.50775388,0.65201910,0.00040471,0.09546284,0.19206977,0.09323481,0.35099551,0.19051269,0.31306442,0.00000000
-5.50175088,0.63028801,0.00038807,0.09483874,0.18581215,0.09312033,0.33934896,0.18498286,0.29901945,0.00000000
-5.49574787,0.61679462,0.00038354,0.09552797,0.18176791,0.09478511,0.33158968,0.18201899,0.28827531,0.00000000
-5.48974487,0.61212027,0.00039036,0.09762460,0.18009064,0.09831955,0.32811911,0.18178512,0.28112462,0.00000000
-5.48374187,0.61676437,0.00040802,0.10120981,0.18090180,0.10380970,0.32929403,0.18442452,0.27780977,0.00000000
-5.47773887,0.63113396,0.00043624,0.10635019,0.18428717,0.11133430,0.33542363,0.19005687,0.27851834,0.00000000
-5.47173587,0.65553515,0.00047494,0.11309648,0.19029425,0.12096150,0.34676837,0.19877593,0.28337972,0.00000000
-5.46573287,0.69016649,0.00052417,0.12148278,0.19893035,0.13274547,0.36354067,0.21064779,0.29246279,0.00000000
-5.45972986,0.73511425,0.00058419,0.13152625,0.21016158,0.14672293,0.38590711,0.22570966,0.30577470,0.00000000
-5.45372686,0.79034979,0.00065534,0.14322719,0.22391274,0.16290961,0.41399219,0.24396931,0.32326058,0.00000000
-5.44772386,0.85572889,0.00073814,0.15656979,0.24006805,0.18129698,0.44788322,0.26540499,0.34480428,0.00000000
-5.44172086,0.93099314,0.00083321,0.17152321,0.25847284,0.20184915,0.48763622,0.28996610,0.37023002,0.00000000
-5.43571786,1.01577348,0.00094130,0.18804319,0.27893612,0.22450014,0.53328259,0.31757429,0.39930505,0.00000000
-5.42971486,1.10959577,0.00106326,0.20607405,0.30123408,0.24915180,0.58483611,0.34812522,0.43174328,0.00000000
-5.42371186,1.21188840,0.00120009,0.22555098,0.32511440,0.27567226,0.64230003,0.38149074,0.46720983,0.00000000
-5.41770885,1.32199180,0.00135285,0.24640260,0.35030141,0.30389525,0.70567386,0.41752152,0.50532660,0.00000000
-5.41170585,1.43916967,0.00152273,0.26855352,0.37650189,0.33362033,0.77495932,0.45604997,0.54567871,0.00000000
-5.40570285,1.56262166,0.00171096,0.29192700,0.40341139,0.36461407,0.85016518,0.49689336,0.58782182,0.00000000
-5.39969985,1.69149712,0.00191884,0.31644726,0.43072095,0.39661224,0.93131040,0.53985701,0.63129017,0.00000000
-5.39369685,1.82490950,0.00214766,0.34204157,0.45812400,0.42932308,1.01842525,0.58473726,0.67560520,0.00000000
-5.38769385,1.96195096,0.00239870,0.36864173,0.48532310,0.46243159,1.11155000,0.63132434,0.72028455,0.00000000
-5.38169085,2.10170662,0.00267313,0.39618503,0.51203651,0.49560475,1.21073091,0.67940463,0.76485120,0.00000000
-5.37568784,2.24326796,0.00297198,0.42461442,0.53800415,0.52849754,1.31601332,0.72876252,0.80884253,0.00000000
-5.36968484,2.38574499,0.00329605,0.45387788,0.56299284,0.56075976,1.42743192,0.77918156,0.85181901,0.00000000
-5.36368184,2.52827660,0.00364583,0.48392706,0.58680058,0.59204319,1.54499824,0.83044490,0.89337221,0.00000000
-5.35767884,2.67003904,0.00402144,0.51471513,0.60925983,0.62200925,1.66868575,0.88233509,0.93313198,0.00000000
-5.35167584,2.81025209,0.00442254,0.54619387,0.63023948,0.65033653,1.79841312,0.93463316,0.97077246,0.00000000
-5.34567284,2.94818306,0.00484824,0.57831039,0.64964575,0.67672826,1.93402626,0.98711720,1.00601685,0.00000000
-5.33966983,3.08314867,0.00529707,0.61100334,0.66742169,0.70091938,2.07528008,1.03956054,1.03864076,0.00000000
-5.33366683,3.21451495,0.00576689,0.64419912,0.68354570,0.72268285,2.22182095,1.09172972,1.06847406,0.00000000
-5.32766383,3.34169556,0.00625487,0.67780809,0.69802884,0.74183523,2.37317076,1.14338250,1.09540123,0.00000000
-5.32166083,3.46414890,0.00675750,0.71172123,0.71091140,0.75824103,2.52871394,1.19426613,1.11936030,0.00000000
-5.31565783,3.58137451,0.00727059,0.74580734,0.72225862,0.77181600,2.68768804,1.24411606,1.14034041,0.00000000
-5.30965483,3.69290913,0.00778928,0.77991107,0.73215598,0.78252889,2.84917922,1.29265545,1.15837813,0.00000000
-5.30365183,3.79832292,0.00830817,0.81385197,0.74070414,0.79040184,3.01212297,1.33959540,1.17355282,0.00000000
-5.29764882,3.89721623,0.00882138,0.84742464,0.74801386,0.79550927,3.17531083,1.38463631,1.18598106,0.00000000
-5.29164582,3.98921719,0.00932268,0.88040002,0.75420089,0.79797525,3.33740319,1.42747014,1.19581048,0.00000000
-5.28564282,4.07398029,0.00980565,0.91252802,0.75938122,0.79796942,3.49694823,1.46778383,1.20321321,0.00000000
-5.27963982,4.15118611,0.01026385,0.94354114,0.76366675,0.79570157,3.65240644,1.50526362,1.20837906,0.00000000
-5.27363682,4.22054212,0.01069096,0.97315924,0.76716149,0.79141503,3.80218027,1.53960021,1.21150874,0.00000000
-5.26763382,4.28178459,0.01108099,1.00109516,0.76995837,0.78537908,3.94464781,1.57049468,1.21280726,0.00000000
-5.26163082,4.33468121,0.01142849,1.02706096,0.77213688,0.77788051,4.07819947,1.59766472,1.21247765,0.00000000
-5.25562781,4.37903453,0.01172866,1.05077470,0.77376140,0.76921479,4.20127627,1.62085120,1.21071533,0.00000000
-5.24962481,4.41468565,0.01197751,1.07196734,0.77488036,0.75967693,4.31240826,1.63982465,1.20770293,0.00000000
-5.24362181,4.44151818,0.01217206,1.09038959,0.77552627,0.74955250,4.41025179,1.65439149,1.20360613,0.00000000
-5.23761881,4.45946214,0.01231032,1.10581849,0.77571647,0.73910904,4.49362406,1.66439973,1.19857020,0.00000000
-5.23161581,4.46849764,0.01239144,1.11806338,0.77545468,0.72858825,4.56153362,1.66974398,1.19271760,0.00000000
-5.22561281,4.46865808,0.01241572,1.12697126,0.77473328,0.71819907,4.61320588,1.67036959,1.18614655,0.00000000
-5.21960980,4.46003298,0.01238453,1.13243112,0.77353615,0.70811225,4.64810247,1.66627571,1.17893065,0.00000000
-5.21360680,4.44276998,0.01230036,1.13437725,0.77184198,0.69845619,4.66593385,1.65751727,1.17111950,0.00000000
-5.20760380,4.41707629,0.01216662,1.13279149,0.76962793,0.68931457,4.66666494,1.64420572,1.16274025,0.00000000
-5.20160080,4.38321917,0.01198763,1.12770416,0.76687347,0.68072567,4.65051331,1.62650855,1.15380003,0.00000000
-5.19559780,4.34152554,0.01176836,1.11919379,0.76356405,0.67268344,4.61794048,1.60464751,1.14428912,0.00000000
-5.18959480,4.29238056,0.01151433,1.10738565,0.75969458,0.66514020,4.56963644,1.57889550,1.13418458,0.00000000
-5.18359180,4.23622497,0.01123143,1.09244902,0.75527238,0.65801099,4.50649821,1.54957238,1.12345430,0.00000000
-5.17758879,4.17355115,0.01092566,1.07459335,0.75031935,0.65117918,4.42960329,1.51703939,1.11206110,0.00000000
-5.17158579,4.10489772,0.01060304,1.05406340,0.74487319,0.64450311,4.34017888,1.48169255,1.09996673,0.00000000
-5.16558279,4.03084257,0.01026935,1.03113345,0.73898765,0.63782358,4.23956824,1.44395507,1.08713550,0.00000000
-5.15957979,3.95199433,0.00992998,1.00610077,0.73273137,0.63097163,4.12919506,1.40426880,1.07353733,0.00000000
-5.15357679,3.86898225,0.00958982,0.97927847,0.72618570,0.62377641,4.01052738,1.36308500,1.05915009,0.00000000
-5.14757379,3.78244462,0.00925312,0.95098806,0.71944112,0.61607268,3.88504198,1.32085465,1.04396104,0.00000000
-5.14157079,3.69301600,0.00892339,0.92155175,0.71259278,0.60770775,3.75419055,1.27801841,1.02796736,0.00000000
-5.13556778,3.60131365,0.00860336,0.89128494,0.70573499,0.59854736,3.61936863,1.23499673,1.01117581,0.00000000
-5.12956478,3.50792356,0.00829496,0.86048896,0.69895529,0.58848057,3.48188814,1.19218026,0.99360147,0.00000000
-5.12356178,3.41338673,0.00799931,0.82944448,0.69232814,0.57742317,3.34295441,1.14992093,0.97526587,0.00000000
-5.11755878,3.31818635,0.00771678,0.79840560,0.68590889,0.56531992,3.20364808,1.10852411,0.95619458,0.00000000
-5.11155578,3.22273662,0.00744704,0.76759510,0.67972822,0.55214523,3.06491245,1.06824210,0.93641458,0.00000000
-5.10555278,3.12737382,0.00718917,0.73720080,0.67378758,0.53790269,2.92754619,1.02926935,0.91595157,0.00000000
-5.09954977,3.03235032,0.00694175,0.70737327,0.66805586,0.52262341,2.79220166,0.99173950,0.89482764,0.00000000
-5.09354677,2.93783201,0.00670299,0.67822495,0.66246783,0.50636337,2.65938823,0.95572459,0.87305935,0.00000000
-5.08754377,2.84389952,0.00647086,0.64983074,0.65692423,0.48920010,2.52948051,0.92123648,0.85065666,0.00000000
-5.08154077,2.75055341,0.00624324,0.62222989,0.65129385,0.47122883,2.40273055,0.88823043,0.82762256,0.00000000
-5.07553777,2.65772319,0.00601800,0.59542926,0.64541758,0.45255848,2.27928345,0.85661075,0.80395377,0.00000000
-5.06953477,2.56527992,0.00579317,0.56940761,0.63911413,0.43330758,2.15919539,0.82623845,0.77964230,0.00000000
-5.06353177,2.47305179,0.00556701,0.54412084,0.63218736,0.41360040,2.04245321,0.79694033,0.75467789,0.00000000
-5.05752876,2.38084210,0.00533809,0.51950783,0.62443478,0.39356355,1.92899445,0.76851940,0.72905118,0.00000000
-5.05152576,2.28844853,0.00510539,0.49549661,0.61565679,0.37332291,1.81872709,0.74076600,0.70275729,0.00000000
-5.04552276,2.19568290,0.00486832,0.47201056,0.60566620,0.35300125,1.71154794,0.71346917,0.67579979,0.00000000
-5.03951976,2.10239033,0.00462673,0.44897444,0.59429763,0.33271641,1.60735904,0.68642784,0.64819447,0.00000000
-5.03351676,2.00846674,0.00438092,0.42631975,0.58141601,0.31257998,1.50608133,0.65946129,0.61997293,0.00000000
-5.02751376,1.91387386,0.00413162,0.40398948,0.56692413,0.29269656,1.40766535,0.63241847,0.59118553,0.00000000
-5.02151076,1.81865102,0.00387997,0.38194176,0.55076848,0.27316346,1.31209852,0.60518578,0.56190355,0.00000000
-5.01550775,1.72292307,0.00362743,0.36015262,0.53294335,0.25407068,1.21940902,0.57769309,0.53222046,0.00000000
-5.00950475,1.62690423,0.00337573,0.33861740,0.51349286,0.23550128,1.12966643,0.54991780,0.50225211,0.00000000
-5.00350175,1.53089771,0.00312684,0.31735123,0.49251099,0.21753173,1.04297945,0.52188680,0.47213585,0.00000000
-4.99749875,1.43529141,0.00288283,0.29638829,0.47013944,0.20023252,0.95949095,0.49367646,0.44202868,0.00000000
-4.99149575,1.34054992,0.00264588,0.27578013,0.44656381,0.18366869,0.87937123,0.46541079,0.41210454,0.00000000
-4.98549275,1.24720366,0.00241815,0.25559331,0.42200797,0.16790041,0.80280976,0.43725788,0.38255085,0.00000000
-4.97948974,1.15583565,0.00220177,0.23590624,0.39672738,0.15298349,0.73000627,0.40942506,0.35356464,0.00000000
-4.97348674,1.06706697,0.00199878,0.21680580,0.37100132,0.13896983,0.66116166,0.38215299,0.32534848,0.00000000
-4.96748374,0.98154156,0.00181107,0.19838364,0.34512479,0.12590796,0.59646943,0.35570911,0.29810639,0.00000000
-4.96148074,0.89991129,0.00164042,0.18073261,0.31940033,0.11384343,0.53610796,0.33038074,0.27204011,0.00000000
-4.95547774,0.82282202,0.00148841,0.16394328,0.29413006,0.10281932,0.48023415,0.30646816,0.24734585,0.00000000
-4.94947474,0.75090111,0.00135647,0.14810089,0.26960853,0.09287676,0.42897848,0.28427799,0.22421171,0.00000000
-4.94347174,0.68474700,0.00124587,0.13328275,0.24611636,0.08405546,0.38244186,0.26411693,0.20281592,0.00000000
-4.93746873,0.62492093,0.00115772,0.11955614,0.22391502,0.07639441,0.34069405,0.24628615,0.18332589,0.00000000
-4.93146573,0.57194086,0.00109299,0.10697689,0.20324290,0.06993249,0.30377352,0.23107632,0.16589809,0.00000000
-4.92546273,0.52627753,0.00105252,0.09558835,0.18431247,0.06470914,0.27168879,0.21876320,0.15067869,0.00000000
-4.91945973,0.48835232,0.00103703,0.08542111,0.16730869,0.06076505,0.24442064,0.20960382,0.13780475,0.00000000
-4.91345673,0.45853637,0.00104714,0.07649299,0.15238844,0.05814270,0.22192508,0.20383314,0.12740584,0.00000000
-4.90745373,0.43715068,0.00108334,0.06880951,0.13968084,0.05688675,0.20413665,0.20166086,0.11960583,0.00000000
-4.90145073,0.42446642,0.00114601,0.06236461,0.12928809,0.05704421,0.19097175,0.20326849,0.11452458,0.00000000
-4.89544772,0.42070503,0.00123539,0.05714157,0.12128688,0.05866433,0.18233162,0.20880631,0.11227929,0.00000000
-4.88944472,0.42603758,0.00135155,0.05311395,0.11572983,0.06179806,0.17810485,0.21839028,0.11298530,0.00000000
-4.88344172,0.44058304,0.00149437,0.05024665,0.11264698,0.06649713,0.17816909,0.23209864,0.11675600,0.00000000
-4.87743872,0.46440510,0.00166350,0.04849674,0.11204701,0.07281262,0.18239199,0.24996836,0.12370181,0.00000000
-4.87143572,0.49750764,0.00185831,0.04781439,0.11391815,0.08079307,0.19063121,0.27199143,0.13392803,0.00000000
-4.86543272,0.53982859,0.00207784,0.04814350,0.11822864,0.09048207,0.20273366,0.29811108,0.14753156,0.00000000
-4.85942971,0.59123274,0.00232078,0.04942231,0.12492677,0.10191545,0.21853398,0.32821814,0.16459646,0.00000000
-4.85342671,0.65150368,0.00258539,0.05158392,0.13394048,0.11511803,0.23785260,0.36214778,0.18518852,0.00000000
-4.84742371,0.72033548,0.00286951,0.05455668,0.14517676,0.13010012,0.26049342,0.39967690,0.20934900,0.00000000
-4.84142071,0.79732472,0.00317049,0.05826467,0.15852074,0.14685393,0.28624150,0.44052251,0.23708782,0.00000000
-4.83541771,0.88196369,0.00348522,0.06262816,0.17383501,0.16534993,0.31486100,0.48434126,0.26837657,0.00000000
-4.82941471,0.97363534,0.00381015,0.06756422,0.19095896,0.18553345,0.34609356,0.53073062,0.30314172,0.00000000
-4.82341171,1.07161091,0.00414125,0.07298750,0.20970872,0.20732166,0.37965749,0.57923174,0.34125843,0.00000000
-4.81740870,1.17505074,0.00447415,0.07881117,0.22987766,0.23060125,0.41524782,0.62933427,0.38254551,0.00000000
-4.81140570,1.28300899,0.00480412,0.08494809,0.25123770,0.25522680,0.45253755,0.68048320,0.42676186,0.00000000
-4.80540270,1.39444246,0.00512620,0.09131224,0.27354151,0.28102031,0.49117990,0.73208765,0.47360485,0.00000000
-4.79939970,1.50822394,0.00543533,0.09782029,0.29652580,0.30777177,0.53081194,0.78353168,0.52271101,0.00000000
-4.79339670,1.62315991,0.00572639,0.10439333,0.31991549,0.33524113,0.57105926,0.83418663,0.57365919,0.00000000
-4.78739370,1.73801238,0.00599442,0.11095875,0.34342892,0.36316159,0.61154165,0.88342493,0.62597634,0.00000000
-4.78139070,1.85152444,0.00623469,0.11745205,0.36678383,0.39124424,0.65187975,0.93063473,0.67914603,0.00000000
-4.77538769,1.96244864,0.00644285,0.12381864,0.38970390,0.41918410,0.69170219,0.97523511,0.73261929,0.00000000
-4.76938469,2.06957740,0.00661507,0.13001534,0.41192576,0.44666724,0.73065316,1.01669105,0.78582776,0.00000000
-4.76338169,2.17177425,0.00674817,0.13601175,0.43320593,0.47337898,0.76839994,1.05452784,0.83819856,0.00000000
-4.75737869,2.26800463,0.00683972,0.14179112,0.45332756,0.49901276,0.80464022,1.08834410,0.88917022,0.00000000
-4.75137569,2.35736501,0.00688807,0.14735080,0.47210655,0.52327934,0.83910872,1.11782310,0.93820924,0.00000000
-4.74537269,2.43910886,0.00689250,0.15270217,0.48939672,0.54591613,0.87158289,1.14274163,0.98482630,0.00000000
-4.73936968,2.51266834,0.00685317,0.15786996,0.50509372,0.56669599,0.90188742,1.16297619,1.02859145,0.00000000
-4.73336668,2.57767047,0.00677116,0.16289108,0.51913753,0.58543529,0.92989721,1.17850598,1.06914747,0.00000000
-4.72736368,2.63394688,0.00664844,0.16781276,0.53151317,0.60200071,0.95553870,1.18941268,1.10622076,0.00000000
-4.72136068,2.68153642,0.00648777,0.17269025,0.54224976,0.61631452,0.97878939,1.19587677,1.13962898,0.00000000
-4.71535768,2.72068021,0.00629265,0.17758401,0.55141770,0.62835789,0.99967542,1.19817052,1.16928518,0.00000000
-4.70935468,2.75180916,0.00606721,0.18255663,0.55912416,0.63817210,1.01826742,1.19664786,1.19519787,0.00000000
-4.70335168,2.77552416,0.00581603,0.18766934,0.56550703,0.64585751,1.03467449,1.19173144,1.21746714,0.00000000
-4.69734867,2.79256964,0.00554406,0.19297859,0.57072752,0.65157019,1.04903666,1.18389740,1.23627681,0.00000000
-4.69134567,2.80380149,0.00525643,0.19853254,0.57496183,0.65551632,1.06151607,1.17365832,1.25188287,0.00000000
-4.68534267,2.81015064,0.00495830,0.20436779,0.57839214,0.65794459,1.07228717,1.16154517,1.26459892,0.00000000
-4.67933967,2.81258377,0.00465472,0.21050647,0.58119748,0.65913680,1.08152637,1.14808879,1.27477901,0.00000000
-4.67333667,2.81206296,0.00435050,0.21695377,0.58354479,0.65939711,1.08940162,1.13380184,1.28279899,0.00000000
-4.66733367,2.80950607,0.00405008,0.22369610,0.58558070,0.65904034,1.09606243,1.11916186,1.28903711,0.00000000
-4.66133067,2.80574959,0.00375741,0.23070003,0.58742433,0.65837987,1.10163078,1.10459611,1.29385481,0.00000000
-4.65532766,2.80151580,0.00347594,0.23791198,0.58916156,0.65771568,1.10619348,1.09046897,1.29757890,0.00000000
-4.64932466,2.79738571,0.00320847,0.24525883,0.59084104,0.65732297,1.10979636,1.07707230,1.30048575,0.00000000
-4.64332166,2.79377912,0.00295722,0.25264939,0.59247208,0.65744195,1.11244082,1.06461922,1.30278845,0.00000000
