energy_ev,total_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-5.42371186,2.89087466,1.10678584,1.73122662,0.01044926,1.03891837,0.14359729,0.00036442
-5.41770885,2.88264206,1.09189002,1.74133282,0.00996436,1.03909024,0.13623940,0.00034976
-5.41170585,2.87665425,1.07736090,1.75316224,0.00943813,1.04014244,0.12873542,0.00033497
-5.40570285,2.87441758,1.06391637,1.76753618,0.00887967,1.04259204,0.12121796,0.00032032
-5.39969985,2.87732233,1.05221625,1.78521567,0.00829821,1.04691490,0.11381065,0.00030611
-5.39369685,2.88659487,1.04283979,1.80687341,0.00770287,1.05352829,0.10662539,0.00029258
-5.38769385,2.90325438,1.03626597,1.83306774,0.00710240,1.06277488,0.09976027,0.00027998
-5.38169085,2.92807581,1.03285719,1.86421982,0.00650503,1.07490888,0.09329811,0.00026850
-5.37568784,2.96156064,1.03284728,1.90059503,0.00591824,1.09008498,0.08730574,0.00025829
-5.36968484,3.00391664,1.03633388,1.94228935,0.00534867,1.10835049,0.08183377,0.00024949
-5.36368184,3.05504769,1.04327590,1.98922159,0.00480201,1.12964112,0.07691718,0.00024218
-5.35767884,3.11455413,1.05349579,2.04113168,0.00428292,1.15378066,0.07257628,0.00023641
-5.35167584,3.18174383,1.06668677,2.09758546,0.00379508,1.18048459,0.06881823,0.00023218
-5.34567284,3.25565359,1.08242462,2.15798585,0.00334113,1.20936762,0.06563892,0.00022946
-5.33966983,3.33508043,1.10018353,2.22158998,0.00292277,1.23995488,0.06302512,0.00022821
-5.33366683,3.41862133,1.11935552,2.28753191,0.00254081,1.27169637,0.06095688,0.00022834
-5.32766383,3.50472021,1.13927250,2.35484994,0.00219528,1.30398412,0.05940997,0.00022975
-5.32166083,3.59172035,1.15923032,2.42251765,0.00188552,1.33617146,0.05835836,0.00023231
-5.31565783,3.67792014,1.17851371,2.48947738,0.00161028,1.36759368,0.05777667,0.00023590
-5.30965483,3.76163031,1.19642134,2.55467497,0.00136787,1.39758917,0.05764245,0.00024038
-5.30365183,3.84123015,1.21229001,2.61709433,0.00115628,1.42552038,0.05793824,0.00024562
-5.29764882,3.91522094,1.22551710,2.67579055,0.00097324,1.45079373,0.05865351,0.00025151
-5.29164582,3.98227429,1.23558057,2.72992029,0.00081637,1.47287770,0.05978609,0.00025792
-5.28564282,4.04127387,1.24205580,2.77876817,0.00068323,1.49131855,0.06134351,0.00026477
-5.27963982,4.09134883,1.24462880,2.82176833,0.00057144,1.50575295,0.06334376,0.00027199
-5.27363682,4.13189788,1.24310535,2.85852019,0.00047871,1.51591732,0.06581580,0.00027951
-5.26763382,4.16260322,1.23741603,2.88879796,0.00040287,1.52165335,0.06879962,0.00028733
-5.26163082,4.18343398,1.22761692,2.91255348,0.00034199,1.52290983,0.07234586,0.00029545
-5.25562781,4.19463918,1.21388625,2.92991250,0.00029430,1.51974064,0.07651508,0.00030388
-5.24962481,4.19673075,1.19651715,2.94116452,0.00025829,1.51229920,0.08137655,0.00031269
-5.24362181,4.19045735,1.17590705,2.94674667,0.00023265,1.50082961,0.08700665,0.00032195
-5.23761881,4.17677035,1.15254400,2.94722242,0.00021631,1.48565507,0.09348698,0.00033174
-5.23161581,4.15678316,1.12699076,2.94325602,0.00020842,1.46716393,0.10090202,0.00034216
-5.22561281,4.13172585,1.09986704,2.93558364,0.00020832,1.44579411,0.10933654,0.00035333
-5.21960980,4.10289669,1.07183065,2.92498252,0.00021553,1.42201652,0.11887277,0.00036535
-5.21360680,4.07161255,1.04355816,2.91223932,0.00022974,1.39631811,0.12958736,0.00037833
-5.20760380,4.03916003,1.01572566,2.89811881,0.00025075,1.36918521,0.14154821,0.00039235
-5.20160080,4.00674895,0.98899018,2.88333430,0.00027847,1.34108776,0.15481127,0.00040749
-5.19559780,3.97547008,0.96397223,2.86852072,0.00031289,1.31246502,0.16941734,0.00042379
-5.18959480,3.94625819,0.94123988,2.85421139,0.00035404,1.28371317,0.18538903,0.00044127
-5.18359180,3.91986182,0.92129466,2.84081928,0.00040196,1.25517512,0.20272782,0.00045992
-5.17758879,3.89682046,0.90455960,2.82862334,0.00045669,1.22713295,0.22141156,0.00047967
-5.17158579,3.87744976,0.89136947,2.81776028,0.00051821,1.19980291,0.24139217,0.00050043
-5.16558279,3.86183503,0.88196345,2.80822196,0.00058644,1.17333318,0.26259392,0.00052205
-5.15957979,3.84983291,0.87648019,2.79985837,0.00066123,1.14780422,0.28491222,0.00054437
-5.15357679,3.84108091,0.87495519,2.79238580,0.00074228,1.12323161,0.30821304,0.00056715
-5.14757379,3.83501419,0.87732071,2.78540006,0.00082919,1.09957112,0.33233302,0.00059016
-5.14157079,3.83088892,0.88340786,2.77839375,0.00092141,1.07672558,0.35708037,0.00061310
-5.13556778,3.82781108,0.89295102,2.77077724,0.00101824,1.05455341,0.38223659,0.00063568
-5.12956478,3.82476974,0.90559441,2.76190230,0.00111884,1.03287819,0.40755909,0.00065757
-5.12356178,3.82067374,0.92090066,2.75108762,0.00122222,1.01149897,0.43278467,0.00067844
-5.11755878,3.81439040,0.93836149,2.73764538,0.00132726,0.99020086,0.45763396,0.00069798
-5.11155578,3.80478533,0.95741004,2.72090791,0.00143274,0.96876559,0.48181671,0.00071585
-5.10555278,3.79076207,0.97743503,2.70025369,0.00153733,0.94698158,0.50503802,0.00073176
-5.09954977,3.77130050,0.99779625,2.67513192,0.00163969,0.92465320,0.52700520,0.00074543
-5.09354677,3.74549318,1.01784140,2.64508499,0.00173842,0.90160904,0.54743539,0.00075664
-5.08754377,3.71257857,1.03692372,2.60976824,0.00183218,0.87770890,0.56606365,0.00076517
-5.08154077,3.67197050,1.05442027,2.56896656,0.00191968,0.85284935,0.58265125,0.00077089
-5.07553777,3.62328303,1.06975025,2.52260739,0.00199978,0.82696781,0.59699412,0.00077371
-5.06953477,3.56635029,1.08239293,2.47076993,0.00207150,0.80004500,0.60893095,0.00077359
-5.06353177,3.50124076,1.09190465,2.41369027,0.00213406,0.77210589,0.61835084,0.00077057
-5.05752876,3.42826542,1.09793430,2.35176232,0.00218696,0.74321918,0.62520001,0.00076473
-5.05152576,3.34797977,1.10023667,2.28553458,0.00222999,0.71349532,0.62948733,0.00075625
-5.04552276,3.26117930,1.09868310,2.21570279,0.00226325,0.68308329,0.63128830,0.00074534
-5.03951976,3.16888830,1.09326887,2.14309842,0.00228717,0.65216628,0.63074725,0.00073229
-5.03351676,3.07234224,1.08411688,2.06867338,0.00230256,0.62095645,0.62807740,0.00071745
-5.02751376,2.97296358,1.07147732,1.99348099,0.00231053,0.58968890,0.62355867,0.00070123
-5.02151076,2.87233164,1.05572293,1.91865371,0.00231253,0.55861514,0.61753302,0.00068407
-5.01550775,2.77214661,1.03734002,1.84537782,0.00231027,0.52799617,0.61039748,0.00066646
-5.00950475,2.67418872,1.01691509,1.77486564,0.00230574,0.49809542,0.60259465,0.00064892
-5.00350175,2.58027306,0.99511760,1.70832579,0.00230106,0.46917169,0.59460109,0.00063198
-4.99749875,2.49220123,0.97267904,1.64693210,0.00229849,0.44147236,0.58691377,0.00061618
-4.99149575,2.41171104,0.95036931,1.59179190,0.00230034,0.41522689,0.58003492,0.00060207
-4.98549275,2.34042543,0.92897078,1.54391458,0.00230884,0.39064085,0.57445588,0.00059015
-4.97948974,2.27980233,0.90925125,1.50418112,0.00232611,0.36789070,0.57064035,0.00058090
-4.97348674,2.23108692,0.89193671,1.47331572,0.00235403,0.34711926,0.56900778,0.00057477
-4.96748374,2.19526812,0.87768481,1.45186045,0.00239421,0.32843210,0.56991751,0.00057210
-4.96148074,2.17304089,0.86706035,1.44015384,0.00244784,0.31189496,0.57365430,0.00057321
-4.95547774,2.16477604,0.86051356,1.43831458,0.00251570,0.29753219,0.58041592,0.00057828
-4.94947474,2.17049908,0.85836221,1.44623096,0.00259806,0.28532629,0.59030339,0.00058742
-4.94347174,2.18987943,0.86077840,1.46355716,0.00269469,0.27521865,0.60331449,0.00060065
-4.93746873,2.22223099,0.86778055,1.48971666,0.00280478,0.26711130,0.61934077,0.00061785
-4.93146573,2.26652466,0.87923105,1.52391344,0.00292700,0.26086989,0.63816848,0.00063880
-4.92546273,2.32141326,0.89483985,1.56515097,0.00305953,0.25632764,0.65948363,0.00066320
-4.91945973,2.38526836,0.91417392,1.61225879,0.00320006,0.25329021,0.68288088,0.00069062
-4.91345673,2.45622840,0.93667222,1.66392629,0.00334592,0.25154146,0.70787641,0.00072055
-4.90745373,2.53225677,0.96166583,1.71874266,0.00349410,0.25084974,0.73392408,0.00075241
-4.90145073,2.61120800,0.98840227,1.77524201,0.00364142,0.25097479,0.76043445,0.00078557
-4.89544772,2.69089992,1.01607329,1.83195201,0.00378462,0.25167472,0.78679606,0.00081934
-4.88944472,2.76918890,1.04384484,1.88744429,0.00392046,0.25271311,0.81239789,0.00085304
-4.88344172,2.84404541,1.07088806,1.94038468,0.00404587,0.25386585,0.83665229,0.00088598
-4.87743872,2.91362658,1.09640995,1.98958121,0.00415807,0.25492746,0.85901729,0.00091751
-4.87143572,2.97634278,1.11968254,2.03402758,0.00425468,0.25571674,0.87901735,0.00094702
-4.86543272,3.03091501,1.14006910,2.07294025,0.00433379,0.25608147,0.89626154,0.00097399
-4.85942971,3.07642039,1.15704645,2.10578727,0.00439407,0.25590200,0.91045837,0.00099799
-4.85342671,3.11232364,1.17022229,2.13230716,0.00443482,0.25509361,0.92142644,0.00101868
-4.84742371,3.13849252,1.17934686,2.15251693,0.00445599,0.25360749,0.92910048,0.00103586
-4.84142071,3.15519646,1.18431846,2.16670843,0.00445815,0.25143034,0.93353236,0.00104943
-4.83541771,3.16308813,1.18518254,2.17543289,0.00444253,0.24858264,0.93488699,0.00105943
-4.82941471,3.16316838,1.18212459,2.17947429,0.00441088,0.24511564,0.93343327,0.00106602
-4.82341171,3.15673624,1.17545716,2.17981238,0.00436547,0.24110714,0.92953044,0.00106947
-4.81740870,3.14532585,1.16560172,2.17757702,0.00430892,0.23665641,0.92361050,0.00107013
-4.81140570,3.13063359,1.15306627,2.17399593,0.00424412,0.23187831,0.91615753,0.00106846
-4.80540270,3.11443843,1.13841981,2.17033822,0.00417407,0.22689698,0.90768477,0.00106496
-4.79939970,3.09851970,1.12226499,2.16785641,0.00410178,0.22183940,0.89871079,0.00106017
-4.79339670,3.08457604,1.10521027,2.16772980,0.00403012,0.21682895,0.88973569,0.00105466
-4.78739370,3.07414960,1.08784287,2.17101206,0.00396170,0.21197951,0.88121863,0.00104899
-4.78139070,3.06855924,1.07070394,2.17858557,0.00389875,0.20739011,0.87355774,0.00104369
-4.77538769,3.06884617,1.05426698,2.19112498,0.00384304,0.20314054,0.86707342,0.00103924
-4.76938469,3.07573445,1.03892051,2.20907174,0.00379584,0.19928796,0.86199576,0.00103608
-4.76338169,3.08960869,1.02495580,2.23262109,0.00375782,0.19586481,0.85845680,0.00103458
-4.75737869,3.11050955,1.01256003,2.26172201,0.00372910,0.19287791,0.85648783,0.00103501
-4.75137569,3.13814757,1.00181507,2.29609033,0.00370924,0.19030886,0.85602192,0.00103758
-4.74537269,3.17193414,0.99270184,2.33523407,0.00369730,0.18811568,0.85690135,0.00104244
-4.73936968,3.21102810,0.98510967,2.37848995,0.00369186,0.18623559,0.85888968,0.00104966
-4.73336668,3.25439516,0.97885016,2.42506885,0.00369118,0.18458866,0.86168755,0.00105923
-4.72736368,3.30087714,0.97367459,2.47410800,0.00369324,0.18308231,0.86495149,0.00107113
-4.72136068,3.34926712,0.96929383,2.52472697,0.00369589,0.18161622,0.86831463,0.00108529
-4.71535768,3.39838651,0.96539962,2.57608467,0.00369695,0.18008759,0.87140820,0.00110164
-4.70935468,3.44716009,0.96168608,2.62743422,0.00369431,0.17839630,0.87388277,0.00112008
-4.70335168,3.49468503,0.95787029,2.67817295,0.00368605,0.17644990,0.87542797,0.00114055
-4.69734867,3.54029038,0.95371092,2.72788491,0.00367055,0.17416804,0.87578985,0.00116300
-4.69134567,3.58358422,0.94902391,2.77637386,0.00364652,0.17148627,0.87478498,0.00118743
-4.68534267,3.62448619,0.94369468,2.82368508,0.00361310,0.16835893,0.87231053,0.00121387
-4.67933967,3.66324390,0.93768619,2.87011506,0.00356986,0.16476121,0.86835015,0.00124237
-4.67333667,3.70043301,0.93104274,2.91620886,0.00351685,0.16069006,0.86297521,0.00127305
-4.66733367,3.73694089,0.92388941,2.96274525,0.00345454,0.15616424,0.85634161,0.00130607
-4.66133067,3.77393542,0.91642739,3.01071070,0.00338386,0.15122326,0.84868244,0.00134158
-4.65532766,3.81282040,0.90892561,3.06126353,0.00330608,0.14592560,0.84029695,0.00137978
-4.64932466,3.85518022,0.90170918,3.11569011,0.00322282,0.14034610,0.83153652,0.00142088
-4.64332166,3.90271637,0.89514543,3.17535511,0.00313591,0.13457281,0.82278837,0.00146506
-4.63731866,3.95717901,0.88962821,3.24164811,0.00304738,0.12870342,0.81445805,0.00151252
-4.63131566,4.02029643,0.88556132,3.31592888,0.00295932,0.12284144,0.80695132,0.00156340
-4.62531266,4.09370562,0.88334178,3.39947347,0.00287385,0.11709242,0.80065654,0.00161781
-4.61930965,4.17888648,0.88334368,3.49342312,0.00279302,0.11156023,0.79592822,0.00167581
-4.61330665,4.27710213,0.88590332,3.59873788,0.00271872,0.10634358,0.79307249,0.00173742
-4.60730365,4.38934740,0.89130604,3.71615636,0.00265269,0.10153301,0.79233503,0.00180257
-4.60130065,4.51630684,0.89977531,3.84616269,0.00259640,0.09720829,0.79389182,0.00187114
-4.59529765,4.65832350,0.91146424,3.98896164,0.00255106,0.09343643,0.79784311,0.00194294
-4.58929465,4.81537895,0.92644979,4.14446239,0.00251759,0.09027014,0.80421054,0.00201770
-4.58329165,4.98708479,0.94472970,4.31227105,0.00249659,0.08774701,0.81293744,0.00209509
-4.57728864,5.17268546,0.96622213,4.49169196,0.00248836,0.08588913,0.82389216,0.00217472
-4.57128564,5.37107172,0.99076779,4.68173750,0.00249290,0.08470324,0.83687408,0.00225613
-4.56528264,5.58080415,1.01813458,4.88114572,0.00250992,0.08418134,0.85162193,0.00233880
-4.55927964,5.80014533,1.04802422,5.08840521,0.00253888,0.08430168,0.86782396,0.00242216
-4.55327664,6.02709971,1.08008072,5.30178628,0.00257902,0.08503005,0.88512954,0.00250561
-4.54727364,6.25945944,1.11390036,5.51937729,0.00262938,0.08632133,0.90316149,0.00258848
-4.54127064,6.49485475,1.14904268,5.73912510,0.00268884,0.08812115,0.92152886,0.00267011
-4.53526763,6.73080718,1.18504216,5.95887825,0.00275614,0.09036777,0.93983950,0.00274977
-4.52926463,6.96478375,1.22142030,6.17643143,0.00282993,0.09299383,0.95771193,0.00282675
-4.52326163,7.19425061,1.25769737,6.38956997,0.00290882,0.09592830,0.97478630,0.00290031
-4.51725863,7.41672423,1.29340391,6.59611282,0.00299137,0.09909821,0.99073383,0.00296974
-4.51125563,7.62981870,1.32809113,6.79395275,0.00307614,0.10243042,1.00526466,0.00303430
-4.50525263,7.83128776,1.36134025,6.98109249,0.00316171,0.10585316,1.01813378,0.00309330
-4.49924962,8.01906035,1.39277030,7.15567593,0.00324669,0.10929753,1.02914499,0.00314607
-4.49324662,8.19126895,1.42204423,7.31601345,0.00332977,0.11269874,1.03815287,0.00319199
-4.48724362,8.34627015,1.44887322,7.46060110,0.00340967,0.11599726,1.04506267,0.00323045
-4.48124062,8.48265751,1.47301899,7.58813336,0.00348523,0.11913963,1.04982851,0.00326094
-4.47523762,8.59926691,1.49429432,7.69750978,0.00355536,0.12207923,1.05244986,0.00328299
-4.46923462,8.69517504,1.51256175,7.78783600,0.00361905,0.12477665,1.05296663,0.00329620
-4.46323162,8.76969223,1.52773067,7.85842001,0.00367541,0.12719999,1.05145326,0.00330026
-4.45722861,8.82235069,1.53975305,7.90876463,0.00372364,0.12932482,1.04801202,0.00329492
-4.45122561,8.85288968,1.54861822,7.93855755,0.00376306,0.13113399,1.04276598,0.00328005
-4.44522261,8.86123909,1.55434685,7.94766004,0.00379309,0.13261726,1.03585189,0.00325558
-4.43921961,8.84750302,1.55698465,7.93609561,0.00381328,0.13377069,1.02741344,0.00322158
-4.43321661,8.81194441,1.55659620,7.90403982,0.00382331,0.13459599,1.01759505,0.00317818
-4.42721361,8.75497219,1.55325905,7.85181188,0.00382300,0.13509968,1.00653656,0.00312564
-4.42121061,8.67713148,1.54705862,7.77986900,0.00381231,0.13529225,0.99436893,0.00306430
-4.41520760,8.57909750,1.53808410,7.68880347,0.00379137,0.13518725,0.98121118,0.00299463
-4.40920460,8.46167318,1.52642550,7.57934271,0.00376050,0.13480051,0.96716857,0.00291719
-4.40320160,8.32579040,1.51217204,7.45235181,0.00372020,0.13414930,0.95233209,0.00283264
-4.39719860,8.17251418,1.49541195,7.30883816,0.00367119,0.13325171,0.93677925,0.00274175
-4.39119560,8.00304915,1.47623364,7.14995710,0.00361441,0.13212618,0.92057596,0.00264537
-4.38519260,7.81874717,1.45472813,6.97701793,0.00355104,0.13079113,0.90377955,0.00254444
-4.37918959,7.62111508,1.43099264,6.79148892,0.00348250,0.12926489,0.88644261,0.00243999
-4.37318659,7.41182139,1.40513512,6.59500058,0.00341046,0.12756575,0.86861745,0.00233310
-4.36718359,7.19270071,1.37727940,6.38934597,0.00333685,0.12571223,0.85036113,0.00222493
-4.36118059,6.96575484,1.34757065,6.17647724,0.00326382,0.12372354,0.83174046,0.00211667
-4.35517759,6.73314965,1.31618092,5.95849775,0.00319377,0.12162016,0.81283712,0.00200954
-4.34917459,6.49720685,1.28331418,5.73764916,0.00312928,0.11942445,0.79375223,0.00190478
-4.34317159,6.26039016,1.24921074,5.51629327,0.00307311,0.11716141,0.77461041,0.00180365
-4.33716858,6.02528543,1.21415050,5.29688842,0.00302817,0.11485932,0.75556287,0.00170735
-4.33116558,5.79457450,1.17845473,5.08196064,0.00299744,0.11255031,0.73678939,0.00161708
-4.32516258,5.57100303,1.14248614,4.87406991,0.00298394,0.11027074,0.71849886,0.00153399
-4.31915958,5.35734230,1.10664697,4.67577189,0.00299065,0.10806144,0.70092842,0.00145913
-4.31315658,5.15634571,1.07137484,4.48957600,0.00302047,0.10596759,0.68434074,0.00139350
-4.30715358,4.97070066,1.03713644,4.31790056,0.00307613,0.10403832,0.66901978,0.00133797
