energy_ev,total_up,Ge_p_up,Ge_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.53176588,5.43383758,0.02224588,0.00000000,1.20350226,3.57141156,0.43170562,1.24811192
-5.52576288,5.25194253,0.02252503,0.00000000,1.12896794,3.44879279,0.41762598,1.21555191
-5.51975988,5.07938720,0.02287672,0.00000000,1.05913958,3.33165496,0.40293469,1.18482604
-5.51375688,4.91913193,0.02331180,0.00000000,0.99472472,3.22195338,0.38782283,1.15663961
-5.50775388,4.77385373,0.02383941,0.00000000,0.93629328,3.12147184,0.37248627,1.13164972
-5.50175088,4.64589828,0.02446644,0.00000000,0.88427761,3.03179079,0.35712311,1.11045025
-5.49574787,4.53723146,0.02519707,0.00000000,0.83897410,2.95425487,0.34193091,1.09355624
-5.48974487,4.44939199,0.02603229,0.00000000,0.80054581,2.88994036,0.32710378,1.08138790
-5.48374187,4.38344687,0.02696953,0.00000000,0.76902595,2.83962407,0.31282939,1.07425517
-5.47773887,4.33995227,0.02800237,0.00000000,0.74432199,2.80375508,0.29928624,1.07234356
-5.47173587,4.31892271,0.02912037,0.00000000,0.72622042,2.78243148,0.28664121,1.07570208
-5.46573287,4.31981139,0.03030906,0.00000000,0.71439227,2.77538396,0.27504763,1.08423431
-5.45972986,4.34150462,0.03155007,0.00000000,0.70839982,2.78196823,0.26464395,1.09769339
-5.45372686,4.38233250,0.03282146,0.00000000,0.70770448,2.80116800,0.25555306,1.11568164
-5.44772386,4.44009777,0.03409817,0.00000000,0.71167650,2.83160985,0.24788235,1.13765547
-5.44172086,4.51212344,0.03535269,0.00000000,0.71960650,2.87159057,0.24172438,1.16293569
-5.43571786,4.59531914,0.03655581,0.00000000,0.73071909,2.91911721,0.23715814,1.19072341
-5.42971486,4.68626474,0.03767754,0.00000000,0.74418864,2.97195910,0.23425065,1.22012114
-5.42371186,4.78130870,0.03868803,0.00000000,0.75915700,3.02771039,0.23305869,1.25015843
-5.41770885,4.87667795,0.03955866,0.00000000,0.77475295,3.08386117,0.23363052,1.27982122
-5.41170585,4.96859462,0.04026296,0.00000000,0.79011283,3.13787429,0.23600715,1.30808376
-5.40570285,5.05339491,0.04077759,0.00000000,0.80440182,3.18726498,0.24022312,1.33394161
-5.39969985,5.12764472,0.04108316,0.00000000,0.81683512,3.22967956,0.24630642,1.35644442
-5.39369685,5.18824679,0.04116497,0.00000000,0.82669821,3.26297007,0.25427738,1.37472694
-5.38769385,5.23253440,0.04101352,0.00000000,0.83336543,3.28526125,0.26414665,1.38803680
-5.38169085,5.25834738,0.04062484,0.00000000,0.83631599,3.29500689,0.27591200,1.39575782
-5.37568784,5.26408697,0.04000059,0.00000000,0.83514682,3.29103331,0.28955423,1.39742789
-5.36968484,5.24874747,0.03914802,0.00000000,0.82958164,3.27256790,0.30503231,1.39275042
-5.36368184,5.21192360,0.03807959,0.00000000,0.81947587,3.23925191,0.32227804,1.38159929
-5.35767884,5.15379414,0.03681255,0.00000000,0.80481712,3.19113741,0.34119061,1.36401694
-5.35167584,5.07508341,0.03536821,0.00000000,0.78572149,3.12866895,0.36163154,1.34020606
-5.34567284,4.97700363,0.03377118,0.00000000,0.76242561,3.05265159,0.38342030,1.31051548
-5.33966983,4.86118192,0.03204849,0.00000000,0.73527519,2.96420738,0.40633119,1.27542123
-5.33366683,4.72957655,0.03022866,0.00000000,0.70471047,2.86472302,0.43009191,1.23550383
-5.32766383,4.58438742,0.02834077,0.00000000,0.67124940,2.75579173,0.45438406,1.19142317
-5.32166083,4.42796572,0.02641360,0.00000000,0.63546942,2.63915249,0.47884593,1.14389233
-5.31565783,4.26272759,0.02447475,0.00000000,0.59798861,2.51662975,0.50307764,1.09365161
-5.30965483,4.09107599,0.02254998,0.00000000,0.55944727,2.39007652,0.52664866,1.04144412
-5.30365183,3.91533407,0.02066263,0.00000000,0.52049033,2.26132324,0.54910759,0.98799380
-5.29764882,3.73769263,0.01883312,0.00000000,0.48175174,2.13213432,0.56999380,0.93398689
-5.29164582,3.56017291,0.01707873,0.00000000,0.44384095,2.00417371,0.58885059,0.88005722
-5.28564282,3.38460486,0.01541340,0.00000000,0.40733201,1.87897993,0.60523923,0.82677580
-5.27963982,3.21262030,0.01384774,0.00000000,0.37275551,1.75795069,0.61875334,0.77464445
-5.27363682,3.04565894,0.01238911,0.00000000,0.34059315,1.64233637,0.62903289,0.72409356
-5.26763382,2.88498490,0.01104188,0.00000000,0.31127492,1.53324106,0.63577699,0.67548318
-5.26163082,2.73171066,0.00980769,0.00000000,0.28517850,1.43162976,0.63875512,0.62910708
-5.25562781,2.58682503,0.00868581,0.00000000,0.26263036,1.33833977,0.63781593,0.58519887
-5.24962481,2.45122191,0.00767352,0.00000000,0.24390812,1.25409428,0.63289328,0.54393954
-5.24362181,2.32572644,0.00676651,0.00000000,0.22924352,1.17951634,0.62400924,0.50546550
-5.23761881,2.21111597,0.00595925,0.00000000,0.21882550,1.11514121,0.61127372,0.46987655
-5.23161581,2.10813352,0.00524540,0.00000000,0.21280279,1.06142573,0.59488102,0.43724305
-5.22561281,2.01749229,0.00461809,0.00000000,0.21128559,1.01875354,0.57510311,0.40761188
-5.21960980,1.93987046,0.00407021,0.00000000,0.21434601,0.98743525,0.55228041,0.38101085
-5.21360680,1.87589633,0.00359468,0.00000000,0.22201712,0.96770349,0.52681007,0.35745140
-5.20760380,1.82612463,0.00318459,0.00000000,0.23429036,0.95970294,0.49913277,0.33692959
-5.20160080,1.79100550,0.00283334,0.00000000,0.25111170,0.96347592,0.46971827,0.31942540
-5.19559780,1.77084823,0.00253476,0.00000000,0.27237656,0.97894472,0.43905072,0.30490086
-5.18959480,1.76578221,0.00228312,0.00000000,0.29792400,1.00589195,0.40761409,0.29329706
-5.18359180,1.77571800,0.00207315,0.00000000,0.32753065,1.04394052,0.37587855,0.28453068
-5.17758879,1.80031128,0.00190002,0.00000000,0.36090502,1.09253509,0.34428811,0.27849035
-5.17158579,1.83893262,0.00175936,0.00000000,0.39768277,1.15092669,0.31325018,0.27503338
-5.16558279,1.89064561,0.00164714,0.00000000,0.43742362,1.21816231,0.28312711,0.27398319
-5.15957979,1.95419567,0.00155967,0.00000000,0.47961048,1.29308096,0.25423005,0.27512789
-5.15357679,2.02801113,0.00149355,0.00000000,0.52365141,1.37431745,0.22681516,0.27822022
-5.14757379,2.11021774,0.00144561,0.00000000,0.56888466,1.46031477,0.20108202,0.28297910
-5.14157079,2.19866703,0.00141287,0.00000000,0.61458713,1.54934552,0.17717418,0.28909286
-5.13556778,2.29097812,0.00139256,0.00000000,0.65998632,1.63954223,0.15518156,0.29622411
-5.12956478,2.38459191,0.00138203,0.00000000,0.70427545,1.72893608,0.13514436,0.30401619
-5.12356178,2.47683595,0.00137880,0.00000000,0.74663156,1.81550292,0.11705820,0.31210096
-5.11755878,2.56499751,0.00138053,0.00000000,0.78623591,1.89721488,0.10088012,0.32010759
-5.11155578,2.64640188,0.00138507,0.00000000,0.82229591,1.97209581,0.08653507,0.32767207
-5.10555278,2.71849281,0.00139041,0.00000000,0.85406776,2.03827815,0.07392253,0.33444697
-5.09954977,2.77891143,0.00139477,0.00000000,0.88087875,2.09405877,0.06292305,0.34011101
-5.09354677,2.82557020,0.00139657,0.00000000,0.90214828,2.13795136,0.05340447,0.34437803
-5.08754377,2.85671870,0.00139446,0.00000000,0.91740641,2.16873292,0.04522750,0.34700496
-5.08154077,2.87099814,0.00138737,0.00000000,0.92630931,2.18548211,0.03825067,0.34779835
-5.07553777,2.86748227,0.00137448,0.00000000,0.92865060,2.18760786,0.03233456,0.34661930
-5.06953477,2.84570301,0.00135523,0.00000000,0.92436807,2.17486663,0.02734516,0.34338638
-5.06353177,2.80565959,0.00132936,0.00000000,0.91354551,2.14736783,0.02315645,0.33807667
-5.05752876,2.74781131,0.00129687,0.00000000,0.89640946,2.10556701,0.01965230,0.33072464
-5.05152576,2.67305439,0.00125800,0.00000000,0.87332102,2.05024745,0.01672759,0.32141915
-5.04552276,2.58268439,0.00121324,0.00000000,0.84476323,1.98249104,0.01428880,0.31029866
-5.03951976,2.47834629,0.00116331,0.00000000,0.81132457,1.90364009,0.01225409,0.29754489
-5.03351676,2.36197497,0.00110910,0.00000000,0.77367937,1.81525200,0.01055297,0.28337537
-5.02751376,2.23572894,0.00105168,0.00000000,0.73256620,1.71904907,0.00912563,0.26803502
-5.02151076,2.10192074,0.00099224,0.00000000,0.68876503,1.61686585,0.00792210,0.25178745
-5.01550775,1.96294709,0.00093209,0.00000000,0.64307440,1.51059645,0.00690128,0.23490612
-5.00950475,1.82122192,0.00087263,0.00000000,0.59628949,1.40214416,0.00602983,0.21766583
-5.00350175,1.67911493,0.00081530,0.00000000,0.54918189,1.29337528,0.00528117,0.20033495
-4.99749875,1.53889795,0.00076161,0.00000000,0.50248190,1.18607903,0.00463436,0.18316851
-4.99149575,1.40270063,0.00071310,0.00000000,0.45686392,1.08193452,0.00407323,0.16640245
-4.98549275,1.27247650,0.00067133,0.00000000,0.41293517,0.98248570,0.00358546,0.15024920
-4.97948974,1.14997982,0.00063788,0.00000000,0.37122793,0.88912434,0.00316178,0.13489450
-4.97348674,1.03675262,0.00061436,0.00000000,0.33219537,0.80308094,0.00279538,0.12049564
-4.96748374,0.93412132,0.00060238,0.00000000,0.29621045,0.72542259,0.00248130,0.10718082
-4.96148074,0.84320134,0.00060358,0.00000000,0.26356787,0.65705699,0.00221601,0.09504976
-4.95547774,0.76490806,0.00061962,0.00000000,0.23448820,0.59874089,0.00199701,0.08417500
-4.94947474,0.69997204,0.00065216,0.00000000,0.20912385,0.55109171,0.00182256,0.07460416
-4.94347174,0.64895651,0.00070286,0.00000000,0.18756624,0.51460047,0.00169147,0.06636241
-4.93746873,0.61227496,0.00077334,0.00000000,0.16985336,0.48964457,0.00160287,0.05945544
-4.93146573,0.59020709,0.00086518,0.00000000,0.15597744,0.47649882,0.00155615,0.05387229
-4.92546273,0.58291144,0.00097988,0.00000000,0.14589201,0.47534367,0.00155078,0.04958812
-4.91945973,0.59043350,0.00111876,0.00000000,0.13951797,0.48626956,0.00158625,0.04656668
-4.91345673,0.61270862,0.00128298,0.00000000,0.13674858,0.50927695,0.00166200,0.04476240
-4.90745373,0.64955934,0.00147340,0.00000000,0.13745285,0.54427182,0.00177732,0.04412195
-4.90145073,0.70068747,0.00169057,0.00000000,0.14147773,0.59105690,0.00193126,0.04458539
-4.89544772,0.76566171,0.00193459,0.00000000,0.14864873,0.64931934,0.00212261,0.04608676
-4.88944472,0.84390180,0.00220509,0.00000000,0.15876960,0.71861582,0.00234976,0.04855432
-4.88344172,0.93466101,0.00250114,0.00000000,0.17162099,0.79835641,0.00261069,0.05191039
-4.87743872,1.03700857,0.00282118,0.00000000,0.18695871,0.88778880,0.00290284,0.05607108
-4.87143572,1.14981425,0.00316297,0.00000000,0.20451185,0.98598451,0.00322313,0.06094574
-4.86543272,1.27173703,0.00352358,0.00000000,0.22398121,1.09182893,0.00356786,0.06643666
-4.85942971,1.40121976,0.00389937,0.00000000,0.24503845,1.20401671,0.00393274,0.07243873
-4.85342671,1.53649172,0.00428600,0.00000000,0.26732636,1.32105403,0.00431287,0.07883951
-4.84742371,1.67558016,0.00467851,0.00000000,0.29046045,1.44126873,0.00470276,0.08551964
-4.84142071,1.81633190,0.00507136,0.00000000,0.31403213,1.56282928,0.00509644,0.09235367
-4.83541771,1.95644527,0.00545856,0.00000000,0.33761365,1.68377253,0.00548752,0.09921140
-4.82941471,2.09351195,0.00583380,0.00000000,0.36076458,1.80204017,0.00586930,0.10595972
-4.82341171,2.22506794,0.00619060,0.00000000,0.38303997,1.91552293,0.00623497,0.11246483
-4.81740870,2.34865197,0.00652251,0.00000000,0.40399972,2.02211130,0.00657769,0.11859495
-4.81140570,2.46186927,0.00682327,0.00000000,0.42321891,2.11975076,0.00689087,0.12422324
-4.80540270,2.56245818,0.00708703,0.00000000,0.44029869,2.20649948,0.00716829,0.12923094
-4.79939970,2.64835657,0.00730852,0.00000000,0.45487715,2.28058578,0.00740431,0.13351044
-4.79339670,2.71776519,0.00748323,0.00000000,0.46663970,2.34046303,0.00759404,0.13696837
-4.78739370,2.76920484,0.00760759,0.00000000,0.47532850,2.38485906,0.00773355,0.13952822
-4.78139070,2.80156456,0.00767908,0.00000000,0.48075027,2.41281791,0.00781995,0.14113271
-4.77538769,2.81413845,0.00769635,0.00000000,0.48278232,2.42373172,0.00785150,0.14174550
-4.76938469,2.80664916,0.00765926,0.00000000,0.48137624,2.41736113,0.00782775,0.14135228
-4.76338169,2.77925692,0.00756894,0.00000000,0.47655916,2.39384320,0.00774950,0.13996120
-4.75737869,2.73255350,0.00742773,0.00000000,0.46843245,2.35368630,0.00761880,0.13760247
-4.75137569,2.66754140,0.00723916,0.00000000,0.45716794,2.29775236,0.00743896,0.13432734
-4.74537269,2.58559937,0.00700784,0.00000000,0.44300176,2.22722711,0.00721442,0.13020634
-4.73936968,2.48843575,0.00673939,0.00000000,0.42622618,2.14358006,0.00695064,0.12532693
-4.73336668,2.37803208,0.00644025,0.00000000,0.40717971,2.04851591,0.00665401,0.11979072
-4.72736368,2.25657956,0.00611755,0.00000000,0.38623609,1.94391981,0.00633165,0.11371028
-4.72136068,2.12641131,0.00577896,0.00000000,0.36379250,1.83179903,0.00599126,0.10720580
-4.71535768,1.98993351,0.00543252,0.00000000,0.34025765,1.71422360,0.00564100,0.10040170
-4.70935468,1.84955825,0.00508652,0.00000000,0.31604015,1.59326842,0.00528927,0.09342328
-4.70335168,1.70764081,0.00474932,0.00000000,0.29153767,1.47095920,0.00494464,0.08639366
-4.69734867,1.56642368,0.00442928,0.00000000,0.26712728,1.34922412,0.00461565,0.07943104
-4.69134567,1.42798892,0.00413463,0.00000000,0.24315724,1.22985281,0.00431078,0.07264632
-4.68534267,1.29422029,0.00387339,0.00000000,0.21994054,1.11446362,0.00403829,0.06614125
-4.67933967,1.16677547,0.00365334,0.00000000,0.19775014,1.00447966,0.00380621,0.06000705
-4.67333667,1.04706862,0.00348194,0.00000000,0.17681606,0.90111376,0.00362222,0.05432354
-4.66733367,0.93626260,0.00336632,0.00000000,0.15732420,0.80536179,0.00349367,0.04915863
-4.66133067,0.83527003,0.00331320,0.00000000,0.13941669,0.71800357,0.00342750,0.04456832
-4.65532766,0.74476162,0.00332889,0.00000000,0.12319360,0.63961018,0.00343019,0.04059697
-4.64932466,0.66518053,0.00341923,0.00000000,0.10871569,0.57055643,0.00350772,0.03727772
-4.64332166,0.59676083,0.00358950,0.00000000,0.09600798,0.51103698,0.00366549,0.03463325
-4.63731866,0.53954858,0.00384435,0.00000000,0.08506385,0.46108467,0.00390823,0.03267642
-4.63131566,0.49342387,0.00418765,0.00000000,0.07584935,0.42058983,0.00423987,0.03141099
-4.62531266,0.45812253,0.00462240,0.00000000,0.06830746,0.38931926,0.00466343,0.03083226
-4.61930965,0.43325642,0.00515052,0.00000000,0.06236230,0.36693413,0.00518083,0.03092761
-4.61330665,0.41833163,0.00577270,0.00000000,0.05792282,0.35300591,0.00579274,0.03167688
-4.60730365,0.41276397,0.00648820,0.00000000,0.05488616,0.34703021,0.00649834,0.03305260
-4.60130065,0.41589189,0.00729467,0.00000000,0.05314050,0.34843820,0.00729522,0.03502022
-4.59529765,0.42698689,0.00818796,0.00000000,0.05256739,0.35660590,0.00817912,0.03753809
-4.58929465,0.44526189,0.00916201,0.00000000,0.05304364,0.37086174,0.00914386,0.04055759
-4.58329165,0.46987836,0.01020875,0.00000000,0.05444287,0.39049279,0.01018120,0.04402320
-4.57728864,0.49995278,0.01131805,0.00000000,0.05663677,0.41475052,0.01128081,0.04787270
-4.57128564,0.53456346,0.01247779,0.00000000,0.05949619,0.44285659,0.01243030,0.05203760
-4.56528264,0.57275843,0.01367394,0.00000000,0.06289217,0.47400951,0.01361534,0.05644378
-4.55927964,0.61356513,0.01489087,0.00000000,0.06669707,0.50739271,0.01481988,0.06101240
-4.55327664,0.65600249,0.01611161,0.00000000,0.07078580,0.54218451,0.01602640,0.06566121
-4.54727364,0.69909576,0.01731829,0.00000000,0.07503728,0.57757027,0.01721636,0.07030614
-4.54127064,0.74189420,0.01849266,0.00000000,0.07933611,0.61275696,0.01837064,0.07486328
-4.53526763,0.78349148,0.01961673,0.00000000,0.08357458,0.64698986,0.01947013,0.07925114
-4.52926463,0.82304855,0.02067339,0.00000000,0.08765481,0.67957134,0.02049631,0.08339320
-4.52326163,0.85981816,0.02164716,0.00000000,0.09149115,0.70988101,0.02143192,0.08722057
-4.51725863,0.89317048,0.02252492,0.00000000,0.09501263,0.73739676,0.02226166,0.09067489
-4.51125563,0.92261864,0.02329665,0.00000000,0.09816548,0.76171574,0.02297280,0.09371107
-4.50525263,0.94784332,0.02395613,0.00000000,0.10091548,0.78257460,0.02355583,0.09629999
-4.49924962,0.96871521,0.02450156,0.00000000,0.10325017,0.79986798,0.02400501,0.09843100
-4.49324662,0.98531422,0.02493614,0.00000000,0.10518062,0.81366432,0.02431880,0.10011400
-4.48724362,0.99794457,0.02526846,0.00000000,0.10674291,0.82421827,0.02450026,0.10138117
-4.48124062,1.00714476,0.02551283,0.00000000,0.10799887,0.83197892,0.02455722,0.10228808
-4.47523762,1.01369170,0.02568935,0.00000000,0.10903634,0.83759316,0.02450237,0.10291434
-4.46923462,1.01859853,0.02582391,0.00000000,0.10996866,0.84190391,0.02435317,0.10336346
-4.46323162,1.02310573,0.02594797,0.00000000,0.11093345,0.84594273,0.02413158,0.10376214
-4.45722861,1.02866539,0.02609811,0.00000000,0.11209060,0.85091680,0.02386371,0.10425883
-4.45122561,1.03691882,0.02631548,0.00000000,0.11361961,0.85819041,0.02357924,0.10502164
-4.44522261,1.04966764,0.02664502,0.00000000,0.11571613,0.86926104,0.02331077,0.10623561
-4.43921961,1.06883897,0.02713456,0.00000000,0.11858794,0.88573053,0.02309303,0.10809939
-4.43321661,1.09644531,0.02783374,0.00000000,0.12245033,0.90927191,0.02296198,0.11082141
-4.42721361,1.13453994,0.02879288,0.00000000,0.12752106,0.94159245,0.02295392,0.11461555
-4.42121061,1.18516883,0.03006164,0.00000000,0.13401499,0.98439384,0.02310442,0.11969660
-4.41520760,1.25032008,0.03168779,0.00000000,0.14213858,1.03933042,0.02344737,0.12627530
-4.40920460,1.33187235,0.03371576,0.00000000,0.15208429,1.10796635,0.02401394,0.13455336
-4.40320160,1.43154322,0.03618540,0.00000000,0.16402524,1.19173302,0.02483164,0.14471847
-4.39719860,1.55083927,0.03913061,0.00000000,0.17811007,1.29188764,0.02592337,0.15693931
-4.39119560,1.69100914,0.04257819,0.00000000,0.19445835,1.40947444,0.02730662,0.17136095
-4.38519260,1.85300097,0.04654676,0.00000000,0.21315665,1.54528953,0.02899276,0.18810044
-4.37918959,2.03742589,0.05104587,0.00000000,0.23425539,1.69985062,0.03098645,0.20724302
-4.37318659,2.24452865,0.05607532,0.00000000,0.25776651,1.87337279,0.03328524,0.22883885
-4.36718359,2.47416667,0.06162473,0.00000000,0.28366231,2.06575119,0.03587930,0.25290041
-4.36118059,2.72579843,0.06767335,0.00000000,0.31187518,2.27655132,0.03875141,0.27940067
-4.35517759,2.99848184,0.07419021,0.00000000,0.34229846,2.50500761,0.04187706,0.30827215
-4.34917459,3.29088276,0.08113450,0.00000000,0.37478838,2.75003032,0.04522489,0.33940663
-4.34317159,3.60129367,0.08845632,0.00000000,0.40916679,3.01022058,0.04875718,0.37265590
-4.33716858,3.92766183,0.09609764,0.00000000,0.44522487,3.28389325,0.05243068,0.40783309
-4.33116558,4.26762588,0.10399351,0.00000000,0.48272736,3.56910650,0.05619754,0.44471487
-4.32516258,4.61855962,0.11207356,0.00000000,0.52141730,3.86369717,0.06000642,0.48304417
-4.31915958,4.97762122,0.12026356,0.00000000,0.56102103,4.16532029,0.06380374,0.52253342
-4.31315658,5.34180592,0.12848715,0.00000000,0.60125322,4.47149132,0.06753503,0.56286827
-4.30715358,5.70800022,0.13666756,0.00000000,0.64182175,4.77962940,0.07114626,0.60371145
