energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,S_s_up,S_p_up
-5.65182591,0.51591953,0.05132540,0.25818926,0.00084410,0.01722606,0.11129277,0.13263077,0.00058797,0.15988209
-5.64582291,0.51618501,0.05416442,0.25300447,0.00082710,0.01810047,0.11717578,0.13356580,0.00058525,0.16368289
-5.63981991,0.51805318,0.05736944,0.24858382,0.00080496,0.01905859,0.12395065,0.13458507,0.00057985,0.16822550
-5.63381691,0.52137596,0.06090773,0.24483447,0.00077824,0.02009528,0.13156076,0.13568934,0.00057230,0.17344982
-5.62781391,0.52601595,0.06473966,0.24168615,0.00074757,0.02120366,0.13993916,0.13687841,0.00056328,0.17928495
-5.62181091,0.53184470,0.06881878,0.23909086,0.00071371,0.02237503,0.14900936,0.13814974,0.00055360,0.18564876
-5.61580790,0.53874118,0.07309209,0.23702198,0.00067745,0.02359892,0.15868659,0.13949722,0.00054423,0.19244786
-5.60980490,0.54659068,0.07750064,0.23547311,0.00063967,0.02486319,0.16887951,0.14091036,0.00053623,0.19957813
-5.60380190,0.55528478,0.08198044,0.23445678,0.00060127,0.02615425,0.17949260,0.14237371,0.00053080,0.20692598
-5.59779890,0.56472254,0.08646374,0.23400337,0.00056314,0.02745739,0.19042904,0.14386704,0.00052926,0.21437034
-5.59179590,0.57481321,0.09088063,0.23416023,0.00052622,0.02875717,0.20159411,0.14536585,0.00053302,0.22178549
-5.58579290,0.58548033,0.09516087,0.23499117,0.00049139,0.03003802,0.21289889,0.14684260,0.00054357,0.22904449
-5.57978989,0.59666708,0.09923605,0.23657629,0.00045953,0.03128473,0.22426419,0.14826833,0.00056249,0.23602335
-5.57378689,0.60834257,0.10304177,0.23901206,0.00043147,0.03248309,0.23562442,0.14961479,0.00059136,0.24260551
-5.56778389,0.62050854,0.10651987,0.24241154,0.00040802,0.03362054,0.24693110,0.15085677,0.00063184,0.24868654
-5.56178089,0.63320591,0.10962067,0.24690460,0.00038989,0.03468669,0.25815590,0.15197469,0.00068555,0.25417874
-5.55577789,0.64652058,0.11230485,0.25263777,0.00037778,0.03567391,0.26929278,0.15295703,0.00075407,0.25901551
-5.54977489,0.66058775,0.11454515,0.25977369,0.00037230,0.03657765,0.28035914,0.15380263,0.00083892,0.26315494
-5.54377189,0.67559424,0.11632756,0.26848978,0.00037398,0.03739681,0.29139572,0.15452258,0.00094148,0.26658264
-5.53776888,0.69177832,0.11765209,0.27897605,0.00038331,0.03813379,0.30246516,0.15514160,0.00106299,0.26931353
-5.53176588,0.70942670,0.11853293,0.29143182,0.00040068,0.03879449,0.31364919,0.15569878,0.00120444,0.27139232
-5.52576288,0.72886844,0.11899810,0.30606138,0.00042638,0.03938810,0.32504451,0.15624757,0.00136658,0.27289284
-5.51975988,0.75046595,0.11908851,0.32306859,0.00046061,0.03992672,0.33675751,0.15685501,0.00154983,0.27391601
-5.51375688,0.77460323,0.11885653,0.34265049,0.00050348,0.04042486,0.34889808,0.15760024,0.00175424,0.27458663
-5.50775388,0.80167186,0.11836408,0.36499015,0.00055497,0.04089884,0.36157282,0.15857230,0.00197945,0.27504916
-5.50175088,0.83205534,0.11768044,0.39024903,0.00061491,0.04136612,0.37487802,0.15986731,0.00222463,0.27546261
-5.49574787,0.86611250,0.11687982,0.41855922,0.00068303,0.04184454,0.38889280,0.16158523,0.00248848,0.27599496
-5.48974487,0.90416092,0.11603882,0.45001583,0.00075888,0.04235170,0.40367300,0.16382632,0.00276919,0.27681725
-5.48374187,0.94646116,0.11523393,0.48467008,0.00084189,0.04290427,0.41924595,0.16668742,0.00306447,0.27809767
-5.47773887,0.99320272,0.11453922,0.52252333,0.00093131,0.04351748,0.43560671,0.17025837,0.00337151,0.27999603
-5.47173587,1.04449233,0.11402426,0.56352244,0.00102625,0.04420470,0.45271596,0.17461857,0.00368707,0.28265880
-5.46573287,1.10034536,0.11375242,0.60755678,0.00112566,0.04497720,0.47049970,0.17983393,0.00400752,0.28621488
-5.45972986,1.16068065,0.11377956,0.65445699,0.00122836,0.04584401,0.48885089,0.18595442,0.00432889,0.29077236
-5.45372686,1.22531899,0.11415315,0.70399562,0.00133305,0.04681201,0.50763289,0.19301203,0.00464697,0.29641626
-5.44772386,1.29398516,0.11491180,0.75588961,0.00143834,0.04788611,0.52668456,0.20101951,0.00495744,0.30320726
-5.44172086,1.36631335,0.11608524,0.80980449,0.00154275,0.04906952,0.54582667,0.20996973,0.00525593,0.31118145
-5.43571786,1.44185547,0.11769454,0.86536002,0.00164479,0.05036417,0.56486932,0.21983564,0.00553821,0.32035083
-5.42971486,1.52009164,0.11975265,0.92213697,0.00174294,0.05177107,0.58361980,0.23057084,0.00580025,0.33070446
-5.42371186,1.60044231,0.12226503,0.97968473,0.00183573,0.05329077,0.60189045,0.24211061,0.00603841,0.34221017
-5.41770885,1.68228098,0.12523044,1.03752919,0.00192176,0.05492362,0.61950601,0.25437338,0.00624947,0.35481640
-5.41170585,1.76494694,0.12864161,1.09518068,0.00199972,0.05667006,0.63631007,0.26726248,0.00643081,0.36845414
-5.40570285,1.84775733,0.13248583,1.15214150,0.00206845,0.05853071,0.65217009,0.28066802,0.00658045,0.38303875
-5.39969985,1.93001781,0.13674546,1.20791277,0.00212697,0.06050636,0.66698088,0.29446896,0.00669711,0.39847149
-5.39369685,2.01103162,0.14139817,1.26200043,0.00217445,0.06259771,0.68066620,0.30853509,0.00678025,0.41464078
-5.38769385,2.09010685,0.14641702,1.31392031,0.00221032,0.06480507,0.69317866,0.32272906,0.00683008,0.43142302
-5.38169085,2.16656185,0.15177040,1.36320224,0.00223419,0.06712788,0.70449777,0.33690821,0.00684752,0.44868322
-5.37568784,2.23972916,0.15742181,1.40939342,0.00224591,0.06956408,0.71462658,0.35092648,0.00683417,0.46627533
-5.36968484,2.30895842,0.16332962,1.45206118,0.00224554,0.07210951,0.72358710,0.36463604,0.00679223,0.48404252
-5.36368184,2.37361857,0.16944687,1.49079548,0.00223334,0.07475723,0.73141505,0.37788907,0.00672442,0.50181763
-5.35767884,2.43310043,0.17572113,1.52521148,0.00220977,0.07749696,0.73815425,0.39053946,0.00663384,0.51942387
-5.35167584,2.48681982,0.18209460,1.55495245,0.00217546,0.08031458,0.74385120,0.40244456,0.00652389,0.53667600
-5.34567284,2.53422216,0.18850449,1.57969336,0.00213117,0.08319179,0.74855038,0.41346705,0.00639815,0.55338213
-5.33966983,2.57478887,0.19488371,1.59914534,0.00207778,0.08610602,0.75229045,0.42347700,0.00626023,0.56934633
-5.33366683,2.60804587,0.20116189,1.61306110,0.00201627,0.08903051,0.75510187,0.43235404,0.00611369,0.58437195
-5.32766383,2.63357421,0.20726684,1.62124138,0.00194769,0.09193473,0.75700607,0.43998969,0.00596195,0.59826579
-5.32166083,2.65102270,0.21312628,1.62354210,0.00187309,0.09478497,0.75801613,0.44628989,0.00580820,0.61084296
-5.31565783,2.66012208,0.21866991,1.61988213,0.00179358,0.09754526,0.75813913,0.45117749,0.00565535,0.62193228
-5.30965483,2.66070005,0.22383168,1.61025112,0.00171024,0.10017850,0.75737973,0.45459487,0.00550602,0.63138204
-5.30365183,2.65269637,0.22855213,1.59471697,0.00162414,0.10264766,0.75574498,0.45650630,0.00536249,0.63906583
-5.29764882,2.63617693,0.23278076,1.57343233,0.00153631,0.10491724,0.75324972,0.45690015,0.00522677,0.64488812
-5.29164582,2.61134583,0.23647825,1.54663959,0.00144773,0.10695468,0.74992234,0.45579067,0.00510059,0.64878935
-5.28564282,2.57855439,0.23961839,1.51467368,0.00135934,0.10873175,0.74581024,0.45321924,0.00498546,0.65075004
-5.27963982,2.53830598,0.24218960,1.47796232,0.00127201,0.11022588,0.74098463,0.44925503,0.00488274,0.65079385
-5.27363682,2.49125609,0.24419595,1.43702324,0.00118657,0.11142123,0.73554427,0.44399479,0.00479369,0.64898911
-5.26763382,2.43820667,0.24565758,1.39245806,0.00110378,0.11230954,0.72961752,0.43756188,0.00471952,0.64544885
-5.26163082,2.38009472,0.24661038,1.34494288,0.00102431,0.11289072,0.72336274,0.43010429,0.00466145,0.64032889
-5.25562781,2.31797482,0.24710503,1.29521551,0.00094881,0.11317300,0.71696647,0.42179182,0.00462075,0.63382435
-5.24962481,2.25299594,0.24720528,1.24405969,0.00087784,0.11317272,0.71063963,0.41281229,0.00459876,0.62616420
-5.24362181,2.18637311,0.24698555,1.19228677,0.00081190,0.11291378,0.70461158,0.40336692,0.00459685,0.61760435
-5.23761881,2.11935489,0.24652797,1.14071533,0.00075141,0.11242665,0.69912227,0.39366502,0.00461646,0.60841920
-5.23161581,2.05318751,0.24591883,1.09014966,0.00069673,0.11174711,0.69441280,0.38391804,0.00465899,0.59889216
-5.22561281,1.98907743,0.24524474,1.04135768,0.00064815,0.11091460,0.69071478,0.37433336,0.00472575,0.58930538
-5.21960980,1.92815349,0.24458861,0.99504951,0.00060587,0.10997049,0.68823901,0.36510782,0.00481787,0.57992918
-5.21360680,1.87143037,0.24402555,0.95185722,0.00057004,0.10895608,0.68716405,0.35642140,0.00493621,0.57101150
-5.20760380,1.81977509,0.24361899,0.91231688,0.00054069,0.10791068,0.68762523,0.34843127,0.00508124,0.56276808
-5.20160080,1.77387781,0.24341720,0.87685367,0.00051780,0.10686971,0.68970489,0.34126645,0.00525291,0.55537351
-5.19559780,1.73422864,0.24345036,0.84577058,0.00050127,0.10586289,0.69342433,0.33502329,0.00545058,0.54895387
-5.18959480,1.70110143,0.24372840,0.81924141,0.00049093,0.10491287,0.69873803,0.32976207,0.00567295,0.54358117
-5.18359180,1.67454556,0.24423968,0.79730834,0.00048652,0.10403398,0.70553065,0.32550492,0.00591793,0.53926993
-5.17758879,1.65438627,0.24495068,0.77988418,0.00048774,0.10323159,0.71361719,0.32223505,0.00618268,0.53597618
-5.17158579,1.64023376,0.24580680,0.76675951,0.00049422,0.10250175,0.72274637,0.31989758,0.00646358,0.53359892
-5.16558279,1.63150096,0.24673413,0.75761413,0.00050556,0.10183147,0.73260742,0.31840179,0.00675627,0.53198410
-5.15957979,1.62742927,0.24764224,0.75203274,0.00052132,0.10119931,0.74284007,0.31762493,0.00705575,0.53093100
-5.15357679,1.62712145,0.24842796,0.74952396,0.00054105,0.10057657,0.75304734,0.31741733,0.00735645,0.53020074
-5.14757379,1.62958034,0.24897983,0.74954210,0.00056430,0.09992877,0.76281088,0.31760867,0.00765246,0.52952667
-5.14157079,1.63375180,0.24918314,0.75151082,0.00059063,0.09921753,0.77170797,0.31801517,0.00793765,0.52862611
-5.13556778,1.63857008,0.24892531,0.75484749,0.00061961,0.09840259,0.77932959,0.31844748,0.00820588,0.52721299
-5.12956478,1.64300384,0.24810137,0.75898755,0.00065089,0.09744405,0.78529873,0.31871873,0.00845127,0.52501088
-5.12356178,1.64610053,0.24661918,0.76340762,0.00068414,0.09630460,0.78928804,0.31865267,0.00866836,0.52176572
-5.11755878,1.64702754,0.24440435,0.76764657,0.00071909,0.09495162,0.79103598,0.31809129,0.00885234,0.51725781
-5.11155578,1.64510818,0.24140432,0.77132357,0.00075555,0.09335915,0.79036072,0.31690178,0.00899928,0.51131243
-5.10555278,1.63985097,0.23759173,0.77415257,0.00079339,0.09150952,0.78717110,0.31498238,0.00910626,0.50380875
-5.09954977,1.63097113,0.23296671,0.77595249,0.00083255,0.08939461,0.78147411,0.31226695,0.00917150,0.49468648
-5.09354677,1.61840340,0.22755801,0.77665291,0.00087304,0.08701677,0.77337855,0.30872804,0.00919448,0.48395024
-5.08754377,1.60230570,0.22142306,0.77629508,0.00091489,0.08438918,0.76309468,0.30437837,0.00917596,0.47167132
-5.08154077,1.58305391,0.21464685,0.77502835,0.00095821,0.08153580,0.75092989,0.29927068,0.00911796,0.45798686
-5.07553777,1.56122792,0.20733976,0.77310224,0.00100310,0.07849092,0.73728065,0.29349587,0.00902370,0.44309661
-5.06953477,1.53759003,0.19963441,0.77085478,0.00104971,0.07529819,0.72262112,0.28717978,0.00889753,0.42725746
-5.06353177,1.51305665,0.19168187,0.76869754,0.00109813,0.07200939,0.70748890,0.28047857,0.00874472,0.41077597
-5.05752876,1.48866485,0.18364714,0.76709829,0.00114847,0.06868287,0.69246869,0.27357304,0.00857130,0.39399935
-5.05152576,1.46553528,0.17570438,0.76656197,0.00120077,0.06538176,0.67817442,0.26666218,0.00838387,0.37730527
-5.04552276,1.44483296,0.16803192,0.76761089,0.00125502,0.06217211,0.66523074,0.25995616,0.00818932,0.36109089
-5.03951976,1.42772776,0.16080733,0.77076495,0.00131116,0.05912090,0.65425445,0.25366910,0.00799461,0.34576160
-5.03351676,1.41535589,0.15420270,0.77652268,0.00136903,0.05629409,0.64583660,0.24801201,0.00780655,0.33171974
-5.02751376,1.40878382,0.14838024,0.78534374,0.00142841,0.05375482,0.64052583,0.24318590,0.00763154,0.31935377
-5.02151076,1.40897564,0.14348844,0.79763344,0.00148901,0.05156170,0.63881340,0.23937562,0.00747540,0.30902805
-5.01550775,1.41676494,0.13965869,0.81372980,0.00155046,0.04976726,0.64112022,0.23674429,0.00734318,0.30107352
-5.00950475,1.43283148,0.13700249,0.83389326,0.00161234,0.04841670,0.64778619,0.23542876,0.00723899,0.29577945
-5.00350175,1.45768334,0.13560932,0.85829937,0.00167421,0.04754681,0.65906193,0.23553585,0.00716595,0.29338622
-4.99749875,1.49164439,0.13554504,0.88703443,0.00173556,0.04718523,0.67510293,0.23713976,0.00712608,0.29407945
-4.99149575,1.53484727,0.13685084,0.92009392,0.00179590,0.04734985,0.69596603,0.24028036,0.00712031,0.29798523
-4.98549275,1.58723150,0.13954275,0.95738376,0.00185476,0.04804859,0.72160831,0.24496249,0.00714849,0.30516668
-4.97948974,1.64854647,0.14361157,0.99872400,0.00191166,0.04927934,0.75188796,0.25115621,0.00720943,0.31562167
-4.97348674,1.71835907,0.14902330,1.04385484,0.00196619,0.05103018,0.78656737,0.25879781,0.00730104,0.32928191
-4.96748374,1.79606539,0.15571995,1.09244466,0.00201797,0.05327982,0.82531801,0.26779167,0.00742038,0.34601318
-4.96148074,1.88090632,0.16362072,1.14409977,0.00206671,0.05599826,0.86772711,0.27801274,0.00756389,0.36561702
-4.95547774,1.97198655,0.17262367,1.19837567,0.00211215,0.05914763,0.91330607,0.28930968,0.00772750,0.38783363
-4.94947474,2.06829661,0.18260766,1.25478952,0.00215413,0.06268326,0.96150044,0.30150850,0.00790682,0.41234626
-4.94347174,2.16873766,0.19343481,1.31283357,0.00219253,0.06655487,1.01170138,0.31441668,0.00809736,0.43878699
-4.93746873,2.27214855,0.20495324,1.37198922,0.00222732,0.07070794,1.06325852,0.32782766,0.00829467,0.46674388
-4.93146573,2.37733459,0.21700029,1.43174145,0.00225849,0.07508521,1.11549397,0.34152568,0.00849454,0.49576952
-4.92546273,2.48309766,0.22940602,1.49159329,0.00228613,0.07962819,1.16771740,0.35529080,0.00869319,0.52539083
-4.91945973,2.58826671,0.24199704,1.55107980,0.00231032,0.08427878,1.21924172,0.36890416,0.00888737,0.55511996
-4.91345673,2.69172805,0.25460051,1.60978129,0.00233123,0.08898087,1.26939922,0.38215317,0.00907455,0.58446601
-4.90745373,2.79245434,0.26704830,1.66733522,0.00234903,0.09368181,1.31755747,0.39483670,0.00925295,0.61294728
-4.90145073,2.88953132,0.27918103,1.72344624,0.00236393,0.09833382,1.36313472,0.40677002,0.00942165,0.64010367
-4.89544772,2.98218123,0.29085198,1.77789388,0.00237617,0.10289517,1.40561404,0.41778938,0.00958060,0.66550876
-4.88944472,3.06978165,0.30193059,1.83053747,0.00238603,0.10733109,1.44455576,0.42775608,0.00973062,0.68878112
-4.88344172,3.15187895,0.31230541,1.88131770,0.00239380,0.11161440,1.47960754,0.43655987,0.00987335,0.70959440
-4.87743872,3.22819527,0.32188638,1.93025463,0.00239981,0.11572578,1.51051157,0.44412150,0.01001115,0.72768562
-4.87143572,3.29862839,0.33060622,1.97744184,0.00240444,0.11965363,1.53710847,0.45039436,0.01014701,0.74286149
-4.86543272,3.36324423,0.33842092,2.02303668,0.00240807,0.12339357,1.55933762,0.45536504,0.01028438,0.75500209
-4.85942971,3.42226164,0.34530918,2.06724691,0.00241115,0.12694752,1.57723360,0.45905281,0.01042700,0.76406210
-4.85342671,3.47603016,0.35127089,2.11031389,0.00241414,0.13032245,1.59091903,0.46150792,0.01057867,0.77006909
-4.84742371,3.52500125,0.35632463,2.15249308,0.00241751,0.13352887,1.60059380,0.46280884,0.01074308,0.77311921
-4.84142071,3.56969429,0.36050435,2.19403252,0.00242178,0.13657901,1.60652126,0.46305844,0.01092360,0.77337032
-4.83541771,3.61065875,0.36385546,2.23515034,0.00242744,0.13948497,1.60901197,0.46237934,0.01112303,0.77103295
-4.82941471,3.64843454,0.36643041,2.27601243,0.00243499,0.14225681,1.60840574,0.46090852,0.01134344,0.76635948
-4.82341171,3.68351241,0.36828414,2.31671136,0.00244488,0.14490074,1.60505294,0.45879148,0.01158599,0.75963213
-4.81740870,3.71629658,0.36946968,2.35724786,0.00245756,0.14741754,1.59929603,0.45617616,0.01185081,0.75115031
-4.81140570,3.74707184,0.37003404,2.39751609,0.00247339,0.14980132,1.59145222,0.45320693,0.01213690,0.74121805
-4.80540270,3.77597690,0.37001484,2.43729358,0.00249266,0.15203863,1.58179830,0.45001893,0.01244208,0.73013202
-4.79939970,3.80298585,0.36943769,2.47623689,0.00251560,0.15410816,1.57055852,0.44673292,0.01276302,0.71817081
-4.79339670,3.82789892,0.36831464,2.51388345,0.00254232,0.15598088,1.55789592,0.44345106,0.01309525,0.70558584
-4.78739370,3.85034345,0.36664382,2.54966000,0.00257285,0.15762076,1.54390799,0.44025358,0.01343333,0.69259449
-4.78139070,3.86978523,0.36441008,2.58289753,0.00260712,0.15898606,1.52862644,0.43719675,0.01377096,0.67937537
-4.77538769,3.88555013,0.36158691,2.61285241,0.00264494,0.16003103,1.51202146,0.43431195,0.01410121,0.66606625
-4.76938469,3.89685492,0.35813919,2.63873290,0.00268604,0.16070804,1.49400986,0.43160609,0.01441672,0.65276419
-4.76338169,3.90284604,0.35402689,2.65973017,0.00273006,0.16097001,1.47446681,0.42906315,0.01470998,0.63952800
-4.75737869,3.90264454,0.34920927,2.67505239,0.00277656,0.16077300,1.45324037,0.42664697,0.01497362,0.62638266
-4.75137569,3.89539484,0.34364939,2.68396054,0.00282502,0.16007883,1.43016788,0.42430481,0.01520063,0.61332526
-4.74537269,3.88031513,0.33731872,2.68580425,0.00287489,0.15885755,1.40509337,0.42197181,0.01538466,0.60033203
-4.73936968,3.85674673,0.33020140,2.68005607,0.00292554,0.15708975,1.37788490,0.41957591,0.01552027,0.58736605
-4.73336668,3.82420015,0.32229805,2.66634265,0.00297635,0.15476840,1.34845085,0.41704303,0.01560310,0.57438512
-4.72736368,3.78239546,0.31362879,2.64447122,0.00302665,0.15190031,1.31675428,0.41430237,0.01563007,0.56134931
-4.72136068,3.73129522,0.30423535,2.61445035,0.00307578,0.14850693,1.28282451,0.41129137,0.01559951,0.54822782
-4.71535768,3.67112817,0.29418206,2.57650379,0.00312307,0.14462465,1.24676548,0.40796045,0.01551123,0.53500484
-4.70935468,3.60240284,0.28355585,2.53107694,0.00316789,0.14030444,1.20876024,0.40427694,0.01536653,0.52168417
-4.70335168,3.52591035,0.27246500,2.47883544,0.00320960,0.13561081,1.16907163,0.40022845,0.01516816,0.50829238
-4.69734867,3.44271639,0.26103689,2.42065603,0.00324762,0.13062030,1.12803899,0.39582529,0.01492029,0.49488052
-4.69134567,3.35414276,0.24941484,2.35760999,0.00328141,0.12541943,1.08607121,0.39110201,0.01462833,0.48152447
-4.68534267,3.26173931,0.23775417,2.29093979,0.00331049,0.12010219,1.04363652,0.38611800,0.01429880,0.46832379
-4.67933967,3.16724750,0.22621761,2.22202984,0.00333445,0.11476730,1.00124951,0.38095715,0.01393913,0.45539949
-4.67333667,3.07255712,0.21497040,2.15237247,0.00335295,0.10951518,0.95945607,0.37572665,0.01355743,0.44289065
-4.66733367,2.97965768,0.20417525,2.08353033,0.00336577,0.10444489,0.91881703,0.37055492,0.01316230,0.43095038
-4.66133067,2.89058656,0.19398730,2.01709665,0.00337276,0.09965114,0.87989115,0.36558884,0.01276254,0.41974103
-4.65532766,2.80737541,0.18454943,1.95465444,0.00337391,0.09522138,0.84321821,0.36099028,0.01236696,0.40942909
-4.64932466,2.73199685,0.17598790,1.89773626,0.00336933,0.09123319,0.80930302,0.35693213,0.01198413,0.40017989
-4.64332166,2.66631296,0.16840871,1.84778546,0.00335923,0.08775198,0.77860081,0.35359385,0.01162223,0.39215234
