energy_ev,total_up,Cr_p_up,Cr_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.90395198,0.71657294,0.48048378,0.07869516,0.24497397,0.08266878,0.00014667,0.04882663,0.00847755,0.36179198
-5.89794897,0.76896097,0.51318634,0.08679252,0.26497283,0.08817957,0.00014227,0.05204053,0.00895587,0.38886557
-5.89194597,0.82215292,0.54589737,0.09549996,0.28525409,0.09365362,0.00013913,0.05516228,0.00944122,0.41653856
-5.88594297,0.87584927,0.57846938,0.10478331,0.30566727,0.09906577,0.00013687,0.05815504,0.00992902,0.44469174
-5.87993997,0.92980474,0.61080220,0.11460869,0.32606333,0.10439954,0.00013518,0.06098377,0.01041598,0.47323596
-5.87393697,0.98383725,0.64284902,0.12494292,0.34629843,0.10964826,0.00013378,0.06361605,0.01090015,0.50211627
-5.86793397,1.03783468,0.67462040,0.13575395,0.36623785,0.11481593,0.00013250,0.06602302,0.01138101,0.53131477
-5.86193097,1.09175886,0.70618578,0.14701113,0.38575955,0.11991749,0.00013117,0.06818021,0.01185941,0.56085184
-5.85592796,1.14564631,0.73767224,0.15868528,0.40475748,0.12497875,0.00012972,0.07006821,0.01233758,0.59078547
-5.84992496,1.19960516,0.76926005,0.17074855,0.42314419,0.13003567,0.00012809,0.07167331,0.01281901,0.62120855
-5.84392196,1.25380821,0.80117530,0.18317392,0.44085282,0.13513307,0.00012630,0.07298792,0.01330826,0.65224395
-5.83791896,1.30848197,0.83367932,0.19593442,0.45783809,0.14032288,0.00012437,0.07401087,0.01381080,0.68403743
-5.83191596,1.36389192,0.86705538,0.20900194,0.47407637,0.14566175,0.00012238,0.07474746,0.01433271,0.71674850
-5.82591296,1.42032439,0.90159298,0.22234586,0.48956469,0.15120840,0.00012042,0.07520939,0.01488039,0.75053950
-5.81990995,1.47806568,0.93757035,0.23593127,0.50431876,0.15702048,0.00011862,0.07541444,0.01546022,0.78556332
-5.81390695,1.53737929,0.97523584,0.24971716,0.51836992,0.16315131,0.00011712,0.07538596,0.01607819,0.82195017
-5.80790395,1.59848231,1.01478908,0.26365452,0.53176138,0.16964657,0.00011608,0.07515223,0.01673951,0.85979413
-5.80190095,1.66152202,1.05636275,0.27768451,0.54454361,0.17654101,0.00011565,0.07474561,0.01744830,0.89914003
-5.79589795,1.72655405,1.10000604,0.29173694,0.55676944,0.18385550,0.00011601,0.07420162,0.01820720,0.93997145
-5.78989495,1.79352320,1.14567055,0.30572910,0.56848890,0.19159446,0.00011734,0.07355782,0.01901709,0.98220050
-5.78389195,1.86224822,1.19319966,0.31956512,0.57974409,0.19974379,0.00011981,0.07285277,0.01987684,1.02566008
-5.77788894,1.93241141,1.24232196,0.33313603,0.59056458,0.20826961,0.00012358,0.07212481,0.02078313,1.07009911
-5.77188594,2.00355402,1.29264947,0.34632052,0.60096332,0.21711764,0.00012881,0.07141098,0.02173037,1.11518132
-5.76588294,2.07507787,1.34368091,0.35898650,0.61093350,0.22621351,0.00013567,0.07074588,0.02271066,1.16048775
-5.75987994,2.14625358,1.39481017,0.37099346,0.62044658,0.23546387,0.00014428,0.07016071,0.02371392,1.20552318
-5.75387694,2.21623512,1.44533992,0.38219548,0.62945144,0.24475837,0.00015477,0.06968234,0.02472805,1.24972630
-5.74787394,2.28408052,1.49449980,0.39244496,0.63787495,0.25397238,0.00016723,0.06933260,0.02573916,1.29248344
-5.74187094,2.34877769,1.54146878,0.40159673,0.64562370,0.26297040,0.00018176,0.06912766,0.02673199,1.33314531
-5.73586793,2.40927454,1.58540054,0.40951252,0.65258711,0.27160998,0.00019839,0.06907763,0.02769027,1.37104602
-5.72986493,2.46451193,1.62545101,0.41606538,0.65864136,0.27974601,0.00021716,0.06918632,0.02859725,1.40552375
-5.72386193,2.51345802,1.66080679,0.42114414,0.66365439,0.28723517,0.00023804,0.06945122,0.02943612,1.43594200
-5.71785893,2.55514258,1.69071309,0.42465726,0.66749122,0.29394037,0.00026099,0.06986360,0.03019065,1.46171056
-5.71185593,2.58868943,1.71450007,0.42653633,0.67001968,0.29973499,0.00028592,0.07040885,0.03084558,1.48230521
-5.70585293,2.61334589,1.73160617,0.42673868,0.67111601,0.30450670,0.00031268,0.07106688,0.03138721,1.49728526
-5.69984992,2.62850758,1.74159759,0.42524920,0.67067013,0.30816075,0.00034110,0.07181279,0.03180377,1.50630819
-5.69384692,2.63373785,1.74418272,0.42208117,0.66859025,0.31062254,0.00037095,0.07261747,0.03208583,1.50914070
-5.68784392,2.62878085,1.73922126,0.41727617,0.66480675,0.31183946,0.00040194,0.07344854,0.03222660,1.50566574
-5.68184092,2.61356798,1.72672731,0.41090302,0.65927490,0.31178192,0.00043375,0.07427109,0.03222211,1.49588532
-5.67583792,2.58821760,1.70686673,0.40305588,0.65197662,0.31044353,0.00046601,0.07504873,0.03207134,1.47991907
-5.66983492,2.55302842,1.67994871,0.39385169,0.64292111,0.30784046,0.00049832,0.07574448,0.03177623,1.45799873
-5.66383192,2.50846694,1.64641235,0.38342695,0.63214431,0.30401018,0.00053024,0.07632179,0.03134163,1.43045899
-5.65782891,2.45515018,1.60680886,0.37193422,0.61970755,0.29900950,0.00056131,0.07674550,0.03077510,1.39772529
-5.65182591,2.39382439,1.56178048,0.35953843,0.60569527,0.29291214,0.00059106,0.07698279,0.03008669,1.36029923
-5.64582291,2.32534133,1.51203713,0.34641314,0.59021218,0.28580604,0.00061902,0.07700407,0.02928867,1.31874234
-5.63981991,2.25063300,1.45833208,0.33273704,0.57338001,0.27779036,0.00064475,0.07678381,0.02839515,1.27365914
-5.63381691,2.17068636,1.40143773,0.31869073,0.55533401,0.26897252,0.00066780,0.07630127,0.02742175,1.22568018
-5.62781391,2.08651892,1.34212268,0.30445395,0.53621955,0.25946533,0.00068780,0.07554115,0.02638518,1.17544582
-5.62181091,1.99915633,1.28113105,0.29020330,0.51618875,0.24938419,0.00070442,0.07449404,0.02530293,1.12359153
-5.61580790,1.90961248,1.21916478,0.27611044,0.49539752,0.23884478,0.00071740,0.07315678,0.02419281,1.07073489
-5.60980490,1.81887292,1.15686957,0.26234085,0.47400300,0.22796090,0.00072657,0.07153265,0.02307271,1.01746505
-5.60380190,1.72788152,1.09482486,0.24905295,0.45216143,0.21684284,0.00073184,0.06963133,0.02196023,0.96433454
-5.59779890,1.63753071,1.03353772,0.23639769,0.43002649,0.20559604,0.00073322,0.06746872,0.02087246,0.91185362
-5.59179590,1.54865486,0.97344085,0.22451828,0.40774816,0.19432021,0.00073085,0.06506658,0.01982571,0.86048696
-5.58579290,1.46202661,0.91489410,0.21355017,0.38547189,0.18310871,0.00072494,0.06245197,0.01883534,0.81065258
-5.57978989,1.37835554,0.85818915,0.20362101,0.36333817,0.17204830,0.00071582,0.05965654,0.01791564,0.76272255
-5.57378689,1.29828872,0.80355672,0.19485051,0.34148230,0.16121905,0.00070395,0.05671565,0.01707962,0.71702515
-5.56778389,1.22241245,0.75117550,0.18735021,0.32003433,0.15069451,0.00068986,0.05366747,0.01633896,0.67384808
-5.56178089,1.15125466,0.70118235,0.18122290,0.29911904,0.14054191,0.00067418,0.05055187,0.01570392,0.63344215
-5.55577789,1.08528744,0.65368265,0.17656189,0.27885591,0.13082248,0.00065762,0.04740939,0.01518325,0.59602533
-5.54977489,1.02492931,0.60876055,0.17344989,0.25935900,0.12159178,0.00064096,0.04428012,0.01478410,0.56178645
-5.54377189,0.97054686,0.56648825,0.17195768,0.24073674,0.11289996,0.00062503,0.04120270,0.01451201,0.53088855
-5.53776888,0.92245555,0.52693402,0.17214250,0.22309154,0.10479206,0.00061071,0.03821334,0.01437076,0.50347155
-5.53176588,0.88091973,0.49016854,0.17404639,0.20651927,0.09730814,0.00059888,0.03534498,0.01436243,0.47965409
-5.52576288,0.84615173,0.45626934,0.17769437,0.19110853,0.09048347,0.00059044,0.03262655,0.01448726,0.45953451
-5.51975988,0.81831027,0.42532328,0.18309273,0.17693989,0.08434853,0.00058627,0.03008250,0.01474365,0.44319107
-5.51375688,0.79749838,0.39742706,0.19022746,0.16408494,0.07892903,0.00058721,0.02773233,0.01512817,0.43068133
-5.50775388,0.78376097,0.37268592,0.19906295,0.15260530,0.07424588,0.00059407,0.02559050,0.01563555,0.42204089
-5.50175088,0.77708244,0.35121056,0.20954101,0.14255159,0.07031506,0.00060754,0.02366634,0.01625874,0.41728170
-5.49574787,0.77738445,0.33311281,0.22158034,0.13396240,0.06714751,0.00062827,0.02196426,0.01698897,0.41638995
-5.48974487,0.78452417,0.31850005,0.23507655,0.12686327,0.06474902,0.00065675,0.02048405,0.01781589,0.41932394
-5.48374187,0.79829319,0.30746890,0.24990260,0.12126577,0.06312004,0.00069336,0.01922127,0.01872768,0.42601178
-5.47773887,0.81841719,0.30009843,0.26590987,0.11716661,0.06225555,0.00073834,0.01816785,0.01971131,0.43634944
-5.47173587,0.84455657,0.29644318,0.28292973,0.11454692,0.06214493,0.00079173,0.01731271,0.02075269,0.45019897
-5.46573287,0.87630805,0.29652650,0.30077564,0.11337170,0.06277180,0.00085340,0.01664235,0.02183697,0.46738729
-5.45972986,0.91320734,0.30033425,0.31924561,0.11358940,0.06411395,0.00092304,0.01614163,0.02294876,0.48770542
-5.45372686,0.95473286,0.30780941,0.33812520,0.11513181,0.06614324,0.00100011,0.01579438,0.02407249,0.51090846
-5.44772386,1.00031061,0.31884776,0.35719073,0.11791417,0.06882560,0.00108388,0.01558409,0.02519258,0.53671633
-5.44172086,1.04932010,0.33329478,0.37621281,0.12183560,0.07212110,0.00117339,0.01549448,0.02629383,0.56481530
-5.43571786,1.10110143,0.35094426,0.39496000,0.12677999,0.07598410,0.00126751,0.01551005,0.02736158,0.59486050
-5.42971486,1.15496352,0.37153844,0.41320270,0.13261710,0.08036350,0.00136489,0.01561653,0.02838200,0.62647939
-5.42371186,1.21019334,0.39477005,0.43071693,0.13920430,0.08520315,0.00146403,0.01580126,0.02934232,0.65927621
-5.41770885,1.26606633,0.42028621,0.44728826,0.14638862,0.09044242,0.00156329,0.01605348,0.03023092,0.69283750
-5.41170585,1.32185770,0.44769407,0.46271560,0.15400924,0.09601688,0.00166094,0.01636451,0.03103758,0.72673854
-5.40570285,1.37685456,0.47656831,0.47681479,0.16190048,0.10185925,0.00175514,0.01672786,0.03175350,0.76055064
-5.39969985,1.43036874,0.50646005,0.48942212,0.16989506,0.10790037,0.00184409,0.01713929,0.03237145,0.79384927
-5.39369685,1.48174977,0.53690712,0.50039751,0.17782770,0.11407042,0.00192596,0.01759670,0.03288575,0.82622256
-5.38769385,1.53039800,0.56744515,0.50962729,0.18553887,0.12030022,0.00199906,0.01810008,0.03329235,0.85728017
-5.38169085,1.57577708,0.59761928,0.51702664,0.19287863,0.12652256,0.00206179,0.01865131,0.03358878,0.88666203
-5.37568784,1.61742554,0.62699575,0.52254140,0.19971041,0.13267360,0.00211273,0.01925390,0.03377415,0.91404665
-5.36968484,1.65496684,0.65517315,0.52614934,0.20591446,0.13869416,0.00215072,0.01991281,0.03384909,0.93915868
-5.36368184,1.68811741,0.68179271,0.52786072,0.21139112,0.14453097,0.00217483,0.02063409,0.03381568,0.96177528
-5.35767884,1.71669227,0.70654707,0.52771801,0.21606335,0.15013771,0.00218444,0.02142461,0.03367738,0.98173096
-5.35167584,1.74060780,0.72918745,0.52579489,0.21987887,0.15547586,0.00217924,0.02229178,0.03343890,0.99892065
-5.34567284,1.75988139,0.74952852,0.52219438,0.22281139,0.16051527,0.00215925,0.02324325,0.03310607,1.01330083
-5.33966983,1.77462801,0.76745115,0.51704615,0.22486115,0.16523446,0.00212480,0.02428663,0.03268576,1.02488855
-5.33366683,1.78505367,0.78290262,0.51050313,0.22605466,0.16962065,0.00207654,0.02542933,0.03218561,1.03375839
-5.32766383,1.79144609,0.79589469,0.50273743,0.22644365,0.17366949,0.00201543,0.02667834,0.03161396,1.04003755
-5.32166083,1.79416303,0.80649946,0.49393580,0.22610327,0.17738459,0.00194265,0.02804020,0.03097959,1.04389933
-5.31565783,1.79361892,0.81484335,0.48429471,0.22512973,0.18077679,0.00185963,0.02952091,0.03029154,1.04555527
-5.30965483,1.79027040,0.82109978,0.47401534,0.22363734,0.18386338,0.00176796,0.03112605,0.02955890,1.04524646
-5.30365183,1.78460161,0.82548073,0.46329860,0.22175530,0.18666720,0.00166935,0.03286090,0.02879064,1.04323454
-5.29764882,1.77710998,0.82822781,0.45234043,0.21962418,0.18921579,0.00156558,0.03473067,0.02799539,1.03979271
-5.29164582,1.76829312,0.82960325,0.44132759,0.21739240,0.19154063,0.00145844,0.03674082,0.02718130,1.03519736
-5.28564282,1.75863755,0.82988119,0.43043399,0.21521275,0.19367644,0.00134970,0.03889739,0.02635590,1.02972061
-5.27963982,1.74860949,0.82933960,0.41981776,0.21323909,0.19566070,0.00124104,0.04120746,0.02552596,1.02362405
-5.27363682,1.73864803,0.82825320,0.40961915,0.21162339,0.19753341,0.00113405,0.04367951,0.02469749,1.01715382
-5.26763382,1.72916069,0.82688727,0.39995910,0.21051309,0.19933692,0.00103014,0.04632391,0.02387566,1.01053712
-5.26163082,1.72052101,0.82549255,0.39093872,0.21004877,0.20111600,0.00093056,0.04915326,0.02306485,1.00397998
-5.25562781,1.71306808,0.82430120,0.38263928,0.21036234,0.20291802,0.00083636,0.05218276,0.02226867,0.99766618
-5.24962481,1.70710712,0.82352350,0.37512283,0.21157541,0.20479314,0.00074842,0.05543042,0.02149008,0.99175694
-5.24362181,1.70291094,0.82334528,0.36843318,0.21379812,0.20679455,0.00066739,0.05891721,0.02073148,0.98639117
-5.23761881,1.70072131,0.82392577,0.36259717,0.21712811,0.20897858,0.00059373,0.06266702,0.01999485,0.98168587
-5.23161581,1.70075003,0.82539575,0.35762600,0.22164979,0.21140472,0.00052773,0.06670654,0.01928186,0.97773635
-5.22561281,1.70317908,0.82785580,0.35351655,0.22743362,0.21413537,0.00046951,0.07106493,0.01859405,0.97461621
-5.21960980,1.70815963,0.83137469,0.35025267,0.23453565,0.21723543,0.00041904,0.07577335,0.01793293,0.97237670
-5.21360680,1.71580993,0.83598771,0.34780619,0.24299699,0.22077163,0.00037617,0.08086433,0.01730006,0.97104565
-5.20760380,1.72621207,0.84169523,0.34613785,0.25284339,0.22481153,0.00034063,0.08637106,0.01669720,0.97062592
-5.20160080,1.73940803,0.84846156,0.34519807,0.26408491,0.22942241,0.00031210,0.09232646,0.01612630,0.97109361
-5.19559780,1.75539537,0.85621427,0.34492766,0.27671556,0.23466988,0.00029017,0.09876227,0.01558956,0.97239640
-5.18959480,1.77412316,0.86484433,0.34525846,0.29071315,0.24061640,0.00027443,0.10570794,0.01508940,0.97445213
-5.18359180,1.79548866,0.87420716,0.34611417,0.30603914,0.24731967,0.00026443,0.11318960,0.01462845,0.97714824
-5.17758879,1.81933538,0.88412495,0.34741129,0.32263868,0.25483105,0.00025970,0.12122891,0.01420944,0.98034221
-5.17158579,1.84545285,0.89439019,0.34906036,0.34044081,0.26319399,0.00025983,0.12984197,0.01383516,0.98386333
-5.16558279,1.87357847,0.90477066,0.35096746,0.35935880,0.27244244,0.00026439,0.13903816,0.01350833,0.98751591
-5.15957979,1.90340151,0.91501565,0.35303603,0.37929061,0.28259954,0.00027299,0.14881914,0.01323145,0.99108409
-5.15357679,1.93456926,0.92486328,0.35516893,0.40011951,0.29367625,0.00028527,0.15917775,0.01300673,0.99433802
-5.14757379,1.96669495,0.93404870,0.35727078,0.42171485,0.30567023,0.00030090,0.17009712,0.01283591,0.99704124
-5.14157079,1.99936701,0.94231270,0.35925026,0.44393285,0.31856478,0.00031959,0.18154975,0.01272016,0.99895898
-5.13556778,2.03215931,0.94941034,0.36102253,0.46661751,0.33232803,0.00034107,0.19349678,0.01265992,0.99986679
-5.12956478,2.06464143,0.95511922,0.36251137,0.48960153,0.34691211,0.00036507,0.20588736,0.01265484,0.99955922
-5.12356178,2.09638865,0.95924677,0.36365106,0.51270736,0.36225265,0.00039138,0.21865825,0.01270365,0.99785785
-5.11755878,2.12699099,0.96163641,0.36438789,0.53574829,0.37826837,0.00041974,0.23173354,0.01280409,0.99461840
-5.11155578,2.15606095,0.96217212,0.36468110,0.55852973,0.39486096,0.00044993,0.24502481,0.01295289,0.98973635
-5.10555278,2.18323964,0.96078125,0.36450328,0.58085069,0.41191529,0.00048169,0.25843148,0.01314574,0.98315094
-5.09954977,2.20820135,0.95743567,0.36384029,0.60250564,0.42929997,0.00051474,0.27184164,0.01337728,0.97484727
-5.09354677,2.23065674,0.95215107,0.36269058,0.62328673,0.44686848,0.00054879,0.28513335,0.01364121,0.96485660
-5.08754377,2.25035498,0.94498498,0.36106410,0.64298660,0.46446086,0.00058351,0.29817636,0.01393036,0.95325491
-5.08154077,2.26708521,0.93603347,0.35898099,0.66140181,0.48190613,0.00061853,0.31083446,0.01423682,0.94015993
-5.07553777,2.28067815,0.92542713,0.35646996,0.67833700,0.49902543,0.00065346,0.32296833,0.01455212,0.92572711
-5.06953477,2.29100820,0.91332668,0.35356680,0.69360970,0.51563603,0.00068785,0.33443893,0.01486749,0.91014479
-5.06353177,2.29799661,0.89991867,0.35031291,0.70705588,0.53155610,0.00072126,0.34511137,0.01517408,0.89362907
-5.05752876,2.30161616,0.88541147,0.34675416,0.71853611,0.54661026,0.00075322,0.35485925,0.01546322,0.87641879
-5.05152576,2.30189742,0.87003207,0.34294004,0.72794214,0.56063579,0.00078326,0.36356921,0.01572680,0.85877084
-5.04552276,2.29893666,0.85402371,0.33892327,0.73520362,0.57348923,0.00081092,0.37114571,0.01595753,0.84095623
-5.03951976,2.29290494,0.83764436,0.33475979,0.74029486,0.58505326,0.00083577,0.37751571,0.01614925,0.82325684
-5.03351676,2.28405802,0.82116608,0.33050907,0.74324101,0.59524355,0.00085741,0.38263317,0.01629727,0.80596310
-5.02751376,2.27274613,0.80487507,0.32623476,0.74412358,0.60401516,0.00087553,0.38648315,0.01639860,0.78937229
-5.02151076,2.25942282,0.78907196,0.32200548,0.74308469,0.61136830,0.00088989,0.38908515,0.01645221,0.77378740
-5.01550775,2.24465184,0.77407215,0.31789557,0.74032982,0.61735302,0.00090031,0.39049578,0.01645919,0.75951615
-5.00950475,2.22911103,0.76020580,0.31398577,0.73612874,0.62207250,0.00090677,0.39081024,0.01642283,0.74687002
-5.00350175,2.21359223,0.74781693,0.31036348,0.73081428,0.62568479,0.00090932,0.39016274,0.01634871,0.73616280
-4.99749875,2.19899668,0.73726156,0.30712274,0.72477888,0.62840267,0.00090815,0.38872568,0.01624465,0.72770842
-4.99149575,2.18632509,0.72890443,0.30436352,0.71846880,0.63049151,0.00090356,0.38670740,0.01612053,0.72181785
-4.98549275,2.17666250,0.72311424,0.30219049,0.71237604,0.63226524,0.00089599,0.38434880,0.01598817,0.71879492
-4.97948974,2.17115779,0.72025748,0.30071117,0.70702815,0.63408028,0.00088594,0.38191860,0.01586102,0.71893101
-4.97348674,2.17099848,0.72069080,0.30003349,0.70297623,0.63632779,0.00087406,0.37970756,0.01575382,0.72249864
-4.96748374,2.17738151,0.72475231,0.30026285,0.70078144,0.63942430,0.00086104,0.37802177,0.01568224,0.72974431
-4.96148074,2.19148110,0.73275212,0.30149884,0.70100047,0.64380126,0.00084763,0.37717518,0.01566242,0.74088067
-4.95547774,2.21441497,0.74496249,0.30383172,0.70417051,0.64989367,0.00083465,0.37748174,0.01571055,0.75607867
-4.94947474,2.24721032,0.76160815,0.30733894,0.71079429,0.65812842,0.00082288,0.37924727,0.01584234,0.77545980
-4.94347174,2.29077100,0.78285719,0.31208180,0.72132559,0.66891263,0.00081313,0.38276142,0.01607265,0.79908917
-4.93746873,2.34584738,0.80881306,0.31810250,0.73615584,0.68262258,0.00080615,0.38829004,0.01641493,0.82696960
-4.93146573,2.41301011,0.83950810,0.32542173,0.75560229,0.69959344,0.00080262,0.39606808,0.01688089,0.85903736
-4.92546273,2.49262900,0.87489875,0.33403694,0.77989812,0.72011048,0.00080315,0.40629337,0.01748007,0.89515961
-4.91945973,2.58485784,0.91486294,0.34392150,0.80918470,0.74440169,0.00080825,0.41912140,0.01821952,0.93513390
-4.91345673,2.68962567,0.95919953,0.35502463,0.84350646,0.77263237,0.00081828,0.43466133,0.01910354,0.97868984
-4.90745373,2.80663493,1.00762990,0.36727231,0.88280830,0.80490169,0.00083351,0.45297325,0.02013344,1.02549286
-4.90145073,2.93536633,1.05980160,0.38056907,0.92693569,0.84124122,0.00085404,0.47406679,0.02130744,1.07514994
-4.89544772,3.07509027,1.11529382,0.39480050,0.97563735,0.88161556,0.00087985,0.49790116,0.02262054,1.12721717
-4.88944472,3.22488407,1.17362440,0.40983662,1.02857049,0.92592491,0.00091074,0.52438648,0.02406459,1.18120877
-4.88344172,3.38365444,1.23425825,0.42553573,1.08530829,0.97400929,0.00094641,0.55338635,0.02562826,1.23660726
-4.87743872,3.55016421,1.29661653,0.44174863,1.14534941,1.02565439,0.00098643,0.58472168,0.02729726,1.29287442
-4.87143572,3.72306217,1.36008671,0.45832324,1.20812935,1.08059855,0.00103022,0.61817536,0.02905446,1.34946266
-4.86543272,3.90091516,1.42403286,0.47510914,1.27303306,1.13854066,0.00107714,0.65349794,0.03088021,1.40582634
-4.85942971,4.08224115,1.48780619,0.49196205,1.33940876,1.19914859,0.00112642,0.69041371,0.03275264,1.46143292
-4.85342671,4.26554227,1.55075549,0.50874811,1.40658232,1.26206778,0.00117727,0.72862741,0.03464800,1.51577346
-4.84742371,4.44933689,1.61223750,0.52534764,1.47387193,1.32692962,0.00122882,0.76783085,0.03654111,1.56837232
-4.84142071,4.63218964,1.67162696,0.54165844,1.54060268,1.39335930,0.00128020,0.80770968,0.03840583,1.61879594
-4.83541771,4.81273873,1.72832637,0.55759842,1.60612054,1.46098278,0.00133050,0.84794963,0.04021551,1.66666040
-4.82941471,4.98971971,1.78177540,0.57310751,1.66980549,1.52943261,0.00137886,0.88824240,0.04194356,1.71163790
-4.82341171,5.16198511,1.83145992,0.58814882,1.73108333,1.59835236,0.00142443,0.92829062,0.04356397,1.75346186
-4.81740870,5.32851951,1.87692047,0.60270893,1.78943592,1.66739957,0.00146641,0.96781211,0.04505185,1.79193071
-4.81140570,5.48844968,1.91776026,0.61679745,1.84440943,1.73624701,0.00150408,1.00654291,0.04638394,1.82691035
-4.80540270,5.64104955,1.95365231,0.63044568,1.89562053,1.80458241,0.00153679,1.04423931,0.04753919,1.85833511
-4.79939970,5.78573999,1.98434574,0.64370453,1.94276018,1.87210661,0.00156397,1.08067873,0.04849921,1.88620727
-4.79339670,5.92208347,2.00967088,0.65664172,1.98559504,1.93853038,0.00158515,1.11565951,0.04924868,1.91059501
-4.78739370,6.04977399,2.02954288,0.66933820,2.02396640,2.00357016,0.00159996,1.14899962,0.04977577,1.93162879
-4.78139070,6.16862247,2.04396369,0.68188409,2.05778679,2.06694303,0.00160817,1.18053461,0.05007244,1.94949611
-4.77538769,6.27853857,2.05302202,0.69437404,2.08703434,2.12836140,0.00160961,1.21011488,0.05013463,1.96443462
-4.76938469,6.37950937,2.05689108,0.70690220,2.11174530,2.18752774,0.00160425,1.23760252,0.04996237,1.97672367
-4.76338169,6.47157609,2.05582398,0.71955703,2.13200492,2.24412997,0.00159217,1.26286806,0.04955987,1.98667442
-4.75737869,6.55480984,2.05014674,0.73241590,2.14793719,2.29783777,0.00157353,1.28578730,0.04893533,1.99461862
-4.75137569,6.62928743,2.04024886,0.74553989,2.15969390,2.34830057,0.00154862,1.30623866,0.04810080,2.00089634
-4.74537269,6.69506864,2.02657175,0.75896882,2.16744353,2.39514719,0.00151781,1.32410114,0.04707189,2.00584311
-4.73936968,6.75217587,2.00959520,0.77271681,2.17136046,2.43798770,0.00148154,1.33925320,0.04586729,2.00977668
-4.73336668,6.80057748,1.98982247,0.78676847,2.17161507,2.47641762,0.00144033,1.35157273,0.04450836,2.01298408
-4.72736368,6.84017563,1.96776437,0.80107608,2.16836501,2.51002432,0.00139478,1.36093805,0.04301853,2.01570946
-4.72136068,6.87079942,1.94392318,0.81555777,2.16174829,2.53839571,0.00134553,1.36723025,0.04142271,2.01814313
-4.71535768,6.89220401,1.91877684,0.83009702,2.15187823,2.56113084,0.00129326,1.37033641,0.03974665,2.02041262
-4.70935468,6.90407566,1.89276442,0.84454347,2.13884067,2.57785210,0.00123869,1.37015393,0.03801626,2.02257604
-4.70335168,6.90604301,1.86627325,0.85871517,2.12269336,2.58821839,0.00118254,1.36659549,0.03625705,2.02461822
-4.69734867,6.89769393,1.83962858,0.87240234,2.10346773,2.59193878,0.00112554,1.35959451,0.03449349,2.02645005
-4.69134567,6.87859744,1.81308618,0.88537249,2.08117262,2.58878593,0.00106842,1.34911077,0.03274852,2.02791112
-4.68534267,6.84832973,1.78682815,0.89737685,2.05580005,2.57860867,0.00101190,1.33513583,0.03104308,2.02877571
-4.67933967,6.80650306,1.76096234,0.90815788,2.02733237,2.56134289,0.00095665,1.31769795,0.02939581,2.02876206
-4.67333667,6.75279616,1.73552521,0.91745768,1.99575073,2.53702043,0.00090332,1.29686622,0.02782274,2.02754450
-4.66733367,6.68698470,1.71048803,0.92502691,1.96104415,2.50577521,0.00085252,1.27275357,0.02633721,2.02476807
-4.66133067,6.60897027,1.68576606,0.93063394,1.92321887,2.46784631,0.00080479,1.24551855,0.02494979,2.02006493
-4.65532766,6.51880634,1.66123010,0.93407378,1.88230742,2.42357779,0.00076064,1.21536560,0.02366837,2.01307198
-4.64932466,6.41671976,1.63671973,0.93517649,1.83837699,2.37341515,0.00072052,1.18254386,0.02249828,2.00344855
-4.64332166,6.30312672,1.61205766,0.93381455,1.79153657,2.31789843,0.00068479,1.14734445,0.02144249,1.99089366
