energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.34567284,2.98746510,0.03230814,0.00000000,0.01369257,0.11033543,0.01735767,1.96653319,0.92058090,0.36339402
-5.33966983,3.05097759,0.03297290,0.00000000,0.01384211,0.11125964,0.01749288,2.01211949,0.93763065,0.37286945
-5.33366683,3.10778908,0.03355219,0.00000000,0.01393629,0.11203893,0.01754156,2.05345023,0.95383438,0.38161383
-5.32766383,3.15794735,0.03404640,0.00000000,0.01397426,0.11270027,0.01750506,2.09052715,0.96910490,0.38966881
-5.32166083,3.20165687,0.03445751,0.00000000,0.01395618,0.11328221,0.01738650,2.12344119,0.98339764,0.39709363
-5.31565783,3.23923582,0.03478873,0.00000000,0.01388313,0.11383218,0.01719052,2.15234536,0.99669611,0.40395936
-5.30965483,3.27106984,0.03504403,0.00000000,0.01375702,0.11440332,0.01692303,2.17742582,1.00899696,0.41034255
-5.30365183,3.29756536,0.03522775,0.00000000,0.01358047,0.11505133,0.01659088,2.19887316,1.02029587,0.41631865
-5.29764882,3.31910510,0.03534410,0.00000000,0.01335667,0.11583105,0.01620159,2.21685545,1.03057484,0.42195565
-5.29164582,3.33600844,0.03539688,0.00000000,0.01308926,0.11679332,0.01576302,2.23149490,1.03979190,0.42730823
-5.28564282,3.34849911,0.03538910,0.00000000,0.01278218,0.11798184,0.01528307,2.24284960,1.04787372,0.43241268
-5.27963982,3.35668180,0.03532279,0.00000000,0.01243959,0.11943063,0.01476945,2.25090137,1.05471165,0.43728311
-5.27363682,3.36052928,0.03519887,0.00000000,0.01206570,0.12116172,0.01422940,2.25555062,1.06016140,0.44190889
-5.26763382,3.35988049,0.03501716,0.00000000,0.01166474,0.12318349,0.01366961,2.25661843,1.06404625,0.44625371
-5.26163082,3.35444958,0.03477642,0.00000000,0.01124086,0.12548968,0.01309602,2.25385568,1.06616378,0.45025616
-5.25562781,3.34384511,0.03447458,0.00000000,0.01079805,0.12805890,0.01251380,2.24695865,1.06629531,0.45383191
-5.24962481,3.32759803,0.03410898,0.00000000,0.01034016,0.13085495,0.01192733,2.23558993,1.06421778,0.45687723
-5.24362181,3.30519647,0.03367672,0.00000000,0.00987081,0.13382771,0.01134021,2.21940330,1.05971691,0.45927388
-5.23761881,3.27612493,0.03317500,0.00000000,0.00939347,0.13691466,0.01075538,2.19807084,1.05260103,0.46089479
-5.23161581,3.23990535,0.03260149,0.00000000,0.00891138,0.14004292,0.01017515,2.17131051,1.04271447,0.46161049
-5.22561281,3.19613732,0.03195475,0.00000000,0.00842764,0.14313181,0.00960137,2.13891236,1.02994966,0.46129577
-5.21960980,3.14453492,0.03123450,0.00000000,0.00794516,0.14609568,0.00903555,2.10076162,1.01425728,0.45983626
-5.21360680,3.08495793,0.03044188,0.00000000,0.00746673,0.14884705,0.00847891,2.05685722,0.99565350,0.45713460
-5.20760380,3.01743553,0.02957970,0.00000000,0.00699501,0.15129986,0.00793258,2.00732460,0.97422418,0.45311592
-5.20160080,2.94218121,0.02865245,0.00000000,0.00653254,0.15337272,0.00739762,1.95242193,0.95012543,0.44773229
-5.19559780,2.85959818,0.02766633,0.00000000,0.00608177,0.15499210,0.00687513,1.89253948,0.92358081,0.44096604
-5.18959480,2.77027512,0.02662918,0.00000000,0.00564501,0.15609524,0.00636626,1.82819219,0.89487504,0.43283176
-5.18359180,2.67497287,0.02555021,0.00000000,0.00522445,0.15663284,0.00587223,1.76000596,0.86434488,0.42337708
-5.17758879,2.57460306,0.02443982,0.00000000,0.00482215,0.15657131,0.00539437,1.68869857,0.83236752,0.41268200
-5.17158579,2.47020007,0.02330919,0.00000000,0.00443995,0.15589462,0.00493404,1.61505631,0.79934728,0.40085722
-5.16558279,2.36288819,0.02216993,0.00000000,0.00407954,0.15460563,0.00449261,1.53990785,0.76570137,0.38804129
-5.15957979,2.25384601,0.02103373,0.00000000,0.00374233,0.15272691,0.00407141,1.46409669,0.73184539,0.37439701
-5.15357679,2.14426985,0.01991188,0.00000000,0.00342947,0.15030102,0.00367170,1.38845382,0.69817955,0.36010716
-5.14757379,2.03533839,0.01881497,0.00000000,0.00314182,0.14739024,0.00329457,1.31377185,0.66507601,0.34536986
-5.14157079,1.92817995,0.01775255,0.00000000,0.00287989,0.14407579,0.00294093,1.24078204,0.63286821,0.33039372
-5.13556778,1.82384413,0.01673281,0.00000000,0.00264386,0.14045655,0.00261143,1.17013500,0.60184240,0.31539311
-5.12956478,1.72327853,0.01576245,0.00000000,0.00243355,0.13664732,0.00230649,1.10238592,0.57223179,0.30058348
-5.12356178,1.62731146,0.01484648,0.00000000,0.00224841,0.13277660,0.00202620,1.03798475,0.54421339,0.28617711
-5.11755878,1.53664070,0.01398818,0.00000000,0.00208755,0.12898404,0.00177039,0.97727133,0.51790744,0.27237925
-5.11155578,1.45182822,0.01318917,0.00000000,0.00194973,0.12541753,0.00153860,0.92047533,0.49337933,0.25938474
-5.10555278,1.37330042,0.01244943,0.00000000,0.00183344,0.12223001,0.00133010,0.86772060,0.47064367,0.24737503
-5.09954977,1.30135298,0.01176748,0.00000000,0.00173686,0.11957606,0.00114392,0.81903327,0.44967008,0.23651580
-5.09354677,1.23615961,0.01114056,0.00000000,0.00165798,0.11760828,0.00097889,0.77435276,0.43039024,0.22695480
-5.08754377,1.17778343,0.01056488,0.00000000,0.00159461,0.11647358,0.00083369,0.73354498,0.41270574,0.21882021
-5.08154077,1.12618999,0.01003585,0.00000000,0.00154445,0.11630941,0.00070686,0.69641673,0.39649623,0.21221917
-5.07553777,1.08126095,0.00954834,0.00000000,0.00150513,0.11724004,0.00059689,0.66273042,0.38162743,0.20723650
-5.06953477,1.04280740,0.00909695,0.00000000,0.00147431,0.11937280,0.00050221,0.63221853,0.36795856,0.20393364
-5.06353177,1.01058215,0.00867622,0.00000000,0.00144969,0.12279467,0.00042127,0.60459696,0.35534895,0.20234767
-5.05752876,0.98429046,0.00828087,0.00000000,0.00142908,0.12756896,0.00035255,0.57957684,0.34366355,0.20249037
-5.05152576,0.96359876,0.00790598,0.00000000,0.00141047,0.13373241,0.00029462,0.55687456,0.33277716,0.20434746
-5.04552276,0.94814143,0.00754713,0.00000000,0.00139206,0.14129270,0.00024610,0.53621956,0.32257746,0.20787793
-5.03951976,0.93752555,0.00720050,0.00000000,0.00137227,0.15022652,0.00020576,0.51736018,0.31296665,0.21301359
-5.03351676,0.93133402,0.00686299,0.00000000,0.00134980,0.16047823,0.00017247,0.50006732,0.30386203,0.21965890
-5.02751376,0.92912738,0.00653218,0.00000000,0.00132361,0.17195926,0.00014526,0.48413635,0.29519550,0.22769114
-5.02151076,0.93044483,0.00620642,0.00000000,0.00129298,0.18454831,0.00012327,0.46938747,0.28691224,0.23696109
-5.01550775,0.93480512,0.00588472,0.00000000,0.00125743,0.19809242,0.00010579,0.45566479,0.27896887,0.24729422
-5.00950475,0.94170764,0.00556677,0.00000000,0.00121679,0.21240892,0.00009229,0.44283457,0.27133108,0.25849259
-5.00350175,0.95063444,0.00525282,0.00000000,0.00117110,0.22728832,0.00008234,0.43078304,0.26397131,0.27033740
-4.99749875,0.96105346,0.00494361,0.00000000,0.00112066,0.24249809,0.00007571,0.41941396,0.25686633,0.28259227
-4.99149575,0.97242335,0.00464032,0.00000000,0.00106593,0.25778729,0.00007228,0.40864641,0.24999517,0.29500729
-4.98549275,0.98420008,0.00434442,0.00000000,0.00100753,0.27289198,0.00007211,0.39841291,0.24333734,0.30732374
-4.97948974,0.99584522,0.00405760,0.00000000,0.00094622,0.28754126,0.00007543,0.38865814,0.23687167,0.31927940
-4.97348674,1.00683602,0.00378171,0.00000000,0.00088280,0.30146374,0.00008264,0.37933830,0.23057555,0.33061435
-4.96748374,1.01667665,0.00351865,0.00000000,0.00081813,0.31439435,0.00009432,0.37042113,0.22442482,0.34107710
-4.96148074,1.02491061,0.00327033,0.00000000,0.00075309,0.32608125,0.00011127,0.36188661,0.21839422,0.35043082
-4.95547774,1.03113340,0.00303861,0.00000000,0.00068851,0.33629248,0.00013448,0.35372813,0.21245821,0.35845950
-4.94947474,1.03500510,0.00282521,0.00000000,0.00062519,0.34482229,0.00016518,0.34595405,0.20659227,0.36497380
-4.94347174,1.03626210,0.00263178,0.00000000,0.00056384,0.35149685,0.00020484,0.33858945,0.20077443,0.36981630
-4.93746873,1.03472741,0.00245976,0.00000000,0.00050510,0.35617909,0.00025521,0.33167775,0.19498700,0.37286604
-4.93146573,1.03031880,0.00231045,0.00000000,0.00044951,0.35877252,0.00031828,0.32528210,0.18921821,0.37404209
-4.92546273,1.02305446,0.00218496,0.00000000,0.00039751,0.35922388,0.00039631,0.31948628,0.18346384,0.37330591
-4.91945973,1.01305542,0.00208422,0.00000000,0.00034944,0.35752450,0.00049182,0.31439481,0.17772857,0.37066258
-4.91345673,1.00054477,0.00200895,0.00000000,0.00030555,0.35371030,0.00060759,0.31013230,0.17202705,0.36616064
-4.90745373,0.98584327,0.00195970,0.00000000,0.00026602,0.34786049,0.00074659,0.30684177,0.16638450,0.35989058
-4.90145073,0.96936147,0.00193681,0.00000000,0.00023094,0.34009489,0.00091197,0.30468198,0.16083693,0.35198209
-4.89544772,0.95158859,0.00194040,0.00000000,0.00020037,0.33057020,0.00110700,0.30382379,0.15543089,0.34260006
-4.88944472,0.93307840,0.00197039,0.00000000,0.00017433,0.31947508,0.00133496,0.30444552,0.15022272,0.33193961
-4.88344172,0.91443267,0.00202647,0.00000000,0.00015285,0.30702454,0.00159908,0.30672768,0.14527747,0.32022020
-4.87743872,0.89628289,0.00210812,0.00000000,0.00013595,0.29345366,0.00190240,0.31084699,0.14066743,0.30767914
-4.87143572,0.87927084,0.00221454,0.00000000,0.00012369,0.27901092,0.00224768,0.31697019,0.13647041,0.29456479
-4.86543272,0.86402897,0.00234472,0.00000000,0.00011621,0.26395151,0.00263720,0.32524777,0.13276787,0.28112960
-4.85942971,0.85116132,0.00249737,0.00000000,0.00011371,0.24853074,0.00307268,0.33580797,0.12964296,0.26762334
-4.85342671,0.84122574,0.00267100,0.00000000,0.00011651,0.23299786,0.00355507,0.34875140,0.12717869,0.25428680
-4.84742371,0.83471828,0.00286386,0.00000000,0.00012505,0.21759048,0.00408446,0.36414645,0.12545611,0.24134604
-4.84142071,0.83206017,0.00307403,0.00000000,0.00013993,0.20252974,0.00465990,0.38202586,0.12455280,0.22900759
-4.83541771,0.83358811,0.00329940,0.00000000,0.00016192,0.18801645,0.00527930,0.40238456,0.12454160,0.21745453
-4.82941471,0.83954802,0.00353775,0.00000000,0.00019197,0.17422812,0.00593936,0.42517896,0.12548968,0.20684371
-4.82341171,0.85009244,0.00378678,0.00000000,0.00023126,0.16131719,0.00663550,0.45032771,0.12745783,0.19730406
-4.81740870,0.86528170,0.00404418,0.00000000,0.00028116,0.14941006,0.00736184,0.47771389,0.13050018,0.18893601
-4.81140570,0.88508839,0.00430770,0.00000000,0.00034328,0.13860733,0.00811127,0.50718855,0.13466407,0.18181198
-4.80540270,0.90940502,0.00457518,0.00000000,0.00041946,0.12898476,0.00887549,0.53857543,0.13999018,0.17597778
-4.79939970,0.93805413,0.00484464,0.00000000,0.00051176,0.12059508,0.00964522,0.57167645,0.14651277,0.17145492
-4.79339670,0.97080045,0.00511432,0.00000000,0.00062248,0.11347040,0.01041030,0.60627793,0.15425993,0.16824347
-4.78739370,1.00736430,0.00538269,0.00000000,0.00075407,0.10762513,0.01116003,0.64215697,0.16325393,0.16632549
-4.78139070,1.04743554,0.00564856,0.00000000,0.00090918,0.10305920,0.01188335,0.67908777,0.17351131,0.16566874
-4.77538769,1.09068747,0.00591101,0.00000000,0.00109056,0.09976149,0.01256923,0.71684761,0.18504292,0.16623054
-4.76938469,1.13679003,0.00616941,0.00000000,0.00130104,0.09771323,0.01320694,0.75522215,0.19785384,0.16796158
-4.76338169,1.18542184,0.00642344,0.00000000,0.00154345,0.09689137,0.01378642,0.79400985,0.21194301,0.17080960
-4.75737869,1.23628061,0.00667298,0.00000000,0.00182056,0.09727176,0.01429859,0.83302548,0.22730278,0.17472277
-4.75137569,1.28909180,0.00691814,0.00000000,0.00213498,0.09883196,0.01473562,0.87210257,0.24391844,0.17965276
-4.74537269,1.34361535,0.00715915,0.00000000,0.00248908,0.10155376,0.01509127,0.91109496,0.26176760,0.18555725
-4.73936968,1.39965056,0.00739630,0.00000000,0.00288491,0.10542527,0.01536101,0.94987743,0.28081976,0.19240213
-4.73336668,1.45703929,0.00762992,0.00000000,0.00332406,0.11044258,0.01554225,0.98834579,0.30103599,0.20016313
-4.72736368,1.51566752,0.00786026,0.00000000,0.00380761,0.11661089,0.01563438,1.02641646,0.32236898,0.20882694
-4.72136068,1.57546582,0.00808752,0.00000000,0.00433603,0.12394519,0.01563880,1.06402592,0.34476330,0.21839187
-4.71535768,1.63640868,0.00831173,0.00000000,0.00490907,0.13247037,0.01555887,1.10113013,0.36815615,0.22886806
-4.70935468,1.69851308,0.00853280,0.00000000,0.00552574,0.14222081,0.01539977,1.13770421,0.39247853,0.24027713
-4.70335168,1.76183633,0.00875051,0.00000000,0.00618422,0.15323944,0.01516834,1.17374235,0.41765673,0.25265138
-4.69734867,1.82647321,0.00896449,0.00000000,0.00688183,0.16557616,0.01487280,1.20925798,0.44361420,0.26603247
-4.69134567,1.89255235,0.00917433,0.00000000,0.00761508,0.17928566,0.01452248,1.24428418,0.47027351,0.28046961
-4.68534267,1.96023156,0.00937957,0.00000000,0.00837959,0.19442473,0.01412754,1.27887398,0.49755850,0.29601720
-4.67933967,2.02969193,0.00957977,0.00000000,0.00917020,0.21104891,0.01369860,1.31310048,0.52539610,0.31273187
-4.67333667,2.10113036,0.00977462,0.00000000,0.00998101,0.22920860,0.01324641,1.34705620,0.55371796,0.33066900
-4.66733367,2.17475009,0.00996394,0.00000000,0.01080543,0.24894468,0.01278156,1.38085154,0.58246146,0.34987876
-4.66133067,2.25074930,0.01014779,0.00000000,0.01163632,0.27028377,0.01231417,1.41461194,0.61157007,0.37040154
-4.65532766,2.32930729,0.01032646,0.00000000,0.01246607,0.29323319,0.01185359,1.44847337,0.64099287,0.39226312
-4.64932466,2.41056874,0.01050053,0.00000000,0.01328672,0.31777586,0.01140822,1.48257619,0.67068322,0.41546949
-4.64332166,2.49462603,0.01067084,0.00000000,0.01409012,0.34386533,0.01098531,1.51705720,0.70059656,0.44000168
