energy_ev,total_up,Al_p_up,Al_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,2.95706950,0.25408449,0.00000000,1.70941103,0.00000000,1.68833892,0.41814942
-5.99399700,2.95562185,0.24600182,0.00000000,1.71976795,0.00000000,1.72848019,0.41747170
-5.98799400,2.94726496,0.23715993,0.00000000,1.72672904,0.00000000,1.76440146,0.41586985
-5.98199100,2.93135026,0.22766447,0.00000000,1.72967384,0.00000000,1.79508823,0.41326740
-5.97598799,2.90736622,0.21762878,0.00000000,1.72806017,0.00000000,1.81962420,0.40960418
-5.96998499,2.87494596,0.20717061,0.00000000,1.72143418,0.00000000,1.83721172,0.40483736
-5.96398199,2.83387315,0.19640892,0.00000000,1.70943934,0.00000000,1.84718992,0.39894228
-5.95797899,2.78408610,0.18546096,0.00000000,1.69182420,0.00000000,1.84905010,0.39191335
-5.95197599,2.72567998,0.17443958,0.00000000,1.66844875,0.00000000,1.84244784,0.38376464
-5.94597299,2.65890705,0.16345110,0.00000000,1.63928905,0.00000000,1.82721143,0.37453046
-5.93996998,2.58417485,0.15259343,0.00000000,1.60444001,0.00000000,1.80334627,0.36426571
-5.93396698,2.50204222,0.14195483,0.00000000,1.56411616,0.00000000,1.77103515,0.35304601
-5.92796398,2.41321310,0.13161315,0.00000000,1.51865024,0.00000000,1.73063422,0.34096757
-5.92196098,2.31852805,0.12163541,0.00000000,1.46848950,0.00000000,1.68266496,0.32814680
-5.91595798,2.21895350,0.11207798,0.00000000,1.41418975,0.00000000,1.62780224,0.31471953
-5.90995498,2.11556884,0.10298697,0.00000000,1.35640718,0.00000000,1.56685889,0.30083996
-5.90395198,2.00955136,0.09439903,0.00000000,1.29588805,0.00000000,1.50076724,0.28667916
-5.89794897,1.90215937,0.08634231,0.00000000,1.23345642,0.00000000,1.43055835,0.27242322
-5.89194597,1.79471359,0.07883750,0.00000000,1.17000019,0.00000000,1.35733931,0.25827104
-5.88594297,1.68857713,0.07189905,0.00000000,1.10645567,0.00000000,1.28226953,0.24443174
-5.87993997,1.58513442,0.06553626,0.00000000,1.04379103,0.00000000,1.20653656,0.23112166
-5.87393697,1.48576931,0.05975427,0.00000000,0.98298896,0.00000000,1.13133212,0.21856115
-5.86793397,1.39184271,0.05455503,0.00000000,0.92502879,0.00000000,1.05782887,0.20697094
-5.86193097,1.30467011,0.04993797,0.00000000,0.87086849,0.00000000,0.98715855,0.19656839
-5.85592796,1.22549924,0.04590050,0.00000000,0.82142680,0.00000000,0.92039175,0.18756339
-5.84992496,1.15548819,0.04243833,0.00000000,0.77756577,0.00000000,0.85851983,0.18015423
-5.84392196,1.09568427,0.03954558,0.00000000,0.74007398,0.00000000,0.80243902,0.17452328
-5.83791896,1.04700392,0.03721462,0.00000000,0.70965070,0.00000000,0.75293688,0.17083269
-5.83191596,1.01021388,0.03543589,0.00000000,0.68689120,0.00000000,0.71068129,0.16922015
-5.82591296,0.98591401,0.03419740,0.00000000,0.67227347,0.00000000,0.67621181,0.16979473
-5.81990995,0.97452205,0.03348437,0.00000000,0.66614652,0.00000000,0.64993338,0.17263306
-5.81390695,0.97626075,0.03327859,0.00000000,0.66872067,0.00000000,0.63211237,0.17777583
-5.80790395,0.99114770,0.03355802,0.00000000,0.68005987,0.00000000,0.62287471,0.18522479
-5.80190095,1.01898843,0.03429626,0.00000000,0.70007659,0.00000000,0.62220622,0.19494049
-5.79589795,1.05937313,0.03546225,0.00000000,0.72852937,0.00000000,0.62995497,0.20684069
-5.78989495,1.11167761,0.03702007,0.00000000,0.76502349,0.00000000,0.64583550,0.22079984
-5.78389195,1.17506878,0.03892897,0.00000000,0.80901482,0.00000000,0.66943519,0.23664961
-5.77788894,1.24851515,0.04114353,0.00000000,0.85981735,0.00000000,0.70022237,0.25418056
-5.77188594,1.33080255,0.04361419,0.00000000,0.91661429,0.00000000,0.73755648,0.27314516
-5.76588294,1.42055514,0.04628792,0.00000000,0.97847288,0.00000000,0.78069999,0.29326204
-5.75987994,1.51626161,0.04910921,0.00000000,1.04436284,0.00000000,0.82883217,0.31422163
-5.75387694,1.61630641,0.05202122,0.00000000,1.11317814,0.00000000,0.88106445,0.33569288
-5.74787394,1.71900510,0.05496721,0.00000000,1.18376180,0.00000000,0.93645729,0.35733116
-5.74187094,1.82264342,0.05789203,0.00000000,1.25493299,0.00000000,0.99403820,0.37878697
-5.73586793,1.92551871,0.06074382,0.00000000,1.32551588,0.00000000,1.05282067,0.39971533
-5.72986493,2.02598269,0.06347563,0.00000000,1.39436926,0.00000000,1.11182356,0.41978535
-5.72386193,2.12248401,0.06604709,0.00000000,1.46041604,0.00000000,1.17009050,0.43868997
-5.71785893,2.21360930,0.06842594,0.00000000,1.52267166,0.00000000,1.22670891,0.45615510
-5.71185593,2.29812107,0.07058935,0.00000000,1.58027030,0.00000000,1.28082806,0.47194814
-5.70585293,2.37499118,0.07252500,0.00000000,1.63248799,0.00000000,1.33167569,0.48588536
-5.69984992,2.44342838,0.07423185,0.00000000,1.67876172,0.00000000,1.37857287,0.49783783
-5.69384692,2.50289899,0.07572047,0.00000000,1.71870381,0.00000000,1.42094648,0.50773572
-5.68784392,2.55313979,0.07701299,0.00000000,1.75211089,0.00000000,1.45833921,0.51557069
-5.68184092,2.59416247,0.07814262,0.00000000,1.77896724,0.00000000,1.49041671,0.52139625
-5.67583792,2.62624946,0.07915267,0.00000000,1.79944216,0.00000000,1.51697165,0.52532609
-5.66983492,2.64994116,0.08009517,0.00000000,1.81388154,0.00000000,1.53792486,0.52753036
-5.66383192,2.66601486,0.08102908,0.00000000,1.82279381,0.00000000,1.55332322,0.52823004
-5.65782891,2.67545619,0.08201814,0.00000000,1.82683077,0.00000000,1.56333467,0.52768955
-5.65182591,2.67942375,0.08312854,0.00000000,1.82676391,0.00000000,1.56824036,0.52620785
-5.64582291,2.67920826,0.08442625,0.00000000,1.82345687,0.00000000,1.56842410,0.52410840
-5.63981991,2.67618746,0.08597442,0.00000000,1.81783515,0.00000000,1.56435961,0.52172815
-5.63381691,2.67177818,0.08783075,0.00000000,1.81085380,0.00000000,1.55659558,0.51940608
-5.62781391,2.66738721,0.09004499,0.00000000,1.80346425,0.00000000,1.54573930,0.51747161
-5.62181091,2.66436246,0.09265674,0.00000000,1.79658128,0.00000000,1.53243902,0.51623321
-5.61580790,2.66394614,0.09569354,0.00000000,1.79105121,0.00000000,1.51736564,0.51596770
-5.60980490,2.66723145,0.09916951,0.00000000,1.78762228,0.00000000,1.50119435,0.51691049
-5.60380190,2.67512437,0.10308446,0.00000000,1.78691838,0.00000000,1.48458671,0.51924713
-5.59779890,2.68831202,0.10742360,0.00000000,1.78941682,0.00000000,1.46817388,0.52310652
-5.59179590,2.70723874,0.11215793,0.00000000,1.79543124,0.00000000,1.45254158,0.52855601
-5.58579290,2.73209108,0.11724524,0.00000000,1.80510018,0.00000000,1.43821746,0.53559854
-5.57978989,2.76279253,0.12263172,0.00000000,1.81838196,0.00000000,1.42566142,0.54417206
-5.57378689,2.79900839,0.12825418,0.00000000,1.83505627,0.00000000,1.41525942,0.55415128
-5.56778389,2.84016105,0.13404274,0.00000000,1.85473250,0.00000000,1.40732106,0.56535174
-5.56178089,2.88545537,0.13992396,0.00000000,1.87686492,0.00000000,1.40208130,0.57753609
-5.55577789,2.93391342,0.14582411,0.00000000,1.90077409,0.00000000,1.39970602,0.59042248
-5.54977489,2.98441751,0.15167269,0.00000000,1.92567409,0.00000000,1.40030154,0.60369471
-5.54377189,3.03575984,0.15740580,0.00000000,1.95070444,0.00000000,1.40392726,0.61701390
-5.53776888,3.08669670,0.16296927,0.00000000,1.97496559,0.00000000,1.41061089,0.63003108
-5.53176588,3.13600500,0.16832143,0.00000000,1.99755663,0.00000000,1.42036525,0.64240043
-5.52576288,3.18253839,0.17343533,0.00000000,2.01761344,0.00000000,1.43320542,0.65379235
-5.51975988,3.22528025,0.17830014,0.00000000,2.03434570,0.00000000,1.44916506,0.66390608
-5.51375688,3.26339082,0.18292190,0.00000000,2.04707102,0.00000000,1.46831037,0.67248104
-5.50775388,3.29624591,0.18732324,0.00000000,2.05524446,0.00000000,1.49075066,0.67930657
-5.50175088,3.32346496,0.19154223,0.00000000,2.05848200,0.00000000,1.51664409,0.68422946
-5.49574787,3.34492659,0.19563037,0.00000000,2.05657672,0.00000000,1.54619775,0.68715893
-5.48974487,3.36077061,0.19964961,0.00000000,2.04950675,0.00000000,1.57966150,0.68806888
-5.48374187,3.37138601,0.20366879,0.00000000,2.03743457,0.00000000,1.61731524,0.68699718
-5.47773887,3.37738516,0.20775937,0.00000000,2.02069750,0.00000000,1.65944983,0.68404211
-5.47173587,3.37956549,0.21199086,0.00000000,1.99978994,0.00000000,1.70634237,0.67935609
-5.46573287,3.37886051,0.21642608,0.00000000,1.97533807,0.00000000,1.75822697,0.67313708
-5.45972986,3.37628269,0.22111651,0.00000000,1.94806855,0.00000000,1.81526258,0.66561811
-5.45372686,3.37286135,0.22609799,0.00000000,1.91877254,0.00000000,1.87749973,0.65705546
-5.44772386,3.36957911,0.23138700,0.00000000,1.88826724,0.00000000,1.94484843,0.64771624
-5.44172086,3.36731056,0.23697778,0.00000000,1.85735689,0.00000000,2.01704952,0.63786596
-5.43571786,3.36676677,0.24284050,0.00000000,1.82679531,0.00000000,2.09365156,0.62775685
-5.42971486,3.36844910,0.24892048,0.00000000,1.79725202,0.00000000,2.17399570,0.61761757
-5.42371186,3.37261516,0.25513879,0.00000000,1.76928383,0.00000000,2.25720984,0.60764477
-5.41770885,3.37925918,0.26139404,0.00000000,1.74331320,0.00000000,2.34221383,0.59799715
-5.41170585,3.38810824,0.26756549,0.00000000,1.71961476,0.00000000,2.42773612,0.58879208
-5.40570285,3.39863487,0.27351721,0.00000000,1.69831028,0.00000000,2.51234208,0.58010508
-5.39969985,3.41008551,0.27910331,0.00000000,1.67937255,0.00000000,2.59447339,0.57197207
-5.39369685,3.42152354,0.28417386,0.00000000,1.66263759,0.00000000,2.67249707,0.56439411
-5.38769385,3.43188449,0.28858133,0.00000000,1.64782438,0.00000000,2.74476237,0.55734450
-5.38169085,3.44004041,0.29218718,0.00000000,1.63456088,0.00000000,2.80966286,0.55077735
-5.37568784,3.44486980,0.29486837,0.00000000,1.62241466,0.00000000,2.86570081,0.54463747
-5.36968484,3.44532912,0.29652338,0.00000000,1.61092629,0.00000000,2.91155080,0.53887049
-5.36368184,3.44052169,0.29707750,0.00000000,1.59964340,0.00000000,2.94611905,0.53343289
-5.35767884,3.42976002,0.29648714,0.00000000,1.58815346,0.00000000,2.96859550,0.52830090
-5.35167584,3.41261777,0.29474283,0.00000000,1.57611331,0.00000000,2.97849566,0.52347801
-5.34567284,3.38896845,0.29187091,0.00000000,1.56327365,0.00000000,2.97568982,0.51900019
-5.33966983,3.35900811,0.28793364,0.00000000,1.54949718,0.00000000,2.96041778,0.51493880
-5.33366683,3.32326087,0.28302784,0.00000000,1.53476931,0.00000000,2.93328819,0.51140056
-5.32766383,3.28256647,0.27728207,0.00000000,1.51920088,0.00000000,2.89526192,0.50852482
-5.32166083,3.23805044,0.27085239,0.00000000,1.50302280,0.00000000,2.84762027,0.50647802
-5.31565783,3.19107829,0.26391699,0.00000000,1.48657302,0.00000000,2.79191912,0.50544561
-5.30965483,3.14319592,0.25666986,0.00000000,1.47027657,0.00000000,2.72993121,0.50562196
-5.30365183,3.09605954,0.24931387,0.00000000,1.45462010,0.00000000,2.66357903,0.50719871
-5.29764882,3.05135856,0.24205335,0.00000000,1.44012230,0.00000000,2.59486164,0.51035216
-5.29164582,3.01073569,0.23508686,0.00000000,1.42730206,0.00000000,2.52577871,0.51523061
-5.28564282,2.97570834,0.22860004,0.00000000,1.41664634,0.00000000,2.45825528,0.52194217
-5.27963982,2.94759566,0.22275923,0.00000000,1.40857965,0.00000000,2.39407097,0.53054398
-5.27363682,2.92745495,0.21770593,0.00000000,1.40343695,0.00000000,2.33479665,0.54103338
-5.26763382,2.91603098,0.21355234,0.00000000,1.40144166,0.00000000,2.28174157,0.55334175
-5.26163082,2.91372084,0.21037828,0.00000000,1.40268999,0.00000000,2.23591323,0.56733136
-5.25562781,2.92055629,0.20822947,0.00000000,1.40714271,0.00000000,2.19799171,0.58279568
-5.24962481,2.93620442,0.20711732,0.00000000,1.41462467,0.00000000,2.16831935,0.59946313
-5.24362181,2.95998679,0.20702020,0.00000000,1.42483220,0.00000000,2.14690586,0.61700439
-5.23761881,2.99091580,0.20788605,0.00000000,1.43734798,0.00000000,2.13344854,0.63504280
-5.23161581,3.02774652,0.20963622,0.00000000,1.45166242,0.00000000,2.12736591,0.65316767
-5.22561281,3.06904091,0.21217038,0.00000000,1.46720030,0.00000000,2.12784298,0.67094965
-5.21960980,3.11324122,0.21537212,0.00000000,1.48335110,0.00000000,2.13388558,0.68795763
-5.21360680,3.15874827,0.21911505,0.00000000,1.49950117,0.00000000,2.14438066,0.70377617
-5.20760380,3.20400047,0.22326905,0.00000000,1.51506576,0.00000000,2.15815932,0.71802273
-5.20160080,3.24754925,0.22770638,0.00000000,1.52951912,0.00000000,2.17405934,0.73036365
-5.19559780,3.28812656,0.23230727,0.00000000,1.54242069,0.00000000,2.19098381,0.74052816
-5.18959480,3.32470107,0.23696474,0.00000000,1.55343589,0.00000000,2.20795286,0.74831963
-5.18359180,3.35651959,0.24158852,0.00000000,1.56235035,0.00000000,2.22414593,0.75362333
-5.17758879,3.38313197,0.24610771,0.00000000,1.56907652,0.00000000,2.23893251,0.75641049
-5.17158579,3.40439784,0.25047217,0.00000000,1.57365260,0.00000000,2.25188997,0.75673827
-5.16558279,3.42047529,0.25465269,0.00000000,1.57623365,0.00000000,2.26280786,0.75474558
-5.15957979,3.43179234,0.25863976,0.00000000,1.57707567,0.00000000,2.27167890,0.75064517
-5.15357679,3.43900298,0.26244132,0.00000000,1.57651361,0.00000000,2.27867754,0.74471222
-5.14757379,3.44293095,0.26607945,0.00000000,1.57493480,0.00000000,2.28412774,0.73727017
-5.14157079,3.44450453,0.26958649,0.00000000,1.57274955,0.00000000,2.28846240,0.72867449
-5.13556778,3.44468676,0.27300061,0.00000000,1.57036073,0.00000000,2.29217711,0.71929540
