energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,10.92006779,4.16430641,6.04007260,0.03298882,0.76388877,0.04925331,2.47138048,1.13864612,0.32576758
-5.99399700,10.96564642,4.17925414,6.07588604,0.03396053,0.76633473,0.04831338,2.47737977,1.12384664,0.32858771
-5.98799400,11.00626179,4.18325269,6.11186233,0.03496273,0.76739823,0.04742406,2.48235192,1.10713907,0.33158477
-5.98199100,11.04171625,4.17618397,6.14788655,0.03599802,0.76710620,0.04658741,2.48622178,1.08865460,0.33474322
-5.97598799,11.07200184,4.15812068,6.18392907,0.03706915,0.76550827,0.04580502,2.48894138,1.06856743,0.33804686
-5.96998499,11.09728890,4.12933148,6.22002898,0.03817887,0.76267459,0.04507814,2.49049498,1.04709445,0.34147962
-5.96398199,11.11791342,4.09028155,6.25627834,0.03932969,0.75869337,0.04440773,2.49090349,1.02449430,0.34502636
-5.95797899,11.13436321,4.04162794,6.29280787,0.04052374,0.75366836,0.04379462,2.49022796,1.00106558,0.34867359
-5.95197599,11.14726358,3.98420983,6.32977475,0.04176259,0.74771619,0.04323960,2.48857221,0.97714433,0.35241020
-5.94597299,11.15736329,3.91903364,6.36735314,0.04304720,0.74096379,0.04274350,2.48608428,0.95310073,0.35622813
-5.93996998,11.16552159,3.84725371,6.40572821,0.04437781,0.73354588,0.04230731,2.48295706,0.92933521,0.36012300
-5.93396698,11.17269753,3.77014927,6.44509408,0.04575399,0.72560266,0.04193218,2.47942805,0.90627400,0.36409471
-5.92796398,11.17994231,3.68909860,6.48565606,0.04717469,0.71727775,0.04161945,2.47577848,0.88436433,0.36814804
-5.92196098,11.18839529,3.60555167,6.52763729,0.04863834,0.70871649,0.04137069,2.47233200,0.86406946,0.37229320
-5.91595798,11.19928395,3.52100210,6.57128945,0.05014300,0.70006470,0.04118766,2.46945292,0.84586362,0.37654634
-5.90995498,11.21392741,3.43695978,6.61690690,0.05168660,0.69146770,0.04107224,2.46754420,0.83022697,0.38092999
-5.90395198,11.23374246,3.35492474,6.66484310,0.05326714,0.68306988,0.04102642,2.46704490,0.81764064,0.38547340
-5.89794897,11.26025044,3.27636318,6.71552783,0.05488295,0.67501449,0.04105221,2.46842712,0.80858174,0.39021263
-5.89194597,11.29508283,3.20268581,6.76948327,0.05653294,0.66744368,0.04115157,2.47219187,0.80351826,0.39519047
-5.88594297,11.33998250,3.13522863,6.82733689,0.05821680,0.66049858,0.04132629,2.47886366,0.80290370,0.40045600
-5.87993997,11.39679797,3.07523599,6.88982880,0.05993518,0.65431928,0.04157790,2.48898328,0.80717107,0.40606365
-5.87393697,11.46746721,3.02384545,6.95781144,0.06168976,0.64904448,0.04190758,2.50309824,0.81672619,0.41207195
-5.86793397,11.55398865,2.98207371,7.03223977,0.06348328,0.64481065,0.04231600,2.52175071,0.83193989,0.41854163
-5.86193097,11.65837691,2.95080321,7.11415021,0.06531942,0.64175045,0.04280320,2.54546247,0.85313892,0.42553324
-5.85592796,11.78260222,2.93076851,7.20462782,0.06720257,0.63999037,0.04336845,2.57471695,0.88059562,0.43310425
-5.84992496,11.92851355,2.92254213,7.30476147,0.06913749,0.63964738,0.04401010,2.60993865,0.91451616,0.44130574
-5.84392196,12.09774672,2.92651954,7.41558783,0.07112886,0.64082478,0.04472543,2.65147017,0.95502766,0.45017869
-5.83791896,12.29162035,2.94290346,7.53802625,0.07318073,0.64360707,0.04551054,2.69954791,1.00216457,0.45975021
-5.83191596,12.51102423,2.97168780,7.67280697,0.07529588,0.64805424,0.04636018,2.75427733,1.05585472,0.47002964
-5.82591296,12.75630549,3.01264216,7.82039659,0.07747518,0.65419567,0.04726770,2.81560916,1.11590580,0.48100501
-5.81990995,13.02715964,3.06529788,7.98092489,0.07971687,0.66202390,0.04822494,2.88331813,1.18199327,0.49263994
-5.81390695,13.32253390,3.12893719,8.15411792,0.08201599,0.67148879,0.04922225,2.95698564,1.25365035,0.50487127
-5.80790395,13.64055053,3.20258697,8.33924232,0.08436383,0.68249247,0.05024851,3.03598829,1.33026136,0.51760765
-5.80190095,13.97845786,3.28501861,8.53506556,0.08674753,0.69488553,0.05129122,3.11949341,1.41105928,0.53072927
-5.79589795,14.33261545,3.37475571,8.73983655,0.08914988,0.70846489,0.05233671,3.20646318,1.49512837,0.54408900
-5.78989495,14.69851888,3.47009062,8.95129004,0.09154928,0.72297368,0.05337032,3.29566795,1.58141261,0.55751484
-5.78389195,15.07086755,3.56911080,9.16667719,0.09392004,0.73810354,0.05437680,3.38570947,1.66873041,0.57081385
-5.77788894,15.44367659,3.66973537,9.38282330,0.09623281,0.75349930,0.05534061,3.47505378,1.75579570,0.58377752
-5.77188594,15.81043163,3.76976143,9.59621202,0.09845533,0.76876634,0.05624643,3.56207326,1.84124534,0.59618828
-5.76588294,16.16428230,3.86691949,9.80309401,0.10055336,0.78348018,0.05707958,3.64509652,1.92367212,0.60782712
-5.75987994,16.49826797,3.95893622,9.99961608,0.10249183,0.79719837,0.05782656,3.72246449,2.00166253,0.61848189
-5.75387694,16.80556670,4.04360256,10.18196558,0.10423612,0.80947401,0.05847556,3.79259043,2.07383805,0.62795596
-5.74787394,17.07975661,4.11884439,10.34652366,0.10575344,0.81987044,0.05901692,3.85402125,2.13889832,0.63607689
-5.74187094,17.31507728,4.18279289,10.49001984,0.10701416,0.82797650,0.05944357,3.90549729,2.19566442,0.64270459
-5.73586793,17.50667843,4.23385124,10.60968026,0.10799318,0.83342160,0.05975142,3.94600767,2.24312046,0.64773868
-5.72986493,17.65084282,4.27075446,10.70336154,0.10867109,0.83588986,0.05993959,3.97483838,2.28045142,0.65112448
-5.72386193,17.74517141,4.29261940,10.76966316,0.10903518,0.83513268,0.06001057,3.99161035,2.30707545,0.65285748
-5.71785893,17.78872036,4.29898210,10.80801164,0.10908017,0.83097908,0.05997026,3.99630559,2.32266907,0.65298578
-5.71185593,17.78208160,4.28982046,10.81871163,0.10880866,0.82334318,0.05982784,3.98927943,2.32718379,0.65161058
-5.70585293,17.72740162,4.26556071,10.80296049,0.10823123,0.81222862,0.05959552,3.97125813,2.32085338,0.64888434
-5.69984992,17.62833625,4.22706715,10.76282481,0.10736621,0.79772943,0.05928813,3.94332153,2.30419110,0.64500685
-5.69384692,17.48994265,4.17561517,10.70117957,0.10623909,0.78002752,0.05892262,3.90687110,2.27797707,0.64021923
-5.68784392,17.31851286,4.11284872,10.62161258,0.10488161,0.75938680,0.05851743,3.86358480,2.24323604,0.63479604
-5.68184092,17.12135654,4.04072399,10.52829855,0.10333063,0.73614413,0.05809178,3.81536059,2.20120670,0.62903600
-5.67583792,16.90654311,3.96144175,10.42584915,0.10162670,0.71069775,0.05766494,3.76425095,2.15330369,0.62325152
-5.66983492,16.68261540,3.87737148,10.31914624,0.09981253,0.68349355,0.05725548,3.71239156,2.10107406,0.61775755
-5.66383192,16.45828858,3.79097064,10.21316651,0.09793138,0.65500997,0.05688045,3.66192706,2.04615008,0.61286037
-5.65782891,16.24214817,3.70470263,10.11280606,0.09602543,0.62574213,0.05655478,3.61493731,1.99020043,0.60884659
-5.65182591,16.04236110,3.62095713,10.02271297,0.09413424,0.59618599,0.05629063,3.57336740,1.93488169,0.60597301
-5.64582291,15.86641228,3.54197600,9.94713559,0.09229340,0.56682314,0.05609691,3.53896419,1.88179220,0.60445772
-5.63981991,15.72087780,3.46978786,9.88979280,0.09053331,0.53810693,0.05597895,3.51322206,1.83242997,0.60447271
-5.63381691,15.61124303,3.40615357,9.85377125,0.08887832,0.51045035,0.05593828,3.49733984,1.78815595,0.60613843
