energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,5.45511383,0.05518266,0.97255563,0.68027963,0.26570190,2.07280109,0.00000000,1.51857448,1.63389844
-5.99399700,5.38433533,0.05339335,0.97754455,0.66943195,0.26062143,2.02237151,0.00000000,1.52993434,1.63475230
-5.98799400,5.30042845,0.05163276,0.97930619,0.65816624,0.25478713,1.96844325,0.00000000,1.53549325,1.63110006
-5.98199100,5.20407373,0.04990080,0.97773191,0.64655906,0.24825958,1.91157050,0.00000000,1.53513318,1.62280197
-5.97598799,5.09612821,0.04819425,0.97276059,0.63468956,0.24111469,1.85234685,0.00000000,1.52884744,1.60976629
-5.96998499,4.97763684,0.04650755,0.96438474,0.62264607,0.23344274,1.79140621,0.00000000,1.51674959,1.59196131
-5.96398199,4.84983948,0.04483348,0.95265553,0.61053214,0.22534703,1.72942229,0.00000000,1.49907925,1.56942628
-5.95797899,4.71417227,0.04316402,0.93768636,0.59847156,0.21694224,1.66710645,0.00000000,1.47620440,1.54228069
-5.95197599,4.57226189,0.04149116,0.91965472,0.58661186,0.20835232,1.60520334,0.00000000,1.44861979,1.51073088
-5.94597299,4.42591196,0.03980767,0.89880183,0.57512602,0.19970821,1.54448414,0.00000000,1.41694121,1.47507345
-5.93996998,4.27708098,0.03810778,0.87543007,0.56421210,0.19114532,1.48573741,0.00000000,1.38189578,1.43569493
-5.93396698,4.12785194,0.03638779,0.84989801,0.55409079,0.18280079,1.42975743,0.00000000,1.34430826,1.39306741
-5.92796398,3.98039416,0.03464643,0.82261321,0.54500078,0.17481078,1.37733050,0.00000000,1.30508393,1.34774023
-5.92196098,3.83691839,0.03288516,0.79402285,0.53719240,0.16730776,1.32921949,0.00000000,1.26518845,1.30032776
-5.91595798,3.69962688,0.03110830,0.76460263,0.53091954,0.16041785,1.28614730,0.00000000,1.22562555,1.25149402
-5.90995498,3.57066027,0.02932295,0.73484436,0.52643057,0.15425849,1.24877986,0.00000000,1.18741315,1.20193450
-5.90395198,3.45204369,0.02753883,0.70524271,0.52395854,0.14893626,1.21770956,0.00000000,1.15155907,1.15235635
-5.89794897,3.34563441,0.02576795,0.67628174,0.52371133,0.14454514,1.19343977,0.00000000,1.11903685,1.10345770
-5.89194597,3.25307348,0.02402425,0.64842179,0.52586231,0.14116518,1.17637136,0.00000000,1.09076290,1.05590725
-5.88594297,3.17574367,0.02232310,0.62208731,0.53054196,0.13886152,1.16679185,0.00000000,1.06757550,1.01032504
-5.87993997,3.11473557,0.02068083,0.59765615,0.53783105,0.13768394,1.16486787,0.00000000,1.05021639,0.96726541
-5.87393697,3.07082353,0.01911418,0.57545065,0.54775569,0.13766689,1.17064131,0.00000000,1.03931553,0.92720290
-5.86793397,3.04445241,0.01763985,0.55573114,0.56028460,0.13882981,1.18402943,0.00000000,1.03537930,0.89052172
-5.86193097,3.03573556,0.01627400,0.53869163,0.57532874,0.14117790,1.20482898,0.00000000,1.03878232,0.85750915
-5.85592796,3.04446404,0.01503187,0.52445824,0.59274328,0.14470321,1.23272419,0.00000000,1.04976302,0.82835307
-5.84992496,3.07012615,0.01392740,0.51308989,0.61233191,0.14938580,1.26729814,0.00000000,1.06842272,0.80314358
-5.84392196,3.11193619,0.01297298,0.50458144,0.63385320,0.15519515,1.30804711,0.00000000,1.09472793,0.78187836
-5.83791896,3.16887077,0.01217918,0.49886878,0.65702874,0.16209149,1.35439706,0.00000000,1.12851570,0.76447138
-5.83191596,3.23971052,0.01155465,0.49583560,0.68155245,0.17002709,1.40572147,0.00000000,1.16950138,0.75076433
-5.82591296,3.32308523,0.01110594,0.49532147,0.70710093,0.17894736,1.46135964,0.00000000,1.21728849,0.74054006
-5.81990995,3.41752000,0.01083751,0.49713075,0.73334397,0.18879170,1.52063463,0.00000000,1.27138015,0.73353723
-5.81390695,3.52148039,0.01075164,0.50104199,0.75995497,0.19949414,1.58286992,0.00000000,1.33119172,0.72946547
-5.80790395,3.63341456,0.01084846,0.50681725,0.78662067,0.21098359,1.64740412,0.00000000,1.39606417,0.72802029
-5.80190095,3.75179079,0.01112595,0.51421113,0.81304980,0.22318380,1.71360317,0.00000000,1.46527793,0.72889705
-5.79589795,3.87512912,0.01157997,0.52297916,0.83898029,0.23601311,1.78086951,0.00000000,1.53806682,0.73180351
-5.78989495,4.00202638,0.01220427,0.53288525,0.86418476,0.24938391,1.84864815,0.00000000,1.61363196,0.73647053
-5.78389195,4.13117410,0.01299052,0.54370802,0.88847415,0.26320201,1.91642945,0.00000000,1.69115528,0.74266056
-5.77788894,4.26136937,0.01392838,0.55524594,0.91169937,0.27736594,1.98374897,0.00000000,1.76981259,0.75017389
-5.77188594,4.39151918,0.01500552,0.56732119,0.93375102,0.29176637,2.05018444,0.00000000,1.84878606,0.75885250
-5.76588294,4.52063866,0.01620770,0.57978224,0.95455734,0.30628554,2.11535066,0.00000000,1.92727571,0.76858164
-5.75987994,4.64784453,0.01751882,0.59250511,0.97408046,0.32079720,2.17889261,0.00000000,2.00451012,0.77928936
-5.75387694,4.77234446,0.01892111,0.60539350,0.99231132,0.33516665,2.24047752,0.00000000,2.07975582,0.79094401
-5.74787394,4.89342376,0.02039519,0.61837774,1.00926350,0.34925140,2.29978658,0.00000000,2.15232545,0.80355022
-5.74187094,5.01043046,0.02192031,0.63141278,1.02496636,0.36290221,2.35650687,0.00000000,2.22158430,0.81714341
-5.73586793,5.12275974,0.02347461,0.64447519,1.03945768,0.37596466,2.41032412,0.00000000,2.28695537,0.83178329
-5.72986493,5.22983895,0.02503531,0.65755949,1.05277648,0.38828117,2.46091680,0.00000000,2.34792255,0.84754641
-5.72386193,5.33111377,0.02657913,0.67067372,1.06495598,0.39969346,2.50795204,0.00000000,2.40403218,0.86451826
-5.71785893,5.42603655,0.02808259,0.68383452,1.07601742,0.41004547,2.55108360,0.00000000,2.45489280,0.88278501
-5.71185593,5.51405710,0.02952242,0.69706192,1.08596482,0.41918648,2.58995222,0.00000000,2.50017351,0.90242512
-5.70585293,5.59461664,0.03087599,0.71037383,1.09478107,0.42697440,2.62418833,0.00000000,2.53960091,0.92350110
-5.69984992,5.66714517,0.03212173,0.72378056,1.10242550,0.43327923,2.65341735,0.00000000,2.57295528,0.94605167
-5.69384692,5.73106240,0.03323955,0.73727958,1.10883331,0.43798634,2.67726716,0.00000000,2.60006614,0.97008443
-5.68784392,5.78578262,0.03421128,0.75085061,1.11391671,0.44099960,2.69537798,0.00000000,2.62080795,0.99556936
-5.68184092,5.83072327,0.03502102,0.76445137,1.11756803,0.44224423,2.70741398,0.00000000,2.63509618,1.02243343
-5.67583792,5.86531734,0.03565552,0.77801416,1.11966464,0.44166922,2.71307654,0.00000000,2.64288453,1.05055643
-5.66983492,5.88902934,0.03610445,0.79144352,1.12007565,0.43924922,2.71211861,0.00000000,2.64416346,1.07976839
-5.66383192,5.90137440,0.03636065,0.80461509,1.11866999,0.43498591,2.70435974,0.00000000,2.63896053,1.10984867
-5.65782891,5.90194010,0.03642025,0.81737593,1.11532579,0.42890871,2.68970101,0.00000000,2.62734266,1.14052706
-5.65182591,5.89041026,0.03628276,0.82954626,1.10994041,0.42107488,2.66813944,0.00000000,2.60942031,1.17148684
-5.64582291,5.86658967,0.03595109,0.84092279,1.10244078,0.41156895,2.63978106,0.00000000,2.58535339,1.20236997
-5.63981991,5.83042897,0.03543140,0.85128357,1.09279353,0.40050159,2.60485187,0.00000000,2.55535869,1.23278432
-5.63381691,5.78204808,0.03473299,0.86039425,1.08101417,0.38800780,2.56370610,0.00000000,2.51971803,1.26231276
-5.62781391,5.72175709,0.03386802,0.86801554,1.06717498,0.37424463,2.51683095,0.00000000,2.47878672,1.29052400
-5.62181091,5.65007312,0.03285120,0.87391171,1.05141081,0.35938843,2.46484726,0.00000000,2.43300145,1.31698467
-5.61580790,5.56773172,0.03169944,0.87785970,1.03392254,0.34363173,2.40850566,0.00000000,2.38288672,1.34127221
-5.60980490,5.47569163,0.03043140,0.87965860,1.01497763,0.32717973,2.34867765,0.00000000,2.32905913,1.36298813
-5.60380190,5.37513179,0.02906704,0.87913887,0.99490764,0.31024666,2.28634174,0.00000000,2.27222871,1.38177101
-5.59779890,5.26743980,0.02762717,0.87617115,0.97410250,0.29305196,2.22256444,0.00000000,2.21319660,1.39730845
-5.59179590,5.15419150,0.02613294,0.87067392,0.95300167,0.27581641,2.15847667,0.00000000,2.15284873,1.40934766
-5.58579290,5.03712149,0.02460539,0.86261984,0.93208233,0.25875830,2.09524596,0.00000000,2.09214522,1.41770384
-5.57978989,4.91808537,0.02306496,0.85204030,0.91184512,0.24208967,2.03404533,0.00000000,2.03210540,1.42226606
-5.57378689,4.79901424,0.02153110,0.83902784,0.89279783,0.22601274,1.97601992,0.00000000,1.97378876,1.42300016
-5.56778389,4.68186317,0.02002187,0.82373637,0.87543780,0.21071656,1.92225250,0.00000000,1.91827220,1.41994852
-5.56178089,4.56855528,0.01855365,0.80637888,0.86023382,0.19637392,1.87372931,0.00000000,1.86662431,1.41322669
-5.55577789,4.46092349,0.01714081,0.78722288,0.84760823,0.18313859,1.83130746,0.00000000,1.81987754,1.40301684
-5.54977489,4.36065234,0.01579559,0.76658340,0.83792013,0.17114283,1.79568555,0.00000000,1.77899910,1.38955862
-5.54377189,4.26922228,0.01452791,0.74481405,0.83145046,0.16049542,1.76737847,0.00000000,1.74486188,1.37313762
-5.53776888,4.18785881,0.01334532,0.72229625,0.82838964,0.15127989,1.74669790,0.00000000,1.71821626,1.35407223
-5.53176588,4.11748875,0.01225305,0.69942717,0.82882839,0.14355335,1.73373916,0.00000000,1.69966415,1.33269951
-5.52576288,4.05870560,0.01125403,0.67660675,0.83275205,0.13734556,1.72837523,0.00000000,1.68963606,1.30936089
-5.51975988,4.01174565,0.01034903,0.65422451,0.84003879,0.13265859,1.73025821,0.00000000,1.68837230,1.28438837
-5.51375688,3.97647600,0.00953685,0.63264649,0.85046170,0.12946683,1.73882827,0.00000000,1.69590894,1.25809216
-5.50775388,3.95239506,0.00881453,0.61220306,0.86369470,0.12771752,1.75332982,0.00000000,1.71206934,1.23075010
-5.50175088,3.93864582,0.00817758,0.59317798,0.87932189,0.12733172,1.77283415,0.00000000,1.73646144,1.20259973
-5.49574787,3.93404131,0.00762028,0.57579929,0.89685007,0.12820581,1.79626776,0.00000000,1.76848127,1.17383311
-5.48974487,3.93710137,0.00713594,0.56023239,0.91572370,0.13021342,1.82244521,0.00000000,1.80732258,1.14459473
-5.48374187,3.94609948,0.00671716,0.54657564,0.93534176,0.13320795,1.85010517,0.00000000,1.85199249,1.11498254
-5.47773887,3.95911775,0.00635614,0.53485858,0.95507579,0.13702548,1.87794826,0.00000000,1.90133276,1.08505187
-5.47173587,3.97410815,0.00604490,0.52504305,0.97428836,0.14148822,1.90467537,0.00000000,1.95404629,1.05482200
-5.46573287,3.98895779,0.00577554,0.51702699,0.99235133,0.14640837,1.92902492,0.00000000,2.00872804,1.02428500
-5.45972986,4.00155596,0.00554042,0.51065093,1.00866319,0.15159230,1.94980799,0.00000000,2.06389969,0.99341615
-5.45372686,4.00986075,0.00533237,0.50570681,1.02266502,0.15684511,1.96594000,0.00000000,2.11804705,0.96218558
-5.44772386,4.01196312,0.00514479,0.50194887,1.03385450,0.16197531,1.97646820,0.00000000,2.16965926,0.93057040
-5.44172086,4.00614654,0.00497180,0.49910614,1.04179777,0.16679963,1.98059429,0.00000000,2.21726870,0.89856674
-5.43571786,3.99094057,0.00480832,0.49689615,1.04613880,0.17114781,1.97769160,0.00000000,2.25949051,0.86620128
-5.42971486,3.96516698,0.00465009,0.49503920,1.04660619,0.17486714,1.96731678,0.00000000,2.29506062,0.83354176
-5.42371186,3.92797756,0.00449373,0.49327278,1.04301750,0.17782673,1.94921604,0.00000000,2.32287127,0.80070613
-5.41770885,3.87888283,0.00433671,0.49136560,1.03528108,0.17992134,1.92332605,0.00000000,2.34200291,0.76787004
-5.41170585,3.81777128,0.00417736,0.48913069,1.02339571,0.18107456,1.88977011,0.00000000,2.35175161,0.73527268
-5.40570285,3.74491928,0.00401482,0.48643710,1.00744817,0.18124139,1.84884994,0.00000000,2.35165119,0.70322058
-5.39969985,3.66099158,0.00384901,0.48321983,0.98760913,0.18040992,1.80103395,0.00000000,2.34148946,0.67208972
-5.39369685,3.56703304,0.00368054,0.47948760,0.96412756,0.17860232,1.74694239,0.00000000,2.32131787,0.64232565
-5.38769385,3.46445199,0.00351069,0.47532817,0.93732400,0.17587485,1.68733045,0.00000000,2.29145457,0.61444181
-5.38169085,3.35499598,0.00334134,0.47091103,0.90758303,0.17231707,1.62306963,0.00000000,2.25248053,0.58901608
-5.37568784,3.24072052,0.00317488,0.46648722,0.87534495,0.16805024,1.55512825,0.00000000,2.20522877,0.56668550
-5.36968484,3.12395156,0.00301418,0.46238633,0.84109729,0.16322498,1.48455150,0.00000000,2.15076719,0.54813919
-5.36368184,3.00724240,0.00286254,0.45901049,0.80536586,0.15801823,1.41244153,0.00000000,2.09037506,0.53410930
-5.35767884,2.89332561,0.00272359,0.45682560,0.76870577,0.15262963,1.33993796,0.00000000,2.02551401,0.52535998
-5.35167584,2.78506054,0.00260129,0.45634975,0.73169246,0.14727756,1.26819889,0.00000000,1.95779401,0.52267423
-5.34567284,2.68537696,0.00249984,0.45813906,0.69491264,0.14219465,1.19838276,0.00000000,1.88893520,0.52683843
-5.33966983,2.59721527,0.00242366,0.46277126,0.65895527,0.13762317,1.13163083,0.00000000,1.82072634,0.53862457
-5.33366683,2.52346384,0.00237733,0.47082714,0.62440259,0.13381016,1.06905053,0.00000000,1.75498096,0.55877007
-5.32766383,2.46689400,0.00236552,0.48287048,0.59182113,0.13100248,1.01169929,0.00000000,1.69349187,0.58795537
-5.32166083,2.43009341,0.00239294,0.49942674,0.56175264,0.12944181,0.96056904,0.00000000,1.63798530,0.62677949
-5.31565783,2.41539857,0.00246427,0.52096114,0.53470512,0.12935961,0.91657096,0.00000000,1.59007543,0.67573406
-5.30965483,2.42482766,0.00258406,0.54785679,0.51114370,0.13097208,0.88052063,0.00000000,1.55122058,0.73517628
-5.30365183,2.46001495,0.00275666,0.58039347,0.49148178,0.13447518,0.85312351,0.00000000,1.52268176,0.80530187
-5.29764882,2.52214841,0.00298612,0.61872790,0.47607218,0.14003971,0.83496064,0.00000000,1.50548496,0.88611885
-5.29164582,2.61191257,0.00327602,0.66287632,0.46519871,0.14780649,0.82647507,0.00000000,1.50038804,0.97742345
-5.28564282,2.72943846,0.00362940,0.71270021,0.45906829,0.15788180,0.82795887,0.00000000,1.50785317,1.07877946
-5.27963982,2.87426331,0.00404859,0.76789582,0.45780384,0.17033302,0.83954155,0.00000000,1.52802609,1.18950245
-5.27363682,3.04530225,0.00453508,0.82798855,0.46143829,0.18518478,0.86118012,0.00000000,1.56072275,1.30865008
-5.26763382,3.24083433,0.00508938,0.89233255,0.46991003,0.20241570,0.89265153,0.00000000,1.60542455,1.43502007
-5.26163082,3.45850531,0.00571094,0.96011621,0.48306012,0.22195592,0.93354814,0.00000000,1.66128238,1.56715660
-5.25562781,3.69534880,0.00639796,1.03037376,0.50063165,0.24368561,0.98327692,0.00000000,1.72713038,1.70336610
-5.24962481,3.94782723,0.00714742,1.10200307,0.52227158,0.26743479,1.04106312,0.00000000,1.80150920,1.84174285
-5.24362181,4.21189324,0.00795496,1.17378938,0.54753517,0.29298455,1.10595895,0.00000000,1.88269896,1.98020422
-5.23761881,4.48307139,0.00881497,1.24443454,0.57589344,0.32006992,1.17685777,0.00000000,1.96876115,2.11653515
-5.23161581,4.75655895,0.00972059,1.31259091,0.60674353,0.34838450,1.25251400,0.00000000,2.05758892,2.24844075
-5.22561281,5.02734377,0.01066389,1.37689873,0.63942191,0.37758695,1.33156894,0.00000000,2.14696419,2.37360552
-5.21960980,5.29033617,0.01163602,1.43602590,0.67322047,0.40730925,1.41258197,0.00000000,2.23462025,2.48975712
-5.21360680,5.54051073,0.01262750,1.48870837,0.70740490,0.43716667,1.49406680,0.00000000,2.31830773,2.59473245
-5.20760380,5.77305336,0.01362851,1.53378976,0.74123493,0.46676923,1.57453171,0.00000000,2.39586176,2.68654323
-5.20160080,5.98350802,0.01462923,1.57025832,0.77398598,0.49573422,1.65252257,0.00000000,2.46526797,2.76343850
-5.19559780,6.16791752,0.01562024,1.59727987,0.80497119,0.52369938,1.72666717,0.00000000,2.52472471,2.82396116
