energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.75987994,4.46222329,-4.32569565,0.08170739,-0.04757609,0.61293138,-0.69582270,3.55201331,-4.53655924,0.96779497,-0.45384048,2.13723857,-2.14494874,0.00000000,-0.00000000,1.26643483,-1.00870116,0.14638059,-0.21377578
-5.75387694,4.43090805,-4.26594629,0.08119820,-0.04633123,0.59162619,-0.68294397,3.49156393,-4.55688643,0.94378113,-0.43355253,2.15016579,-2.12438657,0.00000000,-0.00000000,1.27248673,-1.01878970,0.15069339,-0.20774289
-5.74787394,4.40153263,-4.20423187,0.08065546,-0.04527572,0.57071383,-0.66948628,3.43436243,-4.56408600,0.91926263,-0.41426102,2.16412643,-2.10269341,0.00000000,-0.00000000,1.27747210,-1.02795502,0.15536326,-0.20197684
-5.74187094,4.37322900,-4.14136314,0.08007124,-0.04444015,0.55028428,-0.65544614,3.37983934,-4.55785597,0.89437871,-0.39611766,2.17833869,-2.08044711,0.00000000,-0.00000000,1.28108135,-1.03631010,0.16026836,-0.19656491
-5.73586793,4.34496268,-4.07823091,0.07943500,-0.04385255,0.53039991,-0.64084985,3.32726031,-4.53822883,0.86925197,-0.37926868,2.19194006,-2.05824992,0.00000000,-0.00000000,1.28299359,-1.04398017,0.16527466,-0.19159017
-5.72986493,4.31557805,-4.01579299,0.07873408,-0.04353794,0.51109701,-0.62575845,3.27576765,-4.50557024,0.84398869,-0.36385738,2.20401764,-2.03671129,0.00000000,-0.00000000,1.28288820,-1.05109568,0.17023999,-0.18712970
-5.72386193,4.28384661,-3.95505569,0.07795428,-0.04351788,0.49238787,-0.61027083,3.22442464,-4.46056565,0.81867936,-0.35002632,2.21363997,-2.01642925,0.00000000,-0.00000000,1.28045610,-1.05778499,0.17501850,-0.18325282
-5.71785893,4.24851686,-3.89705011,0.07708049,-0.04381004,0.47426352,-0.59452484,3.17226099,-4.40419485,0.79339970,-0.33791845,2.21988911,-1.99797075,0.00000000,-0.00000000,1.27541065,-1.06416707,0.17946525,-0.18001910
-5.71185593,4.20836423,-3.84280374,0.07609736,-0.04442782,0.45669682,-0.57869603,3.11831806,-4.33769548,0.76821195,-0.32767738,2.22189220,-1.98185178,0.00000000,-0.00000000,1.26749778,-1.07034459,0.18344090,-0.17747641
-5.70585293,4.16223981,-3.79330849,0.07498999,-0.04537998,0.43964613,-0.56299431,3.06169225,-4.26251663,0.74316672,-0.31944650,2.21885152,-1.96851802,0.00000000,-0.00000000,1.25650511,-1.07639779,0.18681610,-0.17565900
-5.69984992,4.10911631,-3.74948641,0.07374464,-0.04667026,0.42305916,-0.54765831,3.00157533,-4.18026479,0.71830525,-0.31336698,2.21007212,-1.95832688,0.00000000,-0.00000000,1.24226994,-1.08237934,0.18947572,-0.17458564
-5.69384692,4.04813012,-3.71215483,0.07234937,-0.04829712,0.40687712,-0.53294806,2.93729029,-4.09264419,0.69366222,-0.30957479,2.19498621,-1.95153184,0.00000000,-0.00000000,1.22468591,-1.08831050,0.19132257,-0.17425815
-5.68784392,3.97861806,-3.68199267,0.07079469,-0.05025356,0.39103884,-0.51913595,2.86832173,-4.00139438,0.66926889,-0.30819676,2.17317369,-1.94826985,0.00000000,-0.00000000,1.20370815,-1.09417886,0.19228045,-0.17466010
-5.68184092,3.90014769,-3.65950971,0.06907407,-0.05252700,0.37548494,-0.50649677,2.79433970,-3.90822772,0.64515664,-0.30934608,2.14437803,-1.94855246,0.00000000,-0.00000000,1.17935697,-1.09993764,0.19229664,-0.17575611
-5.67583792,3.81254025,-3.64502062,0.06718440,-0.05509925,0.36016161,-0.49529708,2.71521638,-3.81476956,0.62136046,-0.31311730,2.10851719,-1.95226143,0.00000000,-0.00000000,1.15171973,-1.10550672,0.19134345,-0.17749162
-5.66983492,3.71588532,-3.63862520,0.06512634,-0.05794663,0.34502412,-0.48578454,2.63103510,-3.72250368,0.59792258,-0.31958122,2.06568910,-1.95914900,0.00000000,-0.00000000,1.12095120,-1.11077528,0.18941906,-0.17979328
-5.66383192,3.61054675,-3.64019622,0.06290449,-0.06104022,0.33003969,-0.47817771,2.54209140,-3.63272532,0.57489564,-0.32878000,2.01617163,-1.96884312,0.00000000,-0.00000000,1.08727199,-1.11560600,0.18654738,-0.18257003
-5.65782891,3.49715938,-3.64937562,0.06052748,-0.06434621,0.31518977,-0.47265679,2.44888640,-3.54650365,0.55234542,-0.34072267,1.96041695,-1.98085758,0.00000000,-0.00000000,1.05096546,-1.11984049,0.18277714,-0.18571480
-5.65182591,3.37661693,-3.66557962,0.05800782,-0.06782639,0.30047153,-0.46935573,2.35211275,-3.46465510,0.53035286,-0.35538141,1.89904068,-1.99460670,0.00000000,-0.00000000,1.01237279,-1.12330590,0.17818017,-0.18910693
-5.64582291,3.25005111,-3.68801275,0.05536173,-0.07143878,0.28589851,-0.46835610,2.25263387,-3.38772837,0.50901510,-0.37268881,1.83280595,-2.00942422,0.00000000,-0.00000000,0.97188665,-1.12582213,0.17284895,-0.19261511
-5.63981991,3.11880299,-3.71569036,0.05260869,-0.07513837,0.27150051,-0.46968297,2.15145747,-3.31600142,0.48844561,-0.39253629,1.76260332,-2.02458548,0.00000000,-0.00000000,0.92994343,-1.12720953,0.16689356,-0.19610090
-5.63381691,2.98438751,-3.74746868,0.04977100,-0.07887795,0.25732257,-0.47330295,2.04970453,-3.24949008,0.46877308,-0.41477381,1.68942693,-2.03933217,0.00000000,-0.00000000,0.88701426,-1.12729660,0.16043825,-0.19942258
-5.62781391,2.84845273,-3.78208131,0.04687314,-0.08260901,0.24342335,-0.47912448,1.94857506,-3.18796742,0.45013939,-0.43921086,1.61434818,-2.05289859,0.00000000,-0.00000000,0.84359524,-1.12592748,0.15361757,-0.20243929
-5.62181091,2.71273529,-3.81818033,0.04394113,-0.08628273,0.22987275,-0.48700026,1.84931219,-3.13099259,0.43269646,-0.46561890,1.53848768,-2.06453829,0.00000000,-0.00000000,0.80019701,-1.12296863,0.14657253,-0.20501524
-5.61580790,2.57901402,-3.85438039,0.04100179,-0.08985096,0.21674915,-0.49673172,1.75316603,-3.07794729,0.41660235,-0.49373490,1.46298663,-2.07354999,0.00000000,-0.00000000,0.75733412,-1.11831479,0.13944660,-0.20702384
-5.60980490,2.44906357,-3.88930358,0.03808202,-0.09326717,0.20413627,-0.50807526,1.66135899,-3.02807782,0.40201668,-0.52326604,1.38897884,-2.07930158,0.00000000,-0.00000000,0.71551460,-1.11189361,0.13238202,-0.20835155
-5.60380190,2.32460992,-3.92162320,0.03520809,-0.09648743,0.19211990,-0.52074991,1.57505373,-2.98054052,0.38909576,-0.55389521,1.31756430,-2.08125129,0.00000000,-0.00000000,0.67522999,-1.10366897,0.12551640,-0.20890140
-5.59779890,2.20728965,-3.95010421,0.03240494,-0.09947126,0.18078466,-0.53444602,1.49532522,-2.93444814,0.37798762,-0.58528717,1.24978533,-2.07896492,0.00000000,-0.00000000,0.63694632,-1.09364276,0.11897969,-0.20859584
-5.59179590,2.09861442,-3.97363868,0.02969565,-0.10218235,0.17021094,-0.54883459,1.42313784,-2.88891490,0.36882735,-0.61709491,1.18660620,-2.07212849,0.00000000,-0.00000000,0.60109629,-1.08185507,0.11289173,-0.20737900
-5.58579290,1.99994199,-3.99127450,0.02710088,-0.10458923,0.16047221,-0.56357677,1.35932818,-2.84309815,0.36173289,-0.64896612,1.12889674,-2.06055577,0.00000000,-0.00000000,0.56807290,-1.06838274,0.10736041,-0.20521815
-5.57978989,1.91245469,-4.00223620,0.02463849,-0.10666566,0.15163279,-0.57833309,1.30459416,-2.79623461,0.35680174,-0.68054923,1.07742041,-2.04419022,0.00000000,-0.00000000,0.53822477,-1.05333638,0.10248032,-0.20210431
-5.57378689,1.83714572,-4.00593704,0.02232327,-0.10839096,0.14374613,-0.59277207,1.25949037,-2.74766992,0.35410850,-0.71149898,1.03282704,-2.02310158,0.00000000,-0.00000000,0.51185323,-1.03685591,0.09833216,-0.19805206
-5.56778389,1.77481341,-4.00198201,0.02016679,-0.10975012,0.13685377,-0.60657786,1.22442945,-2.69688013,0.35370365,-0.74148116,0.99565006,-1.99747701,0.00000000,-0.00000000,0.48921108,-1.01910488,0.09498256,-0.19309851
-5.56178089,1.72606278,-3.99016189,0.01817732,-0.11073366,0.13098482,-0.61945663,1.19968891,-2.64348487,0.35561331,-0.77017649,0.96630789,-1.96760754,0.00000000,-0.00000000,0.47050302,-1.00026368,0.09248449,-0.18730155
-5.55577789,1.69131373,-3.97043911,0.01635994,-0.11133746,0.12615607,-0.63114155,1.18542244,-2.58725181,0.35984021,-0.79728345,0.94510895,-1.93387038,0.00000000,-0.00000000,0.45588749,-0.98052209,0.09087798,-0.18073736
-5.54977489,1.67081438,-3.94292649,0.01471666,-0.11156230,0.12237259,-0.64139633,1.18167463,-2.52809303,0.36636544,-0.82252015,0.93225949,-1.89670820,0.00000000,-0.00000000,0.44547951,-0.96007143,0.09019123,-0.17349747
-5.54377189,1.66465807,-3.90786043,0.01324669,-0.11141335,0.11962870,-0.65001730,1.18839759,-2.46605398,0.37515094,-0.84562541,0.92787319,-1.85660628,0.00000000,-0.00000000,0.43935429,-0.93909655,0.09044179,-0.16568538
-5.53776888,1.67280229,-3.86557042,0.01194674,-0.11089961,0.11790931,-0.65683409,1.20546830,-2.40129643,0.38614243,-0.86635906,0.93198170,-1.81406898,0.00000000,-0.00000000,0.43755105,-0.91776833,0.09163781,-0.15741290
-5.53176588,1.69508756,-3.81644692,0.01081133,-0.11003319,0.11719131,-0.66170926,1.23270494,-2.33407676,0.39927228,-0.88450179,0.94454489,-1.76959651,0.00000000,-0.00000000,0.44007664,-0.89623683,0.09377921,-0.14879648
-5.52576288,1.73125463,-3.76090973,0.00983320,-0.10882868,0.11744501,-0.66453694,1.26988100,-2.26472145,0.41446225,-0.89985486,0.96545994,-1.72366347,0.00000000,-0.00000000,0.44690853,-0.87462546,0.09685869,-0.13995355
-5.51975988,1.78095822,-3.69937898,0.00900365,-0.10730250,0.11863547,-0.66524085,1.31673591,-2.19360151,0.43162555,-0.91223986,0.99456832,-1.67670014,0.00000000,-0.00000000,0.45799679,-0.85302674,0.10086242,-0.13099916
-5.51375688,1.84377626,-3.63225046,0.00831290,-0.10547231,0.12072359,-0.66377201,1.37298125,-2.12110757,0.45066800,-0.92149877,1.03166004,-1.62907743,0.00000000,-0.00000000,0.47326468,-0.83149955,0.10577045,-0.12204287
-5.50775388,1.91921359,-3.55987702,0.00775044,-0.10335656,0.12366684,-0.66010635,1.43830205,-2.04762727,0.47148826,-0.92749466,1.07647477,-1.58109636,0.00000000,-0.00000000,0.49260782,-0.81006844,0.11155676,-0.11318614
-5.50175088,2.00669993,-3.48255696,0.00730531,-0.10097408,0.12741965,-0.65424253,1.51235288,-1.97352632,0.49397678,-0.93011304,1.12869966,-1.53298245,0.00000000,-0.00000000,0.51589178,-0.78872471,0.11818895,-0.10452031
-5.49574787,2.10558228,-3.40053016,0.00696636,-0.09834385,0.13193341,-0.64620011,1.59474912,-1.89913427,0.51801366,-0.92926401,1.18796414,-1.48488518,0.00000000,-0.00000000,0.54294815,-0.76742962,0.12562768,-0.09612501
-5.48974487,2.21511266,-3.31398199,0.00672245,-0.09548487,0.13715606,-0.63601820,1.68505406,-1.82473552,0.54346552,-0.92488526,1.25383221,-1.43688260,0.00000000,-0.00000000,0.57356959,-0.74611938,0.13382581,-0.08806729
-5.48374187,2.33443250,-3.22305454,0.00656265,-0.09241617,0.14303148,-0.62375470,1.78276306,-1.75056608,0.57018169,-0.91694557,1.32579304,-1.38899039,0.00000000,-0.00000000,0.60750406,-0.72471176,0.14272750,-0.08040128
-5.47773887,2.46255553,-3.12786423,0.00647630,-0.08915688,0.14949855,-0.60948595,1.88728624,-1.67681577,0.59799000,-0.90544887,1.40325104,-1.34117513,0.00000000,-0.00000000,0.64444880,-0.70311414,0.15226734,-0.07316839
-5.47173587,2.59835145,-3.02852457,0.00645316,-0.08572636,0.15649029,-0.59330692,1.99793149,-1.60363545,0.62669273,-0.89043850,1.48551662,-1.29337060,0.00000000,-0.00000000,0.68404494,-0.68123238,0.16236948,-0.06639801
-5.46573287,2.74053268,-2.92517232,0.00648342,-0.08214446,0.16393301,-0.57533159,2.11388973,-1.53114854,0.65606320,-0.87200119,1.57179906,-1.24549631,0.00000000,-0.00000000,0.72587314,-0.65898035,0.17294729,-0.06010858
-5.45972986,2.88764665,-2.81799527,0.00655772,-0.07843168,0.17174578,-0.55569349,2.23422446,-1.45946579,0.68584360,-0.85027067,1.66120289,-1.19747726,0.00000000,-0.00000000,0.76945120,-0.63628952,0.18390318,-0.05430911
-5.45372686,3.03807593,-2.70725980,0.00666720,-0.07460936,0.17984027,-0.53454606,2.35786739,-1.38870230,0.71574446,-0.82543041,1.75272893,-1.14926363,0.00000000,-0.00000000,0.81423418,-0.61311808,0.19512919,-0.04900080
-5.44772386,3.19004810,-2.59333643,0.00680348,-0.07069982,0.18812121,-0.51206285,2.48362160,-1.31899536,0.74544632,-0.79771518,1.84528118,-1.10084963,0.00000000,-0.00000000,0.85961769,-0.58945936,0.20650807,-0.04417891
-5.44172086,3.34165664,-2.47672176,0.00695866,-0.06672640,0.19648748,-0.48843707,2.61017357,-1.25052226,0.77460389,-0.76741125,1.93768015,-1.05229040,0.00000000,-0.00000000,0.90494467,-0.56534902,0.21791501,-0.03983470
-5.43571786,3.49089363,-2.35805553,0.00712531,-0.06271339,0.20483400,-0.46388072,2.73611440,-1.18351684,0.80285283,-0.73485506,2.02868307,-1.00371639,0.00000000,-0.00000000,0.94951591,-0.54087073,0.22922018,-0.03595730
-5.42971486,3.63569417,-2.23813189,0.00729651,-0.05868594,0.21305433,-0.43862291,2.85997042,-1.11828384,0.82981933,-0.70043022,2.11701075,-0.95534444,0.00000000,-0.00000000,0.99260423,-0.51616018,0.24029171,-0.03253563
-5.42371186,3.77399147,-2.11790433,0.00746587,-0.05466975,0.22104401,-0.41290752,2.98024223,-1.05521058,0.85513212,-0.66456300,2.20138048,-0.90748544,0.00000000,-0.00000000,1.03347216,-0.49140715,0.25099935,-0.02956010
-5.41770885,3.90378096,-1.99848409,0.00762750,-0.05069076,0.22870452,-0.38699019,3.09545096,-0.99477520,0.87843666,-0.62771623,2.28054403,-0.86054815,0.00000000,-0.00000000,1.07139241,-0.46685583,0.26121845,-0.02702416
-5.41170585,4.02319084,-1.88113230,0.00777612,-0.04677472,0.23594775,-0.36113468,3.20418965,-0.93755132,0.89941092,-0.59038211,2.35332909,-0.81503933,0.00000000,-0.00000000,1.10567053,-0.44280315,0.27083416,-0.02492572
-5.40570285,4.13055593,-1.76724641,0.00790706,-0.04294670,0.24270062,-0.33560880,3.30517726,-0.88420902,0.91778213,-0.55307387,2.41868236,-0.77156041,0.00000000,-0.00000000,1.13566874,-0.41959546,0.27974571,-0.02326825
-5.39969985,4.22449110,-1.65834141,0.00801631,-0.03923066,0.24890977,-0.31068001,3.39731237,-0.83551199,0.93334348,-0.51631690,2.47571228,-0.73080070,0.00000000,-0.00000000,1.16082974,-0.39762354,0.28787040,-0.02206169
-5.39369685,4.30396042,-1.55602689,0.00810056,-0.03564886,0.25454596,-0.28661087,3.47972351,-0.79231122,0.94597012,-0.48063943,2.52372903,-0.69352778,0.00000000,-0.00000000,1.18069949,-0.37731623,0.29514728,-0.02132312
-5.38769385,4.36833820,-1.46198072,0.00815724,-0.03222146,0.25960791,-0.26365460,3.55181307,-0.75553523,0.95563330,-0.44656322,2.56227975,-0.66057521,0.00000000,-0.00000000,1.19494762,-0.35913285,0.30154010,-0.02107707
-5.38169085,4.41745799,-1.37792006,0.00818453,-0.02896611,0.26412521,-0.24205078,3.61329180,-0.72617704,0.96241194,-0.41459454,2.59117685,-0.63282799,0.00000000,-0.00000000,1.20338438,-0.34355451,0.30703958,-0.02135565
-5.37568784,4.45164652,-1.30557052,0.00818140,-0.02589758,0.26816017,-0.22202138,3.66420158,-0.70527825,0.96650064,-0.38521551,2.61051759,-0.61120605,0.00000000,-0.00000000,1.20597313,-0.33107455,0.31166463,-0.02219830
-5.36968484,4.47173979,-1.24663397,0.00814755,-0.02302755,0.27180834,-0.20376735,3.70492439,-0.69391023,0.96821361,-0.35887622,2.62069372,-0.59664598,0.00000000,-0.00000000,1.20283762,-0.32218823,0.31546256,-0.02365130
-5.36368184,4.47907959,-1.20275531,0.00808345,-0.02036447,0.27519744,-0.18746557,3.73617647,-0.69315258,0.96798383,-0.33598745,2.62239003,-0.59008125,0.00000000,-0.00000000,1.19426340,-0.31738167,0.31850819,-0.02576691
-5.35767884,4.47548967,-1.17548848,0.00799024,-0.01791352,0.27848480,-0.17326647,3.75898729,-0.70406913,0.96635734,-0.31691422,2.61657165,-0.59242100,0.00000000,-0.00000000,1.18069323,-0.31712029,0.32090185,-0.02860219
-5.35167584,4.46323156,-1.16626190,0.00786970,-0.01567669,0.28185306,-0.16129210,3.77466376,-0.72768146,0.96398228,-0.30197009,2.60446011,-0.60452745,0.00000000,-0.00000000,1.16271649,-0.32183663,0.32276634,-0.03221750
-5.34567284,4.44494121,-1.17634333,0.00772418,-0.01365292,0.28550444,-0.15163469,3.78474108,-0.76494033,0.96159316,-0.29141206,2.58749897,-0.62719227,0.00000000,-0.00000000,1.14105293,-0.33191776,0.32424292,-0.03667473
