energy_ev,total_up,Ga_p_up,Ga_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,3.57574378,0.05657098,0.00000000,0.24266574,1.78329270,0.70293502,0.72318879
-5.99399700,3.65682441,0.05909767,0.00000000,0.24226853,1.82716905,0.70584082,0.74237352
-5.98799400,3.73911477,0.06176092,0.00000000,0.24329879,1.87222781,0.70612753,0.76155977
-5.98199100,3.82123651,0.06454552,0.00000000,0.24563324,1.91752414,0.70385210,0.78037137
-5.97598799,3.90183413,0.06743943,0.00000000,0.24914262,1.96208585,0.69911255,0.79842948
-5.96998499,3.97960052,0.07043318,0.00000000,0.25369385,2.00493941,0.69204389,0.81536245
-5.96398199,4.05329773,0.07351894,0.00000000,0.25915180,2.04513454,0.68281299,0.83081503
-5.95797899,4.12177252,0.07668948,0.00000000,0.26538059,2.08176643,0.67161289,0.84445651
-5.95197599,4.18396661,0.07993707,0.00000000,0.27224438,2.11399508,0.65865662,0.85598770
-5.94597299,4.23892244,0.08325223,0.00000000,0.27960774,2.14106159,0.64417095,0.86514651
-5.93996998,4.28578495,0.08662263,0.00000000,0.28733573,2.16230122,0.62839032,0.87171229
-5.93396698,4.32380091,0.09003198,0.00000000,0.29529374,2.17715339,0.61155122,0.87550888
-5.92796398,4.35231666,0.09345912,0.00000000,0.30334724,2.18516906,0.59388716,0.87640651
-5.92196098,4.37077598,0.09687741,0.00000000,0.31136177,2.18601575,0.57562443,0.87432281
-5.91595798,4.37871917,0.10025428,0.00000000,0.31920306,2.17948079,0.55697870,0.86922297
-5.90995498,4.37578437,0.10355126,0.00000000,0.32673775,2.16547323,0.53815247,0.86111944
-5.90395198,4.36171207,0.10672425,0.00000000,0.33383457,2.14402497,0.51933338,0.85007127
-5.89794897,4.33635316,0.10972425,0.00000000,0.34036618,2.11529136,0.50069314,0.83618322
-5.89194597,4.29968057,0.11249838,0.00000000,0.34621179,2.07955150,0.48238717,0.81960481
-5.88594297,4.25180420,0.11499129,0.00000000,0.35126035,2.03720852,0.46455460,0.80052939
-5.87993997,4.19298846,0.11714680,0.00000000,0.35541441,1.98878965,0.44731859,0.77919320
-5.87393697,4.12367119,0.11890974,0.00000000,0.35859440,1.93494598,0.43078672,0.75587445
-5.86793397,4.04448289,0.12022799,0.00000000,0.36074317,1.87645169,0.41505143,0.73089231
-5.86193097,3.95626446,0.12105441,0.00000000,0.36183068,1.81420232,0.40019030,0.70460565
-5.85592796,3.86008212,0.12134885,0.00000000,0.36185832,1.74921171,0.38626617,0.67741154
-5.84992496,3.75723772,0.12107989,0.00000000,0.36086287,1.68260705,0.37332706,0.64974317
-5.84392196,3.64927301,0.12022633,0.00000000,0.35891958,1.61562177,0.36140591,0.62206721
-5.83791896,3.53796664,0.11877841,0.00000000,0.35614423,1.54958563,0.35052021,0.59488034
-5.83191596,3.42532272,0.11673853,0.00000000,0.35269389,1.48591170,0.34067161,0.56870479
-5.82591296,3.31355027,0.11412160,0.00000000,0.34876619,1.42608001,0.33184559,0.54408295
-5.81990995,3.20503321,0.11095487,0.00000000,0.34459690,1.37161755,0.32401136,0.52157072
-5.81390695,3.10229081,0.10727736,0.00000000,0.34045585,1.32407447,0.31712204,0.50172974
-5.80790395,3.00792901,0.10313874,0.00000000,0.33664108,1.28499678,0.31111534,0.48511829
-5.80190095,2.92458338,0.09859799,0.00000000,0.33347132,1.25589532,0.30591457,0.47228115
-5.79589795,2.85485487,0.09372154,0.00000000,0.33127705,1.23821174,0.30143029,0.46373814
-5.78989495,2.80123968,0.08858134,0.00000000,0.33039022,1.23328169,0.29756238,0.45997181
-5.78389195,2.76605529,0.08325267,0.00000000,0.33113303,1.24229610,0.29420258,0.46141421
-5.77788894,2.75136449,0.07781192,0.00000000,0.33380612,1.26626135,0.29123736,0.46843320
-5.77188594,2.75889992,0.07233445,0.00000000,0.33867657,1.30595950,0.28855101,0.48131845
-5.76588294,2.78999154,0.06689249,0.00000000,0.34596616,1.36190978,0.28602884,0.50026770
-5.75987994,2.84549989,0.06155333,0.00000000,0.35584046,1.43433280,0.28356024,0.52537363
-5.75387694,2.92575767,0.05637772,0.00000000,0.36839901,1.52311919,0.28104155,0.55661199
-5.74787394,3.03052265,0.05141861,0.00000000,0.38366733,1.62780416,0.27837851,0.59383148
-5.74187094,3.15894432,0.04672022,0.00000000,0.40159096,1.74754978,0.27548826,0.63674612
-5.73586793,3.30954681,0.04231748,0.00000000,0.42203209,1.88113654,0.27230074,0.68493059
-5.72986493,3.48023010,0.03823582,0.00000000,0.44476885,2.02696562,0.26875945,0.73781924
-5.72386193,3.66829085,0.03449130,0.00000000,0.46949770,2.18307308,0.26482167,0.79470919
-5.71785893,3.87046397,0.03109100,0.00000000,0.49583875,2.34715649,0.26045808,0.85476794
-5.71185593,4.08298471,0.02803375,0.00000000,0.52334422,2.51661466,0.25565185,0.91704570
-5.70585293,4.30167076,0.02531100,0.00000000,0.55150960,2.68859971,0.25039746,0.98049247
-5.69984992,4.52202234,0.02290787,0.00000000,0.57978738,2.86008082,0.24469917,1.04397963
-5.69384692,4.73933786,0.02080430,0.00000000,0.60760283,3.02791807,0.23856945,1.10632570
-5.68784392,4.94884137,0.01897624,0.00000000,0.63437128,3.18894390,0.23202735,1.16632541
-5.68184092,5.14581759,0.01739688,0.00000000,0.65951617,3.34004974,0.22509703,1.22278136
-5.67583792,5.32574937,0.01603778,0.00000000,0.68248733,3.47827429,0.21780651,1.27453703
-5.66983492,5.48445228,0.01486994,0.00000000,0.70277846,3.60089012,0.21018658,1.32050990
-5.66383192,5.61820079,0.01386483,0.00000000,0.71994337,3.70548474,0.20227015,1.35972337
-5.65782891,5.72384050,0.01299514,0.00000000,0.73360999,3.79003270,0.19409173,1.39133605
