energy_ev,total_up,Cu_p_up,Cu_d_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up
-6.00000000,0.90088116,0.24085872,0.35550481,0.26234090,0.00000000,0.13438576,0.00000000
-5.99399700,0.92745263,0.24932005,0.36596626,0.27033686,0.00000000,0.13874358,0.00000000
-5.98799400,0.94898481,0.25650575,0.37439673,0.27689309,0.00000000,0.14231140,0.00000000
-5.98199100,0.96510976,0.26232926,0.38064406,0.28190675,0.00000000,0.14502837,0.00000000
-5.97598799,0.97558767,0.26674139,0.38460642,0.28531227,0.00000000,0.14685443,0.00000000
-5.96998499,0.98032075,0.26973365,0.38623781,0.28708520,0.00000000,0.14777249,0.00000000
-5.96398199,0.97936256,0.27134015,0.38555190,0.28724463,0.00000000,0.14778997,0.00000000
-5.95797899,0.97292232,0.27163796,0.38262378,0.28585407,0.00000000,0.14693965,0.00000000
-5.95197599,0.96136371,0.27074573,0.37758963,0.28302070,0.00000000,0.14527961,0.00000000
-5.94597299,0.94519838,0.26882080,0.37064435,0.27889296,0.00000000,0.14289245,0.00000000
-5.93996998,0.92507416,0.26605460,0.36203705,0.27365655,0.00000000,0.13988372,0.00000000
-5.93396698,0.90175857,0.26266680,0.35206479,0.26752902,0.00000000,0.13637966,0.00000000
-5.92796398,0.87611818,0.25889818,0.34106472,0.26075321,0.00000000,0.13252429,0.00000000
-5.92196098,0.84909483,0.25500276,0.32940489,0.25358964,0.00000000,0.12847608,0.00000000
-5.91595798,0.82167943,0.25123927,0.31747426,0.24630841,0.00000000,0.12440419,0.00000000
-5.90995498,0.79488450,0.24786252,0.30567216,0.23918068,0.00000000,0.12048451,0.00000000
-5.90395198,0.76971647,0.24511495,0.29439760,0.23247027,0.00000000,0.11689557,0.00000000
-5.89794897,0.74714863,0.24321873,0.28403894,0.22642565,0.00000000,0.11381454,0.00000000
-5.89194597,0.72809570,0.24236865,0.27496406,0.22127251,0.00000000,0.11141331,0.00000000
-5.88594297,0.71339078,0.24272631,0.26751152,0.21720737,0.00000000,0.10985476,0.00000000
-5.87993997,0.70376527,0.24441553,0.26198275,0.21439227,0.00000000,0.10928942,0.00000000
-5.87393697,0.69983232,0.24751947,0.25863565,0.21295082,0.00000000,0.10985238,0.00000000
-5.86793397,0.70207410,0.25207919,0.25767956,0.21296563,0.00000000,0.11166065,0.00000000
-5.86193097,0.71083301,0.25809409,0.25927175,0.21447723,0.00000000,0.11481083,0.00000000
-5.85592796,0.72630700,0.26552376,0.26351543,0.21748444,0.00000000,0.11937726,0.00000000
-5.84992496,0.74854881,0.27429145,0.27045918,0.22194615,0.00000000,0.12541059,0.00000000
-5.84392196,0.77746898,0.28428878,0.28009788,0.22778429,0.00000000,0.13293666,0.00000000
-5.83791896,0.81284240,0.29538154,0.29237479,0.23488808,0.00000000,0.14195589,0.00000000
-5.83191596,0.85431803,0.30741631,0.30718501,0.24311909,0.00000000,0.15244302,0.00000000
-5.82591296,0.90143137,0.32022753,0.32437975,0.25231709,0.00000000,0.16434732,0.00000000
-5.81990995,0.95361932,0.33364480,0.34377169,0.26230640,0.00000000,0.17759319,0.00000000
-5.81390695,1.01023689,0.34750000,0.36514081,0.27290250,0.00000000,0.19208119,0.00000000
-5.80790395,1.07057524,0.36163400,0.38824089,0.28391863,0.00000000,0.20768951,0.00000000
-5.80190095,1.13388054,0.37590255,0.41280624,0.29517216,0.00000000,0.22427593,0.00000000
-5.79589795,1.19937301,0.39018122,0.43855846,0.30649050,0.00000000,0.24168011,0.00000000
-5.78989495,1.26626563,0.40436913,0.46521309,0.31771624,0.00000000,0.25972631,0.00000000
-5.78389195,1.33378185,0.41839124,0.49248597,0.32871151,0.00000000,0.27822646,0.00000000
-5.77788894,1.40117174,0.43219922,0.52009885,0.33936117,0.00000000,0.29698345,0.00000000
-5.77188594,1.46772607,0.44577073,0.54778437,0.34957483,0.00000000,0.31579462,0.00000000
-5.76588294,1.53278782,0.45910723,0.57528997,0.35928768,0.00000000,0.33445537,0.00000000
-5.75987994,1.59576072,0.47223041,0.60238082,0.36845993,0.00000000,0.35276270,0.00000000
-5.75387694,1.65611458,0.48517729,0.62884142,0.37707502,0.00000000,0.37051859,0.00000000
-5.74787394,1.71338736,0.49799438,0.65447617,0.38513671,0.00000000,0.38753321,0.00000000
-5.74187094,1.76718391,0.51073102,0.67910866,0.39266503,0.00000000,0.40362772,0.00000000
-5.73586793,1.81717174,0.52343236,0.70257996,0.39969154,0.00000000,0.41863667,0.00000000
-5.72986493,1.86307423,0.53613221,0.72474601,0.40625395,0.00000000,0.43240994,0.00000000
-5.72386193,1.90466175,0.54884629,0.74547449,0.41239047,0.00000000,0.44481413,0.00000000
-5.71785893,1.94174157,0.56156609,0.76464126,0.41813421,0.00000000,0.45573357,0.00000000
-5.71185593,1.97414735,0.57425389,0.78212686,0.42350800,0.00000000,0.46507079,0.00000000
-5.70585293,2.00172895,0.58683917,0.79781337,0.42851977,0.00000000,0.47274664,0.00000000
-5.69984992,2.02434370,0.59921669,0.81158197,0.43315908,0.00000000,0.47870015,0.00000000
-5.69384692,2.04184962,0.61124660,0.82331147,0.43739469,0.00000000,0.48288820,0.00000000
-5.68784392,2.05410162,0.62275653,0.83287807,0.44117370,0.00000000,0.48528512,0.00000000
-5.68184092,2.06095082,0.63354581,0.84015658,0.44442206,0.00000000,0.48588232,0.00000000
-5.67583792,2.06224765,0.64339176,0.84502303,0.44704674,0.00000000,0.48468809,0.00000000
-5.66983492,2.05784841,0.65205776,0.84735875,0.44893928,0.00000000,0.48172752,0.00000000
-5.66383192,2.04762528,0.65930295,0.84705574,0.44998067,0.00000000,0.47704276,0.00000000
-5.65782891,2.03147919,0.66489310,0.84402309,0.45004739,0.00000000,0.47069344,0.00000000
-5.65182591,2.00935482,0.66861209,0.83819402,0.44901806,0.00000000,0.46275731,0.00000000
-5.64582291,1.98125685,0.67027370,0.82953334,0.44678065,0.00000000,0.45333107,0.00000000
-5.63981991,1.94726625,0.66973286,0.81804455,0.44323957,0.00000000,0.44253113,0.00000000
-5.63381691,1.90755571,0.66689596,0.80377647,0.43832248,0.00000000,0.43049441,0.00000000
-5.62781391,1.86240279,0.66172965,0.78682861,0.43198618,0.00000000,0.41737883,0.00000000
-5.62181091,1.81219998,0.65426748,0.76735504,0.42422145,0.00000000,0.40336347,0.00000000
-5.61580790,1.75746058,0.64461419,0.74556637,0.41505642,0.00000000,0.38864822,0.00000000
-5.60980490,1.69881979,0.63294710,0.72172953,0.40455828,0.00000000,0.37345280,0.00000000
-5.60380190,1.63703044,0.61951459,0.69616529,0.39283317,0.00000000,0.35801509,0.00000000
-5.59779890,1.57295336,0.60463148,0.66924335,0.38002435,0.00000000,0.34258858,0.00000000
-5.59179590,1.50754221,0.58867154,0.64137524,0.36630849,0.00000000,0.32743912,0.00000000
-5.58579290,1.44182345,0.57205720,0.61300519,0.35189048,0.00000000,0.31284075,0.00000000
-5.57978989,1.37687189,0.55524691,0.58459915,0.33699683,0.00000000,0.29907082,0.00000000
-5.57378689,1.31378284,0.53872070,0.55663264,0.32186806,0.00000000,0.28640441,0.00000000
-5.56778389,1.25364176,0.52296423,0.52957764,0.30675045,0.00000000,0.27510819,0.00000000
-5.56178089,1.19749274,0.50845226,0.50388916,0.29188740,0.00000000,0.26543396,0.00000000
-5.55577789,1.14630699,0.49563197,0.47999204,0.27751104,0.00000000,0.25761187,0.00000000
-5.54977489,1.10095263,0.48490693,0.45826838,0.26383426,0.00000000,0.25184380,0.00000000
-5.54377189,1.06216692,0.47662227,0.43904629,0.25104356,0.00000000,0.24829688,0.00000000
-5.53776888,1.03053216,0.47105168,0.42259023,0.23929312,0.00000000,0.24709761,0.00000000
-5.53176588,1.00645627,0.46838683,0.40909342,0.22870021,0.00000000,0.24832666,0.00000000
-5.52576288,0.99015874,0.46872954,0.39867262,0.21934214,0.00000000,0.25201472,0.00000000
-5.51975988,0.98166276,0.47208708,0.39136548,0.21125491,0.00000000,0.25813961,0.00000000
-5.51375688,0.98079386,0.47837083,0.38713062,0.20443345,0.00000000,0.26662476,0.00000000
-5.50775388,0.98718531,0.48739845,0.38585041,0.19883352,0.00000000,0.27733949,0.00000000
-5.50175088,1.00029021,0.49889941,0.38733652,0.19437506,0.00000000,0.29010087,0.00000000
-5.49574787,1.01940005,0.51252378,0.39133799,0.19094684,0.00000000,0.30467764,0.00000000
-5.48974487,1.04366930,0.52785407,0.39755157,0.18841217,0.00000000,0.32079583,0.00000000
-5.48374187,1.07214512,0.54441963,0.40563418,0.18661546,0.00000000,0.33814635,0.00000000
-5.47773887,1.10380159,0.56171312,0.41521683,0.18538922,0.00000000,0.35639409,0.00000000
-5.47173587,1.13757698,0.57920860,0.42591983,0.18456141,0.00000000,0.37518861,0.00000000
-5.46573287,1.17241318,0.59638035,0.43736856,0.18396260,0.00000000,0.39417578,0.00000000
-5.45972986,1.20729553,0.61272195,0.44920936,0.18343291,0.00000000,0.41301026,0.00000000
-5.45372686,1.24129188,0.62776476,0.46112493,0.18282831,0.00000000,0.43136812,0.00000000
-5.44772386,1.27358911,0.64109512,0.47284863,0.18202612,0.00000000,0.44895917,0.00000000
