energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.93396698,3.25236042,-1.51247528,2.27291790,-1.48590615,0.92264171,-0.37056039,0.45920802,-0.32358124,0.00000000,-0.00000000,0.01962821,-0.00463667,0.85907272,-0.40949444,0.08005818,-0.01572608,1.01374478,-0.51619794
-5.92796398,3.17863351,-1.57368173,2.17638380,-1.53622008,0.89541607,-0.38510061,0.44710361,-0.33512439,0.00000000,-0.00000000,0.02000901,-0.00527760,0.82703902,-0.42986778,0.08079496,-0.01775388,1.00835532,-0.53064762
-5.92196098,3.09284426,-1.64771039,2.07355329,-1.59723084,0.86504197,-0.40341405,0.43336716,-0.34777177,0.00000000,-0.00000000,0.02034524,-0.00598185,0.79227228,-0.45488732,0.08112339,-0.02000454,0.99850316,-0.54820548
-5.91595798,2.99607836,-1.73371037,1.96584752,-1.66769704,0.83186378,-0.42534912,0.41819646,-0.36126117,0.00000000,-0.00000000,0.02063233,-0.00674882,0.75521968,-0.48435698,0.08103460,-0.02247662,0.98430921,-0.56856261
-5.90995498,2.88959625,-1.83061425,1.85475029,-1.74620874,0.79628690,-0.45067439,0.40179944,-0.37532089,0.00000000,-0.00000000,0.02086546,-0.00757672,0.71637487,-0.51798242,0.08052609,-0.02516500,0.96595476,-0.59138578
-5.90395198,2.77479985,-1.93715701,1.74176986,-1.83121531,0.75876708,-0.47908241,0.38438875,-0.38967715,0.00000000,-0.00000000,0.02103969,-0.00846246,0.67626524,-0.55537419,0.07960190,-0.02806053,0.94367586,-0.61632585
-5.89794897,2.65319651,-2.05189796,1.62840185,-1.92105508,0.71979816,-0.51019545,0.36617693,-0.40406131,0.00000000,-0.00000000,0.02115013,-0.00940157,0.63543824,-0.59605307,0.07827261,-0.03114975,0.91775685,-0.64302529
-5.89194597,2.52636181,-2.17324565,1.51609457,-2.01398650,0.67989879,-0.54357275,0.34737208,-0.41821651,0.00000000,-0.00000000,0.02119213,-0.01038812,0.59444744,-0.63945767,0.07655522,-0.03441473,0.88852340,-0.67112476
-5.88594297,2.39590219,-2.29948528,1.40621770,-2.10822035,0.63959879,-0.57871943,0.32817424,-0.43190360,0.00000000,-0.00000000,0.02116146,-0.01141477,0.55383866,-0.68495432,0.07447278,-0.03783288,0.85633506,-0.70026847
-5.87993997,2.26341892,-2.42880848,1.30003533,-2.20195257,0.59942545,-0.61509688,0.30877253,-0.44490625,0.00000000,-0.00000000,0.02105453,-0.01247276,0.51413692,-0.73184908,0.07205390,-0.04137706,0.82157771,-0.73010839
-5.87393697,2.13047413,-2.55934498,1.19868356,-2.29339726,0.55989047,-0.65213444,0.28934291,-0.45703487,0.00000000,-0.00000000,0.02086859,-0.01355201,0.47583429,-0.77940193,0.06933209,-0.04501568,0.78465594,-0.76030720
-5.86793397,1.99855985,-2.68919592,1.10315317,-2.38081930,0.52147779,-0.68924212,0.27004664,-0.46812949,0.00000000,-0.00000000,0.02060190,-0.01464121,0.43937933,-0.82684259,0.06634498,-0.04871301,0.74598562,-0.79054026
-5.86193097,1.86907068,-2.81646810,1.01427721,-2.46256615,0.48463266,-0.72582415,0.25102935,-0.47806141,0.00000000,-0.00000000,0.02025388,-0.01572801,0.40516808,-0.87338788,0.06313342,-0.05242961,0.70598669,-0.82049647
-5.85592796,1.74328055,-2.93930865,0.93272342,-2.53709806,0.44975234,-0.76129285,0.23242055,-0.48673367,0.00000000,-0.00000000,0.01982523,-0.01679925,0.37353690,-0.91826002,0.05974053,-0.05612287,0.66507637,-0.84987853
-5.84992496,1.62232374,-3.05593939,0.85899094,-2.60301627,0.41717842,-0.79508261,0.21433368,-0.49408042,0.00000000,-0.00000000,0.01931801,-0.01784115,0.34475719,-0.96070532,0.05621068,-0.05974777,0.62366286,-0.87840261
-5.84392196,1.50718036,-3.16469003,0.79341118,-2.65908839,0.38719102,-0.82666334,0.19686642,-0.50006529,0.00000000,-0.00000000,0.01873565,-0.01883964,0.31903201,-1.00001275,0.05258848,-0.06325767,0.58213963,-0.90579781
-5.83791896,1.39866632,-3.26402938,0.73615197,-2.70427048,0.36000484,-0.85555298,0.18010127,-0.50467882,0.00000000,-0.00000000,0.01808296,-0.01978062,0.29649449,-1.03553160,0.04891784,-0.06660525,0.54088033,-0.93180551
-5.83191596,1.29742744,-3.35259357,0.68722481,-2.73772508,0.33576700,-0.88132875,0.16410633,-0.50793533,0.00000000,-0.00000000,0.01736600,-0.02065034,0.27720805,-1.06668764,0.04524101,-0.06974348,0.50023443,-0.95617900
-5.82591296,1.20393793,-3.42921050,0.64649453,-2.75883472,0.31455670,-0.90363642,0.14893623,-0.50986915,0.00000000,-0.00000000,0.01659202,-0.02143566,0.26116806,-1.09299718,0.04159778,-0.07262672,0.46052371,-0.97868336
-5.81990995,1.11850252,-3.49291961,0.61369105,-2.76721046,0.29638659,-0.92219749,0.13463307,-0.51053064,0.00000000,-0.00000000,0.01576925,-0.02212441,0.24830511,-1.11407831,0.03802474,-0.07521174,0.42203946,-0.99909591
-5.81390695,1.04126247,-3.54298623,0.58842282,-2.76269512,0.28120558,-0.93681383,0.12122755,-0.50998203,0.00000000,-0.00000000,0.01490672,-0.02270569,0.23848940,-1.12965901,0.03455476,-0.07745875,0.38504058,-1.01720706
-5.80790395,0.97220477,-3.57890999,0.57019174,-2.74536093,0.26890320,-0.94736963,0.10873999,-0.50829340,0.00000000,-0.00000000,0.01401403,-0.02317012,0.23153639,-1.13958165,0.03121649,-0.07933244,0.34975258,-1.03282175
-5.80190095,0.91117453,-3.60042700,0.55840932,-2.71550178,0.25931514,-0.95383060,0.09718146,-0.50553883,0.00000000,-0.00000000,0.01310112,-0.02351015,0.22721325,-1.14380381,0.02803409,-0.08080281,0.31636744,-1.04576131
-5.79589795,0.85789002,-3.60750555,0.55241380,-2.67362004,0.25222989,-0.95624040,0.08655493,-0.50179290,0.00000000,-0.00000000,0.01217800,-0.02372018,0.22524627,-1.14239524,0.02502712,-0.08184598,0.28504424,-1.05586568
-5.78989495,0.81196021,-3.60033567,0.55148829,-2.62040848,0.24739640,-0.95471464,0.07685644,-0.49712776,0.00000000,-0.00000000,0.01125452,-0.02379675,0.22532885,-1.13553130,0.02221048,-0.08244481,0.25591070,-1.06299582
-5.78389195,0.77290423,-3.57931298,0.55487959,-2.55672785,0.24453237,-0.94943257,0.06807626,-0.49161066,0.00000000,-0.00000000,0.01034013,-0.02373862,0.22712997,-1.12348309,0.01959461,-0.08258932,0.22906539,-1.06703617
-5.77788894,0.74017241,-3.54501738,0.56181752,-2.48358082,0.24333313,-0.94062705,0.06020011,-0.48530211,0.00000000,-0.00000000,0.00944366,-0.02354680,0.23030309,-1.10660478,0.01718567,-0.08227699,0.20458059,-1.06789701
-5.77188594,0.71316843,-3.49818787,0.57153464,-2.40208317,0.24348094,-0.92857322,0.05321039,-0.47825465,0.00000000,-0.00000000,0.00857318,-0.02322453,0.23449513,-1.08531880,0.01498593,-0.08151281,0.18250571,-1.06551652
-5.76588294,0.69127195,-3.43969433,0.58328576,-2.31343339,0.24465429,-0.91357649,0.04708735,-0.47051226,0.00000000,-0.00000000,0.00773578,-0.02277716,0.23935555,-1.06009961,0.01299414,-0.08030914,0.16287104,-1.05986249
-5.75987994,0.67386115,-3.37050769,0.59636716,-2.21888164,0.24653714,-0.89596045,0.04181031,-0.46211033,0.00000000,-0.00000000,0.00693756,-0.02221201,0.24454509,-1.03145671,0.01120601,-0.07868536,0.14569174,-1.05093348
-5.75387694,0.66033451,-3.29166988,0.61013478,-2.11969917,0.24882779,-0.87605519,0.03735875,-0.45307615,0.00000000,-0.00000000,0.00618346,-0.02153822,0.24974420,-0.99991790,0.00961472,-0.07666737,0.13097195,-1.03875946
-5.74787394,0.65013117,-3.20426470,0.62402094,-2.01714940,0.25124707,-0.85418676,0.03371337,-0.44342994,0.00000000,-0.00000000,0.00547730,-0.02076644,0.25466074,-0.96601325,0.00821140,-0.07428693,0.11870864,-1.02340192
-5.74187094,0.64274916,-3.10939098,0.63754897,-1.91246148,0.25354576,-0.83066812,0.03085699,-0.43318621,0.00000000,-0.00000000,0.00482176,-0.01990858,0.25903689,-0.93026076,0.00698561,-0.07158079,0.10889532,-1.00495334
-5.73586793,0.63776090,-3.00813897,0.65034524,-1.80680728,0.25551079,-0.80579188,0.02877531,-0.42235550,0.00000000,-0.00000000,0.00421842,-0.01897753,0.26265486,-0.89315398,0.00592587,-0.06858979,0.10152515,-0.98353622
-5.72986493,0.63482525,-2.90157079,0.66214793,-1.70128239,0.25697017,-0.77982528,0.02745746,-0.41094631,0.00000000,-0.00000000,0.00366787,-0.01798682,0.26534145,-0.85515227,0.00502004,-0.06535785,0.09659346,-0.95930163
-5.72386193,0.63369581,-2.79070552,0.67281212,-1.59689161,0.25779645,-0.75300727,0.02689632,-0.39896720,0.00000000,-0.00000000,0.00316973,-0.01695033,0.26697100,-0.81667371,0.00425573,-0.06193090,0.09409952,-0.93242743
-5.71785893,0.63422496,-2.67650904,0.68231087,-1.49453909,0.25790855,-0.72554788,0.02708860,-0.38642891,0.00000000,-0.00000000,0.00272283,-0.01588193,0.26746693,-0.77809098,0.00362063,-0.05835583,0.09404743,-0.90311616
-5.71185593,0.63636344,-2.55988864,0.69073193,-1.39502322,0.25727189,-0.69762948,0.02803468,-0.37334645,0.00000000,-0.00000000,0.00232531,-0.01479523,0.26680157,-0.73972992,0.00310280,-0.05467943,0.09644608,-0.87159277
-5.70585293,0.64015558,-2.44169205,0.69827029,-1.29903584,0.25589690,-0.66940989,0.02973813,-0.35974098,0.00000000,-0.00000000,0.00197475,-0.01370328,0.26499434,-0.70187066,0.00269087,-0.05094742,0.10130819,-0.83810222
-5.69984992,0.64573019,-2.32271016,0.70521643,-1.20716549,0.25383591,-0.64102674,0.03220502,-0.34564156,0.00000000,-0.00000000,0.00166827,-0.01261834,0.26210844,-0.66475090,0.00237423,-0.04720357,0.10864838,-0.80290690
-5.69384692,0.65328768,-2.20368271,0.71194091,-1.11990392,0.25117858,-0.61260282,0.03544297,-0.33108651,0.00000000,-0.00000000,0.00140271,-0.01155167,0.25824609,-0.62857090,0.00214315,-0.04348885,0.11848051,-0.76628412
-5.68784392,0.66308376,-2.08530602,0.71887562,-1.03765527,0.24804613,-0.58425177,0.03945998,-0.31612442,0.00000000,-0.00000000,0.00117470,-0.01051336,0.25354255,-0.59349954,0.00198886,-0.03984083,0.13081414,-0.72852349
-5.68184092,0.67541065,-1.96824167,0.72649257,-0.96074695,0.24458450,-0.55608378,0.04426317,-0.30081471,0.00000000,-0.00000000,0.00098079,-0.00951221,0.24815915,-0.55968101,0.00190357,-0.03629310,0.14565063,-0.68992426
-5.67583792,0.69057658,-1.85312520,0.73528102,-0.88944145,0.24095691,-0.52821076,0.04985733,-0.28522785,0.00000000,-0.00000000,0.00081752,-0.00855566,0.24227576,-0.52724155,0.00188052,-0.03287490,0.16297873,-0.65079268
-5.66983492,0.70888451,-1.74057393,0.74572391,-0.82394821,0.23733605,-0.50075062,0.05624351,-0.26944491,0.00000000,-0.00000000,0.00068152,-0.00764973,0.23608282,-0.49629557,0.00191397,-0.02961089,0.18277023,-0.61143935
-5.66383192,0.73061120,-1.63119307,0.75827467,-0.76443475,0.23389630,-0.47383037,0.06341757,-0.25355690,0.00000000,-0.00000000,0.00056955,-0.00679908,0.22977342,-0.46695095,0.00199918,-0.02652105,0.20497560,-0.57217647
-5.65782891,0.75598749,-1.52557961,0.77333526,-0.71103650,0.23080620,-0.44758774,0.07136888,-0.23766351,0.00000000,-0.00000000,0.00047854,-0.00600696,0.22353581,-0.43931293,0.00213239,-0.02362073,0.22952011,-0.53331515
-5.65182591,0.78518078,-1.42432354,0.79123655,-0.66386464,0.22822169,-0.42217137,0.08007912,-0.22187156,0.00000000,-0.00000000,0.00040568,-0.00527537,0.21754641,-0.41348659,0.00231085,-0.02092078,0.25630058,-0.49516276
-5.64582291,0.81828059,-1.32800630,0.81222177,-0.62301175,0.22628018,-0.39773941,0.08952133,-0.20629320,0.00000000,-0.00000000,0.00034834,-0.00460511,0.21196389,-0.38957763,0.00253278,-0.01842783,0.28518293,-0.45802028
-5.63981991,0.85528769,-1.23719653,0.83643373,-0.58855498,0.22509580,-0.37445670,0.09965923,-0.19104380,0.00000000,-0.00000000,0.00030419,-0.00399591,0.20692430,-0.36769151,0.00279738,-0.01614464,0.31600079,-0.42217978
-5.63381691,0.89610742,-1.15244335,0.86390617,-0.56055667,0.22475593,-0.35249081,0.11044674,-0.17623983,0.00000000,-0.00000000,0.00027113,-0.00344656,0.20253751,-0.34793114,0.00310486,-0.01407050,0.34855519,-0.38792202
-5.62781391,0.94054730,-1.07426764,0.89455974,-0.53906274,0.22531907,-0.33200698,0.12182791,-0.16199666,0.00000000,-0.00000000,0.00024730,-0.00295506,0.19888507,-0.33039325,0.00345648,-0.01220170,0.38261549,-0.35551426
-5.62181091,0.98831896,-1.00315189,0.92820231,-0.52409887,0.22681413,-0.31316256,0.13373711,-0.14842637,0.00000000,-0.00000000,0.00023108,-0.00251876,0.19601934,-0.31516380,0.00385455,-0.01053199,0.41792148,-0.32520827
-5.61580790,1.03904418,-0.93952919,0.96453368,-0.51566516,0.22924096,-0.29610105,0.14609947,-0.13563585,0.00000000,-0.00000000,0.00022106,-0.00213453,0.19396399,-0.30231271,0.00430248,-0.00905308,0.45418656,-0.29723858
-5.60980490,1.09226457,-0.88377212,1.00315413,-0.51372946,0.23257216,-0.28094622,0.15883163,-0.12372495,0.00000000,-0.00000000,0.00021606,-0.00179885,0.19271573,-0.29188841,0.00480478,-0.00775513,0.49110193,-0.27182099
-5.60380190,1.14745418,-0.83618212,1.04357636,-0.51822020,0.23675577,-0.26779665,0.17184273,-0.11278498,0.00000000,-0.00000000,0.00021505,-0.00150797,0.19224695,-0.28391249,0.00536708,-0.00662716,0.52834155,-0.24915129
-5.59779890,1.20403444,-0.79697990,1.08524003,-0.52901908,0.24171888,-0.25672096,0.18503550,-0.10289747,0.00000000,-0.00000000,0.00021719,-0.00125804,0.19250924,-0.27837491,0.00599607,-0.00565750,0.56556768,-0.22940423
-5.59179590,1.26139048,-0.76629753,1.12752812,-0.54595439,0.24737169,-0.24775398,0.19830757,-0.09413319,0.00000000,-0.00000000,0.00022177,-0.00104517,0.19343738,-0.27523003,0.00669944,-0.00483413,0.60243669,-0.21273256
-5.58579290,1.31888793,-0.74417244,1.16978452,-0.56879525,0.25361192,-0.24089413,0.21155279,-0.08655151,0.00000000,-0.00000000,0.00022823,-0.00086556,0.19495371,-0.27439389,0.00748574,-0.00414499,0.63860502,-0.19926620
-5.57978989,1.37588946,-0.73054370,1.21133175,-0.59724748,0.26032924,-0.23610208,0.22466265,-0.08019999,0.00000000,-0.00000000,0.00023611,-0.00071553,0.19697251,-0.27574272,0.00836419,-0.00357824,0.67373490,-0.18911142
-5.57378689,1.43177031,-0.72525076,1.25148840,-0.63095135,0.26740961,-0.23330077,0.23752767,-0.07511415,0.00000000,-0.00000000,0.00024504,-0.00059160,0.19940420,-0.27911313,0.00934441,-0.00312249,0.70749972,-0.18234993
-5.56778389,1.48593211,-0.72803451,1.28958558,-0.66948149,0.27473918,-0.23237679,0.25003883,-0.07131756,0.00000000,-0.00000000,0.00025474,-0.00049053,0.20215917,-0.28430376,0.01043608,-0.00276687,0.73958885,-0.17903792
-5.56178089,1.53781455,-0.73854084,1.32498186,-0.71234917,0.28220777,-0.23318308,0.26208892,-0.06882190,0.00000000,-0.00000000,0.00026502,-0.00040934,0.20515115,-0.29107853,0.01164855,-0.00250121,0.76971190,-0.17920491
-5.55577789,1.58690475,-0.75632634,1.35707656,-0.75900694,0.28971168,-0.23554277,0.27357397,-0.06762725,0.00000000,-0.00000000,0.00027570,-0.00034530,0.20829982,-0.29917134,0.01299037,-0.00231599,0.79760214,-0.18285251
-5.54977489,1.63274407,-0.78086593,1.38532097,-0.80885559,0.29715593,-0.23925406,0.28439456,-0.06772237,0.00000000,-0.00000000,0.00028667,-0.00029597,0.21153282,-0.30829205,0.01446874,-0.00220245,0.82301943,-0.18995306
-5.54377189,1.67493253,-0.81156229,1.40922778,-0.86125324,0.30445578,-0.24409583,0.29445729,-0.06908511,0.00000000,-0.00000000,0.00029786,-0.00025918,0.21478703,-0.31813351,0.01608896,-0.00215248,0.84575241,-0.20044823
-5.53776888,1.71313114,-0.84775660,1.42837852,-0.91552621,0.31153761,-0.24983385,0.30367615,-0.07168274,0.00000000,-0.00000000,0.00030919,-0.00023299,0.21800905,-0.32837933,0.01785388,-0.00215864,0.86562027,-0.21424776
-5.53176588,1.74706241,-0.88874040,1.44242928,-0.97098133,0.31833935,-0.25622724,0.31197405,-0.07547241,0.00000000,-0.00000000,0.00032064,-0.00021571,0.22115521,-0.33871212,0.01976327,-0.00221406,0.88247410,-0.23122834
-5.52576288,1.77650946,-0.93376815,1.45111502,-1.02691927,0.32481030,-0.26303501,0.31928432,-0.08040157,0.00000000,-0.00000000,0.00033213,-0.00020588,0.22419090,-0.34882182,0.02181338,-0.00231239,0.89619811,-0.25123295
-5.51975988,1.80131439,-0.98207030,1.45425246,-1.08264828,0.33091070,-0.27002237,0.32555229,-0.08640851,0.00000000,-0.00000000,0.00034364,-0.00020221,0.22708958,-0.35841379,0.02399639,-0.00244776,0.90671065,-0.27407068
-5.51375688,1.82137612,-1.03286641,1.45174205,-1.13749798,0.33661105,-0.27696663,0.33073695,-0.09342294,0.00000000,-0.00000000,0.00035508,-0.00020358,0.22983145,-0.36721637,0.02630016,-0.00261469,0.91396534,-0.29951726
-5.50775388,1.83664835,-1.08537819,1.44356886,-1.19083252,0.34189123,-0.28366246,0.33481244,-0.10136660,0.00000000,-0.00000000,0.00036640,-0.00020902,0.23240191,-0.37498760,0.02870795,-0.00280811,0.91795226,-0.32731639
-5.50175088,1.84713781,-1.13884204,1.42980284,-1.24206268,0.34673973,-0.28992634,0.33776967,-0.11015409,0.00000000,-0.00000000,0.00037748,-0.00021770,0.23479012,-0.38152083,0.03119843,-0.00302330,0.91869927,-0.35718196
-5.49574787,1.85290319,-1.19252098,1.41059815,-1.29065651,0.35115284,-0.29560015,0.33961761,-0.11969367,0.00000000,-0.00000000,0.00038821,-0.00022887,0.23698747,-0.38664905,0.03374575,-0.00325592,0.91627349,-0.38880126
-5.48974487,1.85405466,-1.24571555,1.38619185,-1.33614796,0.35513404,-0.30055363,0.34038451,-0.12988825,0.00000000,-0.00000000,0.00039846,-0.00024189,0.23898637,-0.39024781,0.03631997,-0.00350206,0.91078270,-0.42183902
-5.48374187,1.85075423,-1.29777358,1.35690157,-1.37814334,0.35869354,-0.30468597,0.34011877,-0.14063640,0.00000000,-0.00000000,0.00040807,-0.00025620,0.24077915,-0.39223668,0.03888750,-0.00375827,0.90237677,-0.45594231
-5.47773887,1.84321662,-1.34809851,1.32312239,-1.41632529,0.36184804,-0.30792617,0.33888940,-0.15183343,0.00000000,-0.00000000,0.00041686,-0.00027129,0.24235739,-0.39257918,0.04141189,-0.00402170,0.89124882,-0.49074610
-5.47173587,1.83171060,-1.39615617,1.28532238,-1.45045411,0.36462075,-0.31023251,0.33678614,-0.16337244,0.00000000,-0.00000000,0.00042466,-0.00028673,0.24371146,-0.39128134,0.04385473,-0.00429018,0.87763595,-0.52587925
-5.46573287,1.81656039,-1.44147967,1.24403718,-1.48036654,0.36704152,-0.31159110,0.33391902,-0.17514539,0.00000000,-0.00000000,0.00043127,-0.00030211,0.24483049,-0.38838894,0.04617669,-0.00456234,0.86181950,-0.56097073
-5.45972986,1.79814692,-1.48367249,1.19986306,-1.50597196,0.36914722,-0.31201357,0.33041745,-0.18704407,0.00000000,-0.00000000,0.00043653,-0.00031711,0.24570264,-0.38398366,0.04833869,-0.00483777,0.84412445,-0.59565576
-5.45372686,1.77690858,-1.52240958,1.15344879,-1.52724629,0.37098219,-0.31153408,0.32642881,-0.19896087,0.00000000,-0.00000000,0.00044025,-0.00033142,0.24631559,-0.37817824,0.05030314,-0.00511718,0.82491806,-0.62958165
-5.44772386,1.75334106,-1.55743645,1.10548621,-1.54422387,0.37259876,-0.31020590,0.32211643,-0.21078954,0.00000000,-0.00000000,0.00044230,-0.00034480,0.24665740,-0.37111109,0.05203515,-0.00540250,0.80460736,-0.66241302
-5.44172086,1.72799610,-1.58856642,1.05669959,-1.55698773,0.37405778,-0.30809755,0.31765722,-0.22242569,0.00000000,-0.00000000,0.00044254,-0.00035703,0.24671746,-0.36294037,0.05350377,-0.00569704,0.78363570,-0.69383625
-5.43571786,1.70147876,-1.61567621,1.00783402,-1.56565873,0.37542907,-0.30528881,0.31323884,-0.23376712,0.00000000,-0.00000000,0.00044091,-0.00036794,0.24648764,-0.35383796,0.05468305,-0.00600556,0.76247807,-0.72356298
-5.42971486,1.67444307,-1.63869997,0.95964306,-1.57038413,0.37679169,-0.30186672,0.30905648,-0.24471411,0.00000000,-0.00000000,0.00043737,-0.00037741,0.24596343,-0.34398345,0.05555301,-0.00633438,0.74163534,-0.75133264
-5.42371186,1.64758593,-1.65762229,0.91287585,-1.57132607,0.37823408,-0.29792176,0.30530943,-0.25516953,0.00000000,-0.00000000,0.00043192,-0.00038534,0.24514515,-0.33355850,0.05610041,-0.00669138,0.72162735,-0.77691396
-5.41770885,1.62163913,-1.67247046,0.86826413,-1.56865081,0.37985375,-0.29354429,0.30219741,-0.26503895,0.00000000,-0.00000000,0.00042466,-0.00039170,0.24403901,-0.32274157,0.05631924,-0.00708596,0.70298504,-0.80010550
-5.41170585,1.59735941,-1.68330643,0.82650932,-1.56251894,0.38175673,-0.28882143,0.29991682,-0.27423082,0.00000000,-0.00000000,0.00041571,-0.00039646,0.24265804,-0.31170339,0.05621105,-0.00752898,0.68624161,-0.82073550
-5.40570285,1.57551677,-1.69021903,0.78827010,-1.55307740,0.38405649,-0.28383449,0.29865691,-0.28265671,0.00000000,-0.00000000,0.00040528,-0.00039964,0.24102278,-0.30060305,0.05578492,-0.00803257,0.67192293,-0.83866108
-5.39969985,1.55688093,-1.69331673,0.75415062,-1.54045356,0.38687240,-0.27865698,0.29859602,-0.29023183,0.00000000,-0.00000000,0.00039365,-0.00040129,0.23916177,-0.28958505,0.05505724,-0.00860990,0.66053724,-0.85376722
-5.39369685,1.54220629,-1.69272147,0.72468978,-1.52475175,0.39032758,-0.27335320,0.29989780,-0.29687569,0.00000000,-0.00000000,0.00038114,-0.00040148,0.23711159,-0.27877701,0.05405120,-0.00927488,0.65256447,-0.86596549
-5.38769385,1.53221543,-1.68856387,0.70035148,-1.50605239,0.39454630,-0.26797752,0.30270767,-0.30251319,0.00000000,-0.00000000,0.00036818,-0.00040031,0.23491665,-0.26828836,0.05279606,-0.01004178,0.64844526,-0.87519310
-5.38169085,1.52758171,-1.68097990,0.68151632,-1.48441378,0.39965066,-0.26257428,0.30714933,-0.30707590,0.00000000,-0.00000000,0.00035525,-0.00039788,0.23262851,-0.25820964,0.05132626,-0.01092471,0.64856989,-0.88141214
-5.37568784,1.52891100,-1.67010931,0.66847456,-1.45987648,0.40575685,-0.25717814,0.31332153,-0.31050376,0.00000000,-0.00000000,0.00034289,-0.00039433,0.23030490,-0.24861269,0.04968033,-0.01193715,0.65326743,-0.88460943
-5.36968484,1.53672335,-1.65609562,0.66142060,-1.43246983,0.41297084,-0.25181508,0.32129508,-0.31274695,0.00000000,-0.00000000,0.00033173,-0.00038978,0.22800822,-0.23955120,0.04789977,-0.01309131,0.66279537,-0.88479674
-5.36368184,1.55143480,-1.63908765,0.66044904,-1.40222041,0.42138383,-0.24650367,0.33111014,-0.31376797,0.00000000,-0.00000000,0.00032246,-0.00038437,0.22580388,-0.23106197,0.04602784,-0.01439754,0.67732988,-0.88201171
-5.35767884,1.57334013,-1.61924218,0.66555225,-1.36916171,0.43106729,-0.24125662,0.34277388,-0.31354388,0.00000000,-0.00000000,0.00031584,-0.00037824,0.22375813,-0.22316637,0.04410832,-0.01586368,0.69695724,-0.87631903
-5.35167584,1.60259705,-1.59672760,0.67661966,-1.33334451,0.44206814,-0.23608265,0.35625856,-0.31206840,0.00000000,-0.00000000,0.00031271,-0.00037154,0.22193585,-0.21587210,0.04218435,-0.01749438,0.72166646,-0.86781206
-5.34567284,1.63921251,-1.57172797,0.69343861,-1.29484721,0.45440392,-0.23098829,0.37150016,-0.30935390,0.00000000,-0.00000000,0.00031396,-0.00036440,0.22039812,-0.20917513,0.04029737,-0.01929054,0.75134373,-0.85661440
