energy_ev,total_up,Ag_p_up,Ag_d_up,Al_p_up,Al_d_up,Se_s_up,Se_p_up
-6.00000000,5.50737795,0.99173565,5.09130540,0.14956098,0.00000000,0.02416777,0.15593848
-5.99399700,5.63050417,1.00699286,5.20595982,0.14839458,0.00000000,0.02584573,0.15985714
-5.98799400,5.76088876,1.01995295,5.32881486,0.14722624,0.00000000,0.02762423,0.16335252
-5.98199100,5.89723983,1.03029053,5.45875484,0.14608878,0.00000000,0.02949388,0.16635235
-5.97598799,6.03817930,1.03769411,5.59457186,0.14500791,0.00000000,0.03144367,0.16878899
-5.96998499,6.18226509,1.04187942,5.73498130,0.14400227,0.00000000,0.03346128,0.17060188
-5.96398199,6.32801501,1.04260261,5.87863908,0.14308368,0.00000000,0.03553349,0.17173993
-5.95797899,6.47393245,1.03967299,6.02416082,0.14225780,0.00000000,0.03764655,0.17216358
-5.95197599,6.61853340,1.03296416,6.17014329,0.14152500,0.00000000,0.03978668,0.17184670
-5.94597299,6.76037482,1.02242323,6.31518792,0.14088142,0.00000000,0.04194044,0.17077790
-5.93996998,6.89808366,1.00807738,6.45792640,0.14032015,0.00000000,0.04409519,0.16896153
-5.93396698,7.03038599,0.99003744,6.59704772,0.13983241,0.00000000,0.04623942,0.16641794
-5.92796398,7.15613538,0.96849822,6.73132615,0.13940871,0.00000000,0.04836308,0.16318335
-5.92196098,7.27433983,0.94373551,6.85964923,0.13903993,0.00000000,0.05045787,0.15930904
-5.91595798,7.38418607,0.91609998,6.98104476,0.13871816,0.00000000,0.05251736,0.15486008
-5.90995498,7.48506042,0.88600815,7.09470582,0.13843745,0.00000000,0.05453717,0.14991357
-5.90395198,7.57656537,0.85393100,7.20001254,0.13819429,0.00000000,0.05651494,0.14455657
-5.89794897,7.65853081,0.82038070,7.29654971,0.13798791,0.00000000,0.05845034,0.13888367
-5.89194597,7.73101960,0.78589621,7.38411916,0.13782030,0.00000000,0.06034495,0.13299447
-5.88594297,7.79432676,0.75102828,7.46274621,0.13769616,0.00000000,0.06220212,0.12699100
-5.87993997,7.84897225,0.71632468,7.53267965,0.13762257,0.00000000,0.06402675,0.12097518
-5.87393697,7.89568720,0.68231616,7.59438493,0.13760862,0.00000000,0.06582511,0.11504644
-5.86793397,7.93539397,0.64950378,7.64853054,0.13766494,0.00000000,0.06760455,0.10929962
-5.86193097,7.96918037,0.61834787,7.69596792,0.13780310,0.00000000,0.06937330,0.10382306
-5.85592796,7.99826883,0.58925911,7.73770526,0.13803514,0.00000000,0.07114020,0.09869715
-5.84992496,8.02398118,0.56259181,7.77487606,0.13837294,0.00000000,0.07291444,0.09399310
-5.84392196,8.04770005,0.53863928,7.80870314,0.13882777,0.00000000,0.07470539,0.08977217
-5.83791896,8.07082776,0.51763142,7.84045924,0.13940976,0.00000000,0.07652232,0.08608507
-5.83191596,8.09474361,0.49973418,7.87142521,0.14012748,0.00000000,0.07837419,0.08297179
-5.82591296,8.12076068,0.48505066,7.90284678,0.14098754,0.00000000,0.08026942,0.08046155
-5.81990995,8.15008289,0.47362340,7.93589109,0.14199422,0.00000000,0.08221567,0.07857293
-5.81390695,8.18376330,0.46543780,7.97160397,0.14314915,0.00000000,0.08421948,0.07731417
-5.80790395,8.22266438,0.46042594,8.01086893,0.14445093,0.00000000,0.08628604,0.07668349
-5.80190095,8.26742126,0.45847083,8.05436889,0.14589484,0.00000000,0.08841881,0.07666947
-5.79589795,8.31840859,0.45941064,8.10255159,0.14747251,0.00000000,0.09061909,0.07725140
-5.78989495,8.37571212,0.46304282,8.15559960,0.14917157,0.00000000,0.09288566,0.07839964
-5.78389195,8.43910574,0.46912794,8.21340597,0.15097537,0.00000000,0.09521431,0.08007594
-5.77788894,8.50803507,0.47739342,8.27555632,0.15286267,0.00000000,0.09759741,0.08223382
-5.77188594,8.58160858,0.48753691,8.34131862,0.15480749,0.00000000,0.10002355,0.08481889
-5.76588294,8.65859729,0.49922977,8.40964124,0.15677900,0.00000000,0.10247716,0.08776931
-5.75987994,8.73744398,0.51212058,8.47916050,0.15874153,0.00000000,0.10493839,0.09101632
-5.75387694,8.81628265,0.52583897,8.54821801,0.16065485,0.00000000,0.10738296,0.09448490
-5.74787394,8.89296902,0.53999999,8.61488866,0.16247457,0.00000000,0.10978237,0.09809467
-5.74187094,8.96512192,0.55420907,8.67701910,0.16415290,0.00000000,0.11210421,0.10176091
-5.73586793,9.03017579,0.56806777,8.73227655,0.16563951,0.00000000,0.11431274,0.10539592
-5.72986493,9.08544317,0.58118033,8.77820722,0.16688286,0.00000000,0.11636977,0.10891048
-5.72386193,9.12818610,0.59316099,8.81230305,0.16783157,0.00000000,0.11823565,0.11221565
-5.71785893,9.15569446,0.60364188,8.83207488,0.16843610,0.00000000,0.11987063,0.11522465
-5.71185593,9.16536871,0.61228138,8.83512983,0.16865056,0.00000000,0.12123624,0.11785486
-5.70585293,9.15480413,0.61877255,8.81925002,0.16843455,0.00000000,0.12229689,0.12002998
-5.69984992,9.12187325,0.62285136,8.78246961,0.16775502,0.00000000,0.12302140,0.12168199
-5.69384692,9.06480282,0.62430424,8.72314680,0.16658795,0.00000000,0.12338459,0.12275314
-5.68784392,8.98224190,0.62297472,8.64002753,0.16491983,0.00000000,0.12336865,0.12319766
-5.68184092,8.87331767,0.61876853,8.53229781,0.16274886,0.00000000,0.12296432,0.12298320
-5.67583792,8.73767605,0.61165710,8.39962194,0.16008564,0.00000000,0.12217179,0.12209189
-5.66983492,8.57550490,0.60167898,8.24216462,0.15695351,0.00000000,0.12100118,0.12052099
-5.66383192,8.38753832,0.58893924,8.06059544,0.15338824,0.00000000,0.11947266,0.11828306
-5.65782891,8.17504144,0.57360650,7.85607535,0.14943730,0.00000000,0.11761608,0.11540567
-5.65182591,7.93977620,0.55590805,7.63022545,0.14515851,0.00000000,0.11547017,0.11193065
-5.64582291,7.68394955,0.53612284,7.38507949,0.14061833,0.00000000,0.11308134,0.10791283
-5.63981991,7.41014625,0.51457292,7.12302208,0.13588959,0.00000000,0.11050205,0.10341847
-5.63381691,7.12124959,0.49161355,6.84671566,0.13104906,0.00000000,0.10778892,0.09852334
-5.62781391,6.82035350,0.46762252,6.55901943,0.12617473,0.00000000,0.10500056,0.09331056
-5.62181091,6.51067033,0.44298904,6.26290429,0.12134303,0.00000000,0.10219542,0.08786829
-5.61580790,6.19543826,0.41810278,5.96136730,0.11662620,0.00000000,0.09942945,0.08228745
-5.60980490,5.87783259,0.39334355,5.65734979,0.11208973,0.00000000,0.09675402,0.07665940
-5.60380190,5.56088449,0.36907188,5.35366222,0.10779020,0.00000000,0.09421399,0.07107378
-5.59779890,5.24741037,0.34562105,5.05291888,0.10377349,0.00000000,0.09184610,0.06561665
-5.59179590,4.93995433,0.32329071,4.75748460,0.10007353,0.00000000,0.08967775,0.06036872
-5.58579290,4.64074517,0.30234221,4.46943491,0.09671151,0.00000000,0.08772622,0.05540410
-5.57978989,4.35166877,0.28299587,4.19053034,0.09369575,0.00000000,0.08599838,0.05078914
-5.57378689,4.07425565,0.26542995,3.92220471,0.09102206,0.00000000,0.08449086,0.04658179
-5.56778389,3.80968288,0.24978134,3.66556663,0.08867463,0.00000000,0.08319070,0.04283117
-5.56178089,3.55878859,0.23614768,3.42141264,0.08662743,0.00000000,0.08207643,0.03957742
-5.55577789,3.32209719,0.22459065,3.19025012,0.08484595,0.00000000,0.08111945,0.03685182
-5.54977489,3.09985270,0.21514017,2.97232775,0.08328920,0.00000000,0.08028579,0.03467709
-5.54377189,2.89205766,0.20779914,2.76767103,0.08191196,0.00000000,0.07953795,0.03306782
-5.53776888,2.69851497,0.20254840,2.57612052,0.08066706,0.00000000,0.07883687,0.03203101
-5.53176588,2.51887033,0.19935168,2.39737062,0.07950759,0.00000000,0.07814392,0.03156671
-5.52576288,2.35265288,0.19816010,2.23100676,0.07838901,0.00000000,0.07742271,0.03166856
-5.51975988,2.19931260,0.19891629,2.07653954,0.07727106,0.00000000,0.07664081,0.03232443
-5.51375688,2.05825277,0.20155762,1.93343449,0.07611927,0.00000000,0.07577111,0.03351700
-5.50775388,1.92885692,0.20601869,1.80113676,0.07490619,0.00000000,0.07479294,0.03522421
-5.50175088,1.81050965,0.21223300,1.67909028,0.07361224,0.00000000,0.07369279,0.03741979
-5.49574787,1.70261143,0.22013362,1.56675149,0.07222612,0.00000000,0.07246471,0.04007366
-5.48974487,1.60458766,0.22965316,1.46359792,0.07074483,0.00000000,0.07111030,0.04315227
-5.48374187,1.51589268,0.24072302,1.36913225,0.06917331,0.00000000,0.06963835,0.04661894
-5.47773887,1.43600959,0.25327201,1.28288261,0.06752382,0.00000000,0.06806424,0.05043420
-5.47173587,1.36444676,0.26722462,1.20440008,0.06581490,0.00000000,0.06640894,0.05455607
-5.46573287,1.30073223,0.28249898,1.13325413,0.06407026,0.00000000,0.06469797,0.05894036
-5.45972986,1.24440676,0.29900481,1.06902711,0.06231743,0.00000000,0.06296001,0.06354096
-5.45372686,1.19501664,0.31664145,1.01130844,0.06058632,0.00000000,0.06122564,0.06831021
-5.44772386,1.15210696,0.33529617,0.95968926,0.05890784,0.00000000,0.05952586,0.07319920
-5.44172086,1.11521603,0.35484292,0.91375806,0.05731246,0.00000000,0.05789081,0.07815817
-5.43571786,1.08387137,0.37514166,0.87309770,0.05582898,0.00000000,0.05634851,0.08313689
-5.42971486,1.05758764,0.39603838,0.83728398,0.05448336,0.00000000,0.05492376,0.08808512
-5.42371186,1.03586665,0.41736577,0.80588598,0.05329785,0.00000000,0.05363724,0.09295305
-5.41770885,1.01819941,0.43894485,0.77846799,0.05229022,0.00000000,0.05250477,0.09769180
-5.41170585,1.00407008,0.46058728,0.75459289,0.05147332,0.00000000,0.05153694,0.10225398
-5.40570285,0.99296167,0.48209849,0.73382688,0.05085485,0.00000000,0.05073878,0.10659424
-5.39969985,0.98436304,0.50328148,0.71574498,0.05043739,0.00000000,0.05010987,0.11066987
-5.39369685,0.97777689,0.52394124,0.69993724,0.05021863,0.00000000,0.04964450,0.11444145
-5.38769385,0.97272831,0.54388958,0.68601509,0.05019179,0.00000000,0.04933218,0.11787349
-5.38169085,0.96877346,0.56295021,0.67361760,0.05034630,0.00000000,0.04915819,0.12093511
-5.37568784,0.96550787,0.58096383,0.66241724,0.05066850,0.00000000,0.04910433,0.12360071
-5.36968484,0.96257417,0.59779315,0.65212495,0.05114252,0.00000000,0.04914981,0.12585063
-5.36368184,0.95966865,0.61332736,0.64249419,0.05175117,0.00000000,0.04927208,0.12767175
-5.35767884,0.95654659,0.62748609,0.63332388,0.05247685,0.00000000,0.04944771,0.12905804
-5.35167584,0.95302603,0.64022255,0.62446007,0.05330250,0.00000000,0.04965333,0.13001107
-5.34567284,0.94898992,0.65152571,0.61579642,0.05421235,0.00000000,0.04986630,0.13054035
-5.33966983,0.94438657,0.66142148,0.60727336,0.05519276,0.00000000,0.05006547,0.13066363
-5.33366683,0.93922862,0.66997279,0.59887628,0.05623281,0.00000000,0.05023170,0.13040698
