energy_ev,total_up,Os_p_up,Os_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-5.71785893,3.11770661,1.15081168,1.51577870,0.02443998,0.89119266,0.54945468,0.00000000
-5.71185593,3.12756230,1.15103188,1.52777570,0.02472484,0.89223133,0.55611152,0.00000000
-5.70585293,3.13815094,1.15215883,1.53973622,0.02508962,0.89314463,0.56343739,0.00000000
-5.69984992,3.14935530,1.15419701,1.55152828,0.02552523,0.89395803,0.57129447,0.00000000
-5.69384692,3.16102606,1.15711057,1.56301784,0.02602063,0.89469956,0.57952853,0.00000000
-5.68784392,3.17298773,1.16082655,1.57407176,0.02656312,0.89539975,0.58797334,0.00000000
-5.68184092,3.18504588,1.16523985,1.58456100,0.02713870,0.89609136,0.59645563,0.00000000
-5.67583792,3.19699556,1.17021957,1.59436383,0.02773248,0.89680919,0.60480035,0.00000000
-5.66983492,3.20863021,1.17561631,1.60336917,0.02832915,0.89758956,0.61283616,0.00000000
-5.66383192,3.21975068,1.18126999,1.61147969,0.02891345,0.89846972,0.62040068,0.00000000
-5.65782891,3.23017367,1.18701769,1.61861467,0.02947064,0.89948688,0.62734561,0.00000000
-5.65182591,3.23973917,1.19270095,1.62471249,0.02998700,0.90067705,0.63354112,0.00000000
-5.64582291,3.24831637,1.19817215,1.62973244,0.03045018,0.90207347,0.63887973,0.00000000
-5.63981991,3.25580756,1.20329954,1.63365594,0.03084959,0.90370489,0.64327914,0.00000000
-5.63381691,3.26214984,1.20797065,1.63648692,0.03117672,0.90559353,0.64668413,0.00000000
-5.62781391,3.26731454,1.21209386,1.63825128,0.03142526,0.90775299,0.64906736,0.00000000
-5.62181091,3.27130423,1.21559818,1.63899554,0.03159127,0.91018606,0.65042906,0.00000000
-5.61580790,3.27414772,1.21843128,1.63878465,0.03167316,0.91288273,0.65079560,0.00000000
-5.60980490,3.27589336,1.22055602,1.63769900,0.03167164,0.91581845,0.65021715,0.00000000
-5.60380190,3.27660113,1.22194589,1.63583095,0.03158953,0.91895279,0.64876447,0.00000000
-5.59779890,3.27633430,1.22257972,1.63328089,0.03143155,0.92222875,0.64652500,0.00000000
-5.59179590,3.27515117,1.22243633,1.63015323,0.03120402,0.92557277,0.64359859,0.00000000
-5.58579290,3.27309772,1.22148947,1.62655245,0.03091458,0.92889558,0.64009302,0.00000000
-5.57978989,3.27020183,1.21970362,1.62257949,0.03057181,0.93209394,0.63611955,0.00000000
-5.57378689,3.26646940,1.21703123,1.61832868,0.03018488,0.93505325,0.63178876,0.00000000
-5.56778389,3.26188297,1.21341144,1.61388533,0.02976329,0.93765100,0.62720688,0.00000000
-5.56178089,3.25640282,1.20877081,1.60932418,0.02931652,0.93976098,0.62247274,0.00000000
-5.55577789,3.24997061,1.20302586,1.60470855,0.02885381,0.94125793,0.61767549,0.00000000
-5.54977489,3.24251516,1.19608746,1.60009038,0.02838392,0.94202262,0.61289309,0.00000000
-5.54377189,3.23396005,1.18786674,1.59551088,0.02791502,0.94194686,0.60819163,0.00000000
-5.53776888,3.22423233,1.17828215,1.59100165,0.02745458,0.94093835,0.60362532,0.00000000
-5.53176588,3.21327166,1.16726720,1.58658623,0.02700927,0.93892505,0.59923722,0.00000000
-5.52576288,3.20103914,1.15477826,1.58228171,0.02658501,0.93585871,0.59506031,0.00000000
-5.51975988,3.18752511,1.14080185,1.57810034,0.02618692,0.93171752,0.59111908,0.00000000
-5.51375688,3.17275533,1.12536097,1.57405094,0.02581942,0.92650763,0.58743111,0.00000000
-5.50775388,3.15679508,1.10851970,1.57014003,0.02548624,0.92026347,0.58400878,0.00000000
-5.50175088,3.13975084,1.09038604,1.56637262,0.02519047,0.91304694,0.58086078,0.00000000
-5.49574787,3.12176958,1.07111239,1.56275271,0.02493468,0.90494540,0.57799341,0.00000000
-5.48974487,3.10303574,1.05089377,1.55928354,0.02472088,0.89606887,0.57541153,0.00000000
-5.48374187,3.08376618,1.02996372,1.55596766,0.02455068,0.88654634,0.57311913,0.00000000
-5.47773887,3.06420365,1.00858815,1.55280706,0.02442521,0.87652169,0.57111960,0.00000000
-5.47173587,3.04460929,0.98705738,1.54980341,0.02434528,0.86614933,0.56941554,0.00000000
-5.46573287,3.02525472,0.96567682,1.54695847,0.02431133,0.85558993,0.56800843,0.00000000
-5.45972986,3.00641438,0.94475689,1.54427494,0.02432350,0.84500638,0.56689796,0.00000000
-5.45372686,2.98835847,0.92460257,1.54175753,0.02438170,0.83456029,0.56608131,0.00000000
-5.44772386,2.97134710,0.90550318,1.53941442,0.02448565,0.82440906,0.56555243,0.00000000
-5.44172086,2.95562565,0.88772304,1.53725889,0.02463500,0.81470368,0.56530126,0.00000000
-5.43571786,2.94142158,0.87149312,1.53531099,0.02482937,0.80558726,0.56531317,0.00000000
-5.42971486,2.92894253,0.85700444,1.53359916,0.02506848,0.79719417,0.56556857,0.00000000
-5.42371186,2.91837560,0.84440310,1.53216144,0.02535232,0.78964979,0.56604266,0.00000000
-5.41770885,2.90988747,0.83378732,1.53104621,0.02568123,0.78307066,0.56670552,0.00000000
-5.41170585,2.90362498,0.82520648,1.53031217,0.02605603,0.77756485,0.56752232,0.00000000
-5.40570285,2.89971593,0.81866201,1.53002756,0.02647821,0.77323249,0.56845385,0.00000000
-5.39969985,2.89826965,0.81411003,1.53026834,0.02694994,0.77016609,0.56945724,0.00000000
-5.39369685,2.89937714,0.81146562,1.53111568,0.02747425,0.76845075,0.57048678,0.00000000
-5.38769385,2.90311062,0.81060821,1.53265242,0.02805501,0.76816399,0.57149497,0.00000000
-5.38169085,2.90952239,0.81138805,1.53495902,0.02869695,0.76937520,0.57243367,0.00000000
-5.37568784,2.91864298,0.81363327,1.53810904,0.02940561,0.77214465,0.57325530,0.00000000
-5.36968484,2.93047885,0.81715726,1.54216437,0.03018722,0.77652223,0.57391409,0.00000000
-5.36368184,2.94500966,0.82176610,1.54717065,0.03104855,0.78254574,0.57436741,0.00000000
-5.35767884,2.96218542,0.82726575,1.55315295,0.03199662,0.79023900,0.57457701,0.00000000
-5.35167584,2.98192376,0.83346864,1.56011219,0.03303846,0.79960991,0.57451027,0.00000000
-5.34567284,3.00410756,0.84019972,1.56802225,0.03418071,0.81064834,0.57414139,0.00000000
-5.33966983,3.02858299,0.84730141,1.57682822,0.03542928,0.82332431,0.57345238,0.00000000
-5.33366683,3.05515840,0.85463768,1.58644556,0.03678885,0.83758623,0.57243399,0.00000000
-5.32766383,3.08360378,0.86209687,1.59676047,0.03826251,0.85335953,0.57108638,0.00000000
-5.32166083,3.11365111,0.86959342,1.60763119,0.03985126,0.87054565,0.56941957,0.00000000
-5.31565783,3.14499537,0.87706829,1.61889034,0.04155364,0.88902144,0.56745353,0.00000000
-5.30965483,3.17729634,0.88448821,1.63034796,0.04336535,0.90863912,0.56521802,0.00000000
-5.30365183,3.21018090,0.89184377,1.64179519,0.04527895,0.92922661,0.56275201,0.00000000
-5.29764882,3.24324592,0.89914648,1.65300842,0.04728366,0.95058854,0.56010266,0.00000000
-5.29164582,3.27606157,0.90642484,1.66375362,0.04936528,0.97250769,0.55732400,0.00000000
-5.28564282,3.30817505,0.91371972,1.67379081,0.05150617,0.99474694,0.55447512,0.00000000
-5.27963982,3.33911473,0.92107908,1.68287843,0.05368547,1.01705183,0.55161807,0.00000000
-5.27363682,3.36839460,0.92855242,1.69077763,0.05587933,1.03915355,0.54881541,0.00000000
-5.26763382,3.39551918,0.93618505,1.69725618,0.05806136,1.06077240,0.54612757,0.00000000
-5.26163082,3.41998898,0.94401246,1.70209226,0.06020317,1.08162171,0.54361010,0.00000000
-5.25562781,3.44130626,0.95205515,1.70507785,0.06227503,1.10141212,0.54131081,0.00000000
-5.24962481,3.45898151,0.96031390,1.70602182,0.06424657,1.11985621,0.53926715,0.00000000
-5.24362181,3.47254026,0.96876598,1.70475277,0.06608760,1.13667330,0.53750372,0.00000000
-5.23761881,3.48153048,0.97736226,1.70112155,0.06776888,1.15159438,0.53603023,0.00000000
-5.23161581,3.48553025,0.98602551,1.69500354,0.06926295,1.16436710,0.53483993,0.00000000
-5.22561281,3.48415564,0.99464985,1.68630062,0.07054487,1.17476055,0.53390857,0.00000000
-5.21960980,3.47706869,1.00310164,1.67494287,0.07159287,1.18256987,0.53319419,0.00000000
-5.21360680,3.46398506,1.01122155,1.66088998,0.07238896,1.18762035,0.53263751,0.00000000
-5.20760380,3.44468139,1.01882798,1.64413231,0.07291933,1.18977111,0.53216318,0.00000000
-5.20160080,3.41900180,1.02572161,1.62469161,0.07317467,1.18891813,0.53168172,0.00000000
-5.19559780,3.38686363,1.03169103,1.60262128,0.07315030,1.18499652,0.53109224,0.00000000
-5.18959480,3.34826193,1.03651920,1.57800626,0.07284617,1.17798202,0.53028574,0.00000000
-5.18359180,3.30327272,1.03999058,1.55096247,0.07226669,1.16789177,0.52914892,0.00000000
-5.17758879,3.25205475,1.04189862,1.52163574,0.07142047,1.15478409,0.52756838,0.00000000
-5.17158579,3.19484987,1.04205344,1.49020036,0.07031989,1.13875769,0.52543500,0.00000000
-5.16558279,3.13198181,1.04028927,1.45685716,0.06898065,1.11994996,0.52264837,0.00000000
-5.15957979,3.06385353,1.03647154,1.42183130,0.06742122,1.09853468,0.51912109,0.00000000
-5.15357679,2.99094318,1.03050316,1.38536962,0.06566229,1.07471912,0.51478266,0.00000000
-5.14757379,2.91379878,1.02232990,1.34773788,0.06372619,1.04874072,0.50958295,0.00000000
-5.14157079,2.83303174,1.01194452,1.30921776,0.06163635,1.02086323,0.50349498,0.00000000
-5.13556778,2.74930943,0.99938945,1.27010373,0.05941682,0.99137272,0.49651702,0.00000000
-5.12956478,2.66334678,0.98475803,1.23069995,0.05709181,0.96057320,0.48867373,0.00000000
-5.12356178,2.57589725,0.96819396,1.19131713,0.05468532,0.92878220,0.48001652,0.00000000
-5.11755878,2.48774320,0.94988915,1.15226948,0.05222087,0.89632617,0.47062293,0.00000000
-5.11155578,2.39968562,0.93007983,1.11387168,0.04972122,0.86353590,0.46059511,0.00000000
-5.10555278,2.31253361,0.90904119,1.07643590,0.04720824,0.83074181,0.45005752,0.00000000
-5.09954977,2.22709336,0.88708048,1.04026891,0.04470279,0.79826938,0.43915379,0.00000000
-5.09354677,2.14415698,0.86452902,1.00566907,0.04222464,0.76643457,0.42804293,0.00000000
-5.08754377,2.06449101,0.84173312,0.97292336,0.03979241,0.73553934,0.41689502,0.00000000
-5.08154077,1.98882492,0.81904451,0.94230415,0.03742354,0.70586729,0.40588646,0.00000000
-5.07553777,1.91783948,0.79681038,0.91406591,0.03513429,0.67767958,0.39519491,0.00000000
-5.06953477,1.85215534,0.77536342,0.88844164,0.03293962,0.65121097,0.38499418,0.00000000
-5.06353177,1.79232181,0.75501236,0.86563903,0.03085322,0.62666633,0.37544905,0.00000000
-5.05752876,1.73880621,0.73603312,0.84583647,0.02888737,0.60421747,0.36671034,0.00000000
-5.05152576,1.69198387,0.71866107,0.82917886,0.02705285,0.58400050,0.35891019,0.00000000
-5.04552276,1.65212913,0.70308452,0.81577335,0.02535884,0.56611376,0.35215789,0.00000000
-5.03951976,1.61940771,0.68943973,0.80568515,0.02381279,0.55061641,0.34653622,0.00000000
-5.03351676,1.59387058,0.67780760,0.79893362,0.02242028,0.53752770,0.34209844,0.00000000
-5.02751376,1.57544982,0.66821203,0.79548879,0.02118492,0.52682703,0.33886613,0.00000000
-5.02151076,1.56395663,0.66062012,0.79526858,0.02010820,0.51845477,0.33682786,0.00000000
-5.01550775,1.55908187,0.65494395,0.79813696,0.01918948,0.51231384,0.33593883,0.00000000
-5.00950475,1.56039917,0.65104408,0.80390322,0.01842587,0.50827212,0.33612140,0.00000000
-5.00350175,1.56737087,0.64873441,0.81232265,0.01781230,0.50616545,0.33726671,0.00000000
-4.99749875,1.57935678,0.64778828,0.82309867,0.01734155,0.50580137,0.33923719,0.00000000
-4.99149575,1.59562569,0.64794560,0.83588654,0.01700435,0.50696330,0.34187003,0.00000000
-4.98549275,1.61536938,0.64892070,0.85029877,0.01678952,0.50941529,0.34498150,0.00000000
-4.97948974,1.63771902,0.65041069,0.86591190,0.01668427,0.51290689,0.34837192,0.00000000
-4.97348674,1.66176336,0.65210402,0.88227487,0.01667434,0.51717839,0.35183134,0.00000000
-4.96748374,1.68656837,0.65368912,0.89891839,0.01674440,0.52196596,0.35514551,0.00000000
-4.96148074,1.71119774,0.65486266,0.91536527,0.01687834,0.52700682,0.35810214,0.00000000
-4.95547774,1.73473359,0.65533753,0.93114124,0.01705964,0.53204418,0.36049714,0.00000000
-4.94947474,1.75629675,0.65485009,0.94578589,0.01727173,0.53683190,0.36214062,0.00000000
-4.94347174,1.77506614,0.65316674,0.95886336,0.01749837,0.54113876,0.36286259,0.00000000
-4.93746873,1.79029643,0.65008958,0.96997233,0.01772396,0.54475232,0.36251788,0.00000000
-4.93146573,1.80133369,0.64546114,0.97875509,0.01793393,0.54748233,0.36099043,0.00000000
-4.92546273,1.80762847,0.63916802,0.98490522,0.01811499,0.54916350,0.35819653,0.00000000
-4.91945973,1.80874611,0.63114352,0.98817380,0.01825540,0.54965796,0.35408709,0.00000000
-4.91345673,1.80437402,0.62136914,0.98837396,0.01834517,0.54885702,0.34864878,0.00000000
-4.90745373,1.79432595,0.60987502,0.98538377,0.01837623,0.54668257,0.34190407,0.00000000
-4.90145073,1.77854330,0.59673926,0.97914739,0.01834250,0.54308800,0.33391018,0.00000000
-4.89544772,1.75709363,0.58208621,0.96967475,0.01823999,0.53805872,0.32475701,0.00000000
-4.88944472,1.73016673,0.56608381,0.95703982,0.01806677,0.53161223,0.31456416,0.00000000
-4.88344172,1.69806850,0.54894000,0.94137777,0.01782291,0.52379800,0.30347725,0.00000000
-4.87743872,1.66121316,0.53089833,0.92288122,0.01751045,0.51469688,0.29166360,0.00000000
-4.87143572,1.62011393,0.51223287,0.90179579,0.01713322,0.50442028,0.27930753,0.00000000
-4.86543272,1.57537290,0.49324253,0.87841532,0.01669676,0.49310912,0.26660549,0.00000000
-4.85942971,1.52767013,0.47424499,0.85307670,0.01620809,0.48093234,0.25376112,0.00000000
-4.85342671,1.47775237,0.45557031,0.82615479,0.01567557,0.46808523,0.24098045,0.00000000
-4.84742371,1.42642159,0.43755443,0.79805713,0.01510872,0.45478732,0.22846745,0.00000000
-4.84142071,1.37452348,0.42053269,0.76921884,0.01451799,0.44127998,0.21641994,0.00000000
-4.83541771,1.32293586,0.40483345,0.74009742,0.01391459,0.42782349,0.20502602,0.00000000
-4.82941471,1.27255710,0.39077206,0.71116751,0.01331030,0.41469381,0.19446105,0.00000000
-4.82341171,1.22429441,0.37864518,0.68291550,0.01271725,0.40217873,0.18488526,0.00000000
-4.81740870,1.17905190,0.36872551,0.65583386,0.01214776,0.39057363,0.17644183,0.00000000
-4.81140570,1.13771841,0.36125714,0.63041514,0.01161415,0.38017668,0.16925561,0.00000000
-4.80540270,1.10115485,0.35645141,0.60714539,0.01112854,0.37128361,0.16343223,0.00000000
-4.79939970,1.07018110,0.35448331,0.58649718,0.01070268,0.36418199,0.15905769,0.00000000
-4.79339670,1.04556244,0.35548850,0.56892198,0.01034779,0.35914520,0.15619819,0.00000000
-4.78739370,1.02799553,0.35956085,0.55484206,0.01007432,0.35642607,0.15490027,0.00000000
-4.78139070,1.01809418,0.36675053,0.54464195,0.00989187,0.35625040,0.15519105,0.00000000
-4.77538769,1.01637494,0.37706255,0.53865964,0.00980892,0.35881046,0.15707858,0.00000000
-4.76938469,1.02324299,0.39045591,0.53717769,0.00983275,0.36425864,0.16055220,0.00000000
-4.76338169,1.03897867,0.40684309,0.54041450,0.00996923,0.37270148,0.16558295,0.00000000
-4.75737869,1.06372504,0.42609019,0.54851609,0.01022273,0.38419428,0.17212385,0.00000000
-4.75137569,1.09747703,0.44801756,0.56154862,0.01059599,0.39873645,0.18011023,0.00000000
-4.74537269,1.14007269,0.47240101,0.57949208,0.01108998,0.41626795,0.18946004,0.00000000
-4.73936968,1.19118707,0.49897378,0.60223539,0.01170391,0.43666685,0.20007415,0.00000000
-4.73336668,1.25032931,0.52742915,0.62957331,0.01243514,0.45974837,0.21183682,0.00000000
-4.72736368,1.31684330,0.55742394,0.66120538,0.01327922,0.48526547,0.22461622,0.00000000
-4.72136068,1.38991233,0.58858287,0.69673716,0.01422990,0.51291118,0.23826518,0.00000000
-4.71535768,1.46856802,0.62050379,0.73568390,0.01527922,0.54232259,0.25262225,0.00000000
-4.70935468,1.55170358,0.65276385,0.77747677,0.01641763,0.57308668,0.26751305,0.00000000
-4.70335168,1.63809147,0.68492651,0.82147161,0.01763415,0.60474790,0.28275193,0.00000000
-4.69734867,1.72640502,0.71654932,0.86696008,0.01891654,0.63681715,0.29814407,0.00000000
-4.69134567,1.81524386,0.74719225,0.91318313,0.02025154,0.66878233,0.31348797,0.00000000
-4.68534267,1.90316244,0.77642650,0.95934631,0.02162507,0.70011979,0.32857824,0.00000000
-4.67933967,1.98870082,0.80384340,1.00463669,0.02302253,0.73030660,0.34320878,0.00000000
-4.67333667,2.07041696,0.82906318,1.04824081,0.02442901,0.75883316,0.35717617,0.00000000
-4.66733367,2.14691956,0.85174334,1.08936323,0.02582959,0.78521568,0.37028326,0.00000000
-4.66133067,2.21690010,0.87158623,1.12724501,0.02720955,0.80900818,0.38234287,0.00000000
-4.65532766,2.27916333,0.88834554,1.16118155,0.02855463,0.82981349,0.39318135,0.00000000
-4.64932466,2.33265496,0.90183147,1.19053927,0.02985122,0.84729288,0.40264216,0.00000000
-4.64332166,2.37648559,0.91191440,1.21477042,0.03108653,0.86117397,0.41058901,0.00000000
-4.63731866,2.40995008,0.91852666,1.23342566,0.03224874,0.87125660,0.41690876,0.00000000
-4.63131566,2.43254167,0.92166268,1.24616387,0.03332713,0.87741640,0.42151373,0.00000000
-4.62531266,2.44396040,0.92137713,1.25275901,0.03431209,0.87960610,0.42434355,0.00000000
-4.61930965,2.44411552,0.91778138,1.25310357,0.03519523,0.87785441,0.42536631,0.00000000
-4.61330665,2.43312201,0.91103831,1.24720881,0.03596933,0.87226258,0.42457899,0.00000000
-4.60730365,2.41129131,0.90135580,1.23520166,0.03662836,0.86299892,0.42200733,0.00000000
-4.60130065,2.37911693,0.88897901,1.21731844,0.03716743,0.85029151,0.41770483,0.00000000
-4.59529765,2.33725541,0.87418205,1.19389581,0.03758270,0.83441939,0.41175125,0.00000000
-4.58929465,2.28650366,0.85725915,1.16535927,0.03787141,0.81570276,0.40425039,0.00000000
-4.58329165,2.22777353,0.83851589,1.13220969,0.03803173,0.79449247,0.39532744,0.00000000
-4.57728864,2.16206475,0.81826081,1.09500843,0.03806275,0.77115943,0.38512588,0.00000000
-4.57128564,2.09043732,0.79679769,1.05436166,0.03796447,0.74608428,0.37380406,0.00000000
-4.56528264,2.01398435,0.77441889,1.01090445,0.03773770,0.71964767,0.36153165,0.00000000
-4.55927964,1.93380636,0.75139988,0.96528517,0.03738411,0.69222164,0.34848603,0.00000000
-4.55327664,1.85098790,0.72799526,0.91815081,0.03690622,0.66416227,0.33484874,0.00000000
-4.54727364,1.76657721,0.70443621,0.87013357,0.03630741,0.63580379,0.32080215,0.00000000
-4.54127064,1.68156926,0.68092939,0.82183922,0.03559196,0.60745437,0.30652643,0.00000000
-4.53526763,1.59689271,0.65765732,0.77383737,0.03476508,0.57939341,0.29219682,0.00000000
-4.52926463,1.51340063,0.63477986,0.72665386,0.03383293,0.55187043,0.27798142,0.00000000
-4.52326163,1.43186495,0.61243677,0.68076534,0.03280270,0.52510532,0.26403932,0.00000000
-4.51725863,1.35297432,0.59075090,0.63659591,0.03168258,0.49928969,0.25051918,0.00000000
-4.51125563,1.27733483,0.56983171,0.59451568,0.03048177,0.47458913,0.23755827,0.00000000
-4.50525263,1.20547309,0.54977892,0.55484103,0.02921045,0.45114601,0.22528175,0.00000000
-4.49924962,1.13784088,0.53068567,0.51783624,0.02787976,0.42908254,0.21380228,0.00000000
-4.49324662,1.07482071,0.51264125,0.48371612,0.02650166,0.40850374,0.20321976,0.00000000
-4.48724362,1.01673167,0.49573280,0.45264928,0.02508889,0.38950012,0.19362124,0.00000000
-4.48124062,0.96383485,0.48004602,0.42476180,0.02365475,0.37214971,0.18508070,0.00000000
-4.47523762,0.91633795,0.46566474,0.40014083,0.02221300,0.35651950,0.17765890,0.00000000
-4.46923462,0.87439859,0.45266922,0.37883801,0.02077765,0.34266592,0.17140307,0.00000000
-4.46323162,0.83812627,0.44113342,0.36087243,0.01936273,0.33063456,0.16634641,0.00000000
-4.45722861,0.80758292,0.43112134,0.34623308,0.01798215,0.32045906,0.16250757,0.00000000
-4.45122561,0.78278207,0.42268261,0.33488074,0.01664942,0.31215940,0.15988993,0.00000000
-4.44522261,0.76368718,0.41584771,0.32674941,0.01537749,0.30573964,0.15848093,0.00000000
-4.43921961,0.75020934,0.41062329,0.32174737,0.01417853,0.30118549,0.15825144,0.00000000
-4.43321661,0.74220494,0.40698764,0.31975803,0.01306377,0.29846185,0.15915524,0.00000000
-4.42721361,0.73947393,0.40488711,0.32064085,0.01204335,0.29751063,0.16112887,0.00000000
-4.42121061,0.74175904,0.40423342,0.32423249,0.01112617,0.29824916,0.16409180,0.00000000
-4.41520760,0.74874669,0.40490249,0.33034839,0.01031978,0.30056934,0.16794709,0.00000000
-4.40920460,0.76006971,0.40673473,0.33878510,0.00963032,0.30433768,0.17258268,0.00000000
-4.40320160,0.77531242,0.40953713,0.34932324,0.00906244,0.30939657,0.17787322,0.00000000
-4.39719860,0.79401785,0.41308696,0.36173134,0.00861927,0.31556649,0.18368254,0.00000000
-4.39119560,0.81569736,0.41713725,0.37577047,0.00830241,0.32264950,0.18986674,0.00000000
-4.38519260,0.83984201,0.42142358,0.39119945,0.00811193,0.33043362,0.19627780,0.00000000
-4.37918959,0.86593562,0.42567215,0.40778065,0.00804638,0.33869816,0.20276747,0.00000000
-4.37318659,0.89346860,0.42960858,0.42528585,0.00810289,0.34721963,0.20919158,0.00000000
-4.36718359,0.92195214,0.43296717,0.44350205,0.00827715,0.35577802,0.21541423,0.00000000
-4.36118059,0.95093183,0.43550011,0.46223678,0.00856358,0.36416327,0.22131193,0.00000000
-4.35517759,0.97999989,0.43698618,0.48132252,0.00895537,0.37218134,0.22677735,0.00000000
-4.34917459,1.00880558,0.43723857,0.50061997,0.00944465,0.37965996,0.23172247,0.00000000
-4.34317159,1.03706273,0.43611141,0.52001987,0.01002264,0.38645347,0.23608107,0.00000000
-4.33716858,1.06455434,0.43350469,0.53944299,0.01067981,0.39244665,0.23981020,0.00000000
-4.33116558,1.09113351,0.42936740,0.55883852,0.01140611,0.39755751,0.24289079,0.00000000
-4.32516258,1.11672098,0.42369869,0.57818049,0.01219118,0.40173861,0.24532712,0.00000000
-4.31915958,1.14129912,0.41654708,0.59746262,0.01302464,0.40497715,0.24714527,0.00000000
-4.31315658,1.16490283,0.40800779,0.61669169,0.01389629,0.40729379,0.24839062,0.00000000
-4.30715358,1.18760783,0.39821826,0.63587986,0.01479644,0.40874018,0.24912448,0.00000000
