energy_ev,total_up,total_down,B_p_up,B_p_down,B_d_up,B_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.46349764,-1.46349764,0.04476815,-0.04476815,0.00000000,-0.00000000,0.31381341,-0.31381341,0.18815119,-0.18815119,0.88023800,-0.88023800,0.00000000,-0.00000000
-5.99399700,1.47079566,-1.47079566,0.04543742,-0.04543742,0.00000000,-0.00000000,0.31289985,-0.31289985,0.19141069,-0.19141069,0.88287918,-0.88287918,0.00000000,-0.00000000
-5.98799400,1.47954989,-1.47954989,0.04626342,-0.04626342,0.00000000,-0.00000000,0.31233985,-0.31233985,0.19496815,-0.19496815,0.88608163,-0.88608163,0.00000000,-0.00000000
-5.98199100,1.49023431,-1.49023431,0.04726881,-0.04726881,0.00000000,-0.00000000,0.31220896,-0.31220896,0.19887160,-0.19887159,0.89013910,-0.89013910,0.00000000,-0.00000000
-5.97598799,1.50324710,-1.50324710,0.04847337,-0.04847337,0.00000000,-0.00000000,0.31256612,-0.31256612,0.20315697,-0.20315697,0.89530363,-0.89530363,0.00000000,-0.00000000
-5.96998499,1.51888567,-1.51888567,0.04989245,-0.04989245,0.00000000,-0.00000000,0.31344942,-0.31344942,0.20784503,-0.20784503,0.90177111,-0.90177111,0.00000000,-0.00000000
-5.96398199,1.53732495,-1.53732495,0.05153563,-0.05153563,0.00000000,-0.00000000,0.31487252,-0.31487252,0.21293871,-0.21293870,0.90966863,-0.90966863,0.00000000,-0.00000000
-5.95797899,1.55860013,-1.55860013,0.05340542,-0.05340542,0.00000000,-0.00000000,0.31682228,-0.31682228,0.21842105,-0.21842105,0.91904448,-0.91904447,0.00000000,-0.00000000
-5.95197599,1.58259457,-1.58259457,0.05549634,-0.05549634,0.00000000,-0.00000000,0.31925740,-0.31925740,0.22425388,-0.22425388,0.92986102,-0.92986102,0.00000000,-0.00000000
-5.94597299,1.60903371,-1.60903371,0.05779411,-0.05779411,0.00000000,-0.00000000,0.32210839,-0.32210839,0.23037723,-0.23037723,0.94199113,-0.94199112,0.00000000,-0.00000000
-5.93996998,1.63748536,-1.63748536,0.06027532,-0.06027532,0.00000000,-0.00000000,0.32527873,-0.32527873,0.23670969,-0.23670969,0.95521813,-0.95521813,0.00000000,-0.00000000
-5.93396698,1.66736662,-1.66736662,0.06290745,-0.06290745,0.00000000,-0.00000000,0.32864721,-0.32864721,0.24314962,-0.24314962,0.96923959,-0.96923959,0.00000000,-0.00000000
-5.92796398,1.69795723,-1.69795723,0.06564921,-0.06564921,0.00000000,-0.00000000,0.33207147,-0.33207147,0.24957725,-0.24957725,0.98367469,-0.98367469,0.00000000,-0.00000000
-5.92196098,1.72841908,-1.72841908,0.06845142,-0.06845142,0.00000000,-0.00000000,0.33539238,-0.33539238,0.25585761,-0.25585761,0.99807515,-0.99807515,0.00000000,-0.00000000
-5.91595798,1.75782125,-1.75782124,0.07125813,-0.07125813,0.00000000,-0.00000000,0.33843934,-0.33843934,0.26184425,-0.26184424,1.01193913,-1.01193913,0.00000000,-0.00000000
-5.90995498,1.78516955,-1.78516955,0.07400824,-0.07400824,0.00000000,-0.00000000,0.34103608,-0.34103608,0.26738350,-0.26738350,1.02472774,-1.02472774,0.00000000,-0.00000000
-5.90395198,1.80943965,-1.80943965,0.07663726,-0.07663726,0.00000000,-0.00000000,0.34300686,-0.34300686,0.27231935,-0.27231935,1.03588357,-1.03588357,0.00000000,-0.00000000
-5.89794897,1.82961231,-1.82961231,0.07907942,-0.07907942,0.00000000,-0.00000000,0.34418276,-0.34418276,0.27649845,-0.27649845,1.04485029,-1.04485029,0.00000000,-0.00000000
-5.89194597,1.84470951,-1.84470950,0.08126987,-0.08126987,0.00000000,-0.00000000,0.34440779,-0.34440779,0.27977535,-0.27977535,1.05109284,-1.05109284,0.00000000,-0.00000000
-5.88594297,1.85382988,-1.85382988,0.08314690,-0.08314690,0.00000000,-0.00000000,0.34354468,-0.34354468,0.28201759,-0.28201759,1.05411714,-1.05411714,0.00000000,-0.00000000
-5.87993997,1.85618206,-1.85618206,0.08465415,-0.08465415,0.00000000,-0.00000000,0.34148000,-0.34148000,0.28311046,-0.28311046,1.05348869,-1.05348870,0.00000000,-0.00000000
-5.87393697,1.85111458,-1.85111458,0.08574267,-0.08574267,0.00000000,-0.00000000,0.33812845,-0.33812845,0.28296127,-0.28296127,1.04884925,-1.04884925,0.00000000,-0.00000000
-5.86793397,1.83814103,-1.83814103,0.08637266,-0.08637266,0.00000000,-0.00000000,0.33343628,-0.33343628,0.28150292,-0.28150292,1.03993082,-1.03993082,0.00000000,-0.00000000
-5.86193097,1.81695951,-1.81695951,0.08651500,-0.08651500,0.00000000,-0.00000000,0.32738347,-0.32738347,0.27869670,-0.27869670,1.02656654,-1.02656654,0.00000000,-0.00000000
-5.85592796,1.78746553,-1.78746553,0.08615230,-0.08615230,0.00000000,-0.00000000,0.31998483,-0.31998483,0.27453402,-0.27453402,1.00869792,-1.00869792,0.00000000,-0.00000000
-5.84992496,1.74975792,-1.74975792,0.08527955,-0.08527956,0.00000000,-0.00000000,0.31128991,-0.31128991,0.26903724,-0.26903724,0.98637821,-0.98637821,0.00000000,-0.00000000
-5.84392196,1.70413752,-1.70413753,0.08390431,-0.08390431,0.00000000,-0.00000000,0.30138169,-0.30138169,0.26225938,-0.26225938,0.95977174,-0.95977174,0.00000000,-0.00000000
-5.83791896,1.65109882,-1.65109883,0.08204639,-0.08204639,0.00000000,-0.00000000,0.29037423,-0.29037423,0.25428278,-0.25428278,0.92914943,-0.92914944,0.00000000,-0.00000000
-5.83191596,1.59131497,-1.59131498,0.07973718,-0.07973718,0.00000000,-0.00000000,0.27840930,-0.27840931,0.24521687,-0.24521688,0.89488059,-0.89488060,0.00000000,-0.00000000
-5.82591296,1.52561697,-1.52561697,0.07701849,-0.07701849,0.00000000,-0.00000000,0.26565228,-0.26565229,0.23519503,-0.23519503,0.85742148,-0.85742148,0.00000000,-0.00000000
-5.81990995,1.45496793,-1.45496794,0.07394105,-0.07394105,0.00000000,-0.00000000,0.25228735,-0.25228735,0.22437070,-0.22437070,0.81730115,-0.81730116,0.00000000,-0.00000000
-5.81390695,1.38043370,-1.38043371,0.07056283,-0.07056283,0.00000000,-0.00000000,0.23851231,-0.23851231,0.21291300,-0.21291300,0.77510532,-0.77510532,0.00000000,-0.00000000
-5.80790395,1.30315102,-1.30315103,0.06694705,-0.06694705,0.00000000,-0.00000000,0.22453322,-0.22453322,0.20100201,-0.20100201,0.73145875,-0.73145875,0.00000000,-0.00000000
-5.80190095,1.22429472,-1.22429473,0.06316022,-0.06316022,0.00000000,-0.00000000,0.21055904,-0.21055904,0.18882380,-0.18882380,0.68700720,-0.68700720,0.00000000,-0.00000000
-5.79589795,1.14504522,-1.14504523,0.05927009,-0.05927009,0.00000000,-0.00000000,0.19679650,-0.19679651,0.17656563,-0.17656563,0.64239945,-0.64239946,0.00000000,-0.00000000
-5.78989495,1.06655759,-1.06655760,0.05534370,-0.05534370,0.00000000,-0.00000000,0.18344540,-0.18344540,0.16441125,-0.16441126,0.59827022,-0.59827023,0.00000000,-0.00000000
-5.78389195,0.98993338,-0.98993338,0.05144563,-0.05144563,0.00000000,-0.00000000,0.17069445,-0.17069445,0.15253671,-0.15253671,0.55522457,-0.55522458,0.00000000,-0.00000000
-5.77788894,0.91619603,-0.91619604,0.04763640,-0.04763640,0.00000000,-0.00000000,0.15871781,-0.15871781,0.14110659,-0.14110659,0.51382432,-0.51382433,0.00000000,-0.00000000
-5.77188594,0.84627077,-0.84627077,0.04397122,-0.04397122,0.00000000,-0.00000000,0.14767241,-0.14767241,0.13027095,-0.13027096,0.47457687,-0.47457688,0.00000000,-0.00000000
-5.76588294,0.78096914,-0.78096914,0.04049896,-0.04049896,0.00000000,-0.00000000,0.13769604,-0.13769605,0.12016295,-0.12016295,0.43792670,-0.43792671,0.00000000,-0.00000000
-5.75987994,0.72097868,-0.72097869,0.03726150,-0.03726150,0.00000000,-0.00000000,0.12890625,-0.12890625,0.11089713,-0.11089713,0.40424964,-0.40424965,0.00000000,-0.00000000
-5.75387694,0.66685747,-0.66685748,0.03429333,-0.03429333,0.00000000,-0.00000000,0.12139994,-0.12139994,0.10256847,-0.10256847,0.37384988,-0.37384989,0.00000000,-0.00000000
-5.74787394,0.61903337,-0.61903337,0.03162154,-0.03162154,0.00000000,-0.00000000,0.11525372,-0.11525372,0.09525211,-0.09525211,0.34695961,-0.34695962,0.00000000,-0.00000000
-5.74187094,0.57780738,-0.57780739,0.02926595,-0.02926595,0.00000000,-0.00000000,0.11052472,-0.11052472,0.08900364,-0.08900364,0.32374098,-0.32374099,0.00000000,-0.00000000
-5.73586793,0.54336066,-0.54336067,0.02723956,-0.02723956,0.00000000,-0.00000000,0.10725189,-0.10725189,0.08385988,-0.08385988,0.30429008,-0.30429008,0.00000000,-0.00000000
-5.72986493,0.51576425,-0.51576425,0.02554915,-0.02554915,0.00000000,-0.00000000,0.10545757,-0.10545757,0.07984012,-0.07984012,0.28864248,-0.28864248,0.00000000,-0.00000000
-5.72386193,0.49499084,-0.49499084,0.02419599,-0.02419599,0.00000000,-0.00000000,0.10514919,-0.10514919,0.07694760,-0.07694760,0.27677993,-0.27677993,0.00000000,-0.00000000
-5.71785893,0.48092783,-0.48092784,0.02317664,-0.02317664,0.00000000,-0.00000000,0.10632104,-0.10632104,0.07517118,-0.07517118,0.26863774,-0.26863775,0.00000000,-0.00000000
-5.71185593,0.47339073,-0.47339073,0.02248377,-0.02248377,0.00000000,-0.00000000,0.10895580,-0.10895580,0.07448707,-0.07448707,0.26411248,-0.26411248,0.00000000,-0.00000000
-5.70585293,0.47213636,-0.47213636,0.02210694,-0.02210694,0.00000000,-0.00000000,0.11302605,-0.11302605,0.07486057,-0.07486057,0.26306941,-0.26306941,0.00000000,-0.00000000
-5.69984992,0.47687524,-0.47687524,0.02203336,-0.02203336,0.00000000,-0.00000000,0.11849526,-0.11849526,0.07624775,-0.07624775,0.26534956,-0.26534956,0.00000000,-0.00000000
-5.69384692,0.48728268,-0.48728268,0.02224852,-0.02224852,0.00000000,-0.00000000,0.12531865,-0.12531865,0.07859690,-0.07859690,0.27077603,-0.27077603,0.00000000,-0.00000000
-5.68784392,0.50300819,-0.50300819,0.02273675,-0.02273675,0.00000000,-0.00000000,0.13344354,-0.13344354,0.08184988,-0.08184988,0.27915929,-0.27915929,0.00000000,-0.00000000
-5.68184092,0.52368319,-0.52368319,0.02348161,-0.02348161,0.00000000,-0.00000000,0.14280946,-0.14280946,0.08594332,-0.08594332,0.29030144,-0.29030143,0.00000000,-0.00000000
-5.67583792,0.54892679,-0.54892679,0.02446619,-0.02446619,0.00000000,-0.00000000,0.15334792,-0.15334792,0.09080950,-0.09080950,0.30399942,-0.30399941,0.00000000,-0.00000000
-5.66983492,0.57834986,-0.57834985,0.02567329,-0.02567329,0.00000000,-0.00000000,0.16498200,-0.16498200,0.09637721,-0.09637721,0.32004708,-0.32004707,0.00000000,-0.00000000
-5.66383192,0.61155748,-0.61155747,0.02708550,-0.02708550,0.00000000,-0.00000000,0.17762583,-0.17762583,0.10257241,-0.10257241,0.33823631,-0.33823631,0.00000000,-0.00000000
-5.65782891,0.64815021,-0.64815020,0.02868520,-0.02868520,0.00000000,-0.00000000,0.19118400,-0.19118400,0.10931881,-0.10931881,0.35835737,-0.35835737,0.00000000,-0.00000000
-5.65182591,0.68772431,-0.68772431,0.03045453,-0.03045453,0.00000000,-0.00000000,0.20555125,-0.20555125,0.11653838,-0.11653838,0.38019856,-0.38019856,0.00000000,-0.00000000
-5.64582291,0.72987156,-0.72987155,0.03237526,-0.03237526,0.00000000,-0.00000000,0.22061225,-0.22061225,0.12415193,-0.12415193,0.40354555,-0.40354555,0.00000000,-0.00000000
-5.63981991,0.77417880,-0.77417879,0.03442883,-0.03442883,0.00000000,-0.00000000,0.23624192,-0.23624192,0.13207960,-0.13207960,0.42818053,-0.42818052,0.00000000,-0.00000000
-5.63381691,0.82022795,-0.82022794,0.03659626,-0.03659626,0.00000000,-0.00000000,0.25230614,-0.25230614,0.14024158,-0.14024158,0.45388143,-0.45388143,0.00000000,-0.00000000
-5.62781391,0.86759656,-0.86759655,0.03885826,-0.03885826,0.00000000,-0.00000000,0.26866310,-0.26866310,0.14855882,-0.14855882,0.48042156,-0.48042155,0.00000000,-0.00000000
-5.62181091,0.91585943,-0.91585943,0.04119540,-0.04119540,0.00000000,-0.00000000,0.28516534,-0.28516534,0.15695391,-0.15695391,0.50756967,-0.50756966,0.00000000,-0.00000000
