energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,0.83226134,-0.83073785,0.00289906,-0.00281868,0.20438904,-0.20398032,0.19489541,-0.19450946,0.22988866,-0.22920762,0.02085362,-0.02070483,0.17137761,-0.17120878
-5.99399700,0.82478956,-0.82311119,0.00247090,-0.00239943,0.20302967,-0.20257486,0.19352994,-0.19310017,0.22631145,-0.22562317,0.02017497,-0.02003401,0.16984298,-0.16963900
-5.98799400,0.81582294,-0.81392678,0.00209109,-0.00202810,0.20124565,-0.20072867,0.19176135,-0.19127075,0.22254153,-0.22183010,0.01952892,-0.01939455,0.16799079,-0.16773923
-5.98199100,0.80499542,-0.80282712,0.00175715,-0.00170213,0.19894207,-0.19834911,0.18948812,-0.18892182,0.21848586,-0.21773724,0.01890777,-0.01877880,0.16575076,-0.16544095
-5.97598799,0.79200664,-0.78952296,0.00146611,-0.00141845,0.19604086,-0.19536103,0.18662475,-0.18597066,0.21406667,-0.21326942,0.01830453,-0.01817989,0.16306633,-0.16268981
-5.96998499,0.77663544,-0.77380613,0.00121463,-0.00117371,0.19248430,-0.19171009,0.18310541,-0.18235477,0.20922514,-0.20837090,0.01771326,-0.01759207,0.15989722,-0.15944812
-5.96398199,0.75874893,-0.75555781,0.00099920,-0.00096435,0.18823731,-0.18736485,0.17888669,-0.17803438,0.20392377,-0.20300760,0.01712933,-0.01701092,0.15622103,-0.15569632
-5.95797899,0.73830688,-0.73475230,0.00081620,-0.00078677,0.18328869,-0.18231789,0.17394912,-0.17299383,0.19814765,-0.19716812,0.01654958,-0.01643352,0.15203407,-0.15143359
-5.95197599,0.71536166,-0.71145614,0.00066204,-0.00063740,0.17765116,-0.17658558,0.16829760,-0.16724181,0.19190437,-0.19086349,0.01597234,-0.01585840,0.14735105,-0.14667745
-5.94597299,0.69005371,-0.68582299,0.00053328,-0.00051282,0.17136032,-0.17020696,0.16196075,-0.16081054,0.18522285,-0.18412581,0.01539737,-0.01528555,0.14220409,-0.14146264
-5.93996998,0.66260331,-0.65808478,0.00042663,-0.00040978,0.16447266,-0.16324155,0.15498926,-0.15375395,0.17815113,-0.17700590,0.01482570,-0.01471618,0.13664086,-0.13583910
-5.93396698,0.63329910,-0.62853985,0.00033906,-0.00032531,0.15706271,-0.15576643,0.14745332,-0.14614507,0.17075340,-0.16957024,0.01425944,-0.01415254,0.13072216,-0.12986954
-5.92796398,0.60248426,-0.59753882,0.00026779,-0.00025667,0.14921964,-0.14787272,0.13943952,-0.13807271,0.16310643,-0.16189728,0.01370151,-0.01359763,0.12451903,-0.12362641
-5.92196098,0.57054125,-0.56546913,0.00021033,-0.00020144,0.14104337,-0.13966168,0.13104708,-0.12963775,0.15529567,-0.15407355,0.01315532,-0.01305494,0.11810962,-0.11718882
-5.91595798,0.53787591,-0.53273913,0.00016451,-0.00015748,0.13264056,-0.13124067,0.12238396,-0.12094918,0.14741126,-0.14618968,0.01262453,-0.01252812,0.11157593,-0.11063920
-5.90995498,0.50490183,-0.49976259,0.00012843,-0.00012296,0.12412058,-0.12271913,0.11356284,-0.11212009,0.13954425,-0.13833663,0.01211273,-0.01202074,0.10500072,-0.10406033
-5.90395198,0.47202586,-0.46694440,0.00010049,-0.00009633,0.11559173,-0.11420490,0.10469726,-0.10326384,0.13178312,-0.13060228,0.01162326,-0.01153608,0.09846464,-0.09753240
-5.89794897,0.43963530,-0.43466812,0.00007936,-0.00007631,0.10715787,-0.10580091,0.09589804,-0.09449056,0.12421089,-0.12306870,0.01115900,-0.01107695,0.09204373,-0.09113067
-5.89194597,0.40808744,-0.40328588,0.00006398,-0.00006187,0.09891557,-0.09760239,0.08727019,-0.08590415,0.11690291,-0.11581001,0.01072228,-0.01064556,0.08580743,-0.08492357
-5.88594297,0.37770167,-0.37311097,0.00005353,-0.00005226,0.09095191,-0.08969481,0.07891033,-0.07759977,0.10992544,-0.10889108,0.01031478,-0.01024351,0.07981720,-0.07897134
-5.87993997,0.34875455,-0.34441332,0.00004744,-0.00004693,0.08334297,-0.08215248,0.07090484,-0.06966211,0.10333501,-0.10236704,0.00993760,-0.00987183,0.07412570,-0.07332534
-5.87393697,0.32147765,-0.31741781,0.00004536,-0.00004558,0.07615301,-0.07503785,0.06332853,-0.06216419,0.09717859,-0.09628357,0.00959135,-0.00953104,0.06877654,-0.06802790
-5.86793397,0.29605820,-0.29230534,0.00004714,-0.00004811,0.06943439,-0.06840149,0.05624414,-0.05516692,0.09149451,-0.09067795,0.00927625,-0.00922136,0.06380464,-0.06311275
-5.86193097,0.27264219,-0.26921626,0.00005288,-0.00005464,0.06322803,-0.06228271,0.04970233,-0.04871923,0.08631408,-0.08558070,0.00899237,-0.00894283,0.05923704,-0.05860593
-5.85592796,0.25133954,-0.24825589,0.00006286,-0.00006550,0.05756453,-0.05671070,0.04374235,-0.04285878,0.08166360,-0.08101779,0.00873983,-0.00869564,0.05509421,-0.05452708
-5.84992496,0.23223095,-0.22950147,0.00007760,-0.00008127,0.05246561,-0.05170605,0.03839309,-0.03761310,0.07756690,-0.07701309,0.00851908,-0.00848030,0.05139150,-0.05089103
-5.84392196,0.21537573,-0.21301027,0.00009784,-0.00010271,0.04794593,-0.04728262,0.03367462,-0.03300118,0.07404799,-0.07359112,0.00833111,-0.00829792,0.04814097,-0.04770957
-5.83791896,0.20082031,-0.19882798,0.00012455,-0.00013085,0.04401512,-0.04344955,0.02959990,-0.02903524,0.07113376,-0.07077974,0.00817770,-0.00815046,0.04535316,-0.04499328
-5.83191596,0.18860666,-0.18699723,0.00015895,-0.00016695,0.04067977,-0.04021330,0.02617677,-0.02572268,0.06885658,-0.06861267,0.00806165,-0.00804089,0.04303886,-0.04275323
-5.82591296,0.17878028,-0.17756532,0.00020252,-0.00021256,0.03794550,-0.03757964,0.02340989,-0.02306809,0.06725656,-0.06713171,0.00798692,-0.00797336,0.04121076,-0.04100263
-5.81990995,0.17139713,-0.17059107,0.00025700,-0.00026945,0.03581872,-0.03555541,0.02130274,-0.02107511,0.06638337,-0.06638852,0.00795871,-0.00795330,0.03988475,-0.03975812
-5.81390695,0.16652929,-0.16615016,0.00032441,-0.00033971,0.03430820,-0.03415003,0.01985935,-0.01974829,0.06629755,-0.06644574,0.00798355,-0.00798745,0.03908104,-0.03904076
-5.80790395,0.16426888,-0.16433880,0.00040705,-0.00042568,0.03342629,-0.03337667,0.01908593,-0.01909455,0.06707110,-0.06737754,0.00806922,-0.00808379,0.03882476,-0.03887659
-5.80190095,0.16473013,-0.16527543,0.00050748,-0.00052998,0.03318970,-0.03325291,0.01899215,-0.01912444,0.06878732,-0.06926930,0.00822465,-0.00825143,0.03914616,-0.03929680
-5.79589795,0.16804937,-0.16910040,0.00062853,-0.00065549,0.03361989,-0.03380109,0.01959204,-0.01985301,0.07153992,-0.07221657,0.00845970,-0.00850037,0.04008039,-0.04033737
-5.78989495,0.17438295,-0.17597353,0.00077327,-0.00080531,0.03474289,-0.03504809,0.02090459,-0.02130027,0.07543132,-0.07632328,0.00878496,-0.00884126,0.04166677,-0.04203833
-5.78389195,0.18390313,-0.18606969,0.00094495,-0.00098273,0.03658882,-0.03702466,0.02295389,-0.02349132,0.08057013,-0.08169904,0.00921133,-0.00928505,0.04394765,-0.04444251
-5.77788894,0.19679212,-0.19957251,0.00114700,-0.00119117,0.03919080,-0.03976440,0.02576881,-0.02645591,0.08706801,-0.08845592,0.00974965,-0.00984254,0.04696686,-0.04759394
-5.77188594,0.21323438,-0.21666642,0.00138289,-0.00143415,0.04258361,-0.04330221,0.02938238,-0.03022779,0.09503583,-0.09670449,0.01041031,-0.01052398,0.05076787,-0.05153596
-5.76588294,0.23340763,-0.23752750,0.00165614,-0.00171512,0.04680186,-0.04767254,0.03383065,-0.03484349,0.10457935,-0.10654941,0.01120268,-0.01133858,0.05539159,-0.05630900
-5.75987994,0.25747289,-0.26231327,0.00197014,-0.00203747,0.05187806,-0.05290730,0.03915135,-0.04034085,0.11579453,-0.11808468,0.01213473,-0.01229401,0.06087413,-0.06194831
-5.75387694,0.28556383,-0.29115209,0.00232810,-0.00240432,0.05784031,-0.05903361,0.04538208,-0.04675728,0.12876267,-0.13138879,0.01321249,-0.01339597,0.06724443,-0.06848156
-5.74787394,0.31777622,-0.32413254,0.00273287,-0.00281846,0.06471005,-0.06607153,0.05255840,-0.05412771,0.14354552,-0.14651977,0.01443962,-0.01464772,0.07452195,-0.07592659
-5.74187094,0.35415767,-0.36129323,0.00318689,-0.00328218,0.07249977,-0.07403169,0.06071165,-0.06248247,0.16018063,-0.16351066,0.01581707,-0.01604972,0.08271455,-0.08428929
-5.73586793,0.39469831,-0.40261374,0.00369196,-0.00379716,0.08121080,-0.08291323,0.06986679,-0.07184501,0.17867714,-0.18236529,0.01734271,-0.01759931,0.09181664,-0.09356183
-5.72986493,0.43932292,-0.44800697,0.00424917,-0.00436432,0.09083140,-0.09270183,0.08004012,-0.08222975,0.19901215,-0.20305483,0.01901112,-0.01929057,0.10180779,-0.10372130
-5.72386193,0.48788496,-0.49731343,0.00485874,-0.00498366,0.10133509,-0.10336818,0.09123721,-0.09363995,0.22112796,-0.22551517,0.02081353,-0.02111413,0.11265173,-0.11472882
