energy_ev,total_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,0.81988207,0.06997555,0.00017858,0.51350126,0.00000000,0.34787489,0.30841697
-5.99399700,0.78756313,0.06434768,0.00017441,0.49536457,0.00000000,0.33809576,0.29704273
-5.98799400,0.75322143,0.05888150,0.00016970,0.47567100,0.00000000,0.32740587,0.28463887
-5.98199100,0.71740848,0.05364682,0.00016456,0.45475998,0.00000000,0.31600609,0.27140414
-5.97598799,0.68071692,0.04870712,0.00015914,0.43300202,0.00000000,0.30413409,0.25755349
-5.96998499,0.64376839,0.04411871,0.00015359,0.41079043,0.00000000,0.29205973,0.24331316
-5.96398199,0.60720130,0.03993023,0.00014808,0.38853276,0.00000000,0.28007977,0.22891574
-5.95797899,0.57165874,0.03618250,0.00014280,0.36664220,0.00000000,0.26851180,0.21459526
-5.95197599,0.53777675,0.03290863,0.00013795,0.34552914,0.00000000,0.25768774,0.20058265
-5.94597299,0.50617330,0.03013439,0.00013372,0.32559308,0.00000000,0.24794704,0.18710147
-5.93996998,0.47743806,0.02787882,0.00013030,0.30721506,0.00000000,0.23962962,0.17436410
-5.93396698,0.45212315,0.02615491,0.00012791,0.29075078,0.00000000,0.23306899,0.16256854
-5.92796398,0.43073502,0.02497047,0.00012671,0.27652455,0.00000000,0.22858538,0.15189570
-5.92196098,0.41372760,0.02432895,0.00012689,0.26482413,0.00000000,0.22647937,0.14250738
-5.91595798,0.40149661,0.02423040,0.00012861,0.25589662,0.00000000,0.22702582,0.13454481
-5.90995498,0.39437538,0.02467239,0.00013202,0.24994535,0.00000000,0.23046848,0.12812794
-5.90395198,0.39263182,0.02565085,0.00013722,0.24712796,0.00000000,0.23701527,0.12335515
-5.89794897,0.39646693,0.02716102,0.00014432,0.24755550,0.00000000,0.24683428,0.12030368
-5.89194597,0.40601453,0.02919827,0.00015338,0.25129279,0.00000000,0.26005062,0.11903045
-5.88594297,0.42134242,0.03175897,0.00016444,0.25835978,0.00000000,0.27674421,0.11957341
-5.87993997,0.44245483,0.03484127,0.00017751,0.26873406,0.00000000,0.29694849,0.12195323
-5.87393697,0.46929613,0.03844591,0.00019255,0.28235441,0.00000000,0.32065012,0.12617531
-5.86793397,0.50175580,0.04257701,0.00020951,0.29912524,0.00000000,0.34778971,0.13223204
-5.86193097,0.53967441,0.04724273,0.00022829,0.31892200,0.00000000,0.37826347,0.14010526
-5.85592796,0.58285074,0.05245596,0.00024878,0.34159718,0.00000000,0.41192596,0.14976871
-5.84992496,0.63104952,0.05823478,0.00027081,0.36698687,0.00000000,0.44859359,0.16119064
