energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.87393697,7.13722270,0.74740191,0.51583838,0.01968883,2.09892398,0.07970183,2.05617228,2.37961392,1.56653269
-5.86793397,7.06625487,0.76771259,0.51462824,0.01972666,2.05739599,0.08207723,2.05120957,2.31980515,1.51387695
-5.86193097,7.00026407,0.78872186,0.51346702,0.01972448,2.01849389,0.08433639,2.04698011,2.26402686,1.46438853
-5.85592796,6.93764050,0.80999949,0.51219408,0.01967742,1.98195783,0.08646248,2.04283607,2.21201544,1.41803381
-5.84992496,6.87660527,0.83113413,0.51066205,0.01958140,1.94738696,0.08844342,2.03818037,2.16334899,1.37465095
-5.84392196,6.81530955,0.85174812,0.50874370,0.01943325,1.91426870,0.09027233,2.03249487,2.11748089,1.33397065
-5.83791896,6.75193430,0.87151038,0.50633760,0.01923095,1.88201256,0.09194770,2.02536334,2.07377764,1.29564048
-5.83191596,6.68478556,0.89014651,0.50337235,0.01897373,1.84998696,0.09347336,2.01648813,2.03155899,1.25925171
-5.82591296,6.61238039,0.90744579,0.49980926,0.01866215,1.81755684,0.09485806,2.00569988,1.99013840,1.22436686
-5.81990995,6.53351912,0.92326462,0.49564323,0.01829816,1.78412027,0.09611496,1.99295975,1.94886164,1.19054691
-5.81390695,6.44734096,0.93752629,0.49090194,0.01788502,1.74914224,0.09726067,1.97835435,1.90714206,1.15737653
-5.80790395,6.35336053,0.95021722,0.48564350,0.01742727,1.71218410,0.09831422,1.96208389,1.86449085,1.12448656
-5.80190095,6.25148461,0.96137990,0.47995259,0.01693059,1.67292752,0.09929582,1.94444437,1.82054127,1.09157258
-5.79589795,6.14200925,0.97110301,0.47393552,0.01640159,1.63119193,0.10022554,1.92580499,1.77506608,1.05840912
-5.78989495,6.02559878,0.97950950,0.46771447,0.01584766,1.58694531,0.10112190,1.90658245,1.72798797,1.02485921
-5.78389195,5.90324912,0.98674334,0.46142123,0.01527676,1.54030788,0.10200062,1.88721366,1.67938291,0.99087902
-5.77788894,5.77623875,0.99295578,0.45519097,0.01469714,1.49154935,0.10287335,1.86812866,1.62947708,0.95651802
-5.77188594,5.64607107,0.99829225,0.44915629,0.01411717,1.44108010,0.10374676,1.84972551,1.57863802,0.92191493
-5.76588294,5.51441225,1.00288057,0.44344201,0.01354508,1.38943727,0.10462172,1.83234862,1.52736104,0.88729010
-5.75987994,5.38302868,1.00682136,0.43816090,0.01298886,1.33726672,0.10549296,1.81627199,1.47625201,0.85293507
-5.75387694,5.25372758,1.01018132,0.43341064,0.01245601,1.28530208,0.10634895,1.80168822,1.42600767,0.81919994
-5.74787394,5.12830409,1.01298976,0.42927213,0.01195348,1.23434186,0.10717222,1.78870403,1.37739476,0.78647958
-5.74187094,5.00849712,1.01523865,0.42580922,0.01148760,1.18522589,0.10793999,1.77734231,1.33122883,0.75519914
-5.73586793,4.89595549,1.01688613,0.42306971,0.01106401,1.13881189,0.10862521,1.76755070,1.28835384,0.72579986
-5.72986493,4.79221495,1.01786319,0.42108753,0.01068769,1.09595309,0.10919777,1.75921567,1.24962305,0.69872537
-5.72386193,4.69868567,1.01808311,0.41988589,0.01036297,1.05747745,0.10962604,1.75218146,1.21588180,0.67440931
-5.71785893,4.61664904,1.01745286,0.41948104,0.01009365,1.02416891,0.10987851,1.74627214,1.18795239,0.65326426
-5.71185593,4.54726187,1.01588564,0.41988631,0.00988301,0.99675092,0.10992545,1.74131559,1.16662114,0.63567235
-5.70585293,4.49156575,1.01331371,0.42111612,0.00973396,0.97587239,0.10974058,1.73716742,1.15262738,0.62197754
-5.69984992,4.45049883,1.00970042,0.42318947,0.00964916,0.96209588,0.10930260,1.73373352,1.14665422,0.61247950
-5.69384692,4.42490753,1.00505079,0.42613286,0.00963105,0.95588804,0.10859645,1.73098939,1.14932077,0.60742912
-5.68784392,4.41555581,0.99941948,0.42998207,0.00968202,0.95761194,0.10761434,1.72899517,1.16117520,0.60702528
-5.68184092,4.42312991,0.99291598,0.43478283,0.00980442,0.96752131,0.10635643,1.72790528,1.18268861,0.61141286
-5.67583792,4.44823735,0.98570615,0.44059028,0.01000064,0.98575628,0.10483109,1.72797193,1.21424905,0.62068178
-5.66983492,4.49139933,0.97801029,0.44746710,0.01027311,1.01234066,0.10305479,1.72954237,1.25615568,0.63486682
-5.66383192,4.55303655,0.97009760,0.45548051,0.01062426,1.04718061,0.10105165,1.73304987,1.30861286,0.65394814
-5.65782891,4.63344919,0.96227730,0.46469840,0.01105651,1.09006476,0.09885255,1.73899901,1.37172413,0.67785232
-5.65182591,4.73279226,0.95488705,0.47518456,0.01157219,1.14066575,0.09649403,1.74794598,1.44548622,0.70645397
-5.64582291,4.85104799,0.94827919,0.48699373,0.01217336,1.19854331,0.09401687,1.76047513,1.52978322,0.73957762
-5.63981991,4.98799751,0.94280563,0.50016639,0.01286173,1.26314904,0.09146458,1.77717285,1.62438122,0.77700006
-5.63381691,5.14319384,0.93880226,0.51472394,0.01363848,1.33383295,0.08888176,1.79860019,1.72892364,0.81845304
-5.62781391,5.31593840,0.93657366,0.53066442,0.01450405,1.40985176,0.08631243,1.82526564,1.84292764,0.86362620
-5.62181091,5.50526308,0.93637900,0.54795911,0.01545798,1.49037911,0.08379852,1.85759932,1.96578195,0.91217044
-5.61580790,5.70991937,0.93841978,0.56655023,0.01649868,1.57451746,0.08137838,1.89592963,2.09674630,0.96370139
-5.60980490,5.92837575,0.94283004,0.58634983,0.01762328,1.66131170,0.07908559,1.94046359,2.23495285,1.01780329
-5.60380190,6.15882420,0.94966938,0.60724001,0.01882743,1.74976405,0.07694794,1.99127132,2.37940977,1.07403302
-5.59779890,6.39919580,0.95891918,0.62907448,0.02010518,1.83885010,0.07498669,2.04827549,2.52900714,1.13192429
-5.59179590,6.64718532,0.97048198,0.65168124,0.02144885,1.92753558,0.07321610,2.11124574,2.68252534,1.19099201
-5.58579290,6.90028407,0.98418397,0.67486639,0.02284897,2.01479343,0.07164327,2.17979843,2.83864598,1.25073687
-5.57978989,7.15581993,0.99978044,0.69841879,0.02429431,2.09962070,0.07026824,2.25340133,2.99596536,1.31064996
-5.57378689,7.41100334,1.01696378,0.72211539,0.02577188,2.18105503,0.06908425,2.33138322,3.15301059,1.37021766
-5.56778389,7.66297783,1.03537357,0.74572685,0.02726711,2.25819014,0.06807840,2.41294776,3.30825815,1.42892663
-5.56178089,7.90887353,1.05460840,0.76902341,0.02876397,2.33018999,0.06723227,2.49719124,3.46015488,1.48626912
-5.55577789,8.14586214,1.07423877,0.79178056,0.03024530,2.39630149,0.06652290,2.58312360,3.60714115,1.54174845
-5.54977489,8.37121191,1.09382063,0.81378445,0.03169310,2.45586528,0.06592373,2.66969196,3.74767597,1.59488480
-5.54377189,8.58234120,1.11290905,0.83483668,0.03308891,2.50832460,0.06540566,2.75580607,3.88026355,1.64522122
-5.53776888,8.77686920,1.13107155,0.85475852,0.03441425,2.55323200,0.06493818,2.84036488,4.00348095,1.69232981
-5.53176588,8.95266271,1.14790057,0.87339432,0.03565108,2.59025389,0.06449042,2.92228343,4.11600598,1.73581809
-5.52576288,9.10787756,1.16302492,0.89061403,0.03678228,2.61917288,0.06403224,3.00051939,4.21664487,1.77533514
-5.51975988,9.24099383,1.17611971,0.90631490,0.03779212,2.63988788,0.06353521,3.07409836,4.30435849,1.81057762
-5.51375688,9.35084371,1.18691453,0.92042231,0.03866672,2.65241200,0.06297351,3.14213723,4.37828655,1.84129515
-5.50775388,9.43663117,1.19519984,0.93288968,0.03939447,2.65686833,0.06232470,3.20386489,4.43776848,1.86729499
-5.50175088,9.49794281,1.20083125,0.94369777,0.03996636,2.65348360,0.06157038,3.25863958,4.48236033,1.88844559
-5.49574787,9.53474923,1.20373168,0.95285315,0.04037625,2.64257985,0.06069667,3.30596238,4.51184658,1.90467881
-5.48974487,9.54739693,1.20389155,0.96038626,0.04062107,2.62456433,0.05969456,3.34548638,4.52624629,1.91599064
-5.48374187,9.53659062,1.20136679,0.96634890,0.04070086,2.59991773,0.05856004,3.37702132,4.52581310,1.92244014
-5.47773887,9.50336661,1.19627507,0.97081155,0.04061872,2.56918097,0.05729414,3.40053356,4.51102862,1.92414669
-5.47173587,9.44905794,1.18879026,0.97386049,0.04038072,2.53294109,0.05590272,3.41614154,4.48258961,1.92128546
-5.46573287,9.37525279,1.17913550,0.97559491,0.03999557,2.49181633,0.05439619,3.42410708,4.44138895,1.91408131
-5.45972986,9.28374752,1.16757506,0.97612421,0.03947434,2.44644109,0.05278907,3.42482302,4.38849133,1.90280141
-5.45372686,9.17649655,1.15440553,0.97556551,0.03883004,2.39745124,0.05109943,3.41879779,4.32510457,1.88774686
-5.44772386,9.05556095,1.13994647,0.97404161,0.03807710,2.34547019,0.04934829,3.40663795,4.25254771,1.86924379
-5.44172086,8.92305820,1.12453119,0.97167937,0.03723095,2.29109643,0.04755893,3.38902929,4.17221724,1.84763432
-5.43571786,8.78111514,1.10849773,0.96860851,0.03630742,2.23489292,0.04575625,3.36671760,4.08555298,1.82326800
-5.42971486,8.63182610,1.09218070,0.96496105,0.03532232,2.17737876,0.04396605,3.34048981,3.99400496,1.79649403
-5.42371186,8.47721772,1.07590394,0.96087105,0.03429095,2.11902364,0.04221443,3.31115626,3.89900270,1.76765470
-5.41770885,8.31922171,1.05997454,0.95647478,0.03322771,2.06024495,0.04052721,3.27953472,3.80192787,1.73708035
-5.41170585,8.15965606,1.04467810,0.95191111,0.03214575,2.00140797,0.03892948,3.24643649,3.70409140,1.70508593
-5.40570285,8.00021455,1.03027545,0.94732192,0.03105677,1.94282871,0.03744516,3.21265473,3.60671546,1.67196935
-5.39969985,7.84246408,1.01700067,0.94285243,0.02997084,1.88477924,0.03609675,3.17895504,3.51092066,1.63801133
-5.39369685,7.68784865,1.00506040,0.93865119,0.02889631,1.82749514,0.03490509,3.14606805,3.41771830,1.60347672
-5.38769385,7.53769820,0.99463414,0.93486959,0.02783984,1.77118425,0.03388932,3.11468367,3.32800737,1.56861682
-5.38169085,7.39324062,0.98587540,0.93166075,0.02680651,1.71603644,0.03306676,3.08544649,3.24257561,1.53367238
-5.37568784,7.25561476,0.97891329,0.92917761,0.02579993,1.66223325,0.03245298,3.05895189,3.16210391,1.49887686
-5.36968484,7.12588244,0.97385438,0.92757024,0.02482244,1.60995707,0.03206187,3.03574238,3.08717301,1.46445946
-5.36368184,7.00503772,0.97078456,0.92698238,0.02387535,1.55939894,0.03190567,3.01630371,3.01827173,1.43064757
-5.35767884,6.89401187,0.96977053,0.92754724,0.02295914,1.51076447,0.03199511,3.00106056,2.95580556,1.39766828
-5.35167584,6.79367323,0.97086096,0.92938280,0.02207372,1.46427754,0.03233942,2.99037164,2.90010514,1.36574880
-5.34567284,6.70482131,0.97408699,0.93258670,0.02121862,1.42018130,0.03294640,2.98452425,2.85143361,1.33511550
-5.33966983,6.62817541,0.97946220,0.93723118,0.02039319,1.37873648,0.03382244,2.98372857,2.80999275,1.30599168
-5.33366683,6.56435841,0.98698203,0.94335815,0.01959673,1.34021710,0.03497242,2.98811193,2.77592720,1.27859423
-5.32766383,6.51387672,0.99662265,0.95097494,0.01882863,1.30490370,0.03639972,2.99771363,2.74932704,1.25312914
-5.32166083,6.47709809,1.00833964,0.96005081,0.01808840,1.27307459,0.03810609,3.01248077,2.73022853,1.22978641
-5.31565783,6.45422880,1.02206642,0.97051469,0.01737572,1.24499551,0.04009150,3.03226548,2.71861337,1.20873447
-5.30965483,6.44529213,1.03771283,0.98225420,0.01669046,1.22090845,0.04235404,3.05682430,2.71440659,1.19011458
-5.30365183,6.45010970,1.05516391,0.99511622,0.01603258,1.20101995,0.04488979,3.08581966,2.71747357,1.17403545
-5.29764882,6.46828731,1.07427913,1.00890904,0.01540217,1.18548988,0.04769264,3.11882397,2.72761647,1.16056853
-5.29164582,6.49920635,1.09489218,1.02340600,0.01479931,1.17442100,0.05075420,3.15532623,2.74457037,1.14974396
-5.28564282,6.54202164,1.11681142,1.03835059,0.01422406,1.16784988,0.05406370,3.19474098,2.76799952,1.14154774
-5.27963982,6.59566603,1.13982105,1.05346277,0.01367636,1.16573975,0.05760786,3.23641940,2.79749402,1.13591985
-5.27363682,6.65886177,1.16368291,1.06844626,0.01315601,1.16797542,0.06137086,3.27966201,2.83256697,1.13275368
-5.26763382,6.73013823,1.18813904,1.08299646,0.01266262,1.17436061,0.06533427,3.32373257,2.87265273,1.13189661
-5.26163082,6.80785529,1.21291473,1.09680870,0.01219562,1.18461776,0.06947700,3.36787248,2.91710607,1.13315170
-5.25562781,6.89023139,1.23772201,1.10958643,0.01175423,1.19839038,0.07377530,3.41131517,2.96520281,1.13628050
-5.24962481,6.97537530,1.26226357,1.12104907,0.01133752,1.21524779,0.07820267,3.45330002,3.01614203,1.14100676
-5.24362181,7.06132057,1.28623687,1.13093911,0.01094442,1.23469218,0.08272997,3.49308522,3.06905011,1.14702105
-5.23761881,7.14606148,1.30933833,1.13902842,0.01057381,1.25616779,0.08732533,3.52995941,3.12298693,1.15398610
-5.23161581,7.22758976,1.33126758,1.14512326,0.01022454,1.27907195,0.09195429,3.56325178,3.17695448,1.16154282
-5.22561281,7.30393126,1.35173168,1.14906829,0.00989558,1.30276770,0.09657986,3.59234070,3.22990801,1.16931700
-5.21960980,7.37318189,1.37044920,1.15074908,0.00958599,1.32659779,0.10116272,3.61666084,3.28076993,1.17692650
-5.21360680,7.43354239,1.38715416,1.15009347,0.00929509,1.34989957,0.10566146,3.63570891,3.32844654,1.18398886
-5.20760380,7.48335162,1.40159972,1.14707172,0.00902244,1.37202069,0.11003299,3.64904829,3.37184729,1.19012947
-5.20160080,7.52111780,1.41356182,1.14169545,0.00876794,1.39233502,0.11423300,3.65631273,3.40990652,1.19498985
-5.19559780,7.54554759,1.42284233,1.13401572,0.00853186,1.41025851,0.11821658,3.65720927,3.44160706,1.19823622
-5.18959480,7.55557242,1.42927209,1.12412019,0.00831484,1.42526473,0.12193901,3.65152054,3.46600508,1.19956796
-5.18359180,7.55037169,1.43271347,1.11212967,0.00811788,1.43689939,0.12535660,3.63910656,3.48225544,1.19872593
-5.17758879,7.52939221,1.43306253,1.09819411,0.00794237,1.44479369,0.12842770,3.61990591,3.48963650,1.19550022
-5.17158579,7.49236333,1.43025067,1.08248825,0.00779001,1.44867593,0.13111371,3.59393629,3.48757345,1.18973714
-5.16558279,7.43930696,1.42424566,1.06520699,0.00766276,1.44838103,0.13338022,3.56129423,3.47565912,1.18134520
-5.15957979,7.37054188,1.41505202,1.04656067,0.00756276,1.44385759,0.13519797,3.52215387,3.45367110,1.17029966
-5.15357679,7.28668183,1.40271061,1.02677032,0.00749229,1.43517208,0.13654389,3.47676441,3.42158459,1.15664553
-5.14757379,7.18862678,1.38729754,1.00606300,0.00745357,1.42251011,0.13740189,3.42544640,3.37957989,1.14049864
-5.14157079,7.07754738,1.36892226,0.98466734,0.00744875,1.40617439,0.13776353,3.36858638,3.32804441,1.12204482
-5.13556778,6.95486255,1.34772493,0.96280935,0.00747971,1.38657955,0.13762838,3.30663023,3.26756862,1.10153686
-5.12956478,6.82221057,1.32387319,0.94070856,0.00754798,1.36424378,0.13700413,3.24007507,3.19893627,1.07928955
-5.12356178,6.68141445,1.29755838,0.91857475,0.00765462,1.33977738,0.13590647,3.16946002,3.12310900,1.05567263
-5.11755878,6.53444252,1.26899145,0.89660506,0.00780006,1.31386880,0.13435859,3.09535619,3.04120598,1.03110203
-5.11155578,6.38336550,1.23839868,0.87498187,0.00798406,1.28726817,0.13239039,3.01835611,2.95447924,1.00602954
-5.10555278,6.23031133,1.20601738,0.85387130,0.00820556,1.26076917,0.13003757,2.93906322,2.86428579,0.98093132
-5.09954977,6.07741948,1.17209188,0.83342238,0.00846268,1.23518942,0.12734037,2.85808177,2.77205714,0.95629562
-5.09354677,5.92679594,1.13686982,0.81376703,0.00875260,1.21135019,0.12434229,2.77600751,2.67926763,0.93260996
-5.08754377,5.78047042,1.10059895,0.79502059,0.00907163,1.19005584,0.12108871,2.69341961,2.58740216,0.91034845
-5.08154077,5.64035685,1.06352456,0.77728298,0.00941516,1.17207356,0.11762551,2.61087398,2.49792438,0.88995932
-5.07553777,5.50821804,1.02588748,0.76064037,0.00977778,1.15811393,0.11399782,2.52889811,2.41224598,0.87185322
-5.06953477,5.38563525,0.98792269,0.74516702,0.01015332,1.14881269,0.11024889,2.44798746,2.33169776,0.85639252
-5.06353177,5.27398279,0.94985853,0.73092728,0.01053500,1.14471416,0.10641914,2.36860318,2.25750279,0.84388184
-5.05752876,5.17440781,0.91191624,0.71797753,0.01091559,1.14625663,0.10254550,2.29117099,2.19075217,0.83456004
-5.05152576,5.08781507,0.87430988,0.70636764,0.01128756,1.15376000,0.09866096,2.21608084,2.13238355,0.82859385
-5.04552276,5.01485628,0.83724627,0.69614210,0.01164330,1.16741584,0.09479437,2.14368693,2.08316253,0.82607318
-5.03951976,4.95592362,0.80092496,0.68734032,0.01197536,1.18728019,0.09097048,2.07430778,2.04366733,0.82700823
-5.03351676,4.91114702,0.76553799,0.67999619,0.01227659,1.21326918,0.08721017,2.00822592,2.01427664,0.83132842
-5.02751376,4.88039483,0.73126929,0.67413680,0.01254044,1.24515765,0.08353082,1.94568703,1.99516107,0.83888324
-5.02151076,4.86327769,0.69829377,0.66978031,0.01276108,1.28258084,0.07994680,1.88689828,1.98627842,0.84944486
-5.01550775,4.85915557,0.66677583,0.66693316,0.01293364,1.32503939,0.07646998,1.83202594,1.98737300,0.86271269
-5.00950475,4.86714820,0.63686762,0.66558667,0.01305429,1.37190757,0.07311021,1.78119233,1.99797939,0.87831974
-5.00350175,4.88614912,0.60870678,0.66571342,0.01312040,1.42244484,0.06987581,1.73447236,2.01743102,0.89584074
-4.99749875,4.91484386,0.58241410,0.66726362,0.01313057,1.47581070,0.06677388,1.69189009,2.04487363,0.91480204
-4.99149575,4.95173278,0.55809092,0.67016185,0.01308467,1.53108270,0.06381057,1.65341578,2.07928393,0.93469295
-4.98549275,4.99515890,0.53581677,0.67430450,0.01298381,1.58727729,0.06099119,1.61896380,2.11949342,0.95497863
-4.97948974,5.04334116,0.51564720,0.67955836,0.01283027,1.64337329,0.05832021,1.58839209,2.16421710,0.97511403
-4.97348674,5.09441310,0.49761204,0.68576047,0.01262741,1.69833743,0.05580117,1.56150353,2.21208664,0.99455875
-4.96748374,5.14646680,0.48171439,0.69271960,0.01237952,1.75115133,0.05343648,1.53804952,2.26168737,1.01279238
-4.96148074,5.19760144,0.46793031,0.70021954,0.01209169,1.80083919,0.05122724,1.51773617,2.31159810,1.02932987
-4.95547774,5.24597553,0.45620935,0.70802405,0.01176957,1.84649546,0.04917299,1.50023290,2.36043265,1.04373652
-4.94947474,5.28986142,0.44647611,0.71588360,0.01141927,1.88731142,0.04727154,1.48518359,2.40688170,1.05564207
-4.94347174,5.32770042,0.43863255,0.72354356,0.01104711,1.92259993,0.04551881,1.47221971,2.44975354,1.06475328
-4.93746873,5.35815643,0.43256136,0.73075353,0.01065948,1.95181729,0.04390881,1.46097517,2.48801216,1.07086464
-4.93146573,5.38016599,0.42812990,0.73727744,0.01026270,1.97458143,0.04243368,1.45110197,2.52081131,1.07386660
-4.92546273,5.39298243,0.42519490,0.74290380,0.00986285,1.99068569,0.04108388,1.44228613,2.54752298,1.07375102
-4.91945973,5.39621204,0.42360751,0.74745570,0.00946566,2.00010759,0.03984843,1.43426289,2.56775934,1.07061355
-4.91345673,5.38984014,0.42321854,0.75079981,0.00907651,2.00301214,0.03871532,1.42683039,2.58138699,1.06465267
-4.90745373,5.37424554,0.42388380,0.75285391,0.00870027,1.99974954,0.03767192,1.41986094,2.58853315,1.05616534
-4.90145073,5.35020205,0.42546912,0.75359240,0.00834138,1.99084732,0.03670550,1.41330922,2.58958322,1.04553948
-4.89544772,5.31886653,0.42785497,0.75304944,0.00800378,1.97699709,0.03580373,1.40721678,2.58517006,1.03324324
-4.88944472,5.28175317,0.43094047,0.75131929,0.00769100,1.95903632,0.03495518,1.40171248,2.57615521,1.01981168
-4.88344172,5.24069473,0.43464658,0.74855386,0.00740616,1.93792596,0.03414976,1.39700857,2.56360281,1.00583101
-4.87743872,5.19779166,0.43891841,0.74495734,0.00715202,1.91472442,0.03337915,1.39339263,2.54874726,0.99192131
-4.87143572,5.15535090,0.44372660,0.74077819,0.00693107,1.89055903,0.03263707,1.39121559,2.53295581,0.97871794
-4.86543272,5.11581641,0.44906761,0.73629876,0.00674558,1.86659578,0.03191944,1.39087627,2.51768735,0.96685261
-4.85942971,5.08169400,0.45496310,0.73182306,0.00659764,1.84400833,0.03122455,1.39280331,2.50444893,0.95693467
-4.85342671,5.05547319,0.46145827,0.72766322,0.00648919,1.82394732,0.03055293,1.39743530,2.49475150,0.94953321
-4.84742371,5.03954904,0.46861948,0.72412546,0.00642209,1.80751078,0.02990725,1.40520010,2.49006619,0.94516064
-4.84142071,5.03614672,0.47653098,0.72149608,0.00639811,1.79571651,0.02929208,1.41649434,2.49178245,0.94425833
-4.83541771,5.04725176,0.48529111,0.72002845,0.00641894,1.78947708,0.02871355,1.43166424,2.50116945,0.94718458
-4.82941471,5.07454817,0.49500802,0.71993150,0.00648613,1.78957807,0.02817897,1.45098861,2.51934147,0.95420546
-4.82341171,5.11936671,0.50579504,0.72136029,0.00660111,1.79666002,0.02769641,1.47466484,2.54722829,0.96548862
-4.81740870,5.18264489,0.51776586,0.72440939,0.00676512,1.81120431,0.02727422,1.50279856,2.58555122,0.98110012
-4.81140570,5.26489966,0.53102968,0.72910905,0.00697913,1.83352323,0.02692063,1.53539731,2.63480507,1.00100450
-4.80540270,5.36621344,0.54568634,0.73542455,0.00724378,1.86375432,0.02664328,1.57236845,2.69524637,1.02506762
-4.79939970,5.48623343,0.56182172,0.74325867,0.00755927,1.90185889,0.02644883,1.61352118,2.76688780,1.05306236
-4.79339670,5.62418357,0.57950325,0.75245700,0.00792533,1.94762460,0.02634267,1.65857236,2.84949876,1.08467669
-4.78739370,5.77888814,0.59877580,0.76281584,0.00834109,2.00067184,0.02632854,1.70715564,2.94261160,1.11952368
-4.78139070,5.94880549,0.61965791,0.77409210,0.00880502,2.06046364,0.02640842,1.75883313,3.04553331,1.15715324
-4.77538769,6.13207020,0.64213838,0.78601472,0.00931488,2.12631879,0.02658231,1.81310887,3.15736186,1.19706486
-4.76938469,6.32654164,0.66617341,0.79829687,0.00986764,2.19742758,0.02684820,1.86944323,3.27700675,1.23872102
-4.76338169,6.52985682,0.69168421,0.81064827,0.01045948,2.27286993,0.02720206,1.92726734,3.40321297,1.28156081
-4.75737869,6.73948557,0.71855508,0.82278705,0.01108578,2.35163527,0.02763791,1.98599686,3.53458767,1.32501323
-4.75137569,6.95278607,0.74663235,0.83445047,0.01174110,2.43264373,0.02814797,2.04504429,3.66962884,1.36850986
-4.74537269,7.16705901,0.77572382,0.84540400,0.01241929,2.51476807,0.02872286,2.10382953,3.80675526,1.41149654
-4.73936968,7.37959890,0.80559910,0.85544852,0.01311352,2.59685600,0.02935185,2.16178815,3.94433691,1.45344370
-4.73336668,7.58774146,0.83599091,0.86442521,0.01381642,2.67775216,0.03002315,2.21837746,4.08072532,1.49385535
-4.72736368,7.78890619,0.86659721,0.87221812,0.01452017,2.75631947,0.03072426,2.27308043,4.21428315,1.53227629
-4.72136068,7.98063367,0.89708450,0.87875454,0.01521668,2.83145934,0.03144229,2.32540761,4.34341240,1.56829776
-4.71535768,8.16061740,0.92709213,0.88400313,0.01589775,2.90213028,0.03216434,2.37489767,4.46658065,1.60156132
-4.70935468,8.32673011,0.95623778,0.88797033,0.01655527,2.96736458,0.03287785,2.42111687,4.58234501,1.63176116
-4.70335168,8.47704490,0.98412398,0.89069517,0.01718136,3.02628277,0.03357095,2.46365805,4.68937319,1.65864477
-4.69734867,8.60985139,1.01034557,0.89224304,0.01776861,3.07810548,0.03423274,2.50213974,4.78646129,1.68201229
-4.69134567,8.72366736,1.03449807,0.89269880,0.01831022,3.12216266,0.03485358,2.53620573,4.87254814,1.70171449
-4.68534267,8.81724626,1.05618667,0.89215961,0.01880013,3.15789989,0.03542528,2.56552543,4.94672583,1.71764972
-4.67933967,8.88958091,1.07503550,0.89072796,0.01923320,3.18488184,0.03594125,2.58979538,5.00824637,1.72975991
-4.67333667,8.93990382,1.09069716,0.88850508,0.01960528,3.20279290,0.03639657,2.60874179,5.05652431,1.73802589
-4.66733367,8.96768426,1.10286179,0.88558519,0.01991327,3.21143507,0.03678800,2.62212410,5.09113562,1.74246215
-4.66133067,8.97262251,1.11126564,0.88205063,0.02015513,3.21072339,0.03711387,2.62973931,5.11181287,1.74311135
-4.65532766,8.95464128,1.11569864,0.87796814,0.02032990,3.20067920,0.03737400,2.63142676,5.11843712,1.74003863
-4.64932466,8.91387484,1.11601066,0.87338621,0.02043761,3.18142165,0.03756942,2.62707300,5.11102709,1.73332619
-4.64332166,8.85065588,1.11211613,0.86833364,0.02047923,3.15315776,0.03770221,2.61661624,5.08972613,1.72306804
