energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,3.87985093,0.01493157,0.84301249,1.43673388,0.00000000,1.22042333,0.48500213
-5.99399700,3.93442926,0.01511307,0.84412020,1.47502219,0.00000000,1.26069520,0.48490618
-5.98799400,3.99476205,0.01534326,0.84590574,1.51649927,0.00000000,1.30264347,0.48500861
-5.98199100,4.05975825,0.01561216,0.84846382,1.56025325,0.00000000,1.34597115,0.48527253
-5.97598799,4.12839722,0.01591028,0.85192064,1.60537313,0.00000000,1.39039469,0.48567969
-5.96998499,4.19974580,0.01622868,0.85642899,1.65096857,0.00000000,1.43564870,0.48623000
-5.96398199,4.27296887,0.01655893,0.86216098,1.69618877,0.00000000,1.48148948,0.48693963
-5.95797899,4.34733368,0.01689315,0.86929850,1.74024022,0.00000000,1.52769744,0.48783807
-5.95197599,4.42220878,0.01722393,0.87802225,1.78240306,0.00000000,1.57407845,0.48896418
-5.94597299,4.49705828,0.01754433,0.88849954,1.82204578,0.00000000,1.62046442,0.49036159
-5.93996998,4.57143232,0.01784779,0.90087168,1.85863787,0.00000000,1.66671324,0.49207369
-5.93396698,4.64495490,0.01812810,0.91524175,1.89176000,0.00000000,1.71270802,0.49413851
-5.92796398,4.71730973,0.01837941,0.93166316,1.92111134,0.00000000,1.75835599,0.49658378
-5.92196098,4.78822508,0.01859616,0.95012996,1.94651358,0.00000000,1.80358687,0.49942255
-5.91595798,4.85745833,0.01877316,0.97056927,1.96791118,0.00000000,1.84835073,0.50264946
-5.90995498,4.92478066,0.01890557,0.99283631,1.98536768,0.00000000,1.89261528,0.50623795
-5.90395198,4.98996249,0.01898896,1.01671247,1.99905791,0.00000000,1.93636251,0.51013859
-5.89794897,5.05275993,0.01901938,1.04190641,2.00925598,0.00000000,1.97958447,0.51427850
-5.89194597,5.11290249,0.01899342,1.06805834,2.01631935,0.00000000,2.02227825,0.51856201
-5.88594297,5.17008237,0.01890831,1.09474724,2.02066946,0.00000000,2.06443990,0.52287238
-5.87993997,5.22394544,0.01876196,1.12150078,2.02276939,0.00000000,2.10605751,0.52707465
-5.87393697,5.27408417,0.01855308,1.14780746,2.02309960,0.00000000,2.14710337,0.53101932
-5.86793397,5.32003277,0.01828118,1.17313053,2.02213252,0.00000000,2.18752555,0.53454676
-5.86193097,5.36126475,0.01794669,1.19692295,2.02030736,0.00000000,2.22723907,0.53749221
-5.85592796,5.39719320,0.01755090,1.21864303,2.01800609,0.00000000,2.26611720,0.53969102
-5.84992496,5.42717415,0.01709604,1.23776983,2.01553200,0.00000000,2.30398327,0.54098396
-5.84392196,5.45051313,0.01658521,1.25381794,2.01309174,0.00000000,2.34060362,0.54122252
-5.83791896,5.46647530,0.01602237,1.26635106,2.01078202,0.00000000,2.37568230,0.54027380
-5.83191596,5.47429919,0.01541225,1.27499388,2.00858157,0.00000000,2.40885814,0.53802496
-5.82591296,5.47321403,0.01476027,1.27944203,2.00634903,0.00000000,2.43970470,0.53438706
-5.81990995,5.46246063,0.01407245,1.27946971,2.00382699,0.00000000,2.46773368,0.52929820
-5.81390695,5.44131532,0.01335525,1.27493505,2.00065196,0.00000000,2.49240206,0.52272583
-5.80790395,5.40911663,0.01261549,1.26578296,1.99637026,0.00000000,2.51312315,0.51466826
-5.80190095,5.36529378,0.01186018,1.25204581,1.99045877,0.00000000,2.52928164,0.50515538
-5.79589795,5.30939621,0.01109638,1.23384184,1.98234994,0.00000000,2.54025223,0.49424852
-5.78989495,5.24112303,0.01033107,1.21137164,1.97145973,0.00000000,2.54542148,0.48203955
-5.78389195,5.16035114,0.00957101,1.18491289,1.95721728,0.00000000,2.54421197,0.46864932
-5.77788894,5.06716067,0.00882262,1.15481370,1.93909490,0.00000000,2.53610812,0.45422537
-5.77188594,4.96185658,0.00809186,1.12148472,1.91663690,0.00000000,2.52068220,0.43893917
-5.76588294,4.84498478,0.00738416,1.08539029,1.88948601,0.00000000,2.49761955,0.42298278
-5.75987994,4.71734184,0.00670430,1.04703895,1.85740598,0.00000000,2.46674161,0.40656514
-5.75387694,4.57997709,0.00605641,1.00697334,1.82029938,0.00000000,2.42802547,0.38990798
-5.74787394,4.43418634,0.00544390,0.96575983,1.77821969,0.00000000,2.38161877,0.37324145
-5.74187094,4.28149674,0.00486943,0.92397790,1.73137714,0.00000000,2.32784903,0.35679950
-5.73586793,4.12364258,0.00433495,0.88220943,1.68013797,0.00000000,2.26722649,0.34081515
-5.72986493,3.96253252,0.00384171,0.84102805,1.62501714,0.00000000,2.20044013,0.32551560
-5.72386193,3.80020865,0.00339028,0.80098861,1.56666481,0.00000000,2.12834673,0.31111737
-5.71785893,3.63879876,0.00298061,0.76261700,1.50584727,0.00000000,2.05195317,0.29782150
-5.71185593,3.48046327,0.00261212,0.72640036,1.44342314,0.00000000,1.97239257,0.28580889
-5.70585293,3.32733864,0.00228371,0.69277794,1.38031589,0.00000000,1.89089536,0.27523594
-5.69984992,3.18147948,0.00199390,0.66213285,1.31748404,0.00000000,1.80875620,0.26623060
-5.69384692,3.04480168,0.00174087,0.63478489,1.25589028,0.00000000,1.72729854,0.25888897
-5.68784392,2.91902896,0.00152255,0.61098472,1.19647081,0.00000000,1.64783812,0.25327257
-5.68184092,2.80564518,0.00133670,0.59090966,1.14010645,0.00000000,1.57164716,0.24940648
-5.67583792,2.70585459,0.00118096,0.57466133,1.08759642,0.00000000,1.49992077,0.24727841
-5.66983492,2.62055196,0.00105296,0.56226541,1.03963613,0.00000000,1.43374699,0.24683891
-5.66383192,2.55030400,0.00095032,0.55367353,0.99679958,0.00000000,1.37408174,0.24800272
-5.65782891,2.49534310,0.00087076,0.54876757,0.95952715,0.00000000,1.32172952,0.25065137
-5.65182591,2.45557389,0.00081210,0.54736617,0.92811899,0.00000000,1.27733054,0.25463705
-5.64582291,2.43059232,0.00077234,0.54923349,0.90273414,0.00000000,1.24135441,0.25978767
-5.63981991,2.41971668,0.00074966,0.55408993,0.88339515,0.00000000,1.21410047,0.26591298
-5.63381691,2.42202913,0.00074244,0.56162456,0.86999767,0.00000000,1.19570417,0.27281171
-5.62781391,2.43642599,0.00074930,0.57150887,0.86232449,0.00000000,1.18614886,0.28027940
-5.62181091,2.46167460,0.00076912,0.58341121,0.86006311,0.00000000,1.18528206,0.28811675
-5.61580790,2.49647418,0.00080100,0.59701169,0.86282582,0.00000000,1.19283504,0.29613814
-5.60980490,2.53951813,0.00084435,0.61201665,0.87017148,0.00000000,1.20844471,0.30418004
-5.60380190,2.58955496,0.00089880,0.62817237,0.88162780,0.00000000,1.23167636,0.31210898
-5.59779890,2.64544550,0.00096426,0.64527736,0.89671320,0.00000000,1.26204645,0.31982874
-5.59179590,2.70621381,0.00104092,0.66319278,0.91495750,0.00000000,1.29904422,0.32728650
-5.58579290,2.77109003,0.00112921,0.68185051,0.93592051,0.00000000,1.34215144,0.33447754
-5.57978989,2.83954351,0.00122982,0.70125859,0.95920814,0.00000000,1.39085956,0.34144851
-5.57378689,2.91130514,0.00134372,0.72150371,0.98448540,0.00000000,1.44468398,0.34829887
-5.56778389,2.98637829,0.00147208,0.74275065,1.01148635,0.00000000,1.50317506,0.35518043
-5.56178089,3.06503817,0.00161632,0.76523865,1.04002055,0.00000000,1.56592600,0.36229511
-5.55577789,3.14781998,0.00177806,0.78927459,1.06997650,0.00000000,1.63257749,0.36989062
-5.54977489,3.23549638,0.00195912,0.81522340,1.10132183,0.00000000,1.70281941,0.37825447
-5.54377189,3.32904527,0.00216143,0.84349562,1.13410078,0.00000000,1.77638990,0.38770614
-5.53776888,3.42960899,0.00238707,0.87453257,1.16842906,0.00000000,1.85307184,0.39858778
-5.53176588,3.53844623,0.00263815,0.90878943,1.20448643,0.00000000,1.93268724,0.41125359
-5.52576288,3.65687794,0.00291679,0.94671659,1.24250731,0.00000000,2.01508957,0.42605813
-5.51975988,3.78622870,0.00322502,0.98873976,1.28276947,0.00000000,2.10015421,0.44334378
-5.51375688,3.92776500,0.00356472,1.03523940,1.32558113,0.00000000,2.18776739,0.46342792
-5.50775388,4.08263174,0.00393751,1.08652989,1.37126656,0.00000000,2.27781342,0.48658983
-5.50175088,4.25178866,0.00434468,1.14283920,1.42015021,0.00000000,2.37016077,0.51305796
-5.49574787,4.43594815,0.00478706,1.20428969,1.47253977,0.00000000,2.46464696,0.54299787
-5.48974487,4.63551618,0.00526493,1.27088069,1.52870803,0.00000000,2.56106291,0.57650117
-5.48374187,4.85053831,0.00577793,1.34247376,1.58887411,0.00000000,2.65913696,0.61357600
-5.47773887,5.08065258,0.00632495,1.41878124,1.65318444,0.00000000,2.75851951,0.65413940
-5.47173587,5.32505152,0.00690412,1.49935883,1.72169387,0.00000000,2.85876883,0.69801196
-5.46573287,5.58245531,0.00751266,1.58360303,1.79434783,0.00000000,2.95933923,0.74491507
-5.45972986,5.85109822,0.00814695,1.67075376,1.87096636,0.00000000,3.05957227,0.79447115
-5.45372686,6.12873013,0.00880248,1.75990270,1.95123078,0.00000000,3.15869231,0.84620704
-5.44772386,6.41263479,0.00947387,1.85000745,2.03467431,0.00000000,3.25580715,0.89956061
-5.44172086,6.69966566,0.01015500,1.93991155,2.12067729,0.00000000,3.34991453,0.95389065
-5.43571786,6.98629990,0.01083904,2.02836981,2.20846818,0.00000000,3.43991506,1.00848989
-5.42971486,7.26870987,0.01151863,2.11407851,2.29713085,0.00000000,3.52463172,1.06260088
-5.42371186,7.54285092,0.01218601,2.19570935,2.38561872,0.00000000,3.60283570,1.11543418
-5.41770885,7.80456314,0.01283323,2.27194612,2.47277572,0.00000000,3.67327790,1.16618848
-5.41170585,8.04968384,0.01345230,2.34152251,2.55736397,0.00000000,3.73472511,1.21407181
-5.40570285,8.27416676,0.01403544,2.40325958,2.63809720,0.00000000,3.78599934,1.25832308
-5.39969985,8.47420317,0.01457524,2.45610125,2.71367910,0.00000000,3.82601850,1.29823320
-5.39369685,8.64633999,0.01506491,2.49914623,2.78284471,0.00000000,3.85383655,1.33316484
-5.38769385,8.78758930,0.01549837,2.53167480,2.84440335,0.00000000,3.86868078,1.36257002
-5.38169085,8.89552435,0.01587046,2.55316938,2.89728084,0.00000000,3.86998449,1.38600488
-5.37568784,8.96835727,0.01617703,2.56332778,2.94055890,0.00000000,3.85741285,1.40314088
-5.36968484,9.00499471,0.01641503,2.56206861,2.97350969,0.00000000,3.83088069,1.41377216
-5.36368184,9.00506838,0.01658251,2.54952873,2.99562346,0.00000000,3.79056081,1.41781855
-5.35767884,8.96893909,0.01667869,2.52605286,3.00662776,0.00000000,3.73688248,1.41532446
-5.35167584,8.89767391,0.01670386,2.49217618,3.00649712,0.00000000,3.67051992,1.40645353
-5.34567284,8.79299773,0.01665934,2.44860078,2.99545231,0.00000000,3.59237125,1.39147957
-5.33966983,8.65722159,0.01654738,2.39616737,2.97394929,0.00000000,3.50352926,1.37077417
-5.33366683,8.49315160,0.01637102,2.33582384,2.94265835,0.00000000,3.40524518,1.34479179
-5.32766383,8.30398310,0.01613401,2.26859206,2.90243442,0.00000000,3.29888769,1.31405293
-5.32166083,8.09318530,0.01584060,2.19553493,2.85428009,0.00000000,3.18589921,1.27912627
-5.31565783,7.86438221,0.01549546,2.11772491,2.79930353,0.00000000,3.06775158,1.24061066
-5.30965483,7.62123547,0.01510351,2.03621558,2.73867328,0.00000000,2.94590369,1.19911758
-5.30365183,7.36733452,0.01466980,1.95201739,2.67357241,0.00000000,2.82176270,1.15525500
-5.29764882,7.10609869,0.01419944,1.86607816,2.60515448,0.00000000,2.69665086,1.10961295
-5.29164582,6.84069531,0.01369746,1.77926912,2.53450330,0.00000000,2.57177906,1.06275149
-5.28564282,6.57397635,0.01316878,1.69237639,2.46259853,0.00000000,2.44822816,1.01519123
-5.27963982,6.30843539,0.01261814,1.60609779,2.39028859,0.00000000,2.32693828,0.96740657
-5.27363682,6.04618532,0.01205008,1.52104441,2.31827184,0.00000000,2.20870611,0.91982169
-5.26763382,5.78895598,0.01146891,1.43774635,2.24708663,0.00000000,2.09418954,0.87280903
-5.26163082,5.53810997,0.01087872,1.35666153,2.17711018,0.00000000,1.98391887,0.82669008
-5.25562781,5.29467419,0.01028338,1.27818679,2.10856577,0.00000000,1.87831314,0.78173805
-5.24962481,5.05938364,0.00968652,1.20267005,2.04153734,0.00000000,1.77770036,0.73818207
-5.24362181,4.83273396,0.00909160,1.13042264,1.97599020,0.00000000,1.68233990,0.69621245
-5.23761881,4.61503888,0.00850187,1.06173087,1.91179639,0.00000000,1.59244572,0.65598641
-5.23161581,4.40648876,0.00792040,0.99686613,1.84876286,0.00000000,1.50820879,0.61763413
-5.22561281,4.20720678,0.00735005,0.93609279,1.78666090,0.00000000,1.42981751,0.58126446
-5.21960980,4.01729985,0.00679352,0.87967369,1.72525508,0.00000000,1.35747510,0.54697020
-5.21360680,3.83690157,0.00625332,0.82787294,1.66433013,0.00000000,1.29141303,0.51483250
-5.20760380,3.66620564,0.00573173,0.78095598,1.60371460,0.00000000,1.23190007,0.48492443
-5.20160080,3.50548858,0.00523082,0.73918716,1.54330008,0.00000000,1.17924665,0.45731346
-5.19559780,3.35512129,0.00475243,0.70282518,1.48305551,0.00000000,1.13380463,0.43206297
-5.18959480,3.21556984,0.00429813,0.67211670,1.42303583,0.00000000,1.09596253,0.40923281
